** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.2297        0.0695       0.9068         0.8914       0.4459        0.1324       0.8128         0.7928
Kayan             0.5862        0.1452       0.8208         0.7820       0.5517        0.1461       0.8170         0.7685
Kayaw             0.2162        0.0676       0.9223         0.8916       0.3581        0.1137       0.8547         0.8214
NorthernPao       0.3421        0.0807       0.8839         0.8695       0.4671        0.1160       0.8706         0.8181
NorthernPwo       0.9241        0.2484       0.7663         0.6340       0.8138        0.2175       0.7480         0.6763
ProtoKaren        0.6711        0.1677       0.8576         0.7319       0.5329        0.1382       0.8387         0.7746
SouthernPao       0.4867        0.1112       0.8675         0.8203       0.4733        0.1081       0.8503         0.8319
WesternBwe        0.7681        0.2421       0.7408         0.6492       0.5870        0.1806       0.7705         0.7320
TOTAL             0.5280        0.1415       0.8457         0.7837       0.5287        0.1441       0.8203         0.7770


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.50.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.3880        0.1169       0.8486         0.8174       0.7377        0.2249       0.7533         0.6586
Kayan             0.7308        0.1888       0.7930         0.7043       0.6923        0.1853       0.7817         0.7073
Kayaw             0.2826        0.0901       0.8926         0.8561       0.5326        0.1676       0.7931         0.7455
NorthernPao       0.7158        0.1696       0.7920         0.7351       0.8842        0.2185       0.7386         0.6692
NorthernPwo       1.0536        0.2797       0.7170         0.5940       1.0298        0.2833       0.6801         0.5939
ProtoKaren        0.7474        0.1928       0.8276         0.6949       0.7316        0.1849       0.7923         0.7054
SouthernPao       0.6848        0.1629       0.8008         0.7362       0.6359        0.1562       0.7917         0.7462
WesternBwe        0.6564        0.2014       0.7787         0.7056       0.8344        0.2566       0.7018         0.6369
TOTAL             0.6574        0.1753       0.8063         0.7304       0.7598        0.2097       0.7541         0.6829


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.8182        0.2472       0.7591         0.6261       0.5758        0.1798       0.8098         0.7383
Ega              0.5152        0.1530       0.8102         0.7686       0.4394        0.1386       0.8479         0.7710
Enqi             0.5303        0.1578       0.8181         0.7644       0.6667        0.2045       0.8136         0.7014
Gongxing         0.8182        0.2437       0.7892         0.6536       0.6061        0.1768       0.8271         0.7347
Jinman           0.7576        0.2374       0.7626         0.6403       0.5909        0.1856       0.7933         0.7299
Jinxing          0.4697        0.1374       0.8388         0.7884       0.3636        0.1136       0.8734         0.8292
Mazhelong        0.5455        0.1621       0.8154         0.7617       0.5152        0.1558       0.8356         0.7729
ProtoBai         0.6364        0.1606       0.8200         0.7574       0.6212        0.1705       0.8261         0.7304
Tuoluo           0.5758        0.1588       0.8100         0.7627       0.3788        0.1068       0.8899         0.8296
Zhoucheng        0.5606        0.1831       0.8249         0.7337       0.5455        0.1780       0.8093         0.7372
TOTAL            0.6227        0.1841       0.8048         0.7257       0.5303        0.1610       0.8326         0.7575


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.9394        0.2850       0.7117         0.6054       0.8030        0.2466       0.7349         0.6366
Ega              0.6667        0.2028       0.7515         0.6936       0.7197        0.2217       0.7523         0.6659
Enqi             0.7955        0.2208       0.7413         0.6785       0.7803        0.2266       0.7459         0.6826
Gongxing         1.0985        0.3227       0.6798         0.5477       0.8939        0.2645       0.6950         0.6309
Jinman           0.7121        0.2227       0.7326         0.6789       0.8409        0.2696       0.7204         0.6114
Jinxing          0.5455        0.1578       0.8042         0.7629       0.5076        0.1514       0.8133         0.7692
Mazhelong        0.7727        0.2246       0.7280         0.6693       0.6742        0.2048       0.7607         0.6958
ProtoBai         0.8030        0.2008       0.7731         0.6926       0.7500        0.1975       0.7709         0.6926
Tuoluo           0.7197        0.1977       0.7679         0.6987       0.8561        0.2468       0.7436         0.6382
Zhoucheng        0.5379        0.1660       0.7992         0.7546       0.5909        0.1799       0.7567         0.7443
TOTAL            0.7591        0.2201       0.7489         0.6782       0.7417        0.2209       0.7494         0.6767


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.8895        0.2611       0.6728         0.6296       0.9632        0.2935       0.6853         0.5734
Ega              0.6702        0.2085       0.7313         0.6923       0.9110        0.2866       0.6654         0.5979
Enqi             0.7716        0.2144       0.7352         0.6884       0.8629        0.2627       0.7090         0.6185
Gongxing         1.1134        0.3318       0.6375         0.5234       1.0773        0.3255       0.6610         0.5432
Jinman           0.8490        0.2678       0.6888         0.6237       0.9427        0.3012       0.6645         0.5765
Jinxing          0.6802        0.1997       0.7722         0.6916       0.6345        0.1889       0.7688         0.7118
Mazhelong        0.8895        0.2628       0.6768         0.6287       0.9895        0.3000       0.6753         0.5674
ProtoBai         0.8528        0.2177       0.7514         0.6670       1.0355        0.2800       0.6975         0.5856
Tuoluo           0.7240        0.2043       0.7523         0.6942       0.9479        0.2760       0.7203         0.5869
Zhoucheng        0.6354        0.1992       0.7559         0.7115       0.8021        0.2539       0.6976         0.6392
TOTAL            0.8075        0.2367       0.7174         0.6550       0.9167        0.2768       0.6945         0.6000


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            1.0645        0.3206       0.6569         0.5345       1.2742        0.3911       0.6143         0.4693
Ega              0.8049        0.2490       0.6776         0.6496       1.1626        0.3629       0.6130         0.5005
Enqi             0.6988        0.2044       0.7282         0.7005       0.9073        0.2674       0.6871         0.6154
Gongxing         1.1680        0.3479       0.6308         0.5138       1.1400        0.3390       0.6303         0.5145
Jinman           0.8653        0.2673       0.6766         0.6212       1.1959        0.3806       0.5885         0.4831
Jinxing          0.7171        0.2118       0.7651         0.6794       0.7791        0.2367       0.7319         0.6604
Mazhelong        1.0333        0.2902       0.6472         0.5998       1.0208        0.3007       0.6645         0.5822
ProtoBai         1.0314        0.2665       0.7130         0.6009       1.1765        0.3077       0.6663         0.5512
Tuoluo           0.9333        0.2639       0.7168         0.6156       1.0510        0.2956       0.6780         0.5670
Zhoucheng        0.6626        0.2090       0.7451         0.6954       0.8008        0.2524       0.6832         0.6331
TOTAL            0.8979        0.2631       0.6957         0.6211       1.0508        0.3134       0.6557         0.5577


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            1.1182        0.3276       0.6352         0.5341       1.3446        0.4055       0.5713         0.4507
Ega              0.9721        0.3024       0.6357         0.5831       1.3240        0.4176       0.5672         0.4387
Enqi             0.8032        0.2405       0.7053         0.6451       1.3556        0.4111       0.5924         0.4412
Gongxing         1.2262        0.3497       0.5815         0.5101       1.6131        0.4592       0.4886         0.3957
Jinman           1.1224        0.3572       0.6144         0.5001       1.4615        0.4697       0.5207         0.3922
Jinxing          0.7638        0.2274       0.7356         0.6556       1.0971        0.3323       0.6179         0.5322
Mazhelong        1.2007        0.3254       0.6132         0.5626       1.5156        0.4278       0.5061         0.4375
ProtoBai         1.1274        0.2914       0.6736         0.5624       1.6720        0.4440       0.5317         0.4123
Tuoluo           1.0997        0.3029       0.6706         0.5650       1.4598        0.4224       0.5551         0.4405
Zhoucheng        0.7192        0.2275       0.7056         0.6758       1.1438        0.3653       0.5797         0.5061
TOTAL            1.0153        0.2952       0.6571         0.5794       1.3987        0.4155       0.5531         0.4447


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.10.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.3500        0.0671       0.9104         0.8836       0.4750        0.0912       0.8851         0.8349
MonpaDirang          0.3750        0.0672       0.8959         0.8821       0.3000        0.0542       0.9183         0.9023
MonpaDirangDum       0.4250        0.0811       0.9013         0.8677       0.4500        0.0873       0.8977         0.8518
MonpaKalaktang       1.3000        0.2974       0.8881         0.4942       0.5750        0.1151       0.8775         0.7987
MonpaNamsu           0.2000        0.0430       0.9535         0.9265       0.2250        0.0442       0.9464         0.9226
MonpaSangti          0.4500        0.0794       0.8736         0.8671       0.3750        0.0752       0.8973         0.8746
MonpaTembang         1.0000        0.2398       0.9105         0.6031       0.3000        0.0590       0.9330         0.8995
MonpaTomko           0.3000        0.0623       0.9369         0.8866       0.5500        0.1145       0.8783         0.7935
TOTAL                0.5500        0.1172       0.9088         0.8014       0.4062        0.0801       0.9042         0.8597


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.20.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.5802        0.1080       0.8299         0.8265       0.6296        0.1247       0.8315         0.7846
MonpaDirang          0.3951        0.0738       0.8752         0.8711       0.4198        0.0846       0.8805         0.8493
MonpaDirangDum       0.8025        0.1433       0.7771         0.7739       0.8765        0.1816       0.7754         0.7072
MonpaKalaktang       1.7284        0.3586       0.7134         0.4403       1.0617        0.1955       0.7366         0.6830
MonpaNamsu           0.3951        0.0797       0.8904         0.8609       0.3086        0.0576       0.9182         0.9026
MonpaSangti          0.7901        0.1495       0.8105         0.7719       0.4444        0.0882       0.8747         0.8515
MonpaTembang         1.5062        0.3183       0.7912         0.5076       0.3704        0.0735       0.9009         0.8771
MonpaTomko           0.6049        0.1074       0.8314         0.8195       0.5432        0.1089       0.8491         0.8076
TOTAL                0.8503        0.1673       0.8149         0.7340       0.5818        0.1143       0.8459         0.8079


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.30.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.6446        0.1155       0.7972         0.8167       0.9008        0.1869       0.7676         0.6875
MonpaDirang          0.4298        0.0801       0.8664         0.8627       0.5537        0.1140       0.8540         0.7981
MonpaDirangDum       0.9587        0.1694       0.7437         0.7449       1.0579        0.2116       0.7405         0.6646
MonpaKalaktang       1.6446        0.3406       0.7131         0.5022       0.9917        0.1922       0.7257         0.6880
MonpaNamsu           0.5950        0.1003       0.8314         0.8385       0.5372        0.0922       0.8416         0.8531
MonpaSangti          0.5289        0.0969       0.8251         0.8456       0.5455        0.1046       0.8529         0.8209
MonpaTembang         1.1653        0.2495       0.8163         0.6068       0.5289        0.0938       0.8383         0.8458
MonpaTomko           0.6198        0.1211       0.8148         0.8020       0.7521        0.1488       0.7844         0.7501
TOTAL                0.8233        0.1592       0.8010         0.7524       0.7335        0.1430       0.8006         0.7635


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.40.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.8038        0.1569       0.7651         0.7294       1.1076        0.2339       0.7095         0.6081
MonpaDirang          0.4873        0.0938       0.8524         0.8450       0.7278        0.1574       0.8047         0.7307
MonpaDirangDum       0.8442        0.1603       0.7523         0.7448       1.3766        0.2915       0.6830         0.5512
MonpaKalaktang       1.7230        0.3516       0.6691         0.4920       1.2297        0.2406       0.6673         0.6136
MonpaNamsu           0.6242        0.1066       0.8169         0.8315       0.6051        0.1152       0.8270         0.8102
MonpaSangti          0.6415        0.1158       0.7993         0.8150       0.8239        0.1656       0.7882         0.7272
MonpaTembang         1.3290        0.2819       0.7728         0.5601       0.9419        0.1841       0.7635         0.6999
MonpaTomko           0.7756        0.1584       0.7928         0.7313       1.1859        0.2414       0.6964         0.5977
TOTAL                0.9036        0.1782       0.7776         0.7186       0.9998        0.2037       0.7425         0.6673


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.50.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          1.1453        0.2223       0.7112         0.6348       1.3799        0.2892       0.6554         0.5282
MonpaDirang          0.8115        0.1507       0.8050         0.7653       0.9738        0.2068       0.7751         0.6557
MonpaDirangDum       0.9516        0.1840       0.7407         0.7097       1.4570        0.2998       0.6634         0.5326
MonpaKalaktang       1.2393        0.2340       0.6768         0.6320       1.7485        0.3439       0.5411         0.4907
MonpaNamsu           0.5736        0.1051       0.8197         0.8329       0.8832        0.1772       0.7651         0.7056
MonpaSangti          0.6263        0.1152       0.8092         0.8145       1.0684        0.2144       0.7658         0.6437
MonpaTembang         1.2042        0.2194       0.7244         0.6575       1.4188        0.2688       0.6652         0.5877
MonpaTomko           0.9106        0.1804       0.7658         0.7000       1.8994        0.3749       0.5726         0.4184
TOTAL                0.9328        0.1764       0.7566         0.7183       1.3536        0.2719       0.6755         0.5703


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3402        0.1134       0.8772         0.8249       0.4330        0.1443       0.8532         0.7817
Heqing           0.7629        0.2448       0.7698         0.6516       0.4536        0.1460       0.8285         0.7835
Jianchuan        0.4227        0.1409       0.8269         0.7915       0.3918        0.1297       0.8326         0.8028
Lanping          1.2165        0.3892       0.6569         0.4739       0.9588        0.3076       0.6974         0.5786
Luobenzhuo       1.6701        0.5541       0.5200         0.3313       1.5876        0.5266       0.5170         0.3554
Qiliqiao         0.3711        0.1168       0.8530         0.8192       0.2577        0.0833       0.8912         0.8728
Xiangyun         0.5979        0.1907       0.7663         0.7273       0.4845        0.1598       0.8154         0.7659
Yunlong          0.7010        0.2311       0.7677         0.6729       0.5567        0.1856       0.8083         0.7318
Zhoucheng        0.4021        0.1314       0.8456         0.8060       0.4021        0.1314       0.8569         0.8005
TOTAL            0.7205        0.2347       0.7648         0.6776       0.6140        0.2016       0.7890         0.7192


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3247        0.1074       0.8570         0.8348       0.3557        0.1181       0.8655         0.8182
Heqing           0.7010        0.2234       0.7490         0.6815       0.5876        0.1826       0.7937         0.7360
Jianchuan        0.3454        0.1151       0.8347         0.8281       0.4742        0.1581       0.8126         0.7692
Lanping          1.0670        0.3385       0.6292         0.5223       0.8505        0.2753       0.6798         0.6213
Luobenzhuo       1.7010        0.5580       0.4683         0.3210       1.6907        0.5554       0.4520         0.3053
Qiliqiao         0.5258        0.1662       0.7823         0.7528       0.4072        0.1259       0.8213         0.8077
Xiangyun         0.6701        0.2191       0.7154         0.6846       0.6804        0.2247       0.7380         0.6879
Yunlong          0.5412        0.1796       0.7725         0.7488       0.4691        0.1555       0.8117         0.7766
Zhoucheng        0.3247        0.1061       0.8563         0.8421       0.3660        0.1194       0.8572         0.8191
TOTAL            0.6890        0.2237       0.7405         0.6907       0.6535        0.2128       0.7591         0.7046


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3024        0.1002       0.8635         0.8480       0.3780        0.1251       0.8480         0.8108
Heqing           0.6690        0.2108       0.7451         0.7016       0.5923        0.1870       0.7712         0.7288
Jianchuan        0.3368        0.1111       0.8380         0.8288       0.4399        0.1463       0.8126         0.7863
Lanping          0.9757        0.3134       0.6256         0.5671       0.9479        0.2995       0.6544         0.5777
Luobenzhuo       1.5804        0.5167       0.4643         0.3536       1.7373        0.5683       0.4160         0.2950
Qiliqiao         0.5417        0.1716       0.7885         0.7408       0.3750        0.1181       0.8324         0.8208
Xiangyun         0.7430        0.2433       0.6753         0.6523       0.7570        0.2488       0.7103         0.6511
Yunlong          0.6551        0.2102       0.7231         0.7046       0.5436        0.1751       0.7884         0.7453
Zhoucheng        0.3608        0.1174       0.8290         0.8233       0.3883        0.1277       0.8374         0.8068
TOTAL            0.6850        0.2216       0.7281         0.6911       0.6844        0.2218       0.7412         0.6914


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3714        0.1210       0.8542         0.8124       0.5143        0.1684       0.8114         0.7438
Heqing           0.7292        0.2303       0.7399         0.6674       0.6875        0.2203       0.7565         0.6845
Jianchuan        0.3608        0.1181       0.8277         0.8184       0.5567        0.1838       0.7962         0.7271
Lanping          0.9635        0.3038       0.6324         0.5708       1.0026        0.3201       0.6198         0.5534
Luobenzhuo       1.5649        0.5132       0.4794         0.3586       1.6877        0.5520       0.4331         0.3091
Qiliqiao         0.4763        0.1504       0.7943         0.7757       0.5026        0.1623       0.7983         0.7587
Xiangyun         0.7601        0.2475       0.6733         0.6478       0.8895        0.2868       0.6872         0.5977
Yunlong          0.6247        0.1971       0.7377         0.7187       0.6622        0.2131       0.7612         0.6874
Zhoucheng        0.3814        0.1246       0.8208         0.8120       0.5155        0.1697       0.7942         0.7478
TOTAL            0.6925        0.2229       0.7289         0.6869       0.7798        0.2530       0.7175         0.6455


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.4063        0.1318       0.8355         0.7975       0.8042        0.2596       0.7403         0.6303
Heqing           0.7358        0.2315       0.7229         0.6746       1.0839        0.3431       0.6484         0.5350
Jianchuan        0.4021        0.1335       0.8175         0.7980       0.9167        0.2998       0.6927         0.5764
Lanping          0.9914        0.3151       0.6137         0.5541       1.2833        0.3988       0.5618         0.4561
Luobenzhuo       1.6262        0.5345       0.4756         0.3376       2.0249        0.6646       0.3652         0.2204
Qiliqiao         0.4363        0.1375       0.7979         0.7950       0.7084        0.2300       0.7371         0.6602
Xiangyun         0.9226        0.3020       0.6295         0.5974       1.1959        0.3721       0.5891         0.5048
Yunlong          0.7305        0.2361       0.6995         0.6630       0.9621        0.3118       0.6554         0.5574
Zhoucheng        0.5966        0.1920       0.7622         0.7183       0.7134        0.2304       0.7412         0.6697
TOTAL            0.7609        0.2460       0.7060         0.6595       1.0770        0.3456       0.6368         0.5345


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.10.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7600        0.1480       0.8439         0.7667       0.7200        0.1320       0.8413         0.7403
KhapaluBalti        0.9600        0.1850       0.8139         0.7203       0.6800        0.1244       0.8430         0.7917
KharmangBalti       0.6800        0.1540       0.9056         0.7472       0.4400        0.0940       0.9152         0.8359
RonduBalti          0.6400        0.1204       0.9039         0.8132       0.4400        0.0857       0.9161         0.8519
ShigarBalti         0.8000        0.1728       0.8726         0.7277       0.8400        0.1881       0.8505         0.7076
SkarduBalti         0.6000        0.1133       0.9155         0.8151       0.4400        0.0940       0.9197         0.8337
SkarduPurki         1.8000        0.3641       0.7495         0.4532       0.7600        0.1553       0.8369         0.7395
TOTAL               0.8914        0.1797       0.8578         0.7205       0.6171        0.1248       0.8747         0.7858


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.20.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7200        0.1517       0.8270         0.7471       0.8000        0.1760       0.8005         0.6925
KhapaluBalti        0.7200        0.1529       0.8255         0.7475       0.7600        0.1752       0.7913         0.7036
KharmangBalti       0.4800        0.1100       0.8858         0.8260       0.7000        0.1697       0.8213         0.7278
RonduBalti          1.0600        0.2210       0.8252         0.6572       0.7200        0.1685       0.8176         0.7276
ShigarBalti         0.8200        0.1780       0.8003         0.7198       0.7600        0.1810       0.8348         0.7234
SkarduBalti         0.6200        0.1303       0.8679         0.7943       0.6000        0.1457       0.8470         0.7561
SkarduPurki         1.2800        0.2767       0.7386         0.5737       1.0000        0.2270       0.7515         0.6389
TOTAL               0.8143        0.1744       0.8243         0.7237       0.7629        0.1776       0.8091         0.7100


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.30.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7703        0.1770       0.8077         0.7120       0.7973        0.1781       0.7831         0.6926
KhapaluBalti        0.8108        0.1838       0.7988         0.6948       0.8784        0.2092       0.7592         0.6567
KharmangBalti       0.7162        0.1815       0.8312         0.7225       0.6757        0.1675       0.8023         0.7354
RonduBalti          1.0811        0.2325       0.8069         0.6362       0.6351        0.1552       0.8355         0.7421
ShigarBalti         0.7568        0.1753       0.8133         0.7250       0.7297        0.1700       0.8337         0.7269
SkarduBalti         0.5946        0.1327       0.8692         0.7845       0.5946        0.1482       0.8535         0.7510
SkarduPurki         1.3784        0.3121       0.7374         0.5329       1.0405        0.2495       0.7229         0.6061
TOTAL               0.8726        0.1993       0.8092         0.6868       0.7645        0.1825       0.7986         0.7016


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.40.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8586        0.1863       0.7822         0.7092       0.9394        0.2038       0.7373         0.6653
KhapaluBalti        0.8283        0.1857       0.7934         0.6952       0.7677        0.1691       0.7770         0.7250
KharmangBalti       0.6667        0.1516       0.8183         0.7683       0.8990        0.2077       0.7529         0.6767
RonduBalti          1.0404        0.2193       0.7726         0.6603       0.8384        0.1984       0.8004         0.6704
ShigarBalti         0.7677        0.1712       0.8094         0.7246       0.8586        0.1831       0.7941         0.7045
SkarduBalti         0.5354        0.1213       0.8634         0.8008       0.7576        0.1752       0.8055         0.7119
SkarduPurki         1.6061        0.3483       0.6999         0.4834       1.1616        0.2630       0.6894         0.5825
TOTAL               0.9004        0.1977       0.7913         0.6917       0.8889        0.2001       0.7652         0.6766


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.50.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8871        0.1943       0.7604         0.7026       1.0242        0.2270       0.7283         0.6377
KhapaluBalti        0.9274        0.2141       0.7674         0.6634       0.8710        0.1990       0.7552         0.6818
KharmangBalti       0.8387        0.1986       0.7840         0.6962       1.1290        0.2602       0.6956         0.6088
RonduBalti          1.2339        0.2720       0.7396         0.5873       0.9516        0.2312       0.7699         0.6296
ShigarBalti         0.7258        0.1645       0.8193         0.7367       0.8790        0.2044       0.7704         0.6742
SkarduBalti         0.6452        0.1518       0.8505         0.7545       0.7339        0.1577       0.7961         0.7351
SkarduPurki         1.5242        0.3454       0.6811         0.4898       1.5161        0.3524       0.6282         0.4701
TOTAL               0.9689        0.2201       0.7718         0.6615       1.0150        0.2331       0.7348         0.6339


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.10.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1714        0.0432       0.9571         0.9328       0.1238        0.0305       0.9549         0.9491
BanliangYangAn               0.2762        0.0671       0.9167         0.8902       0.2190        0.0551       0.9358         0.9180
DujiangEasternSandong        0.0381        0.0106       0.9922         0.9819       0.0571        0.0154       0.9798         0.9735
JiaoliPandong                0.3714        0.0914       0.8799         0.8491       0.3333        0.0808       0.8831         0.8666
JiarongSouthernSandong       0.1810        0.0476       0.9440         0.9237       0.2190        0.0546       0.9337         0.9153
JiuqianSouthernSandong       0.1048        0.0251       0.9633         0.9566       0.1714        0.0437       0.9443         0.9311
Pandong                      0.3524        0.0814       0.8762         0.8718       0.3429        0.0808       0.8795         0.8750
RenliEasternSandong          0.1048        0.0227       0.9691         0.9629       0.0857        0.0206       0.9727         0.9663
SanjiangEasternSandong       0.0571        0.0144       0.9880         0.9765       0.0476        0.0117       0.9882         0.9804
ShuigenCentralSandong        0.0762        0.0192       0.9797         0.9684       0.1048        0.0275       0.9657         0.9545
ShuiweiSouthernSandong       0.1048        0.0273       0.9632         0.9573       0.2095        0.0519       0.9374         0.9149
ShuiyaoSouthernSandong       0.2190        0.0548       0.9321         0.9093       0.2286        0.0568       0.9349         0.9085
TangnianYangAn               0.2190        0.0519       0.9308         0.9180       0.2286        0.0544       0.9271         0.9135
TangzhouWesternSandong       0.1238        0.0314       0.9715         0.9462       0.1048        0.0267       0.9685         0.9534
TingpaiWesternSandong        0.1143        0.0300       0.9643         0.9502       0.1524        0.0363       0.9488         0.9411
ZhongheCentralSandong        0.0571        0.0154       0.9834         0.9726       0.0857        0.0241       0.9665         0.9590
TOTAL                        0.1607        0.0396       0.9507         0.9355       0.1696        0.0419       0.9451         0.9325


