COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
32-6						b a		
48-6						j ɔ		
59-6						m ɔ̃ː ŋ		
68-6						u		
69-6						h a ŋ		
78-6						l i ŋ		
77-6						z y k		
82-6						pʰ ɔ		
88-6						z i k		
100-6						z ɔ̃ː		
103-6						s u ŋ		
113-6						b a		
116-6						tɕʰ a k		
142-6						z ɛ k		
155-6						kʰ a ŋ		
10-6						u		
192-6						tɕʰ ə		
198-6						tɕʰ a m		
232-6						s i ŋ		
247-6						s y ŋ		
268-6						tɕʰ yː		
282-6						s uː		
285-6						tɕʰ a m		
306-6						tɕʰ r yː		
315-6						l a		
318-6						j yː		
321-6						z ɔ		
352-6						tʰ a ŋ		
367-6						l i		
368-6						tɕʰ k		
372-6						s u		
373-6						tʰ ɔ ŋ		
439-6						j ɛː		
129-6						b yː		
390-6						tɕʰ ɔ̃ː		
399-6						h u ŋ		
406-6						l uː		
421-6						j ɔ m		
826-6						m y		
432-6						pʰ i ŋ		
436-6						tɕ ə		
438-6						m u		
440-6						s a k		
476-6						z ĩː		
491-6						tɕʰ		
205-6						z yː		
513-6						s ə		
515-6						b		
516-6						r ɔ m		
520-6						tʰ i		
545-6						b ɔ m		
566-6						k a k		
151-6						l y ŋ		
572-6						l ɛː		
574-6						s ə		
579-6						tɕʰ ɔ		
583-6						tɕʰ yː		
587-6						tɕ u m		
609-6						tɕʰ i k		
612-6						h ə		
166-6						l a k		
622-6						t eˀ		
644-6						j u ŋ		
667-6						tɕʰ ə		
687-6						n ə		
689-6						kʰ i		
690-6						tɕ a m		
733-6						tʰ u ŋ		
738-6						tɕʰ eˀ		
752-6						h u		
1-7							g uː	
5-7							ɲ a	
4-7							tʰ ɛ k	
6-7							n a ŋ	
15-7							dʑ yː	
55-7							r au	
56-7							a	
60-7							s iː	
61-7							kʰ y ŋ	
80-7							dʑ ɔ k	
87-7							tɕʰ a	
86-7							pʰ l oː	
92-7							pʰ l oː	
102-7							m a	
106-7							pʰ u k	
108-7							d ə	
107-7							pʰ l	
112-7							pʰ a m	
115-7							s ə	
114-7							tʰ u ŋ	
120-7							t u	
124-7							a	
125-7							tʰ ɔ k	
132-7							s ə	
131-7							r i ŋ	
136-7							pʰ ə	
134-7							kʰ a k	
137-7							a	
138-7							d ɔ k	
140-7							h w k	
143-7							tɕʰ a k	
145-7							kʰ ũː ŋ	
147-7							h aː	
149-7							m i k	
153-7							s ə	
152-7							kʰ a n	
158-7							kʰ i k	
163-7							r yː	
164-7							ɲ yː	
167-7							pʰ a ŋ	
171-7							n y ŋ	
172-7							b y k	
173-7							tʰ	
183-7							r aː	
185-7							m uː	
188-7							kʰ ə	
189-7							ʨ i n	
193-7							h a	
196-7							m ɔ	
199-7							tsʰ aː	
200-7							kʰ a n	
201-7							kʰ yː	
202-7							kʰ	
203-7							tʰ u ŋ	
204-7							b yː	
206-7							n a m	
117-7							b yː	
146-7							kʰ eˀ	
219-7							dz	
218-7							tɕʰ aː	
224-7							m ɔ ŋ	
240-7							tsʰ a k	
244-7							j ɔ	
255-7							n ɔ	
260-7							b a	
263-7							r au	
269-7							tʰ ɛ k	
271-7							tʰ a k	
209-7							kʰ eˀ	
277-7							m ə	
278-7							b u ŋ	
135-7							d ə	
284-7							m yː	
797-7							a	
290-7							l i ŋ	
289-7							kʰ i k	
296-7							n yː	
310-7							s ə	
319-7							yː	
325-7							r aˀ	
327-7							tʰ aː	
331-7							g au	
337-7							b a n	
338-7							l i ŋ	
339-7							j	
350-7							kʰ ə	
349-7							tʰ y ŋ	
357-7							tsʰ u	
355-7							a	
363-7							b ɔ oː	
361-7							tʰ oː	
365-7							s a n	
364-7							dʑ a	
375-7							r u k	
379-7							s a	
380-7							kʰ a	
396-7							j oː	
400-7							m uː	
405-7							d ə ŋ	
404-7							s u m	
409-7							r l ɛ k	
410-7							dz i k	
415-7							b a	
416-7							b a	
101-7							n u ŋ	
37-7							kʰ uː	
424-7							b aː	
434-7							tsʰ a m	
445-7							pʰ a	
446-7							s yː	
451-7							t u	
457-7							n a m	
456-7							b l oː	
464-7							pʰ i ŋ	
473-7							tsʰ yː	
474-7							j	
479-7							s ɛ ŋ	
489-7							j yː	
490-7							h ɔ	
494-7							s ə	
503-7							g ə	
502-7							z a ŋ	
235-7							l y ŋ	
519-7							l yː	
523-7							j	
527-7							kʰ kʰ ɛ ŋ	
538-7							s	
544-7							j a m	
850-7							a	
554-7							dʑ ə	
553-7							r i n	
558-7							kʰ ũː ŋ	
561-7							s a	
562-7							pʰ eˀ	
564-7							j aː	
567-7							m ə	
570-7							pʰ yː	
575-7							oː	
582-7							l a	
585-7							j	
589-7							kʰ ɔ m	
593-7							d ə n	
594-7							l ə	
595-7							tʰ	
596-7							n ɔ	
598-7							z u ŋ	
599-7							d ũː	
602-7							z aː	
603-7							r ɔ n	
606-7							s ũː	
605-7							b au	
620-7							l a	
637-7							pʰ a k	
639-7							dʑ au	
645-7							kʰ au	
646-7							r ɛ ŋ	
168-7							h l ɛ k	
658-7							h a k	
665-7							pʰ uː	
668-7							h uː	
677-7							tʰ a ŋ	
75-7							g u ŋ	
678-7							s uː	
682-7							m a oː	
493-7							z yː	
693-7							s ə	
694-7							m u	
702-7							ʨ ɔ m	
704-7							m uː	
176-7							l uː	
709-7							s ũː	
710-7							tʰ ɔ	
714-7							m l ɔ n	
718-7							kʰ	
719-7							tsʰ ũː ŋ	
22-7							m yː	
723-7							ʨ i ŋ	
726-7							z ɛ ŋ	
729-7							b a	
730-7							r aː	
739-7							pʰ l oː	
740-7							b ə	
741-7							kʰ ɔ k	
744-7							ə	
743-7							kʰ a n	
746-7							pʰ u ŋ	
748-7							d ə ŋ	
747-7							kʰ yː	
749-7							kʰ a n	
751-7							t ɔ	
762-7							m a n	
764-7							h a k	
765-7							dʑ yː	
788-7							l ə	
615-7							l a k	
803-7							s u	
802-7							j a k	
808-7							b a	
809-7							ʨ yː	
819-7							d y k	
821-7							s ə	
820-7							b eˀ	
828-7							s a k	
827-7							pʰ yː	
835-7							ɲ eˀ	
308-7							r yː	
844-7							z i	
848-7							m ə	
705-7							l uː	
613-7							ə	
649-7							h l ɛ k	
876-7							ʨ ɔ̃ː	
878-7							j u ŋ	
889-7							h ũː ŋ	
898-7							n y k	
902-7							h u ŋ	
910-7							a	
916-7							l yː	
919-7							r aː	
922-7							s i k	
930-7							tsʰ ɔ̃ː	
933-7							h a	
939-7							r u k	
947-7							j a n	
948-7							n u ŋ	
963-7							z uː	
967-7							tɕʰ y k	
969-7							s ə	
970-7							g u k	
972-7							ɲ ə	
731-7							m yː	
973-7							ʨ i ŋ	
974-7							n ɔ	
979-7							ʨ a n	
182-7							kʰ yː	
993-7							n ũː	
994-7							j yː	
1001-7							s eˀ	
1002-7							d u ŋ	
1005-7							tsʰ ŋ	
1009-7							kʰ oː	
1022-7							s u	
1021-7							j u k	
1043-7							j u ŋ	
1049-7							t ɛ̃ː	
1065-7							kʰ i	
1068-7							j au	
1077-7							r y ŋ	
1081-7							r ũː	
1084-7							h i ŋ	
1092-7							m ə	
1091-7							tsʰ yː	
1096-7							ɲ ə	
1097-7							g yː	
1102-7							ɲ aː	
1104-7							tʰ ɛ	
1108-7							tsʰ a k	
552-7							dʑ uː	
1111-7							b l oː	
1116-7							s ɔ	
722-7							kʰ oː	
1141-7							j ũː	
1147-7							b ə	
1146-7							z au	
1150-7							h z a ŋ	
1151-7							j	
1158-7							h a k	
1159-7							pʰ yː	
1164-7							tʰ ə	
1163-7							r uː	
1167-7							s a ŋ	
1171-7							l aː	
1177-7							z ŋ	
1187-7							kʰ ɔ̃ː	
1189-7							n i k	
52-7							kʰ uː	
1195-7							z yː	
1203-7							tʰ y k	
1211-7							j au	
329-7							r eˀ	
1217-7							m ə	
72-7							kʰ uː	
1218-7							tsʰ i k	
1222-7							tsʰ	
1229-7							dʑ a ŋ	
1238-7							d ũː ŋ	
1249-7							ɲ yː	
1252-7							j uː	
1254-7							n ə	
1253-7							s ɔ m	
1257-7							g ɔ	
1263-7							dʑ ə	
1266-7							dʑ a k	
584-7							t u ŋ	
7-7							j ə	
1191-7							l l a ŋ	
13-7							tɕʰ uː	
18-7							dʑ yː	
33-7							n ũː	
74-7							t a	
81-7							s a n	
83-7							m i k	
89-7							tʰ ɔ ŋ	
90-7							z ɔ	
104-7							m ə	
123-7							tɕʰ ə	
122-7							kʰ ɔ	
121-7							m u	
154-7							tɕʰ au	
159-7							s ə	
161-7							kʰ yː	
170-7							kʰ ɛ	
91-7							a	
181-7							n uː	
186-7							dʑ ə	
191-7							s ə	
211-7							b ɔ	
210-7							kʰ ɔ	
217-7							g a	
221-7							ɲ u	
233-7							d u	
246-7							t yː	
252-7							ts a n	
253-7							r a m	
261-7							b yː	
262-7							dz yː	
281-7							ʨ ɛ k	
287-7							l u	
288-7							l uː	
292-7							kʰ i	
297-7							kʰ k	
311-7							kʰ yː	
332-7							b u	
342-7							j	
358-7							j u ŋ	
366-7							ts ə	
378-7							kʰ ɔ	
382-7							m ə	
392-7							dʑ ɔ k	
397-7							pʰ au	
437-7							h ə	
444-7							pʰ r aˀ k	
465-7							tsʰ yː	
471-7							m ɔ ŋ	
477-7							d ə	
478-7							r au	
481-7							dʑ ɔ n	
483-7							l a n	
500-7							m i ŋ	
511-7							kʰ	
525-7							ʨ yː	
542-7							dʑ ɔ ŋ	
625-7							r u ŋ	
638-7							n u ŋ	
640-7							tʰ tsʰ ɛ̃ː	
656-7							z ə	
657-7							d u ŋ	
659-7							d uː	
711-7							tsʰ au	
745-7							n ə	
818-7							tʰ ɛ k	
825-7							d ə	
839-7							tsʰ eˀ	
841-7							j ə	
894-7							b w oː	
932-7							s ə	
936-7							l ə	
943-7							b ɔ k	
965-7							d y ŋ	
981-7							d u	
1039-7							s u n	
1044-7							ə	
1076-7							kʰ	
1126-7							tʰ ɛ	
1131-7							b w oː	
1132-7							tɕʰ ɔ n	
1166-7							l ɛ	
1199-7							dʑ ũː	
1228-7							r aˀ k	
1282-7							d u	
1283-7							j au	
30-7							m ɔ	
48-7							j ə	
59-7							m ɔ	
68-7							a	
69-7							h a ŋ	
78-7							l i n	
77-7							z ə k	
88-7							z i k	
100-7							z ɔ	
103-7							s u ŋ	
113-7							pʰ l ɛ ŋ	
116-7							m ɛ̃ː k	
142-7							tʰ l ɛ k	
155-7							kʰ ɛ	
10-7							a	
192-7							d eː	
198-7							tsʰ a m	
232-7							s a ŋ	
247-7							s y a	
268-7							tsʰ yː	
282-7							s uː	
285-7							tɕʰ a m	
306-7							dz a	
315-7							l au	
318-7							j yː	
321-7							z a p	
352-7							tʰ a ŋ	
367-7							r yː	
368-7							j ə	
372-7							s u	
373-7							tʰ ɔ ŋ	
439-7							j aː	
129-7							b yː	
390-7							kʰ ɔ̃ː	
399-7							h u ŋ	
406-7							l ə	
421-7							j a	
826-7							pʰ ə	
432-7							b ə	
436-7							d iː	
438-7							m ə	
440-7							s	
476-7							d au	
491-7							s	
205-7							z yː	
513-7							s ə	
515-7							b yː	
516-7							r ɔ	
520-7							tʰ ə	
524-7							l ɔ	
545-7							pʰ a	
566-7							kʰ a k	
151-7							l y ŋ	
572-7							l aː	
574-7							s eˀ	
579-7							tsʰ ɔ	
583-7							kʰ yː	
587-7							ts u	
597-7							s ə	
612-7							h eˀ	
622-7							t eˀ	
644-7							j u ŋ	
667-7							dʑ ə	
687-7							n ə	
689-7							kʰ ə	
690-7							ʨ a m	
733-7							z u ŋ	
738-7							tsʰ eˀ	
752-7							h a	
1-8								k uː
5-8								n aː
4-8								tʰ i k
6-8								n a ŋ
15-8								dʑ i
55-8								l ɔ
56-8								a
60-8								s aː
61-8								kʰ u ŋ
80-8								tɕ ɔ k
87-8								tɕʰ a
86-8								pʰ l u
92-8								pʰ l u
102-8								m a
106-8								pʰ u k
108-8								d ə
107-8								pʰ l a
112-8								pʰ a m
115-8								s
114-8								t u ŋ
120-8								d u
124-8								a
125-8								tʰ ɔ k
132-8								s ə
131-8								r i ŋ
136-8								m ə
134-8								kʰ a k
137-8								a
138-8								d ɔ k
140-8								h uː
143-8								tɕʰ a k
145-8								tɕʰ u
147-8								h aː
149-8								m i k
153-8								s
152-8								k a n
158-8								k i k
163-8								l i
164-8								ɲ iː
167-8								pʰ a ŋ
171-8								ɲ u ŋ
172-8								b u k
173-8								tʰ iː
183-8								r aː
185-8								m uː
188-8								k ə
189-8								tɕ i n
193-8								h a
196-8								m a
199-8								tɕʰ aː
200-8								kʰ a n
201-8								kʰ i
202-8								k ə
203-8								tʰ u ŋ
204-8								b iː
206-8								ɲ a m
117-8								b iː
146-8								kʰ ɛ
219-8								b ə
218-8								tɕʰ aː
224-8								m ɔ ŋ
240-8								tɕʰ a k
244-8								k a
255-8								n a
260-8								b a
263-8								r au
269-8								tɕ ɛ k
271-8								tʰ a k
209-8								kʰ ɛ
277-8								m ə
278-8								b u ŋ
135-8								d ə
284-8								m iː
797-8								a
290-8								l i ŋ
289-8								k i t
296-8								n i
310-8								s
319-8								k
325-8								r a
327-8								tʰ aː
331-8								k au
337-8								b a n
338-8								l i ŋ
339-8								k
350-8								k ə
349-8								tʰ u ŋ
357-8								tɕʰ u
355-8								a
363-8								m a n
361-8								tʰ oː
365-8								s a ɹ
364-8								k a t
375-8								r u k
379-8								s a t
380-8								kʰ a
396-8								k oː
400-8								m uː
405-8								d a ŋ
404-8								s ɔ m
409-8								r ɛ k
410-8								i k
415-8								b a
416-8								b a
101-8								ɲ u ŋ
37-8								kʰ uː
424-8								pʰ aː
434-8								tɕʰ a n
445-8								b ə
446-8								s a
451-8								t u
457-8								n a m
456-8								b l uː
464-8								pʰ i ŋ
473-8								tɕʰ a
474-8								ɔ ŋ
479-8								s i n
489-8								k ɔ
490-8								h a
494-8								s ə
503-8								k ə
502-8								z a ŋ
235-8								l u ŋ
519-8								l a
523-8								u k
527-8								kʰ ɛ ŋ
538-8								s
544-8								k a m
850-8								a
554-8								dʑ ə
553-8								r i n
558-8								kʰ u ŋ
561-8								s a
562-8								p ɔ
564-8								k aː
567-8								m ɔ
570-8								pʰ iː
575-8								oː
582-8								l a
585-8								k
589-8								k ɔ m
593-8								d a n
594-8								d ə
595-8								tʰ iː
596-8								ɲ u k
598-8								z u
599-8								d ɛ
602-8								z aː
603-8								l a p
606-8								s ɔ a
605-8								b ɔ
620-8								l a
637-8								pʰ a k
639-8								dʑ au
645-8								k ɔ
646-8								r ɛ ŋ
168-8								h ɛ k
658-8								h a n
665-8								pʰ uː
668-8								h uː
677-8								t a ŋ
75-8								k u ŋ
678-8								s uː
682-8								m a n
493-8								z iː
693-8								s ə
694-8								m u
702-8								tɕ ɔ m
704-8								m ɔ
176-8								l uː
709-8								s
710-8								t ɔ p
714-8								m a t
718-8								k ə
719-8								tɕʰ u
22-8								m iː
723-8								tɕ i ŋ
726-8								tɕ ɛ ŋ
729-8								b
730-8								r aː
739-8								pʰ l a
740-8								b ə
741-8								kʰ ɔ k
744-8								a
743-8								k a n
746-8								pʰ u ŋ
748-8								d ə
747-8								kʰ iː
749-8								kʰ a n
751-8								t a
762-8								m a n
764-8								h a n
765-8								dʑ i
788-8								l ə
615-8								l a k
803-8								s u
802-8								p a k
808-8								b ə
809-8								tɕ i
819-8								d u k
821-8								s ə
820-8								b ɔ
828-8								s a k
827-8								p iː
835-8								n ɔ
308-8								r iː
844-8								z ə
848-8								m ə
705-8								l uː
613-8								ə
649-8								h ɛ k
876-8								tɕ a
878-8								k u ŋ
889-8								h u
898-8								n u k
902-8								h u ŋ
910-8								a n
916-8								l a
919-8								r aː
922-8								k i t
930-8								tɕʰ au
933-8								k aː
939-8								r ɛ k
947-8								k a n
948-8								n u
963-8								z uː
967-8								kʰ u t
969-8								s
970-8								k u k
972-8								n ə
731-8								m iː
973-8								tɕ i ŋ
974-8								n a
979-8								tɕ a n
182-8								kʰ iː
993-8								n u
994-8								k iː
1001-8								s ɔ
1002-8								d u
1005-8								tɕʰ iː
1009-8								kʰ oː
1022-8								s u
1021-8								k u k
1043-8								k u ŋ
1049-8								t aː
1065-8								kʰ ĩː
1068-8								k au
1077-8								l u ŋ
1081-8								r u
1084-8								h i ŋ
1092-8								m ə
1091-8								tɕʰ a
1096-8								n ə
1097-8								tɕ iː
1102-8								ɲ aː
1104-8								tʰ a
1108-8								tɕʰ a k
552-8								dʑ uː
1111-8								b l a
1116-8								s a
722-8								kʰ oː
1141-8								k u ŋ
1147-8								b ə
1146-8								z au
1150-8								h a ŋ
1151-8								u ŋ
1158-8								h a k
1159-8								pʰ u
1164-8								tʰ ə
1163-8								l uː
1167-8								s a ŋ
1171-8								l aː
1177-8								z iː
1187-8								kʰ a
1189-8								ɲ i k
52-8								kʰ uː
1195-8								z a
1203-8								tʰ u k
1211-8								k au
329-8								r a
1217-8								m ə
72-8								kʰ uː
1218-8								tɕʰ i k
1222-8								tɕʰ eː
1229-8								dʑ a ŋ
1238-8								d u ŋ
1249-8								ɲ a
1252-8								k uː
1254-8								n ə
1253-8								s ɔ m
1257-8								k au
1263-8								dʑ ə
1266-8								tɕ a k
584-8								t u ŋ
7-8								k aː
1191-8								l a ŋ
13-8								tɕʰ uː
18-8								dʑ i
74-8								t a
81-8								s a n
83-8								m i k
89-8								tʰ a ŋ
90-8								z oː
104-8								m ə
123-8								tɕʰ ə
122-8								kʰ a
121-8								m a
154-8								tɕʰ au
159-8								s
161-8								tɕ a
91-8								a
181-8								n uː
186-8								tɕ ə
191-8								k ə
211-8								b a
210-8								kʰ a
221-8								n iː
233-8								t u
246-8								t iː
261-8								b u
262-8								iː
281-8								tɕ ɛ k
287-8								l i
288-8								l uː
292-8								d i
297-8								kʰ a k
311-8								k a
332-8								b u
342-8								ɔ
366-8								k ə
378-8								tɕʰ a
392-8								tɕ ɔ k
437-8								h a
444-8								pʰ l a k
465-8								tɕʰ i
471-8								m ɔ ŋ
477-8								d ə
478-8								r au
481-8								tɕ a p
483-8								z a n
500-8								m i ŋ
511-8								kʰ
525-8								tɕ a
542-8								dʑ ɔ ŋ
625-8								r u ŋ
640-8								tɕʰ ɛ
656-8								z ə
657-8								d u ŋ
659-8								d uː
711-8								tɕʰ au
745-8								n ə
825-8								d ə
839-8								tɕʰ ɔ
894-8								b ɹ iː
932-8								s
936-8								l ə
943-8								pʰ a k
965-8								d u ŋ
981-8								d u
1039-8								s u ŋ
1044-8								u
1126-8								tʰ a t
1131-8								pʰ uː
1132-8								tɕʰ a p
1166-8								d ɛ p
1175-8								k a a
944-8								k a ŋ
1199-8								dʑ u ŋ
1228-8								r a k
1256-8								tɕ a ŋ
30-8								m a
32-8								tɕ a
68-8								a
69-8								h a ŋ
78-8								l i k
77-8								z ə
103-8								s u ŋ
142-8								z ɛ k
10-8								a
192-8								z iː
198-8								tɕʰ a m
232-8								s a ŋ
247-8								s ə
282-8								s uː
306-8								ɹ iː
321-8								z a t
367-8								l i
368-8								i k
372-8								s
373-8								t ɔ ŋ
439-8								k aː
129-8								b iː
390-8								tɕʰ a
399-8								h u ŋ
406-8								l u
421-8								k a t
826-8								m ə
432-8								b ə
438-8								m ə
440-8								s ɛ
476-8								z ɛ
491-8								ɔ
205-8								z iː
513-8								s ə
515-8								b
516-8								r ɔ p
520-8								tʰ u
524-8								k ɔ m
545-8								p a a
566-8								k a k
151-8								l u ŋ
572-8								l aː
574-8								s ɛ
583-8								kʰ iː
609-8								tɕʰ a a a
612-8								kʰ ɛ
622-8								t ɛ
667-8								dʑ ə
687-8								n ə
689-8								k ə
690-8								tɕ a m
752-8								h a
755-8								k a a
