COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1089-13													n a n a			
1319-13													n i j ɛ			
1398-13													d u g u n d u			
1557-13													g i d i			
1626-13													k a g a			
1840-13													d i n ɛ			
2247-13													k o ɛ			
4677-13													k i l o j ɛ			
5162-13													m i n l ɛ			
5406-13													d a n d u			
359-13													k a l a l			
1577-13													g i d u			
2196-13													n a l a			
2230-13													j u g o			
2533-13													b a n a			
3605-13													k a n d a			
3866-13													d o d u			
4553-13													d a n g a a			
4822-13													k a m b ɔ			
5254-13													d u l ɔ			
503-13													k i n a ɛ			
1356-13													m a n ɛ			
2084-13													j a i b u			
2420-13													k a l a			
3218-13													b a n n d u			
3372-13													n a n a			
3718-13													d a l a			
4135-13													b a n a u			
4694-13													g a d u g u			
807-13													k ɔ n d ɔ			
2320-13													k a n a			
2476-13													k a n u			
2842-13													d i g u u			
3719-13													m ɔ			
4081-13													d a m b a a			
4313-13													n ɛ m ɛ			
4460-13													d ɔ j u			
5514-13													n ɛ n d ɛ			
5810-13													b i n l ɛ			
93-13													d ɔ			
260-13													b ɛ n d ɛ			
385-13													d a m b a u			
1336-13													d e g ɛ			
1703-13													b a u			
1769-13													d ɛ m b ɛ			
2162-13													b ɛ l ɛ			
2635-13													d o			
3031-13													d ɛ g ɛ			
4591-13													d a l a			
5301-13													b ɛ l u			
5605-13													d i n ɛ ɛ			
63-13													k a d a			
762-13													b a n a k a l u			
1432-13													d a l a			
1474-13													d ɔ n d a			
1788-13													d a n a			
2044-13													d i m b ɛ			
2713-13													d a m b ɛ n d a l ɛ			
3219-13													b a d u			
3425-13													j u			
4120-13													k o l o			
4184-13													n ɛ n ɛ			
4423-13													d ɔ l ɔ			
4629-13													n u n a			
4980-13													d o u			
5059-13													g a j a			
5125-13													d ɔ n d ɔ			
5339-13													b a g a			
5905-13													d i n a			
5922-13													b i d ɛ			
5938-13													d a d a n a u a			
1-13													b ɛ			
483-13													g o d u			
667-13													ɛ b ɛ			
1254-13													d a m d a l u			
1415-13													n d u			
1683-13													d i n u			
2901-13													d u n d ɛ			
3251-13													b a n a			
3885-13													d ɛ l ɛ			
4402-13													j ɛ			
5081-13													b i n d a g ɛ			
43-13													d a ɛ			
194-13													b ɛ a			
221-13													ɛ d u			
650-13													b o dʒ o			
716-13													j ɛ			
1374-13													d ɔ n d ɔ			
1452-13													b a n a			
1789-13													n u m a			
2083-13													k a n d a			
2108-13													n a n a a			
2618-13													k i l ɛ			
2636-13													m ɛ			
2924-13													b o l a			
2941-13													b i l ɛ			
3113-13													d e g e			
3572-13													b ɛ d u			
3811-13													l ɛ			
3959-13													d o l a			
4066-13													d ɔ n ɔ			
5180-13													d ɛ m b ɛ			
5751-13													d i j ɛ			
5981-13													a n a ɛ			
872-13													ɛ i d ɛ			
952-13													k u l u			
1941-13													k i l i			
2442-13													n u m ɛ			
3448-13													b a n d u			
3497-13													b a n a			
4101-13													a l a			
4202-13													g o l o j o			
4293-13													dʒ ɔ b ɔ			
4520-13													b e d u			
4740-13													k u n ɔ ɛ			
4781-13													s a n d ɛ			
5982-13													d a n d u			
408-13													j a n b ɛ			
526-13													d a l a g a			
545-13													i l u			
789-13													g a n u			
931-13													b ɛ a			
999-13													d a			
1298-13													g i l u m b a			
1942-13													j ɛ			
1989-13													d ɛ n ɛ			
2145-13													d o ɛ			
2306-13													a m b a			
2817-13													a n d a			
3015-13													n a n d a			
3639-13													d u l ɔ			
3774-13													d a l u			
3976-13													o n n u			
4152-13													k i n ɛ ɛ			
4260-13													ɔ n g u			
4334-13													d a a n			
4648-13													d ɛ			
5200-13													ɛ l u			
5318-13													d ɔ l ɔ			
5532-13													t a n u			
5673-13													d ɛ n d ɛ			
5866-13													g a b i d a			
5887-13													j a n a			
66-13													k a			
685-13													b o n ɔ			
744-13													l a b a			
1579-13													a b a l u			
1646-13													ɔ g u			
1748-13													j ɛ			
2066-13													n a n a a			
2216-13													j a a			
2265-13													o l o			
2902-13													d u			
2958-13													d o a			
3534-13													k ɛ n ɛ			
3684-13													k i n d u			
3944-13													k o g u			
4024-13													dʒ i b a			
4219-13													b a n a a			
4240-13													d e l a			
4611-13													k a n u			
5828-13													j a n a			
5868-13													k a a			
245-13													d ɔ l ɔ			
285-13													n ɛ			
348-13													k i d ɛ			
1002-13													l ɛ			
1023-13													j a			
1026-13													l i d ɔ			
1074-13													j ɛ g u u			
1172-13													g o l o			
1238-13													i d u			
1275-13													d i			
1612-13													n u n d ɔ			
2396-13													n ɛ			
2553-13													b a n a			
2759-13													i g ɛ			
3256-13													ɛ m ɛ			
3287-13													a n a			
3407-13													ɛ a			
3551-13													b o n j a			
4383-13													k a u			
4442-13													d a j u			
4651-13													d a a a			
5423-13													a a a			
5424-13													d n l u			
5481-13													j o g o			
5715-13													g i n ɛ			
389-13													n ɛ			
567-13													n i nː ɛ			
915-13													i			
1057-13													k ɛ n u			
1727-13													j ɛ			
1971-13													a b a d u			
2338-13													k i j ɛ			
2354-13													d i n ɛ			
2500-13													ɛ n ɛ			
2598-13													j ɛ ɛ			
3159-13													j ɛ n ɛ			
3325-13													b ɔ n d ɔ			
715-14														s i		
1089-14														n i		
1319-14														n i s		
1398-14														s u k		
1557-14														k i r u		
1626-14														s a u		
1840-14														t i s		
2247-14														k a		
4677-14														k i r		
5162-14														m i i u		
5406-14														k i ŋ u		
359-14														k i r u		
2196-14														n a s		
2230-14														s i g u		
2533-14														t i r		
3605-14														k a l u		
3866-14														s u s u		
4553-14														t a u		
4822-14														k u m u		
503-14														t i r		
1356-14														m i s		
1881-14														n u s		
2084-14														j i i u		
2420-14														k i r u		
3372-14														n i s u		
3718-14														k a r u		
4135-14														t i s		
4694-14														k u s u u		
807-14														k u m		
2476-14														k u s		
2842-14														d i g u		
3719-14														s u		
4081-14														k u m u		
4313-14														n i		
4460-14														s u s		
5810-14														k i i u		
93-14														s a		
260-14														dʒ i i u		
385-14														s i m		
1703-14														i a		
2162-14														t i s		
2635-14														s a		
2735-14														d i n u		
3031-14														s i g		
5301-14														t i r u		
5605-14														t i m		
296-14														d i i		
1432-14														t i r u		
1474-14														t i ŋ		
1788-14														s a s u		
2044-14														k i m		
3425-14														j̃ a		
4184-14														s a		
4423-14														k i r u		
4629-14														n u ŋ		
4904-14														n u u		
4980-14														t u s		
5059-14														g u s u		
5339-14														m u s u		
5905-14														t i s		
5922-14														t i r u		
5938-14														j̃ i s u u		
483-14														g u s u		
629-14														t i		
1254-14														s u a u r u		
1898-14														t u r		
3251-14														s a r u		
5622-14														t i		
158-14														m s a s u		
194-14														s e a		
1452-14														g i r u		
2083-14														k a s u		
2108-14														n a s		
2924-14														t u s u		
3572-14														b i r u		
3751-14														k a		
3959-14														k i ŋ		
4066-14														g u s u		
25-14														s i r		
952-14														k u r		
2351-14														g i		
3482-14														m i s u u		
3497-14														t i s u		
3588-14														k a s		
4101-14														i r u		
4520-14														p i r u		
4609-14														k i r		
4740-14														k u ŋ		
545-14														i s u		
931-14														k i ŋ		
978-14														k e m		
999-14														k a		
1052-14														n u m u		
1070-14														l u s u		
2456-14														k a s u		
2514-14														dʒ u s u		
3774-14														s i r u		
3905-14														n i ŋ		
4039-14														k e w		
4334-14														a u u		
4361-14														s e s u		
4570-14														g i ŋ		
5752-14														k i		
5887-14														j̃ a s u		
521-14														k a s		
685-14														s i r u		
1108-14														k e s		
2066-14														n a ŋ		
2216-14														j̃ i ŋ u		
2392-14														l t u s u		
2774-14														k a s u		
2958-14														k a w		
3339-14														k a s u		
3944-14														b u ŋ u		
4024-14														s u s u		
4219-14														t e m u		
4240-14														t a s u		
5197-14														e s u		
5531-14														t i s		
5733-14														s a		
5828-14														j̃ a s u		
409-14														k i r u		
562-14														s u m		
1002-14														k a		
1022-14														t i s u		
1023-14														s a		
2288-14														i i		
2759-14														a l		
2798-14														t a s o		
3088-14														b e		
3287-14														p u ŋ u		
3407-14														e u		
3463-14														k s a		
3683-14														t i s u		
4220-14														k a		
4440-14														s i a		
4651-14														k i ŋ		
5272-14														dʒ e s u		
5319-14														k a s		
5423-14														i s a		
5641-14														k e w		
5692-14														a l		
347-14														n i r u		
389-14														ŋ u		
448-14														n e w		
613-14														m s a		
787-14														n i w̃ ɔ		
1373-14														k a u		
1684-14														b i		
2030-14														k u w		
2500-14														e ŋ u		
2619-14														tʃ i r u		
2714-14														s a r u		
715-15															d i j i	
1089-15															n a m u	
1319-15															n ɔ	
1398-15															z u g u n o	
1557-15															g i j ɛ	
1626-15															d a g a	
1840-15															d i n u	
2247-15															g o o	
4677-15															g u l o j u	
5162-15															d i n ɛ	
5406-15															d o n d u	
359-15															g a l a l	
1577-15															g i j u	
2196-15															n a l a	
2230-15															d i g o	
2533-15															b a m a	
3605-15															g a n d a	
3866-15															d o d u	
4553-15															d a m g u u	
4822-15															g u m b o	
5254-15															d u l o	
503-15															d i n ɛ u	
1356-15															d a j	
1881-15															n i m ɔ l ɔ	
2084-15															j a m b u	
2420-15															g u l o	
3218-15															b u m m d u	
3372-15															n a m a	
4135-15															b a n u	
4694-15															g u d u m o	
807-15															g o m b ɔ	
2842-15															d i g u n	
3719-15															m o	
4081-15															d a m b m	
4313-15															n ɛ m u	
5514-15															n i n d ɛ	
5810-15															b i m l u	
93-15															d ɔ	
260-15															b i i ɛ	
385-15															d ɛ i b ɛ n	
1336-15															d i g u	
1769-15															d ɛ m b u	
2162-15															b i l u	
2635-15															o	
2735-15															d a n d m m a	
3031-15															d i n ɛ	
5605-15															d i m ɛ n	
63-15															g a n a	
296-15															z a m b a	
762-15															b a n a n d u	
1432-15															d a l ɛ	
1474-15															d ɔ n u	
2044-15															d i m u	
2713-15															d i m d i n d i ɛ	
3219-15															b i d u	
3425-15															j o	
4120-15															g o l o	
4423-15															d ɔ n o	
4629-15															n u m j u	
4759-15															n o m j	
4904-15															n d u n aː	
4960-15															dʒ i n i dʒ ɔ	
4980-15															d ɔ m	
5339-15															b a g a	
5549-15															d i b z a	
5905-15															d i n u	
5922-15															b i j ɛ	
5938-15															d a d u n i j o	
1-15															b ɛ	
483-15															g o d u	
629-15															d o n	
667-15															i b ɛ	
1254-15															z a n d u l u	
1542-15															n d o	
2901-15															d u n dʒ i	
2957-15															m a n d u	
3048-15															b i l	
3251-15															z a n a	
3885-15															d i j ɛ	
5081-15															b i n d m m u	
43-15															z a m a	
135-15															d i n d u	
221-15															i d u	
650-15															b i d o	
716-15															j o	
1152-15															d i b ɛ	
1789-15															n u m a	
1862-15															i d i	
2636-15															m ɛ	
2880-15															g i n d o l u	
2924-15															b o l u	
2941-15															b i l u	
3113-15															d i n a	
3136-15															j a l a	
3405-15															t i m	
3572-15															b i j u	
3751-15															b i n	
3811-15															l u	
3959-15															d o l u	
4066-15															g ɔ n o	
4535-15															z u l o	
5180-15															d ɛ m b ɛ	
5751-15															d i j ɛ	
5981-15															a n a u	
25-15															b a n o d ɛ n ɛ	
114-15															d ɔ j ɛ	
702-15															ɔ g ɔ n u n ɔ	
872-15															ɛ n dʒ ɛ	
952-15															k u l m m u	
1941-15															g i l i	
2179-15															n d i	
2351-15															b a m a	
2442-15															n u m o	
2496-15															n u m	
3448-15															b i n d u	
3482-15															d i z i d ɛ n ɛ	
3588-15															k ɔ l ɔ	
4101-15															a n a a	
4293-15															z ɔ b ɔ	
4520-15															b i d u	
4740-15															g u n ɔ u	
5982-15															g u n d u	
196-15															g o l a	
408-15															j o m b u	
789-15															g a n a	
1070-15															d i n ɔ	
1298-15															g i n u m b a	
1942-15															j ɛ	
1989-15															m i n ɛ	
2306-15															a m b a	
2514-15															d i d u	
2817-15															a n g a	
3015-15															n a n d a	
3132-15															d u m z u	
3905-15															n ɔ u	
3976-15															d i j u	
4039-15															d ɔ n ɔ	
4152-15															g i n	
4278-15															k i m z u	
4334-15															b z o n	
4648-15															j ɛ	
5200-15															ɛ l i	
5318-15															d o l o	
5866-15															g a m i l a	
66-15															g a	
432-15															k a n a	
1108-15															d i m ɔ	
1237-15															d i n dʒ u	
1748-15															j ɛ	
1823-15															d o l	
2143-15															b a	
2392-15															i i m z u	
2579-15															d ɔ n	
3198-15															d o l o	
3534-15															k i n ɛ	
3944-15															k i l ɛ	
4024-15															z i b a	
4259-15															g o m	
4337-15															d ɔ n ɔ n	
5447-15															d i d u	
5830-15															j o	
5868-15															g a m a	
285-15															n ɛ	
348-15															k i n ɛ	
998-15															i o	
1578-15															n o m o	
1668-15															b i n u	
1970-15															d o l o	
2396-15															n ɛ	
2553-15															b a n a	
2978-15															d a n a	
3256-15															i n ɛ	
3301-15															d o b u	
3498-15															n i	
3772-15															t i m	
3790-15															i ɔ ɔ	
4363-15															d a l	
4778-15															d i m i m	
4941-15															o m m	
5229-15															b i n d e	
5375-15															d ɔ n m z u	
5497-15															ɔ n	
5888-15															d o	
6007-15															d o l o	
568-15															n i n d o l o	
569-15															n i n d o l	
742-15															d i m	
1057-15															g i n ɛ	
1727-15															j ɛ	
1899-15															b i n e	
2067-15															d l d ɔ	
2268-15															b i l ɛ	
2338-15															z i j ɛ	
2619-15															d a r̃ a	
2999-15															d o g o	
3325-15															b ɔ n d u	
715-16																d a
1089-16																n a a
1319-16																n a
1398-16																s u g u l
1557-16																g i l ɛ
1626-16																n a g a
1840-16																d i n
2247-16																g o o
4677-16																k a l o j
5162-16																n i n ɛ
5406-16																d a n
359-16																g a l a
1577-16																g i l ɛ
2196-16																n a l a
2230-16																s a g ɔ
2533-16																b a a a
3605-16																k a n a
3866-16																n o dʒ
4553-16																d a g a
4822-16																k a n ɔ
5254-16																d u l ɔ
503-16																g i j ɛ
1356-16																n a
1881-16																n a g
2084-16																j a a b a
2420-16																k a l ɔ
3218-16																b a dʒ a
3372-16																n a
3718-16																n a l a
4135-16																b a n
4694-16																g u d u
807-16																k ɔ u ɔ
2320-16																k a n a
2476-16																g a
2842-16																dʒ i g u
3719-16																n ɔ
4081-16																n a n b
4313-16																n ɛ m
4460-16																s ɔ
5514-16																n i n ɛ
5810-16																b i l a
93-16																d ɔ
260-16																b ɛ ɛ
890-16																k a u a a
1336-16																dʒ ɛ g ɛ
1703-16																b a
1769-16																d ɛ n b ɛ
2162-16																b a l ɛ
2635-16																s o
2735-16																n a n a
3031-16																d a g ɛ
4591-16																d a n
5301-16																b a l
5605-16																d i g ɛ
63-16																k a l a
296-16																d a a a
463-16																d a u u
1432-16																d a l
1474-16																d ɔ n
1788-16																s a
2044-16																d i m a
3219-16																b a dʒ
3425-16																j u
4120-16																k o l o
4184-16																n a n ɛ
4423-16																d ɔ n ɔ
4960-16																d a n u d a
4980-16																d ɔ
5059-16																g u ɔ
5125-16																k ɔ n ɔ
5339-16																b a g
5549-16																d a b a
5771-16																d u g a
5905-16																d i n
5922-16																b i l ɛ
1-16																b a
483-16																g o dʒ u
629-16																d a l
667-16																a b ɛ
1254-16																dʒ a n u l
1683-16																s i j ɛ
2551-16																l a
2901-16																d u n i
3251-16																s a n
3885-16																d a l ɛ
4402-16																j ɛ
5081-16																b i n u
5622-16																k a g u u
6006-16																n a l a
43-16																s a
158-16																n d a n a
194-16																b ɛ
221-16																a s u
650-16																b o o
716-16																j ɔ
1374-16																k a n ɔ
1452-16																g i a
1862-16																a s a
2083-16																n a n
2108-16																n a
2618-16																g i l ɛ
2636-16																m
2924-16																b o l
2941-16																b i l
3113-16																d a g ɛ
3136-16																j a l a
3572-16																b ɛ n
3751-16																n a
3811-16																l ɛ
3959-16																d o l
4066-16																g ɔ n ɔ
4888-16																s a a n a
5180-16																s ɛ m b ɛ
5583-16																d a a a
5981-16																a n a
25-16																d a l u s a g a
702-16																ɔ g ɔ ɲ ɔ a
851-16																k a g ɔ
872-16																ɛ n ɛ
952-16																k a l a
1941-16																k i l i
3448-16																b a u u
3482-16																k a n i d a
3497-16																a n a
3588-16																k a l ɔ
4101-16																a n a
4202-16																g o l o n o
4293-16																dʒ ɔ b ɔ
4520-16																b a dʒ
4609-16																k a l a
4740-16																g u n ɔ
4781-16																n a a a
5982-16																k u u
526-16																n a g a
545-16																i l
789-16																g a n
931-16																b a
1052-16																k a u
1070-16																l a g ɔ
1298-16																k a l u a b a
1989-16																k a n ɛ
2145-16																dʒ o o
2306-16																a a b a
2666-16																s u g u
2817-16																a n u
3015-16																n a n a
3639-16																d u n ɔ
3774-16																d a l
3905-16																n
3976-16																ɔ a s a
4039-16																d a
4260-16																ɔ u u
4278-16																k a ɲ a
4361-16																s a g
5200-16																ɛ l ɛ
5318-16																dʒ ɔ l ɔ
5673-16																dʒ ɛ u ɛ
5752-16																d a
5866-16																g a u
5887-16																j a n
432-16																n a n
685-16																b o o
744-16																l a b a
1646-16																ɔ g a
1745-16																d a u a
2066-16																n a a a
2216-16																j a
2265-16																u l o
2579-16																u a u
2958-16																m o o
3198-16																n n n ɛː
3534-16																g ɛ n ɛ
3684-16																g i n
3812-16																k a n a
3944-16																g ɔ ɛ
4024-16																dʒ i b ɛ
4240-16																s ɛ l u
4337-16																s ɔ n a
5828-16																j a n
245-16																d ɔ l ɔ
285-16																n ɛ
348-16																g ɛ ɛ
409-16																s a
998-16																k ɔ
1002-16																l a
1026-16																l i
1172-16																g u l o
1238-16																i s a
1275-16																dʒ u
1524-16																g a n u
1612-16																n u m b o
2288-16																ɛ l
2334-16																a s a
2396-16																n ɛ
2553-16																b a n a
2759-16																i g ɛ
2798-16																s a u a
3256-16																ɛ ɛ
3407-16																a
3551-16																b o
3790-16																g ɔ
4442-16																dʒ u j o
5229-16																k i n
5465-16																s a n ɔ
5481-16																j o g o
5497-16																a a
5641-16																l a
5692-16																a n a
5715-16																g i n ɛ
389-16																n ɛ
567-16																n i n ɛ
915-16																i
1208-16																g a m a
1502-16																d a n
1899-16																n n n
1969-16																d u g u l ɔ
2030-16																g u g ɔ
2354-16																dʒ i l ɛ
2500-16																ɛ g ɛ
2598-16																i j ɛ
2714-16																s a
3159-16																j a a
3325-16																b ɔ n ɔ
