COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4677-12												k u r e j				
5162-12												m i r̃ ɛ				
5406-12												t aː n d				
359-12												g a r				
1577-12												g i r e				
2196-12												n a r̃ a				
2230-12												s i g e				
2533-12												b a r a				
3605-12												k a n d				
3866-12												o dʒ u				
4553-12												t a g u				
4822-12												k u m b				
5254-12												d u r ɔ				
503-12												k i r̃ a				
1356-12												m a j				
2084-12												j a b ɛ				
2420-12												k u r ɔ				
3218-12												p u dʒ u				
3718-12												a r a				
4135-12												b a n u				
4694-12												g u dʒ u				
807-12												k o m				
2320-12												k a ŋ ɛ				
2476-12												k u				
3719-12												m				
4460-12												s u j				
5514-12												n ɛ n d ɛ				
5810-12												p i r u				
93-12												d ɔ				
385-12												dʒ ɛ m b ɛ				
890-12												a m b r r				
1769-12												t ɛ m b ɛ				
2162-12												b ɛ r ɛ				
2635-12												s oː				
3031-12												d ɛ g ɛ				
4591-12												d a r r̃				
5301-12												p ɛ r u				
5605-12												t i m ɛ				
63-12												k a r a				
296-12												dʒ a m b				
463-12												d u m b u				
762-12												b a n a k k				
1432-12												t a r u				
1474-12												t ɔ ŋ				
2044-12												d i m b				
2713-12												d a m d d ɲ r̃				
3219-12												b a dʒ u				
4120-12												k o r o				
4184-12												ɲ ɛ				
4423-12												d ɔ r ɔ				
4629-12												n u ŋ ɔ				
4904-12												n u ŋ a				
4960-12												g i n aː dʒ u				
4980-12												t ɔ				
5125-12												ɔ n dʒ				
5549-12												t a w a				
5771-12												dʒ u g u				
5905-12												t i n i				
5922-12												b i r ɛ				
1-12												p ɛː				
629-12												d o				
667-12												ɛ w ɛ				
1254-12												dʒ a m d i r				
1415-12												ɲ ɛː				
2551-12												r i				
2901-12												t u ŋ g				
3885-12												d ɛ r ɛ				
5622-12												p ɛ ɲ j				
6006-12												p i r̃				
43-12												s a				
158-12												m ɔ s u				
194-12												b ɛ				
1789-12												n u m o				
2618-12												k ɛ l ɛ				
3113-12												t e g e				
3136-12												j a r a				
3751-12												p ɛ j				
3959-12												t oː r i				
4888-12												s a m n n				
5180-12												s ɛ m b ɛ				
5583-12												t a ŋ g				
25-12												a s ɛ g ɛ				
114-12												d ɔ j				
702-12												ɔ g ɔ ɲ ɔ ŋ ɔ				
952-12												k u r ɔ				
1941-12												k i r i				
2351-12												b a b a				
3448-12												b uː d u				
3482-12												m i s i d ɛ				
3497-12												n a				
3588-12												k ɔ r ɔ				
4101-12												a r̃ a				
4202-12												g o r o				
4293-12												dʒ ɔ b ɔ				
4520-12												p e dʒ u				
4609-12												k ɔ r ɔ				
4740-12												g u n ɔ				
4781-12												s a d u				
526-12												d a r a g				
545-12												u r u				
931-12												b ɛ				
999-12												j ɛ				
1989-12												m ɛ n ɛ				
2145-12												dʒ e				
2306-12												a m b				
3015-12												n a n d a				
3300-12												ɛ w ɛ				
3639-12												d e w				
3774-12												t u r u				
3905-12												n u				
3976-12												s m				
4039-12												d ɔ n				
4152-12												k i r̃ a				
4260-12												ɔ m b				
4334-12												s ɔ n				
4570-12												g ɔ k				
5200-12												ɛ l				
5752-12												t ɛ				
66-12												k a				
744-12												l a b a				
1646-12												ɔ g u				
1745-12												dʒ a j ɛ				
2066-12												n a ŋ a				
2958-12												m ɔ m				
3197-12												k ɔ				
3812-12												b i n g				
4337-12												s ɔ m				
5531-12												i r̃ r̃				
5868-12												k a				
245-12												t ɔ r ɔ				
1002-12												r ɛ				
1026-12												l i				
1187-12												u r u				
1238-12												i dʒ u				
1454-12												s e l e				
1524-12												k s r ɛ				
2288-12												ɛ r̃ ɛ				
2553-12												b a ŋ a				
2759-12												ɛ g ɛ				
2978-12												k u r ɔ				
3088-12												ɲ ɛ u				
3256-12												ɛ m ɛ				
3551-12												b o j				
4052-12												b a s a				
4220-12												k u				
4383-12												k ɛː				
4651-12												d i ŋ				
4821-12												k u				
5228-12												b ɛ n d i				
5319-12												k ŋ s u				
5375-12												m aː n a				
5465-12												m u ŋ o				
5481-12												j u g				
5641-12												l ɛ j				
5692-12												a n a				
5715-12												g ɛ r̃				
448-12												n ɛ m				
567-12												n i n ɛ				
915-12												iː				
1057-12												k ɛ ɲ ɛ				
1208-12												g a m a				
1502-12												d u ŋ				
1669-12												d e m b r r				
1684-12												s w				
1864-12												w ɔ u ɛ o				
1969-12												j u g ɔ r ɔ				
2030-12												k u w ɔ				
2338-12												s i				
3283-12												a r̃ a				
3325-12												b ɔ n d u				
3395-12												l ŋ				
3535-12												k aː				
3622-12												d e e				
3813-12												r̃ e				
4011-12												d i ŋ				
4025-12												dʒ u uː a				
4441-12												b aː r i				
4720-12												a r				
4721-12												g a r a				
4848-12												ɔ o o o				
5036-12												t o r o				
5078-12												p u r e				
5109-12												l a g a				
5790-12												ɔ r u				
5847-12												o ɲ dʒ				
6008-12												j ɔ r ɔ				
136-12												k ɛ l ɛ				
331-12												s a dʒ aː				
412-12												j aː				
572-12												n i n u				
618-12												u d ɔ				
652-12												b i ɛ				
1033-12												k i g i				
715-13													d u			
1089-13													n a			
1319-13													n i			
1398-13													s u g u			
1557-13													g i r e			
1626-13													w a g a			
1840-13													t i n			
2247-13													g oː			
4677-13													k u l e j			
5162-13													m u a o			
5406-13													t a n d			
359-13													g a l u			
1577-13													g i r e			
2196-13													n a l a			
2230-13													s u g u			
2533-13													b a r a			
3605-13													k a n d			
3866-13													ɔ d u			
4553-13													t a g u			
4822-13													k u m b			
5254-13													d u l ɔ			
503-13													k i n a			
1356-13													m a j			
2084-13													j a b a			
2420-13													k u l ɔ			
3218-13													p u d u			
3372-13													n a m a			
3718-13													a r a			
4135-13													b a n			
4694-13													g u d u			
807-13													k ɔ m			
2320-13													k a n ɛ			
2476-13													k u			
2842-13													d i g u			
3719-13													m			
4081-13													d a m b ɛ			
4313-13													n ɛ m			
4460-13													s u j			
5514-13													n ɛ n d ɛ			
5810-13													p i l ɛ			
93-13													d ɔ			
260-13													b ɛ d ɛ			
385-13													d ɛ m b ɛ			
1336-13													t e g e			
1703-13													b a			
1769-13													t ɛ m b ɛ			
2162-13													b ɛ l ɛ			
2635-13													s ɔ			
3031-13													d ɛ g ɛ			
4591-13													t a r a			
5301-13													p ɛ l u			
5605-13													t i m ɛ			
63-13													k a r a			
762-13													b a n a k k			
1432-13													t a l u			
1474-13													t ɔ g			
1788-13													s ɛ			
2044-13													d i m b			
2713-13													t i m d n l n ɛ			
3219-13													p a d u			
3425-13													j ɔ			
4120-13													k o l o			
4184-13													n ɛ			
4423-13													d ɔ l ɔ			
4629-13													n u n ɔ			
4980-13													t ɔ			
5059-13													g u b			
5125-13													ɔ n d ɛ			
5339-13													p a g a			
5905-13													t u n			
5922-13													b i r ɛ			
5938-13													a d u n a			
1-13													p ɛ			
483-13													g o d u			
667-13													ɛ w ɛ			
1254-13													d a d d u o			
1415-13													ɲː i			
1683-13													s e			
2901-13													t u n g			
3251-13													t a k a			
3885-13													d ɛ r ɛ			
4402-13													j e			
5081-13													b i n d			
43-13													s aː			
194-13													b ɛ			
221-13													ɛ d u			
650-13													b e d i			
716-13													j ɛ			
1374-13													k ɔ ŋ ɔ ɔ			
1452-13													g a r a			
1789-13													n u m ɔ			
2083-13													k a n			
2108-13													n a j			
2618-13													k i l ɛ			
2636-13													m			
2924-13													p o l			
2941-13													b i l			
3113-13													t e g e			
3572-13													b ɛ r u			
3811-13													l ɛ			
3959-13													t o l u			
4066-13													g ɔ k ɔ			
5180-13													s ɛ m b ɛ			
5751-13													t i j ɛ			
5981-13													a k a			
872-13													ɛ n dʒ ɛ			
952-13													k u r ɔ			
1941-13													k i l i			
2442-13													n u m a			
3448-13													b ɔ d u			
3497-13													n a			
4101-13													a n a			
4202-13													g ɔ l ɔ			
4293-13													dʒ ɔ t ɔ			
4520-13													p e dʒ u			
4740-13													g u n ɔ			
4781-13													s a d a			
5982-13													k u d u			
408-13													j a m b u			
526-13													d a r a			
545-13													u r u			
789-13													g a			
931-13													b ɛ			
999-13													j ɛ			
1298-13													g u u u u u			
1942-13													j e			
1989-13													m ɛ n e			
2145-13													dʒ oː			
2306-13													a m a			
2817-13													a n g a			
3015-13													n a n d a			
3639-13													t ɔ w ɛ			
3774-13													t u r u			
3976-13													s m			
4152-13													k i n a			
4260-13													ɔ m b u			
4334-13													s ɔ n			
4648-13													j o			
5200-13													ɛ l			
5318-13													d ɔ l ɔ			
5532-13													e n̩ u			
5673-13													d ɛ m b			
5866-13													k a d a			
5887-13													j a m			
66-13													k a			
685-13													b ɔ n ɔ			
744-13													l ɔ w ɔ			
1579-13													u b u u ɔ			
1646-13													ɔ g u			
1748-13													j e			
2066-13													n a ŋ a			
2216-13													j a			
2265-13													u l ɔ			
2902-13													j ɔ			
2958-13													m ɔ			
3534-13													d ɛ n ɛ			
3684-13													k i n d			
3944-13													k ɔ l ɔ			
4024-13													d u b a			
4219-13													t e m b e			
4240-13													w e l u			
4611-13													k o m ɔ			
5828-13													j a			
5868-13													k a			
245-13													t ɔ l ɔ			
285-13													n a			
348-13													k ɛ k ɛ			
1002-13													l ɛ			
1023-13													j			
1026-13													l i			
1074-13													n̩ u g ɛ			
1172-13													g u l o			
1238-13													i dʒ u			
1275-13													t			
1612-13													n u m b ɔ			
2396-13													n ɛ			
2553-13													b a ŋ a			
2759-13													ɛ g ɛ			
3256-13													ɛ m ɛ			
3287-13													a n u			
3407-13													ɛ m			
3551-13													b ɔ n			
4383-13													k i			
4442-13													t u j ɔ			
4651-13													d e n			
5423-13													ɔ d ɔ			
5424-13													k ɔ l ɔ			
5481-13													j o g o			
5715-13													g ɛ a ɔ			
389-13													n			
567-13													n i nː e			
915-13													iː			
1057-13													k ɔ nː e			
1727-13													j ɛ			
1971-13													p u d ɔ			
2338-13													s i j			
2354-13													t i r ɛ			
2500-13													ɛ g ɛ			
2598-13													j e j			
3159-13													j ɛ n ɛ			
3325-13													b ɔ n d			
3851-13													a b i			
4037-13													s a d d a			
4280-13													j u g u t u			
4720-13													a l			
4721-13													g a l a			
4986-13													j ɔ r ɔ			
5043-13													t o n d l o			
5078-13													p u l i			
5233-13													m u g u			
5361-13													k i dʒ			
5963-13													d i b u			
6008-13													j ɔ l ɔ			
26-13													b e l			
144-13													t n ɔ ɔ			
331-13													s a dʒ u			
572-13													n i n u			
600-13													e d e l u			
618-13													u dʒ ɔ			
936-13													b i j			
1033-13													k i g i			
1109-13													p i			
1192-13													d i m			
1206-13													g a m b u			
715-14														d u		
1089-14														n a		
1319-14														n		
1398-14														s u n u		
1557-14														k i r e		
1626-14														w a k a		
1840-14														t i n		
2247-14														k o		
4677-14														k u r e j̃		
5162-14														m i n e		
5406-14														t a n d		
359-14														k a r u		
2196-14														n a l a		
2230-14														s u g o		
2533-14														b a r u		
3605-14														k a n d		
3866-14														o s u		
4553-14														t a k u		
4822-14														k u m b		
503-14														k i n a		
1356-14														m a j̃		
1881-14														n u m		
2084-14														j̃ a b i		
2420-14														k u r		
3372-14														n a m a		
3718-14														a r a		
4135-14														b a n u		
4694-14														g u s u		
807-14														k ɔ m		
2476-14														k s		
2842-14														d i k u		
3719-14														m		
4081-14														d a m b u		
4313-14														n ɛ̃ m		
4460-14														s u j̃		
5810-14														b i l u		
93-14														d ɔ		
260-14														b i r a		
385-14														s ɛ̃ m b ɛ̃		
1703-14														b a		
2162-14														b ɛ̃ r ɛ̃		
2635-14														s o		
2735-14														d a n a		
3031-14														d ɛ̃ k ɛ̃		
5301-14														p ɛ̃ r u		
5605-14														t i m a		
296-14														s a m b		
1432-14														t a r u		
1474-14														t ɔ ŋ		
1788-14														s		
2044-14														d i m b		
3425-14														j̃		
4184-14														n a		
4423-14														d u u ɔ		
4629-14														n u ŋ ɔ		
4904-14														n u ŋ u		
4980-14														t ɔ		
5059-14														k u j̃ o		
5339-14														b a g a		
5905-14														t i n		
5922-14														b i r a		
5938-14														a d u n a		
483-14														g e s u		
629-14														d o		
1254-14														s a s d u r u		
1898-14														p u r̃ o		
3251-14														s a r a		
5622-14														p e l u j̃		
158-14														m ɔ s u		
194-14														b ɛ̃		
1452-14														g a r a		
2083-14														k a n		
2108-14														n a j̃		
2924-14														p o r		
3572-14														b ɛ r u		
3751-14														p a		
3959-14														t o r u		
4066-14														g ɔ r̃ ɔ̃		
25-14														a s e ŋ a		
952-14														k u r u		
2351-14														b a b a		
3482-14														m i s i d a		
3497-14														n a		
3588-14														k ɔ r ɔ		
4101-14														a n a		
4520-14														p o s u		
4609-14														k ɔ r ɔ		
4740-14														g u n ɔ		
545-14														i r u		
931-14														b e w		
978-14														t a m		
999-14														j̃ e		
1052-14														n a m u		
1070-14														l u k o		
2456-14														k ɔ l u		
2514-14														d u s u		
3774-14														t u r u		
3905-14														n o		
4039-14														d ɔ n		
4334-14														s ɔ		
4361-14														t e k e		
4570-14														g k		
5752-14														t r		
5887-14														j̃ a m		
521-14														k g d		
685-14														b ɔ n ɔ		
1108-14														j̃ ɔ̃ j̃		
2066-14														n a ŋ a		
2216-14														j̃ a		
2392-14														l e s u		
2774-14														k u n		
2958-14														m ɔ		
3339-14														k a r a		
3944-14														k ɔ ɔ		
4024-14														s i b a		
4219-14														t e m b e		
4240-14														w e r u		
5197-14														ɛ̃ r u		
5531-14														i u e		
5733-14														n		
5828-14														j̃ a		
409-14														k e r u		
562-14														s u m ɔ		
1002-14														r ɛ		
1022-14														p i l i		
1023-14														j̃ e		
2288-14														e u e		
2759-14														e k		
2798-14														r u i		
3088-14														e u u		
3287-14														a n u		
3407-14														e m		
3463-14														w ãː		
3683-14														tʃ i r̃ e		
4220-14														k t		
4440-14														t i		
4651-14														d i ŋ		
5272-14														t e k u		
5319-14														t o s u		
5423-14														ɔ s ɔ		
5641-14														l e j̃		
5692-14														a n a		
347-14														tʃ ɛ r ɛ		
389-14														n		
448-14														n o		
613-14														m a		
787-14														n i w̃ e		
1373-14														k u		
1684-14														z i w o		
2030-14														k u w ɔ		
2500-14														a k a		
2619-14														tʃ i l a		
2714-14														s u s		
3535-14														k a		
3640-14														l a r u w		
3706-14														n u ŋ		
4011-14														d i ŋ		
4720-14														a l a		
5233-14														m u g u		
5467-14														d u a e		
62-14														k i		
144-14														u n u		
283-14														g e		
334-14														s i s a j̃		
412-14														j ãː ŋ		
482-14														b s u		
652-14														b i j̃ e		
891-14														k o		
715-15															d u	
1089-15															n a	
1319-15															n ɔ	
1398-15															s u n u	
1557-15															g i l e	
1626-15															w a g a	
1840-15															t i n	
2247-15															w ɛ	
4677-15															tʃ u l e j	
5162-15															m i n e	
5406-15															t aː n d	
359-15															g a l a	
1577-15															g i l e	
2196-15															n a l a	
2230-15															s i g o	
2533-15															b a l a	
3605-15															tʃ a n d	
3866-15															o z u	
4553-15															t a w a	
4822-15															tʃ u m b	
5254-15															d u l ɔ	
503-15															tʃ i e e	
1356-15															m a j	
1881-15															n u m	
2084-15															j a b i	
2420-15															k u l ɔ	
3218-15															p u z u	
3372-15															n a m a	
4135-15															b a n u	
4694-15															g u z u	
807-15															tʃ o m b	
2842-15															d i g u	
3719-15															m	
4081-15															d a m b i	
4313-15															n ɛ m	
5514-15															n ɛ n d ɛ	
5810-15															p i l u	
93-15															d ɔ	
260-15															b l i	
385-15															z ɛ m b ɛ	
1336-15															t e g e	
1769-15															t ɛ m b e	
2162-15															b ɛ l ɛ	
2635-15															s o	
2735-15															d a n a	
3031-15															d ɛ g ɛ	
5605-15															t i m ɛ	
63-15															tʃ a l a	
296-15															z a m b	
762-15															b a n a w tʃ	
1432-15															t a l u	
1474-15															t ɔ n	
2044-15															d i m b	
2713-15															t ɛ m d ɛ d ɛ	
3219-15															p a z u	
3425-15															j o	
4120-15															k o l o	
4423-15															d ɔ r̃ ɔ	
4629-15															n u ŋ o	
4759-15															n m	
4904-15															n u ɛ n	
4960-15															w e n a z u	
4980-15															t ɔ	
5339-15															p a g a	
5549-15															t a b a	
5905-15															t i n u	
5922-15															b i r̃ ɛ	
5938-15															a d u n a	
1-15															p ɛ	
483-15															w o z u	
629-15															d ɔ	
667-15															ɛ w ɛ	
1254-15															z a z d u u	
1542-15															n u	
2901-15															t u ŋ tʃ	
2957-15															m a n d e	
3048-15															b i j e	
3251-15															z a i a	
3885-15															d ɛ r̃ ɛ	
5081-15															b i n d u	
43-15															s a	
135-15															t u n d	
221-15															ɛ s u	
650-15															b e z i	
716-15															j ɔ	
1152-15															t i w ɛ	
1789-15															n u m o	
1862-15															i z i	
2636-15															m	
2880-15															tʃ u n z u	
2924-15															p o l	
2941-15															b i l i	
3113-15															t e g e	
3136-15															j a r̃ a	
3405-15															ɛ m ɛ	
3572-15															b ɛ r̃ u	
3751-15															p ɛ	
3811-15															l ɛ	
3959-15															t o l u	
4066-15															w n e o	
4535-15															s u g ɔ	
5180-15															s ɛ m b ɛ	
5751-15															t i j ɛ	
5981-15															a r̃ a	
25-15															a z o s n	
114-15															d ɔ j	
702-15															w o ŋ o ɛ	
872-15															ɛ n z ɛ	
952-15															w u u u	
1941-15															k i l i	
2179-15															n d ɛ	
2351-15															b a b a	
2442-15															n u m o	
2496-15															n u n	
3448-15															b s d u	
3482-15															m i s i d e	
3588-15															tʃ i	
4101-15															a n a	
4293-15															z ɔ b ɔ	
4520-15															p e z u	
4740-15															dʒ u n ɔ	
5982-15															w u z u	
196-15															k u l ɔ	
408-15															j o m b u	
789-15															g a m a	
1070-15															z u w ɔ	
1298-15															g u m z m b	
1942-15															j e	
1989-15															m ɛ n ɛ	
2306-15															a m a	
2514-15															d u z u	
2817-15															a ɛ n	
3015-15															n a n d a	
3132-15															d u ŋ	
3905-15															n e	
3976-15															s p	
4039-15															d ɔ n	
4152-15															tʃ u e e	
4278-15															tʃ u n z u	
4334-15															s ɔ l	
4648-15															j e	
5200-15															ɛ l	
5318-15															d ɔ l ɔ	
5866-15															w a m a	
66-15															tʃ a	
432-15															k a n	
1108-15															j o	
1237-15															i n dʒ ɛ	
1748-15															j e	
1823-15															g o	
2143-15															b a	
2392-15															l o s u	
2579-15															d o	
3198-15															ĩː ɔ m ɔ	
3534-15															d n	
3944-15															tʃ o u	
4024-15															z i b a	
4259-15															g ɔ m	
4337-15															s ɔ m	
5447-15															g i z e	
5830-15															j ɛ	
5868-15															tʃ a	
285-15															n ɛ	
348-15															k ɛ r̃ ɛ	
998-15															w ɛ	
1578-15															n u m	
1668-15															b i n i	
1970-15															p u l a	
2396-15															n	
2553-15															b a ŋ a	
2978-15															w u i	
3256-15															ɛ m ɛ	
3301-15															i b a	
3498-15															n i	
3772-15															t u m a	
3790-15															w a w	
4363-15															d a m	
4778-15															s a s a	
4941-15															ɔ j ɔ	
5229-15															i n d u	
5375-15															m a n a	
5497-15															ɛ w	
5888-15															j ɛ	
6007-15															p u n a	
568-15															n e n d u l o	
569-15															n e n d e l	
742-15															z a l a	
1057-15															tʃ ɛ n i	
1727-15															j ɛ	
1899-15															p u n ɛ	
2067-15															i d d	
2268-15															i l ɛ	
2338-15															z i	
2619-15															tʃ i r̃ a	
2999-15															d o g ɔ	
3325-15															b ɔ n ɔ	
3395-15															l o	
3465-15															s aː	
3658-15															d i m o	
3807-15															p ɔː	
3851-15															a b i	
4205-15															o n d o	
4721-15															tʃ a l a	
5043-15															t o n d l	
5233-15															m u w o	
5361-15															k i d ɛ	
5425-15															j ɔ w ɔ	
5963-15															z i b u	
309-15															d e m e aː	
687-15															j a n d i	
891-15															tʃ aː	
936-15															b i	
1192-15															dʒ i m	
1206-15															g a z b u	
715-16																d u
1089-16																n a
1319-16																n i
1398-16																s u n u
1557-16																g ɛ r e
1626-16																w a g a
1840-16																t ɛ n
2247-16																g o
4677-16																k u l e j
5162-16																m ɔ ɛ
5406-16																t aː n d
359-16																g a l u
1577-16																g ɛ r e
2196-16																n a l a
2230-16																s u g o
2533-16																b a r a
3605-16																k a n d
3866-16																o dʒ u
4553-16																t a g u
4822-16																k u m b
5254-16																d u l ɔ
503-16																k ɔ u
1356-16																m a j
1881-16																n u m
2084-16																j a p ɛ
2420-16																k u l ɔ
3218-16																p u dʒ u
3372-16																n a m a
3718-16																a r a
4135-16																b a n
4694-16																g u dʒ u
807-16																k o m
2320-16																k a n ɛ
2476-16																k b
2842-16																d ɛ g u
3719-16																m
4081-16																d a m b u
4313-16																n ɛ m
4460-16																s u j
5514-16																n ɛ n d ɛ
5810-16																p u l u
93-16																d ɔ
260-16																b ɛ s ɛ
890-16																a m u ɛ r
1336-16																t e g e
1703-16																b aː
1769-16																t ɛ m b ɛ
2162-16																b ɛ r ɛ
2635-16																s o
2735-16																d a n a
3031-16																d ɛ g ɛ
4591-16																t ɛ r u
5301-16																p ɛ r u
5605-16																t i m ɛ
63-16																k a r a
296-16																dʒ a m b
463-16																d u m b u
1432-16																t a r u
1474-16																t ɔ
1788-16																s
2044-16																d u m b
3219-16																p a dʒ u
3425-16																j ɔ
4120-16																k o l o
4184-16																ɲ ɛ
4423-16																d ɔ l ɔ
4960-16																d n aː dʒ
4980-16																t ɔ
5059-16																g u j o
5125-16																ɔ n dʒ ɔ
5339-16																p a g a
5549-16																t a w ɔ
5771-16																dʒ u g u
5905-16																t ɔ
5922-16																b u r ɛ
1-16																p ɛ
483-16																g o s u
629-16																d ɔ
667-16																ɛ w ɛ
1254-16																dʒ a n d u r u
1683-16																s iː
2551-16																r ɛ
2901-16																t u n g
3251-16																s a r a
3885-16																d ɛ r ɛ
4402-16																j ɛ
5081-16																b ɛ n d u
5622-16																p ɛ ɔ u j
6006-16																p u ɛ u
43-16																s aː
158-16																m ɔ s u
194-16																b ɛ
221-16																ɛ s u
650-16																b dʒ
716-16																j ɔ
1374-16																k ɔ n ɔ
1452-16																g aː r a
1862-16																ɛ s u
2083-16																k a n
2108-16																n a j
2618-16																k ɛ l ɛ
2636-16																m
2924-16																p o l
2941-16																b ɛ l u
3113-16																t e g e
3136-16																j a r a
3572-16																b ɛ r u
3751-16																p ɛ
3811-16																l
3959-16																t o r u
4066-16																g ɔ n ɔ
4888-16																s a m n n
5180-16																s ɛ m b ɛ
5583-16																t a n g
5981-16																a r̃ a
25-16																a s ɛ g ɛ
702-16																ɔ g ɔ ɲ ɔ ŋ ɔ
851-16																g ɔ
872-16																ɛ n dʒ ɛ
952-16																k u r u
1941-16																k u s i
3448-16																b ɔː d u
3482-16																m ɛ s ɛ d ɛ
3497-16																n a
3588-16																k ɔ r ɔ
4101-16																a r̃ a
4202-16																g o r o
4293-16																dʒ ɔ w ɔ
4520-16																p e dʒ u
4609-16																k ɔ r ɔ
4740-16																g u n ɔ
4781-16																s a dʒ a
5982-16																k u dʒ u
526-16																d g a
545-16																u r u
789-16																g n
931-16																b ɛ
1052-16																n aː m b u
1070-16																l u g o
1298-16																g u u m b
1989-16																m ɛ n ɛ
2145-16																dʒ o
2306-16																a m b
2666-16																s u g u
2817-16																a ɲ g
3015-16																n a n d a
3639-16																t o w u
3774-16																t u r u
3905-16																n u
3976-16																s s
4039-16																d ɔ n u
4260-16																ɔ m b u
4278-16																k u n dʒ u
4361-16																t e g e
5200-16																ɛ l
5318-16																d ɔ r ɔ
5673-16																d ɛ m b
5752-16																t i
5866-16																k a r a
5887-16																j a m
432-16																k a n
685-16																b ɔ n ɔ
744-16																l ɔ w ɔ
1646-16																ɔ g u
1745-16																dʒ a j a
2066-16																n a n a
2216-16																j a
2265-16																u l ɔ
2579-16																d o
2958-16																m ɔ m
3198-16																s ɛ m ɔ
3534-16																d ɔ n ɛ
3684-16																k ɛ n dʒ
3812-16																p u n g
3944-16																k ɔ l ɔ
4024-16																dʒ u b a
4240-16																w e r u
4337-16																s ɔ m
5828-16																j a n
245-16																t ɔ l ɔ
285-16																n ɛ
348-16																k ɛ r ɛ
409-16																j o r u
998-16																w ɔ
1002-16																r ɛ
1026-16																l ɛ
1172-16																g u l o
1238-16																i s u
1275-16																t aː
1524-16																k o
1612-16																n u m b ɔ
2288-16																ɛ r̃ ɛ
2334-16																ɛ s u
2396-16																n
2553-16																b a ŋ u
2759-16																ɛ g ɛ
2798-16																r u r̃
3256-16																ɛ m ɛ
3407-16																ɛ m
3551-16																b o n
3790-16																g a w
4442-16																t ɛ j o
5229-16																ɛ n dʒ u
5465-16																m u j o
5481-16																j o g o
5497-16																ɛ w
5641-16																l e j
5692-16																a n a
5715-16																a u ɛ ɔ
389-16																n
567-16																ɲ i n e
915-16																iː
1208-16																g a m
1502-16																d u n
1899-16																p u n ɛ
1969-16																j u g ɔ r ɔ
2030-16																k u w ɔ
2354-16																t i r ɛ
2500-16																ɛ g ɛ
2598-16																j eː j
2714-16																dʒ a t
3159-16																j ɛ l
3325-16																b ɔ n d u
3395-16																l o
3851-16																a b i j ɛ
4011-16																d e ŋ
4630-16																n a
4720-16																a l a
4721-16																k a l a
4905-16																n i
5043-16																t o n d o l
5109-16																l a g a
5361-16																k i
5425-16																j ɔ g ɔ
5847-16																oː n dʒ
5963-16																dʒ i b u
6008-16																j ɔ r ɔ
62-16																k u
144-16																g n n ɔ
283-16																g u
334-16																s a s
572-16																n i n u
618-16																u dʒ ɔ
936-16																b i
1033-16																k i g i
1109-16																p i
1192-16																dʒ i m
1417-16																k
