index	index_p	rindex	rindex_p	cogid	id_dutch	segment_dutch	segment_dutch_L1	segment_dutch_L2	segment_dutch_L3	segment_dutch_R1	segment_dutch_R2	segment_dutch_R3	SC_dutch	SC_dutch_L1	SC_dutch_L2	SC_dutch_L3	SC_dutch_R1	SC_dutch_R2	SC_dutch_R3	PROSODY_dutch	PROSODY_dutch_L1	PROSODY_dutch_L2	PROSODY_dutch_L3	PROSODY_dutch_R1	PROSODY_dutch_R2	PROSODY_dutch_R3	id_english	segment_english	segment_english_L1	segment_english_L2	segment_english_L3	segment_english_R1	segment_english_R2	segment_english_R3	SC_english	SC_english_L1	SC_english_L2	SC_english_L3	SC_english_R1	SC_english_R2	SC_english_R3	PROSODY_english	PROSODY_english_L1	PROSODY_english_L2	PROSODY_english_L3	PROSODY_english_R1	PROSODY_english_R2	PROSODY_english_R3	id_french	segment_french	segment_french_L1	segment_french_L2	segment_french_L3	segment_french_R1	segment_french_R2	segment_french_R3	SC_french	SC_french_L1	SC_french_L2	SC_french_L3	SC_french_R1	SC_french_R2	SC_french_R3	PROSODY_french	PROSODY_french_L1	PROSODY_french_L2	PROSODY_french_L3	PROSODY_french_R1	PROSODY_french_R2	PROSODY_french_R3	id_german	segment_german	segment_german_L1	segment_german_L2	segment_german_L3	segment_german_R1	segment_german_R2	segment_german_R3	SC_german	SC_german_L1	SC_german_L2	SC_german_L3	SC_german_R1	SC_german_R2	SC_german_R3	PROSODY_german	PROSODY_german_L1	PROSODY_german_L2	PROSODY_german_L3	PROSODY_german_R1	PROSODY_german_R2	PROSODY_german_R3
7	0.4667	9	0.6000	1097	585	k	+	x	ʉ	oː	m	ə	K	_	G	Y	U	M	E	1	0	3	7	7	4	7	586	k	-	-	-	ʌ	m	-	K	_	_	_	E	M	_	1	0	0	0	7	4	0																							587	k	+	k	ʏ	ɔ	m	ə	K	_	K	Y	U	M	E	1	0	1	7	7	4	7
8	0.5333	8	0.5333	1097	585	oː	k	+	x	m	ə	-	U	K	_	G	M	E	_	7	1	0	3	4	7	0	586	ʌ	k	-	-	m	-	-	E	K	_	_	M	_	_	7	1	0	0	4	0	0																							587	ɔ	k	+	k	m	ə	n	U	K	_	K	M	E	N	7	1	0	1	4	7	4
9	0.6000	7	0.4667	1097	585	m	oː	k	+	ə	-	-	M	U	K	_	E	_	_	4	7	1	0	7	0	0	586	m	ʌ	k	-	-	-	+	M	E	K	_	_	_	_	4	7	1	0	0	0	0																							587	m	ɔ	k	+	ə	n	-	M	U	K	_	E	N	_	4	7	1	0	7	4	0
10	0.6667	6	0.4000	1097	585	ə	m	oː	k	-	-	-	E	M	U	K	_	_	_	7	4	7	1	0	0	0	586	-	m	ʌ	k	-	+	b	_	M	E	K	_	_	P	0	4	7	1	0	0	1																							587	ə	m	ɔ	k	n	-	-	E	M	U	K	N	_	_	7	4	7	1	4	0	0
11	0.7333	5	0.3333	1097	585	-	ə	m	oː	-	-	-	_	E	M	U	_	_	_	0	7	4	7	0	0	0	586	-	-	m	ʌ	+	b	æ	_	_	M	E	_	P	E	0	0	4	7	0	1	7																							587	n	ə	m	ɔ	-	-	-	N	E	M	U	_	_	_	4	7	4	7	0	0	0
12	0.8000	4	0.2667	1097	585	-	-	ə	m	-	-	-	_	_	E	M	_	_	_	0	0	7	4	0	0	0	586	+	-	-	m	b	æ	k	_	_	_	M	P	E	K	0	0	0	4	1	7	1																							587	-	n	ə	m	-	-	-	_	N	E	M	_	_	_	0	4	7	4	0	0	0
13	0.8667	3	0.2000	1097	585	-	-	-	ə	-	-	∅	_	_	_	E	_	_	∅	0	0	0	7	0	0	∅	586	b	+	-	-	æ	k	∅	P	_	_	_	E	K	∅	1	0	0	0	7	1	∅																							587	-	-	n	ə	-	-	∅	_	_	N	E	_	_	∅	0	0	4	7	0	0	∅
14	0.9333	2	0.1333	1097	585	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	586	æ	b	+	-	k	∅	∅	E	P	_	_	K	∅	∅	7	1	0	0	1	∅	∅																							587	-	-	-	n	-	∅	∅	_	_	_	N	_	∅	∅	0	0	0	4	0	∅	∅
15	1.0000	1	0.0667	1097	585	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	586	k	æ	b	+	∅	∅	∅	K	E	P	_	∅	∅	∅	1	7	1	0	∅	∅	∅																							587	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅
1	0.2000	5	1.0000	1117	588	z	∅	∅	∅	ɛɪ	-	-	S	∅	∅	∅	E	_	_	3	∅	∅	∅	7	0	0	589	s	∅	∅	∅	eɪ	-	-	S	∅	∅	∅	E	_	_	3	∅	∅	∅	7	0	0																							590	z	∅	∅	∅	eː	ɡ	ə	S	∅	∅	∅	E	K	E	3	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	1117	588	ɛɪ	z	∅	∅	-	-	l	E	S	∅	∅	_	_	L	7	3	∅	∅	0	0	5	589	eɪ	s	∅	∅	-	-	l	E	S	∅	∅	_	_	L	7	3	∅	∅	0	0	5																							590	eː	z	∅	∅	ɡ	ə	l	E	S	∅	∅	K	E	L	7	3	∅	∅	1	7	5
3	0.6000	3	0.6000	1117	588	-	ɛɪ	z	∅	-	l	∅	_	E	S	∅	_	L	∅	0	7	3	∅	0	5	∅	589	-	eɪ	s	∅	-	l	∅	_	E	S	∅	_	L	∅	0	7	3	∅	0	5	∅																							590	ɡ	eː	z	∅	ə	l	∅	K	E	S	∅	E	L	∅	1	7	3	∅	7	5	∅
4	0.8000	2	0.4000	1117	588	-	-	ɛɪ	z	l	∅	∅	_	_	E	S	L	∅	∅	0	0	7	3	5	∅	∅	589	-	-	eɪ	s	l	∅	∅	_	_	E	S	L	∅	∅	0	0	7	3	5	∅	∅																							590	ə	ɡ	eː	z	l	∅	∅	E	K	E	S	L	∅	∅	7	1	7	3	5	∅	∅
5	1.0000	1	0.2000	1117	588	l	-	-	ɛɪ	∅	∅	∅	L	_	_	E	∅	∅	∅	5	0	0	7	∅	∅	∅	589	l	-	-	eɪ	∅	∅	∅	L	_	_	E	∅	∅	∅	5	0	0	7	∅	∅	∅																							590	l	ə	ɡ	eː	∅	∅	∅	L	E	K	E	∅	∅	∅	5	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	1133	591	v	∅	∅	∅	oː	r	-	B	∅	∅	∅	U	R	_	3	∅	∅	∅	7	5	0	592	f	∅	∅	∅	ʌ	r	-	B	∅	∅	∅	E	R	_	3	∅	∅	∅	7	5	0																							593	f	∅	∅	∅	ʊ	r	x	B	∅	∅	∅	Y	R	G	3	∅	∅	∅	7	5	3
2	0.4000	4	0.8000	1133	591	oː	v	∅	∅	r	-	ə	U	B	∅	∅	R	_	E	7	3	∅	∅	5	0	7	592	ʌ	f	∅	∅	r	-	əʊ	E	B	∅	∅	R	_	E	7	3	∅	∅	5	0	7																							593	ʊ	f	∅	∅	r	x	ə	Y	B	∅	∅	R	G	E	7	3	∅	∅	5	3	7
3	0.6000	3	0.6000	1133	591	r	oː	v	∅	-	ə	∅	R	U	B	∅	_	E	∅	5	7	3	∅	0	7	∅	592	r	ʌ	f	∅	-	əʊ	∅	R	E	B	∅	_	E	∅	5	7	3	∅	0	7	∅																							593	r	ʊ	f	∅	x	ə	∅	R	Y	B	∅	G	E	∅	5	7	3	∅	3	7	∅
4	0.8000	2	0.4000	1133	591	-	r	oː	v	ə	∅	∅	_	R	U	B	E	∅	∅	0	5	7	3	7	∅	∅	592	-	r	ʌ	f	əʊ	∅	∅	_	R	E	B	E	∅	∅	0	5	7	3	7	∅	∅																							593	x	r	ʊ	f	ə	∅	∅	G	R	Y	B	E	∅	∅	3	5	7	3	7	∅	∅
5	1.0000	1	0.2000	1133	591	ə	-	r	oː	∅	∅	∅	E	_	R	U	∅	∅	∅	7	0	5	7	∅	∅	∅	592	əʊ	-	r	ʌ	∅	∅	∅	E	_	R	E	∅	∅	∅	7	0	5	7	∅	∅	∅																							593	ə	x	r	ʊ	∅	∅	∅	E	G	R	Y	∅	∅	∅	7	3	5	7	∅	∅	∅
1	0.2500	4	1.0000	1136	594	v	∅	∅	∅	ɔ	-	s	B	∅	∅	∅	U	_	S	3	∅	∅	∅	7	0	3	595	f	∅	∅	∅	ɔ	k	s	B	∅	∅	∅	U	K	S	3	∅	∅	∅	7	1	3																							596	f	∅	∅	∅	ʊ	k	s	B	∅	∅	∅	Y	K	S	3	∅	∅	∅	7	1	3
2	0.5000	3	0.7500	1136	594	ɔ	v	∅	∅	-	s	∅	U	B	∅	∅	_	S	∅	7	3	∅	∅	0	3	∅	595	ɔ	f	∅	∅	k	s	∅	U	B	∅	∅	K	S	∅	7	3	∅	∅	1	3	∅																							596	ʊ	f	∅	∅	k	s	∅	Y	B	∅	∅	K	S	∅	7	3	∅	∅	1	3	∅
3	0.7500	2	0.5000	1136	594	-	ɔ	v	∅	s	∅	∅	_	U	B	∅	S	∅	∅	0	7	3	∅	3	∅	∅	595	k	ɔ	f	∅	s	∅	∅	K	U	B	∅	S	∅	∅	1	7	3	∅	3	∅	∅																							596	k	ʊ	f	∅	s	∅	∅	K	Y	B	∅	S	∅	∅	1	7	3	∅	3	∅	∅
4	1.0000	1	0.2500	1136	594	s	-	ɔ	v	∅	∅	∅	S	_	U	B	∅	∅	∅	3	0	7	3	∅	∅	∅	595	s	k	ɔ	f	∅	∅	∅	S	K	U	B	∅	∅	∅	3	1	7	3	∅	∅	∅																							596	s	k	ʊ	f	∅	∅	∅	S	K	Y	B	∅	∅	∅	3	1	7	3	∅	∅	∅
1	0.3333	3	1.0000	1144	597	k	∅	∅	∅	aː	l	∅	K	∅	∅	∅	A	L	∅	1	∅	∅	∅	7	5	∅																																													598	k	∅	∅	∅	aː	l	∅	K	∅	∅	∅	A	L	∅	1	∅	∅	∅	7	5	∅
2	0.6667	2	0.6667	1144	597	aː	k	∅	∅	l	∅	∅	A	K	∅	∅	L	∅	∅	7	1	∅	∅	5	∅	∅																																													598	aː	k	∅	∅	l	∅	∅	A	K	∅	∅	L	∅	∅	7	1	∅	∅	5	∅	∅
3	1.0000	1	0.3333	1144	597	l	aː	k	∅	∅	∅	∅	L	A	K	∅	∅	∅	∅	5	7	1	∅	∅	∅	∅																																													598	l	aː	k	∅	∅	∅	∅	L	A	K	∅	∅	∅	∅	5	7	1	∅	∅	∅	∅
1	0.1000	10	1.0000	1154	599	s	∅	∅	∅	l	øː	t	S	∅	∅	∅	L	U	T	3	∅	∅	∅	5	7	1																																													600	ʃ	∅	∅	∅	l	ʏ	s	S	∅	∅	∅	L	Y	S	3	∅	∅	∅	5	7	3
2	0.2000	9	0.9000	1154	599	l	s	∅	∅	øː	t	ə	L	S	∅	∅	U	T	E	5	3	∅	∅	7	1	7																																													600	l	ʃ	∅	∅	ʏ	s	ə	L	S	∅	∅	Y	S	E	5	3	∅	∅	7	3	7
3	0.3000	8	0.8000	1154	599	øː	l	s	∅	t	ə	l	U	L	S	∅	T	E	L	7	5	3	∅	1	7	5																																													600	ʏ	l	ʃ	∅	s	ə	l	Y	L	S	∅	S	E	L	7	5	3	∅	3	7	5
4	0.4000	7	0.7000	1154	599	t	øː	l	s	ə	l	+	T	U	L	S	E	L	_	1	7	5	3	7	5	0																																													600	s	ʏ	l	ʃ	ə	l	+	S	Y	L	S	E	L	_	3	7	5	3	7	5	0
5	0.5000	6	0.6000	1154	599	ə	t	øː	l	l	+	b	E	T	U	L	L	_	P	7	1	7	5	5	0	1																																													600	ə	s	ʏ	l	l	+	b	E	S	Y	L	L	_	P	7	3	7	5	5	0	1
6	0.6000	5	0.5000	1154	599	l	ə	t	øː	+	b	eː	L	E	T	U	_	P	E	5	7	1	7	0	1	7																																													600	l	ə	s	ʏ	+	b	ai	L	E	S	Y	_	P	A	5	7	3	7	0	1	7
7	0.7000	4	0.4000	1154	599	+	l	ə	t	b	eː	n	_	L	E	T	P	E	N	0	5	7	1	1	7	4																																													600	+	l	ə	s	b	ai	n	_	L	E	S	P	A	N	0	5	7	3	1	7	4
8	0.8000	3	0.3000	1154	599	b	+	l	ə	eː	n	∅	P	_	L	E	E	N	∅	1	0	5	7	7	4	∅																																													600	b	+	l	ə	ai	n	∅	P	_	L	E	A	N	∅	1	0	5	7	7	4	∅
9	0.9000	2	0.2000	1154	599	eː	b	+	l	n	∅	∅	E	P	_	L	N	∅	∅	7	1	0	5	4	∅	∅																																													600	ai	b	+	l	n	∅	∅	A	P	_	L	N	∅	∅	7	1	0	5	4	∅	∅
10	1.0000	1	0.1000	1154	599	n	eː	b	+	∅	∅	∅	N	E	P	_	∅	∅	∅	4	7	1	0	∅	∅	∅																																													600	n	ai	b	+	∅	∅	∅	N	A	P	_	∅	∅	∅	4	7	1	0	∅	∅	∅
1	0.3333	3	1.0000	1177	601	d	∅	∅	∅	iː	p	∅	T	∅	∅	∅	I	P	∅	1	∅	∅	∅	7	1	∅	602	d	∅	∅	∅	iː	p	∅	T	∅	∅	∅	I	P	∅	1	∅	∅	∅	7	1	∅																							603	t	∅	∅	∅	iː	f	∅	T	∅	∅	∅	I	B	∅	1	∅	∅	∅	7	3	∅
2	0.6667	2	0.6667	1177	601	iː	d	∅	∅	p	∅	∅	I	T	∅	∅	P	∅	∅	7	1	∅	∅	1	∅	∅	602	iː	d	∅	∅	p	∅	∅	I	T	∅	∅	P	∅	∅	7	1	∅	∅	1	∅	∅																							603	iː	t	∅	∅	f	∅	∅	I	T	∅	∅	B	∅	∅	7	1	∅	∅	3	∅	∅
3	1.0000	1	0.3333	1177	601	p	iː	d	∅	∅	∅	∅	P	I	T	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅	602	p	iː	d	∅	∅	∅	∅	P	I	T	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																							603	f	iː	t	∅	∅	∅	∅	B	I	T	∅	∅	∅	∅	3	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	1179	604	h	∅	∅	∅	uː	t	∅	H	∅	∅	∅	Y	T	∅	3	∅	∅	∅	7	1	∅	605	h	∅	∅	∅	æ	t	∅	H	∅	∅	∅	E	T	∅	3	∅	∅	∅	7	1	∅																							606	h	∅	∅	∅	uː	t	∅	H	∅	∅	∅	Y	T	∅	3	∅	∅	∅	7	1	∅
2	0.6667	2	0.6667	1179	604	uː	h	∅	∅	t	∅	∅	Y	H	∅	∅	T	∅	∅	7	3	∅	∅	1	∅	∅	605	æ	h	∅	∅	t	∅	∅	E	H	∅	∅	T	∅	∅	7	3	∅	∅	1	∅	∅																							606	uː	h	∅	∅	t	∅	∅	Y	H	∅	∅	T	∅	∅	7	3	∅	∅	1	∅	∅
3	1.0000	1	0.3333	1179	604	t	uː	h	∅	∅	∅	∅	T	Y	H	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅	605	t	æ	h	∅	∅	∅	∅	T	E	H	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																							606	t	uː	h	∅	∅	∅	∅	T	Y	H	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅
1	0.2500	4	1.0000	1181	607	m	∅	∅	∅	ʉ	ts	-	M	∅	∅	∅	Y	C	_	4	∅	∅	∅	7	2	0																																													608	m	∅	∅	∅	ʏ	ts	ə	M	∅	∅	∅	Y	C	E	4	∅	∅	∅	7	2	7
2	0.5000	3	0.7500	1181	607	ʉ	m	∅	∅	ts	-	∅	Y	M	∅	∅	C	_	∅	7	4	∅	∅	2	0	∅																																													608	ʏ	m	∅	∅	ts	ə	∅	Y	M	∅	∅	C	E	∅	7	4	∅	∅	2	7	∅
3	0.7500	2	0.5000	1181	607	ts	ʉ	m	∅	-	∅	∅	C	Y	M	∅	_	∅	∅	2	7	4	∅	0	∅	∅																																													608	ts	ʏ	m	∅	ə	∅	∅	C	Y	M	∅	E	∅	∅	2	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	1181	607	-	ts	ʉ	m	∅	∅	∅	_	C	Y	M	∅	∅	∅	0	2	7	4	∅	∅	∅																																													608	ə	ts	ʏ	m	∅	∅	∅	E	C	Y	M	∅	∅	∅	7	2	7	4	∅	∅	∅
1	0.0909	11	1.0000	1185	609	s	∅	∅	∅	x	uː	n	S	∅	∅	∅	G	Y	N	3	∅	∅	∅	3	7	4	610	ʃ	∅	∅	∅	-	uː	-	S	∅	∅	∅	_	Y	_	3	∅	∅	∅	0	7	0																							611	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0
2	0.1818	10	0.9091	1185	609	x	s	∅	∅	uː	n	+	G	S	∅	∅	Y	N	_	3	3	∅	∅	7	4	0	610	-	ʃ	∅	∅	uː	-	+	_	S	∅	∅	Y	_	_	0	3	∅	∅	7	0	0																							611	-	-	∅	∅	-	-	-	_	_	∅	∅	_	_	_	0	0	∅	∅	0	0	0
3	0.2727	9	0.8182	1185	609	uː	x	s	∅	n	+	m	Y	G	S	∅	N	_	M	7	3	3	∅	4	0	4	610	uː	-	ʃ	∅	-	+	m	Y	_	S	∅	_	_	M	7	0	3	∅	0	0	4																							611	-	-	-	∅	-	-	ʃ	_	_	_	∅	_	_	S	0	0	0	∅	0	0	3
4	0.3636	8	0.7273	1185	609	n	uː	x	s	+	m	aː	N	Y	G	S	_	M	A	4	7	3	3	0	4	7	610	-	uː	-	ʃ	+	m	eɪ	_	Y	_	S	_	M	E	0	7	0	3	0	4	7																							611	-	-	-	-	-	ʃ	uː	_	_	_	_	_	S	Y	0	0	0	0	0	3	7
5	0.4545	7	0.6364	1185	609	+	n	uː	x	m	aː	-	_	N	Y	G	M	A	_	0	4	7	3	4	7	0	610	+	-	uː	-	m	eɪ	-	_	_	Y	_	M	E	_	0	0	7	0	4	7	0																							611	-	-	-	-	ʃ	uː	s	_	_	_	_	S	Y	S	0	0	0	0	3	7	3
6	0.5455	6	0.5455	1185	609	m	+	n	uː	aː	-	k	M	_	N	Y	A	_	K	4	0	4	7	7	0	1	610	m	+	-	uː	eɪ	-	k	M	_	_	Y	E	_	K	4	0	0	7	7	0	1																							611	ʃ	-	-	-	uː	s	t	S	_	_	_	Y	S	T	3	0	0	0	7	3	1
7	0.6364	5	0.4545	1185	609	aː	m	+	n	-	k	ə	A	M	_	N	_	K	E	7	4	0	4	0	1	7	610	eɪ	m	+	-	-	k	ə	E	M	_	_	_	K	E	7	4	0	0	0	1	7																							611	uː	ʃ	-	-	s	t	ə	Y	S	_	_	S	T	E	7	3	0	0	3	1	7
8	0.7273	4	0.3636	1185	609	-	aː	m	+	k	ə	r	_	A	M	_	K	E	R	0	7	4	0	1	7	5	610	-	eɪ	m	+	k	ə	r	_	E	M	_	K	E	R	0	7	4	0	1	7	5																							611	s	uː	ʃ	-	t	ə	r	S	Y	S	_	T	E	R	3	7	3	0	1	7	5
9	0.8182	3	0.2727	1185	609	k	-	aː	m	ə	r	∅	K	_	A	M	E	R	∅	1	0	7	4	7	5	∅	610	k	-	eɪ	m	ə	r	∅	K	_	E	M	E	R	∅	1	0	7	4	7	5	∅																							611	t	s	uː	ʃ	ə	r	∅	T	S	Y	S	E	R	∅	1	3	7	3	7	5	∅
10	0.9091	2	0.1818	1185	609	ə	k	-	aː	r	∅	∅	E	K	_	A	R	∅	∅	7	1	0	7	5	∅	∅	610	ə	k	-	eɪ	r	∅	∅	E	K	_	E	R	∅	∅	7	1	0	7	5	∅	∅																							611	ə	t	s	uː	r	∅	∅	E	T	S	Y	R	∅	∅	7	1	3	7	5	∅	∅
11	1.0000	1	0.0909	1185	609	r	ə	k	-	∅	∅	∅	R	E	K	_	∅	∅	∅	5	7	1	0	∅	∅	∅	610	r	ə	k	-	∅	∅	∅	R	E	K	_	∅	∅	∅	5	7	1	0	∅	∅	∅																							611	r	ə	t	s	∅	∅	∅	R	E	T	S	∅	∅	∅	5	7	1	3	∅	∅	∅
1	0.2500	4	1.0000	1188	612	n	∅	∅	∅	ɑu	w	-	N	∅	∅	∅	A	W	_	4	∅	∅	∅	7	6	0	613	n	∅	∅	∅	æ	r	əʊ	N	∅	∅	∅	E	R	E	4	∅	∅	∅	7	5	7																																												
2	0.5000	3	0.7500	1188	612	ɑu	n	∅	∅	w	-	∅	A	N	∅	∅	W	_	∅	7	4	∅	∅	6	0	∅	613	æ	n	∅	∅	r	əʊ	∅	E	N	∅	∅	R	E	∅	7	4	∅	∅	5	7	∅																																												
3	0.7500	2	0.5000	1188	612	w	ɑu	n	∅	-	∅	∅	W	A	N	∅	_	∅	∅	6	7	4	∅	0	∅	∅	613	r	æ	n	∅	əʊ	∅	∅	R	E	N	∅	E	∅	∅	5	7	4	∅	7	∅	∅																																												
4	1.0000	1	0.2500	1188	612	-	w	ɑu	n	∅	∅	∅	_	W	A	N	∅	∅	∅	0	6	7	4	∅	∅	∅	613	əʊ	r	æ	n	∅	∅	∅	E	R	E	N	∅	∅	∅	7	5	7	4	∅	∅	∅																																												
1	0.3333	3	1.0000	1191																							614	b	∅	∅	∅	uː	t	∅	P	∅	∅	∅	Y	T	∅	1	∅	∅	∅	7	1	∅	615	b	∅	∅	∅	ɔ	t	∅	P	∅	∅	∅	U	T	∅	1	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	1191																							614	uː	b	∅	∅	t	∅	∅	Y	P	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅	615	ɔ	b	∅	∅	t	∅	∅	U	P	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	1191																							614	t	uː	b	∅	∅	∅	∅	T	Y	P	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅	615	t	ɔ	b	∅	∅	∅	∅	T	U	P	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																						
1	0.2500	4	1.0000	1193	616	b	∅	∅	∅	r	eː	t	P	∅	∅	∅	R	E	T	1	∅	∅	∅	5	7	1																																													617	b	∅	∅	∅	r	ai	t	P	∅	∅	∅	R	A	T	1	∅	∅	∅	5	7	1
2	0.5000	3	0.7500	1193	616	r	b	∅	∅	eː	t	∅	R	P	∅	∅	E	T	∅	5	1	∅	∅	7	1	∅																																													617	r	b	∅	∅	ai	t	∅	R	P	∅	∅	A	T	∅	5	1	∅	∅	7	1	∅
3	0.7500	2	0.5000	1193	616	eː	r	b	∅	t	∅	∅	E	R	P	∅	T	∅	∅	7	5	1	∅	1	∅	∅																																													617	ai	r	b	∅	t	∅	∅	A	R	P	∅	T	∅	∅	7	5	1	∅	1	∅	∅
4	1.0000	1	0.2500	1193	616	t	eː	r	b	∅	∅	∅	T	E	R	P	∅	∅	∅	1	7	5	1	∅	∅	∅																																													617	t	ai	r	b	∅	∅	∅	T	A	R	P	∅	∅	∅	1	7	5	1	∅	∅	∅
1	0.3333	3	1.0000	1194	618	w	∅	∅	∅	ɛɪ	t	∅	W	∅	∅	∅	E	T	∅	6	∅	∅	∅	7	1	∅	619	w	∅	∅	∅	aɪ	d	∅	W	∅	∅	∅	A	T	∅	6	∅	∅	∅	7	1	∅																																												
2	0.6667	2	0.6667	1194	618	ɛɪ	w	∅	∅	t	∅	∅	E	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅	619	aɪ	w	∅	∅	d	∅	∅	A	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅																																												
3	1.0000	1	0.3333	1194	618	t	ɛɪ	w	∅	∅	∅	∅	T	E	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅	619	d	aɪ	w	∅	∅	∅	∅	T	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																																												
1	0.2000	5	1.0000	1196	620	n	∅	∅	∅	ɛ	k	-	N	∅	∅	∅	E	K	_	4	∅	∅	∅	7	1	0																							621	n	∅	∅	∅	y	k	-	N	∅	∅	∅	Y	K	_	4	∅	∅	∅	7	1	0	622	n	∅	∅	∅	a	k	ə	N	∅	∅	∅	A	K	E	4	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	1196	620	ɛ	n	∅	∅	k	-	-	E	N	∅	∅	K	_	_	7	4	∅	∅	1	0	0																							621	y	n	∅	∅	k	-	-	Y	N	∅	∅	K	_	_	7	4	∅	∅	1	0	0	622	a	n	∅	∅	k	ə	n	A	N	∅	∅	K	E	N	7	4	∅	∅	1	7	4
3	0.6000	3	0.6000	1196	620	k	ɛ	n	∅	-	-	∅	K	E	N	∅	_	_	∅	1	7	4	∅	0	0	∅																							621	k	y	n	∅	-	-	∅	K	Y	N	∅	_	_	∅	1	7	4	∅	0	0	∅	622	k	a	n	∅	ə	n	∅	K	A	N	∅	E	N	∅	1	7	4	∅	7	4	∅
4	0.8000	2	0.4000	1196	620	-	k	ɛ	n	-	∅	∅	_	K	E	N	_	∅	∅	0	1	7	4	0	∅	∅																							621	-	k	y	n	-	∅	∅	_	K	Y	N	_	∅	∅	0	1	7	4	0	∅	∅	622	ə	k	a	n	n	∅	∅	E	K	A	N	N	∅	∅	7	1	7	4	4	∅	∅
5	1.0000	1	0.2000	1196	620	-	-	k	ɛ	∅	∅	∅	_	_	K	E	∅	∅	∅	0	0	1	7	∅	∅	∅																							621	-	-	k	y	∅	∅	∅	_	_	K	Y	∅	∅	∅	0	0	1	7	∅	∅	∅	622	n	ə	k	a	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.1667	6	1.0000	1199	623	s	∅	∅	∅	l	œy	j	S	∅	∅	∅	L	U	J	3	∅	∅	∅	5	7	6																																													624	ʃ	∅	∅	∅	l	ai	-	S	∅	∅	∅	L	A	_	3	∅	∅	∅	5	7	0
2	0.3333	5	0.8333	1199	623	l	s	∅	∅	œy	j	ə	L	S	∅	∅	U	J	E	5	3	∅	∅	7	6	7																																													624	l	ʃ	∅	∅	ai	-	ə	L	S	∅	∅	A	_	E	5	3	∅	∅	7	0	7
3	0.5000	4	0.6667	1199	623	œy	l	s	∅	j	ə	r	U	L	S	∅	J	E	R	7	5	3	∅	6	7	5																																													624	ai	l	ʃ	∅	-	ə	r	A	L	S	∅	_	E	R	7	5	3	∅	0	7	5
4	0.6667	3	0.5000	1199	623	j	œy	l	s	ə	r	∅	J	U	L	S	E	R	∅	6	7	5	3	7	5	∅																																													624	-	ai	l	ʃ	ə	r	∅	_	A	L	S	E	R	∅	0	7	5	3	7	5	∅
5	0.8333	2	0.3333	1199	623	ə	j	œy	l	r	∅	∅	E	J	U	L	R	∅	∅	7	6	7	5	5	∅	∅																																													624	ə	-	ai	l	r	∅	∅	E	_	A	L	R	∅	∅	7	0	7	5	5	∅	∅
6	1.0000	1	0.1667	1199	623	r	ə	j	œy	∅	∅	∅	R	E	J	U	∅	∅	∅	5	7	6	7	∅	∅	∅																																													624	r	ə	-	ai	∅	∅	∅	R	E	_	A	∅	∅	∅	5	7	0	7	∅	∅	∅
1	0.1111	9	1.0000	1204	625	v	∅	∅	∅	iː	r	+	B	∅	∅	∅	I	R	_	3	∅	∅	∅	7	5	0																																													626	f	∅	∅	∅	iː	r	+	B	∅	∅	∅	I	R	_	3	∅	∅	∅	7	5	0
2	0.2222	8	0.8889	1204	625	iː	v	∅	∅	r	+	-	I	B	∅	∅	R	_	_	7	3	∅	∅	5	0	0																																													626	iː	f	∅	∅	r	+	ɛ	I	B	∅	∅	R	_	E	7	3	∅	∅	5	0	7
3	0.3333	7	0.7778	1204	625	r	iː	v	∅	+	-	k	R	I	B	∅	_	_	K	5	7	3	∅	0	0	1																																													626	r	iː	f	∅	+	ɛ	k	R	I	B	∅	_	E	K	5	7	3	∅	0	7	1
