index	index_p	rindex	rindex_p	cogid	id_dutch	segment_dutch	segment_dutch_L1	segment_dutch_L2	segment_dutch_L3	segment_dutch_R1	segment_dutch_R2	segment_dutch_R3	SC_dutch	SC_dutch_L1	SC_dutch_L2	SC_dutch_L3	SC_dutch_R1	SC_dutch_R2	SC_dutch_R3	PROSODY_dutch	PROSODY_dutch_L1	PROSODY_dutch_L2	PROSODY_dutch_L3	PROSODY_dutch_R1	PROSODY_dutch_R2	PROSODY_dutch_R3	id_english	segment_english	segment_english_L1	segment_english_L2	segment_english_L3	segment_english_R1	segment_english_R2	segment_english_R3	SC_english	SC_english_L1	SC_english_L2	SC_english_L3	SC_english_R1	SC_english_R2	SC_english_R3	PROSODY_english	PROSODY_english_L1	PROSODY_english_L2	PROSODY_english_L3	PROSODY_english_R1	PROSODY_english_R2	PROSODY_english_R3	id_french	segment_french	segment_french_L1	segment_french_L2	segment_french_L3	segment_french_R1	segment_french_R2	segment_french_R3	SC_french	SC_french_L1	SC_french_L2	SC_french_L3	SC_french_R1	SC_french_R2	SC_french_R3	PROSODY_french	PROSODY_french_L1	PROSODY_french_L2	PROSODY_french_L3	PROSODY_french_R1	PROSODY_french_R2	PROSODY_french_R3	id_german	segment_german	segment_german_L1	segment_german_L2	segment_german_L3	segment_german_R1	segment_german_R2	segment_german_R3	SC_german	SC_german_L1	SC_german_L2	SC_german_L3	SC_german_R1	SC_german_R2	SC_german_R3	PROSODY_german	PROSODY_german_L1	PROSODY_german_L2	PROSODY_german_L3	PROSODY_german_R1	PROSODY_german_R2	PROSODY_german_R3
6	0.6000	5	0.5000	1154	281	l	ə	t	øː	+	b	eː	L	E	T	U	_	P	E	5	7	1	7	0	1	7																																													282	l	ə	s	ʏ	+	b	ai	L	E	S	Y	_	P	A	5	7	3	7	0	1	7
7	0.7000	4	0.4000	1154	281	+	l	ə	t	b	eː	n	_	L	E	T	P	E	N	0	5	7	1	1	7	4																																													282	+	l	ə	s	b	ai	n	_	L	E	S	P	A	N	0	5	7	3	1	7	4
8	0.8000	3	0.3000	1154	281	b	+	l	ə	eː	n	∅	P	_	L	E	E	N	∅	1	0	5	7	7	4	∅																																													282	b	+	l	ə	ai	n	∅	P	_	L	E	A	N	∅	1	0	5	7	7	4	∅
9	0.9000	2	0.2000	1154	281	eː	b	+	l	n	∅	∅	E	P	_	L	N	∅	∅	7	1	0	5	4	∅	∅																																													282	ai	b	+	l	n	∅	∅	A	P	_	L	N	∅	∅	7	1	0	5	4	∅	∅
10	1.0000	1	0.1000	1154	281	n	eː	b	+	∅	∅	∅	N	E	P	_	∅	∅	∅	4	7	1	0	∅	∅	∅																																													282	n	ai	b	+	∅	∅	∅	N	A	P	_	∅	∅	∅	4	7	1	0	∅	∅	∅
1	0.2500	4	1.0000	1181	283	m	∅	∅	∅	ʉ	ts	-	M	∅	∅	∅	Y	C	_	4	∅	∅	∅	7	2	0																																													284	m	∅	∅	∅	ʏ	ts	ə	M	∅	∅	∅	Y	C	E	4	∅	∅	∅	7	2	7
2	0.5000	3	0.7500	1181	283	ʉ	m	∅	∅	ts	-	∅	Y	M	∅	∅	C	_	∅	7	4	∅	∅	2	0	∅																																													284	ʏ	m	∅	∅	ts	ə	∅	Y	M	∅	∅	C	E	∅	7	4	∅	∅	2	7	∅
3	0.7500	2	0.5000	1181	283	ts	ʉ	m	∅	-	∅	∅	C	Y	M	∅	_	∅	∅	2	7	4	∅	0	∅	∅																																													284	ts	ʏ	m	∅	ə	∅	∅	C	Y	M	∅	E	∅	∅	2	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	1181	283	-	ts	ʉ	m	∅	∅	∅	_	C	Y	M	∅	∅	∅	0	2	7	4	∅	∅	∅																																													284	ə	ts	ʏ	m	∅	∅	∅	E	C	Y	M	∅	∅	∅	7	2	7	4	∅	∅	∅
1	0.2500	4	1.0000	1188	285	n	∅	∅	∅	ɑu	w	-	N	∅	∅	∅	A	W	_	4	∅	∅	∅	7	6	0	286	n	∅	∅	∅	æ	r	əʊ	N	∅	∅	∅	E	R	E	4	∅	∅	∅	7	5	7																																												
2	0.5000	3	0.7500	1188	285	ɑu	n	∅	∅	w	-	∅	A	N	∅	∅	W	_	∅	7	4	∅	∅	6	0	∅	286	æ	n	∅	∅	r	əʊ	∅	E	N	∅	∅	R	E	∅	7	4	∅	∅	5	7	∅																																												
3	0.7500	2	0.5000	1188	285	w	ɑu	n	∅	-	∅	∅	W	A	N	∅	_	∅	∅	6	7	4	∅	0	∅	∅	286	r	æ	n	∅	əʊ	∅	∅	R	E	N	∅	E	∅	∅	5	7	4	∅	7	∅	∅																																												
4	1.0000	1	0.2500	1188	285	-	w	ɑu	n	∅	∅	∅	_	W	A	N	∅	∅	∅	0	6	7	4	∅	∅	∅	286	əʊ	r	æ	n	∅	∅	∅	E	R	E	N	∅	∅	∅	7	5	7	4	∅	∅	∅																																												
1	0.3333	3	1.0000	1191																							287	b	∅	∅	∅	uː	t	∅	P	∅	∅	∅	Y	T	∅	1	∅	∅	∅	7	1	∅	288	b	∅	∅	∅	ɔ	t	∅	P	∅	∅	∅	U	T	∅	1	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	1191																							287	uː	b	∅	∅	t	∅	∅	Y	P	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅	288	ɔ	b	∅	∅	t	∅	∅	U	P	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	1191																							287	t	uː	b	∅	∅	∅	∅	T	Y	P	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅	288	t	ɔ	b	∅	∅	∅	∅	T	U	P	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																						
1	0.2500	4	1.0000	1193	289	b	∅	∅	∅	r	eː	t	P	∅	∅	∅	R	E	T	1	∅	∅	∅	5	7	1																																													290	b	∅	∅	∅	r	ai	t	P	∅	∅	∅	R	A	T	1	∅	∅	∅	5	7	1
2	0.5000	3	0.7500	1193	289	r	b	∅	∅	eː	t	∅	R	P	∅	∅	E	T	∅	5	1	∅	∅	7	1	∅																																													290	r	b	∅	∅	ai	t	∅	R	P	∅	∅	A	T	∅	5	1	∅	∅	7	1	∅
3	0.7500	2	0.5000	1193	289	eː	r	b	∅	t	∅	∅	E	R	P	∅	T	∅	∅	7	5	1	∅	1	∅	∅																																													290	ai	r	b	∅	t	∅	∅	A	R	P	∅	T	∅	∅	7	5	1	∅	1	∅	∅
4	1.0000	1	0.2500	1193	289	t	eː	r	b	∅	∅	∅	T	E	R	P	∅	∅	∅	1	7	5	1	∅	∅	∅																																													290	t	ai	r	b	∅	∅	∅	T	A	R	P	∅	∅	∅	1	7	5	1	∅	∅	∅
1	0.3333	3	1.0000	1194	291	w	∅	∅	∅	ɛɪ	t	∅	W	∅	∅	∅	E	T	∅	6	∅	∅	∅	7	1	∅	292	w	∅	∅	∅	aɪ	d	∅	W	∅	∅	∅	A	T	∅	6	∅	∅	∅	7	1	∅																																												
2	0.6667	2	0.6667	1194	291	ɛɪ	w	∅	∅	t	∅	∅	E	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅	292	aɪ	w	∅	∅	d	∅	∅	A	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅																																												
3	1.0000	1	0.3333	1194	291	t	ɛɪ	w	∅	∅	∅	∅	T	E	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅	292	d	aɪ	w	∅	∅	∅	∅	T	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																																												
1	0.1667	6	1.0000	1199	293	s	∅	∅	∅	l	œy	j	S	∅	∅	∅	L	U	J	3	∅	∅	∅	5	7	6																																													294	ʃ	∅	∅	∅	l	ai	-	S	∅	∅	∅	L	A	_	3	∅	∅	∅	5	7	0
2	0.3333	5	0.8333	1199	293	l	s	∅	∅	œy	j	ə	L	S	∅	∅	U	J	E	5	3	∅	∅	7	6	7																																													294	l	ʃ	∅	∅	ai	-	ə	L	S	∅	∅	A	_	E	5	3	∅	∅	7	0	7
3	0.5000	4	0.6667	1199	293	œy	l	s	∅	j	ə	r	U	L	S	∅	J	E	R	7	5	3	∅	6	7	5																																													294	ai	l	ʃ	∅	-	ə	r	A	L	S	∅	_	E	R	7	5	3	∅	0	7	5
4	0.6667	3	0.5000	1199	293	j	œy	l	s	ə	r	∅	J	U	L	S	E	R	∅	6	7	5	3	7	5	∅																																													294	-	ai	l	ʃ	ə	r	∅	_	A	L	S	E	R	∅	0	7	5	3	7	5	∅
5	0.8333	2	0.3333	1199	293	ə	j	œy	l	r	∅	∅	E	J	U	L	R	∅	∅	7	6	7	5	5	∅	∅																																													294	ə	-	ai	l	r	∅	∅	E	_	A	L	R	∅	∅	7	0	7	5	5	∅	∅
6	1.0000	1	0.1667	1199	293	r	ə	j	œy	∅	∅	∅	R	E	J	U	∅	∅	∅	5	7	6	7	∅	∅	∅																																													294	r	ə	-	ai	∅	∅	∅	R	E	_	A	∅	∅	∅	5	7	0	7	∅	∅	∅
1	0.1111	9	1.0000	1204	295	v	∅	∅	∅	iː	r	+	B	∅	∅	∅	I	R	_	3	∅	∅	∅	7	5	0																																													296	f	∅	∅	∅	iː	r	+	B	∅	∅	∅	I	R	_	3	∅	∅	∅	7	5	0
2	0.2222	8	0.8889	1204	295	iː	v	∅	∅	r	+	-	I	B	∅	∅	R	_	_	7	3	∅	∅	5	0	0																																													296	iː	f	∅	∅	r	+	ɛ	I	B	∅	∅	R	_	E	7	3	∅	∅	5	0	7
3	0.3333	7	0.7778	1204	295	r	iː	v	∅	+	-	k	R	I	B	∅	_	_	K	5	7	3	∅	0	0	1																																													296	r	iː	f	∅	+	ɛ	k	R	I	B	∅	_	E	K	5	7	3	∅	0	7	1
4	0.4444	6	0.6667	1204	295	+	r	iː	v	-	k	ɑ	_	R	I	B	_	K	A	0	5	7	3	0	1	7																																													296	+	r	iː	f	ɛ	k	-	_	R	I	B	E	K	_	0	5	7	3	7	1	0
5	0.5556	5	0.5556	1204	295	-	+	r	iː	k	ɑ	n	_	_	R	I	K	A	N	0	0	5	7	1	7	4																																													296	ɛ	+	r	iː	k	-	-	E	_	R	I	K	_	_	7	0	5	7	1	0	0
6	0.6667	4	0.4444	1204	295	k	-	+	r	ɑ	n	t	K	_	_	R	A	N	T	1	0	0	5	7	4	1																																													296	k	ɛ	+	r	-	-	-	K	E	_	R	_	_	_	1	7	0	5	0	0	0
7	0.7778	3	0.3333	1204	295	ɑ	k	-	+	n	t	∅	A	K	_	_	N	T	∅	7	1	0	0	4	1	∅																																													296	-	k	ɛ	+	-	-	∅	_	K	E	_	_	_	∅	0	1	7	0	0	0	∅
8	0.8889	2	0.2222	1204	295	n	ɑ	k	-	t	∅	∅	N	A	K	_	T	∅	∅	4	7	1	0	1	∅	∅																																													296	-	-	k	ɛ	-	∅	∅	_	_	K	E	_	∅	∅	0	0	1	7	0	∅	∅
9	1.0000	1	0.1111	1204	295	t	n	ɑ	k	∅	∅	∅	T	N	A	K	∅	∅	∅	1	4	7	1	∅	∅	∅																																													296	-	-	-	k	∅	∅	∅	_	_	_	K	∅	∅	∅	0	0	0	1	∅	∅	∅
1	0.1000	10	1.0000	1208	297	b	∅	∅	∅	r	ɑ	n	P	∅	∅	∅	R	A	N	1	∅	∅	∅	5	7	4																																													298	b	∅	∅	∅	r	ɛ	n	P	∅	∅	∅	R	E	N	1	∅	∅	∅	5	7	4
2	0.2000	9	0.9000	1208	297	r	b	∅	∅	ɑ	n	t	R	P	∅	∅	A	N	T	5	1	∅	∅	7	4	1																																													298	r	b	∅	∅	ɛ	n	-	R	P	∅	∅	E	N	_	5	1	∅	∅	7	4	0
3	0.3000	8	0.8000	1208	297	ɑ	r	b	∅	n	t	+	A	R	P	∅	N	T	_	7	5	1	∅	4	1	0																																													298	ɛ	r	b	∅	n	-	+	E	R	P	∅	N	_	_	7	5	1	∅	4	0	0
4	0.4000	7	0.7000	1208	297	n	ɑ	r	b	t	+	h	N	A	R	P	T	_	H	4	7	5	1	1	0	3																																													298	n	ɛ	r	b	-	+	h	N	E	R	P	_	_	H	4	7	5	1	0	0	3
5	0.5000	6	0.6000	1208	297	t	n	ɑ	r	+	h	ɑu	T	N	A	R	_	H	A	1	4	7	5	0	3	7																																													298	-	n	ɛ	r	+	h	ɔ	_	N	E	R	_	H	U	0	4	7	5	0	3	7
6	0.6000	5	0.5000	1208	297	+	t	n	ɑ	h	ɑu	-	_	T	N	A	H	A	_	0	1	4	7	3	7	0																																													298	+	-	n	ɛ	h	ɔ	l	_	_	N	E	H	U	L	0	0	4	7	3	7	5
7	0.7000	4	0.4000	1208	297	h	+	t	n	ɑu	-	t	H	_	T	N	A	_	T	3	0	1	4	7	0	1																																													298	h	+	-	n	ɔ	l	ts	H	_	_	N	U	L	C	3	0	0	4	7	5	2
8	0.8000	3	0.3000	1208	297	ɑu	h	+	t	-	t	∅	A	H	_	T	_	T	∅	7	3	0	1	0	1	∅																																													298	ɔ	h	+	-	l	ts	∅	U	H	_	_	L	C	∅	7	3	0	0	5	2	∅
9	0.9000	2	0.2000	1208	297	-	ɑu	h	+	t	∅	∅	_	A	H	_	T	∅	∅	0	7	3	0	1	∅	∅																																													298	l	ɔ	h	+	ts	∅	∅	L	U	H	_	C	∅	∅	5	7	3	0	2	∅	∅
10	1.0000	1	0.1000	1208	297	t	-	ɑu	h	∅	∅	∅	T	_	A	H	∅	∅	∅	1	0	7	3	∅	∅	∅																																													298	ts	l	ɔ	h	∅	∅	∅	C	L	U	H	∅	∅	∅	2	5	7	3	∅	∅	∅
1	0.3333	3	1.0000	1212	299	r	∅	∅	∅	oː	k	∅	R	∅	∅	∅	U	K	∅	5	∅	∅	∅	7	1	∅																																													300	r	∅	∅	∅	au	x	∅	R	∅	∅	∅	A	G	∅	5	∅	∅	∅	7	3	∅
2	0.6667	2	0.6667	1212	299	oː	r	∅	∅	k	∅	∅	U	R	∅	∅	K	∅	∅	7	5	∅	∅	1	∅	∅																																													300	au	r	∅	∅	x	∅	∅	A	R	∅	∅	G	∅	∅	7	5	∅	∅	3	∅	∅
3	1.0000	1	0.3333	1212	299	k	oː	r	∅	∅	∅	∅	K	U	R	∅	∅	∅	∅	1	7	5	∅	∅	∅	∅																																													300	x	au	r	∅	∅	∅	∅	G	A	R	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅
1	0.1111	9	1.0000	1222	301	aː	∅	∅	∅	n	+	s	A	∅	∅	∅	N	_	S	7	∅	∅	∅	4	0	3																																													302	a	∅	∅	∅	n	+	ʃ	A	∅	∅	∅	N	_	S	7	∅	∅	∅	4	0	3
2	0.2222	8	0.8889	1222	301	n	aː	∅	∅	+	s	t	N	A	∅	∅	_	S	T	4	7	∅	∅	0	3	1																																													302	n	a	∅	∅	+	ʃ	t	N	A	∅	∅	_	S	T	4	7	∅	∅	0	3	1
3	0.3333	7	0.7778	1222	301	+	n	aː	∅	s	t	eː	_	N	A	∅	S	T	E	0	4	7	∅	3	1	7																																													302	+	n	a	∅	ʃ	t	ɛ	_	N	A	∅	S	T	E	0	4	7	∅	3	1	7
4	0.4444	6	0.6667	1222	301	s	+	n	aː	t	eː	k	S	_	N	A	T	E	K	3	0	4	7	1	7	1																																													302	ʃ	+	n	a	t	ɛ	k	S	_	N	A	T	E	K	3	0	4	7	1	7	1
5	0.5556	5	0.5556	1222	301	t	s	+	n	eː	k	ə	T	S	_	N	E	K	E	1	3	0	4	7	1	7																																													302	t	ʃ	+	n	ɛ	k	ə	T	S	_	N	E	K	E	1	3	0	4	7	1	7
6	0.6667	4	0.4444	1222	301	eː	t	s	+	k	ə	-	E	T	S	_	K	E	_	7	1	3	0	1	7	0																																													302	ɛ	t	ʃ	+	k	ə	n	E	T	S	_	K	E	N	7	1	3	0	1	7	4
7	0.7778	3	0.3333	1222	301	k	eː	t	s	ə	-	∅	K	E	T	S	E	_	∅	1	7	1	3	7	0	∅																																													302	k	ɛ	t	ʃ	ə	n	∅	K	E	T	S	E	N	∅	1	7	1	3	7	4	∅
8	0.8889	2	0.2222	1222	301	ə	k	eː	t	-	∅	∅	E	K	E	T	_	∅	∅	7	1	7	1	0	∅	∅																																													302	ə	k	ɛ	t	n	∅	∅	E	K	E	T	N	∅	∅	7	1	7	1	4	∅	∅
9	1.0000	1	0.1111	1222	301	-	ə	k	eː	∅	∅	∅	_	E	K	E	∅	∅	∅	0	7	1	7	∅	∅	∅																																													302	n	ə	k	ɛ	∅	∅	∅	N	E	K	E	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	1237	303	ɛ	∅	∅	∅	ŋ	k	ə	E	∅	∅	∅	N	K	E	7	∅	∅	∅	4	1	7	304	æ	∅	∅	∅	ŋ	k	-	E	∅	∅	∅	N	K	_	7	∅	∅	∅	4	1	0																																												
2	0.4000	4	0.8000	1237	303	ŋ	ɛ	∅	∅	k	ə	l	N	E	∅	∅	K	E	L	4	7	∅	∅	1	7	5	304	ŋ	æ	∅	∅	k	-	l̩	N	E	∅	∅	K	_	L	4	7	∅	∅	1	0	5																																												
3	0.6000	3	0.6000	1237	303	k	ŋ	ɛ	∅	ə	l	∅	K	N	E	∅	E	L	∅	1	4	7	∅	7	5	∅	304	k	ŋ	æ	∅	-	l̩	∅	K	N	E	∅	_	L	∅	1	4	7	∅	0	5	∅																																												
4	0.8000	2	0.4000	1237	303	ə	k	ŋ	ɛ	l	∅	∅	E	K	N	E	L	∅	∅	7	1	4	7	5	∅	∅	304	-	k	ŋ	æ	l̩	∅	∅	_	K	N	E	L	∅	∅	0	1	4	7	5	∅	∅																																												
5	1.0000	1	0.2000	1237	303	l	ə	k	ŋ	∅	∅	∅	L	E	K	N	∅	∅	∅	5	7	1	4	∅	∅	∅	304	l̩	-	k	ŋ	∅	∅	∅	L	_	K	N	∅	∅	∅	5	0	1	4	∅	∅	∅																																												
1	0.3333	3	1.0000	1240	305	h	∅	∅	∅	iː	l	∅	H	∅	∅	∅	I	L	∅	3	∅	∅	∅	7	5	∅	306	h	∅	∅	∅	iː	l	∅	H	∅	∅	∅	I	L	∅	3	∅	∅	∅	7	5	∅																																												
2	0.6667	2	0.6667	1240	305	iː	h	∅	∅	l	∅	∅	I	H	∅	∅	L	∅	∅	7	3	∅	∅	5	∅	∅	306	iː	h	∅	∅	l	∅	∅	I	H	∅	∅	L	∅	∅	7	3	∅	∅	5	∅	∅																																												
3	1.0000	1	0.3333	1240	305	l	iː	h	∅	∅	∅	∅	L	I	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅	306	l	iː	h	∅	∅	∅	∅	L	I	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																																												
1	0.1000	10	1.0000	1245	307	s	∅	∅	∅	x	oː	r	S	∅	∅	∅	G	U	R	3	∅	∅	∅	3	7	5																																													308	ʃ	∅	∅	∅	-	ɔ	r	S	∅	∅	∅	_	U	R	3	∅	∅	∅	0	7	5
2	0.2000	9	0.9000	1245	307	x	s	∅	∅	oː	r	-	G	S	∅	∅	U	R	_	3	3	∅	∅	7	5	0																																													308	-	ʃ	∅	∅	ɔ	r	n	_	S	∅	∅	U	R	N	0	3	∅	∅	7	5	4
3	0.3000	8	0.8000	1245	307	oː	x	s	∅	r	-	+	U	G	S	∅	R	_	_	7	3	3	∅	5	0	0																																													308	ɔ	-	ʃ	∅	r	n	+	U	_	S	∅	R	N	_	7	0	3	∅	5	4	0
4	0.4000	7	0.7000	1245	307	r	oː	x	s	-	+	s	R	U	G	S	_	_	S	5	7	3	3	0	0	3																																													308	r	ɔ	-	ʃ	n	+	ʃ	R	U	_	S	N	_	S	5	7	0	3	4	0	3
5	0.5000	6	0.6000	1245	307	-	r	oː	x	+	s	t	_	R	U	G	_	S	T	0	5	7	3	0	3	1																																													308	n	r	ɔ	-	+	ʃ	t	N	R	U	_	_	S	T	4	5	7	0	0	3	1
6	0.6000	5	0.5000	1245	307	+	-	r	oː	s	t	eː	_	_	R	U	S	T	E	0	0	5	7	3	1	7																																													308	+	n	r	ɔ	ʃ	t	ai	_	N	R	U	S	T	A	0	4	5	7	3	1	7
7	0.7000	4	0.4000	1245	307	s	+	-	r	t	eː	n	S	_	_	R	T	E	N	3	0	0	5	1	7	4																																													308	ʃ	+	n	r	t	ai	n	S	_	N	R	T	A	N	3	0	4	5	1	7	4
8	0.8000	3	0.3000	1245	307	t	s	+	-	eː	n	∅	T	S	_	_	E	N	∅	1	3	0	0	7	4	∅																																													308	t	ʃ	+	n	ai	n	∅	T	S	_	N	A	N	∅	1	3	0	4	7	4	∅
9	0.9000	2	0.2000	1245	307	eː	t	s	+	n	∅	∅	E	T	S	_	N	∅	∅	7	1	3	0	4	∅	∅																																													308	ai	t	ʃ	+	n	∅	∅	A	T	S	_	N	∅	∅	7	1	3	0	4	∅	∅
10	1.0000	1	0.1000	1245	307	n	eː	t	s	∅	∅	∅	N	E	T	S	∅	∅	∅	4	7	1	3	∅	∅	∅																																													308	n	ai	t	ʃ	∅	∅	∅	N	A	T	S	∅	∅	∅	4	7	1	3	∅	∅	∅
1	0.1000	10	1.0000	1248	309	m	∅	∅	∅	ɪ	d	ɑ	M	∅	∅	∅	I	T	A	4	∅	∅	∅	7	1	7																																													310	m	∅	∅	∅	ɪ	t	aː	M	∅	∅	∅	I	T	A	4	∅	∅	∅	7	1	7
2	0.2000	9	0.9000	1248	309	ɪ	m	∅	∅	d	ɑ	ɣ	I	M	∅	∅	T	A	G	7	4	∅	∅	1	7	3																																													310	ɪ	m	∅	∅	t	aː	k	I	M	∅	∅	T	A	K	7	4	∅	∅	1	7	1
3	0.3000	8	0.8000	1248	309	d	ɪ	m	∅	ɑ	ɣ	+	T	I	M	∅	A	G	_	1	7	4	∅	7	3	0																																													310	t	ɪ	m	∅	aː	k	+	T	I	M	∅	A	K	_	1	7	4	∅	7	1	0
4	0.4000	7	0.7000	1248	309	ɑ	d	ɪ	m	ɣ	+	eː	A	T	I	M	G	_	E	7	1	7	4	3	0	7																																													310	aː	t	ɪ	m	k	+	ɛ	A	T	I	M	K	_	E	7	1	7	4	1	0	7
5	0.5000	6	0.6000	1248	309	ɣ	ɑ	d	ɪ	+	eː	t	G	A	T	I	_	E	T	3	7	1	7	0	7	1																																													310	k	aː	t	ɪ	+	ɛ	s	K	A	T	I	_	E	S	1	7	1	7	0	7	3
6	0.6000	5	0.5000	1248	309	+	ɣ	ɑ	d	eː	t	ə	_	G	A	T	E	T	E	0	3	7	1	7	1	7																																													310	+	k	aː	t	ɛ	s	ə	_	K	A	T	E	S	E	0	1	7	1	7	3	7
7	0.7000	4	0.4000	1248	309	eː	+	ɣ	ɑ	t	ə	-	E	_	G	A	T	E	_	7	0	3	7	1	7	0																																													310	ɛ	+	k	aː	s	ə	n	E	_	K	A	S	E	N	7	0	1	7	3	7	4
8	0.8000	3	0.3000	1248	309	t	eː	+	ɣ	ə	-	∅	T	E	_	G	E	_	∅	1	7	0	3	7	0	∅																																													310	s	ɛ	+	k	ə	n	∅	S	E	_	K	E	N	∅	3	7	0	1	7	4	∅
9	0.9000	2	0.2000	1248	309	ə	t	eː	+	-	∅	∅	E	T	E	_	_	∅	∅	7	1	7	0	0	∅	∅																																													310	ə	s	ɛ	+	n	∅	∅	E	S	E	_	N	∅	∅	7	3	7	0	4	∅	∅
10	1.0000	1	0.1000	1248	309	-	ə	t	eː	∅	∅	∅	_	E	T	E	∅	∅	∅	0	7	1	7	∅	∅	∅																																													310	n	ə	s	ɛ	∅	∅	∅	N	E	S	E	∅	∅	∅	4	7	3	7	∅	∅	∅
1	0.2500	4	1.0000	1254	311	h	∅	∅	∅	aː	r	t	H	∅	∅	∅	A	R	T	3	∅	∅	∅	7	5	1																																													312	h	∅	∅	∅	eː	r	t	H	∅	∅	∅	E	R	T	3	∅	∅	∅	7	5	1
2	0.5000	3	0.7500	1254	311	aː	h	∅	∅	r	t	∅	A	H	∅	∅	R	T	∅	7	3	∅	∅	5	1	∅																																													312	eː	h	∅	∅	r	t	∅	E	H	∅	∅	R	T	∅	7	3	∅	∅	5	1	∅
3	0.7500	2	0.5000	1254	311	r	aː	h	∅	t	∅	∅	R	A	H	∅	T	∅	∅	5	7	3	∅	1	∅	∅																																													312	r	eː	h	∅	t	∅	∅	R	E	H	∅	T	∅	∅	5	7	3	∅	1	∅	∅
4	1.0000	1	0.2500	1254	311	t	r	aː	h	∅	∅	∅	T	R	A	H	∅	∅	∅	1	5	7	3	∅	∅	∅																																													312	t	r	eː	h	∅	∅	∅	T	R	E	H	∅	∅	∅	1	5	7	3	∅	∅	∅
1	0.1000	10	1.0000	1255	313	aː	∅	∅	∅	v	ɔ	n	A	∅	∅	∅	B	U	N	7	∅	∅	∅	3	7	4																																													314	aː	∅	∅	∅	b	ə	n	A	∅	∅	∅	P	E	N	7	∅	∅	∅	1	7	4
2	0.2000	9	0.9000	1255	313	v	aː	∅	∅	ɔ	n	d	B	A	∅	∅	U	N	T	3	7	∅	∅	7	4	1																																													314	b	aː	∅	∅	ə	n	t	P	A	∅	∅	E	N	T	1	7	∅	∅	7	4	1
3	0.3000	8	0.8000	1255	313	ɔ	v	aː	∅	n	d	+	U	B	A	∅	N	T	_	7	3	7	∅	4	1	0																																													314	ə	b	aː	∅	n	t	+	E	P	A	∅	N	T	_	7	1	7	∅	4	1	0
4	0.4000	7	0.7000	1255	313	n	ɔ	v	aː	d	+	eː	N	U	B	A	T	_	E	4	7	3	7	1	0	7																																													314	n	ə	b	aː	t	+	ɛ	N	E	P	A	T	_	E	4	7	1	7	1	0	7
5	0.5000	6	0.6000	1255	313	d	n	ɔ	v	+	eː	t	T	N	U	B	_	E	T	1	4	7	3	0	7	1																																													314	t	n	ə	b	+	ɛ	s	T	N	E	P	_	E	S	1	4	7	1	0	7	3
6	0.6000	5	0.5000	1255	313	+	d	n	ɔ	eː	t	ə	_	T	N	U	E	T	E	0	1	4	7	7	1	7																																													314	+	t	n	ə	ɛ	s	ə	_	T	N	E	E	S	E	0	1	4	7	7	3	7
7	0.7000	4	0.4000	1255	313	eː	+	d	n	t	ə	-	E	_	T	N	T	E	_	7	0	1	4	1	7	0																																													314	ɛ	+	t	n	s	ə	n	E	_	T	N	S	E	N	7	0	1	4	3	7	4
8	0.8000	3	0.3000	1255	313	t	eː	+	d	ə	-	∅	T	E	_	T	E	_	∅	1	7	0	1	7	0	∅																																													314	s	ɛ	+	t	ə	n	∅	S	E	_	T	E	N	∅	3	7	0	1	7	4	∅
9	0.9000	2	0.2000	1255	313	ə	t	eː	+	-	∅	∅	E	T	E	_	_	∅	∅	7	1	7	0	0	∅	∅																																													314	ə	s	ɛ	+	n	∅	∅	E	S	E	_	N	∅	∅	7	3	7	0	4	∅	∅
10	1.0000	1	0.1000	1255	313	-	ə	t	eː	∅	∅	∅	_	E	T	E	∅	∅	∅	0	7	1	7	∅	∅	∅																																													314	n	ə	s	ɛ	∅	∅	∅	N	E	S	E	∅	∅	∅	4	7	3	7	∅	∅	∅
1	0.1000	10	1.0000	1260	315	aː	∅	∅	∅	v	ɔ	n	A	∅	∅	∅	B	U	N	7	∅	∅	∅	3	7	4																																													316	aː	∅	∅	∅	b	ə	n	A	∅	∅	∅	P	E	N	7	∅	∅	∅	1	7	4
2	0.2000	9	0.9000	1260	315	v	aː	∅	∅	ɔ	n	d	B	A	∅	∅	U	N	T	3	7	∅	∅	7	4	1																																													316	b	aː	∅	∅	ə	n	t	P	A	∅	∅	E	N	T	1	7	∅	∅	7	4	1
3	0.3000	8	0.8000	1260	315	ɔ	v	aː	∅	n	d	+	U	B	A	∅	N	T	_	7	3	7	∅	4	1	0																																													316	ə	b	aː	∅	n	t	+	E	P	A	∅	N	T	_	7	1	7	∅	4	1	0
