index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
3	0.7500	2	0.5000	264	372	ʔ	ɔ	m	∅	⁴³	∅	∅	H	U	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅																							373	ʔ	ɔ	m	∅	⁴	∅	∅	H	U	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅																							374	ʔ	o	m	∅	³¹	∅	∅	H	U	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅	375	k	a	m	∅	-	∅	∅	K	A	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅																						
4	1.0000	1	0.2500	264	372	⁴³	ʔ	ɔ	m	∅	∅	∅	_	H	U	M	∅	∅	∅	0	1	7	4	∅	∅	∅																							373	⁴	ʔ	ɔ	m	∅	∅	∅	_	H	U	M	∅	∅	∅	0	1	7	4	∅	∅	∅																							374	³¹	ʔ	o	m	∅	∅	∅	_	H	U	M	∅	∅	∅	0	1	7	4	∅	∅	∅	375	-	k	a	m	∅	∅	∅	_	K	A	M	∅	∅	∅	0	1	7	4	∅	∅	∅																						
1	0.2500	4	1.0000	265																																																																			376	ʔ	∅	∅	∅	o	k	⁴²	H	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0																																													377	ʔ	∅	∅	∅	a̰u	-	⁵³	H	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	265																																																																			376	o	ʔ	∅	∅	k	⁴²	∅	U	H	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																																													377	a̰u	ʔ	∅	∅	-	⁵³	∅	A	H	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	265																																																																			376	k	o	ʔ	∅	⁴²	∅	∅	K	U	H	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																													377	-	a̰u	ʔ	∅	⁵³	∅	∅	_	A	H	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	265																																																																			376	⁴²	k	o	ʔ	∅	∅	∅	_	K	U	H	∅	∅	∅	0	1	7	1	∅	∅	∅																																													377	⁵³	-	a̰u	ʔ	∅	∅	∅	_	_	A	H	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.2500	4	1.0000	266	378	j	∅	∅	∅	ɛ̰	n	⁴	J	∅	∅	∅	E	N	_	6	∅	∅	∅	7	4	0																							379	j	∅	∅	∅	o	k	³	J	∅	∅	∅	U	K	_	6	∅	∅	∅	7	1	0	380	j	∅	∅	∅	a̰	m	³²	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0																																													381	j	∅	∅	∅	a̰	ŋ	³	J	∅	∅	∅	A	N	_	6	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	266	378	ɛ̰	j	∅	∅	n	⁴	∅	E	J	∅	∅	N	_	∅	7	6	∅	∅	4	0	∅																							379	o	j	∅	∅	k	³	∅	U	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅	380	a̰	j	∅	∅	m	³²	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅																																													381	a̰	j	∅	∅	ŋ	³	∅	A	J	∅	∅	N	_	∅	7	6	∅	∅	4	0	∅
3	0.7500	2	0.5000	266	378	n	ɛ̰	j	∅	⁴	∅	∅	N	E	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																							379	k	o	j	∅	³	∅	∅	K	U	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	380	m	a̰	j	∅	³²	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																																													381	ŋ	a̰	j	∅	³	∅	∅	N	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅
4	1.0000	1	0.2500	266	378	⁴	n	ɛ̰	j	∅	∅	∅	_	N	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							379	³	k	o	j	∅	∅	∅	_	K	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	380	³²	m	a̰	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																													381	³	ŋ	a̰	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅
1	0.2500	4	1.0000	267	382	s	∅	∅	∅	ai	n	⁴³	S	∅	∅	∅	A	N	_	3	∅	∅	∅	7	4	0																																													383	s	∅	∅	∅	a	ŋ	²¹	S	∅	∅	∅	A	N	_	3	∅	∅	∅	7	4	0																																																																		
2	0.5000	3	0.7500	267	382	ai	s	∅	∅	n	⁴³	∅	A	S	∅	∅	N	_	∅	7	3	∅	∅	4	0	∅																																													383	a	s	∅	∅	ŋ	²¹	∅	A	S	∅	∅	N	_	∅	7	3	∅	∅	4	0	∅																																																																		
3	0.7500	2	0.5000	267	382	n	ai	s	∅	⁴³	∅	∅	N	A	S	∅	_	∅	∅	4	7	3	∅	0	∅	∅																																													383	ŋ	a	s	∅	²¹	∅	∅	N	A	S	∅	_	∅	∅	4	7	3	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	267	382	⁴³	n	ai	s	∅	∅	∅	_	N	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅																																													383	²¹	ŋ	a	s	∅	∅	∅	_	N	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅																																																																		
1	0.2500	4	1.0000	268	384	pʰ	∅	∅	∅	ɔ	ʔ	³¹	P	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0																																													385	pʰ	∅	∅	∅	o	-	³	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0																																																																		
2	0.5000	3	0.7500	268	384	ɔ	pʰ	∅	∅	ʔ	³¹	∅	U	P	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																																													385	o	pʰ	∅	∅	-	³	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																																																		
3	0.7500	2	0.5000	268	384	ʔ	ɔ	pʰ	∅	³¹	∅	∅	H	U	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																													385	-	o	pʰ	∅	³	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	268	384	³¹	ʔ	ɔ	pʰ	∅	∅	∅	_	H	U	P	∅	∅	∅	0	1	7	1	∅	∅	∅																																													385	³	-	o	pʰ	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	269																							386	l	∅	∅	∅	o	ŋ	³	L	∅	∅	∅	U	N	_	5	∅	∅	∅	7	4	0																																													387	l	∅	∅	∅	o	-	⁵⁵	L	∅	∅	∅	U	_	_	5	∅	∅	∅	7	0	0	388	l	∅	∅	∅	a	ŋ	-	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0	389	l	∅	∅	∅	a	ŋ	⁵³	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	269																							386	o	l	∅	∅	ŋ	³	∅	U	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																																													387	o	l	∅	∅	-	⁵⁵	∅	U	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	388	a	l	∅	∅	ŋ	-	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	389	a	l	∅	∅	ŋ	⁵³	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅
3	0.7500	2	0.5000	269																							386	ŋ	o	l	∅	³	∅	∅	N	U	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																																													387	-	o	l	∅	⁵⁵	∅	∅	_	U	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	388	ŋ	a	l	∅	-	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	389	ŋ	a	l	∅	⁵³	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	269																							386	³	ŋ	o	l	∅	∅	∅	_	N	U	L	∅	∅	∅	0	4	7	5	∅	∅	∅																																													387	⁵⁵	-	o	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅	388	-	ŋ	a	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅	389	⁵³	ŋ	a	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅
1	0.2000	5	1.0000	276	390	d	∅	∅	∅	j	ɛ	n	T	∅	∅	∅	J	E	N	1	∅	∅	∅	6	7	4	391	p	∅	∅	∅	w	i	-	P	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0	392	b	∅	∅	∅	j	e	ŋ	P	∅	∅	∅	J	E	N	1	∅	∅	∅	6	7	4	393	b	∅	∅	∅	j	ɪ	n	P	∅	∅	∅	J	I	N	1	∅	∅	∅	6	7	4																																																																		
2	0.4000	4	0.8000	276	390	j	d	∅	∅	ɛ	n	³¹	J	T	∅	∅	E	N	_	6	1	∅	∅	7	4	0	391	w	p	∅	∅	i	-	³	W	P	∅	∅	I	_	_	6	1	∅	∅	7	0	0	392	j	b	∅	∅	e	ŋ	⁵³	J	P	∅	∅	E	N	_	6	1	∅	∅	7	4	0	393	j	b	∅	∅	ɪ	n	²¹	J	P	∅	∅	I	N	_	6	1	∅	∅	7	4	0																																																																		
3	0.6000	3	0.6000	276	390	ɛ	j	d	∅	n	³¹	∅	E	J	T	∅	N	_	∅	7	6	1	∅	4	0	∅	391	i	w	p	∅	-	³	∅	I	W	P	∅	_	_	∅	7	6	1	∅	0	0	∅	392	e	j	b	∅	ŋ	⁵³	∅	E	J	P	∅	N	_	∅	7	6	1	∅	4	0	∅	393	ɪ	j	b	∅	n	²¹	∅	I	J	P	∅	N	_	∅	7	6	1	∅	4	0	∅																																																																		
4	0.8000	2	0.4000	276	390	n	ɛ	j	d	³¹	∅	∅	N	E	J	T	_	∅	∅	4	7	6	1	0	∅	∅	391	-	i	w	p	³	∅	∅	_	I	W	P	_	∅	∅	0	7	6	1	0	∅	∅	392	ŋ	e	j	b	⁵³	∅	∅	N	E	J	P	_	∅	∅	4	7	6	1	0	∅	∅	393	n	ɪ	j	b	²¹	∅	∅	N	I	J	P	_	∅	∅	4	7	6	1	0	∅	∅																																																																		
5	1.0000	1	0.2000	276	390	³¹	n	ɛ	j	∅	∅	∅	_	N	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅	391	³	-	i	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅	392	⁵³	ŋ	e	j	∅	∅	∅	_	N	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅	393	²¹	n	ɪ	j	∅	∅	∅	_	N	I	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																																																		
1	0.2500	4	1.0000	280	394	kʰ	∅	∅	∅	au	-	³	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																							395	g	∅	∅	∅	o	ŋ	⁵¹	K	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0	396	kʰ	∅	∅	∅	au	ŋ	²	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	397	kʰ	∅	∅	∅	ə	-	-	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																																												
2	0.5000	3	0.7500	280	394	au	kʰ	∅	∅	-	³	∅	A	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							395	o	g	∅	∅	ŋ	⁵¹	∅	U	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	396	au	kʰ	∅	∅	ŋ	²	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	397	ə	kʰ	∅	∅	-	-	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																												
3	0.7500	2	0.5000	280	394	-	au	kʰ	∅	³	∅	∅	_	A	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							395	ŋ	o	g	∅	⁵¹	∅	∅	N	U	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	396	ŋ	au	kʰ	∅	²	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	397	-	ə	kʰ	∅	-	∅	∅	_	E	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	280	394	³	-	au	kʰ	∅	∅	∅	_	_	A	K	∅	∅	∅	0	0	7	1	∅	∅	∅																							395	⁵¹	ŋ	o	g	∅	∅	∅	_	N	U	K	∅	∅	∅	0	4	7	1	∅	∅	∅	396	²	ŋ	au	kʰ	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅	397	-	-	ə	kʰ	∅	∅	∅	_	_	E	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																												
1	0.2500	4	1.0000	282	398	l	∅	∅	∅	ṵ	-	³	L	∅	∅	∅	Y	_	_	5	∅	∅	∅	7	0	0																																																																			399	ɹ	∅	∅	∅	i	-	³¹	R	∅	∅	∅	I	_	_	5	∅	∅	∅	7	0	0	400	l	∅	∅	∅	a	m	-	L	∅	∅	∅	A	M	_	5	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	282	398	ṵ	l	∅	∅	-	³	∅	Y	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																																																																			399	i	ɹ	∅	∅	-	³¹	∅	I	R	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	400	a	l	∅	∅	m	-	∅	A	L	∅	∅	M	_	∅	7	5	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	282	398	-	ṵ	l	∅	³	∅	∅	_	Y	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																																																			399	-	i	ɹ	∅	³¹	∅	∅	_	I	R	∅	_	∅	∅	0	7	5	∅	0	∅	∅	400	m	a	l	∅	-	∅	∅	M	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																						
4	1.0000	1	0.2500	282	398	³	-	ṵ	l	∅	∅	∅	_	_	Y	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																																																			399	³¹	-	i	ɹ	∅	∅	∅	_	_	I	R	∅	∅	∅	0	0	7	5	∅	∅	∅	400	-	m	a	l	∅	∅	∅	_	M	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																						
1	0.2500	4	1.0000	284																																																																			401	ɣ	∅	∅	∅	i	t	²	G	∅	∅	∅	I	T	_	3	∅	∅	∅	7	1	0																							402	ʔ	∅	∅	∅	ə	-	-	H	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	403	w	∅	∅	∅	i	-	³	W	∅	∅	∅	I	_	_	6	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	284																																																																			401	i	ɣ	∅	∅	t	²	∅	I	G	∅	∅	T	_	∅	7	3	∅	∅	1	0	∅																							402	ə	ʔ	∅	∅	-	-	∅	E	H	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	403	i	w	∅	∅	-	³	∅	I	W	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅
3	0.7500	2	0.5000	284																																																																			401	t	i	ɣ	∅	²	∅	∅	T	I	G	∅	_	∅	∅	1	7	3	∅	0	∅	∅																							402	-	ə	ʔ	∅	-	∅	∅	_	E	H	∅	_	∅	∅	0	7	1	∅	0	∅	∅	403	-	i	w	∅	³	∅	∅	_	I	W	∅	_	∅	∅	0	7	6	∅	0	∅	∅
4	1.0000	1	0.2500	284																																																																			401	²	t	i	ɣ	∅	∅	∅	_	T	I	G	∅	∅	∅	0	1	7	3	∅	∅	∅																							402	-	-	ə	ʔ	∅	∅	∅	_	_	E	H	∅	∅	∅	0	0	7	1	∅	∅	∅	403	³	-	i	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅
1	0.2000	5	1.0000	287																																													404	d	∅	∅	∅	w	a	ŋ	T	∅	∅	∅	W	A	N	1	∅	∅	∅	6	7	4																																													405	t	∅	∅	∅	-	a	ŋ	T	∅	∅	∅	_	A	N	1	∅	∅	∅	0	7	4	406	d	∅	∅	∅	-	ɔ	ŋ	T	∅	∅	∅	_	U	N	1	∅	∅	∅	0	7	4
2	0.4000	4	0.8000	287																																													404	w	d	∅	∅	a	ŋ	³¹	W	T	∅	∅	A	N	_	6	1	∅	∅	7	4	0																																													405	-	t	∅	∅	a	ŋ	-	_	T	∅	∅	A	N	_	0	1	∅	∅	7	4	0	406	-	d	∅	∅	ɔ	ŋ	³¹	_	T	∅	∅	U	N	_	0	1	∅	∅	7	4	0
3	0.6000	3	0.6000	287																																													404	a	w	d	∅	ŋ	³¹	∅	A	W	T	∅	N	_	∅	7	6	1	∅	4	0	∅																																													405	a	-	t	∅	ŋ	-	∅	A	_	T	∅	N	_	∅	7	0	1	∅	4	0	∅	406	ɔ	-	d	∅	ŋ	³¹	∅	U	_	T	∅	N	_	∅	7	0	1	∅	4	0	∅
4	0.8000	2	0.4000	287																																													404	ŋ	a	w	d	³¹	∅	∅	N	A	W	T	_	∅	∅	4	7	6	1	0	∅	∅																																													405	ŋ	a	-	t	-	∅	∅	N	A	_	T	_	∅	∅	4	7	0	1	0	∅	∅	406	ŋ	ɔ	-	d	³¹	∅	∅	N	U	_	T	_	∅	∅	4	7	0	1	0	∅	∅
5	1.0000	1	0.2000	287																																													404	³¹	ŋ	a	w	∅	∅	∅	_	N	A	W	∅	∅	∅	0	4	7	6	∅	∅	∅																																													405	-	ŋ	a	-	∅	∅	∅	_	N	A	_	∅	∅	∅	0	4	7	0	∅	∅	∅	406	³¹	ŋ	ɔ	-	∅	∅	∅	_	N	U	_	∅	∅	∅	0	4	7	0	∅	∅	∅
1	0.2500	4	1.0000	288	407	b	∅	∅	∅	ai	ʔ	⁴¹	P	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0																																																																																									408	p	∅	∅	∅	au	k	-	P	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0																						
2	0.5000	3	0.7500	288	407	ai	b	∅	∅	ʔ	⁴¹	∅	A	P	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																																																																																									408	au	p	∅	∅	k	-	∅	A	P	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																						
3	0.7500	2	0.5000	288	407	ʔ	ai	b	∅	⁴¹	∅	∅	H	A	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																																																																									408	k	au	p	∅	-	∅	∅	K	A	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	288	407	⁴¹	ʔ	ai	b	∅	∅	∅	_	H	A	P	∅	∅	∅	0	1	7	1	∅	∅	∅																																																																																									408	-	k	au	p	∅	∅	∅	_	K	A	P	∅	∅	∅	0	1	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	290	409	dʒ	∅	∅	∅	ei	-	³¹	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																							410	g	∅	∅	∅	e	-	⁵	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	411	g	∅	∅	∅	i	t	³	K	∅	∅	∅	I	T	_	1	∅	∅	∅	7	1	0																																													412	g	∅	∅	∅	i	-	⁴³	K	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	290	409	ei	dʒ	∅	∅	-	³¹	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							410	e	g	∅	∅	-	⁵	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	411	i	g	∅	∅	t	³	∅	I	K	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅																																													412	i	g	∅	∅	-	⁴³	∅	I	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	290	409	-	ei	dʒ	∅	³¹	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							410	-	e	g	∅	⁵	∅	∅	_	E	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	411	t	i	g	∅	³	∅	∅	T	I	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																													412	-	i	g	∅	⁴³	∅	∅	_	I	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	290	409	³¹	-	ei	dʒ	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅																							410	⁵	-	e	g	∅	∅	∅	_	_	E	K	∅	∅	∅	0	0	7	1	∅	∅	∅	411	³	t	i	g	∅	∅	∅	_	T	I	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																													412	⁴³	-	i	g	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.3333	3	1.0000	291	413	dʒ	∅	∅	∅	ə̰	³	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	414	tsʰ	∅	∅	∅	i	-	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																													415	tʰ	∅	∅	∅	o	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							416	tsʰ	∅	∅	∅	ə	⁵⁴	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	291	413	ə̰	dʒ	∅	∅	³	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	414	i	tsʰ	∅	∅	-	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													415	o	tʰ	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							416	ə	tsʰ	∅	∅	⁵⁴	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	291	413	³	ə̰	dʒ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	414	-	i	tsʰ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													415	⁵⁵	o	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							416	⁵⁴	ə	tsʰ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.2500	4	1.0000	292	417	tʰ	∅	∅	∅	a	n	³	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							418	tʰ	∅	∅	∅	ãɪ	-	⁵²	T	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0	419	tʰ	∅	∅	∅	ɪ	n	⁴¹	T	∅	∅	∅	I	N	_	1	∅	∅	∅	7	4	0																																													420	tʃʰ	∅	∅	∅	ə	-	⁴	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	292	417	a	tʰ	∅	∅	n	³	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							418	ãɪ	tʰ	∅	∅	-	⁵²	∅	A	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	419	ɪ	tʰ	∅	∅	n	⁴¹	∅	I	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																													420	ə	tʃʰ	∅	∅	-	⁴	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	292	417	n	a	tʰ	∅	³	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							418	-	ãɪ	tʰ	∅	⁵²	∅	∅	_	A	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	419	n	ɪ	tʰ	∅	⁴¹	∅	∅	N	I	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																													420	-	ə	tʃʰ	∅	⁴	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅
