index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
1	0.2500	4	1.0000	239	843	n	∅	∅	∅	a	m	³¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0																							844	n	∅	∅	∅	a	m	³¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	845	n	∅	∅	∅	ɛ	-	³	N	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0																							846	n	∅	∅	∅	a	m	-	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	847	n	∅	∅	∅	a	m	³²	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	239	843	a	n	∅	∅	m	³¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																							844	a	n	∅	∅	m	³¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅	845	ɛ	n	∅	∅	-	³	∅	E	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							846	a	n	∅	∅	m	-	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅	847	a	n	∅	∅	m	³²	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅
3	0.7500	2	0.5000	239	843	m	a	n	∅	³¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							844	m	a	n	∅	³¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅	845	-	ɛ	n	∅	³	∅	∅	_	E	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							846	m	a	n	∅	-	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅	847	m	a	n	∅	³²	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅
4	1.0000	1	0.2500	239	843	³¹	m	a	n	∅	∅	∅	_	M	A	N	∅	∅	∅	0	4	7	4	∅	∅	∅																							844	³¹	m	a	n	∅	∅	∅	_	M	A	N	∅	∅	∅	0	4	7	4	∅	∅	∅	845	³	-	ɛ	n	∅	∅	∅	_	_	E	N	∅	∅	∅	0	0	7	4	∅	∅	∅																							846	-	m	a	n	∅	∅	∅	_	M	A	N	∅	∅	∅	0	4	7	4	∅	∅	∅	847	³²	m	a	n	∅	∅	∅	_	M	A	N	∅	∅	∅	0	4	7	4	∅	∅	∅
1	0.2500	4	1.0000	240																																													848	tʃʰ	∅	∅	∅	a	m	⁵⁴	T	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0	849	tʃʰ	∅	∅	∅	e	-	⁴²	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																																													850	tʃʰ	∅	∅	∅	a	m	³²	T	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	240																																													848	a	tʃʰ	∅	∅	m	⁵⁴	∅	A	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	849	e	tʃʰ	∅	∅	-	⁴²	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													850	a	tʃʰ	∅	∅	m	³²	∅	A	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	240																																													848	m	a	tʃʰ	∅	⁵⁴	∅	∅	M	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	849	-	e	tʃʰ	∅	⁴²	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													850	m	a	tʃʰ	∅	³²	∅	∅	M	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	240																																													848	⁵⁴	m	a	tʃʰ	∅	∅	∅	_	M	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅	849	⁴²	-	e	tʃʰ	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅																																													850	³²	m	a	tʃʰ	∅	∅	∅	_	M	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.3333	3	1.0000	241	851	ʃ	∅	∅	∅	ɔ	⁵	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅																							852	ʃ	∅	∅	∅	u	⁵	∅	S	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅	853	ʃ	∅	∅	∅	ɔ	³²	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅	854	ʃ	∅	∅	∅	a	³¹	∅	S	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅	855	s	∅	∅	∅	aː	-	∅	S	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅	856	ʃ	∅	∅	∅	ɔ	³¹	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	241	851	ɔ	ʃ	∅	∅	⁵	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							852	u	ʃ	∅	∅	⁵	∅	∅	Y	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	853	ɔ	ʃ	∅	∅	³²	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	854	a	ʃ	∅	∅	³¹	∅	∅	A	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	855	aː	s	∅	∅	-	∅	∅	A	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	856	ɔ	ʃ	∅	∅	³¹	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	241	851	⁵	ɔ	ʃ	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							852	⁵	u	ʃ	∅	∅	∅	∅	_	Y	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	853	³²	ɔ	ʃ	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	854	³¹	a	ʃ	∅	∅	∅	∅	_	A	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	855	-	aː	s	∅	∅	∅	∅	_	A	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	856	³¹	ɔ	ʃ	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.2500	4	1.0000	242	857	tsʰ	∅	∅	∅	ɨu	-	³	C	∅	∅	∅	I	_	_	2	∅	∅	∅	7	0	0																							858	tsʰ	∅	∅	∅	u	-	³²	C	∅	∅	∅	Y	_	_	2	∅	∅	∅	7	0	0	859	tsʰ	∅	∅	∅	au	-	³¹	C	∅	∅	∅	A	_	_	2	∅	∅	∅	7	0	0	860	ʃ	∅	∅	∅	ai	ŋ	⁵⁵	S	∅	∅	∅	A	N	_	3	∅	∅	∅	7	4	0	861	tsʰ	∅	∅	∅	i	-	-	C	∅	∅	∅	I	_	_	2	∅	∅	∅	7	0	0																						
2	0.5000	3	0.7500	242	857	ɨu	tsʰ	∅	∅	-	³	∅	I	C	∅	∅	_	_	∅	7	2	∅	∅	0	0	∅																							858	u	tsʰ	∅	∅	-	³²	∅	Y	C	∅	∅	_	_	∅	7	2	∅	∅	0	0	∅	859	au	tsʰ	∅	∅	-	³¹	∅	A	C	∅	∅	_	_	∅	7	2	∅	∅	0	0	∅	860	ai	ʃ	∅	∅	ŋ	⁵⁵	∅	A	S	∅	∅	N	_	∅	7	3	∅	∅	4	0	∅	861	i	tsʰ	∅	∅	-	-	∅	I	C	∅	∅	_	_	∅	7	2	∅	∅	0	0	∅																						
3	0.7500	2	0.5000	242	857	-	ɨu	tsʰ	∅	³	∅	∅	_	I	C	∅	_	∅	∅	0	7	2	∅	0	∅	∅																							858	-	u	tsʰ	∅	³²	∅	∅	_	Y	C	∅	_	∅	∅	0	7	2	∅	0	∅	∅	859	-	au	tsʰ	∅	³¹	∅	∅	_	A	C	∅	_	∅	∅	0	7	2	∅	0	∅	∅	860	ŋ	ai	ʃ	∅	⁵⁵	∅	∅	N	A	S	∅	_	∅	∅	4	7	3	∅	0	∅	∅	861	-	i	tsʰ	∅	-	∅	∅	_	I	C	∅	_	∅	∅	0	7	2	∅	0	∅	∅																						
4	1.0000	1	0.2500	242	857	³	-	ɨu	tsʰ	∅	∅	∅	_	_	I	C	∅	∅	∅	0	0	7	2	∅	∅	∅																							858	³²	-	u	tsʰ	∅	∅	∅	_	_	Y	C	∅	∅	∅	0	0	7	2	∅	∅	∅	859	³¹	-	au	tsʰ	∅	∅	∅	_	_	A	C	∅	∅	∅	0	0	7	2	∅	∅	∅	860	⁵⁵	ŋ	ai	ʃ	∅	∅	∅	_	N	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅	861	-	-	i	tsʰ	∅	∅	∅	_	_	I	C	∅	∅	∅	0	0	7	2	∅	∅	∅																						
1	0.3333	3	1.0000	243	862	j	∅	∅	∅	ei	³¹	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																							863	j	∅	∅	∅	e	⁵¹	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																							864	ɹ	∅	∅	∅	i	-	∅	R	∅	∅	∅	I	_	∅	5	∅	∅	∅	7	0	∅	865	r	∅	∅	∅	e	-	∅	R	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	243	862	ei	j	∅	∅	³¹	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							863	e	j	∅	∅	⁵¹	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							864	i	ɹ	∅	∅	-	∅	∅	I	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	865	e	r	∅	∅	-	∅	∅	E	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	243	862	³¹	ei	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							863	⁵¹	e	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							864	-	i	ɹ	∅	∅	∅	∅	_	I	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	865	-	e	r	∅	∅	∅	∅	_	E	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																						
1	0.2500	4	1.0000	245																							866	p	∅	∅	∅	-	au	⁵²	P	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0	867	b	∅	∅	∅	j	e	³¹	P	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	868	b	∅	∅	∅	-	au	³¹	P	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0																																													869	b	∅	∅	∅	w	i	³²	P	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	245																							866	-	p	∅	∅	au	⁵²	∅	_	P	∅	∅	A	_	∅	0	1	∅	∅	7	0	∅	867	j	b	∅	∅	e	³¹	∅	J	P	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	868	-	b	∅	∅	au	³¹	∅	_	P	∅	∅	A	_	∅	0	1	∅	∅	7	0	∅																																													869	w	b	∅	∅	i	³²	∅	W	P	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	245																							866	au	-	p	∅	⁵²	∅	∅	A	_	P	∅	_	∅	∅	7	0	1	∅	0	∅	∅	867	e	j	b	∅	³¹	∅	∅	E	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅	868	au	-	b	∅	³¹	∅	∅	A	_	P	∅	_	∅	∅	7	0	1	∅	0	∅	∅																																													869	i	w	b	∅	³²	∅	∅	I	W	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅
4	1.0000	1	0.2500	245																							866	⁵²	au	-	p	∅	∅	∅	_	A	_	P	∅	∅	∅	0	7	0	1	∅	∅	∅	867	³¹	e	j	b	∅	∅	∅	_	E	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅	868	³¹	au	-	b	∅	∅	∅	_	A	_	P	∅	∅	∅	0	7	0	1	∅	∅	∅																																													869	³²	i	w	b	∅	∅	∅	_	I	W	P	∅	∅	∅	0	7	6	1	∅	∅	∅
1	0.2500	4	1.0000	246	870	g	∅	∅	∅	j	ɛ̰	³	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	871	k	∅	∅	∅	j	ɛ	³	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	872	k	∅	∅	∅	j	ṵ	⁵	K	∅	∅	∅	J	Y	_	1	∅	∅	∅	6	7	0	873	g	∅	∅	∅	j	œ	²	K	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0	874	x	∅	∅	∅	w	ai	-	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	875	kʰ	∅	∅	∅	dʒʷ	eː	-	K	∅	∅	∅	T	E	_	1	∅	∅	∅	1	7	0																						
2	0.5000	3	0.7500	246	870	j	g	∅	∅	ɛ̰	³	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	871	j	k	∅	∅	ɛ	³	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	872	j	k	∅	∅	ṵ	⁵	∅	J	K	∅	∅	Y	_	∅	6	1	∅	∅	7	0	∅	873	j	g	∅	∅	œ	²	∅	J	K	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅	874	w	x	∅	∅	ai	-	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅	875	dʒʷ	kʰ	∅	∅	eː	-	∅	T	K	∅	∅	E	_	∅	1	1	∅	∅	7	0	∅																						
3	0.7500	2	0.5000	246	870	ɛ̰	j	g	∅	³	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	871	ɛ	j	k	∅	³	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	872	ṵ	j	k	∅	⁵	∅	∅	Y	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	873	œ	j	g	∅	²	∅	∅	U	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	874	ai	w	x	∅	-	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅	875	eː	dʒʷ	kʰ	∅	-	∅	∅	E	T	K	∅	_	∅	∅	7	1	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	246	870	³	ɛ̰	j	g	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	871	³	ɛ	j	k	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	872	⁵	ṵ	j	k	∅	∅	∅	_	Y	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	873	²	œ	j	g	∅	∅	∅	_	U	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	874	-	ai	w	x	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅	875	-	eː	dʒʷ	kʰ	∅	∅	∅	_	E	T	K	∅	∅	∅	0	7	1	1	∅	∅	∅																						
1	0.2000	5	1.0000	247																																													876	f	∅	∅	∅	w	e	ʔ	B	∅	∅	∅	W	E	H	3	∅	∅	∅	6	7	1	877	f	∅	∅	∅	-	a	k	B	∅	∅	∅	_	A	K	3	∅	∅	∅	0	7	1																																																																		
2	0.4000	4	0.8000	247																																													876	w	f	∅	∅	e	ʔ	⁵³	W	B	∅	∅	E	H	_	6	3	∅	∅	7	1	0	877	-	f	∅	∅	a	k	⁵	_	B	∅	∅	A	K	_	0	3	∅	∅	7	1	0																																																																		
3	0.6000	3	0.6000	247																																													876	e	w	f	∅	ʔ	⁵³	∅	E	W	B	∅	H	_	∅	7	6	3	∅	1	0	∅	877	a	-	f	∅	k	⁵	∅	A	_	B	∅	K	_	∅	7	0	3	∅	1	0	∅																																																																		
4	0.8000	2	0.4000	247																																													876	ʔ	e	w	f	⁵³	∅	∅	H	E	W	B	_	∅	∅	1	7	6	3	0	∅	∅	877	k	a	-	f	⁵	∅	∅	K	A	_	B	_	∅	∅	1	7	0	3	0	∅	∅																																																																		
5	1.0000	1	0.2000	247																																													876	⁵³	ʔ	e	w	∅	∅	∅	_	H	E	W	∅	∅	∅	0	1	7	6	∅	∅	∅	877	⁵	k	a	-	∅	∅	∅	_	K	A	_	∅	∅	∅	0	1	7	0	∅	∅	∅																																																																		
1	0.2000	5	1.0000	248	878	kʰ	∅	∅	∅	j	ei	-	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																							879	kʰ	∅	∅	∅	-	ei	-	K	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0	880	kʰ	∅	∅	∅	-	i	ʔ	K	∅	∅	∅	_	I	H	1	∅	∅	∅	0	7	1																							881	kʰ	∅	∅	∅	j	eː	-	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	882	kʰ	∅	∅	∅	-	i	-	K	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0
2	0.4000	4	0.8000	248	878	j	kʰ	∅	∅	ei	-	⁵	J	K	∅	∅	E	_	_	6	1	∅	∅	7	0	0																							879	-	kʰ	∅	∅	ei	-	⁵	_	K	∅	∅	E	_	_	0	1	∅	∅	7	0	0	880	-	kʰ	∅	∅	i	ʔ	⁵⁴	_	K	∅	∅	I	H	_	0	1	∅	∅	7	1	0																							881	j	kʰ	∅	∅	eː	-	-	J	K	∅	∅	E	_	_	6	1	∅	∅	7	0	0	882	-	kʰ	∅	∅	i	-	³¹	_	K	∅	∅	I	_	_	0	1	∅	∅	7	0	0
3	0.6000	3	0.6000	248	878	ei	j	kʰ	∅	-	⁵	∅	E	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅																							879	ei	-	kʰ	∅	-	⁵	∅	E	_	K	∅	_	_	∅	7	0	1	∅	0	0	∅	880	i	-	kʰ	∅	ʔ	⁵⁴	∅	I	_	K	∅	H	_	∅	7	0	1	∅	1	0	∅																							881	eː	j	kʰ	∅	-	-	∅	E	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅	882	i	-	kʰ	∅	-	³¹	∅	I	_	K	∅	_	_	∅	7	0	1	∅	0	0	∅
4	0.8000	2	0.4000	248	878	-	ei	j	kʰ	⁵	∅	∅	_	E	J	K	_	∅	∅	0	7	6	1	0	∅	∅																							879	-	ei	-	kʰ	⁵	∅	∅	_	E	_	K	_	∅	∅	0	7	0	1	0	∅	∅	880	ʔ	i	-	kʰ	⁵⁴	∅	∅	H	I	_	K	_	∅	∅	1	7	0	1	0	∅	∅																							881	-	eː	j	kʰ	-	∅	∅	_	E	J	K	_	∅	∅	0	7	6	1	0	∅	∅	882	-	i	-	kʰ	³¹	∅	∅	_	I	_	K	_	∅	∅	0	7	0	1	0	∅	∅
5	1.0000	1	0.2000	248	878	⁵	-	ei	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							879	⁵	-	ei	-	∅	∅	∅	_	_	E	_	∅	∅	∅	0	0	7	0	∅	∅	∅	880	⁵⁴	ʔ	i	-	∅	∅	∅	_	H	I	_	∅	∅	∅	0	1	7	0	∅	∅	∅																							881	-	-	eː	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	882	³¹	-	i	-	∅	∅	∅	_	_	I	_	∅	∅	∅	0	0	7	0	∅	∅	∅
1	0.2500	4	1.0000	249	883	j	∅	∅	∅	ḛ	ḭ	⁵	J	∅	∅	∅	E	I	_	6	∅	∅	∅	7	7	0																							884	j	∅	∅	∅	ḛ	-	⁵	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0	885	ʔ	∅	∅	∅	ḭ	t	⁵	H	∅	∅	∅	I	T	_	1	∅	∅	∅	7	1	0																																													886	ʔ	∅	∅	∅	i	-	³	H	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	249	883	ḛ	j	∅	∅	ḭ	⁵	∅	E	J	∅	∅	I	_	∅	7	6	∅	∅	7	0	∅																							884	ḛ	j	∅	∅	-	⁵	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	885	ḭ	ʔ	∅	∅	t	⁵	∅	I	H	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅																																													886	i	ʔ	∅	∅	-	³	∅	I	H	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	249	883	ḭ	ḛ	j	∅	⁵	∅	∅	I	E	J	∅	_	∅	∅	7	7	6	∅	0	∅	∅																							884	-	ḛ	j	∅	⁵	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	885	t	ḭ	ʔ	∅	⁵	∅	∅	T	I	H	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																													886	-	i	ʔ	∅	³	∅	∅	_	I	H	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	249	883	⁵	ḭ	ḛ	j	∅	∅	∅	_	I	E	J	∅	∅	∅	0	7	7	6	∅	∅	∅																							884	⁵	-	ḛ	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	885	⁵	t	ḭ	ʔ	∅	∅	∅	_	T	I	H	∅	∅	∅	0	1	7	1	∅	∅	∅																																													886	³	-	i	ʔ	∅	∅	∅	_	_	I	H	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.3333	3	1.0000	250																																																																																									887	sʰ	∅	∅	∅	i	³¹	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	888	s	∅	∅	∅	eː	-	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	889	ʃ	∅	∅	∅	i	⁵³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	250																																																																																									887	i	sʰ	∅	∅	³¹	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	888	eː	s	∅	∅	-	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	889	i	ʃ	∅	∅	⁵³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	250																																																																																									887	³¹	i	sʰ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	888	-	eː	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	889	⁵³	i	ʃ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.2500	4	1.0000	251																							890	j	∅	∅	∅	au	ʔ	⁵²	J	∅	∅	∅	A	H	_	6	∅	∅	∅	7	1	0																																													891	j	∅	∅	∅	o	k	⁵⁵	J	∅	∅	∅	U	K	_	6	∅	∅	∅	7	1	0	892	j	∅	∅	∅	au	k	-	J	∅	∅	∅	A	K	_	6	∅	∅	∅	7	1	0	893	j	∅	∅	∅	u	ʔ	⁴	J	∅	∅	∅	Y	H	_	6	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	251																							890	au	j	∅	∅	ʔ	⁵²	∅	A	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅																																													891	o	j	∅	∅	k	⁵⁵	∅	U	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅	892	au	j	∅	∅	k	-	∅	A	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅	893	u	j	∅	∅	ʔ	⁴	∅	Y	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅
3	0.7500	2	0.5000	251																							890	ʔ	au	j	∅	⁵²	∅	∅	H	A	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																																													891	k	o	j	∅	⁵⁵	∅	∅	K	U	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	892	k	au	j	∅	-	∅	∅	K	A	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	893	ʔ	u	j	∅	⁴	∅	∅	H	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅
