index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
1	0.2500	4	1.0000	315	809	tʰ	∅	∅	∅	u	ŋ	⁵	T	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0																							810	tʃʰ	∅	∅	∅	a	ŋ	⁴⁵	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	811	tʃʰ	∅	∅	∅	a	-	³²	T	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0	812	ts	∅	∅	∅	i	-	⁵⁵	C	∅	∅	∅	I	_	_	2	∅	∅	∅	7	0	0																							813	tʰ	∅	∅	∅	u	ŋ	³⁴	T	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	315	809	u	tʰ	∅	∅	ŋ	⁵	∅	Y	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							810	a	tʃʰ	∅	∅	ŋ	⁴⁵	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	811	a	tʃʰ	∅	∅	-	³²	∅	A	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	812	i	ts	∅	∅	-	⁵⁵	∅	I	C	∅	∅	_	_	∅	7	2	∅	∅	0	0	∅																							813	u	tʰ	∅	∅	ŋ	³⁴	∅	Y	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	315	809	ŋ	u	tʰ	∅	⁵	∅	∅	N	Y	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							810	ŋ	a	tʃʰ	∅	⁴⁵	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	811	-	a	tʃʰ	∅	³²	∅	∅	_	A	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	812	-	i	ts	∅	⁵⁵	∅	∅	_	I	C	∅	_	∅	∅	0	7	2	∅	0	∅	∅																							813	ŋ	u	tʰ	∅	³⁴	∅	∅	N	Y	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	315	809	⁵	ŋ	u	tʰ	∅	∅	∅	_	N	Y	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							810	⁴⁵	ŋ	a	tʃʰ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅	811	³²	-	a	tʃʰ	∅	∅	∅	_	_	A	T	∅	∅	∅	0	0	7	1	∅	∅	∅	812	⁵⁵	-	i	ts	∅	∅	∅	_	_	I	C	∅	∅	∅	0	0	7	2	∅	∅	∅																							813	³⁴	ŋ	u	tʰ	∅	∅	∅	_	N	Y	T	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.2000	5	1.0000	316	814	k	∅	∅	∅	j	ḛ	ḭ	K	∅	∅	∅	J	E	I	1	∅	∅	∅	6	7	7																							815	g	∅	∅	∅	-	e	-	K	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0																																													816	k	∅	∅	∅	j	a	ɲ	K	∅	∅	∅	J	A	N	1	∅	∅	∅	6	7	4	817	g	∅	∅	∅	-	i	-	K	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0
2	0.4000	4	0.8000	316	814	j	k	∅	∅	ḛ	ḭ	³	J	K	∅	∅	E	I	_	6	1	∅	∅	7	7	0																							815	-	g	∅	∅	e	-	³¹	_	K	∅	∅	E	_	_	0	1	∅	∅	7	0	0																																													816	j	k	∅	∅	a	ɲ	-	J	K	∅	∅	A	N	_	6	1	∅	∅	7	4	0	817	-	g	∅	∅	i	-	⁵³	_	K	∅	∅	I	_	_	0	1	∅	∅	7	0	0
3	0.6000	3	0.6000	316	814	ḛ	j	k	∅	ḭ	³	∅	E	J	K	∅	I	_	∅	7	6	1	∅	7	0	∅																							815	e	-	g	∅	-	³¹	∅	E	_	K	∅	_	_	∅	7	0	1	∅	0	0	∅																																													816	a	j	k	∅	ɲ	-	∅	A	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅	817	i	-	g	∅	-	⁵³	∅	I	_	K	∅	_	_	∅	7	0	1	∅	0	0	∅
4	0.8000	2	0.4000	316	814	ḭ	ḛ	j	k	³	∅	∅	I	E	J	K	_	∅	∅	7	7	6	1	0	∅	∅																							815	-	e	-	g	³¹	∅	∅	_	E	_	K	_	∅	∅	0	7	0	1	0	∅	∅																																													816	ɲ	a	j	k	-	∅	∅	N	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅	817	-	i	-	g	⁵³	∅	∅	_	I	_	K	_	∅	∅	0	7	0	1	0	∅	∅
5	1.0000	1	0.2000	316	814	³	ḭ	ḛ	j	∅	∅	∅	_	I	E	J	∅	∅	∅	0	7	7	6	∅	∅	∅																							815	³¹	-	e	-	∅	∅	∅	_	_	E	_	∅	∅	∅	0	0	7	0	∅	∅	∅																																													816	-	ɲ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	817	⁵³	-	i	-	∅	∅	∅	_	_	I	_	∅	∅	∅	0	0	7	0	∅	∅	∅
1	0.2500	4	1.0000	317	818	m	∅	∅	∅	ɔ	t	⁴²	M	∅	∅	∅	U	T	_	4	∅	∅	∅	7	1	0																							819	m	∅	∅	∅	oi	ʔ	³	M	∅	∅	∅	U	H	_	4	∅	∅	∅	7	1	0																																																																																								
2	0.5000	3	0.7500	317	818	ɔ	m	∅	∅	t	⁴²	∅	U	M	∅	∅	T	_	∅	7	4	∅	∅	1	0	∅																							819	oi	m	∅	∅	ʔ	³	∅	U	M	∅	∅	H	_	∅	7	4	∅	∅	1	0	∅																																																																																								
3	0.7500	2	0.5000	317	818	t	ɔ	m	∅	⁴²	∅	∅	T	U	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅																							819	ʔ	oi	m	∅	³	∅	∅	H	U	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅																																																																																								
4	1.0000	1	0.2500	317	818	⁴²	t	ɔ	m	∅	∅	∅	_	T	U	M	∅	∅	∅	0	1	7	4	∅	∅	∅																							819	³	ʔ	oi	m	∅	∅	∅	_	H	U	M	∅	∅	∅	0	1	7	4	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	318																																													820	d	∅	∅	∅	z	ɔ	³	T	∅	∅	∅	S	U	_	1	∅	∅	∅	3	7	0																																																																			821	dʒ	∅	∅	∅	-	ɔ	⁵³	T	∅	∅	∅	_	U	_	1	∅	∅	∅	0	7	0
2	0.5000	3	0.7500	318																																													820	z	d	∅	∅	ɔ	³	∅	S	T	∅	∅	U	_	∅	3	1	∅	∅	7	0	∅																																																																			821	-	dʒ	∅	∅	ɔ	⁵³	∅	_	T	∅	∅	U	_	∅	0	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	318																																													820	ɔ	z	d	∅	³	∅	∅	U	S	T	∅	_	∅	∅	7	3	1	∅	0	∅	∅																																																																			821	ɔ	-	dʒ	∅	⁵³	∅	∅	U	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅
4	1.0000	1	0.2500	318																																													820	³	ɔ	z	d	∅	∅	∅	_	U	S	T	∅	∅	∅	0	7	3	1	∅	∅	∅																																																																			821	⁵³	ɔ	-	dʒ	∅	∅	∅	_	U	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.2500	4	1.0000	319	822	b	∅	∅	∅	a	n	³¹	P	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							823	b	∅	∅	∅	ãɪ	-	⁵¹	P	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0	824	b	∅	∅	∅	a	n	³¹	P	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							825	p	∅	∅	∅	a	n	-	P	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	319	822	a	b	∅	∅	n	³¹	∅	A	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							823	ãɪ	b	∅	∅	-	⁵¹	∅	A	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	824	a	b	∅	∅	n	³¹	∅	A	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							825	a	p	∅	∅	n	-	∅	A	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	319	822	n	a	b	∅	³¹	∅	∅	N	A	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							823	-	ãɪ	b	∅	⁵¹	∅	∅	_	A	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	824	n	a	b	∅	³¹	∅	∅	N	A	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							825	n	a	p	∅	-	∅	∅	N	A	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	319	822	³¹	n	a	b	∅	∅	∅	_	N	A	P	∅	∅	∅	0	4	7	1	∅	∅	∅																							823	⁵¹	-	ãɪ	b	∅	∅	∅	_	_	A	P	∅	∅	∅	0	0	7	1	∅	∅	∅	824	³¹	n	a	b	∅	∅	∅	_	N	A	P	∅	∅	∅	0	4	7	1	∅	∅	∅																							825	-	n	a	p	∅	∅	∅	_	N	A	P	∅	∅	∅	0	4	7	1	∅	∅	∅																						
1	0.2000	5	1.0000	320																																																																			826	d	∅	∅	∅	z	o	-	T	∅	∅	∅	S	U	_	1	∅	∅	∅	3	7	0																							827	-	∅	∅	∅	ʔ	a	ŋ	_	∅	∅	∅	H	A	N	0	∅	∅	∅	1	7	4	828	d	∅	∅	∅	z	a	ŋ	T	∅	∅	∅	S	A	N	1	∅	∅	∅	3	7	4
2	0.4000	4	0.8000	320																																																																			826	z	d	∅	∅	o	-	³²	S	T	∅	∅	U	_	_	3	1	∅	∅	7	0	0																							827	ʔ	-	∅	∅	a	ŋ	-	H	_	∅	∅	A	N	_	1	0	∅	∅	7	4	0	828	z	d	∅	∅	a	ŋ	³¹	S	T	∅	∅	A	N	_	3	1	∅	∅	7	4	0
3	0.6000	3	0.6000	320																																																																			826	o	z	d	∅	-	³²	∅	U	S	T	∅	_	_	∅	7	3	1	∅	0	0	∅																							827	a	ʔ	-	∅	ŋ	-	∅	A	H	_	∅	N	_	∅	7	1	0	∅	4	0	∅	828	a	z	d	∅	ŋ	³¹	∅	A	S	T	∅	N	_	∅	7	3	1	∅	4	0	∅
4	0.8000	2	0.4000	320																																																																			826	-	o	z	d	³²	∅	∅	_	U	S	T	_	∅	∅	0	7	3	1	0	∅	∅																							827	ŋ	a	ʔ	-	-	∅	∅	N	A	H	_	_	∅	∅	4	7	1	0	0	∅	∅	828	ŋ	a	z	d	³¹	∅	∅	N	A	S	T	_	∅	∅	4	7	3	1	0	∅	∅
5	1.0000	1	0.2000	320																																																																			826	³²	-	o	z	∅	∅	∅	_	_	U	S	∅	∅	∅	0	0	7	3	∅	∅	∅																							827	-	ŋ	a	ʔ	∅	∅	∅	_	N	A	H	∅	∅	∅	0	4	7	1	∅	∅	∅	828	³¹	ŋ	a	z	∅	∅	∅	_	N	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅
1	0.2500	4	1.0000	321	829	tʰ	∅	∅	∅	a	ŋ	⁵	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							830	tʰ	∅	∅	∅	a	ŋ	⁴	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	831	tʰ	∅	∅	∅	a	-	³²	T	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0	832	tʰ	∅	∅	∅	o	-	³¹	T	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	833	tʰ	∅	∅	∅	a	ŋ	-	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	834	tʰ	∅	∅	∅	a	ŋ	³¹	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	321	829	a	tʰ	∅	∅	ŋ	⁵	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							830	a	tʰ	∅	∅	ŋ	⁴	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	831	a	tʰ	∅	∅	-	³²	∅	A	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	832	o	tʰ	∅	∅	-	³¹	∅	U	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	833	a	tʰ	∅	∅	ŋ	-	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	834	a	tʰ	∅	∅	ŋ	³¹	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	321	829	ŋ	a	tʰ	∅	⁵	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							830	ŋ	a	tʰ	∅	⁴	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	831	-	a	tʰ	∅	³²	∅	∅	_	A	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	832	-	o	tʰ	∅	³¹	∅	∅	_	U	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	833	ŋ	a	tʰ	∅	-	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	834	ŋ	a	tʰ	∅	³¹	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	321	829	⁵	ŋ	a	tʰ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							830	⁴	ŋ	a	tʰ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅	831	³²	-	a	tʰ	∅	∅	∅	_	_	A	T	∅	∅	∅	0	0	7	1	∅	∅	∅	832	³¹	-	o	tʰ	∅	∅	∅	_	_	U	T	∅	∅	∅	0	0	7	1	∅	∅	∅	833	-	ŋ	a	tʰ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅	834	³¹	ŋ	a	tʰ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.2000	5	1.0000	323																																																																			835	kʰ	∅	∅	∅	j	u	m	K	∅	∅	∅	J	Y	M	1	∅	∅	∅	6	7	4																							836	kʰ	∅	∅	∅	-	a	p	K	∅	∅	∅	_	A	P	1	∅	∅	∅	0	7	1																						
2	0.4000	4	0.8000	323																																																																			835	j	kʰ	∅	∅	u	m	⁴³	J	K	∅	∅	Y	M	_	6	1	∅	∅	7	4	0																							836	-	kʰ	∅	∅	a	p	-	_	K	∅	∅	A	P	_	0	1	∅	∅	7	1	0																						
3	0.6000	3	0.6000	323																																																																			835	u	j	kʰ	∅	m	⁴³	∅	Y	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅																							836	a	-	kʰ	∅	p	-	∅	A	_	K	∅	P	_	∅	7	0	1	∅	1	0	∅																						
4	0.8000	2	0.4000	323																																																																			835	m	u	j	kʰ	⁴³	∅	∅	M	Y	J	K	_	∅	∅	4	7	6	1	0	∅	∅																							836	p	a	-	kʰ	-	∅	∅	P	A	_	K	_	∅	∅	1	7	0	1	0	∅	∅																						
5	1.0000	1	0.2000	323																																																																			835	⁴³	m	u	j	∅	∅	∅	_	M	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							836	-	p	a	-	∅	∅	∅	_	P	A	_	∅	∅	∅	0	1	7	0	∅	∅	∅																						
1	0.2500	4	1.0000	324	837	j	∅	∅	∅	a	p	⁴²	J	∅	∅	∅	A	P	_	6	∅	∅	∅	7	1	0																							838	j	∅	∅	∅	æ	p	³	J	∅	∅	∅	E	P	_	6	∅	∅	∅	7	1	0																																																																			839	v	∅	∅	∅	a	p	⁵	B	∅	∅	∅	A	P	_	3	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	324	837	a	j	∅	∅	p	⁴²	∅	A	J	∅	∅	P	_	∅	7	6	∅	∅	1	0	∅																							838	æ	j	∅	∅	p	³	∅	E	J	∅	∅	P	_	∅	7	6	∅	∅	1	0	∅																																																																			839	a	v	∅	∅	p	⁵	∅	A	B	∅	∅	P	_	∅	7	3	∅	∅	1	0	∅
3	0.7500	2	0.5000	324	837	p	a	j	∅	⁴²	∅	∅	P	A	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																							838	p	æ	j	∅	³	∅	∅	P	E	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																																																																			839	p	a	v	∅	⁵	∅	∅	P	A	B	∅	_	∅	∅	1	7	3	∅	0	∅	∅
4	1.0000	1	0.2500	324	837	⁴²	p	a	j	∅	∅	∅	_	P	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							838	³	p	æ	j	∅	∅	∅	_	P	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																			839	⁵	p	a	v	∅	∅	∅	_	P	A	B	∅	∅	∅	0	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	326	840	pʰ	∅	∅	∅	-	ə	³	P	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0																																																																																									841	pʰ	∅	∅	∅	-	aˀ	-	P	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0	842	b	∅	∅	∅	j	ɔ	³	P	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	326	840	-	pʰ	∅	∅	ə	³	∅	_	P	∅	∅	E	_	∅	0	1	∅	∅	7	0	∅																																																																																									841	-	pʰ	∅	∅	aˀ	-	∅	_	P	∅	∅	A	_	∅	0	1	∅	∅	7	0	∅	842	j	b	∅	∅	ɔ	³	∅	J	P	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	326	840	ə	-	pʰ	∅	³	∅	∅	E	_	P	∅	_	∅	∅	7	0	1	∅	0	∅	∅																																																																																									841	aˀ	-	pʰ	∅	-	∅	∅	A	_	P	∅	_	∅	∅	7	0	1	∅	0	∅	∅	842	ɔ	j	b	∅	³	∅	∅	U	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅
4	1.0000	1	0.2500	326	840	³	ə	-	pʰ	∅	∅	∅	_	E	_	P	∅	∅	∅	0	7	0	1	∅	∅	∅																																																																																									841	-	aˀ	-	pʰ	∅	∅	∅	_	A	_	P	∅	∅	∅	0	7	0	1	∅	∅	∅	842	³	ɔ	j	b	∅	∅	∅	_	U	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅
1	0.2500	4	1.0000	327	843	j	∅	∅	∅	æu	ŋ	⁵	J	∅	∅	∅	E	N	_	6	∅	∅	∅	7	4	0																																																																																									844	j	∅	∅	∅	au	ŋ	-	J	∅	∅	∅	A	N	_	6	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	327	843	æu	j	∅	∅	ŋ	⁵	∅	E	J	∅	∅	N	_	∅	7	6	∅	∅	4	0	∅																																																																																									844	au	j	∅	∅	ŋ	-	∅	A	J	∅	∅	N	_	∅	7	6	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	327	843	ŋ	æu	j	∅	⁵	∅	∅	N	E	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																																																																																									844	ŋ	au	j	∅	-	∅	∅	N	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																						
4	1.0000	1	0.2500	327	843	⁵	ŋ	æu	j	∅	∅	∅	_	N	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																																																																									844	-	ŋ	au	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																						
1	0.2000	5	1.0000	328																																													845	d	∅	∅	∅	z	ə	ŋ	T	∅	∅	∅	S	E	N	1	∅	∅	∅	3	7	4	846	-	∅	∅	∅	ts	a̰	ŋ	_	∅	∅	∅	C	A	N	0	∅	∅	∅	2	7	4																																													847	d	∅	∅	∅	z	i	ŋ	T	∅	∅	∅	S	I	N	1	∅	∅	∅	3	7	4
2	0.4000	4	0.8000	328																																													845	z	d	∅	∅	ə	ŋ	⁵¹	S	T	∅	∅	E	N	_	3	1	∅	∅	7	4	0	846	ts	-	∅	∅	a̰	ŋ	⁴¹	C	_	∅	∅	A	N	_	2	0	∅	∅	7	4	0																																													847	z	d	∅	∅	i	ŋ	⁵	S	T	∅	∅	I	N	_	3	1	∅	∅	7	4	0
3	0.6000	3	0.6000	328																																													845	ə	z	d	∅	ŋ	⁵¹	∅	E	S	T	∅	N	_	∅	7	3	1	∅	4	0	∅	846	a̰	ts	-	∅	ŋ	⁴¹	∅	A	C	_	∅	N	_	∅	7	2	0	∅	4	0	∅																																													847	i	z	d	∅	ŋ	⁵	∅	I	S	T	∅	N	_	∅	7	3	1	∅	4	0	∅
4	0.8000	2	0.4000	328																																													845	ŋ	ə	z	d	⁵¹	∅	∅	N	E	S	T	_	∅	∅	4	7	3	1	0	∅	∅	846	ŋ	a̰	ts	-	⁴¹	∅	∅	N	A	C	_	_	∅	∅	4	7	2	0	0	∅	∅																																													847	ŋ	i	z	d	⁵	∅	∅	N	I	S	T	_	∅	∅	4	7	3	1	0	∅	∅
5	1.0000	1	0.2000	328																																													845	⁵¹	ŋ	ə	z	∅	∅	∅	_	N	E	S	∅	∅	∅	0	4	7	3	∅	∅	∅	846	⁴¹	ŋ	a̰	ts	∅	∅	∅	_	N	A	C	∅	∅	∅	0	4	7	2	∅	∅	∅																																													847	⁵	ŋ	i	z	∅	∅	∅	_	N	I	S	∅	∅	∅	0	4	7	3	∅	∅	∅
1	0.2500	4	1.0000	329	848	m	∅	∅	∅	a	ŋ	⁵	M	∅	∅	∅	A	N	_	4	∅	∅	∅	7	4	0																							849	m	∅	∅	∅	a	ŋ	³⁴	M	∅	∅	∅	A	N	_	4	∅	∅	∅	7	4	0	850	m	∅	∅	∅	a	-	³⁴³	M	∅	∅	∅	A	_	_	4	∅	∅	∅	7	0	0	851	m	∅	∅	∅	ɔ	ŋ	³¹	M	∅	∅	∅	U	N	_	4	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	329	848	a	m	∅	∅	ŋ	⁵	∅	A	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅																							849	a	m	∅	∅	ŋ	³⁴	∅	A	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅	850	a	m	∅	∅	-	³⁴³	∅	A	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	851	ɔ	m	∅	∅	ŋ	³¹	∅	U	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	329	848	ŋ	a	m	∅	⁵	∅	∅	N	A	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							849	ŋ	a	m	∅	³⁴	∅	∅	N	A	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	850	-	a	m	∅	³⁴³	∅	∅	_	A	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	851	ŋ	ɔ	m	∅	³¹	∅	∅	N	U	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	329	848	⁵	ŋ	a	m	∅	∅	∅	_	N	A	M	∅	∅	∅	0	4	7	4	∅	∅	∅																							849	³⁴	ŋ	a	m	∅	∅	∅	_	N	A	M	∅	∅	∅	0	4	7	4	∅	∅	∅	850	³⁴³	-	a	m	∅	∅	∅	_	_	A	M	∅	∅	∅	0	0	7	4	∅	∅	∅	851	³¹	ŋ	ɔ	m	∅	∅	∅	_	N	U	M	∅	∅	∅	0	4	7	4	∅	∅	∅																																												
1	0.2500	4	1.0000	330	852	d	∅	∅	∅	j	ei	³	T	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																							853	-	∅	∅	∅	l	e	³	_	∅	∅	∅	L	E	_	0	∅	∅	∅	5	7	0	854	-	∅	∅	∅	l	a	³	_	∅	∅	∅	L	A	_	0	∅	∅	∅	5	7	0																							855	-	∅	∅	∅	l	eː	-	_	∅	∅	∅	L	E	_	0	∅	∅	∅	5	7	0	856	-	∅	∅	∅	l	ai	³	_	∅	∅	∅	L	A	_	0	∅	∅	∅	5	7	0
