** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3402        0.1134       0.8772         0.8249       0.3711        0.1229       0.8467         0.8116
Heqing           0.7629        0.2448       0.7698         0.6516       0.5361        0.1744       0.8133         0.7379
Jianchuan        0.4227        0.1409       0.8269         0.7915       0.4433        0.1469       0.8120         0.7878
Lanping          1.2165        0.3892       0.6569         0.4739       0.8557        0.2792       0.6907         0.6128
Luobenzhuo       1.6701        0.5541       0.5200         0.3313       1.5979        0.5275       0.5081         0.3602
Qiliqiao         0.3711        0.1168       0.8530         0.8192       0.3814        0.1229       0.8282         0.8261
Xiangyun         0.5979        0.1907       0.7663         0.7273       0.5876        0.1907       0.7738         0.7245
Yunlong          0.7010        0.2311       0.7677         0.6729       0.5773        0.1916       0.7666         0.7386
Zhoucheng        0.4021        0.1314       0.8456         0.8060       0.3711        0.1220       0.8353         0.8270
TOTAL            0.7205        0.2347       0.7648         0.6776       0.6357        0.2087       0.7638         0.7140


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3247        0.1074       0.8570         0.8348       0.3454        0.1143       0.8423         0.8235
Heqing           0.7010        0.2234       0.7490         0.6815       0.8247        0.2607       0.7180         0.6451
Jianchuan        0.3454        0.1151       0.8347         0.8281       0.3918        0.1297       0.8069         0.8120
Lanping          1.0670        0.3385       0.6292         0.5223       0.9278        0.2973       0.6365         0.5834
Luobenzhuo       1.7010        0.5580       0.4683         0.3210       1.7990        0.5932       0.4079         0.2898
Qiliqiao         0.5258        0.1662       0.7823         0.7528       0.4536        0.1422       0.7879         0.7872
Xiangyun         0.6701        0.2191       0.7154         0.6846       0.7887        0.2595       0.6737         0.6381
Yunlong          0.5412        0.1796       0.7725         0.7488       0.5928        0.1954       0.7199         0.7148
Zhoucheng        0.3247        0.1061       0.8563         0.8421       0.4175        0.1357       0.8176         0.7940
TOTAL            0.6890        0.2237       0.7405         0.6907       0.7268        0.2364       0.7123         0.6764


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3024        0.1002       0.8635         0.8480       0.4845        0.1586       0.7881         0.7641
Heqing           0.6690        0.2108       0.7451         0.7016       0.8118        0.2575       0.6900         0.6389
Jianchuan        0.3368        0.1111       0.8380         0.8288       0.5464        0.1804       0.7496         0.7350
Lanping          0.9757        0.3134       0.6256         0.5671       1.0035        0.3212       0.5985         0.5545
Luobenzhuo       1.5804        0.5167       0.4643         0.3536       1.8941        0.6186       0.3765         0.2584
Qiliqiao         0.5417        0.1716       0.7885         0.7408       0.5417        0.1742       0.7511         0.7472
Xiangyun         0.7430        0.2433       0.6753         0.6523       0.9472        0.3013       0.6081         0.5853
Yunlong          0.6551        0.2102       0.7231         0.7046       0.7666        0.2474       0.6652         0.6523
Zhoucheng        0.3608        0.1174       0.8290         0.8233       0.5739        0.1887       0.7442         0.7262
TOTAL            0.6850        0.2216       0.7281         0.6911       0.8411        0.2720       0.6635         0.6291


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3714        0.1210       0.8542         0.8124       0.5818        0.1892       0.7417         0.7182
Heqing           0.7292        0.2303       0.7399         0.6674       0.9609        0.3027       0.6373         0.5845
Jianchuan        0.3608        0.1181       0.8277         0.8184       0.7088        0.2302       0.7005         0.6630
Lanping          0.9635        0.3038       0.6324         0.5708       1.1484        0.3661       0.5585         0.4929
Luobenzhuo       1.5649        0.5132       0.4794         0.3586       1.9965        0.6532       0.3269         0.2195
Qiliqiao         0.4763        0.1504       0.7943         0.7757       0.7000        0.2237       0.7022         0.6791
Xiangyun         0.7601        0.2475       0.6733         0.6478       1.1348        0.3639       0.5539         0.5104
Yunlong          0.6247        0.1971       0.7377         0.7187       0.8794        0.2828       0.6327         0.5966
Zhoucheng        0.3814        0.1246       0.8208         0.8120       0.6959        0.2225       0.6984         0.6813
TOTAL            0.6925        0.2229       0.7289         0.6869       0.9785        0.3149       0.6169         0.5717


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.4063        0.1318       0.8355         0.7975       1.0253        0.3289       0.5971         0.5359
Heqing           0.7358        0.2315       0.7229         0.6746       1.4654        0.4616       0.5092         0.3981
Jianchuan        0.4021        0.1335       0.8175         0.7980       1.0104        0.3283       0.6059         0.5499
Lanping          0.9914        0.3151       0.6137         0.5541       1.4850        0.4703       0.4626         0.3924
Luobenzhuo       1.6262        0.5345       0.4756         0.3376       2.5389        0.8206       0.1966         0.1114
Qiliqiao         0.4363        0.1375       0.7979         0.7950       1.0410        0.3386       0.5750         0.5331
Xiangyun         0.9226        0.3020       0.6295         0.5974       1.5626        0.5028       0.4446         0.3689
Yunlong          0.7305        0.2361       0.6995         0.6630       1.3007        0.4178       0.5104         0.4552
Zhoucheng        0.5966        0.1920       0.7622         0.7183       1.0382        0.3277       0.5923         0.5440
TOTAL            0.7609        0.2460       0.7060         0.6595       1.3853        0.4441       0.4993         0.4321


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.10.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7600        0.1480       0.8439         0.7667       1.0400        0.2077       0.7849         0.6474
KhapaluBalti        0.9600        0.1850       0.8139         0.7203       0.9200        0.1868       0.7893         0.6797
KharmangBalti       0.6800        0.1540       0.9056         0.7472       0.8400        0.1797       0.8285         0.7389
RonduBalti          0.6400        0.1204       0.9039         0.8132       0.7200        0.1561       0.8464         0.7301
ShigarBalti         0.8000        0.1728       0.8726         0.7277       0.7200        0.1640       0.8401         0.7363
SkarduBalti         0.6000        0.1133       0.9155         0.8151       0.6400        0.1397       0.8736         0.7653
SkarduPurki         1.8000        0.3641       0.7495         0.4532       1.1200        0.2397       0.7952         0.6353
TOTAL               0.8914        0.1797       0.8578         0.7205       0.8571        0.1820       0.8226         0.7047


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.20.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7200        0.1517       0.8270         0.7471       0.9600        0.2185       0.7546         0.6408
KhapaluBalti        0.7200        0.1529       0.8255         0.7475       0.9800        0.2257       0.7432         0.6184
KharmangBalti       0.4800        0.1100       0.8858         0.8260       0.9400        0.2239       0.7559         0.6660
RonduBalti          1.0600        0.2210       0.8252         0.6572       0.8200        0.2002       0.7829         0.6745
ShigarBalti         0.8200        0.1780       0.8003         0.7198       0.8600        0.2073       0.7929         0.6724
SkarduBalti         0.6200        0.1303       0.8679         0.7943       0.8000        0.1922       0.8169         0.7001
SkarduPurki         1.2800        0.2767       0.7386         0.5737       1.2000        0.2700       0.6986         0.5941
TOTAL               0.8143        0.1744       0.8243         0.7237       0.9371        0.2197       0.7636         0.6523


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.30.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7703        0.1770       0.8077         0.7120       1.1757        0.2594       0.6758         0.5827
KhapaluBalti        0.8108        0.1838       0.7988         0.6948       1.0270        0.2381       0.7223         0.5991
KharmangBalti       0.7162        0.1815       0.8312         0.7225       1.1757        0.2674       0.6735         0.5950
RonduBalti          1.0811        0.2325       0.8069         0.6362       0.8514        0.2138       0.7653         0.6707
ShigarBalti         0.7568        0.1753       0.8133         0.7250       0.9324        0.2222       0.7549         0.6559
SkarduBalti         0.5946        0.1327       0.8692         0.7845       0.9054        0.2246       0.7551         0.6623
SkarduPurki         1.3784        0.3121       0.7374         0.5329       1.5405        0.3556       0.6260         0.4661
TOTAL               0.8726        0.1993       0.8092         0.6868       1.0869        0.2545       0.7104         0.6045


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.40.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8586        0.1863       0.7822         0.7092       1.5253        0.3332       0.5823         0.5077
KhapaluBalti        0.8283        0.1857       0.7934         0.6952       1.2727        0.2850       0.6582         0.5454
KharmangBalti       0.6667        0.1516       0.8183         0.7683       1.5152        0.3334       0.5898         0.5106
RonduBalti          1.0404        0.2193       0.7726         0.6603       1.2121        0.2839       0.6700         0.5765
ShigarBalti         0.7677        0.1712       0.8094         0.7246       1.1313        0.2514       0.6956         0.6282
SkarduBalti         0.5354        0.1213       0.8634         0.8008       1.2121        0.2800       0.6805         0.5822
SkarduPurki         1.6061        0.3483       0.6999         0.4834       1.9192        0.4295       0.5035         0.3660
TOTAL               0.9004        0.1977       0.7913         0.6917       1.3983        0.3138       0.6257         0.5309


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.50.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8871        0.1943       0.7604         0.7026       1.8468        0.4177       0.4995         0.3907
KhapaluBalti        0.9274        0.2141       0.7674         0.6634       1.7581        0.4089       0.5276         0.4041
KharmangBalti       0.8387        0.1986       0.7840         0.6962       1.8952        0.4330       0.5024         0.3747
RonduBalti          1.2339        0.2720       0.7396         0.5873       1.5403        0.3697       0.5866         0.4482
ShigarBalti         0.7258        0.1645       0.8193         0.7367       1.6048        0.3819       0.5792         0.4416
SkarduBalti         0.6452        0.1518       0.8505         0.7545       1.5887        0.3715       0.5950         0.4614
SkarduPurki         1.5242        0.3454       0.6811         0.4898       2.4274        0.5433       0.4141         0.2526
TOTAL               0.9689        0.2201       0.7718         0.6615       1.8088        0.4180       0.5292         0.3962


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.10.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1714        0.0432       0.9571         0.9328       0.1905        0.0462       0.9418         0.9262
BanliangYangAn               0.2762        0.0671       0.9167         0.8902       0.2667        0.0667       0.9189         0.8946
DujiangEasternSandong        0.0381        0.0106       0.9922         0.9819       0.1429        0.0387       0.9586         0.9334
JiaoliPandong                0.3714        0.0914       0.8799         0.8491       0.4000        0.0973       0.8638         0.8474
JiarongSouthernSandong       0.1810        0.0476       0.9440         0.9237       0.2095        0.0556       0.9417         0.9105
JiuqianSouthernSandong       0.1048        0.0251       0.9633         0.9566       0.2095        0.0549       0.9381         0.9108
Pandong                      0.3524        0.0814       0.8762         0.8718       0.4190        0.1021       0.8583         0.8417
RenliEasternSandong          0.1048        0.0227       0.9691         0.9629       0.1048        0.0249       0.9644         0.9579
SanjiangEasternSandong       0.0571        0.0144       0.9880         0.9765       0.1238        0.0322       0.9616         0.9452
ShuigenCentralSandong        0.0762        0.0192       0.9797         0.9684       0.1143        0.0324       0.9600         0.9451
ShuiweiSouthernSandong       0.1048        0.0273       0.9632         0.9573       0.1714        0.0451       0.9523         0.9235
ShuiyaoSouthernSandong       0.2190        0.0548       0.9321         0.9093       0.2286        0.0584       0.9347         0.9015
TangnianYangAn               0.2190        0.0519       0.9308         0.9180       0.2381        0.0571       0.9305         0.9094
TangzhouWesternSandong       0.1238        0.0314       0.9715         0.9462       0.1619        0.0417       0.9559         0.9326
TingpaiWesternSandong        0.1143        0.0300       0.9643         0.9502       0.1905        0.0476       0.9383         0.9202
ZhongheCentralSandong        0.0571        0.0154       0.9834         0.9726       0.1333        0.0381       0.9578         0.9354
TOTAL                        0.1607        0.0396       0.9507         0.9355       0.2065        0.0524       0.9360         0.9147


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.20.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1429        0.0350       0.9564         0.9415       0.2619        0.0645       0.9064         0.8921
BanliangYangAn               0.3286        0.0850       0.8911         0.8617       0.3429        0.0887       0.8868         0.8563
DujiangEasternSandong        0.0762        0.0186       0.9796         0.9680       0.1952        0.0490       0.9389         0.9145
JiaoliPandong                0.4524        0.1093       0.8494         0.8306       0.4952        0.1177       0.8171         0.8225
JiarongSouthernSandong       0.2048        0.0514       0.9302         0.9150       0.3571        0.0909       0.8858         0.8483
JiuqianSouthernSandong       0.1286        0.0301       0.9590         0.9481       0.3286        0.0832       0.9033         0.8622
Pandong                      0.3095        0.0684       0.8838         0.8916       0.4952        0.1217       0.8189         0.8055
RenliEasternSandong          0.1429        0.0324       0.9530         0.9446       0.1762        0.0414       0.9346         0.9295
SanjiangEasternSandong       0.1190        0.0290       0.9603         0.9526       0.1571        0.0395       0.9436         0.9325
ShuigenCentralSandong        0.1143        0.0280       0.9625         0.9550       0.2143        0.0530       0.9300         0.9109
ShuiweiSouthernSandong       0.1571        0.0394       0.9446         0.9399       0.3048        0.0771       0.9085         0.8738
ShuiyaoSouthernSandong       0.2190        0.0531       0.9211         0.9121       0.3429        0.0875       0.8879         0.8547
TangnianYangAn               0.3048        0.0775       0.9027         0.8745       0.3571        0.0906       0.8775         0.8509
TangzhouWesternSandong       0.1476        0.0356       0.9521         0.9413       0.2476        0.0598       0.9161         0.9014
TingpaiWesternSandong        0.1667        0.0397       0.9438         0.9325       0.2714        0.0656       0.9022         0.8920
ZhongheCentralSandong        0.0810        0.0200       0.9714         0.9654       0.2143        0.0548       0.9242         0.9091
TOTAL                        0.1935        0.0470       0.9351         0.9234       0.2976        0.0741       0.8989         0.8785


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.30.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1561        0.0385       0.9460         0.9379       0.3726        0.0968       0.8618         0.8437
BanliangYangAn               0.3151        0.0821       0.8845         0.8661       0.4244        0.1127       0.8465         0.8177
DujiangEasternSandong        0.1369        0.0372       0.9587         0.9391       0.2866        0.0766       0.9028         0.8749
JiaoliPandong                0.4397        0.1041       0.8423         0.8409       0.6873        0.1743       0.7617         0.7417
JiarongSouthernSandong       0.2244        0.0572       0.9199         0.9080       0.5160        0.1336       0.8410         0.7787
JiuqianSouthernSandong       0.1529        0.0383       0.9451         0.9389       0.4490        0.1175       0.8548         0.8105
Pandong                      0.4125        0.0918       0.8563         0.8559       0.8680        0.2300       0.7147         0.6454
RenliEasternSandong          0.1369        0.0340       0.9540         0.9426       0.2834        0.0710       0.8952         0.8809
SanjiangEasternSandong       0.1146        0.0291       0.9600         0.9532       0.2771        0.0725       0.8967         0.8820
ShuigenCentralSandong        0.1083        0.0280       0.9635         0.9552       0.3185        0.0846       0.8962         0.8599
ShuiweiSouthernSandong       0.1821        0.0483       0.9329         0.9249       0.4760        0.1271       0.8437         0.7959
ShuiyaoSouthernSandong       0.2500        0.0611       0.9073         0.9005       0.5160        0.1377       0.8245         0.7792
TangnianYangAn               0.3077        0.0792       0.8881         0.8704       0.5513        0.1473       0.8091         0.7631
TangzhouWesternSandong       0.1592        0.0399       0.9453         0.9333       0.3790        0.0975       0.8599         0.8424
TingpaiWesternSandong        0.2293        0.0594       0.9213         0.9018       0.4045        0.1028       0.8567         0.8307
ZhongheCentralSandong        0.0987        0.0250       0.9656         0.9572       0.3280        0.0881       0.8878         0.8553
TOTAL                        0.2140        0.0533       0.9244         0.9141       0.4461        0.1169       0.8471         0.8126


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.40.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.2542        0.0647       0.9231         0.8937       0.7002        0.1900       0.7656         0.7114
BanliangYangAn               0.3152        0.0812       0.8848         0.8658       0.8191        0.2197       0.7294         0.6685
DujiangEasternSandong        0.2201        0.0588       0.9370         0.9034       0.5383        0.1476       0.8321         0.7655
JiaoliPandong                0.4471        0.1062       0.8371         0.8345       1.0503        0.2737       0.6622         0.6004
JiarongSouthernSandong       0.3580        0.0936       0.8861         0.8488       0.8914        0.2352       0.7291         0.6434
JiuqianSouthernSandong       0.2542        0.0673       0.9212         0.8888       0.7314        0.1984       0.7593         0.6969
Pandong                      0.3834        0.0891       0.8583         0.8570       1.4370        0.3783       0.5928         0.4738
RenliEasternSandong          0.2019        0.0526       0.9398         0.9119       0.7019        0.1883       0.7756         0.7110
SanjiangEasternSandong       0.1894        0.0501       0.9413         0.9162       0.7146        0.1922       0.7681         0.7003
ShuigenCentralSandong        0.1289        0.0333       0.9575         0.9455       0.6014        0.1632       0.7999         0.7338
ShuiweiSouthernSandong       0.2899        0.0795       0.9037         0.8766       0.8937        0.2418       0.7197         0.6352
ShuiyaoSouthernSandong       0.4065        0.1042       0.8657         0.8332       0.7855        0.2076       0.7438         0.6746
TangnianYangAn               0.3170        0.0793       0.8875         0.8688       0.7655        0.2047       0.7464         0.6808
TangzhouWesternSandong       0.2560        0.0659       0.9220         0.8899       0.6507        0.1761       0.7724         0.7230
TingpaiWesternSandong        0.2892        0.0735       0.9134         0.8776       0.7205        0.1936       0.7622         0.7012
ZhongheCentralSandong        0.1487        0.0379       0.9583         0.9368       0.5995        0.1629       0.7925         0.7400
TOTAL                        0.2787        0.0711       0.9085         0.8843       0.7876        0.2108       0.7469         0.6787


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.50.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.4137        0.1112       0.8905         0.8204       1.3294        0.3589       0.5930         0.4960
BanliangYangAn               0.3863        0.0997       0.8644         0.8374       1.4945        0.3958       0.5798         0.4469
DujiangEasternSandong        0.3670        0.0990       0.9125         0.8362       1.2680        0.3377       0.6067         0.5117
JiaoliPandong                0.4977        0.1201       0.8303         0.8188       1.4537        0.3825       0.5662         0.4669
JiarongSouthernSandong       0.4145        0.1071       0.8779         0.8274       1.4167        0.3705       0.5978         0.4639
JiuqianSouthernSandong       0.3414        0.0902       0.8951         0.8545       1.3092        0.3431       0.6252         0.5118
Pandong                      0.4881        0.1163       0.8366         0.8149       2.0238        0.5179       0.5151         0.3398
RenliEasternSandong          0.2334        0.0602       0.9331         0.9024       1.1972        0.3196       0.6426         0.5389
SanjiangEasternSandong       0.2446        0.0641       0.9301         0.8962       1.3531        0.3649       0.6218         0.4863
ShuigenCentralSandong        0.2514        0.0662       0.9297         0.8915       1.3916        0.3691       0.6040         0.4679
ShuiweiSouthernSandong       0.3361        0.0904       0.8923         0.8565       1.4144        0.3749       0.5892         0.4752
ShuiyaoSouthernSandong       0.5076        0.1285       0.8409         0.7914       1.5336        0.4035       0.5618         0.4342
TangnianYangAn               0.4289        0.1104       0.8599         0.8183       1.2823        0.3433       0.6175         0.5103
TangzhouWesternSandong       0.4681        0.1242       0.8722         0.7963       1.3191        0.3540       0.6024         0.5052
TingpaiWesternSandong        0.5088        0.1357       0.8676         0.7830       1.4754        0.3905       0.6052         0.4581
ZhongheCentralSandong        0.2340        0.0619       0.9301         0.8965       1.2959        0.3519       0.6138         0.5040
TOTAL                        0.3826        0.0991       0.8852         0.8401       1.4099        0.3736       0.5964         0.4761


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.10.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         2.1667        0.3563       0.6160         0.4584       2.0833        0.2967       0.6221         0.5656
JalupaNahuat             1.5833        0.2989       0.6842         0.5579       2.0833        0.4143       0.6484         0.4057
MecayapanNahuat          2.0833        0.3012       0.6479         0.5326       2.0833        0.3193       0.6483         0.5227
NorthPueblaNahuatl       1.5833        0.2140       0.7013         0.6580       1.9167        0.2772       0.6197         0.5180
PajapanNahuat            1.7500        0.2837       0.6601         0.5717       1.9167        0.3425       0.6556         0.4736
Pipil                    1.6667        0.2494       0.7124         0.6433       1.9167        0.3128       0.6219         0.5386
Pochutec                 3.1667        0.5506       0.5038         0.3160       3.0000        0.6041       0.4621         0.2224
ProtoAztecan             2.2500        0.3802       0.6590         0.4879       2.2500        0.3969       0.6040         0.4869
TetelcingoNahuatl        2.4167        0.3450       0.6082         0.4532       1.8333        0.3048       0.6528         0.5432
TOTAL                    2.0741        0.3310       0.6436         0.5199       2.1204        0.3632       0.6150         0.4752


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.20.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         1.5417        0.2756       0.6790         0.5801       1.7917        0.3047       0.6267         0.4890
JalupaNahuat             1.7083        0.3315       0.6393         0.5128       2.1250        0.4140       0.5719         0.4387
MecayapanNahuat          1.7500        0.2710       0.6519         0.5950       1.8333        0.3048       0.6039         0.5834
NorthPueblaNahuatl       1.1250        0.1798       0.7494         0.7189       1.6667        0.2769       0.6397         0.5601
PajapanNahuat            1.2917        0.2350       0.7152         0.6207       1.5000        0.2894       0.6811         0.5411
Pipil                    1.5000        0.2705       0.6840         0.5964       1.5417        0.2812       0.6625         0.5691
Pochutec                 2.7500        0.5177       0.5084         0.2807       3.4167        0.6299       0.3582         0.2200
ProtoAztecan             1.8333        0.3359       0.6563         0.5089       2.3333        0.3884       0.5795         0.4423
TetelcingoNahuatl        2.1667        0.3297       0.6104         0.5144       1.9583        0.3178       0.6119         0.5337
TOTAL                    1.7407        0.3052       0.6549         0.5476       2.0185        0.3563       0.5928         0.4864


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.30.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         1.4286        0.2550       0.6840         0.6053       1.9714        0.3630       0.5550         0.4654
JalupaNahuat             1.7143        0.3163       0.6176         0.5421       2.4000        0.4515       0.5070         0.3800
MecayapanNahuat          1.5143        0.2214       0.6620         0.6375       2.2857        0.3948       0.5156         0.4344
NorthPueblaNahuatl       1.1143        0.1860       0.7186         0.7166       1.4571        0.2586       0.6395         0.5863
PajapanNahuat            1.3143        0.2473       0.6931         0.6235       2.2286        0.4783       0.5408         0.3639
Pipil                    1.5714        0.2679       0.6588         0.5943       1.6857        0.3114       0.6121         0.5290
Pochutec                 2.2571        0.4583       0.5563         0.3481       3.2941        0.6585       0.3639         0.1424
ProtoAztecan             1.8571        0.3432       0.6263         0.4794       2.3714        0.4476       0.5116         0.3519
TetelcingoNahuatl        2.4571        0.3674       0.5471         0.4733       2.5143        0.4091       0.5133         0.4133
TOTAL                    1.6921        0.2959       0.6404         0.5578       2.2454        0.4192       0.5288         0.4074


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.40.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         1.6809        0.2894       0.6466         0.5709       2.4681        0.4463       0.4758         0.3864
JalupaNahuat             2.3043        0.4333       0.5279         0.3646       2.9565        0.5848       0.3770         0.2523
MecayapanNahuat          1.6170        0.2618       0.6372         0.5950       2.5319        0.4750       0.4584         0.3411
NorthPueblaNahuatl       1.1778        0.2083       0.7096         0.6791       1.7333        0.3200       0.5878         0.5077
PajapanNahuat            1.3404        0.2620       0.6649         0.6203       2.4681        0.5189       0.4647         0.3109
Pipil                    1.5319        0.2831       0.6476         0.5726       2.3404        0.4445       0.4748         0.3898
Pochutec                 2.4000        0.4959       0.5244         0.2933       3.8718        0.8587       0.2355         0.0083
ProtoAztecan             2.3404        0.3982       0.5885         0.4044       3.0217        0.5381       0.4061         0.2864
TetelcingoNahuatl        2.3913        0.3666       0.5566         0.4797       2.6087        0.4216       0.4634         0.4026
TOTAL                    1.8649        0.3332       0.6115         0.5089       2.6667        0.5120       0.4382         0.3206


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.50.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         2.2373        0.3300       0.6050         0.5128       3.1017        0.5181       0.4161         0.2818
JalupaNahuat             2.3214        0.4226       0.5197         0.3877       3.6964        0.6379       0.3188         0.1924
MecayapanNahuat          2.0517        0.3201       0.6038         0.5186       3.3966        0.6173       0.3485         0.2223
NorthPueblaNahuatl       1.3509        0.2288       0.6949         0.6435       2.4912        0.4199       0.4619         0.3649
PajapanNahuat            1.4237        0.2731       0.6750         0.6020       3.2712        0.6326       0.3226         0.2020
Pipil                    1.5172        0.2787       0.6633         0.5542       3.1207        0.5761       0.3643         0.2662
Pochutec                 2.4773        0.5155       0.5096         0.2764       3.5763        0.6187       0.3430         0.2181
ProtoAztecan             2.6780        0.4295       0.5259         0.3738       3.0862        0.4959       0.4147         0.3180
TetelcingoNahuatl        2.7414        0.4179       0.5316         0.4118       2.8600        0.5019       0.3322         0.2295


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.0909        0.2053       0.7237         0.6753       1.9697        0.4185       0.5330         0.3624
