index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
3	0.6000	3	0.6000	2274	241	t	a	g	∅	i	i	∅	T	A	K	∅	I	I	∅	1	7	1	∅	7	7	∅																																																																																									242	t	a	ɣ	∅	-	i	∅	T	A	G	∅	_	I	∅	1	7	3	∅	0	7	∅																																																																																								
4	0.8000	2	0.4000	2274	241	i	t	a	g	i	∅	∅	I	T	A	K	I	∅	∅	7	1	7	1	7	∅	∅																																																																																									242	-	t	a	ɣ	i	∅	∅	_	T	A	G	I	∅	∅	0	1	7	3	7	∅	∅																																																																																								
5	1.0000	1	0.2000	2274	241	i	i	t	a	∅	∅	∅	I	I	T	A	∅	∅	∅	7	7	1	7	∅	∅	∅																																																																																									242	i	-	t	a	∅	∅	∅	I	_	T	A	∅	∅	∅	7	0	1	7	∅	∅	∅																																																																																								
1	0.1667	6	1.0000	2287																																																																																																															244	t	∅	∅	∅	u	-	m	T	∅	∅	∅	Y	_	M	1	∅	∅	∅	7	0	4																																																																			243	t	∅	∅	∅	u	u	m	T	∅	∅	∅	Y	Y	M	1	∅	∅	∅	7	7	4
2	0.3333	5	0.8333	2287																																																																																																															244	u	t	∅	∅	-	m	b	Y	T	∅	∅	_	M	P	7	1	∅	∅	0	4	1																																																																			243	u	t	∅	∅	u	m	b	Y	T	∅	∅	Y	M	P	7	1	∅	∅	7	4	1
3	0.5000	4	0.6667	2287																																																																																																															244	-	u	t	∅	m	b	o	_	Y	T	∅	M	P	U	0	7	1	∅	4	1	7																																																																			243	u	u	t	∅	m	b	o	Y	Y	T	∅	M	P	U	7	7	1	∅	4	1	7
4	0.6667	3	0.5000	2287																																																																																																															244	m	-	u	t	b	o	∅	M	_	Y	T	P	U	∅	4	0	7	1	1	7	∅																																																																			243	m	u	u	t	b	o	∅	M	Y	Y	T	P	U	∅	4	7	7	1	1	7	∅
5	0.8333	2	0.3333	2287																																																																																																															244	b	m	-	u	o	∅	∅	P	M	_	Y	U	∅	∅	1	4	0	7	7	∅	∅																																																																			243	b	m	u	u	o	∅	∅	P	M	Y	Y	U	∅	∅	1	4	7	7	7	∅	∅
6	1.0000	1	0.1667	2287																																																																																																															244	o	b	m	-	∅	∅	∅	U	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																			243	o	b	m	u	∅	∅	∅	U	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	2300																																																																																																															245	v	∅	∅	∅	á	v	a	B	∅	∅	∅	A	B	A	3	∅	∅	∅	7	3	7																																													246	b	∅	∅	∅	á	b	a	P	∅	∅	∅	A	P	A	1	∅	∅	∅	7	1	7																						
2	0.5000	3	0.7500	2300																																																																																																															245	á	v	∅	∅	v	a	∅	A	B	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅																																													246	á	b	∅	∅	b	a	∅	A	P	∅	∅	P	A	∅	7	1	∅	∅	1	7	∅																						
3	0.7500	2	0.5000	2300																																																																																																															245	v	á	v	∅	a	∅	∅	B	A	B	∅	A	∅	∅	3	7	3	∅	7	∅	∅																																													246	b	á	b	∅	a	∅	∅	P	A	P	∅	A	∅	∅	1	7	1	∅	7	∅	∅																						
4	1.0000	1	0.2500	2300																																																																																																															245	a	v	á	v	∅	∅	∅	A	B	A	B	∅	∅	∅	7	3	7	3	∅	∅	∅																																													246	a	b	á	b	∅	∅	∅	A	P	A	P	∅	∅	∅	7	1	7	1	∅	∅	∅																						
1	0.3333	3	1.0000	2335																																																																			248	f	∅	∅	∅	j	o	∅	B	∅	∅	∅	J	U	∅	3	∅	∅	∅	6	7	∅																																																																																																															247	p	∅	∅	∅	j	o	∅	P	∅	∅	∅	J	U	∅	1	∅	∅	∅	6	7	∅
2	0.6667	2	0.6667	2335																																																																			248	j	f	∅	∅	o	∅	∅	J	B	∅	∅	U	∅	∅	6	3	∅	∅	7	∅	∅																																																																																																															247	j	p	∅	∅	o	∅	∅	J	P	∅	∅	U	∅	∅	6	1	∅	∅	7	∅	∅
3	1.0000	1	0.3333	2335																																																																			248	o	j	f	∅	∅	∅	∅	U	J	B	∅	∅	∅	∅	7	6	3	∅	∅	∅	∅																																																																																																															247	o	j	p	∅	∅	∅	∅	U	J	P	∅	∅	∅	∅	7	6	1	∅	∅	∅	∅
1	0.1667	6	1.0000	2345	249	β	∅	∅	∅	ʊ	l	á	B	∅	∅	∅	Y	L	A	3	∅	∅	∅	7	5	7																																																																																																																																																																																	250	w	∅	∅	∅	u	l	a	W	∅	∅	∅	Y	L	A	6	∅	∅	∅	7	5	7
2	0.3333	5	0.8333	2345	249	ʊ	β	∅	∅	l	á	g	Y	B	∅	∅	L	A	K	7	3	∅	∅	5	7	1																																																																																																																																																																																	250	u	w	∅	∅	l	a	g	Y	W	∅	∅	L	A	K	7	6	∅	∅	5	7	1
3	0.5000	4	0.6667	2345	249	l	ʊ	β	∅	á	g	a	L	Y	B	∅	A	K	A	5	7	3	∅	7	1	7																																																																																																																																																																																	250	l	u	w	∅	a	g	a	L	Y	W	∅	A	K	A	5	7	6	∅	7	1	7
4	0.6667	3	0.5000	2345	249	á	l	ʊ	β	g	a	∅	A	L	Y	B	K	A	∅	7	5	7	3	1	7	∅																																																																																																																																																																																	250	a	l	u	w	g	a	∅	A	L	Y	W	K	A	∅	7	5	7	6	1	7	∅
5	0.8333	2	0.3333	2345	249	g	á	l	ʊ	a	∅	∅	K	A	L	Y	A	∅	∅	1	7	5	7	7	∅	∅																																																																																																																																																																																	250	g	a	l	u	a	∅	∅	K	A	L	Y	A	∅	∅	1	7	5	7	7	∅	∅
6	1.0000	1	0.1667	2345	249	a	g	á	l	∅	∅	∅	A	K	A	L	∅	∅	∅	7	1	7	5	∅	∅	∅																																																																																																																																																																																	250	a	g	a	l	∅	∅	∅	A	K	A	L	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.1429	7	1.0000	2404	251	ɲ	∅	∅	∅	a	a	ɲ	N	∅	∅	∅	A	A	N	4	∅	∅	∅	7	7	4																																																																																																																																																																																	252	ɲ	∅	∅	∅	a	á	-	N	∅	∅	∅	A	A	_	4	∅	∅	∅	7	7	0
2	0.2857	6	0.8571	2404	251	a	ɲ	∅	∅	a	ɲ	z	A	N	∅	∅	A	N	S	7	4	∅	∅	7	4	3																																																																																																																																																																																	252	a	ɲ	∅	∅	á	-	s	A	N	∅	∅	A	_	S	7	4	∅	∅	7	0	3
3	0.4286	5	0.7143	2404	251	a	a	ɲ	∅	ɲ	z	a	A	A	N	∅	N	S	A	7	7	4	∅	4	3	7																																																																																																																																																																																	252	á	a	ɲ	∅	-	s	-	A	A	N	∅	_	S	_	7	7	4	∅	0	3	0
4	0.5714	4	0.5714	2404	251	ɲ	a	a	ɲ	z	a	a	N	A	A	N	S	A	A	4	7	7	4	3	7	7																																																																																																																																																																																	252	-	á	a	ɲ	s	-	a	_	A	A	N	S	_	A	0	7	7	4	3	0	7
5	0.7143	3	0.4286	2404	251	z	ɲ	a	a	a	a	∅	S	N	A	A	A	A	∅	3	4	7	7	7	7	∅																																																																																																																																																																																	252	s	-	á	a	-	a	∅	S	_	A	A	_	A	∅	3	0	7	7	0	7	∅
6	0.8571	2	0.2857	2404	251	a	z	ɲ	a	a	∅	∅	A	S	N	A	A	∅	∅	7	3	4	7	7	∅	∅																																																																																																																																																																																	252	-	s	-	á	a	∅	∅	_	S	_	A	A	∅	∅	0	3	0	7	7	∅	∅
7	1.0000	1	0.1429	2404	251	a	a	z	ɲ	∅	∅	∅	A	A	S	N	∅	∅	∅	7	7	3	4	∅	∅	∅																																																																																																																																																																																	252	a	-	s	-	∅	∅	∅	A	_	S	_	∅	∅	∅	7	0	3	0	∅	∅	∅
1	0.1667	6	1.0000	2441																																																																																																																																																											254	s	∅	∅	∅	a	-	m	S	∅	∅	∅	A	_	M	3	∅	∅	∅	7	0	4																							253	s	∅	∅	∅	a	a	m	S	∅	∅	∅	A	A	M	3	∅	∅	∅	7	7	4
2	0.3333	5	0.8333	2441																																																																																																																																																											254	a	s	∅	∅	-	m	b	A	S	∅	∅	_	M	P	7	3	∅	∅	0	4	1																							253	a	s	∅	∅	a	m	b	A	S	∅	∅	A	M	P	7	3	∅	∅	7	4	1
3	0.5000	4	0.6667	2441																																																																																																																																																											254	-	a	s	∅	m	b	a	_	A	S	∅	M	P	A	0	7	3	∅	4	1	7																							253	a	a	s	∅	m	b	a	A	A	S	∅	M	P	A	7	7	3	∅	4	1	7
4	0.6667	3	0.5000	2441																																																																																																																																																											254	m	-	a	s	b	a	∅	M	_	A	S	P	A	∅	4	0	7	3	1	7	∅																							253	m	a	a	s	b	a	∅	M	A	A	S	P	A	∅	4	7	7	3	1	7	∅
5	0.8333	2	0.3333	2441																																																																																																																																																											254	b	m	-	a	a	∅	∅	P	M	_	A	A	∅	∅	1	4	0	7	7	∅	∅																							253	b	m	a	a	a	∅	∅	P	M	A	A	A	∅	∅	1	4	7	7	7	∅	∅
6	1.0000	1	0.1667	2441																																																																																																																																																											254	a	b	m	-	∅	∅	∅	A	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																							253	a	b	m	a	∅	∅	∅	A	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	2471	255	m	∅	∅	∅	ɔ	s	ɔ	M	∅	∅	∅	U	S	U	4	∅	∅	∅	7	3	7																																																																																									256	m	∅	∅	∅	o	s	o	M	∅	∅	∅	U	S	U	4	∅	∅	∅	7	3	7																																																																																								
2	0.5000	3	0.7500	2471	255	ɔ	m	∅	∅	s	ɔ	∅	U	M	∅	∅	S	U	∅	7	4	∅	∅	3	7	∅																																																																																									256	o	m	∅	∅	s	o	∅	U	M	∅	∅	S	U	∅	7	4	∅	∅	3	7	∅																																																																																								
3	0.7500	2	0.5000	2471	255	s	ɔ	m	∅	ɔ	∅	∅	S	U	M	∅	U	∅	∅	3	7	4	∅	7	∅	∅																																																																																									256	s	o	m	∅	o	∅	∅	S	U	M	∅	U	∅	∅	3	7	4	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	2471	255	ɔ	s	ɔ	m	∅	∅	∅	U	S	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅																																																																																									256	o	s	o	m	∅	∅	∅	U	S	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅																																																																																								
1	0.1667	6	1.0000	2496	257	l	∅	∅	∅	a	á	m	L	∅	∅	∅	A	A	M	5	∅	∅	∅	7	7	4																																																																																																																																					258	l	∅	∅	∅	á	-	m	L	∅	∅	∅	A	_	M	5	∅	∅	∅	7	0	4																																												
2	0.3333	5	0.8333	2496	257	a	l	∅	∅	á	m	b	A	L	∅	∅	A	M	P	7	5	∅	∅	7	4	1																																																																																																																																					258	á	l	∅	∅	-	m	b	A	L	∅	∅	_	M	P	7	5	∅	∅	0	4	1																																												
3	0.5000	4	0.6667	2496	257	á	a	l	∅	m	b	a	A	A	L	∅	M	P	A	7	7	5	∅	4	1	7																																																																																																																																					258	-	á	l	∅	m	b	a	_	A	L	∅	M	P	A	0	7	5	∅	4	1	7																																												
4	0.6667	3	0.5000	2496	257	m	á	a	l	b	a	∅	M	A	A	L	P	A	∅	4	7	7	5	1	7	∅																																																																																																																																					258	m	-	á	l	b	a	∅	M	_	A	L	P	A	∅	4	0	7	5	1	7	∅																																												
5	0.8333	2	0.3333	2496	257	b	m	á	a	a	∅	∅	P	M	A	A	A	∅	∅	1	4	7	7	7	∅	∅																																																																																																																																					258	b	m	-	á	a	∅	∅	P	M	_	A	A	∅	∅	1	4	0	7	7	∅	∅																																												
6	1.0000	1	0.1667	2496	257	a	b	m	á	∅	∅	∅	A	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																																																					258	a	b	m	-	∅	∅	∅	A	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																												
1	0.2500	4	1.0000	2508																							260	k	∅	∅	∅	o	n	a	K	∅	∅	∅	U	N	A	1	∅	∅	∅	7	4	7																																																																																																																																																											259	g	∅	∅	∅	o	n	a	K	∅	∅	∅	U	N	A	1	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	2508																							260	o	k	∅	∅	n	a	∅	U	K	∅	∅	N	A	∅	7	1	∅	∅	4	7	∅																																																																																																																																																											259	o	g	∅	∅	n	a	∅	U	K	∅	∅	N	A	∅	7	1	∅	∅	4	7	∅
3	0.7500	2	0.5000	2508																							260	n	o	k	∅	a	∅	∅	N	U	K	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																																																																																																											259	n	o	g	∅	a	∅	∅	N	U	K	∅	A	∅	∅	4	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	2508																							260	a	n	o	k	∅	∅	∅	A	N	U	K	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																																																																																											259	a	n	o	g	∅	∅	∅	A	N	U	K	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.2500	4	1.0000	2510																																																																			261	l	∅	∅	∅	a	a	l	L	∅	∅	∅	A	A	L	5	∅	∅	∅	7	7	5	262	l	∅	∅	∅	a	-	l	L	∅	∅	∅	A	_	L	5	∅	∅	∅	7	0	5																																																																																																														
2	0.5000	3	0.7500	2510																																																																			261	a	l	∅	∅	a	l	∅	A	L	∅	∅	A	L	∅	7	5	∅	∅	7	5	∅	262	a	l	∅	∅	-	l	∅	A	L	∅	∅	_	L	∅	7	5	∅	∅	0	5	∅																																																																																																														
3	0.7500	2	0.5000	2510																																																																			261	a	a	l	∅	l	∅	∅	A	A	L	∅	L	∅	∅	7	7	5	∅	5	∅	∅	262	-	a	l	∅	l	∅	∅	_	A	L	∅	L	∅	∅	0	7	5	∅	5	∅	∅																																																																																																														
4	1.0000	1	0.2500	2510																																																																			261	l	a	a	l	∅	∅	∅	L	A	A	L	∅	∅	∅	5	7	7	5	∅	∅	∅	262	l	-	a	l	∅	∅	∅	L	_	A	L	∅	∅	∅	5	0	7	5	∅	∅	∅																																																																																																														
1	0.2500	4	1.0000	2561	263	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7																																																																																									264	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7																																																																																								
2	0.5000	3	0.7500	2561	263	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																																									264	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																																								
3	0.7500	2	0.5000	2561	263	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																																									264	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	2561	263	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																									264	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	2564																																													265	b	∅	∅	∅	a	-	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							266	ɓ	∅	∅	∅	a	a	∅	P	∅	∅	∅	A	A	∅	1	∅	∅	∅	7	7	∅																																																																																																														
2	0.6667	2	0.6667	2564																																													265	a	b	∅	∅	-	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							266	a	ɓ	∅	∅	a	∅	∅	A	P	∅	∅	A	∅	∅	7	1	∅	∅	7	∅	∅																																																																																																														
3	1.0000	1	0.3333	2564																																													265	-	a	b	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							266	a	a	ɓ	∅	∅	∅	∅	A	A	P	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅																																																																																																														
1	0.2500	4	1.0000	2574																							267	s	∅	∅	∅	i	k	e	S	∅	∅	∅	I	K	E	3	∅	∅	∅	7	1	7																																																																			268	z	∅	∅	∅	i	ɣ	e	S	∅	∅	∅	I	G	E	3	∅	∅	∅	7	3	7																																																																																								
2	0.5000	3	0.7500	2574																							267	i	s	∅	∅	k	e	∅	I	S	∅	∅	K	E	∅	7	3	∅	∅	1	7	∅																																																																			268	i	z	∅	∅	ɣ	e	∅	I	S	∅	∅	G	E	∅	7	3	∅	∅	3	7	∅																																																																																								
3	0.7500	2	0.5000	2574																							267	k	i	s	∅	e	∅	∅	K	I	S	∅	E	∅	∅	1	7	3	∅	7	∅	∅																																																																			268	ɣ	i	z	∅	e	∅	∅	G	I	S	∅	E	∅	∅	3	7	3	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	2574																							267	e	k	i	s	∅	∅	∅	E	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅																																																																			268	e	ɣ	i	z	∅	∅	∅	E	G	I	S	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	2619																																																																																																															269	n	∅	∅	∅	d	a	∅	N	∅	∅	∅	T	A	∅	4	∅	∅	∅	1	7	∅																																													270	n̩	∅	∅	∅	t	a	∅	N	∅	∅	∅	T	A	∅	4	∅	∅	∅	1	7	∅																						
2	0.6667	2	0.6667	2619																																																																																																															269	d	n	∅	∅	a	∅	∅	T	N	∅	∅	A	∅	∅	1	4	∅	∅	7	∅	∅																																													270	t	n̩	∅	∅	a	∅	∅	T	N	∅	∅	A	∅	∅	1	4	∅	∅	7	∅	∅																						
3	1.0000	1	0.3333	2619																																																																																																															269	a	d	n	∅	∅	∅	∅	A	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅																																													270	a	t	n̩	∅	∅	∅	∅	A	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅																						
1	0.2000	5	1.0000	2641	271	b	∅	∅	∅	ʊ	ʊ	p	P	∅	∅	∅	Y	Y	P	1	∅	∅	∅	7	7	1																																																																																																																																																																																	272	p	∅	∅	∅	u	u	p	P	∅	∅	∅	Y	Y	P	1	∅	∅	∅	7	7	1
2	0.4000	4	0.8000	2641	271	ʊ	b	∅	∅	ʊ	p	ʊ	Y	P	∅	∅	Y	P	Y	7	1	∅	∅	7	1	7																																																																																																																																																																																	272	u	p	∅	∅	u	p	u	Y	P	∅	∅	Y	P	Y	7	1	∅	∅	7	1	7
3	0.6000	3	0.6000	2641	271	ʊ	ʊ	b	∅	p	ʊ	∅	Y	Y	P	∅	P	Y	∅	7	7	1	∅	1	7	∅																																																																																																																																																																																	272	u	u	p	∅	p	u	∅	Y	Y	P	∅	P	Y	∅	7	7	1	∅	1	7	∅
4	0.8000	2	0.4000	2641	271	p	ʊ	ʊ	b	ʊ	∅	∅	P	Y	Y	P	Y	∅	∅	1	7	7	1	7	∅	∅																																																																																																																																																																																	272	p	u	u	p	u	∅	∅	P	Y	Y	P	Y	∅	∅	1	7	7	1	7	∅	∅
5	1.0000	1	0.2000	2641	271	ʊ	p	ʊ	ʊ	∅	∅	∅	Y	P	Y	Y	∅	∅	∅	7	1	7	7	∅	∅	∅																																																																																																																																																																																	272	u	p	u	u	∅	∅	∅	Y	P	Y	Y	∅	∅	∅	7	1	7	7	∅	∅	∅
1	0.2000	5	1.0000	2754																																																																																																																																					273	k	∅	∅	∅	w	e	d	K	∅	∅	∅	W	E	T	1	∅	∅	∅	6	7	1																							274	qʰ	∅	∅	∅	w	e	d	K	∅	∅	∅	W	E	T	1	∅	∅	∅	6	7	1																						
2	0.4000	4	0.8000	2754																																																																																																																																					273	w	k	∅	∅	e	d	i	W	K	∅	∅	E	T	I	6	1	∅	∅	7	1	7																							274	w	qʰ	∅	∅	e	d	i	W	K	∅	∅	E	T	I	6	1	∅	∅	7	1	7																						
3	0.6000	3	0.6000	2754																																																																																																																																					273	e	w	k	∅	d	i	∅	E	W	K	∅	T	I	∅	7	6	1	∅	1	7	∅																							274	e	w	qʰ	∅	d	i	∅	E	W	K	∅	T	I	∅	7	6	1	∅	1	7	∅																						
4	0.8000	2	0.4000	2754																																																																																																																																					273	d	e	w	k	i	∅	∅	T	E	W	K	I	∅	∅	1	7	6	1	7	∅	∅																							274	d	e	w	qʰ	i	∅	∅	T	E	W	K	I	∅	∅	1	7	6	1	7	∅	∅																						
5	1.0000	1	0.2000	2754																																																																																																																																					273	i	d	e	w	∅	∅	∅	I	T	E	W	∅	∅	∅	7	1	7	6	∅	∅	∅																							274	i	d	e	w	∅	∅	∅	I	T	E	W	∅	∅	∅	7	1	7	6	∅	∅	∅																						
1	0.3333	3	1.0000	2767																																																																																									275	ɲ	∅	∅	∅	ɔ	ŋ	∅	N	∅	∅	∅	U	N	∅	4	∅	∅	∅	7	4	∅																																																																			276	n	∅	∅	∅	a	ŋ̍	∅	N	∅	∅	∅	A	N	∅	4	∅	∅	∅	7	4	∅																						
2	0.6667	2	0.6667	2767																																																																																									275	ɔ	ɲ	∅	∅	ŋ	∅	∅	U	N	∅	∅	N	∅	∅	7	4	∅	∅	4	∅	∅																																																																			276	a	n	∅	∅	ŋ̍	∅	∅	A	N	∅	∅	N	∅	∅	7	4	∅	∅	4	∅	∅																						
3	1.0000	1	0.3333	2767																																																																																									275	ŋ	ɔ	ɲ	∅	∅	∅	∅	N	U	N	∅	∅	∅	∅	4	7	4	∅	∅	∅	∅																																																																			276	ŋ̍	a	n	∅	∅	∅	∅	N	A	N	∅	∅	∅	∅	4	7	4	∅	∅	∅	∅																						
1	0.2000	5	1.0000	2807	277	s	∅	∅	∅	a	a	m	S	∅	∅	∅	A	A	M	3	∅	∅	∅	7	7	4																																																																																									278	s	∅	∅	∅	a	-	m	S	∅	∅	∅	A	_	M	3	∅	∅	∅	7	0	4																																																																																								
2	0.4000	4	0.8000	2807	277	a	s	∅	∅	a	m	a	A	S	∅	∅	A	M	A	7	3	∅	∅	7	4	7																																																																																									278	a	s	∅	∅	-	m	a	A	S	∅	∅	_	M	A	7	3	∅	∅	0	4	7																																																																																								
3	0.6000	3	0.6000	2807	277	a	a	s	∅	m	a	∅	A	A	S	∅	M	A	∅	7	7	3	∅	4	7	∅																																																																																									278	-	a	s	∅	m	a	∅	_	A	S	∅	M	A	∅	0	7	3	∅	4	7	∅																																																																																								
4	0.8000	2	0.4000	2807	277	m	a	a	s	a	∅	∅	M	A	A	S	A	∅	∅	4	7	7	3	7	∅	∅																																																																																									278	m	-	a	s	a	∅	∅	M	_	A	S	A	∅	∅	4	0	7	3	7	∅	∅																																																																																								
5	1.0000	1	0.2000	2807	277	a	m	a	a	∅	∅	∅	A	M	A	A	∅	∅	∅	7	4	7	7	∅	∅	∅																																																																																									278	a	m	-	a	∅	∅	∅	A	M	_	A	∅	∅	∅	7	4	0	7	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	2840																																																																																																															280	g	∅	∅	∅	o	ʃ	i	K	∅	∅	∅	U	S	I	1	∅	∅	∅	7	3	7																																																																			279	k	∅	∅	∅	o	s	i	K	∅	∅	∅	U	S	I	1	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	2840																																																																																																															280	o	g	∅	∅	ʃ	i	∅	U	K	∅	∅	S	I	∅	7	1	∅	∅	3	7	∅																																																																			279	o	k	∅	∅	s	i	∅	U	K	∅	∅	S	I	∅	7	1	∅	∅	3	7	∅
3	0.7500	2	0.5000	2840																																																																																																															280	ʃ	o	g	∅	i	∅	∅	S	U	K	∅	I	∅	∅	3	7	1	∅	7	∅	∅																																																																			279	s	o	k	∅	i	∅	∅	S	U	K	∅	I	∅	∅	3	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	2840																																																																																																															280	i	ʃ	o	g	∅	∅	∅	I	S	U	K	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																			279	i	s	o	k	∅	∅	∅	I	S	U	K	∅	∅	∅	7	3	7	1	∅	∅	∅
1	0.2500	4	1.0000	2842																																													281	k	∅	∅	∅	ɔ	r	i	K	∅	∅	∅	U	R	I	1	∅	∅	∅	7	5	7																																																																																									282	k	∅	∅	∅	o	r	o	K	∅	∅	∅	U	R	U	1	∅	∅	∅	7	5	7																																												
