index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
3	0.7500	2	0.5000	2872	577	s	ɔ	k	∅	i	∅	∅	S	U	K	∅	I	∅	∅	3	7	1	∅	7	∅	∅																																													579	ʃ	o	k	∅	i	∅	∅	S	U	K	∅	I	∅	∅	3	7	1	∅	7	∅	∅																																																																			580	s	o	k	∅	i	∅	∅	S	U	K	∅	I	∅	∅	3	7	1	∅	7	∅	∅																							578	s	o	k	∅	i	∅	∅	S	U	K	∅	I	∅	∅	3	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	2872	577	i	s	ɔ	k	∅	∅	∅	I	S	U	K	∅	∅	∅	7	3	7	1	∅	∅	∅																																													579	i	ʃ	o	k	∅	∅	∅	I	S	U	K	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																			580	i	s	o	k	∅	∅	∅	I	S	U	K	∅	∅	∅	7	3	7	1	∅	∅	∅																							578	i	s	o	k	∅	∅	∅	I	S	U	K	∅	∅	∅	7	3	7	1	∅	∅	∅
1	0.2000	5	1.0000	2876																																																																																																															581	s	∅	∅	∅	i	ŋ	g	S	∅	∅	∅	I	N	K	3	∅	∅	∅	7	4	1	582	t	∅	∅	∅	î	ŋ	g	T	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1																																																																		
2	0.4000	4	0.8000	2876																																																																																																															581	i	s	∅	∅	ŋ	g	o	I	S	∅	∅	N	K	U	7	3	∅	∅	4	1	7	582	î	t	∅	∅	ŋ	g	o	I	T	∅	∅	N	K	U	7	1	∅	∅	4	1	7																																																																		
3	0.6000	3	0.6000	2876																																																																																																															581	ŋ	i	s	∅	g	o	∅	N	I	S	∅	K	U	∅	4	7	3	∅	1	7	∅	582	ŋ	î	t	∅	g	o	∅	N	I	T	∅	K	U	∅	4	7	1	∅	1	7	∅																																																																		
4	0.8000	2	0.4000	2876																																																																																																															581	g	ŋ	i	s	o	∅	∅	K	N	I	S	U	∅	∅	1	4	7	3	7	∅	∅	582	g	ŋ	î	t	o	∅	∅	K	N	I	T	U	∅	∅	1	4	7	1	7	∅	∅																																																																		
5	1.0000	1	0.2000	2876																																																																																																															581	o	g	ŋ	i	∅	∅	∅	U	K	N	I	∅	∅	∅	7	1	4	7	∅	∅	∅	582	o	g	ŋ	î	∅	∅	∅	U	K	N	I	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																		
1	0.2000	5	1.0000	2884	583	-	∅	∅	∅	p	j	a	_	∅	∅	∅	P	J	A	0	∅	∅	∅	1	6	7																																													585	-	∅	∅	∅	p	j	a	_	∅	∅	∅	P	J	A	0	∅	∅	∅	1	6	7																																																																																																															584	m	∅	∅	∅	p	j	a	M	∅	∅	∅	P	J	A	4	∅	∅	∅	1	6	7
2	0.4000	4	0.8000	2884	583	p	-	∅	∅	j	a	a	P	_	∅	∅	J	A	A	1	0	∅	∅	6	7	7																																													585	p	-	∅	∅	j	a	-	P	_	∅	∅	J	A	_	1	0	∅	∅	6	7	0																																																																																																															584	p	m	∅	∅	j	a	-	P	M	∅	∅	J	A	_	1	4	∅	∅	6	7	0
3	0.6000	3	0.6000	2884	583	j	p	-	∅	a	a	∅	J	P	_	∅	A	A	∅	6	1	0	∅	7	7	∅																																													585	j	p	-	∅	a	-	∅	J	P	_	∅	A	_	∅	6	1	0	∅	7	0	∅																																																																																																															584	j	p	m	∅	a	-	∅	J	P	M	∅	A	_	∅	6	1	4	∅	7	0	∅
4	0.8000	2	0.4000	2884	583	a	j	p	-	a	∅	∅	A	J	P	_	A	∅	∅	7	6	1	0	7	∅	∅																																													585	a	j	p	-	-	∅	∅	A	J	P	_	_	∅	∅	7	6	1	0	0	∅	∅																																																																																																															584	a	j	p	m	-	∅	∅	A	J	P	M	_	∅	∅	7	6	1	4	0	∅	∅
5	1.0000	1	0.2000	2884	583	a	a	j	p	∅	∅	∅	A	A	J	P	∅	∅	∅	7	7	6	1	∅	∅	∅																																													585	-	a	j	p	∅	∅	∅	_	A	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																																																															584	-	a	j	p	∅	∅	∅	_	A	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅
1	0.5000	2	1.0000	2887																																																																																																															586	ʃ	∅	∅	∅	a	∅	∅	S	∅	∅	∅	A	∅	∅	3	∅	∅	∅	7	∅	∅																																													587	ʃ	∅	∅	∅	a	∅	∅	S	∅	∅	∅	A	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	2887																																																																																																															586	a	ʃ	∅	∅	∅	∅	∅	A	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																													587	a	ʃ	∅	∅	∅	∅	∅	A	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.2000	5	1.0000	2893	588	z	∅	∅	∅	i	k	ʊ	S	∅	∅	∅	I	K	Y	3	∅	∅	∅	7	1	7																																													589	ʃ	∅	∅	∅	i	k	u	S	∅	∅	∅	I	K	Y	3	∅	∅	∅	7	1	7																																													590	t	∅	∅	∅	î	k	u	T	∅	∅	∅	I	K	Y	1	∅	∅	∅	7	1	7																							591	s	∅	∅	∅	i	χ	ʊ	S	∅	∅	∅	I	G	Y	3	∅	∅	∅	7	3	7																						
2	0.4000	4	0.8000	2893	588	i	z	∅	∅	k	ʊ	-	I	S	∅	∅	K	Y	_	7	3	∅	∅	1	7	0																																													589	i	ʃ	∅	∅	k	u	a	I	S	∅	∅	K	Y	A	7	3	∅	∅	1	7	7																																													590	î	t	∅	∅	k	u	-	I	T	∅	∅	K	Y	_	7	1	∅	∅	1	7	0																							591	i	s	∅	∅	χ	ʊ	-	I	S	∅	∅	G	Y	_	7	3	∅	∅	3	7	0																						
3	0.6000	3	0.6000	2893	588	k	i	z	∅	ʊ	-	∅	K	I	S	∅	Y	_	∅	1	7	3	∅	7	0	∅																																													589	k	i	ʃ	∅	u	a	∅	K	I	S	∅	Y	A	∅	1	7	3	∅	7	7	∅																																													590	k	î	t	∅	u	-	∅	K	I	T	∅	Y	_	∅	1	7	1	∅	7	0	∅																							591	χ	i	s	∅	ʊ	-	∅	G	I	S	∅	Y	_	∅	3	7	3	∅	7	0	∅																						
4	0.8000	2	0.4000	2893	588	ʊ	k	i	z	-	∅	∅	Y	K	I	S	_	∅	∅	7	1	7	3	0	∅	∅																																													589	u	k	i	ʃ	a	∅	∅	Y	K	I	S	A	∅	∅	7	1	7	3	7	∅	∅																																													590	u	k	î	t	-	∅	∅	Y	K	I	T	_	∅	∅	7	1	7	1	0	∅	∅																							591	ʊ	χ	i	s	-	∅	∅	Y	G	I	S	_	∅	∅	7	3	7	3	0	∅	∅																						
5	1.0000	1	0.2000	2893	588	-	ʊ	k	i	∅	∅	∅	_	Y	K	I	∅	∅	∅	0	7	1	7	∅	∅	∅																																													589	a	u	k	i	∅	∅	∅	A	Y	K	I	∅	∅	∅	7	7	1	7	∅	∅	∅																																													590	-	u	k	î	∅	∅	∅	_	Y	K	I	∅	∅	∅	0	7	1	7	∅	∅	∅																							591	-	ʊ	χ	i	∅	∅	∅	_	Y	G	I	∅	∅	∅	0	7	3	7	∅	∅	∅																						
1	0.5000	2	1.0000	2894																							593	l	∅	∅	∅	o	∅	∅	L	∅	∅	∅	U	∅	∅	5	∅	∅	∅	7	∅	∅																																																																																																																																																											592	l	∅	∅	∅	o	∅	∅	L	∅	∅	∅	U	∅	∅	5	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	2894																							593	o	l	∅	∅	∅	∅	∅	U	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅																																																																																																																																																											592	o	l	∅	∅	∅	∅	∅	U	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅
1	0.1429	7	1.0000	2904	594	k	∅	∅	∅	ɛ	ɛ	n	K	∅	∅	∅	E	E	N	1	∅	∅	∅	7	7	4	595	k	∅	∅	∅	e	e	n	K	∅	∅	∅	E	E	N	1	∅	∅	∅	7	7	4																																																																			596	k	∅	∅	∅	e	-	n	K	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4																																																																																								
2	0.2857	6	0.8571	2904	594	ɛ	k	∅	∅	ɛ	n	d	E	K	∅	∅	E	N	T	7	1	∅	∅	7	4	1	595	e	k	∅	∅	e	n	d	E	K	∅	∅	E	N	T	7	1	∅	∅	7	4	1																																																																			596	e	k	∅	∅	-	n	d	E	K	∅	∅	_	N	T	7	1	∅	∅	0	4	1																																																																																								
3	0.4286	5	0.7143	2904	594	ɛ	ɛ	k	∅	n	d	a	E	E	K	∅	N	T	A	7	7	1	∅	4	1	7	595	e	e	k	∅	n	d	-	E	E	K	∅	N	T	_	7	7	1	∅	4	1	0																																																																			596	-	e	k	∅	n	d	-	_	E	K	∅	N	T	_	0	7	1	∅	4	1	0																																																																																								
4	0.5714	4	0.5714	2904	594	n	ɛ	ɛ	k	d	a	a	N	E	E	K	T	A	A	4	7	7	1	1	7	7	595	n	e	e	k	d	-	a	N	E	E	K	T	_	A	4	7	7	1	1	0	7																																																																			596	n	-	e	k	d	-	a	N	_	E	K	T	_	A	4	0	7	1	1	0	7																																																																																								
5	0.7143	3	0.4286	2904	594	d	n	ɛ	ɛ	a	a	∅	T	N	E	E	A	A	∅	1	4	7	7	7	7	∅	595	d	n	e	e	-	a	∅	T	N	E	E	_	A	∅	1	4	7	7	0	7	∅																																																																			596	d	n	-	e	-	a	∅	T	N	_	E	_	A	∅	1	4	0	7	0	7	∅																																																																																								
6	0.8571	2	0.2857	2904	594	a	d	n	ɛ	a	∅	∅	A	T	N	E	A	∅	∅	7	1	4	7	7	∅	∅	595	-	d	n	e	a	∅	∅	_	T	N	E	A	∅	∅	0	1	4	7	7	∅	∅																																																																			596	-	d	n	-	a	∅	∅	_	T	N	_	A	∅	∅	0	1	4	0	7	∅	∅																																																																																								
7	1.0000	1	0.1429	2904	594	a	a	d	n	∅	∅	∅	A	A	T	N	∅	∅	∅	7	7	1	4	∅	∅	∅	595	a	-	d	n	∅	∅	∅	A	_	T	N	∅	∅	∅	7	0	1	4	∅	∅	∅																																																																			596	a	-	d	n	∅	∅	∅	A	_	T	N	∅	∅	∅	7	0	1	4	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	2917																																																																																																															598	p	∅	∅	∅	u	-	a	P	∅	∅	∅	Y	_	A	1	∅	∅	∅	7	0	7																																																																			597	p	∅	∅	∅	u	l	a	P	∅	∅	∅	Y	L	A	1	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	2917																																																																																																															598	u	p	∅	∅	-	a	∅	Y	P	∅	∅	_	A	∅	7	1	∅	∅	0	7	∅																																																																			597	u	p	∅	∅	l	a	∅	Y	P	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅
3	0.7500	2	0.5000	2917																																																																																																															598	-	u	p	∅	a	∅	∅	_	Y	P	∅	A	∅	∅	0	7	1	∅	7	∅	∅																																																																			597	l	u	p	∅	a	∅	∅	L	Y	P	∅	A	∅	∅	5	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	2917																																																																																																															598	a	-	u	p	∅	∅	∅	A	_	Y	P	∅	∅	∅	7	0	7	1	∅	∅	∅																																																																			597	a	l	u	p	∅	∅	∅	A	L	Y	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.3333	3	1.0000	2947																																																																																																															599	m	∅	∅	∅	w	e	∅	M	∅	∅	∅	W	E	∅	4	∅	∅	∅	6	7	∅	600	m	∅	∅	∅	w	e	∅	M	∅	∅	∅	W	E	∅	4	∅	∅	∅	6	7	∅																																																																		
2	0.6667	2	0.6667	2947																																																																																																															599	w	m	∅	∅	e	∅	∅	W	M	∅	∅	E	∅	∅	6	4	∅	∅	7	∅	∅	600	w	m	∅	∅	e	∅	∅	W	M	∅	∅	E	∅	∅	6	4	∅	∅	7	∅	∅																																																																		
3	1.0000	1	0.3333	2947																																																																																																															599	e	w	m	∅	∅	∅	∅	E	W	M	∅	∅	∅	∅	7	6	4	∅	∅	∅	∅	600	e	w	m	∅	∅	∅	∅	E	W	M	∅	∅	∅	∅	7	6	4	∅	∅	∅	∅																																																																		
1	0.1667	6	1.0000	2954	601	l	∅	∅	∅	u	g	ʊ	L	∅	∅	∅	Y	K	Y	5	∅	∅	∅	7	1	7																																																																																																																																																																																	602	w	∅	∅	∅	u	g	u	W	∅	∅	∅	Y	K	Y	6	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	2954	601	u	l	∅	∅	g	ʊ	l	Y	L	∅	∅	K	Y	L	7	5	∅	∅	1	7	5																																																																																																																																																																																	602	u	w	∅	∅	g	u	l	Y	W	∅	∅	K	Y	L	7	6	∅	∅	1	7	5
3	0.5000	4	0.6667	2954	601	g	u	l	∅	ʊ	l	a	K	Y	L	∅	Y	L	A	1	7	5	∅	7	5	7																																																																																																																																																																																	602	g	u	w	∅	u	l	a	K	Y	W	∅	Y	L	A	1	7	6	∅	7	5	7
4	0.6667	3	0.5000	2954	601	ʊ	g	u	l	l	a	∅	Y	K	Y	L	L	A	∅	7	1	7	5	5	7	∅																																																																																																																																																																																	602	u	g	u	w	l	a	∅	Y	K	Y	W	L	A	∅	7	1	7	6	5	7	∅
5	0.8333	2	0.3333	2954	601	l	ʊ	g	u	a	∅	∅	L	Y	K	Y	A	∅	∅	5	7	1	7	7	∅	∅																																																																																																																																																																																	602	l	u	g	u	a	∅	∅	L	Y	K	Y	A	∅	∅	5	7	1	7	7	∅	∅
6	1.0000	1	0.1667	2954	601	a	l	ʊ	g	∅	∅	∅	A	L	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																																																																	602	a	l	u	g	∅	∅	∅	A	L	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2500	4	1.0000	2968																																																																																																															604	e	∅	∅	∅	-	t	u	E	∅	∅	∅	_	T	Y	7	∅	∅	∅	0	1	7																																																																			603	e	∅	∅	∅	e	t	u	E	∅	∅	∅	E	T	Y	7	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	2968																																																																																																															604	-	e	∅	∅	t	u	∅	_	E	∅	∅	T	Y	∅	0	7	∅	∅	1	7	∅																																																																			603	e	e	∅	∅	t	u	∅	E	E	∅	∅	T	Y	∅	7	7	∅	∅	1	7	∅
3	0.7500	2	0.5000	2968																																																																																																															604	t	-	e	∅	u	∅	∅	T	_	E	∅	Y	∅	∅	1	0	7	∅	7	∅	∅																																																																			603	t	e	e	∅	u	∅	∅	T	E	E	∅	Y	∅	∅	1	7	7	∅	7	∅	∅
4	1.0000	1	0.2500	2968																																																																																																															604	u	t	-	e	∅	∅	∅	Y	T	_	E	∅	∅	∅	7	1	0	7	∅	∅	∅																																																																			603	u	t	e	e	∅	∅	∅	Y	T	E	E	∅	∅	∅	7	1	7	7	∅	∅	∅
1	0.3333	3	1.0000	2972	605	z	∅	∅	∅	ɛ	ɛ	∅	S	∅	∅	∅	E	E	∅	3	∅	∅	∅	7	7	∅																																													606	s	∅	∅	∅	e	-	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																							607	z	∅	∅	∅	e	-	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	2972	605	ɛ	z	∅	∅	ɛ	∅	∅	E	S	∅	∅	E	∅	∅	7	3	∅	∅	7	∅	∅																																													606	e	s	∅	∅	-	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							607	e	z	∅	∅	-	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	2972	605	ɛ	ɛ	z	∅	∅	∅	∅	E	E	S	∅	∅	∅	∅	7	7	3	∅	∅	∅	∅																																													606	-	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							607	-	e	z	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	2975																																													608	n	∅	∅	∅	dʒ	e	e	N	∅	∅	∅	T	E	E	4	∅	∅	∅	1	7	7																																																																																																															609	n̩	∅	∅	∅	tɬ	-	ɛ	N	∅	∅	∅	T	_	E	4	∅	∅	∅	1	0	7																						
2	0.5000	3	0.7500	2975																																													608	dʒ	n	∅	∅	e	e	∅	T	N	∅	∅	E	E	∅	1	4	∅	∅	7	7	∅																																																																																																															609	tɬ	n̩	∅	∅	-	ɛ	∅	T	N	∅	∅	_	E	∅	1	4	∅	∅	0	7	∅																						
3	0.7500	2	0.5000	2975																																													608	e	dʒ	n	∅	e	∅	∅	E	T	N	∅	E	∅	∅	7	1	4	∅	7	∅	∅																																																																																																															609	-	tɬ	n̩	∅	ɛ	∅	∅	_	T	N	∅	E	∅	∅	0	1	4	∅	7	∅	∅																						
4	1.0000	1	0.2500	2975																																													608	e	e	dʒ	n	∅	∅	∅	E	E	T	N	∅	∅	∅	7	7	1	4	∅	∅	∅																																																																																																															609	ɛ	-	tɬ	n̩	∅	∅	∅	E	_	T	N	∅	∅	∅	7	0	1	4	∅	∅	∅																						
1	0.1667	6	1.0000	2997	610	g	∅	∅	∅	a	a	n	K	∅	∅	∅	A	A	N	1	∅	∅	∅	7	7	4																																																																																									612	ɣ	∅	∅	∅	a	-	n	G	∅	∅	∅	A	_	N	3	∅	∅	∅	7	0	4																							613	k	∅	∅	∅	á	-	-	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																							611	g	∅	∅	∅	a	a	-	K	∅	∅	∅	A	A	_	1	∅	∅	∅	7	7	0
2	0.3333	5	0.8333	2997	610	a	g	∅	∅	a	n	z	A	K	∅	∅	A	N	S	7	1	∅	∅	7	4	3																																																																																									612	a	ɣ	∅	∅	-	n	z	A	G	∅	∅	_	N	S	7	3	∅	∅	0	4	3																							613	á	k	∅	∅	-	-	s	A	K	∅	∅	_	_	S	7	1	∅	∅	0	0	3																							611	a	g	∅	∅	a	-	s	A	K	∅	∅	A	_	S	7	1	∅	∅	7	0	3
3	0.5000	4	0.6667	2997	610	a	a	g	∅	n	z	a	A	A	K	∅	N	S	A	7	7	1	∅	4	3	7																																																																																									612	-	a	ɣ	∅	n	z	a	_	A	G	∅	N	S	A	0	7	3	∅	4	3	7																							613	-	á	k	∅	-	s	a	_	A	K	∅	_	S	A	0	7	1	∅	0	3	7																							611	a	a	g	∅	-	s	a	A	A	K	∅	_	S	A	7	7	1	∅	0	3	7
4	0.6667	3	0.5000	2997	610	n	a	a	g	z	a	∅	N	A	A	K	S	A	∅	4	7	7	1	3	7	∅																																																																																									612	n	-	a	ɣ	z	a	∅	N	_	A	G	S	A	∅	4	0	7	3	3	7	∅																							613	-	-	á	k	s	a	∅	_	_	A	K	S	A	∅	0	0	7	1	3	7	∅																							611	-	a	a	g	s	a	∅	_	A	A	K	S	A	∅	0	7	7	1	3	7	∅
5	0.8333	2	0.3333	2997	610	z	n	a	a	a	∅	∅	S	N	A	A	A	∅	∅	3	4	7	7	7	∅	∅																																																																																									612	z	n	-	a	a	∅	∅	S	N	_	A	A	∅	∅	3	4	0	7	7	∅	∅																							613	s	-	-	á	a	∅	∅	S	_	_	A	A	∅	∅	3	0	0	7	7	∅	∅																							611	s	-	a	a	a	∅	∅	S	_	A	A	A	∅	∅	3	0	7	7	7	∅	∅
6	1.0000	1	0.1667	2997	610	a	z	n	a	∅	∅	∅	A	S	N	A	∅	∅	∅	7	3	4	7	∅	∅	∅																																																																																									612	a	z	n	-	∅	∅	∅	A	S	N	_	∅	∅	∅	7	3	4	0	∅	∅	∅																							613	a	s	-	-	∅	∅	∅	A	S	_	_	∅	∅	∅	7	3	0	0	∅	∅	∅																							611	a	s	-	a	∅	∅	∅	A	S	_	A	∅	∅	∅	7	3	0	7	∅	∅	∅
1	0.2500	4	1.0000	3018	614	z	∅	∅	∅	i	l	a	S	∅	∅	∅	I	L	A	3	∅	∅	∅	7	5	7																																													615	ʃ	∅	∅	∅	i	l	a	S	∅	∅	∅	I	L	A	3	∅	∅	∅	7	5	7																							616	z	∅	∅	∅	i	-	a	S	∅	∅	∅	I	_	A	3	∅	∅	∅	7	0	7																							617	z	∅	∅	∅	i	l	a	S	∅	∅	∅	I	L	A	3	∅	∅	∅	7	5	7	618	ts	∅	∅	∅	i	l	a	C	∅	∅	∅	I	L	A	2	∅	∅	∅	7	5	7																						
2	0.5000	3	0.7500	3018	614	i	z	∅	∅	l	a	∅	I	S	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅																																													615	i	ʃ	∅	∅	l	a	∅	I	S	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅																							616	i	z	∅	∅	-	a	∅	I	S	∅	∅	_	A	∅	7	3	∅	∅	0	7	∅																							617	i	z	∅	∅	l	a	∅	I	S	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅	618	i	ts	∅	∅	l	a	∅	I	C	∅	∅	L	A	∅	7	2	∅	∅	5	7	∅																						
3	0.7500	2	0.5000	3018	614	l	i	z	∅	a	∅	∅	L	I	S	∅	A	∅	∅	5	7	3	∅	7	∅	∅																																													615	l	i	ʃ	∅	a	∅	∅	L	I	S	∅	A	∅	∅	5	7	3	∅	7	∅	∅																							616	-	i	z	∅	a	∅	∅	_	I	S	∅	A	∅	∅	0	7	3	∅	7	∅	∅																							617	l	i	z	∅	a	∅	∅	L	I	S	∅	A	∅	∅	5	7	3	∅	7	∅	∅	618	l	i	ts	∅	a	∅	∅	L	I	C	∅	A	∅	∅	5	7	2	∅	7	∅	∅																						
4	1.0000	1	0.2500	3018	614	a	l	i	z	∅	∅	∅	A	L	I	S	∅	∅	∅	7	5	7	3	∅	∅	∅																																													615	a	l	i	ʃ	∅	∅	∅	A	L	I	S	∅	∅	∅	7	5	7	3	∅	∅	∅																							616	a	-	i	z	∅	∅	∅	A	_	I	S	∅	∅	∅	7	0	7	3	∅	∅	∅																							617	a	l	i	z	∅	∅	∅	A	L	I	S	∅	∅	∅	7	5	7	3	∅	∅	∅	618	a	l	i	ts	∅	∅	∅	A	L	I	C	∅	∅	∅	7	5	7	2	∅	∅	∅																						
1	0.2500	4	1.0000	3030	619	l	∅	∅	∅	i	p	a	L	∅	∅	∅	I	P	A	5	∅	∅	∅	7	1	7																																													620	l	∅	∅	∅	i	p	-	L	∅	∅	∅	I	P	_	5	∅	∅	∅	7	1	0																																																																			621	l	∅	∅	∅	i	p	a	L	∅	∅	∅	I	P	A	5	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	3030	619	i	l	∅	∅	p	a	∅	I	L	∅	∅	P	A	∅	7	5	∅	∅	1	7	∅																																													620	i	l	∅	∅	p	-	∅	I	L	∅	∅	P	_	∅	7	5	∅	∅	1	0	∅																																																																			621	i	l	∅	∅	p	a	∅	I	L	∅	∅	P	A	∅	7	5	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	3030	619	p	i	l	∅	a	∅	∅	P	I	L	∅	A	∅	∅	1	7	5	∅	7	∅	∅																																													620	p	i	l	∅	-	∅	∅	P	I	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																																																			621	p	i	l	∅	a	∅	∅	P	I	L	∅	A	∅	∅	1	7	5	∅	7	∅	∅																																												
4	1.0000	1	0.2500	3030	619	a	p	i	l	∅	∅	∅	A	P	I	L	∅	∅	∅	7	1	7	5	∅	∅	∅																																													620	-	p	i	l	∅	∅	∅	_	P	I	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																																																			621	a	p	i	l	∅	∅	∅	A	P	I	L	∅	∅	∅	7	1	7	5	∅	∅	∅																																												
1	0.1667	6	1.0000	3045																							622	o	∅	∅	∅	o	β	u	U	∅	∅	∅	U	B	Y	7	∅	∅	∅	7	3	7																																																																																																																																					623	o	∅	∅	∅	-	b	ʊ	U	∅	∅	∅	_	P	Y	7	∅	∅	∅	0	1	7																						
2	0.3333	5	0.8333	3045																							622	o	o	∅	∅	β	u	l	U	U	∅	∅	B	Y	L	7	7	∅	∅	3	7	5																																																																																																																																					623	-	o	∅	∅	b	ʊ	l	_	U	∅	∅	P	Y	L	0	7	∅	∅	1	7	5																						
