index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
4	0.8000	2	0.4000	1969	311	m	á	a	m	a	∅	∅	M	A	A	M	A	∅	∅	4	7	7	4	7	∅	∅																																													312	m	-	a	m	a	∅	∅	M	_	A	M	A	∅	∅	4	0	7	4	7	∅	∅																																													313	m	-	a	-	a	∅	∅	M	_	A	_	A	∅	∅	4	0	7	0	7	∅	∅																																																																		
5	1.0000	1	0.2000	1969	311	a	m	á	a	∅	∅	∅	A	M	A	A	∅	∅	∅	7	4	7	7	∅	∅	∅																																													312	a	m	-	a	∅	∅	∅	A	M	_	A	∅	∅	∅	7	4	0	7	∅	∅	∅																																													313	a	m	-	a	∅	∅	∅	A	M	_	A	∅	∅	∅	7	4	0	7	∅	∅	∅																																																																		
1	0.2500	4	1.0000	1972																																													314	k	∅	∅	∅	ɔ	g	ɔ	K	∅	∅	∅	U	K	U	1	∅	∅	∅	7	1	7																																													315	k	∅	∅	∅	o	k	o	K	∅	∅	∅	U	K	U	1	∅	∅	∅	7	1	7																																																																																								
2	0.5000	3	0.7500	1972																																													314	ɔ	k	∅	∅	g	ɔ	∅	U	K	∅	∅	K	U	∅	7	1	∅	∅	1	7	∅																																													315	o	k	∅	∅	k	o	∅	U	K	∅	∅	K	U	∅	7	1	∅	∅	1	7	∅																																																																																								
3	0.7500	2	0.5000	1972																																													314	g	ɔ	k	∅	ɔ	∅	∅	K	U	K	∅	U	∅	∅	1	7	1	∅	7	∅	∅																																													315	k	o	k	∅	o	∅	∅	K	U	K	∅	U	∅	∅	1	7	1	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	1972																																													314	ɔ	g	ɔ	k	∅	∅	∅	U	K	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																													315	o	k	o	k	∅	∅	∅	U	K	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																								
1	0.1000	10	1.0000	1980	316	k	∅	∅	∅	u	u	m	K	∅	∅	∅	Y	Y	M	1	∅	∅	∅	7	7	4																																																																																																																																					317	k	∅	∅	∅	u	-	m	K	∅	∅	∅	Y	_	M	1	∅	∅	∅	7	0	4																																												
2	0.2000	9	0.9000	1980	316	u	k	∅	∅	u	m	b	Y	K	∅	∅	Y	M	P	7	1	∅	∅	7	4	1																																																																																																																																					317	u	k	∅	∅	-	m	b	Y	K	∅	∅	_	M	P	7	1	∅	∅	0	4	1																																												
3	0.3000	8	0.8000	1980	316	u	u	k	∅	m	b	á	Y	Y	K	∅	M	P	A	7	7	1	∅	4	1	7																																																																																																																																					317	-	u	k	∅	m	b	a	_	Y	K	∅	M	P	A	0	7	1	∅	4	1	7																																												
4	0.4000	7	0.7000	1980	316	m	u	u	k	b	á	t	M	Y	Y	K	P	A	T	4	7	7	1	1	7	1																																																																																																																																					317	m	-	u	k	b	a	r	M	_	Y	K	P	A	R	4	0	7	1	1	7	5																																												
5	0.5000	6	0.6000	1980	316	b	m	u	u	á	t	i	P	M	Y	Y	A	T	I	1	4	7	7	7	1	7																																																																																																																																					317	b	m	-	u	a	r	i	P	M	_	Y	A	R	I	1	4	0	7	7	5	7																																												
6	0.6000	5	0.5000	1980	316	á	b	m	u	t	i	l	A	P	M	Y	T	I	L	7	1	4	7	1	7	5																																																																																																																																					317	a	b	m	-	r	i	l	A	P	M	_	R	I	L	7	1	4	0	5	7	5																																												
7	0.7000	4	0.4000	1980	316	t	á	b	m	i	l	a	T	A	P	M	I	L	A	1	7	1	4	7	5	7																																																																																																																																					317	r	a	b	m	i	l	a	R	A	P	M	I	L	A	5	7	1	4	7	5	7																																												
8	0.8000	3	0.3000	1980	316	i	t	á	b	l	a	∅	I	T	A	P	L	A	∅	7	1	7	1	5	7	∅																																																																																																																																					317	i	r	a	b	l	a	∅	I	R	A	P	L	A	∅	7	5	7	1	5	7	∅																																												
9	0.9000	2	0.2000	1980	316	l	i	t	á	a	∅	∅	L	I	T	A	A	∅	∅	5	7	1	7	7	∅	∅																																																																																																																																					317	l	i	r	a	a	∅	∅	L	I	R	A	A	∅	∅	5	7	5	7	7	∅	∅																																												
10	1.0000	1	0.1000	1980	316	a	l	i	t	∅	∅	∅	A	L	I	T	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																					317	a	l	i	r	∅	∅	∅	A	L	I	R	∅	∅	∅	7	5	7	5	∅	∅	∅																																												
1	0.2500	4	1.0000	1989	318	ʃ	∅	∅	∅	a	-	-	S	∅	∅	∅	A	_	_	3	∅	∅	∅	7	0	0																																																																																									319	ʃ	∅	∅	∅	a	ɣ	a	S	∅	∅	∅	A	G	A	3	∅	∅	∅	7	3	7																							320	s	∅	∅	∅	a	g	a	S	∅	∅	∅	A	K	A	3	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	1989	318	a	ʃ	∅	∅	-	-	∅	A	S	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅																																																																																									319	a	ʃ	∅	∅	ɣ	a	∅	A	S	∅	∅	G	A	∅	7	3	∅	∅	3	7	∅																							320	a	s	∅	∅	g	a	∅	A	S	∅	∅	K	A	∅	7	3	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	1989	318	-	a	ʃ	∅	-	∅	∅	_	A	S	∅	_	∅	∅	0	7	3	∅	0	∅	∅																																																																																									319	ɣ	a	ʃ	∅	a	∅	∅	G	A	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅																							320	g	a	s	∅	a	∅	∅	K	A	S	∅	A	∅	∅	1	7	3	∅	7	∅	∅																																												
4	1.0000	1	0.2500	1989	318	-	-	a	ʃ	∅	∅	∅	_	_	A	S	∅	∅	∅	0	0	7	3	∅	∅	∅																																																																																									319	a	ɣ	a	ʃ	∅	∅	∅	A	G	A	S	∅	∅	∅	7	3	7	3	∅	∅	∅																							320	a	g	a	s	∅	∅	∅	A	K	A	S	∅	∅	∅	7	1	7	3	∅	∅	∅																																												
1	0.2000	5	1.0000	2037	321	-	∅	∅	∅	g	a	t	_	∅	∅	∅	K	A	T	0	∅	∅	∅	1	7	1																																																																																									322	ŋ	∅	∅	∅	g	á	t	N	∅	∅	∅	K	A	T	4	∅	∅	∅	1	7	1																							323	-	∅	∅	∅	k	a	r	_	∅	∅	∅	K	A	R	0	∅	∅	∅	1	7	5																																												
2	0.4000	4	0.8000	2037	321	g	-	∅	∅	a	t	a	K	_	∅	∅	A	T	A	1	0	∅	∅	7	1	7																																																																																									322	g	ŋ	∅	∅	á	t	a	K	N	∅	∅	A	T	A	1	4	∅	∅	7	1	7																							323	k	-	∅	∅	a	r	a	K	_	∅	∅	A	R	A	1	0	∅	∅	7	5	7																																												
3	0.6000	3	0.6000	2037	321	a	g	-	∅	t	a	∅	A	K	_	∅	T	A	∅	7	1	0	∅	1	7	∅																																																																																									322	á	g	ŋ	∅	t	a	∅	A	K	N	∅	T	A	∅	7	1	4	∅	1	7	∅																							323	a	k	-	∅	r	a	∅	A	K	_	∅	R	A	∅	7	1	0	∅	5	7	∅																																												
4	0.8000	2	0.4000	2037	321	t	a	g	-	a	∅	∅	T	A	K	_	A	∅	∅	1	7	1	0	7	∅	∅																																																																																									322	t	á	g	ŋ	a	∅	∅	T	A	K	N	A	∅	∅	1	7	1	4	7	∅	∅																							323	r	a	k	-	a	∅	∅	R	A	K	_	A	∅	∅	5	7	1	0	7	∅	∅																																												
5	1.0000	1	0.2000	2037	321	a	t	a	g	∅	∅	∅	A	T	A	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																									322	a	t	á	g	∅	∅	∅	A	T	A	K	∅	∅	∅	7	1	7	1	∅	∅	∅																							323	a	r	a	k	∅	∅	∅	A	R	A	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																												
1	0.2000	5	1.0000	2045	324	i	∅	∅	∅	-	g	w	I	∅	∅	∅	_	K	W	7	∅	∅	∅	0	1	6																																																																																																																																					325	u	∅	∅	∅	ŋ	g	w	Y	∅	∅	∅	N	K	W	7	∅	∅	∅	4	1	6																																												
2	0.4000	4	0.8000	2045	324	-	i	∅	∅	g	w	a	_	I	∅	∅	K	W	A	0	7	∅	∅	1	6	7																																																																																																																																					325	ŋ	u	∅	∅	g	w	a	N	Y	∅	∅	K	W	A	4	7	∅	∅	1	6	7																																												
3	0.6000	3	0.6000	2045	324	g	-	i	∅	w	a	∅	K	_	I	∅	W	A	∅	1	0	7	∅	6	7	∅																																																																																																																																					325	g	ŋ	u	∅	w	a	∅	K	N	Y	∅	W	A	∅	1	4	7	∅	6	7	∅																																												
4	0.8000	2	0.4000	2045	324	w	g	-	i	a	∅	∅	W	K	_	I	A	∅	∅	6	1	0	7	7	∅	∅																																																																																																																																					325	w	g	ŋ	u	a	∅	∅	W	K	N	Y	A	∅	∅	6	1	4	7	7	∅	∅																																												
5	1.0000	1	0.2000	2045	324	a	w	g	-	∅	∅	∅	A	W	K	_	∅	∅	∅	7	6	1	0	∅	∅	∅																																																																																																																																					325	a	w	g	ŋ	∅	∅	∅	A	W	K	N	∅	∅	∅	7	6	1	4	∅	∅	∅																																												
1	0.2500	4	1.0000	2057																																													327	t	∅	∅	∅	e	m	a	T	∅	∅	∅	E	M	A	1	∅	∅	∅	7	4	7	328	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7																																																																																																															326	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	2057																																													327	e	t	∅	∅	m	a	∅	E	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅	328	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																																																															326	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅
3	0.7500	2	0.5000	2057																																													327	m	e	t	∅	a	∅	∅	M	E	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅	328	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																																																															326	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	2057																																													327	a	m	e	t	∅	∅	∅	A	M	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅	328	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																																															326	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.2500	4	1.0000	2069	329	f	∅	∅	∅	i	g	a	B	∅	∅	∅	I	K	A	3	∅	∅	∅	7	1	7																																																																																																																																																																																	330	v	∅	∅	∅	i	g	a	B	∅	∅	∅	I	K	A	3	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	2069	329	i	f	∅	∅	g	a	∅	I	B	∅	∅	K	A	∅	7	3	∅	∅	1	7	∅																																																																																																																																																																																	330	i	v	∅	∅	g	a	∅	I	B	∅	∅	K	A	∅	7	3	∅	∅	1	7	∅
3	0.7500	2	0.5000	2069	329	g	i	f	∅	a	∅	∅	K	I	B	∅	A	∅	∅	1	7	3	∅	7	∅	∅																																																																																																																																																																																	330	g	i	v	∅	a	∅	∅	K	I	B	∅	A	∅	∅	1	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	2069	329	a	g	i	f	∅	∅	∅	A	K	I	B	∅	∅	∅	7	1	7	3	∅	∅	∅																																																																																																																																																																																	330	a	g	i	v	∅	∅	∅	A	K	I	B	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	2088	331	β	∅	∅	∅	i	s	a	B	∅	∅	∅	I	S	A	3	∅	∅	∅	7	3	7	332	β	∅	∅	∅	ìì	x	a	B	∅	∅	∅	I	G	A	3	∅	∅	∅	7	3	7																																																																			333	v	∅	∅	∅	i	s	a	B	∅	∅	∅	I	S	A	3	∅	∅	∅	7	3	7																							334	b	∅	∅	∅	i	s	a	P	∅	∅	∅	I	S	A	1	∅	∅	∅	7	3	7																																												
2	0.5000	3	0.7500	2088	331	i	β	∅	∅	s	a	∅	I	B	∅	∅	S	A	∅	7	3	∅	∅	3	7	∅	332	ìì	β	∅	∅	x	a	∅	I	B	∅	∅	G	A	∅	7	3	∅	∅	3	7	∅																																																																			333	i	v	∅	∅	s	a	∅	I	B	∅	∅	S	A	∅	7	3	∅	∅	3	7	∅																							334	i	b	∅	∅	s	a	∅	I	P	∅	∅	S	A	∅	7	1	∅	∅	3	7	∅																																												
3	0.7500	2	0.5000	2088	331	s	i	β	∅	a	∅	∅	S	I	B	∅	A	∅	∅	3	7	3	∅	7	∅	∅	332	x	ìì	β	∅	a	∅	∅	G	I	B	∅	A	∅	∅	3	7	3	∅	7	∅	∅																																																																			333	s	i	v	∅	a	∅	∅	S	I	B	∅	A	∅	∅	3	7	3	∅	7	∅	∅																							334	s	i	b	∅	a	∅	∅	S	I	P	∅	A	∅	∅	3	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	2088	331	a	s	i	β	∅	∅	∅	A	S	I	B	∅	∅	∅	7	3	7	3	∅	∅	∅	332	a	x	ìì	β	∅	∅	∅	A	G	I	B	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																			333	a	s	i	v	∅	∅	∅	A	S	I	B	∅	∅	∅	7	3	7	3	∅	∅	∅																							334	a	s	i	b	∅	∅	∅	A	S	I	P	∅	∅	∅	7	3	7	1	∅	∅	∅																																												
1	0.1667	6	1.0000	2128	335	g	∅	∅	∅	ɛ	ɛ	m	K	∅	∅	∅	E	E	M	1	∅	∅	∅	7	7	4																																																																																									336	ɣ	∅	∅	∅	e	-	m	G	∅	∅	∅	E	_	M	3	∅	∅	∅	7	0	4																							337	-	∅	∅	∅	e	-	m	_	∅	∅	∅	E	_	M	0	∅	∅	∅	7	0	4																																												
2	0.3333	5	0.8333	2128	335	ɛ	g	∅	∅	ɛ	m	b	E	K	∅	∅	E	M	P	7	1	∅	∅	7	4	1																																																																																									336	e	ɣ	∅	∅	-	m	b	E	G	∅	∅	_	M	P	7	3	∅	∅	0	4	1																							337	e	-	∅	∅	-	m	b	E	_	∅	∅	_	M	P	7	0	∅	∅	0	4	1																																												
3	0.5000	4	0.6667	2128	335	ɛ	ɛ	g	∅	m	b	ɛ	E	E	K	∅	M	P	E	7	7	1	∅	4	1	7																																																																																									336	-	e	ɣ	∅	m	b	e	_	E	G	∅	M	P	E	0	7	3	∅	4	1	7																							337	-	e	-	∅	m	b	e	_	E	_	∅	M	P	E	0	7	0	∅	4	1	7																																												
4	0.6667	3	0.5000	2128	335	m	ɛ	ɛ	g	b	ɛ	∅	M	E	E	K	P	E	∅	4	7	7	1	1	7	∅																																																																																									336	m	-	e	ɣ	b	e	∅	M	_	E	G	P	E	∅	4	0	7	3	1	7	∅																							337	m	-	e	-	b	e	∅	M	_	E	_	P	E	∅	4	0	7	0	1	7	∅																																												
5	0.8333	2	0.3333	2128	335	b	m	ɛ	ɛ	ɛ	∅	∅	P	M	E	E	E	∅	∅	1	4	7	7	7	∅	∅																																																																																									336	b	m	-	e	e	∅	∅	P	M	_	E	E	∅	∅	1	4	0	7	7	∅	∅																							337	b	m	-	e	e	∅	∅	P	M	_	E	E	∅	∅	1	4	0	7	7	∅	∅																																												
6	1.0000	1	0.1667	2128	335	ɛ	b	m	ɛ	∅	∅	∅	E	P	M	E	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																									336	e	b	m	-	∅	∅	∅	E	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																							337	e	b	m	-	∅	∅	∅	E	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																												
1	0.2500	4	1.0000	2143	338	ʊ	∅	∅	∅	ʊ	k	i	Y	∅	∅	∅	Y	K	I	7	∅	∅	∅	7	1	7																																																																																																																																					339	u	∅	∅	∅	-	k	i	Y	∅	∅	∅	_	K	I	7	∅	∅	∅	0	1	7																																												
2	0.5000	3	0.7500	2143	338	ʊ	ʊ	∅	∅	k	i	∅	Y	Y	∅	∅	K	I	∅	7	7	∅	∅	1	7	∅																																																																																																																																					339	-	u	∅	∅	k	i	∅	_	Y	∅	∅	K	I	∅	0	7	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	2143	338	k	ʊ	ʊ	∅	i	∅	∅	K	Y	Y	∅	I	∅	∅	1	7	7	∅	7	∅	∅																																																																																																																																					339	k	-	u	∅	i	∅	∅	K	_	Y	∅	I	∅	∅	1	0	7	∅	7	∅	∅																																												
4	1.0000	1	0.2500	2143	338	i	k	ʊ	ʊ	∅	∅	∅	I	K	Y	Y	∅	∅	∅	7	1	7	7	∅	∅	∅																																																																																																																																					339	i	k	-	u	∅	∅	∅	I	K	_	Y	∅	∅	∅	7	1	0	7	∅	∅	∅																																												
1	0.3333	3	1.0000	2144																																																																			341	u	∅	∅	∅	tʃ	i	∅	Y	∅	∅	∅	T	I	∅	7	∅	∅	∅	1	7	∅																																																																																																															340	u	∅	∅	∅	tʃ	i	∅	Y	∅	∅	∅	T	I	∅	7	∅	∅	∅	1	7	∅
2	0.6667	2	0.6667	2144																																																																			341	tʃ	u	∅	∅	i	∅	∅	T	Y	∅	∅	I	∅	∅	1	7	∅	∅	7	∅	∅																																																																																																															340	tʃ	u	∅	∅	i	∅	∅	T	Y	∅	∅	I	∅	∅	1	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	2144																																																																			341	i	tʃ	u	∅	∅	∅	∅	I	T	Y	∅	∅	∅	∅	7	1	7	∅	∅	∅	∅																																																																																																															340	i	tʃ	u	∅	∅	∅	∅	I	T	Y	∅	∅	∅	∅	7	1	7	∅	∅	∅	∅
1	0.1667	6	1.0000	2156																																																																			343	s	∅	∅	∅	e	-	ŋ	S	∅	∅	∅	E	_	N	3	∅	∅	∅	7	0	4																																																																																																															342	s	∅	∅	∅	e	e	ŋ	S	∅	∅	∅	E	E	N	3	∅	∅	∅	7	7	4
2	0.3333	5	0.8333	2156																																																																			343	e	s	∅	∅	-	ŋ	g	E	S	∅	∅	_	N	K	7	3	∅	∅	0	4	1																																																																																																															342	e	s	∅	∅	e	ŋ	g	E	S	∅	∅	E	N	K	7	3	∅	∅	7	4	1
3	0.5000	4	0.6667	2156																																																																			343	-	e	s	∅	ŋ	g	o	_	E	S	∅	N	K	U	0	7	3	∅	4	1	7																																																																																																															342	e	e	s	∅	ŋ	g	o	E	E	S	∅	N	K	U	7	7	3	∅	4	1	7
4	0.6667	3	0.5000	2156																																																																			343	ŋ	-	e	s	g	o	∅	N	_	E	S	K	U	∅	4	0	7	3	1	7	∅																																																																																																															342	ŋ	e	e	s	g	o	∅	N	E	E	S	K	U	∅	4	7	7	3	1	7	∅
5	0.8333	2	0.3333	2156																																																																			343	g	ŋ	-	e	o	∅	∅	K	N	_	E	U	∅	∅	1	4	0	7	7	∅	∅																																																																																																															342	g	ŋ	e	e	o	∅	∅	K	N	E	E	U	∅	∅	1	4	7	7	7	∅	∅
6	1.0000	1	0.1667	2156																																																																			343	o	g	ŋ	-	∅	∅	∅	U	K	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																																																															342	o	g	ŋ	e	∅	∅	∅	U	K	N	E	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.3333	3	1.0000	2157																							344	i	∅	∅	∅	k	a	∅	I	∅	∅	∅	K	A	∅	7	∅	∅	∅	1	7	∅																																																																																																															345	e	∅	∅	∅	g	a	∅	E	∅	∅	∅	K	A	∅	7	∅	∅	∅	1	7	∅																																												
2	0.6667	2	0.6667	2157																							344	k	i	∅	∅	a	∅	∅	K	I	∅	∅	A	∅	∅	1	7	∅	∅	7	∅	∅																																																																																																															345	g	e	∅	∅	a	∅	∅	K	E	∅	∅	A	∅	∅	1	7	∅	∅	7	∅	∅																																												
3	1.0000	1	0.3333	2157																							344	a	k	i	∅	∅	∅	∅	A	K	I	∅	∅	∅	∅	7	1	7	∅	∅	∅	∅																																																																																																															345	a	g	e	∅	∅	∅	∅	A	K	E	∅	∅	∅	∅	7	1	7	∅	∅	∅	∅																																												
1	0.1667	6	1.0000	2166	346	n	∅	∅	∅	u	u	m	N	∅	∅	∅	Y	Y	M	4	∅	∅	∅	7	7	4																																																																																									348	-	∅	∅	∅	u	-	m	_	∅	∅	∅	Y	_	M	0	∅	∅	∅	7	0	4																							349	-	∅	∅	∅	u	-	m	_	∅	∅	∅	Y	_	M	0	∅	∅	∅	7	0	4																							347	ɲ	∅	∅	∅	u	u	m	N	∅	∅	∅	Y	Y	M	4	∅	∅	∅	7	7	4
2	0.3333	5	0.8333	2166	346	u	n	∅	∅	u	m	b	Y	N	∅	∅	Y	M	P	7	4	∅	∅	7	4	1																																																																																									348	u	-	∅	∅	-	m	b	Y	_	∅	∅	_	M	P	7	0	∅	∅	0	4	1																							349	u	-	∅	∅	-	m	b	Y	_	∅	∅	_	M	P	7	0	∅	∅	0	4	1																							347	u	ɲ	∅	∅	u	m	b	Y	N	∅	∅	Y	M	P	7	4	∅	∅	7	4	1
3	0.5000	4	0.6667	2166	346	u	u	n	∅	m	b	a	Y	Y	N	∅	M	P	A	7	7	4	∅	4	1	7																																																																																									348	-	u	-	∅	m	b	a	_	Y	_	∅	M	P	A	0	7	0	∅	4	1	7																							349	-	u	-	∅	m	b	a	_	Y	_	∅	M	P	A	0	7	0	∅	4	1	7																							347	u	u	ɲ	∅	m	b	a	Y	Y	N	∅	M	P	A	7	7	4	∅	4	1	7
4	0.6667	3	0.5000	2166	346	m	u	u	n	b	a	∅	M	Y	Y	N	P	A	∅	4	7	7	4	1	7	∅																																																																																									348	m	-	u	-	b	a	∅	M	_	Y	_	P	A	∅	4	0	7	0	1	7	∅																							349	m	-	u	-	b	a	∅	M	_	Y	_	P	A	∅	4	0	7	0	1	7	∅																							347	m	u	u	ɲ	b	a	∅	M	Y	Y	N	P	A	∅	4	7	7	4	1	7	∅
5	0.8333	2	0.3333	2166	346	b	m	u	u	a	∅	∅	P	M	Y	Y	A	∅	∅	1	4	7	7	7	∅	∅																																																																																									348	b	m	-	u	a	∅	∅	P	M	_	Y	A	∅	∅	1	4	0	7	7	∅	∅																							349	b	m	-	u	a	∅	∅	P	M	_	Y	A	∅	∅	1	4	0	7	7	∅	∅																							347	b	m	u	u	a	∅	∅	P	M	Y	Y	A	∅	∅	1	4	7	7	7	∅	∅
6	1.0000	1	0.1667	2166	346	a	b	m	u	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																									348	a	b	m	-	∅	∅	∅	A	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																							349	a	b	m	-	∅	∅	∅	A	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																							347	a	b	m	u	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.3333	3	1.0000	2167																							350	n	∅	∅	∅	dʒ	u	∅	N	∅	∅	∅	T	Y	∅	4	∅	∅	∅	1	7	∅																																																																																																																																					351	n̩	∅	∅	∅	tɬ	ʊ̀	∅	N	∅	∅	∅	T	Y	∅	4	∅	∅	∅	1	7	∅																						
2	0.6667	2	0.6667	2167																							350	dʒ	n	∅	∅	u	∅	∅	T	N	∅	∅	Y	∅	∅	1	4	∅	∅	7	∅	∅																																																																																																																																					351	tɬ	n̩	∅	∅	ʊ̀	∅	∅	T	N	∅	∅	Y	∅	∅	1	4	∅	∅	7	∅	∅																						
3	1.0000	1	0.3333	2167																							350	u	dʒ	n	∅	∅	∅	∅	Y	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅																																																																																																																																					351	ʊ̀	tɬ	n̩	∅	∅	∅	∅	Y	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅																						
1	0.2500	4	1.0000	2186	352	g	∅	∅	∅	a	n	a	K	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7																																																																																									353	ɣ	∅	∅	∅	a	n	a	G	∅	∅	∅	A	N	A	3	∅	∅	∅	7	4	7																							354	g	∅	∅	∅	a	n	a	K	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7																																												
