index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
5	0.7143	3	0.4286	599	1291	n	ɨ	r	o	ə	t	∅	N	I	R	U	E	T	∅	4	7	5	7	7	1	∅	1292	n	ɨ	r	o	ə	t	∅	N	I	R	U	E	T	∅	4	7	5	7	7	1	∅																																																																																																																																																																																																																																																																																																																																																																																						
6	0.8571	2	0.2857	599	1291	ə	n	ɨ	r	t	∅	∅	E	N	I	R	T	∅	∅	7	4	7	5	1	∅	∅	1292	ə	n	ɨ	r	t	∅	∅	E	N	I	R	T	∅	∅	7	4	7	5	1	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
7	1.0000	1	0.1429	599	1291	t	ə	n	ɨ	∅	∅	∅	T	E	N	I	∅	∅	∅	1	7	4	7	∅	∅	∅	1292	t	ə	n	ɨ	∅	∅	∅	T	E	N	I	∅	∅	∅	1	7	4	7	∅	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
1	0.1667	6	1.0000	600	1293	w	∅	∅	∅	ɨ	h	-	W	∅	∅	∅	I	H	_	6	∅	∅	∅	7	3	0	1294	ʔ	∅	∅	∅	a	h	o	H	∅	∅	∅	A	H	U	1	∅	∅	∅	7	3	7																																																																																																																																																																																																																																																																																																																																																																																						
2	0.3333	5	0.8333	600	1293	ɨ	w	∅	∅	h	-	-	I	W	∅	∅	H	_	_	7	6	∅	∅	3	0	0	1294	a	ʔ	∅	∅	h	o	w	A	H	∅	∅	H	U	W	7	1	∅	∅	3	7	6																																																																																																																																																																																																																																																																																																																																																																																						
3	0.5000	4	0.6667	600	1293	h	ɨ	w	∅	-	-	a	H	I	W	∅	_	_	A	3	7	6	∅	0	0	7	1294	h	a	ʔ	∅	o	w	a	H	A	H	∅	U	W	A	3	7	1	∅	7	6	7																																																																																																																																																																																																																																																																																																																																																																																						
4	0.6667	3	0.5000	600	1293	-	h	ɨ	w	-	a	∅	_	H	I	W	_	A	∅	0	3	7	6	0	7	∅	1294	o	h	a	ʔ	w	a	∅	U	H	A	H	W	A	∅	7	3	7	1	6	7	∅																																																																																																																																																																																																																																																																																																																																																																																						
5	0.8333	2	0.3333	600	1293	-	-	h	ɨ	a	∅	∅	_	_	H	I	A	∅	∅	0	0	3	7	7	∅	∅	1294	w	o	h	a	a	∅	∅	W	U	H	A	A	∅	∅	6	7	3	7	7	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
6	1.0000	1	0.1667	600	1293	a	-	-	h	∅	∅	∅	A	_	_	H	∅	∅	∅	7	0	0	3	∅	∅	∅	1294	a	w	o	h	∅	∅	∅	A	W	U	H	∅	∅	∅	7	6	7	3	∅	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
1	0.2000	5	1.0000	602	1295	m	∅	∅	∅	ɨ	n	-	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0	1296	m	∅	∅	∅	ɨ	n	-	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0																																													1297	m	∅	∅	∅	ə	-	ʔ	M	∅	∅	∅	E	_	H	4	∅	∅	∅	7	0	1	1298	m	∅	∅	∅	ɨ	n	t	M	∅	∅	∅	I	N	T	4	∅	∅	∅	7	4	1																																																																			1299	m	∅	∅	∅	i	n	-	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0																							1300	m	∅	∅	∅	ɨ	n	-	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0																							1301	m	∅	∅	∅	ɨ	-	ʔ	M	∅	∅	∅	I	_	H	4	∅	∅	∅	7	0	1	1302	m	∅	∅	∅	ɨ	n	-	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0	1303	m	∅	∅	∅	i	-	-	M	∅	∅	∅	I	_	_	4	∅	∅	∅	7	0	0																							1304	m	∅	∅	∅	ɨ	n	-	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0	1305	m	∅	∅	∅	ɨ	n	-	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0
2	0.4000	4	0.8000	602	1295	ɨ	m	∅	∅	n	-	-	I	M	∅	∅	N	_	_	7	4	∅	∅	4	0	0	1296	ɨ	m	∅	∅	n	-	-	I	M	∅	∅	N	_	_	7	4	∅	∅	4	0	0																																													1297	ə	m	∅	∅	-	ʔ	e	E	M	∅	∅	_	H	E	7	4	∅	∅	0	1	7	1298	ɨ	m	∅	∅	n	t	-	I	M	∅	∅	N	T	_	7	4	∅	∅	4	1	0																																																																			1299	i	m	∅	∅	n	-	-	I	M	∅	∅	N	_	_	7	4	∅	∅	4	0	0																							1300	ɨ	m	∅	∅	n	-	-	I	M	∅	∅	N	_	_	7	4	∅	∅	4	0	0																							1301	ɨ	m	∅	∅	-	ʔ	e	I	M	∅	∅	_	H	E	7	4	∅	∅	0	1	7	1302	ɨ	m	∅	∅	n	-	-	I	M	∅	∅	N	_	_	7	4	∅	∅	4	0	0	1303	i	m	∅	∅	-	-	-	I	M	∅	∅	_	_	_	7	4	∅	∅	0	0	0																							1304	ɨ	m	∅	∅	n	-	-	I	M	∅	∅	N	_	_	7	4	∅	∅	4	0	0	1305	ɨ	m	∅	∅	n	-	-	I	M	∅	∅	N	_	_	7	4	∅	∅	4	0	0
3	0.6000	3	0.6000	602	1295	n	ɨ	m	∅	-	-	∅	N	I	M	∅	_	_	∅	4	7	4	∅	0	0	∅	1296	n	ɨ	m	∅	-	-	∅	N	I	M	∅	_	_	∅	4	7	4	∅	0	0	∅																																													1297	-	ə	m	∅	ʔ	e	∅	_	E	M	∅	H	E	∅	0	7	4	∅	1	7	∅	1298	n	ɨ	m	∅	t	-	∅	N	I	M	∅	T	_	∅	4	7	4	∅	1	0	∅																																																																			1299	n	i	m	∅	-	-	∅	N	I	M	∅	_	_	∅	4	7	4	∅	0	0	∅																							1300	n	ɨ	m	∅	-	-	∅	N	I	M	∅	_	_	∅	4	7	4	∅	0	0	∅																							1301	-	ɨ	m	∅	ʔ	e	∅	_	I	M	∅	H	E	∅	0	7	4	∅	1	7	∅	1302	n	ɨ	m	∅	-	-	∅	N	I	M	∅	_	_	∅	4	7	4	∅	0	0	∅	1303	-	i	m	∅	-	-	∅	_	I	M	∅	_	_	∅	0	7	4	∅	0	0	∅																							1304	n	ɨ	m	∅	-	-	∅	N	I	M	∅	_	_	∅	4	7	4	∅	0	0	∅	1305	n	ɨ	m	∅	-	-	∅	N	I	M	∅	_	_	∅	4	7	4	∅	0	0	∅
4	0.8000	2	0.4000	602	1295	-	n	ɨ	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅	1296	-	n	ɨ	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅																																													1297	ʔ	-	ə	m	e	∅	∅	H	_	E	M	E	∅	∅	1	0	7	4	7	∅	∅	1298	t	n	ɨ	m	-	∅	∅	T	N	I	M	_	∅	∅	1	4	7	4	0	∅	∅																																																																			1299	-	n	i	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅																							1300	-	n	ɨ	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅																							1301	ʔ	-	ɨ	m	e	∅	∅	H	_	I	M	E	∅	∅	1	0	7	4	7	∅	∅	1302	-	n	ɨ	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅	1303	-	-	i	m	-	∅	∅	_	_	I	M	_	∅	∅	0	0	7	4	0	∅	∅																							1304	-	n	ɨ	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅	1305	-	n	ɨ	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅
5	1.0000	1	0.2000	602	1295	-	-	n	ɨ	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅	1296	-	-	n	ɨ	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅																																													1297	e	ʔ	-	ə	∅	∅	∅	E	H	_	E	∅	∅	∅	7	1	0	7	∅	∅	∅	1298	-	t	n	ɨ	∅	∅	∅	_	T	N	I	∅	∅	∅	0	1	4	7	∅	∅	∅																																																																			1299	-	-	n	i	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅																							1300	-	-	n	ɨ	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅																							1301	e	ʔ	-	ɨ	∅	∅	∅	E	H	_	I	∅	∅	∅	7	1	0	7	∅	∅	∅	1302	-	-	n	ɨ	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅	1303	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅																							1304	-	-	n	ɨ	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅	1305	-	-	n	ɨ	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅
1	0.1667	6	1.0000	603																							1306	w	∅	∅	∅	ə	kʼ	-	W	∅	∅	∅	E	K	_	6	∅	∅	∅	7	1	0																																																																																																																																																											1307	w	∅	∅	∅	a	kʼ	-	W	∅	∅	∅	A	K	_	6	∅	∅	∅	7	1	0																																																																																									1308	w	∅	∅	∅	ə	kʼ	-	W	∅	∅	∅	E	K	_	6	∅	∅	∅	7	1	0	1309	w	∅	∅	∅	ə	kʼ	ɨ	W	∅	∅	∅	E	K	I	6	∅	∅	∅	7	1	7																																																																		
2	0.3333	5	0.8333	603																							1306	ə	w	∅	∅	kʼ	-	t	E	W	∅	∅	K	_	T	7	6	∅	∅	1	0	1																																																																																																																																																											1307	a	w	∅	∅	kʼ	-	t	A	W	∅	∅	K	_	T	7	6	∅	∅	1	0	1																																																																																									1308	ə	w	∅	∅	kʼ	-	t	E	W	∅	∅	K	_	T	7	6	∅	∅	1	0	1	1309	ə	w	∅	∅	kʼ	ɨ	d	E	W	∅	∅	K	I	T	7	6	∅	∅	1	7	1																																																																		
3	0.5000	4	0.6667	603																							1306	kʼ	ə	w	∅	-	t	-	K	E	W	∅	_	T	_	1	7	6	∅	0	1	0																																																																																																																																																											1307	kʼ	a	w	∅	-	t	i	K	A	W	∅	_	T	I	1	7	6	∅	0	1	7																																																																																									1308	kʼ	ə	w	∅	-	t	-	K	E	W	∅	_	T	_	1	7	6	∅	0	1	0	1309	kʼ	ə	w	∅	ɨ	d	-	K	E	W	∅	I	T	_	1	7	6	∅	7	1	0																																																																		
4	0.6667	3	0.5000	603																							1306	-	kʼ	ə	w	t	-	∅	_	K	E	W	T	_	∅	0	1	7	6	1	0	∅																																																																																																																																																											1307	-	kʼ	a	w	t	i	∅	_	K	A	W	T	I	∅	0	1	7	6	1	7	∅																																																																																									1308	-	kʼ	ə	w	t	-	∅	_	K	E	W	T	_	∅	0	1	7	6	1	0	∅	1309	ɨ	kʼ	ə	w	d	-	∅	I	K	E	W	T	_	∅	7	1	7	6	1	0	∅																																																																		
5	0.8333	2	0.3333	603																							1306	t	-	kʼ	ə	-	∅	∅	T	_	K	E	_	∅	∅	1	0	1	7	0	∅	∅																																																																																																																																																											1307	t	-	kʼ	a	i	∅	∅	T	_	K	A	I	∅	∅	1	0	1	7	7	∅	∅																																																																																									1308	t	-	kʼ	ə	-	∅	∅	T	_	K	E	_	∅	∅	1	0	1	7	0	∅	∅	1309	d	ɨ	kʼ	ə	-	∅	∅	T	I	K	E	_	∅	∅	1	7	1	7	0	∅	∅																																																																		
6	1.0000	1	0.1667	603																							1306	-	t	-	kʼ	∅	∅	∅	_	T	_	K	∅	∅	∅	0	1	0	1	∅	∅	∅																																																																																																																																																											1307	i	t	-	kʼ	∅	∅	∅	I	T	_	K	∅	∅	∅	7	1	0	1	∅	∅	∅																																																																																									1308	-	t	-	kʼ	∅	∅	∅	_	T	_	K	∅	∅	∅	0	1	0	1	∅	∅	∅	1309	-	d	ɨ	kʼ	∅	∅	∅	_	T	I	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	604																							1310	h	∅	∅	∅	u	m	a	H	∅	∅	∅	Y	M	A	3	∅	∅	∅	7	4	7																																																																			1311	j	∅	∅	∅	o	m	-	J	∅	∅	∅	U	M	_	6	∅	∅	∅	7	4	0																																																																																																																																																																																																							1312	j	∅	∅	∅	o	m	-	J	∅	∅	∅	U	M	_	6	∅	∅	∅	7	4	0																																																																		
2	0.5000	3	0.7500	604																							1310	u	h	∅	∅	m	a	∅	Y	H	∅	∅	M	A	∅	7	3	∅	∅	4	7	∅																																																																			1311	o	j	∅	∅	m	-	∅	U	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅																																																																																																																																																																																																							1312	o	j	∅	∅	m	-	∅	U	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅																																																																		
3	0.7500	2	0.5000	604																							1310	m	u	h	∅	a	∅	∅	M	Y	H	∅	A	∅	∅	4	7	3	∅	7	∅	∅																																																																			1311	m	o	j	∅	-	∅	∅	M	U	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																																																																																																																																																																																																							1312	m	o	j	∅	-	∅	∅	M	U	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	604																							1310	a	m	u	h	∅	∅	∅	A	M	Y	H	∅	∅	∅	7	4	7	3	∅	∅	∅																																																																			1311	-	m	o	j	∅	∅	∅	_	M	U	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																																																																																																																																																																																							1312	-	m	o	j	∅	∅	∅	_	M	U	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																																																		
1	0.2500	4	1.0000	606																																													1313	ʔ	∅	∅	∅	ə	g	a	H	∅	∅	∅	E	K	A	1	∅	∅	∅	7	1	7																							1314	ʔ	∅	∅	∅	ə	g	a	H	∅	∅	∅	E	K	A	1	∅	∅	∅	7	1	7																																													1315	ʔ	∅	∅	∅	ə	g	a	H	∅	∅	∅	E	K	A	1	∅	∅	∅	7	1	7	1316	ʔ	∅	∅	∅	ə	g	a	H	∅	∅	∅	E	K	A	1	∅	∅	∅	7	1	7																																																																																																																																																																																																																												
2	0.5000	3	0.7500	606																																													1313	ə	ʔ	∅	∅	g	a	∅	E	H	∅	∅	K	A	∅	7	1	∅	∅	1	7	∅																							1314	ə	ʔ	∅	∅	g	a	∅	E	H	∅	∅	K	A	∅	7	1	∅	∅	1	7	∅																																													1315	ə	ʔ	∅	∅	g	a	∅	E	H	∅	∅	K	A	∅	7	1	∅	∅	1	7	∅	1316	ə	ʔ	∅	∅	g	a	∅	E	H	∅	∅	K	A	∅	7	1	∅	∅	1	7	∅																																																																																																																																																																																																																												
3	0.7500	2	0.5000	606																																													1313	g	ə	ʔ	∅	a	∅	∅	K	E	H	∅	A	∅	∅	1	7	1	∅	7	∅	∅																							1314	g	ə	ʔ	∅	a	∅	∅	K	E	H	∅	A	∅	∅	1	7	1	∅	7	∅	∅																																													1315	g	ə	ʔ	∅	a	∅	∅	K	E	H	∅	A	∅	∅	1	7	1	∅	7	∅	∅	1316	g	ə	ʔ	∅	a	∅	∅	K	E	H	∅	A	∅	∅	1	7	1	∅	7	∅	∅																																																																																																																																																																																																																												
4	1.0000	1	0.2500	606																																													1313	a	g	ə	ʔ	∅	∅	∅	A	K	E	H	∅	∅	∅	7	1	7	1	∅	∅	∅																							1314	a	g	ə	ʔ	∅	∅	∅	A	K	E	H	∅	∅	∅	7	1	7	1	∅	∅	∅																																													1315	a	g	ə	ʔ	∅	∅	∅	A	K	E	H	∅	∅	∅	7	1	7	1	∅	∅	∅	1316	a	g	ə	ʔ	∅	∅	∅	A	K	E	H	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																																																																																																																																																												
1	0.1667	6	1.0000	607																																													1317	ʔ	∅	∅	∅	ə	k	w	H	∅	∅	∅	E	K	W	1	∅	∅	∅	7	1	6	1318	ʔ	∅	∅	∅	a	kː	-	H	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0	1319	ʔ	∅	∅	∅	ə	kː	w	H	∅	∅	∅	E	K	W	1	∅	∅	∅	7	1	6																							1320	ʔ	∅	∅	∅	ə	kː	w	H	∅	∅	∅	E	K	W	1	∅	∅	∅	7	1	6	1321	ʔ	∅	∅	∅	ə	k	w	H	∅	∅	∅	E	K	W	1	∅	∅	∅	7	1	6	1322	ʔ	∅	∅	∅	ə	k	w	H	∅	∅	∅	E	K	W	1	∅	∅	∅	7	1	6																							1323	ʔ	∅	∅	∅	o	k	w	H	∅	∅	∅	U	K	W	1	∅	∅	∅	7	1	6	1324	ʔ	∅	∅	∅	a	x	-	H	∅	∅	∅	A	G	_	1	∅	∅	∅	7	3	0	1325	ʔ	∅	∅	∅	a	k	w	H	∅	∅	∅	A	K	W	1	∅	∅	∅	7	1	6	1326	ʔ	∅	∅	∅	ə	kː	w	H	∅	∅	∅	E	K	W	1	∅	∅	∅	7	1	6																																																																																																														
2	0.3333	5	0.8333	607																																													1317	ə	ʔ	∅	∅	k	w	a	E	H	∅	∅	K	W	A	7	1	∅	∅	1	6	7	1318	a	ʔ	∅	∅	kː	-	a	A	H	∅	∅	K	_	A	7	1	∅	∅	1	0	7	1319	ə	ʔ	∅	∅	kː	w	a	E	H	∅	∅	K	W	A	7	1	∅	∅	1	6	7																							1320	ə	ʔ	∅	∅	kː	w	a	E	H	∅	∅	K	W	A	7	1	∅	∅	1	6	7	1321	ə	ʔ	∅	∅	k	w	a	E	H	∅	∅	K	W	A	7	1	∅	∅	1	6	7	1322	ə	ʔ	∅	∅	k	w	a	E	H	∅	∅	K	W	A	7	1	∅	∅	1	6	7																							1323	o	ʔ	∅	∅	k	w	a	U	H	∅	∅	K	W	A	7	1	∅	∅	1	6	7	1324	a	ʔ	∅	∅	x	-	u	A	H	∅	∅	G	_	Y	7	1	∅	∅	3	0	7	1325	a	ʔ	∅	∅	k	w	a	A	H	∅	∅	K	W	A	7	1	∅	∅	1	6	7	1326	ə	ʔ	∅	∅	kː	w	a	E	H	∅	∅	K	W	A	7	1	∅	∅	1	6	7																																																																																																														
