index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
2	0.5000	3	0.7500	629																																																																																																																																																																																																																																																																																																																					690	o	ʔ	∅	∅	ʃ	t	∅	U	H	∅	∅	S	T	∅	7	1	∅	∅	3	1	∅																																													691	oi̯	h	∅	∅	-	t	∅	U	H	∅	∅	_	T	∅	7	3	∅	∅	0	1	∅	692	oi̯	h	∅	∅	-	t	∅	U	H	∅	∅	_	T	∅	7	3	∅	∅	0	1	∅
3	0.7500	2	0.5000	629																																																																																																																																																																																																																																																																																																																					690	ʃ	o	ʔ	∅	t	∅	∅	S	U	H	∅	T	∅	∅	3	7	1	∅	1	∅	∅																																													691	-	oi̯	h	∅	t	∅	∅	_	U	H	∅	T	∅	∅	0	7	3	∅	1	∅	∅	692	-	oi̯	h	∅	t	∅	∅	_	U	H	∅	T	∅	∅	0	7	3	∅	1	∅	∅
4	1.0000	1	0.2500	629																																																																																																																																																																																																																																																																																																																					690	t	ʃ	o	ʔ	∅	∅	∅	T	S	U	H	∅	∅	∅	1	3	7	1	∅	∅	∅																																													691	t	-	oi̯	h	∅	∅	∅	T	_	U	H	∅	∅	∅	1	0	7	3	∅	∅	∅	692	t	-	oi̯	h	∅	∅	∅	T	_	U	H	∅	∅	∅	1	0	7	3	∅	∅	∅
1	0.1667	6	1.0000	631																																																																																																																																																																																																																																																																																																																																											693	g	∅	∅	∅	ə	j	a	K	∅	∅	∅	E	J	A	1	∅	∅	∅	7	6	7	694	g	∅	∅	∅	ə	j	a	K	∅	∅	∅	E	J	A	1	∅	∅	∅	7	6	7																																												
2	0.3333	5	0.8333	631																																																																																																																																																																																																																																																																																																																																											693	ə	g	∅	∅	j	a	ʃ	E	K	∅	∅	J	A	S	7	1	∅	∅	6	7	3	694	ə	g	∅	∅	j	a	ʃ	E	K	∅	∅	J	A	S	7	1	∅	∅	6	7	3																																												
3	0.5000	4	0.6667	631																																																																																																																																																																																																																																																																																																																																											693	j	ə	g	∅	a	ʃ	ai̯	J	E	K	∅	A	S	A	6	7	1	∅	7	3	7	694	j	ə	g	∅	a	ʃ	ai̯	J	E	K	∅	A	S	A	6	7	1	∅	7	3	7																																												
4	0.6667	3	0.5000	631																																																																																																																																																																																																																																																																																																																																											693	a	j	ə	g	ʃ	ai̯	∅	A	J	E	K	S	A	∅	7	6	7	1	3	7	∅	694	a	j	ə	g	ʃ	ai̯	∅	A	J	E	K	S	A	∅	7	6	7	1	3	7	∅																																												
5	0.8333	2	0.3333	631																																																																																																																																																																																																																																																																																																																																											693	ʃ	a	j	ə	ai̯	∅	∅	S	A	J	E	A	∅	∅	3	7	6	7	7	∅	∅	694	ʃ	a	j	ə	ai̯	∅	∅	S	A	J	E	A	∅	∅	3	7	6	7	7	∅	∅																																												
6	1.0000	1	0.1667	631																																																																																																																																																																																																																																																																																																																																											693	ai̯	ʃ	a	j	∅	∅	∅	A	S	A	J	∅	∅	∅	7	3	7	6	∅	∅	∅	694	ai̯	ʃ	a	j	∅	∅	∅	A	S	A	J	∅	∅	∅	7	3	7	6	∅	∅	∅																																												
1	0.1429	7	1.0000	639	695	j	∅	∅	∅	ə	t	ɨ	J	∅	∅	∅	E	T	I	6	∅	∅	∅	7	1	7	696	j	∅	∅	∅	e	d	ɨ	J	∅	∅	∅	E	T	I	6	∅	∅	∅	7	1	7																																																																																																																																																																																																							697	j	∅	∅	∅	ɨ	tː	-	J	∅	∅	∅	I	T	_	6	∅	∅	∅	7	1	0																																																																																																																																																										
2	0.2857	6	0.8571	639	695	ə	j	∅	∅	t	ɨ	ɲː	E	J	∅	∅	T	I	N	7	6	∅	∅	1	7	4	696	e	j	∅	∅	d	ɨ	ɲː	E	J	∅	∅	T	I	N	7	6	∅	∅	1	7	4																																																																																																																																																																																																							697	ɨ	j	∅	∅	tː	-	-	I	J	∅	∅	T	_	_	7	6	∅	∅	1	0	0																																																																																																																																																										
3	0.4286	5	0.7143	639	695	t	ə	j	∅	ɨ	ɲː	a	T	E	J	∅	I	N	A	1	7	6	∅	7	4	7	696	d	e	j	∅	ɨ	ɲː	a	T	E	J	∅	I	N	A	1	7	6	∅	7	4	7																																																																																																																																																																																																							697	tː	ɨ	j	∅	-	-	a	T	I	J	∅	_	_	A	1	7	6	∅	0	0	7																																																																																																																																																										
4	0.5714	4	0.5714	639	695	ɨ	t	ə	j	ɲː	a	w	I	T	E	J	N	A	W	7	1	7	6	4	7	6	696	ɨ	d	e	j	ɲː	a	w	I	T	E	J	N	A	W	7	1	7	6	4	7	6																																																																																																																																																																																																							697	-	tː	ɨ	j	-	a	-	_	T	I	J	_	A	_	0	1	7	6	0	7	0																																																																																																																																																										
5	0.7143	3	0.4286	639	695	ɲː	ɨ	t	ə	a	w	∅	N	I	T	E	A	W	∅	4	7	1	7	7	6	∅	696	ɲː	ɨ	d	e	a	w	∅	N	I	T	E	A	W	∅	4	7	1	7	7	6	∅																																																																																																																																																																																																							697	-	-	tː	ɨ	a	-	∅	_	_	T	I	A	_	∅	0	0	1	7	7	0	∅																																																																																																																																																										
6	0.8571	2	0.2857	639	695	a	ɲː	ɨ	t	w	∅	∅	A	N	I	T	W	∅	∅	7	4	7	1	6	∅	∅	696	a	ɲː	ɨ	d	w	∅	∅	A	N	I	T	W	∅	∅	7	4	7	1	6	∅	∅																																																																																																																																																																																																							697	a	-	-	tː	-	∅	∅	A	_	_	T	_	∅	∅	7	0	0	1	0	∅	∅																																																																																																																																																										
7	1.0000	1	0.1429	639	695	w	a	ɲː	ɨ	∅	∅	∅	W	A	N	I	∅	∅	∅	6	7	4	7	∅	∅	∅	696	w	a	ɲː	ɨ	∅	∅	∅	W	A	N	I	∅	∅	∅	6	7	4	7	∅	∅	∅																																																																																																																																																																																																							697	-	a	-	-	∅	∅	∅	_	A	_	_	∅	∅	∅	0	7	0	0	∅	∅	∅																																																																																																																																																										
1	0.2000	5	1.0000	641	698	s	∅	∅	∅	ə	fː	i	S	∅	∅	∅	E	B	I	3	∅	∅	∅	7	3	7	699	s	∅	∅	∅	ə	f	i	S	∅	∅	∅	E	B	I	3	∅	∅	∅	7	3	7																																																																																																																																																																																																																																																																																																																					700	g	∅	∅	∅	ə	fː	i	K	∅	∅	∅	E	B	I	1	∅	∅	∅	7	3	7																							701	s	∅	∅	∅	ə	fː	i	S	∅	∅	∅	E	B	I	3	∅	∅	∅	7	3	7
2	0.4000	4	0.8000	641	698	ə	s	∅	∅	fː	i	-	E	S	∅	∅	B	I	_	7	3	∅	∅	3	7	0	699	ə	s	∅	∅	f	i	-	E	S	∅	∅	B	I	_	7	3	∅	∅	3	7	0																																																																																																																																																																																																																																																																																																																					700	ə	g	∅	∅	fː	i	ħ	E	K	∅	∅	B	I	H	7	1	∅	∅	3	7	3																							701	ə	s	∅	∅	fː	i	-	E	S	∅	∅	B	I	_	7	3	∅	∅	3	7	0
3	0.6000	3	0.6000	641	698	fː	ə	s	∅	i	-	∅	B	E	S	∅	I	_	∅	3	7	3	∅	7	0	∅	699	f	ə	s	∅	i	-	∅	B	E	S	∅	I	_	∅	3	7	3	∅	7	0	∅																																																																																																																																																																																																																																																																																																																					700	fː	ə	g	∅	i	ħ	∅	B	E	K	∅	I	H	∅	3	7	1	∅	7	3	∅																							701	fː	ə	s	∅	i	-	∅	B	E	S	∅	I	_	∅	3	7	3	∅	7	0	∅
4	0.8000	2	0.4000	641	698	i	fː	ə	s	-	∅	∅	I	B	E	S	_	∅	∅	7	3	7	3	0	∅	∅	699	i	f	ə	s	-	∅	∅	I	B	E	S	_	∅	∅	7	3	7	3	0	∅	∅																																																																																																																																																																																																																																																																																																																					700	i	fː	ə	g	ħ	∅	∅	I	B	E	K	H	∅	∅	7	3	7	1	3	∅	∅																							701	i	fː	ə	s	-	∅	∅	I	B	E	S	_	∅	∅	7	3	7	3	0	∅	∅
5	1.0000	1	0.2000	641	698	-	i	fː	ə	∅	∅	∅	_	I	B	E	∅	∅	∅	0	7	3	7	∅	∅	∅	699	-	i	f	ə	∅	∅	∅	_	I	B	E	∅	∅	∅	0	7	3	7	∅	∅	∅																																																																																																																																																																																																																																																																																																																					700	ħ	i	fː	ə	∅	∅	∅	H	I	B	E	∅	∅	∅	3	7	3	7	∅	∅	∅																							701	-	i	fː	ə	∅	∅	∅	_	I	B	E	∅	∅	∅	0	7	3	7	∅	∅	∅
1	0.2000	5	1.0000	643	702	g	∅	∅	∅	a	r	-	K	∅	∅	∅	A	R	_	1	∅	∅	∅	7	5	0																																																																			703	g	∅	∅	∅	i	-	-	K	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0																							704	g	∅	∅	∅	a	m	w	K	∅	∅	∅	A	M	W	1	∅	∅	∅	7	4	6	705	g	∅	∅	∅	a	m	w	K	∅	∅	∅	A	M	W	1	∅	∅	∅	7	4	6																																													706	g	∅	∅	∅	ə	z	j	K	∅	∅	∅	E	S	J	1	∅	∅	∅	7	3	6	707	g	∅	∅	∅	oi̯	-	-	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0																							708	g	∅	∅	∅	e	-	-	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																																																																																																														
2	0.4000	4	0.8000	643	702	a	g	∅	∅	r	-	-	A	K	∅	∅	R	_	_	7	1	∅	∅	5	0	0																																																																			703	i	g	∅	∅	-	-	-	I	K	∅	∅	_	_	_	7	1	∅	∅	0	0	0																							704	a	g	∅	∅	m	w	ə	A	K	∅	∅	M	W	E	7	1	∅	∅	4	6	7	705	a	g	∅	∅	m	w	a	A	K	∅	∅	M	W	A	7	1	∅	∅	4	6	7																																													706	ə	g	∅	∅	z	j	ə	E	K	∅	∅	S	J	E	7	1	∅	∅	3	6	7	707	oi̯	g	∅	∅	-	-	-	U	K	∅	∅	_	_	_	7	1	∅	∅	0	0	0																							708	e	g	∅	∅	-	-	-	E	K	∅	∅	_	_	_	7	1	∅	∅	0	0	0																																																																																																														
3	0.6000	3	0.6000	643	702	r	a	g	∅	-	-	∅	R	A	K	∅	_	_	∅	5	7	1	∅	0	0	∅																																																																			703	-	i	g	∅	-	-	∅	_	I	K	∅	_	_	∅	0	7	1	∅	0	0	∅																							704	m	a	g	∅	w	ə	∅	M	A	K	∅	W	E	∅	4	7	1	∅	6	7	∅	705	m	a	g	∅	w	a	∅	M	A	K	∅	W	A	∅	4	7	1	∅	6	7	∅																																													706	z	ə	g	∅	j	ə	∅	S	E	K	∅	J	E	∅	3	7	1	∅	6	7	∅	707	-	oi̯	g	∅	-	-	∅	_	U	K	∅	_	_	∅	0	7	1	∅	0	0	∅																							708	-	e	g	∅	-	-	∅	_	E	K	∅	_	_	∅	0	7	1	∅	0	0	∅																																																																																																														
4	0.8000	2	0.4000	643	702	-	r	a	g	-	∅	∅	_	R	A	K	_	∅	∅	0	5	7	1	0	∅	∅																																																																			703	-	-	i	g	-	∅	∅	_	_	I	K	_	∅	∅	0	0	7	1	0	∅	∅																							704	w	m	a	g	ə	∅	∅	W	M	A	K	E	∅	∅	6	4	7	1	7	∅	∅	705	w	m	a	g	a	∅	∅	W	M	A	K	A	∅	∅	6	4	7	1	7	∅	∅																																													706	j	z	ə	g	ə	∅	∅	J	S	E	K	E	∅	∅	6	3	7	1	7	∅	∅	707	-	-	oi̯	g	-	∅	∅	_	_	U	K	_	∅	∅	0	0	7	1	0	∅	∅																							708	-	-	e	g	-	∅	∅	_	_	E	K	_	∅	∅	0	0	7	1	0	∅	∅																																																																																																														
5	1.0000	1	0.2000	643	702	-	-	r	a	∅	∅	∅	_	_	R	A	∅	∅	∅	0	0	5	7	∅	∅	∅																																																																			703	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅																							704	ə	w	m	a	∅	∅	∅	E	W	M	A	∅	∅	∅	7	6	4	7	∅	∅	∅	705	a	w	m	a	∅	∅	∅	A	W	M	A	∅	∅	∅	7	6	4	7	∅	∅	∅																																													706	ə	j	z	ə	∅	∅	∅	E	J	S	E	∅	∅	∅	7	6	3	7	∅	∅	∅	707	-	-	-	oi̯	∅	∅	∅	_	_	_	U	∅	∅	∅	0	0	0	7	∅	∅	∅																							708	-	-	-	e	∅	∅	∅	_	_	_	E	∅	∅	∅	0	0	0	7	∅	∅	∅																																																																																																														
1	0.1429	7	1.0000	644	709	s	∅	∅	∅	e	-	t	S	∅	∅	∅	E	_	T	3	∅	∅	∅	7	0	1																																																																																																																																																																																																																																																																																																																																											710	s	∅	∅	∅	ə	b	ʔ	S	∅	∅	∅	E	P	H	3	∅	∅	∅	7	1	1																							711	s	∅	∅	∅	e	-	t	S	∅	∅	∅	E	_	T	3	∅	∅	∅	7	0	1
2	0.2857	6	0.8571	644	709	e	s	∅	∅	-	t	ɨ	E	S	∅	∅	_	T	I	7	3	∅	∅	0	1	7																																																																																																																																																																																																																																																																																																																																											710	ə	s	∅	∅	b	ʔ	ai̯	E	S	∅	∅	P	H	A	7	3	∅	∅	1	1	7																							711	e	s	∅	∅	-	t	-	E	S	∅	∅	_	T	_	7	3	∅	∅	0	1	0
3	0.4286	5	0.7143	644	709	-	e	s	∅	t	ɨ	j	_	E	S	∅	T	I	J	0	7	3	∅	1	7	6																																																																																																																																																																																																																																																																																																																																											710	b	ə	s	∅	ʔ	ai̯	t	P	E	S	∅	H	A	T	1	7	3	∅	1	7	1																							711	-	e	s	∅	t	-	-	_	E	S	∅	T	_	_	0	7	3	∅	1	0	0
4	0.5714	4	0.5714	644	709	t	-	e	s	ɨ	j	o	T	_	E	S	I	J	U	1	0	7	3	7	6	7																																																																																																																																																																																																																																																																																																																																											710	ʔ	b	ə	s	ai̯	t	i	H	P	E	S	A	T	I	1	1	7	3	7	1	7																							711	t	-	e	s	-	-	-	T	_	E	S	_	_	_	1	0	7	3	0	0	0
5	0.7143	3	0.4286	644	709	ɨ	t	-	e	j	o	∅	I	T	_	E	J	U	∅	7	1	0	7	6	7	∅																																																																																																																																																																																																																																																																																																																																											710	ai̯	ʔ	b	ə	t	i	∅	A	H	P	E	T	I	∅	7	1	1	7	1	7	∅																							711	-	t	-	e	-	-	∅	_	T	_	E	_	_	∅	0	1	0	7	0	0	∅
6	0.8571	2	0.2857	644	709	j	ɨ	t	-	o	∅	∅	J	I	T	_	U	∅	∅	6	7	1	0	7	∅	∅																																																																																																																																																																																																																																																																																																																																											710	t	ai̯	ʔ	b	i	∅	∅	T	A	H	P	I	∅	∅	1	7	1	1	7	∅	∅																							711	-	-	t	-	-	∅	∅	_	_	T	_	_	∅	∅	0	0	1	0	0	∅	∅
7	1.0000	1	0.1429	644	709	o	j	ɨ	t	∅	∅	∅	U	J	I	T	∅	∅	∅	7	6	7	1	∅	∅	∅																																																																																																																																																																																																																																																																																																																																											710	i	t	ai̯	ʔ	∅	∅	∅	I	T	A	H	∅	∅	∅	7	1	7	1	∅	∅	∅																							711	-	-	-	t	∅	∅	∅	_	_	_	T	∅	∅	∅	0	0	0	1	∅	∅	∅
1	0.1667	6	1.0000	648																							712	kʼ	∅	∅	∅	a	m	ə	K	∅	∅	∅	A	M	E	1	∅	∅	∅	7	4	7																																																																																																																																																											713	kʼ	∅	∅	∅	a	m	ə	K	∅	∅	∅	A	M	E	1	∅	∅	∅	7	4	7																																																																																																																																																																																																						
2	0.3333	5	0.8333	648																							712	a	kʼ	∅	∅	m	ə	d	A	K	∅	∅	M	E	T	7	1	∅	∅	4	7	1																																																																																																																																																											713	a	kʼ	∅	∅	m	ə	d	A	K	∅	∅	M	E	T	7	1	∅	∅	4	7	1																																																																																																																																																																																																						
3	0.5000	4	0.6667	648																							712	m	a	kʼ	∅	ə	d	i	M	A	K	∅	E	T	I	4	7	1	∅	7	1	7																																																																																																																																																											713	m	a	kʼ	∅	ə	d	i	M	A	K	∅	E	T	I	4	7	1	∅	7	1	7																																																																																																																																																																																																						
4	0.6667	3	0.5000	648																							712	ə	m	a	kʼ	d	i	∅	E	M	A	K	T	I	∅	7	4	7	1	1	7	∅																																																																																																																																																											713	ə	m	a	kʼ	d	i	∅	E	M	A	K	T	I	∅	7	4	7	1	1	7	∅																																																																																																																																																																																																						
5	0.8333	2	0.3333	648																							712	d	ə	m	a	i	∅	∅	T	E	M	A	I	∅	∅	1	7	4	7	7	∅	∅																																																																																																																																																											713	d	ə	m	a	i	∅	∅	T	E	M	A	I	∅	∅	1	7	4	7	7	∅	∅																																																																																																																																																																																																						
6	1.0000	1	0.1667	648																							712	i	d	ə	m	∅	∅	∅	I	T	E	M	∅	∅	∅	7	1	7	4	∅	∅	∅																																																																																																																																																											713	i	d	ə	m	∅	∅	∅	I	T	E	M	∅	∅	∅	7	1	7	4	∅	∅	∅																																																																																																																																																																																																						
1	0.5000	2	1.0000	649																							714	b	∅	∅	∅	ə	∅	∅	P	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅																																																																																																																																					715	b	∅	∅	∅	ə	∅	∅	P	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅	716	b	∅	∅	∅	e	∅	∅	P	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅																																																																																																																																																											717	b	∅	∅	∅	ə	∅	∅	P	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅	718	b	∅	∅	∅	ə	∅	∅	P	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	649																							714	ə	b	∅	∅	∅	∅	∅	E	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																																																																																																																																					715	ə	b	∅	∅	∅	∅	∅	E	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	716	e	b	∅	∅	∅	∅	∅	E	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																																																																																																																																																											717	ə	b	∅	∅	∅	∅	∅	E	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	718	ə	b	∅	∅	∅	∅	∅	E	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅
1	0.1667	6	1.0000	654																																													719	t	∅	∅	∅	ə	h	u	T	∅	∅	∅	E	H	Y	1	∅	∅	∅	7	3	7	720	t	∅	∅	∅	ɨ	h	u	T	∅	∅	∅	I	H	Y	1	∅	∅	∅	7	3	7																																																																																																																																																																																																																													721	t	∅	∅	∅	uː	h	a	T	∅	∅	∅	Y	H	A	1	∅	∅	∅	7	3	7																																																																																								
