index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
6	0.8571	2	0.2857	538	1570	u	sː	ə	nː	-	∅	∅	Y	S	E	N	_	∅	∅	7	3	7	4	0	∅	∅																																																																																																																																																																																																																																																																																																																																											1571	ə	t	a	sː	n	∅	∅	E	T	A	S	N	∅	∅	7	1	7	3	4	∅	∅																							1572	u	mː	o	n	-	∅	∅	Y	M	U	N	_	∅	∅	7	4	7	4	0	∅	∅
7	1.0000	1	0.1429	538	1570	-	u	sː	ə	∅	∅	∅	_	Y	S	E	∅	∅	∅	0	7	3	7	∅	∅	∅																																																																																																																																																																																																																																																																																																																																											1571	n	ə	t	a	∅	∅	∅	N	E	T	A	∅	∅	∅	4	7	1	7	∅	∅	∅																							1572	-	u	mː	o	∅	∅	∅	_	Y	M	U	∅	∅	∅	0	7	4	7	∅	∅	∅
1	0.1667	6	1.0000	539	1573	w	∅	∅	∅	ə	f	r	W	∅	∅	∅	E	B	R	6	∅	∅	∅	7	3	5	1574	w	∅	∅	∅	ɨ	f	r	W	∅	∅	∅	I	B	R	6	∅	∅	∅	7	3	5																																																																																																																																																																																																																																																																																																																																																																																						
2	0.3333	5	0.8333	539	1573	ə	w	∅	∅	f	r	a	E	W	∅	∅	B	R	A	7	6	∅	∅	3	5	7	1574	ɨ	w	∅	∅	f	r	a	I	W	∅	∅	B	R	A	7	6	∅	∅	3	5	7																																																																																																																																																																																																																																																																																																																																																																																						
3	0.5000	4	0.6667	539	1573	f	ə	w	∅	r	a	m	B	E	W	∅	R	A	M	3	7	6	∅	5	7	4	1574	f	ɨ	w	∅	r	a	m	B	I	W	∅	R	A	M	3	7	6	∅	5	7	4																																																																																																																																																																																																																																																																																																																																																																																						
4	0.6667	3	0.5000	539	1573	r	f	ə	w	a	m	∅	R	B	E	W	A	M	∅	5	3	7	6	7	4	∅	1574	r	f	ɨ	w	a	m	∅	R	B	I	W	A	M	∅	5	3	7	6	7	4	∅																																																																																																																																																																																																																																																																																																																																																																																						
5	0.8333	2	0.3333	539	1573	a	r	f	ə	m	∅	∅	A	R	B	E	M	∅	∅	7	5	3	7	4	∅	∅	1574	a	r	f	ɨ	m	∅	∅	A	R	B	I	M	∅	∅	7	5	3	7	4	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
6	1.0000	1	0.1667	539	1573	m	a	r	f	∅	∅	∅	M	A	R	B	∅	∅	∅	4	7	5	3	∅	∅	∅	1574	m	a	r	f	∅	∅	∅	M	A	R	B	∅	∅	∅	4	7	5	3	∅	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
1	0.2500	4	1.0000	540	1575	l	∅	∅	∅	e	b	a	L	∅	∅	∅	E	P	A	5	∅	∅	∅	7	1	7	1576	l	∅	∅	∅	e	β	a	L	∅	∅	∅	E	B	A	5	∅	∅	∅	7	3	7	1577	n	∅	∅	∅	e	b	a	N	∅	∅	∅	E	P	A	4	∅	∅	∅	7	1	7																																																																			1578	n	∅	∅	∅	ə	b	a	N	∅	∅	∅	E	P	A	4	∅	∅	∅	7	1	7	1579	n	∅	∅	∅	e	b	a	N	∅	∅	∅	E	P	A	4	∅	∅	∅	7	1	7																																																																			1580	l	∅	∅	∅	e	b	a	L	∅	∅	∅	E	P	A	5	∅	∅	∅	7	1	7	1581	l	∅	∅	∅	e	b	a	L	∅	∅	∅	E	P	A	5	∅	∅	∅	7	1	7	1582	l	∅	∅	∅	e	b	a	L	∅	∅	∅	E	P	A	5	∅	∅	∅	7	1	7																																																																																									1583	l	∅	∅	∅	e	b	a	L	∅	∅	∅	E	P	A	5	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	540	1575	e	l	∅	∅	b	a	∅	E	L	∅	∅	P	A	∅	7	5	∅	∅	1	7	∅	1576	e	l	∅	∅	β	a	∅	E	L	∅	∅	B	A	∅	7	5	∅	∅	3	7	∅	1577	e	n	∅	∅	b	a	∅	E	N	∅	∅	P	A	∅	7	4	∅	∅	1	7	∅																																																																			1578	ə	n	∅	∅	b	a	∅	E	N	∅	∅	P	A	∅	7	4	∅	∅	1	7	∅	1579	e	n	∅	∅	b	a	∅	E	N	∅	∅	P	A	∅	7	4	∅	∅	1	7	∅																																																																			1580	e	l	∅	∅	b	a	∅	E	L	∅	∅	P	A	∅	7	5	∅	∅	1	7	∅	1581	e	l	∅	∅	b	a	∅	E	L	∅	∅	P	A	∅	7	5	∅	∅	1	7	∅	1582	e	l	∅	∅	b	a	∅	E	L	∅	∅	P	A	∅	7	5	∅	∅	1	7	∅																																																																																									1583	e	l	∅	∅	b	a	∅	E	L	∅	∅	P	A	∅	7	5	∅	∅	1	7	∅
3	0.7500	2	0.5000	540	1575	b	e	l	∅	a	∅	∅	P	E	L	∅	A	∅	∅	1	7	5	∅	7	∅	∅	1576	β	e	l	∅	a	∅	∅	B	E	L	∅	A	∅	∅	3	7	5	∅	7	∅	∅	1577	b	e	n	∅	a	∅	∅	P	E	N	∅	A	∅	∅	1	7	4	∅	7	∅	∅																																																																			1578	b	ə	n	∅	a	∅	∅	P	E	N	∅	A	∅	∅	1	7	4	∅	7	∅	∅	1579	b	e	n	∅	a	∅	∅	P	E	N	∅	A	∅	∅	1	7	4	∅	7	∅	∅																																																																			1580	b	e	l	∅	a	∅	∅	P	E	L	∅	A	∅	∅	1	7	5	∅	7	∅	∅	1581	b	e	l	∅	a	∅	∅	P	E	L	∅	A	∅	∅	1	7	5	∅	7	∅	∅	1582	b	e	l	∅	a	∅	∅	P	E	L	∅	A	∅	∅	1	7	5	∅	7	∅	∅																																																																																									1583	b	e	l	∅	a	∅	∅	P	E	L	∅	A	∅	∅	1	7	5	∅	7	∅	∅
4	1.0000	1	0.2500	540	1575	a	b	e	l	∅	∅	∅	A	P	E	L	∅	∅	∅	7	1	7	5	∅	∅	∅	1576	a	β	e	l	∅	∅	∅	A	B	E	L	∅	∅	∅	7	3	7	5	∅	∅	∅	1577	a	b	e	n	∅	∅	∅	A	P	E	N	∅	∅	∅	7	1	7	4	∅	∅	∅																																																																			1578	a	b	ə	n	∅	∅	∅	A	P	E	N	∅	∅	∅	7	1	7	4	∅	∅	∅	1579	a	b	e	n	∅	∅	∅	A	P	E	N	∅	∅	∅	7	1	7	4	∅	∅	∅																																																																			1580	a	b	e	l	∅	∅	∅	A	P	E	L	∅	∅	∅	7	1	7	5	∅	∅	∅	1581	a	b	e	l	∅	∅	∅	A	P	E	L	∅	∅	∅	7	1	7	5	∅	∅	∅	1582	a	b	e	l	∅	∅	∅	A	P	E	L	∅	∅	∅	7	1	7	5	∅	∅	∅																																																																																									1583	a	b	e	l	∅	∅	∅	A	P	E	L	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.2000	5	1.0000	541	1584	kʼ	∅	∅	∅	ə	tʃʼ	ɨ	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7	1585	kʼ	∅	∅	∅	ə	tʃ	ɨ	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7																							1586	kʼ	∅	∅	∅	ə	tʃʼ	ɨ	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7																							1587	kʼ	∅	∅	∅	ə	tʼː	ɨ	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7																																													1588	kʼ	∅	∅	∅	ə	tʃʼ	ɨ	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7	1589	kʼ	∅	∅	∅	ə	tʃʼ	iː	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7	1590	kʼ	∅	∅	∅	ə	tʃ	ɨ	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7																							1591	kʼ	∅	∅	∅	ɨ	tʃː	ɨ	K	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7																							1592	kʼ	∅	∅	∅	ə	tʃ	ɨ	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7	1593	kʼ	∅	∅	∅	ə	tʼ	i	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7	1594	q	∅	∅	∅	ə	tʼː	i	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7	1595	kʼ	∅	∅	∅	ə	tʃʼ	ɨ	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7	1596	kʼ	∅	∅	∅	ə	tʃʼ	ɨ	K	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	541	1584	ə	kʼ	∅	∅	tʃʼ	ɨ	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4	1585	ə	kʼ	∅	∅	tʃ	ɨ	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4																							1586	ə	kʼ	∅	∅	tʃʼ	ɨ	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4																							1587	ə	kʼ	∅	∅	tʼː	ɨ	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4																																													1588	ə	kʼ	∅	∅	tʃʼ	ɨ	r	E	K	∅	∅	T	I	R	7	1	∅	∅	1	7	5	1589	ə	kʼ	∅	∅	tʃʼ	iː	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4	1590	ə	kʼ	∅	∅	tʃ	ɨ	r	E	K	∅	∅	T	I	R	7	1	∅	∅	1	7	5																							1591	ɨ	kʼ	∅	∅	tʃː	ɨ	n	I	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4																							1592	ə	kʼ	∅	∅	tʃ	ɨ	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4	1593	ə	kʼ	∅	∅	tʼ	i	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4	1594	ə	q	∅	∅	tʼː	i	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4	1595	ə	kʼ	∅	∅	tʃʼ	ɨ	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4	1596	ə	kʼ	∅	∅	tʃʼ	ɨ	n	E	K	∅	∅	T	I	N	7	1	∅	∅	1	7	4
3	0.6000	3	0.6000	541	1584	tʃʼ	ə	kʼ	∅	ɨ	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅	1585	tʃ	ə	kʼ	∅	ɨ	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅																							1586	tʃʼ	ə	kʼ	∅	ɨ	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅																							1587	tʼː	ə	kʼ	∅	ɨ	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅																																													1588	tʃʼ	ə	kʼ	∅	ɨ	r	∅	T	E	K	∅	I	R	∅	1	7	1	∅	7	5	∅	1589	tʃʼ	ə	kʼ	∅	iː	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅	1590	tʃ	ə	kʼ	∅	ɨ	r	∅	T	E	K	∅	I	R	∅	1	7	1	∅	7	5	∅																							1591	tʃː	ɨ	kʼ	∅	ɨ	n	∅	T	I	K	∅	I	N	∅	1	7	1	∅	7	4	∅																							1592	tʃ	ə	kʼ	∅	ɨ	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅	1593	tʼ	ə	kʼ	∅	i	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅	1594	tʼː	ə	q	∅	i	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅	1595	tʃʼ	ə	kʼ	∅	ɨ	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅	1596	tʃʼ	ə	kʼ	∅	ɨ	n	∅	T	E	K	∅	I	N	∅	1	7	1	∅	7	4	∅
4	0.8000	2	0.4000	541	1584	ɨ	tʃʼ	ə	kʼ	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅	1585	ɨ	tʃ	ə	kʼ	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅																							1586	ɨ	tʃʼ	ə	kʼ	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅																							1587	ɨ	tʼː	ə	kʼ	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅																																													1588	ɨ	tʃʼ	ə	kʼ	r	∅	∅	I	T	E	K	R	∅	∅	7	1	7	1	5	∅	∅	1589	iː	tʃʼ	ə	kʼ	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅	1590	ɨ	tʃ	ə	kʼ	r	∅	∅	I	T	E	K	R	∅	∅	7	1	7	1	5	∅	∅																							1591	ɨ	tʃː	ɨ	kʼ	n	∅	∅	I	T	I	K	N	∅	∅	7	1	7	1	4	∅	∅																							1592	ɨ	tʃ	ə	kʼ	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅	1593	i	tʼ	ə	kʼ	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅	1594	i	tʼː	ə	q	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅	1595	ɨ	tʃʼ	ə	kʼ	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅	1596	ɨ	tʃʼ	ə	kʼ	n	∅	∅	I	T	E	K	N	∅	∅	7	1	7	1	4	∅	∅
5	1.0000	1	0.2000	541	1584	n	ɨ	tʃʼ	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅	1585	n	ɨ	tʃ	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅																							1586	n	ɨ	tʃʼ	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅																							1587	n	ɨ	tʼː	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅																																													1588	r	ɨ	tʃʼ	ə	∅	∅	∅	R	I	T	E	∅	∅	∅	5	7	1	7	∅	∅	∅	1589	n	iː	tʃʼ	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅	1590	r	ɨ	tʃ	ə	∅	∅	∅	R	I	T	E	∅	∅	∅	5	7	1	7	∅	∅	∅																							1591	n	ɨ	tʃː	ɨ	∅	∅	∅	N	I	T	I	∅	∅	∅	4	7	1	7	∅	∅	∅																							1592	n	ɨ	tʃ	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅	1593	n	i	tʼ	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅	1594	n	i	tʼː	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅	1595	n	ɨ	tʃʼ	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅	1596	n	ɨ	tʃʼ	ə	∅	∅	∅	N	I	T	E	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.3333	3	1.0000	542	1597	j	∅	∅	∅	ɨ	h	∅	J	∅	∅	∅	I	H	∅	6	∅	∅	∅	7	3	∅																																																																																																																																																																																	1598	j	∅	∅	∅	i	-	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅																																																																																																																																																																																																						
2	0.6667	2	0.6667	542	1597	ɨ	j	∅	∅	h	∅	∅	I	J	∅	∅	H	∅	∅	7	6	∅	∅	3	∅	∅																																																																																																																																																																																	1598	i	j	∅	∅	-	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																																																																																																																																																																																						
3	1.0000	1	0.3333	542	1597	h	ɨ	j	∅	∅	∅	∅	H	I	J	∅	∅	∅	∅	3	7	6	∅	∅	∅	∅																																																																																																																																																																																	1598	-	i	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																																																																																																																																																																																						
1	0.1667	6	1.0000	545																							1599	k	∅	∅	∅	ɨ	s	ɨ	K	∅	∅	∅	I	S	I	1	∅	∅	∅	7	3	7	1600	x	∅	∅	∅	ɨ	n	o	G	∅	∅	∅	I	N	U	3	∅	∅	∅	7	4	7	1601	h	∅	∅	∅	u	n	o	H	∅	∅	∅	Y	N	U	3	∅	∅	∅	7	4	7	1602	x	∅	∅	∅	ɨ	n	o	G	∅	∅	∅	I	N	U	3	∅	∅	∅	7	4	7																							1603	x	∅	∅	∅	ɨ	n	o	G	∅	∅	∅	I	N	U	3	∅	∅	∅	7	4	7	1604	x	∅	∅	∅	ɨ	n	u	G	∅	∅	∅	I	N	Y	3	∅	∅	∅	7	4	7	1605	x	∅	∅	∅	ɨ	n	ə	G	∅	∅	∅	I	N	E	3	∅	∅	∅	7	4	7																							1606	x	∅	∅	∅	ɨ	n	o	G	∅	∅	∅	I	N	U	3	∅	∅	∅	7	4	7	1607	k	∅	∅	∅	ɨ	nː	ə	K	∅	∅	∅	I	N	E	1	∅	∅	∅	7	4	7	1608	x	∅	∅	∅	ɨ	nː	o	G	∅	∅	∅	I	N	U	3	∅	∅	∅	7	4	7	1609	x	∅	∅	∅	ɨ	nː	ə	G	∅	∅	∅	I	N	E	3	∅	∅	∅	7	4	7																							1610	h	∅	∅	∅	ɨ	t	o	H	∅	∅	∅	I	T	U	3	∅	∅	∅	7	1	7																																																																		
