ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	PARTIAL_COGNACY	COGIDS
2248	162_leg	leg	SouthernPao	Southern Pa-O	khaŋ³³	khaŋ³³	kʰ a ŋ ³³	sout2712			Sino-Tibetan	1947	1947
3101	162_leg	leg	WesternBwe	Western Bwe	kha³³	kha³³	kʰ a ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	1947	1947
163	163_lemurflyingflyingsquirrel	lemur (flying~), flying squirrel	ProtoKaren	Proto-Karen	*pleɁᴰ/bleɁᴰ	*pleɁᴰ	p l e ʔ̚ ⁵¹	kare1337			Sino-Tibetan	9	9
164	163_lemurflyingflyingsquirrel	lemur (flying~), flying squirrel	ProtoKaren	Proto-Karen	*pleɁᴰ/bleɁᴰ	bleɁᴰ	b l e ʔ ⁵¹	kare1337			Sino-Tibetan	1959	1959
491	163_lemurflyingflyingsquirrel	lemur (flying~), flying squirrel	Kayah	Kayah	pla³³	pla³³	p l a ³³	kaya1317			Sino-Tibetan	1959	1959
1087	163_lemurflyingflyingsquirrel	lemur (flying~), flying squirrel	Kayaw	Kayaw	ple³³	ple³³	p l e ³³	kaya1316			Sino-Tibetan	1959	1959
1384	163_lemurflyingflyingsquirrel	lemur (flying~), flying squirrel	NorthernPao	Northern Pa-O	phliɁ²¹	phliɁ²¹	pʰ l i ʔ ²¹	nort2705			Sino-Tibetan	1959	1959
1669	163_lemurflyingflyingsquirrel	lemur (flying~), flying squirrel	NorthernPwo	Northern Pwo	phlaiɁ²¹	phlaiɁ²¹	pʰ l ai ʔ ²¹	nort2704			Sino-Tibetan	1959	1959
3102	163_lemurflyingflyingsquirrel	lemur (flying~), flying squirrel	WesternBwe	Western Bwe	bli³³	bli³³	b l i ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	1959	1959
165	164_lickv	lick (v.)	ProtoKaren	Proto-Karen	*hlajᴮ	*hlajᴮ	l̥ ai ¹¹	kare1337			Sino-Tibetan	1971	1971
782	164_lickv	lick (v.)	Kayan	Kayan	lai¹¹	lai¹¹	l ai ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	1971	1971
1088	164_lickv	lick (v.)	Kayaw	Kayaw	li¹¹	li¹¹	l i ¹¹	kaya1316			Sino-Tibetan	1971	1971
2249	164_lickv	lick (v.)	SouthernPao	Southern Pa-O	lai³³	lai³³	l ai ³³	sout2712			Sino-Tibetan	1971	1971
3103	164_lickv	lick (v.)	WesternBwe	Western Bwe	lɪ³³	lɪ³³	l i ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	1971	1971
166	165_liedownsleep	lie down, sleep	ProtoKaren	Proto-Karen	*hmejᴬ	*hmejᴬ	m̥ ei ⁵⁵	kare1337			Sino-Tibetan	1981	1981
492	165_liedownsleep	lie down, sleep	Kayah	Kayah	mə³³	mə³³	m ə ³³	kaya1317			Sino-Tibetan	1981	1981
783	165_liedownsleep	lie down, sleep	Kayan	Kayan	mai⁵³	mai⁵³	m ai ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	1981	1981
1089	165_liedownsleep	lie down, sleep	Kayaw	Kayaw	mi⁵⁵	mi⁵⁵	m i ⁵⁵	kaya1316			Sino-Tibetan	1981	1981
1670	165_liedownsleep	lie down, sleep	NorthernPwo	Northern Pwo	mei³⁵	mei³⁵	m ei ³⁵	nort2704			Sino-Tibetan	1981	1981
3104	165_liedownsleep	lie down, sleep	WesternBwe	Western Bwe	ʃɔ⁵⁵mi⁵⁵	ʃɔ⁵⁵mi⁵⁵	ʃ ɔ ⁵⁵ + m i ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	1982 1981	1982 1981
167	166_lightweight	light (~weight)	ProtoKaren	Proto-Karen	*phwiᴬ	*phwiᴬ	pʰ w i ⁵⁵	kare1337			Sino-Tibetan	1993	1993
493	166_lightweight	light (~weight)	Kayah	Kayah	phwi³³	phwi³³	pʰ w i ³³	kaya1317			Sino-Tibetan	1993	1993
784	166_lightweight	light (~weight)	Kayan	Kayan	phwi⁵³	phwi⁵³	pʰ w i ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	1993	1993
1090	166_lightweight	light (~weight)	Kayaw	Kayaw	phi⁵⁵	phi⁵⁵	pʰ i ⁵⁵	kaya1316			Sino-Tibetan	1993	1993
1385	166_lightweight	light (~weight)	NorthernPao	Northern Pa-O	phwi³¹ ̈	phwi³¹̈	pʰ w i ɦ ³¹	nort2705			Sino-Tibetan	1993	1993
1671	166_lightweight	light (~weight)	NorthernPwo	Northern Pwo	khwi³⁵	khwi³⁵	kʰ w i ³⁵	nort2704			Sino-Tibetan	1993	1993
2250	166_lightweight	light (~weight)	SouthernPao	Southern Pa-O	phwi³¹ ̈	phwi³¹̈	pʰ w i ɦ ³¹	sout2712			Sino-Tibetan	1993	1993
3105	166_lightweight	light (~weight)	WesternBwe	Western Bwe	phwi⁵⁵~phi⁵⁵	phwi⁵⁵	pʰ w i ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	1993	1993
168	167_linearmeasureofabout89inchesaspan	linear measure of about 8-9 inches (a span)	ProtoKaren	Proto-Karen	*thaᴬ	*thaᴬ	tʰ a ⁵⁵	kare1337			Sino-Tibetan	2005	2005
494	167_linearmeasureofabout89inchesaspan	linear measure of about 8-9 inches (a span)	Kayah	Kayah	the³³	the³³	tʰ e ³³	kaya1317			Sino-Tibetan	2005	2005
785	167_linearmeasureofabout89inchesaspan	linear measure of about 8-9 inches (a span)	Kayan	Kayan	tha⁵³	tha⁵³	tʰ a ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	2005	2005
1386	167_linearmeasureofabout89inchesaspan	linear measure of about 8-9 inches (a span)	NorthernPao	Northern Pa-O	tha³¹ ̈	tha³¹̈	tʰ a ɦ ³¹	nort2705			Sino-Tibetan	2005	2005
1672	167_linearmeasureofabout89inchesaspan	linear measure of about 8-9 inches (a span)	NorthernPwo	Northern Pwo	tha³⁵	tha³⁵	tʰ a ³⁵	nort2704			Sino-Tibetan	2005	2005
2251	167_linearmeasureofabout89inchesaspan	linear measure of about 8-9 inches (a span)	SouthernPao	Southern Pa-O	tha³¹ ̈	tha³¹̈	tʰ a ɦ ³¹	sout2712			Sino-Tibetan	2005	2005
169	168_linearmeasureofabouthalfayardclosedhand	linear measure of about half a yard (closed-hand)	ProtoKaren	Proto-Karen	*blaᴮ	*blaᴮ	b l a ¹¹	kare1337			Sino-Tibetan	46	46
495	168_linearmeasureofabouthalfayardclosedhand	linear measure of about half a yard (closed-hand)	Kayah	Kayah	ple¹¹	ple¹¹	p l e ¹¹	kaya1317			Sino-Tibetan	46	46
786	168_linearmeasureofabouthalfayardclosedhand	linear measure of about half a yard (closed-hand)	Kayan	Kayan	pla¹¹	pla¹¹	p l a ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	46	46
1091	168_linearmeasureofabouthalfayardclosedhand	linear measure of about half a yard (closed-hand)	Kayaw	Kayaw	pla¹¹	pla¹¹	p l a ¹¹	kaya1316			Sino-Tibetan	46	46
1673	168_linearmeasureofabouthalfayardclosedhand	linear measure of about half a yard (closed-hand)	NorthernPwo	Northern Pwo	phla¹¹ ̈	phla¹¹̈	pʰ l a ɦ ¹¹	nort2704			Sino-Tibetan	46	46
170	169_linearmeasureofabouthalfayardopenhand	linear measure of about half a yard (open-hand)	ProtoKaren	Proto-Karen	*dɨmᴬ	*dɨmᴬ	d ɨ m ⁵⁵	kare1337			Sino-Tibetan	2025	2025
496	169_linearmeasureofabouthalfayardopenhand	linear measure of about half a yard (open-hand)	Kayah	Kayah	tɨ¹¹	tɨ¹¹	t ɨ ¹¹	kaya1317			Sino-Tibetan	2025	2025
787	169_linearmeasureofabouthalfayardopenhand	linear measure of about half a yard (open-hand)	Kayan	Kayan	tɨ³³	tɨ³³	t ɨ ³³	kaya1315	19.5183	97.4138	Sino-Tibetan	2025	2025
1092	169_linearmeasureofabouthalfayardopenhand	linear measure of about half a yard (open-hand)	Kayaw	Kayaw	tɨ³³	tɨ³³	t ɨ ³³	kaya1316			Sino-Tibetan	2025	2025
1387	169_linearmeasureofabouthalfayardopenhand	linear measure of about half a yard (open-hand)	NorthernPao	Northern Pa-O	thom³³	thom³³	tʰ o m ³³	nort2705			Sino-Tibetan	2025	2025
1674	169_linearmeasureofabouthalfayardopenhand	linear measure of about half a yard (open-hand)	NorthernPwo	Northern Pwo	thɑ̃⁵⁵	thɑ̃⁵⁵	tʰ ɑ̃ ⁵⁵	nort2704			Sino-Tibetan	2025	2025
2252	169_linearmeasureofabouthalfayardopenhand	linear measure of about half a yard (open-hand)	SouthernPao	Southern Pa-O	təm⁵³	təm⁵³	t ə m ⁵³	sout2712			Sino-Tibetan	2025	2025
171	170_linearmeasureofabouttwoyards	linear measure of about two yards	ProtoKaren	Proto-Karen	*khlɛNᴬ	*khlɛNᴬ	kʰ l ɛ ɴ ⁵⁵	kare1337			Sino-Tibetan	2036	2036
497	170_linearmeasureofabouttwoyards	linear measure of about two yards	Kayah	Kayah	khli³³	khli³³	kʰ l i ³³	kaya1317			Sino-Tibetan	2036	2036
788	170_linearmeasureofabouttwoyards	linear measure of about two yards	Kayan	Kayan	khlaŋ⁵³	khlaŋ⁵³	kʰ l a ŋ ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	2036	2036
1388	170_linearmeasureofabouttwoyards	linear measure of about two yards	NorthernPao	Northern Pa-O	khlɛm³¹ ̈	khlɛm³¹̈	kʰ l ɛ m ɦ ³¹	nort2705			Sino-Tibetan	2036	2036
1675	170_linearmeasureofabouttwoyards	linear measure of about two yards	NorthernPwo	Northern Pwo	khlãi³⁵	khlãi³⁵	kʰ l ãi ³⁵	nort2704			Sino-Tibetan	2036	2036
2253	170_linearmeasureofabouttwoyards	linear measure of about two yards	SouthernPao	Southern Pa-O	khlɛŋ³¹ ̈	khlɛŋ³¹̈	kʰ l ɛ ŋ ɦ ³¹	sout2712			Sino-Tibetan	2036	2036
172	171_listento	listen to	ProtoKaren	Proto-Karen	*-hnaᴮ	*-hnaᴮ	n̥ a ¹¹	kare1337			Sino-Tibetan	2046	2046
789	171_listento	listen to	Kayan	Kayan	na¹¹	na¹¹	n a ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	2046	2046
1093	171_listento	listen to	Kayaw	Kayaw	na¹¹	na¹¹	n a ¹¹	kaya1316			Sino-Tibetan	2046	2046
1389	171_listento	listen to	NorthernPao	Northern Pa-O	na⁵⁵	na⁵⁵	n a ⁵⁵	nort2705			Sino-Tibetan	2046	2046
1676	171_listento	listen to	NorthernPwo	Northern Pwo	na³³	na³³	n a ³³	nort2704			Sino-Tibetan	2046	2046
2254	171_listento	listen to	SouthernPao	Southern Pa-O	na³³	na³³	n a ³³	sout2712			Sino-Tibetan	2046	2046
3106	171_listento	listen to	WesternBwe	Western Bwe	ʃɔ⁵⁵ne³³	ʃɔ⁵⁵ne³³	ʃ ɔ ⁵⁵ + n ɛ ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	1982 2046	1982 2046
173	172_livestay	live, stay	ProtoKaren	Proto-Karen	*ɁɔNᴮ	*ɁɔNᴮ	ʔ ɔ ɴ ¹¹	kare1337			Sino-Tibetan	2059	2059
498	172_livestay	live, stay	Kayah	Kayah	Ɂo¹¹	Ɂo¹¹	ʔ o ¹¹	kaya1317			Sino-Tibetan	2059	2059
790	172_livestay	live, stay	Kayan	Kayan	Ɂau¹¹	Ɂau¹¹	ʔ au ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	2059	2059
1094	172_livestay	live, stay	Kayaw	Kayaw	Ɂo¹¹	Ɂo¹¹	ʔ o ¹¹	kaya1316			Sino-Tibetan	2059	2059
1390	172_livestay	live, stay	NorthernPao	Northern Pa-O	Ɂoŋ³¹ ̈	Ɂoŋ³¹̈	ʔ o ŋ ⁵⁵	nort2705			Sino-Tibetan	2059	2059
1677	172_livestay	live, stay	NorthernPwo	Northern Pwo	Ɂɔ̃³³	Ɂɔ̃³³	ʔ ɔ̃ ³³	nort2704			Sino-Tibetan	2059	2059
2255	172_livestay	live, stay	SouthernPao	Southern Pa-O	Ɂoŋ³¹ ̈	Ɂoŋ³¹̈	ʔ o ŋ ³³	sout2712			Sino-Tibetan	2059	2059
3107	172_livestay	live, stay	WesternBwe	Western Bwe	ɔ³³-	ɔ³³-	ɔ ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	2059	2059
174	173_liver	liver	ProtoKaren	Proto-Karen	*swɨnᴮ	*swɨnᴮ	s w ɨ n ¹¹	kare1337			Sino-Tibetan	2072	2072
499	173_liver	liver	Kayah	Kayah	so¹¹	so¹¹	s o ¹¹	kaya1317			Sino-Tibetan	2072	2072
791	173_liver	liver	Kayan	Kayan	θɨ¹¹	θɨ¹¹	θ ɨ ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	2072	2072
1095	173_liver	liver	Kayaw	Kayaw	~βʉ¹¹	~βʉ¹¹	β ʉ ¹¹	kaya1316			Sino-Tibetan	2073	2073
1391	173_liver	liver	NorthernPao	Northern Pa-O	sɨn⁵⁵	sɨn⁵⁵	s ɨ n ⁵⁵	nort2705			Sino-Tibetan	2072	2072
1678	173_liver	liver	NorthernPwo	Northern Pwo	sɑ̃³³	sɑ̃³³	s ɑ̃ ³³	nort2704			Sino-Tibetan	2072	2072
2256	173_liver	liver	SouthernPao	Southern Pa-O	su̯ ən³³	su̯ən³³	s w ə n ³³	sout2712			Sino-Tibetan	2072	2072
3108	173_liver	liver	WesternBwe	Western Bwe	θu⁵⁵θa³³	θu⁵⁵θa³³	θ u ⁵⁵ + θ a ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	2072 2074	2072 2074
176	175_longoflengthtallhigh	long (of length), tall, high	ProtoKaren	Proto-Karen	*thawᴬ	*thawᴬ	tʰ au ⁵⁵	kare1337			Sino-Tibetan	2086	2086
501	175_longoflengthtallhigh	long (of length), tall, high	Kayah	Kayah	thu³³	thu³³	tʰ u ³³	kaya1317			Sino-Tibetan	2086	2086
793	175_longoflengthtallhigh	long (of length), tall, high	Kayan	Kayan	thau⁵³	thau⁵³	tʰ au ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	2086	2086
1097	175_longoflengthtallhigh	long (of length), tall, high	Kayaw	Kayaw	thu⁵⁵	thu⁵⁵	tʰ u ⁵⁵	kaya1316			Sino-Tibetan	2086	2086
1393	175_longoflengthtallhigh	long (of length), tall, high	NorthernPao	Northern Pa-O	tho³¹ ̈	tho³¹̈	tʰ o ɦ ³¹	nort2705			Sino-Tibetan	2086	2086
1680	175_longoflengthtallhigh	long (of length), tall, high	NorthernPwo	Northern Pwo	thɔ³⁵	thɔ³⁵	tʰ ɔ ³⁵	nort2704			Sino-Tibetan	2086	2086
2258	175_longoflengthtallhigh	long (of length), tall, high	SouthernPao	Southern Pa-O	tho³¹ ̈	tho³¹̈	tʰ o ɦ ³¹	sout2712			Sino-Tibetan	2086	2086
3110	175_longoflengthtallhigh	long (of length), tall, high	WesternBwe	Western Bwe	tho⁵⁵	tho⁵⁵	tʰ o ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	2086	2086
175	174_longoftime	long (of time)	ProtoKaren	Proto-Karen	*ŋjaɁᴰ	*ŋjaɁᴰ	ŋ j a ʔ̚ ⁵¹	kare1337			Sino-Tibetan	2098	2098
500	174_longoftime	long (of time)	Kayah	Kayah	ŋja³³	ŋja³³	ŋ j a ³³	kaya1317			Sino-Tibetan	2098	2098
792	174_longoftime	long (of time)	Kayan	Kayan	ŋi³³	ŋi³³	ŋ i ʔ ³³	kaya1315	19.5183	97.4138	Sino-Tibetan	2098	2098
1096	174_longoftime	long (of time)	Kayaw	Kayaw	ji³³	ji³³	j i ³³	kaya1316			Sino-Tibetan	2098	2098
1392	174_longoftime	long (of time)	NorthernPao	Northern Pa-O	ŋjaɁ⁴⁵	ŋjaɁ⁴⁵	ŋ j a ʔ ⁴⁵	nort2705			Sino-Tibetan	2098	2098
1679	174_longoftime	long (of time)	NorthernPwo	Northern Pwo	jaiɁ²¹	jaiɁ²¹	j ai ʔ ²¹	nort2704			Sino-Tibetan	2098	2098
2257	174_longoftime	long (of time)	SouthernPao	Southern Pa-O	ŋjaɁ⁴⁵	ŋjaɁ⁴⁵	ŋ j a ʔ ⁴⁵	sout2712			Sino-Tibetan	2098	2098
3109	174_longoftime	long (of time)	WesternBwe	Western Bwe	jɪ¹¹	jɪ¹¹	j ɪ ¹¹	bwek1238	18.9796	96.9936	Sino-Tibetan	2098	2098
177	176_lookafterthings	look after (things)	ProtoKaren	Proto-Karen	*pəᴮ	*pəᴮ	p ə ¹¹	kare1337			Sino-Tibetan	2111	2111
502	176_lookafterthings	look after (things)	Kayah	Kayah	po¹¹	po¹¹	p o ¹¹	kaya1317			Sino-Tibetan	2111	2111
794	176_lookafterthings	look after (things)	Kayan	Kayan	pəɨ¹¹	pəɨ¹¹	p əɨ ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	2111	2111
1098	176_lookafterthings	look after (things)	Kayaw	Kayaw	pə¹¹	pə¹¹	p ə ¹¹	kaya1316			Sino-Tibetan	2111	2111
1394	176_lookafterthings	look after (things)	NorthernPao	Northern Pa-O	pə⁵⁵	pə⁵⁵	p ə ⁵⁵	nort2705			Sino-Tibetan	2111	2111
2259	176_lookafterthings	look after (things)	SouthernPao	Southern Pa-O	pə³³	pə³³	p ə ³³	sout2712			Sino-Tibetan	2111	2111
3111	176_lookafterthings	look after (things)	WesternBwe	Western Bwe	bo³³i⁵⁵	bo³³i⁵⁵	b o ³³ + i ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	2111 2112	2111 2112
178	177_loris	loris	ProtoKaren	Proto-Karen	*k-ch( )Nᴬ	*k-chNᴬ	k ə ⁰ + cʰ ə ŋ ⁵⁵	kare1337			Sino-Tibetan	2121 2120	2121 2120
503	177_loris	loris	Kayah	Kayah	chɔ³³	chɔ³³	cʰ ɔ ³³	kaya1317			Sino-Tibetan	2120	2120
795	177_loris	loris	Kayan	Kayan	chəŋ⁵³	chəŋ⁵³	cʰ ə ŋ ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	2120	2120
1099	177_loris	loris	Kayaw	Kayaw	chə⁵⁵	chə⁵⁵	cʰ ə ⁵⁵	kaya1316			Sino-Tibetan	2120	2120
1681	177_loris	loris	NorthernPwo	Northern Pwo	chãi³⁵	chãi³⁵	cʰ ãi ³⁵	nort2704			Sino-Tibetan	2120	2120
179	178_lousechickeninsect	louse (chicken~), insect	ProtoKaren	Proto-Karen	*(chjaNᴬ)graᴮ	*graᴮ	cʰ j a ɴ ⁵⁵ + g r a ¹¹	kare1337			Sino-Tibetan	579 1829	579 1829
504	178_lousechickeninsect	louse (chicken~), insect	Kayah	Kayah	cha³³khre¹¹	cha³³khre¹¹	cʰ ɛ ³³ + kʰ r e ¹¹	kaya1317			Sino-Tibetan	579 1829	579 1829
796	178_lousechickeninsect	louse (chicken~), insect	Kayan	Kayan	ɕɨ⁵³ca¹¹	ɕɨ⁵³ca¹¹	ɕ a ŋ ⁵³ + c a ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	579 1829	579 1829
1100	178_lousechickeninsect	louse (chicken~), insect	Kayaw	Kayaw	ɕi⁵⁵ca¹¹	ɕi⁵⁵ca¹¹	ɕ ɔ ⁵⁵ + c a ¹¹	kaya1316			Sino-Tibetan	579 1829	579 1829
1395	178_lousechickeninsect	louse (chicken~), insect	NorthernPao	Northern Pa-O	ɕja³¹ sa⁵³	ɕja³¹_sa⁵³	ɕ j a n ɦ ³¹ + s a ⁵³	nort2705			Sino-Tibetan	579 1829	579 1829
1682	178_lousechickeninsect	louse (chicken~), insect	NorthernPwo	Northern Pwo	chɛ̃³⁵xa¹¹ ̈	chɛ̃³⁵xa¹¹̈	cʰ ɛ̃ ³⁵ + x a ɦ ¹¹	nort2704			Sino-Tibetan	579 1829	579 1829
2260	178_lousechickeninsect	louse (chicken~), insect	SouthernPao	Southern Pa-O	ɕja³¹ ̈ɕa⁵⁵	ɕja³¹̈ɕa⁵⁵	ɕ j a n ɦ ³¹ + ɕ a ⁵⁵	sout2712			Sino-Tibetan	579 1829	579 1829
180	179_lousehead	louse (head~)	ProtoKaren	Proto-Karen	*swɨNᴮ	*swɨNᴮ	s w ɨ ɴ ¹¹	kare1337			Sino-Tibetan	2153	2153
505	179_lousehead	louse (head~)	Kayah	Kayah	so¹¹	so¹¹	s o ¹¹	kaya1317			Sino-Tibetan	2153	2153
797	179_lousehead	louse (head~)	Kayan	Kayan	θɨ¹¹	θɨ¹¹	θ ɨ ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	2153	2153
1101	179_lousehead	louse (head~)	Kayaw	Kayaw	sɨ¹¹	sɨ¹¹	s ɨ ¹¹	kaya1316			Sino-Tibetan	2153	2153
1396	179_lousehead	louse (head~)	NorthernPao	Northern Pa-O	sɨ⁵⁵	sɨ⁵⁵	s ɨ ⁵⁵	nort2705			Sino-Tibetan	2153	2153
1683	179_lousehead	louse (head~)	NorthernPwo	Northern Pwo	sɑ̃³³	sɑ̃³³	s ɑ̃ ³³	nort2704			Sino-Tibetan	2153	2153
2261	179_lousehead	louse (head~)	SouthernPao	Southern Pa-O	sɨ³³	sɨ³³	s ɨ ³³	sout2712			Sino-Tibetan	2153	2153
3112	179_lousehead	louse (head~)	WesternBwe	Western Bwe	θo¹¹	θo¹¹	θ o ¹¹	bwek1238	18.9796	96.9936	Sino-Tibetan	2153	2153
181	180_lung	lung	ProtoKaren	Proto-Karen	*p-soᴮ	*p-soᴮ	p ə ⁰ + s o ¹¹	kare1337			Sino-Tibetan	2167 2166	2167 2166
506	180_lung	lung	Kayah	Kayah	su¹¹	su¹¹	s u ¹¹	kaya1317			Sino-Tibetan	2166	2166
798	180_lung	lung	Kayan	Kayan	θau¹¹	θau¹¹	θ au ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	2166	2166
1102	180_lung	lung	Kayaw	Kayaw	su¹¹	su¹¹	s u ¹¹	kaya1316			Sino-Tibetan	2166	2166
1684	180_lung	lung	NorthernPwo	Northern Pwo	soɁ⁴⁵	soɁ⁴⁵	s u ʔ ⁴⁵	nort2704			Sino-Tibetan	2166	2166
3113	180_lung	lung	WesternBwe	Western Bwe	θə⁵⁵’o⁵⁵	θə⁵⁵’o⁵⁵	θ ə ⁵⁵ + o ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	1540 2168	1540 2168
182	181_maggot	maggot	ProtoKaren	Proto-Karen	*hloŋᴮ	*hloŋᴮ	l̥ o ŋ ¹¹	kare1337			Sino-Tibetan	2180	2180
507	181_maggot	maggot	Kayah	Kayah	lɔ¹¹	lɔ¹¹	l ɔ ¹¹	kaya1317			Sino-Tibetan	2180	2180
799	181_maggot	maggot	Kayan	Kayan	lo¹¹	lo¹¹	l əu ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	2180	2180
1103	181_maggot	maggot	Kayaw	Kayaw	lə¹¹	lə¹¹	l ə ¹¹	kaya1316			Sino-Tibetan	2180	2180
1397	181_maggot	maggot	NorthernPao	Northern Pa-O	loŋ⁵⁵	loŋ⁵⁵	l o ŋ ⁵⁵	nort2705			Sino-Tibetan	2180	2180
1685	181_maggot	maggot	NorthernPwo	Northern Pwo	lãu³³	lãu³³	l ãu ³³	nort2704			Sino-Tibetan	2180	2180
2262	181_maggot	maggot	SouthernPao	Southern Pa-O	loŋ³³	loŋ³³	l o ŋ ³³	sout2712			Sino-Tibetan	2180	2180
3114	181_maggot	maggot	WesternBwe	Western Bwe	lo³³	lo³³	l o ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	2180	2180
183	182_maleofanimalsfather	male (of animals), father	ProtoKaren	Proto-Karen	*phaᴬ	*phaᴬ	pʰ a ⁵⁵	kare1337			Sino-Tibetan	2193	2193
508	182_maleofanimalsfather	male (of animals), father	Kayah	Kayah	phe³³	phe³³	pʰ e ³³	kaya1317			Sino-Tibetan	2193	2193
800	182_maleofanimalsfather	male (of animals), father	Kayan	Kayan	pha⁵³	pha⁵³	pʰ a ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	2193	2193
1104	182_maleofanimalsfather	male (of animals), father	Kayaw	Kayaw	pha⁵⁵	pha⁵⁵	pʰ a ⁵⁵	kaya1316			Sino-Tibetan	2193	2193
1398	182_maleofanimalsfather	male (of animals), father	NorthernPao	Northern Pa-O	pha³¹ ̈	pha³¹̈	pʰ a ɦ ³¹	nort2705			Sino-Tibetan	2193	2193
1686	182_maleofanimalsfather	male (of animals), father	NorthernPwo	Northern Pwo	pha³⁵	pha³⁵	pʰ a ³⁵	nort2704			Sino-Tibetan	2193	2193
2263	182_maleofanimalsfather	male (of animals), father	SouthernPao	Southern Pa-O	pha³¹ ̈	pha³¹̈	pʰ a ɦ ³¹	sout2712			Sino-Tibetan	2193	2193
184	183_manmale	man, male	ProtoKaren	Proto-Karen	*khwaᴬ	*khwaᴬ	kʰ w au ⁵⁵	kare1337			Sino-Tibetan	2205	2205
509	183_manmale	man, male	Kayah	Kayah	khu³³	khu³³	kʰ w u ³³	kaya1317			Sino-Tibetan	2205	2205
801	183_manmale	man, male	Kayan	Kayan	khau⁵³	khau⁵³	kʰ w au ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	2205	2205
1105	183_manmale	man, male	Kayaw	Kayaw	khu⁵⁵	khu⁵⁵	kʰ w u ⁵⁵	kaya1316			Sino-Tibetan	2205	2205
1399	183_manmale	man, male	NorthernPao	Northern Pa-O	kho³¹ ̈	kho³¹̈	kʰ w o ɦ ³¹	nort2705			Sino-Tibetan	2205	2205
1687	183_manmale	man, male	NorthernPwo	Northern Pwo	khwa³⁵	khwa³⁵	kʰ w ɔ ³⁵	nort2704			Sino-Tibetan	2205	2205
2264	183_manmale	man, male	SouthernPao	Southern Pa-O	kho³¹ ̈	kho³¹̈	kʰ w o ɦ ³¹	sout2712			Sino-Tibetan	2205	2205
3115	183_manmale	man, male	WesternBwe	Western Bwe	- bo¹¹kho⁵⁵	-_bo¹¹kho⁵⁵	b o ¹¹ + kʰ w o ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	2206 2205	2206 2205
185	184_mango	mango	ProtoKaren	Proto-Karen	*khɔɁᴰ	*khɔɁᴰ	kʰ ɔ ʔ̚ ⁵¹	kare1337			Sino-Tibetan	2219	2219
510	184_mango	mango	Kayah	Kayah	khɛ⁵⁵	khɛ⁵⁵	kʰ ɛ ⁵⁵	kaya1317			Sino-Tibetan	2219	2219
802	184_mango	mango	Kayan	Kayan	khauɁ⁴⁵	khauɁ⁴⁵	kʰ au ʔ ⁴⁵	kaya1315	19.5183	97.4138	Sino-Tibetan	2219	2219
1106	184_mango	mango	Kayaw	Kayaw	kho³³	kho³³	kʰ o ³³	kaya1316			Sino-Tibetan	2219	2219
1400	184_mango	mango	NorthernPao	Northern Pa-O	khɔɁ²¹	khɔɁ²¹	kʰ ɔ ʔ ²¹	nort2705			Sino-Tibetan	2219	2219
1688	184_mango	mango	NorthernPwo	Northern Pwo	khoɁ⁴⁵	khoɁ⁴⁵	kʰ o ʔ ⁴⁵	nort2704			Sino-Tibetan	2219	2219
2265	184_mango	mango	SouthernPao	Southern Pa-O	khɔɁ²¹	khɔɁ²¹	kʰ ɔ ʔ ²¹	sout2712			Sino-Tibetan	2219	2219
186	185_manymuch	many, much	ProtoKaren	Proto-Karen	*Ɂaᴬ	*Ɂaᴬ	ʔ a ⁵⁵	kare1337			Sino-Tibetan	2230	2230
