COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
2040-6						p õ ³³				
2107-6						x ou ³¹				
2118-6						p ə ³³				
2141-6						s õ ⁴⁴				
2540-6						ts u ²¹				
2576-6						m a ³³				
2664-6						m ʯ̃ ⁴⁴				
2742-6						s a ŋ ³³				
2753-6						ɕ j õ ⁵⁵				
2848-6						t i ⁴²				
2870-6						ɣ ə ³³				
2871-6						s u ɑ ⁴⁴				
2952-6						w ɑ̃ ⁴⁴				
3020-6						p ɯ ³³				
3214-6						p a ³³				
3285-6						tʰ ɑ̃ ⁴⁴				
3330-6						n ɯ ²¹				
3373-6						tʰ a ⁴⁴				
3397-6						j ɑ̃ ⁴⁴				
3433-6						k ou ²¹				
3443-6						k ə ²¹				
3566-6						k a ⁴⁴				
3590-6						s ɑ̃ ⁴⁴				
3601-6						k a ⁴²				
3634-6						ts ʯ̃ ³³				
3689-6						k a n ³³				
3964-6						x a n ⁵⁵				
4056-6						t ɑ̃ ⁴²				
4102-6						tsʰ u ³¹				
4326-6						k ɯ ³³				
4412-6						m a ²¹				
4511-6						tɕ a ⁴⁴				
4581-6						k ə ⁵⁵				
4676-6						tsʰ u ⁵⁵				
4688-6						m a ²¹				
4708-6						ou ⁴⁴				
4814-6						ts i ²¹				
4844-6						tsʰ õ ⁴⁴				
4854-6						k õ ³³				
4929-6						j ɯ ²¹				
4940-6						t w i ⁵⁵				
5027-6						ts ɔ ⁴⁴				
5071-6						m ɯ ⁴⁴				
5083-6						k u ɑ ⁴⁴				
5248-6						tʰ i ³³				
11-6						ts u ²¹				
65-6						m ŋ ⁴⁴				
82-6						tsʰ ou ⁴⁴				
132-6						x ɑ̃ ³¹				
227-6						tɕʰ i ⁴⁴				
359-6						w e n ²¹				
379-6						p i ²¹				
979-6						s e ⁴⁴				
1046-6						ts u ⁴²				
1274-6						ɯ ³³				
1315-6						ts w a ³³				
1337-6						k õ ²¹				
1390-6						j ɯ ⁴⁴				
1651-6						t i ³¹				
1693-6						tɕ ɑ̃ ³¹				
1742-6						x ə ³³				
1851-6						s w ɑ ⁵⁵				
1958-6						t i ə ⁴²				
1980-6						ʔ u ⁵⁵				
2174-6						t j õ ²¹				
2218-6						t tsʰ ou ⁴²				
2355-6						p ŋ ⁴²				
2474-6						m a ²¹				
2517-6						u ẽ ⁵⁵				
2551-6						ts i ³³				
2816-6						ts a ⁴⁴				
2918-6						ɑ̃ ³¹				
3225-6						ts u ⁴⁴				
3234-6						tɕ i ⁵⁵				
3235-6						k u i ⁵⁵				
3251-6						j o ⁴⁴				
3384-6						m e ⁵⁵				
3656-6						tsʰ u ⁴⁴				
3667-6						k ɯ ²¹				
3712-6						ɕ j a n ⁴²				
3790-6						f ʯ ⁴⁴				
3801-6						p i ²¹				
3975-6						s w ɑ ⁵⁵				
4045-6						p ɯ ⁴²				
4081-6						k u ɑ ⁴²				
4196-6						tɕ i ⁴⁴				
4357-6						tsʰ i ³¹				
4452-6						w a ⁴²				
2379-6						l ɑ̃ ⁵⁵				
4462-6						p a n ⁴²				
4548-6						s ʯ ³¹				
4625-6						n õ ⁴²				
4657-6						p a ²¹				
4774-6						t w i ⁴²				
4815-6						n e ⁴⁴				
4909-6						k ŋ ⁵⁵				
5009-6						tsʰ a n ⁵⁵				
5082-6						m ⁵⁵				
1-6						m a ²¹				
119-6						tɕʰ i ⁵⁵				
501-6						f ʯ ⁴⁴				
523-6						v ʯ ⁴²				
610-6						j e n ²¹				
971-6						m i ⁵⁵				
1026-6						p a ²¹				
1119-6						tsʰ w ɑ̃ ³³				
1218-6						f ʯ̃ ⁵⁵				
1359-6						tɕ i ³¹				
1360-6						j u ⁴²				
1484-6						f ʯ ³¹				
1564-6						x w i ³³				
1609-6						s a n ⁵⁵				
1717-6						õ ²¹				
1751-6						s w ɑ̃ ⁵⁵				
1829-6						tɕ j e n ⁵⁵				
32-7							m ə˞ ⁴⁴			
53-7							ʐ u ²¹			
93-7							k əɯ ²¹			
216-7							s w a ⁴⁴			
236-7							ts o ŋ ³³			
267-7							tɕ e n ²¹			
316-7							pʰ əɯ ³³			
327-7							ɣ ɯ ³³			
348-7							ts o ⁵⁵			
400-7							ʐ o ²¹			
452-7							k ə˞ ⁴⁴			
463-7							kʰ o ⁵⁵			
512-7							t o ⁴²			
534-7							ts o ⁴⁴			
556-7							kʰ o ŋ ³³			
568-7							x ɯ ⁴⁴			
588-7							s w a ⁴⁴			
599-7							pʰ əɯ ⁵⁵			
656-7							k ə ²¹			
678-7							k o ²¹			
689-7							m ə˞ ⁴²			
700-7							m ɛ ⁴²			
775-7							p i ²¹			
786-7							k e n ⁵⁵			
820-7							ts o ²¹			
839-7							t i ²¹			
863-7							kʰ o ³³			
896-7							k ə˞ ⁵⁵			
929-7							t i ⁴²			
1015-7							s ʯ ⁵⁵			
1035-7							ts u ³³			
1107-7							s ə˞ ⁴⁴			
1173-7							s i ³³			
1195-7							s i ³³			
1241-7							m ɛ ²¹			
1252-7							l o ŋ ²¹			
1294-7							k a ŋ ⁵⁵			
1326-7							tɕ u ³³			
1348-7							t i ²¹			
1401-7							s e n ⁴²			
1451-7							s e n ³³			
1473-7							t w e n ³³			
1507-7							tɕʰ i ⁵⁵			
1532-7							k ɯ ⁵⁵			
1543-7							s əɯ ³³			
1575-7							s e n ⁵⁵			
1618-7							p əɯ ²¹			
1640-7							k o ⁵⁵			
1671-7							s i ⁴⁴			
1731-7							s o ŋ ⁵⁵			
1762-7							s w a ŋ ²¹			
1773-7							ts əɯ ⁴⁴			
1794-7							k o ŋ ⁵⁵			
1805-7							ʐ u ²¹			
1816-7							s ʯ ŋ ⁵⁵			
1862-7							ts u ⁵⁵			
1885-7							kʰ ə˞ ⁵⁵			
1914-7							s əɯ ³³			
1936-7							pʰ ɯ ³³			
1969-7							s e n ⁵⁵			
2018-7							ts o ŋ ²¹			
2029-7							k a ŋ ⁵⁵			
2051-7							ts o ŋ ²¹			
2074-7							k o ⁵⁵			
2085-7							m ə˞ ³³			
2130-7							pʰ ə˞ ⁴⁴			
2245-7							ts o ²¹			
2269-7							m i ³³			
2280-7							s ʯ ²¹			
2291-7							s e n ²¹			
2316-7							tɕ i ⁴⁴			
2364-7							ʐ u ³³			
2395-7							tɕʰ ə̃˞ ⁵⁵			
2406-7							tɕʰ ə˞ ⁵⁵			
2417-7							k ʯ ⁴²			
2428-7							k a ŋ ⁵⁵			
2450-7							t o ²¹			
2484-7							ɕ i ⁴⁴			
2495-7							k o ²¹			
2565-7							ts i ⁵⁵			
2611-7							j o ⁴⁴			
2632-7							v a ŋ ⁵⁵			
2644-7							v o ŋ ⁵⁵			
2674-7							m o ŋ ³³			
2698-7							s ʯ ŋ ³³			
2709-7							n e ⁴²			
2720-7							ts o ŋ ²¹			
2772-7							k ə˞ ⁴⁴			
2791-7							tɕʰ ə˞ ⁵⁵			
2837-7							ts e n ⁵⁵			
2859-7							s e n ⁵⁵			
2889-7							tɕ ĩ ³³			
2900-7							k ʯ ³³			
2928-7							tsʰ o ŋ ⁵⁵			
2941-7							kʰ ɯ ⁵⁵			
2998-7							ts e n ³³			
3031-7							tʰ u ³³			
3052-7							t j ɯ ⁴²			
3064-7							t o ²¹			
3084-7							tɕʰ a ⁴⁴			
3117-7							ts u ²¹			
3128-7							k ə˞ ⁴²			
3150-7							t e ⁴²			
3161-7							t i ³³			
3172-7							ts u ³³			
3263-7							j a ⁴⁴			
3274-7							k ə˞ ⁴²			
3308-7							kʰ e n ⁵⁵			
3340-7							ts o ⁵⁵			
3362-7							ts e n ⁵⁵			
3409-7							m i ³³			
3454-7							k õ ⁵⁵			
3493-7							s o ⁵⁵			
3536-7							s o ⁵⁵			
3548-7							f ʯ ⁴²			
3645-7							s ʯ ⁵⁵			
3678-7							tɕʰ i ⁵⁵			
3757-7							l o ²¹			
3779-7							k ʯ ⁴²			
3813-7							x e n ⁵⁵			
3835-7							s e n ⁵⁵			
3855-7							p ə̃˞ ²¹			
3885-7							s w ɛ ⁴⁴			
3907-7							p ə˞ ⁵⁵			
3942-7							ts i ³³			
3953-7							tɕʰ ə̃˞ ⁵⁵			
4023-7							s ə˞ ⁵⁵			
4034-7							t i ⁵⁵			
4143-7							t i o ⁴²			
4185-7							m o ⁵⁵			
4227-7							tsʰ e n ⁵⁵			
4238-7							t o ²¹			
4249-7							k a ŋ ⁵⁵			
4271-7							ts u ²¹			
4304-7							ts o ²¹			
4315-7							t j o ŋ ³³			
4336-7							t e ⁴²			
4400-7							s a ŋ ⁵⁵			
4411-7							x e n ⁵⁵			
4441-7							l o ²¹			
4557-7							kʰ o ⁵⁵			
4591-7							ɲ j o ŋ ³³			
4602-7							ɣ ɯ ⁴²			
4687-7							x e n ⁵⁵			
4720-7							k ə˞ ⁵⁵			
4731-7							t ɛ ⁴²			
4763-7							t i ²¹			
4918-7							tsʰ u ²¹			
4976-7							t j ɯ ⁴⁴			
4998-7							ɕ u ³³			
5037-7							t i ⁴²			
5048-7							ts ə̃˞ ⁴⁴			
5100-7							m o ²¹			
5111-7							pʰ ə˞ ⁴²			
5122-7							kʰ w a ⁴⁴			
5163-7							tɕʰ i ⁵⁵			
5192-7							ts o ŋ ²¹			
5225-7							n o ²¹			
5236-7							tʰ ɛ ³³			
64-7							p ŋ ²¹			
104-7							x w a ⁴⁴			
247-7							p i ²¹			
289-7							s e n ⁵⁵			
338-7							k w i ²¹			
412-7							ts ə˞ ⁵⁵			
621-7							k w a ⁴⁴			
632-7							n o ŋ ³³			
742-7							k ə˞ ⁴⁴			
752-7							ŋ ɯ ²¹			
763-7							ts o ŋ ⁵⁵			
799-7							tɕ u ⁴²			
916-7							ts o ŋ ⁵⁵			
960-7							m i ⁵⁵			
1001-7							k əɯ ⁵⁵			
1074-7							x o ⁵⁵			
1086-7							kʰ o ⁵⁵			
1097-7							kʰ o ⁵⁵			
1130-7							pʰ ə˞ ⁴⁴			
1184-7							s e n ⁵⁵			
1230-7							kʰ w a ³³			
1263-7							m ɯ ⁴²			
1423-7							kʰ o ŋ ⁵⁵			
1462-7							v e n ³³			
1545-7							tɕ u ³³			
1629-7							f i ⁵⁵			
1682-7							ɕ ɥ e n ⁵⁵			
1706-7							tɕ ə˞ ⁴²			
1925-7							tɕ ĩ ³³			
2107-7							x o ²¹			
2118-7							p ɯ ³³			
2141-7							s o ŋ ⁵⁵			
2664-7							m ɯ ⁴⁴			
2742-7							s e n ³³			
2753-7							ɕ j o ŋ ⁵⁵			
2848-7							t i ⁴²			
2870-7							ɣ ə ³³			
2871-7							s w a ⁴⁴			
2952-7							v a ŋ ⁵⁵			
3020-7							pʰ ɯ ³³			
3214-7							pʰ ə̃˞ ⁵⁵			
3330-7							ɲ o ŋ ²¹			
3433-7							k o ²¹			
3566-7							k ə˞ ⁴⁴			
3590-7							s o ⁵⁵			
3634-7							ts o ŋ ³³			
3689-7							k ə̃˞ ³³			
4056-7							t a ⁴²			
4326-7							k ɯ ³³			
4412-7							m ə˞ ²¹			
4511-7							tɕ ə˞ ⁴⁴			
4581-7							k əɯ ⁵⁵			
4676-7							tsʰ u ⁵⁵			
4688-7							m ə˞ ²¹			
4708-7							o ⁴⁴			
4814-7							ts u ²¹			
4844-7							tsʰ o ⁵⁵			
4854-7							k õ ³³			
4929-7							j əɯ ²¹			
4940-7							t w e n ⁵⁵			
5027-7							ts o ⁵⁵			
5071-7							m ɯ ⁴⁴			
5083-7							k w a ⁴⁴			
5248-7							tʰ ɛ ³³			
4378-7							x əɯ ³³			
11-7							tɕ o ²¹			
65-7							m e n ²¹			
82-7							tɕʰ u ⁵⁵			
227-7							tɕʰ i ⁵⁵			
379-7							p ɛ ²¹			
422-7							tɕ i ⁵⁵			
907-7							n o ŋ ²¹			
1046-7							ts u ⁴²			
1056-7							k ə˞ ³³			
1315-7							ts w ə˞ ³³			
1337-7							k õ ²¹			
1390-7							j əɯ ⁴⁴			
1693-7							tɕ o ²¹			
1742-7							x ɯ ³³			
1851-7							s w a ŋ ⁵⁵			
1958-7							t i ²¹			
2163-7							p ɯ ²¹			
2174-7							t j o ŋ ²¹			
2218-7							t j o ⁴²			
2355-7							pʰ a ⁴²			
2474-7							m ə˞ ²¹			
2551-7							ts i ³³			
2816-7							ts ə˞ ⁴⁴			
2918-7							a ⁴²			
3205-7							s u ³³			
3225-7							ts o ⁵⁵			
3234-7							tɕ i ⁵⁵			
3235-7							k w i ⁵⁵			
3251-7							j o ⁴⁴			
3384-7							m e n ⁵⁵			
3612-7							k ɯ ⁵⁵			
3667-7							k əɯ ²¹			
3712-7							tɕ e n ²¹			
3790-7							f o ⁵⁵			
3801-7							pʰ ɛ ²¹			
3975-7							s w a ŋ ⁵⁵			
4045-7							pʰ ɯ ⁴²			
4196-7							tɕ i ⁵⁵			
4357-7							tɕʰ i ²¹			
4452-7							v ə˞ ⁴²			
4462-7							p ə̃˞ ²¹			
4537-7							m ɯ ³³			
4548-7							s o ²¹			
4657-7							p a ²¹			
4774-7							t w i ⁴²			
4815-7							n e ⁴⁴			
4900-7							k əɯ ²¹			
4909-7							k a ŋ ⁵⁵			
5009-7							tɕʰ j ə˞ ⁵⁵			
1-7							m ə˞ ²¹			
423-7							kʰ o ⁵⁵			
523-7							p j o ⁴²			
579-7							p əɯ ⁵⁵			
610-7							j e n ²¹			
940-7							ɲ o ŋ ²¹			
971-7							m ɛ ⁵⁵			
1066-7							tsʰ o ŋ ⁵⁵			
1119-7							tsʰ w a ŋ ³³			
1305-7							k w a ⁴⁴			
1360-7							j u ²¹			
1598-7							ŋ o ŋ ³³			
1751-7							s w a ŋ ⁵⁵			
1829-7							tɕ e n ⁵⁵			
1897-7							t e n ²¹			
1898-7							m ɛ ⁵⁵			
32-8								m æ ⁴		
53-8								ɖʐ æ ¹		
93-8								g ɯ ¹		
216-8								s w a ⁴		
236-8								ts u ŋ ²		
267-8								ɖʐ e n ³		
316-8								p r ɯ ²		
327-8								ɣ ɯ ²		
348-8								ɖʐ u ⁴		
400-8								z ɔ ¹		
452-8								ɣ æ ⁴		
463-8								qʰ a ⁴		
512-8								d ɔ ³		
534-8								ts u ⁴		
556-8								qʰ u ²		
568-8								χ ɯ ⁴		
588-8								s w a ⁴		
599-8								pʰ r ɯ ¹		
656-8								g u ¹		
678-8								g u ¹		
689-8								m æ ³		
700-8								m ɛ ¹		
775-8								p r e n ³		
786-8								ɣ e ¹		
820-8								ɖʐ u ³		
839-8								d r ɯ ²		
863-8								qʰ ɔ ²		
896-8								ɣ æ ¹		
929-8								d r ɯ ³		
1015-8								s u ¹		
1035-8								ɖʐ u ²		
1107-8								s æ ⁴		
1173-8								ɕ i ²		
1195-8								s i ²		
1241-8								m ɛ ¹		
1252-8								l u ŋ ¹		
1294-8								ɣ a ŋ ¹		
1326-8								ts u ²		
1348-8								dʑ i ³		
1401-8								s e n ³		
1451-8								s r i ²		
1473-8								t w e n ²		
1507-8								tsʰ r i ¹		
1532-8								ɣ ɯ ¹		
1543-8								sʰ r ɯ ²		
1575-8								ɕ e n ¹		
1618-8								b ɯ ¹		
1640-8								k ɔ ⁴		
1671-8								ɕ i ⁴		
1731-8								s ɔ ŋ ¹		
1762-8								s w a ŋ ³		
1773-8								t r ɯ ⁴		
1794-8								k o ŋ ¹		
1805-8								z r i ³		
1816-8								s u ²		
1862-8								ɖʐ r i ¹		
1885-8								qʰ æ ⁴		
1914-8								s ɯ ²		
1936-8								p u ²		
1969-8								s e n ¹		
2018-8								dz o ŋ ¹		
2029-8								ɣ a ŋ ¹		
2051-8								dz u ŋ ¹		
2074-8								ɣ ɔ ŋ ⁴		
2085-8								m æ ²		
2130-8								p æ ⁴		
2245-8								ʈ u ³		
2269-8								m ɛ ²		
2280-8								s u ³		
2291-8								s r e n ³		
2316-8								ts i ⁴		
2364-8								z r i ²		
2395-8								tʰ æ ¹		
2406-8								tsʰ æ ŋ ¹		
2417-8								k u ³		
2428-8								ɣ a ŋ ¹		
2450-8								d u ŋ ¹		
2484-8								ɕ j i ⁴		
2495-8								ɣ ɔ ¹		
2565-8								t r i ¹		
2611-8								j ɔ ⁴		
2632-8								ŋ w a ⁴		
2644-8								ŋ w a ⁴		
2674-8								m ø ²		
2698-8								s u ²		
2709-8								n ɛ ¹		
2720-8								z u ³		
2772-8								ɣ æ ⁴		
2791-8								ɖʐ e n ¹		
2837-8								ɖʐ e n ¹		
2859-8								ɕ e n ¹		
2889-8								ɖʐ i ²		
2900-8								k u ²		
2928-8								tsʰ u ŋ ¹		
2941-8								qʰ æ ¹		
2998-8								ɖʐ r i ²		
3031-8								tʰ r u ²		
3052-8								d r ɯ ³		
3064-8								d a ¹		
3084-8								tʰ a ⁴		
3117-8								ɖʐ æ ⁴		
3128-8								ɣ æ ⁴		
3150-8								d ɛ ³		
3161-8								d r ɯ ²		
3172-8								ɖʐ æ n ²		
3263-8								j a ⁴		
3274-8								ɣ æ ³		
3308-8								qʰ e n ¹		
3340-8								ʈ ɔ ⁴		
3362-8								ɖʐ e n ¹		
3409-8								m i ²		
3454-8								ɣ ø ¹		
3493-8								s u ⁴		
3536-8								s ɔ ¹		
3548-8								p j o ⁴		
3645-8								s u ¹		
3678-8								tsʰ j i ⁴		
3757-8								l ɔ ¹		
3779-8								k u ³		
3813-8								χ e n ¹		
3835-8								s e n ¹		
3855-8								b æ ¹		
3885-8								s w ɛ ⁴		
3907-8								pʰ æ ¹		
3942-8								ts i ²		
3953-8								tʰ j æ ¹		
4023-8								ɕ j æ ¹		
4034-8								d e n ¹		
4143-8								d r o ⁴		
4185-8								m ø ⁴		
4227-8								tsʰ æ ¹		
4238-8								d r ɔ ¹		
4249-8								ɣ a ŋ ¹		
4271-8								ɖʐ æ ⁴		
4304-8								ɖʐ u ⁴		
4315-8								d o ŋ ²		
4336-8								d r e n ³		
4400-8								s a ŋ ¹		
4411-8								χ e n ¹		
4441-8								l ɔ ¹		
4557-8								qʰ ɔ ¹		
4591-8								n j o ŋ ²		
4602-8								ɣ ɯ ³		
4687-8								χ e n ¹		
4720-8								ɣ æ ¹		
4731-8								d r e ⁴		
4763-8								d r ɯ ³		
4918-8								tsʰ r ɯ ³		
4976-8								t r ɯ ⁴		
4998-8								ɕ r i ²		
5037-8								d r ɯ ⁴		
5048-8								ʈ æ ¹		
5100-8								m ø ¹		
5111-8								b æ ⁴		
5122-8								qʰ w a ⁴		
5163-8								tsʲʰ i ¹		
5192-8								dz u ¹		
5225-8								n ɔ ³		
5236-8								tʰ j i ²		
64-8								pʰ a ŋ ³		
104-8								x w a ⁴		
247-8								b r ɯ ¹		
289-8								s æ ⁴		
338-8								ɣ w ɛ ⁴		
378-8								d r ɯ ³		
412-8								t ŋ ¹		
621-8								ɣ w a ⁴		
632-8								n j o ²		
645-8								b a ⁴		
742-8								k æ ⁴		
752-8								ŋ ɯ ¹		
763-8								ʈ o ŋ ¹		
799-8								dz u ⁴		
809-8								pʰ ɔ ³		
853-8								kʰ o ŋ ¹		
916-8								ʈ o ŋ ¹		
960-8								m i ¹		
1001-8								k ɯ ¹		
1074-8								χ ɔ ¹		
1086-8								qʰ u ⁴		
1097-8								kʰ u ⁴		
1130-8								pʰ æ ⁴		
1184-8								s æ ¹		
1230-8								qʰ w a ŋ ²		
1263-8								m ɯ ³		
1423-8								qʰ u ŋ ¹		
1433-8								m ø ¹		
1462-8								ŋ w e n ²		
1545-8								ɖʐ r i ²		
1629-8								p j i ¹		
1682-8								ɕ r o ŋ ¹		
1706-8								dz a ⁴		
1925-8								dʑ i ²		
1991-8								dʑ u ²		
2040-8								b ɔ ²		
2107-8								χ ɔ ³		
2118-8								b u ²		
2141-8								s r o ŋ ¹		
2540-8								dz u ¹		
2576-8								m i ²		
2664-8								m ø ⁴		
2742-8								s r e n ²		
2848-8								dʑ i ⁴		
2952-8								ŋ w a ⁴		
3020-8								p u ²		
3214-8								p æ ŋ ²		
3285-8								tʰ a ⁴		
3330-8								n u ¹		
3373-8								tʰ æ ⁴		
3397-8								j a ⁴		
3433-8								ɣ ɔ ¹		
3443-8								ɣ ɯ ²		
3566-8								ɣ æ ⁴		
3590-8								s a ⁴		
3601-8								ɣ æ ⁴		
3689-8								ɣ æ ŋ ²		
3964-8								χ æ ŋ ¹		
4056-8								d a ⁴		
4102-8								tʰ r u ³		
4326-8								ɣ ɯ ²		
4511-8								ɖʐ æ ⁴		
4581-8								ɣ ɯ ¹		
4676-8								tʰ r u ¹		
4708-8								ɔ ⁴		
4814-8								ɖʐ r i ⁴		
4844-8								tsʰ o ⁴		
4854-8								k o ŋ ²		
4929-8								j ɯ ¹		
4940-8								t w e n ¹		
5027-8								ʈ u ⁴		
5071-8								m ɯ ⁴		
5083-8								ɣ w a ⁴		
5248-8								tʰ j i ²		
4378-8								x ɯ ²		
11-8								z u ⁴		
82-8								tʰ r o ⁴		
132-8								χ a ŋ ³		
141-8								ŋ o ³		
227-8								tsʰ r i ⁴		
359-8								ŋ w e n ¹		
379-8								b e ¹		
422-8								ɖʐ i ¹		
907-8								n o ŋ ¹		
979-8								s e ⁴		
1046-8								ts u ³		
1056-8								ɣ æ ŋ ²		
1274-8								ɯ̃ ²		
1315-8								ɖʐ w æ ²		
1337-8								ɣ o ŋ ¹		
1390-8								j ɯ ⁴		
1693-8								ɖʐ a ³		
1742-8								χ ɯ ²		
1851-8								sʰ w a ŋ ¹		
1958-8								d r i ³		
1980-8								w e n ¹		
2163-8								b ɯ ¹		
2174-8								d r o ŋ ¹		
2218-8								d r o ⁴		
2355-8								p a ŋ ³		
2439-8								s ɔ ²		
2474-8								m æ ¹		
2517-8								ʔ w e n ¹		
2551-8								ts i ²		
2816-8								ɖʐ æ ⁴		
2918-8								a ³		
3205-8								s r ɯ ²		
3225-8								ts u ⁴		
3234-8								tɕ i ¹		
3235-8								k w i ¹		
3251-8								j a ⁴		
3384-8								m ɛ ¹		
3612-8								ɣ ɯ ¹		
3656-8								tʰ ɔ ⁴		
3667-8								ɣ ɯ ¹		
3712-8								dz æ n ³		
3790-8								p j o ⁴		
3801-8								b r i ¹		
3975-8								sʰ w a ŋ ¹		
4045-8								p u ³		
4081-8								ɣ w a ⁴		
4196-8								tɕ r i ⁴		
4357-8								tsʰ j i ³		
4452-8								ŋ w æ ³		
2379-8								l ɔ ¹		
4462-8								b æ ŋ ³		
4537-8								m ɯ ²		
4548-8								sʰ u ³		
4625-8								n ã ³		
4657-8								b a ¹		
4774-8								d r i ⁴		
4815-8								n ɛ ⁴		
4900-8								ɣ ɯ̃ ³		
4909-8								qʰ a ŋ ¹		
5009-8								tsʰ æ ŋ ¹		
5082-8								m ¹		
1-8								m æ ¹		
119-8								tsʲʰ i ¹		
501-8								p j o ⁴		
523-8								b j o ⁴		
579-8								pʰ ɯ̃ ¹		
610-8								j e n ¹		
940-8								n o ŋ ¹		
971-8								m i ¹		
1026-8								b æ ¹		
1066-8								tsʰ o ŋ ¹		
1119-8								tsʰ w a ŋ ²		
1305-8								k w a ⁴		
1484-8								p j ɛ ³		
1564-8								x w i ²		
1587-8								ŋ u ¹		
1598-8								ŋ u ²		
1609-8								s r e ŋ ¹		
1751-8								s w a ŋ ¹		
1829-8								tɕ e n ¹		
32-9									m a ⁴²	
53-9									j ə̃˞ ³⁵	
93-9									g ɯ ³⁵	
216-9									ɕ w a ⁴²	
236-9									ts ʯ ŋ ³³	
267-9									ts e n ²¹	
316-9									b ɯ ³³	
327-9									ɣ ɯ ³³	
348-9									ts ʯ ⁴²	
400-9									ʐ ɔ ³⁵	
452-9									ʁ a ⁴²	
463-9									kʰ o ⁴²	
512-9									d ɔ ²¹	
534-9									ts ʯ ⁴²	
556-9									qʰ ʯ ³³	
568-9									x ɯ ⁴²	
588-9									ɕ w a ⁴²	
599-9									pʰ ɯ̃ ⁵⁵	
656-9									g ʯ ³⁵	
678-9									g ʯ ³⁵	
689-9									m a ²¹	
700-9									m ɛ ²¹	
775-9									tɕ j e n ²¹	
786-9									ʁ e ŋ ⁵⁵	
820-9									j ʯ ²¹	
839-9									d i ɯ ³⁵	
863-9									qʰ ɔ ³³	
896-9									ʁ a ŋ ⁵⁵	
929-9									d j ɯ ²¹	
1015-9									ɕ ʯ ⁵⁵	
1035-9									ts ʯ ³³	
1107-9									ɕ j a ⁴²	
1173-9									ɕ i ³³	
1195-9									ɕ i ³³	
1241-9									m ɛ ³⁵	
1252-9									l ʯ ŋ ³⁵	
1294-9									ʁ o ŋ ⁵⁵	
1326-9									ts ʯ ³³	
1348-9									ʑ i ²¹	
1401-9									s e n ²¹	
1451-9									ʂ ə̃˞ ³³	
1473-9									t w e ³³	
1507-9									tɕʰ i ⁴²	
1532-9									ʁ ɯ ⁵⁵	
1543-9									ɕ j ɯ ³³	
1575-9									s i ⁵⁵	
1618-9									b ɯ ³⁵	
1640-9									ʁ ɔ ⁴²	
1671-9									s i ⁴²	
1731-9									ɕ w o ŋ ⁵⁵	
1762-9									ɕ w a ŋ ²¹	
1773-9									t j ɯ ⁴²	
1794-9									ʁ o ŋ ⁵⁵	
1805-9									ʐ ə̃˞ ²¹	
1816-9									s ʯ ŋ ³³	
1862-9									ts ə̃˞ ⁵⁵	
1885-9									kʰ a ⁴²	
1914-9									ɕ j ɯ ³³	
1936-9									b ɯ̃ ³³	
1969-9									ɕ j e n ⁵⁵	
2018-9									z o ŋ ³⁵	
2029-9									ʁ o ŋ ⁵⁵	
2051-9									z ʯ ŋ ³⁵	
2074-9									ʁ ɔ ⁴²	
2085-9									m a ³³	
2130-9									p a ⁴²	
2245-9									d j o ²¹	
2269-9									m ɛ ³³	
2280-9									ɕ ʯ ²¹	
2291-9									s ə̃˞ ²¹	
2316-9									ts i ⁴²	
2364-9									j ə̃˞ ³³	
2395-9									tʰ a ⁵⁵	
2406-9									tɕʰ j a ŋ ⁵⁵	
2417-9									k ʯ ²¹	
2428-9									ʁ o ŋ ⁵⁵	
2450-9									d o ŋ ³⁵	
2484-9									ɕ i ⁴²	
2495-9									g ɔ ³⁵	
2565-9									t i ⁵⁵	
2611-9									j o ⁴²	
2632-9									w a ŋ ⁴²	
2644-9									ŋ w o ⁴²	
2674-9									m o ³³	
2698-9									ɕ ʯ ³³	
2709-9									n i ⁴²	
2720-9									z ʯ ²¹	
2772-9									ʁ o ⁴²	
2791-9									ʑ i ⁵⁵	
2837-9									ts ə̃˞ ⁵⁵	
2859-9									ɕ j e n ⁵⁵	
2889-9									ʑ i ³³	
2900-9									k ʯ ³³	
2928-9									tsʰ ʯ ŋ ⁵⁵	
2941-9									qʰ ɯ ⁵⁵	
2998-9									ts ə̃˞ ³³	
3031-9									tʰ ʯ ³³	
3052-9									d ɯ ²¹	
3064-9									d o ³⁵	
3084-9									t j a ⁴²	
3117-9									j ə̃˞ ²¹	
3128-9									ʁ a ⁴²	
3150-9									d ɛ ²¹	
3161-9									d j ɯ ³³	
3172-9									ts ə̃˞ ³³	
3263-9									j a ⁴²	
3274-9									ʁ a ²¹	
3308-9									qʰ e ⁵⁵	
3340-9									t o ⁴²	
3362-9									ts ə̃˞ ⁵⁵	
3409-9									m i ³³	
3454-9									ʁ ʯ ŋ ⁵⁵	
3493-9									ɕ u ⁴²	
3536-9									ɕ j o ⁵⁵	
3548-9									f ə˞ ²¹	
3645-9									ɕ ʯ ⁵⁵	
3678-9									tɕʰ i ⁴²	
3757-9									l ɔ ³⁵	
3779-9									k ʯ ²¹	
3813-9									x e n ⁵⁵	
3835-9									ɕ j e n ⁵⁵	
3855-9									b a ŋ ³⁵	
3885-9									ɕ w e ⁴²	
3907-9									pʰ a ⁵⁵	
3942-9									ts i ³³	
3953-9									tʰ a ⁵⁵	
4023-9									ɕ j a ŋ ⁵⁵	
4034-9									d j e n ⁵⁵	
