ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	PARTIAL_COGNACY	COGIDS
10743	375	mouse	Beijing	Beijing	ʂ.u.²¹⁴	ʂ.u.²¹⁴	ʂ u ²¹⁴	beij1234	39.9385466	116.1172766	Sino-Tibetan	2605	2605
10744	375	mouse	Jinan	Jinan	ʂ.u.⁵⁵	ʂ.u.⁵⁵	ʂ u ⁵⁵	jina1245	36.690777	116.997299	Sino-Tibetan	2605	2605
10745	375	mouse	XiAn	Xi_an	f.u.⁵³	f.u.⁵³	f u ⁵³	xian1253	34.228154	108.960571	Sino-Tibetan	2605	2605
10746	375	mouse	Taiyuan	Taiyuan	s.u.⁵³	s.u.⁵³	s u ⁵³	taiy1243	37.8632119	112.4024883	Sino-Tibetan	2605	2605
10747	375	mouse	Hankou	Hankou	ɕ.y.⁴²	ɕ.y.⁴²	ɕ y ⁴²	hank1234	30.581179	114.272597	Sino-Tibetan	2605	2605
10748	375	mouse	Chengdu	Chengdu	s.u.⁵³	s.u.⁵³	s u ⁵³	chen1267	30.605768	103.970947	Sino-Tibetan	2605	2605
10749	375	mouse	Yangzhou	Yangzhou	s.u.⁴²	s.u.⁴²	s u ⁴²	yang1306	32.4171449	119.209227	Sino-Tibetan	2605	2605
10750	375	mouse	Suzhou	Suzhou	ʦʰ.ɥ.⁵²	ʦʰ.ɥ.⁵²	tsʰ ɥ ⁵²	suzh1234	31.3280439	120.364116	Sino-Tibetan	2605	2605
10751	375	mouse	Wenzhou	Wenzhou	ʦʰ.e.i.⁴⁵	ʦʰ.e.i.⁴⁵	tsʰ ei ⁴⁵	ouji1238	28.005496	120.701179	Sino-Tibetan	2605	2605
10752	375	mouse	Changsha	Changsha	ɕ.y.⁴¹	ɕ.y.⁴¹	ɕ y ⁴¹	chan1326	28.85032	112.943344	Sino-Tibetan	2605	2605
10753	375	mouse	Shuangfeng	Shuangfeng	ɕ.y.²¹	ɕ.y.²¹	ɕ y ²¹	shua1258	27.4569781	111.916486	Sino-Tibetan	2605	2605
10754	375	mouse	Nanchang	Nanchang	ɕ.y.²¹³	ɕ.y.²¹³	ɕ y ²¹³	nanc1254	28.706609	115.857468	Sino-Tibetan	2605	2605
10755	375	mouse	Meixian	Meixian	ʦʰ.u.³¹	ʦʰ.u.³¹	tsʰ u ³¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	2605	2605
10756	375	mouse	Guangzhou	Guangzhou	ʃ.y.³⁵	ʃ.y.³⁵	ʃ y ³⁵	guan1279	23.1253503	112.9476548	Sino-Tibetan	2605	2605
10757	375	mouse	Xiamen	Xiamen	ʦʰ.u.⁵¹	ʦʰ.u.⁵¹	tsʰ u ⁵¹	xiam1236	24.49421	118.08918	Sino-Tibetan	2605	2605
10758	375	mouse	Chaozhou	Chaozhou	ʦʰ.ɿ.⁵³	ʦʰ.ɿ.⁵³	tsʰ ɿ ⁵³	chao1238	23.666667	116.633333	Sino-Tibetan	2605	2605
10759	375	mouse	Fuzhou	Fuzhou	ʦʰ.y.³¹	ʦʰ.y.³¹	tsʰ y ³¹	fuzh1239	26.08904	119.294243	Sino-Tibetan	2605	2605
10760	375	mouse	Shanghai	Shanghai	ʦʰ.ɥ.³⁵/⁵⁵	ʦʰ.ɥ.³⁵/⁵⁵	tsʰ ɥ ³⁵/⁵⁵	shan1293	31.222902	121.475372	Sino-Tibetan	2605	2605
10761	375	mouse	ZhongyuanYinyun	Zhongyuan_Yinyun	ʃ.i.u.S	ʃ.i.u.S	ʃ i/j u S/³⁵		39.9385466	116.1172766	Sino-Tibetan	2605	2605
1837	87	mouth	Beijing	Beijing	kʰ.o.u.²¹⁴	kʰ.o.u.²¹⁴	kʰ ou ²¹⁴	beij1234	39.9385466	116.1172766	Sino-Tibetan	306	306
1838	87	mouth	Jinan	Jinan	kʰ.o.u.⁵⁵	kʰ.o.u.⁵⁵	kʰ ou ⁵⁵	jina1245	36.690777	116.997299	Sino-Tibetan	306	306
1839	87	mouth	XiAn	Xi_an	kʰ.o.u.⁵³	kʰ.o.u.⁵³	kʰ ou ⁵³	xian1253	34.228154	108.960571	Sino-Tibetan	306	306
1840	87	mouth	Taiyuan	Taiyuan	kʰ.o.u.⁵³	kʰ.o.u.⁵³	kʰ ou ⁵³	taiy1243	37.8632119	112.4024883	Sino-Tibetan	306	306
1841	87	mouth	Hankou	Hankou	kʰ.o.u.⁴²	kʰ.o.u.⁴²	kʰ ou ⁴²	hank1234	30.581179	114.272597	Sino-Tibetan	306	306
1842	87	mouth	Chengdu	Chengdu	kʰ.ə.u.⁵³	kʰ.ə.u.⁵³	kʰ əu ⁵³	chen1267	30.605768	103.970947	Sino-Tibetan	306	306
1843	87	mouth	Yangzhou	Yangzhou	kʰ.ɤ.ɯ.⁴²	kʰ.ɤ.ɯ.⁴²	kʰ ɤɯ ⁴²	yang1306	32.4171449	119.209227	Sino-Tibetan	306	306
1844	87	mouth	Suzhou	Suzhou	kʰ.ø.y.⁵²	kʰ.ø.y.⁵²	kʰ øy ⁵²	suzh1234	31.3280439	120.364116	Sino-Tibetan	306	306
1845	87	mouth	Wenzhou	Wenzhou	kʰ.ə.u.⁴⁵	kʰ.ə.u.⁴⁵	kʰ əu ⁴⁵	ouji1238	28.005496	120.701179	Sino-Tibetan	306	306
1846	87	mouth	Changsha	Changsha	kʰ.ɤ.u.⁴¹	kʰ.ɤ.u.⁴¹	kʰ ɤu ⁴¹	chan1326	28.85032	112.943344	Sino-Tibetan	306	306
1847	87	mouth	Shuangfeng	Shuangfeng	kʰ.i.e.²¹	kʰ.i.e.²¹	kʰ i/j e ²¹	shua1258	27.4569781	111.916486	Sino-Tibetan	306	306
1848	87	mouth	Nanchang	Nanchang	kʰ.i.ɛ.u.²¹³	kʰ.i.ɛ.u.²¹³	kʰ i/j ɛu ²¹³	nanc1254	28.706609	115.857468	Sino-Tibetan	306	306
1849	87	mouth	Meixian	Meixian	kʰ.ɛ.u.³¹	kʰ.ɛ.u.³¹	kʰ ɛu ³¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	306	306
1850	87	mouth	Guangzhou	Guangzhou	h.a.u.³⁵	h.a.u.³⁵	h au ³⁵	guan1279	23.1253503	112.9476548	Sino-Tibetan	306	306
1851	87	mouth	Xiamen	Xiamen	kʰ.ɔ.⁵¹	kʰ.ɔ.⁵¹	kʰ ɔ ⁵¹	xiam1236	24.49421	118.08918	Sino-Tibetan	306	306
1852	87	mouth	Xiamen	Xiamen	kʰ.a.u.⁵¹	kʰ.a.u.⁵¹	kʰ au ⁵¹	xiam1236	24.49421	118.08918	Sino-Tibetan	306	306
1853	87	mouth	Chaozhou	Chaozhou	kʰ.a.u.⁵³	kʰ.a.u.⁵³	kʰ au ⁵³	chao1238	23.666667	116.633333	Sino-Tibetan	306	306
1854	87	mouth	Fuzhou	Fuzhou	k.e.u.³¹	k.e.u.³¹	k eu ³¹	fuzh1239	26.08904	119.294243	Sino-Tibetan	306	306
1855	87	mouth	Fuzhou	Fuzhou	kʰ.a.u.³¹	kʰ.a.u.³¹	kʰ au ³¹	fuzh1239	26.08904	119.294243	Sino-Tibetan	306	306
1856	87	mouth	Shanghai	Shanghai	kʰ.ɤ.ɯ.³⁵/⁵⁵	kʰ.ɤ.ɯ.³⁵/⁵⁵	kʰ ɤɯ ³⁵/⁵⁵	shan1293	31.222902	121.475372	Sino-Tibetan	306	306
1857	87	mouth	ZhongyuanYinyun	Zhongyuan_Yinyun	kʰ.o.u.S	kʰ.o.u.S	kʰ ou S/³⁵		39.9385466	116.1172766	Sino-Tibetan	306	306
2348	376	mouth	Beijing	Beijing	ʦ.u.e.i.²¹⁴	ʦ.u.e.i.²¹⁴	ts u/w ei ²¹⁴	beij1234	39.9385466	116.1172766	Sino-Tibetan	375	375
2349	376	mouth	Jinan	Jinan	ʦ.u.e.i.⁵⁵	ʦ.u.e.i.⁵⁵	ts u/w ei ⁵⁵	jina1245	36.690777	116.997299	Sino-Tibetan	375	375
2350	376	mouth	XiAn	Xi_an	ʦ.u.e.i.⁵³	ʦ.u.e.i.⁵³	ts u/w ei ⁵³	xian1253	34.228154	108.960571	Sino-Tibetan	375	375
2351	376	mouth	Taiyuan	Taiyuan	ʦ.u.e.i.⁵³	ʦ.u.e.i.⁵³	ts u/w ei ⁵³	taiy1243	37.8632119	112.4024883	Sino-Tibetan	375	375
2352	376	mouth	Hankou	Hankou	ʦ.e.i.⁴²	ʦ.e.i.⁴²	ts ei ⁴²	hank1234	30.581179	114.272597	Sino-Tibetan	375	375
2353	376	mouth	Chengdu	Chengdu	ʦ.u.e.i.⁵³	ʦ.u.e.i.⁵³	ts u/w ei ⁵³	chen1267	30.605768	103.970947	Sino-Tibetan	375	375
2354	376	mouth	Yangzhou	Yangzhou	ʦ.u.ə.i.⁴²	ʦ.u.ə.i.⁴²	ts u/w əi ⁴²	yang1306	32.4171449	119.209227	Sino-Tibetan	375	375
2355	376	mouth	Suzhou	Suzhou	ʦ.ɥ.⁵²	ʦ.ɥ.⁵²	ts ɥ ⁵²	suzh1234	31.3280439	120.364116	Sino-Tibetan	375	375
2356	376	mouth	Wenzhou	Wenzhou	ʦ.ɿ.⁴⁵	ʦ.ɿ.⁴⁵	ts ɿ ⁴⁵	ouji1238	28.005496	120.701179	Sino-Tibetan	375	375
2357	376	mouth	Changsha	Changsha	ʦ.e.i.⁴¹	ʦ.e.i.⁴¹	ts ei ⁴¹	chan1326	28.85032	112.943344	Sino-Tibetan	375	375
2358	376	mouth	Shuangfeng	Shuangfeng	ʨ.y.²¹	ʨ.y.²¹	tɕ y ²¹	shua1258	27.4569781	111.916486	Sino-Tibetan	375	375
2359	376	mouth	Nanchang	Nanchang	ʦ.u.i.²¹³	ʦ.u.i.²¹³	ts u/w i ²¹³	nanc1254	28.706609	115.857468	Sino-Tibetan	375	375
2360	376	mouth	Meixian	Meixian	ʦ.u.i.³¹	ʦ.u.i.³¹	ts u/w i ³¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	375	375
2361	376	mouth	Guangzhou	Guangzhou	ʧ.œ.y.³⁵	ʧ.œ.y.³⁵	tʃ œy ³⁵	guan1279	23.1253503	112.9476548	Sino-Tibetan	375	375
2362	376	mouth	Xiamen	Xiamen	ʦ.u.i.⁵¹	ʦ.u.i.⁵¹	ts u/w i ⁵¹	xiam1236	24.49421	118.08918	Sino-Tibetan	375	375
2363	376	mouth	Chaozhou	Chaozhou	ʦʰ.u.i.²¹³	ʦʰ.u.i.²¹³	tsʰ u/w i ²¹³	chao1238	23.666667	116.633333	Sino-Tibetan	375	375
2364	376	mouth	Fuzhou	Fuzhou	ʦʰ.u.e.i.²¹³	ʦʰ.u.e.i.²¹³	tsʰ u/w ei ²¹³	fuzh1239	26.08904	119.294243	Sino-Tibetan	375	375
2365	376	mouth	Shanghai	Shanghai	ʦ.ɿ.³⁵/⁵⁵	ʦ.ɿ.³⁵/⁵⁵	ts ɿ ³⁵/⁵⁵	shan1293	31.222902	121.475372	Sino-Tibetan	375	375
2366	376	mouth	ZhongyuanYinyun	Zhongyuan_Yinyun	ʦ.u.e.i.S	ʦ.u.e.i.S	ts u/w ei S/³⁵		39.9385466	116.1172766	Sino-Tibetan	375	375
7863	377	move (oneself)	Beijing	Beijing	.i.³⁵	.i.³⁵	i ³⁵	beij1234	39.9385466	116.1172766	Sino-Tibetan	1621	1621
7864	377	move (oneself)	Jinan	Jinan	.i.⁴²	.i.⁴²	i ⁴²	jina1245	36.690777	116.997299	Sino-Tibetan	1621	1621
7865	377	move (oneself)	XiAn	Xi_an	.i.²⁴	.i.²⁴	i ²⁴	xian1253	34.228154	108.960571	Sino-Tibetan	1621	1621
7866	377	move (oneself)	Taiyuan	Taiyuan	.i.¹¹	.i.¹¹	i ¹¹	taiy1243	37.8632119	112.4024883	Sino-Tibetan	1621	1621
7867	377	move (oneself)	Hankou	Hankou	.i.²¹³	.i.²¹³	i ²¹³	hank1234	30.581179	114.272597	Sino-Tibetan	1621	1621
7868	377	move (oneself)	Chengdu	Chengdu	.i.³¹	.i.³¹	i ³¹	chen1267	30.605768	103.970947	Sino-Tibetan	1621	1621
7869	377	move (oneself)	Yangzhou	Yangzhou	.i.³⁴	.i.³⁴	i ³⁴	yang1306	32.4171449	119.209227	Sino-Tibetan	1621	1621
7870	377	move (oneself)	Suzhou	Suzhou	.i.²⁴	.i.²⁴	i ²⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	1621	1621
7871	377	move (oneself)	Wenzhou	Wenzhou	ɦ.i.³¹	ɦ.i.³¹	ɦ i ³¹	ouji1238	28.005496	120.701179	Sino-Tibetan	1621	1621
7872	377	move (oneself)	Changsha	Changsha	.i.¹³	.i.¹³	i ¹³	chan1326	28.85032	112.943344	Sino-Tibetan	1621	1621
7873	377	move (oneself)	Shuangfeng	Shuangfeng	.i.²³	.i.²³	i ²³	shua1258	27.4569781	111.916486	Sino-Tibetan	1621	1621
7874	377	move (oneself)	Nanchang	Nanchang	.i.⁴⁵	.i.⁴⁵	i ⁴⁵	nanc1254	28.706609	115.857468	Sino-Tibetan	1621	1621
7875	377	move (oneself)	Meixian	Meixian	j.i.¹¹	j.i.¹¹	j i ¹¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	1621	1621
7876	377	move (oneself)	Guangzhou	Guangzhou	j.i.²¹	j.i.²¹	j i ²¹	guan1279	23.1253503	112.9476548	Sino-Tibetan	1621	1621
7877	377	move (oneself)	Xiamen	Xiamen	.i.²⁴	.i.²⁴	i ²⁴	xiam1236	24.49421	118.08918	Sino-Tibetan	1621	1621
7878	377	move (oneself)	Chaozhou	Chaozhou	.i.⁵⁵	.i.⁵⁵	i ⁵⁵	chao1238	23.666667	116.633333	Sino-Tibetan	1621	1621
7879	377	move (oneself)	Fuzhou	Fuzhou	.i.e.⁵²	.i.e.⁵²	i/j e ⁵²	fuzh1239	26.08904	119.294243	Sino-Tibetan	1621	1621
7880	377	move (oneself)	Shanghai	Shanghai	.i.i.¹³	.i.i.¹³	i/j i ¹³	shan1293	31.222902	121.475372	Sino-Tibetan	1621	1621
7881	377	move (oneself)	ZhongyuanYinyun	Zhongyuan_Yinyun	.i.P²	.i.P²	i P²/⁵⁵		39.9385466	116.1172766	Sino-Tibetan	1621	1621
4491	378	move (something)	Beijing	Beijing	p.a.n.⁵⁵	p.a.n.⁵⁵	p a n ⁵⁵	beij1234	39.9385466	116.1172766	Sino-Tibetan	926	926
4492	378	move (something)	Jinan	Jinan	p.aː ²¹³	p.aː ²¹³	p aː ²¹³	jina1245	36.690777	116.997299	Sino-Tibetan	926	926
4493	378	move (something)	XiAn	Xi_an	p.aː ²¹	p.aː ²¹	p aː ²¹	xian1253	34.228154	108.960571	Sino-Tibetan	926	926
4494	378	move (something)	Taiyuan	Taiyuan	p.æː ¹¹	p.æː ¹¹	p æː ¹¹	taiy1243	37.8632119	112.4024883	Sino-Tibetan	926	926
4495	378	move (something)	Hankou	Hankou	p.a.n.⁵⁵	p.a.n.⁵⁵	p a n ⁵⁵	hank1234	30.581179	114.272597	Sino-Tibetan	926	926
4496	378	move (something)	Chengdu	Chengdu	p.a.n.⁴⁴	p.a.n.⁴⁴	p a n ⁴⁴	chen1267	30.605768	103.970947	Sino-Tibetan	926	926
4497	378	move (something)	Yangzhou	Yangzhou	p.u.oː ²¹	p.u.oː ²¹	p uoː ²¹	yang1306	32.4171449	119.209227	Sino-Tibetan	926	926
4498	378	move (something)	Suzhou	Suzhou	p.ø.⁴⁴	p.ø.⁴⁴	p ø ⁴⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	926	926
4499	378	move (something)	Wenzhou	Wenzhou	p.ø.⁴⁴	p.ø.⁴⁴	p ø ⁴⁴	ouji1238	28.005496	120.701179	Sino-Tibetan	926	926
4500	378	move (something)	Changsha	Changsha	p.oː ³³	p.oː ³³	p oː ³³	chan1326	28.85032	112.943344	Sino-Tibetan	926	926
4501	378	move (something)	Shuangfeng	Shuangfeng	p.i.ɛː ⁵⁵	p.i.ɛː ⁵⁵	p iɛː ⁵⁵	shua1258	27.4569781	111.916486	Sino-Tibetan	926	926
4502	378	move (something)	Nanchang	Nanchang	p.ɔ.n.⁴²	p.ɔ.n.⁴²	p ɔ n ⁴²	nanc1254	28.706609	115.857468	Sino-Tibetan	926	926
4503	378	move (something)	Meixian	Meixian	p.a.n.⁴⁴	p.a.n.⁴⁴	p a n ⁴⁴	yuet1238	24.3522958	115.8903375	Sino-Tibetan	926	926
4504	378	move (something)	Guangzhou	Guangzhou	p.u.n.⁵³/⁵⁵	p.u.n.⁵³/⁵⁵	p u n ⁵³/⁵⁵	guan1279	23.1253503	112.9476548	Sino-Tibetan	926	926
4505	378	move (something)	Xiamen	Xiamen	p.u.a.n.⁵⁵	p.u.a.n.⁵⁵	p u/w a n ⁵⁵	xiam1236	24.49421	118.08918	Sino-Tibetan	926	926
4506	378	move (something)	Xiamen	Xiamen	p.u.aː ⁵⁵	p.u.aː ⁵⁵	p uaː ⁵⁵	xiam1236	24.49421	118.08918	Sino-Tibetan	926	926
4507	378	move (something)	Chaozhou	Chaozhou	p.u.aː ³³	p.u.aː ³³	p uaː ³³	chao1238	23.666667	116.633333	Sino-Tibetan	926	926
4508	378	move (something)	Fuzhou	Fuzhou	p.u.a.ŋ.⁴⁴	p.u.a.ŋ.⁴⁴	p u/w a ŋ ⁴⁴	fuzh1239	26.08904	119.294243	Sino-Tibetan	926	926
4509	378	move (something)	Shanghai	Shanghai	p.ø.⁵³	p.ø.⁵³	p ø ⁵³	shan1293	31.222902	121.475372	Sino-Tibetan	926	926
4510	378	move (something)	ZhongyuanYinyun	Zhongyuan_Yinyun	p.o.n.P	p.o.n.P	p o n P/⁵⁵		39.9385466	116.1172766	Sino-Tibetan	926	926
6082	88	mud	Beijing	Beijing	n.i.³⁵	n.i.³⁵	n i ³⁵	beij1234	39.9385466	116.1172766	Sino-Tibetan	1256	1256
6083	88	mud	Jinan	Jinan	ɲ.i.⁴²	ɲ.i.⁴²	ɲ i ⁴²	jina1245	36.690777	116.997299	Sino-Tibetan	1256	1256
6084	88	mud	XiAn	Xi_an	ɲ.i.²⁴	ɲ.i.²⁴	ɲ i ²⁴	xian1253	34.228154	108.960571	Sino-Tibetan	1256	1256
6085	88	mud	Taiyuan	Taiyuan	n.i.¹¹	n.i.¹¹	n i ¹¹	taiy1243	37.8632119	112.4024883	Sino-Tibetan	1256	1256
6086	88	mud	Hankou	Hankou	n.i.²¹³	n.i.²¹³	n i ²¹³	hank1234	30.581179	114.272597	Sino-Tibetan	1256	1256
6087	88	mud	Chengdu	Chengdu	ɲ.i.³¹	ɲ.i.³¹	ɲ i ³¹	chen1267	30.605768	103.970947	Sino-Tibetan	1256	1256
6088	88	mud	Yangzhou	Yangzhou	n.i.³⁴	n.i.³⁴	n i ³⁴	yang1306	32.4171449	119.209227	Sino-Tibetan	1256	1256
6089	88	mud	Suzhou	Suzhou	ɲ.i.²⁴	ɲ.i.²⁴	ɲ i ²⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	1256	1256
6090	88	mud	Wenzhou	Wenzhou	ɲ.i.³¹	ɲ.i.³¹	ɲ i ³¹	ouji1238	28.005496	120.701179	Sino-Tibetan	1256	1256
6091	88	mud	Changsha	Changsha	ɲ.i.¹³	ɲ.i.¹³	ɲ i ¹³	chan1326	28.85032	112.943344	Sino-Tibetan	1256	1256
6092	88	mud	Shuangfeng	Shuangfeng	ɲ.i.²³	ɲ.i.²³	ɲ i ²³	shua1258	27.4569781	111.916486	Sino-Tibetan	1256	1256
6093	88	mud	Nanchang	Nanchang	ɲ.i.⁴⁵	ɲ.i.⁴⁵	ɲ i ⁴⁵	nanc1254	28.706609	115.857468	Sino-Tibetan	1256	1256
6094	88	mud	Meixian	Meixian	n.a.i.¹¹	n.a.i.¹¹	n ai ¹¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	1256	1256
6095	88	mud	Guangzhou	Guangzhou	n.a.i.²¹	n.a.i.²¹	n ai ²¹	guan1279	23.1253503	112.9476548	Sino-Tibetan	1256	1256
6096	88	mud	Xiamen	Xiamen	n.iː ²⁴	n.iː ²⁴	n iː ²⁴	xiam1236	24.49421	118.08918	Sino-Tibetan	1256	1256
6097	88	mud	Xiamen	Xiamen	n.iː ¹¹	n.iː ¹¹	n iː ¹¹	xiam1236	24.49421	118.08918	Sino-Tibetan	1256	1256
6098	88	mud	Chaozhou	Chaozhou	n.i.⁵⁵	n.i.⁵⁵	n i ⁵⁵	chao1238	23.666667	116.633333	Sino-Tibetan	1256	1256
6099	88	mud	Fuzhou	Fuzhou	n.ɛ.⁵²	n.ɛ.⁵²	n ɛ ⁵²	fuzh1239	26.08904	119.294243	Sino-Tibetan	1256	1256
6100	88	mud	Fuzhou	Fuzhou	n.a.⁵²	n.a.⁵²	n a ⁵²	fuzh1239	26.08904	119.294243	Sino-Tibetan	1256	1256
6101	88	mud	Shanghai	Shanghai	ɲ.i.¹³	ɲ.i.¹³	ɲ i ¹³	shan1293	31.222902	121.475372	Sino-Tibetan	1256	1256
6102	88	mud	ZhongyuanYinyun	Zhongyuan_Yinyun	n.i.P²	n.i.P²	n i P²/⁵⁵		39.9385466	116.1172766	Sino-Tibetan	1256	1256
7219	379	nail	Beijing	Beijing	ʨ.i.a.²¹⁴	ʨ.i.a.²¹⁴	tɕ i/j a ²¹⁴	beij1234	39.9385466	116.1172766	Sino-Tibetan	1479	1479
7220	379	nail	Jinan	Jinan	ʨ.i.a.²¹³	ʨ.i.a.²¹³	tɕ i/j a ²¹³	jina1245	36.690777	116.997299	Sino-Tibetan	1479	1479
7221	379	nail	XiAn	Xi_an	ʨ.i.a.²¹	ʨ.i.a.²¹	tɕ i/j a ²¹	xian1253	34.228154	108.960571	Sino-Tibetan	1479	1479
7222	379	nail	Taiyuan	Taiyuan	ʨ.i.a.ʔ.²	ʨ.i.a.ʔ.²	tɕ i/j a ʔ ²	taiy1243	37.8632119	112.4024883	Sino-Tibetan	1479	1479
7223	379	nail	Hankou	Hankou	ʨ.i.a.²¹³	ʨ.i.a.²¹³	tɕ i/j a ²¹³	hank1234	30.581179	114.272597	Sino-Tibetan	1479	1479
7224	379	nail	Chengdu	Chengdu	ʨ.i.a.³¹	ʨ.i.a.³¹	tɕ i/j a ³¹	chen1267	30.605768	103.970947	Sino-Tibetan	1479	1479
7225	379	nail	Yangzhou	Yangzhou	k.a.ʔ.⁴	k.a.ʔ.⁴	k a ʔ ⁴	yang1306	32.4171449	119.209227	Sino-Tibetan	1479	1479
7226	379	nail	Yangzhou	Yangzhou	ʨ.i.a.ʔ.⁴	ʨ.i.a.ʔ.⁴	tɕ i/j a ʔ ⁴	yang1306	32.4171449	119.209227	Sino-Tibetan	1479	1479
7227	379	nail	Suzhou	Suzhou	ʨ.i.a.ʔ.⁴	ʨ.i.a.ʔ.⁴	tɕ i/j a ʔ ⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	1479	1479
7228	379	nail	Suzhou	Suzhou	k.a.ʔ.⁴	k.a.ʔ.⁴	k a ʔ ⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	1479	1479
7229	379	nail	Wenzhou	Wenzhou	k.a.³²³	k.a.³²³	k a ³²³	ouji1238	28.005496	120.701179	Sino-Tibetan	1479	1479
7230	379	nail	Changsha	Changsha	ʨ.i.a.²⁴	ʨ.i.a.²⁴	tɕ i/j a ²⁴	chan1326	28.85032	112.943344	Sino-Tibetan	1479	1479
7231	379	nail	Shuangfeng	Shuangfeng	k.a.²³	k.a.²³	k a ²³	shua1258	27.4569781	111.916486	Sino-Tibetan	1479	1479
7232	379	nail	Nanchang	Nanchang	k.a.t.⁵	k.a.t.⁵	k a t ⁵	nanc1254	28.706609	115.857468	Sino-Tibetan	1479	1479
7233	379	nail	Meixian	Meixian	k.a.p.¹	k.a.p.¹	k a p ¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	1479	1479
7234	379	nail	Guangzhou	Guangzhou	k.a:.p.³	k.a:.p.³	k aː p ³	guan1279	23.1253503	112.9476548	Sino-Tibetan	1479	1479
7235	379	nail	Xiamen	Xiamen	k.a.p.³²	k.a.p.³²	k a p ³²	xiam1236	24.49421	118.08918	Sino-Tibetan	1479	1479
7236	379	nail	Xiamen	Xiamen	k.a.ʔ.³²	k.a.ʔ.³²	k a ʔ ³²	xiam1236	24.49421	118.08918	Sino-Tibetan	1479	1479
7237	379	nail	Chaozhou	Chaozhou	k.a.ʔ.²¹	k.a.ʔ.²¹	k a ʔ ²¹	chao1238	23.666667	116.633333	Sino-Tibetan	1479	1479
7238	379	nail	Fuzhou	Fuzhou	k.a.ʔ.²³	k.a.ʔ.²³	k a ʔ ²³	fuzh1239	26.08904	119.294243	Sino-Tibetan	1479	1479
7239	379	nail	Shanghai	Shanghai	ʨ.i.a.ʔ.⁵	ʨ.i.a.ʔ.⁵	tɕ i/j a ʔ ⁵	shan1293	31.222902	121.475372	Sino-Tibetan	1479	1479
7240	379	nail	ZhongyuanYinyun	Zhongyuan_Yinyun	k.a.R¹	k.a.R¹	k a R¹/²¹⁴		39.9385466	116.1172766	Sino-Tibetan	1479	1479
2027	89	name	Beijing	Beijing	m.i.ŋ.³⁵	m.i.ŋ.³⁵	m i ŋ ³⁵	beij1234	39.9385466	116.1172766	Sino-Tibetan	323	323
2028	89	name	Jinan	Jinan	m.i.ŋ.⁴²	m.i.ŋ.⁴²	m i ŋ ⁴²	jina1245	36.690777	116.997299	Sino-Tibetan	323	323
2029	89	name	XiAn	Xi_an	m.i.ŋ.²⁴	m.i.ŋ.²⁴	m i ŋ ²⁴	xian1253	34.228154	108.960571	Sino-Tibetan	323	323
2030	89	name	Taiyuan	Taiyuan	m.i.ŋ.¹¹	m.i.ŋ.¹¹	m i ŋ ¹¹	taiy1243	37.8632119	112.4024883	Sino-Tibetan	323	323
2031	89	name	Hankou	Hankou	m.i.n.²¹³	m.i.n.²¹³	m i n ²¹³	hank1234	30.581179	114.272597	Sino-Tibetan	323	323
2032	89	name	Chengdu	Chengdu	m.i.n.³¹	m.i.n.³¹	m i n ³¹	chen1267	30.605768	103.970947	Sino-Tibetan	323	323
2033	89	name	Yangzhou	Yangzhou	m.iː ³⁴	m.iː ³⁴	m iː ³⁴	yang1306	32.4171449	119.209227	Sino-Tibetan	323	323
2034	89	name	Suzhou	Suzhou	m.i.n.²⁴	m.i.n.²⁴	m i n ²⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	323	323
2035	89	name	Wenzhou	Wenzhou	m.e.ŋ.³¹	m.e.ŋ.³¹	m e ŋ ³¹	ouji1238	28.005496	120.701179	Sino-Tibetan	323	323
2036	89	name	Changsha	Changsha	m.i.n.¹³	m.i.n.¹³	m i n ¹³	chan1326	28.85032	112.943344	Sino-Tibetan	323	323
2037	89	name	Shuangfeng	Shuangfeng	m.i.n.²³	m.i.n.²³	m i n ²³	shua1258	27.4569781	111.916486	Sino-Tibetan	323	323
2038	89	name	Shuangfeng	Shuangfeng	m.i.oː ²³	m.i.oː ²³	m ioː ²³	shua1258	27.4569781	111.916486	Sino-Tibetan	323	323
2039	89	name	Nanchang	Nanchang	m.i.n.⁴⁵	m.i.n.⁴⁵	m i n ⁴⁵	nanc1254	28.706609	115.857468	Sino-Tibetan	323	323
2040	89	name	Nanchang	Nanchang	m.i.a.ŋ.⁴⁵	m.i.a.ŋ.⁴⁵	m i/j a ŋ ⁴⁵	nanc1254	28.706609	115.857468	Sino-Tibetan	323	323
