ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
780	98_man	man	German	German	Mann	m.a.n	m a n	stan1295	48.649	12.4676	Indo-European	1143
782	98_man	man	Latin	Latin	vir	w.i.r.o	w i r o	lati1261	41.9026	12.4502	Indo-European	1148
785	99_many	many	Albanian	Albanian	shumë	ʃ.u.m	ʃ u m	gheg1238	42.317	21.3837	Indo-European	594
786	99_many	many	English	English	many	m.ɛ.n.i	m ɛ n i	stan1293	53.0	-1.0	Indo-European	592
787	99_many	many	French	French	beaucoup de	b.o.k.u	b o k u	stan1290	48.0	2.0	Indo-European	591
788	99_many	many	German	German	viele	f.iː.l	f iː l	stan1295	48.649	12.4676	Indo-European	590
790	99_many	many	Latin	Latin	multi	m.u.l.t.o	m u l t o	lati1261	41.9026	12.4502	Indo-European	596
793	100_meat	meat	Albanian	Albanian	mish	m.i.ʃ	m i ʃ	gheg1238	42.317	21.3837	Indo-European	252
794	100_meat	meat	English	English	meat	m.i.t	m i t	stan1293	53.0	-1.0	Indo-European	250
795	100_meat	meat	French	French	viande	v.j.ɑ̃.d	v j ɑ̃ d	stan1290	48.0	2.0	Indo-European	249
796	100_meat	meat	German	German	Fleisch	f.l.ai.ʃ	f l ai ʃ	stan1295	48.649	12.4676	Indo-European	248
798	100_meat	meat	Latin	Latin	caro	k.a.r.n	k a r n	lati1261	41.9026	12.4502	Indo-European	254
801	101_moon	moon	Albanian	Albanian	hënë	h.ə.n	h ə n	gheg1238	42.317	21.3837	Indo-European	457
802	101_moon	moon	English	English	moon	m.u.n	m u n	stan1293	53.0	-1.0	Indo-European	454
803	101_moon	moon	French	French	lune	l.y.n	l y n	stan1290	48.0	2.0	Indo-European	455
804	101_moon	moon	German	German	Mond	m.oː.n.d	m oː n d	stan1295	48.649	12.4676	Indo-European	454
806	101_moon	moon	Latin	Latin	luna	l.uː.n.a	l uː n a	lati1261	41.9026	12.4502	Indo-European	455
809	102_mother	mother	Albanian	Albanian	nënë	n.ə.n	n ə n	gheg1238	42.317	21.3837	Indo-European	1199
810	102_mother	mother	English	English	mother	m.ə.ð.ə.r	m ə ð ə r	stan1293	53.0	-1.0	Indo-European	1197
811	102_mother	mother	French	French	mère	m.ɛ.r	m ɛ r	stan1290	48.0	2.0	Indo-European	1197
812	102_mother	mother	German	German	Mutter	m.u.t.ə.r	m u t ə r	stan1295	48.649	12.4676	Indo-European	1197
814	102_mother	mother	Latin	Latin	mater	m.aː.t.r	m aː t r	lati1261	41.9026	12.4502	Indo-European	1197
817	103_mountain	mountain	Albanian	Albanian	mal	m.a.l	m a l	gheg1238	42.317	21.3837	Indo-European	1063
818	103_mountain	mountain	English	English	mountain	m.au.n.t.ə.n	m au n t ə n	stan1293	53.0	-1.0	Indo-European	1061
819	103_mountain	mountain	French	French	montagne	m.ɔ̃.t.a.ɲ	m ɔ̃ t a ɲ	stan1290	48.0	2.0	Indo-European	1061
820	103_mountain	mountain	German	German	Berg	b.e.r.g	b e r g	stan1295	48.649	12.4676	Indo-European	1060
822	103_mountain	mountain	Latin	Latin	mons	m.o.n.t	m o n t	lati1261	41.9026	12.4502	Indo-European	1061
825	104_mouth	mouth	Albanian	Albanian	gojë	g.o.j	g o j	gheg1238	42.317	21.3837	Indo-European	1108
826	104_mouth	mouth	English	English	mouth	m.au.θ	m au θ	stan1293	53.0	-1.0	Indo-European	1105
827	104_mouth	mouth	French	French	bouche	b.u.ʃ	b u ʃ	stan1290	48.0	2.0	Indo-European	1106
828	104_mouth	mouth	German	German	Mund	m.u.n.d	m u n d	stan1295	48.649	12.4676	Indo-European	1105
830	104_mouth	mouth	Latin	Latin	os	oː.r	oː r	lati1261	41.9026	12.4502	Indo-European	1110
833	105_name	name	Albanian	Albanian	emër	e.m.ə.r	e m ə r	gheg1238	42.317	21.3837	Indo-European	244
834	105_name	name	English	English	name	n.e.m	n e m	stan1293	53.0	-1.0	Indo-European	244
835	105_name	name	French	French	nom	n.ɔ̃	n ɔ̃	stan1290	48.0	2.0	Indo-European	244
836	105_name	name	German	German	Name	n.aː.m.ə.n	n aː m ə n	stan1295	48.649	12.4676	Indo-European	244
838	105_name	name	Latin	Latin	nomen	n.oː.m.i.n	n oː m i n	lati1261	41.9026	12.4502	Indo-European	244
841	106_narrow	narrow	Albanian	Albanian	ngushtë	n.g.u.ʃ.t	n g u ʃ t	gheg1238	42.317	21.3837	Indo-European	630
842	106_narrow	narrow	English	English	narrow	n.a.r.o	n a r o	stan1293	53.0	-1.0	Indo-European	632
843	106_narrow	narrow	French	French	étroit	e.t.r.w.a.t	e t r w a t	stan1290	48.0	2.0	Indo-European	631
844	106_narrow	narrow	German	German	eng	e.ŋ	e ŋ	stan1295	48.649	12.4676	Indo-European	630
846	106_narrow	narrow	Latin	Latin	angustus	a.n.g.u.s.t.o	a n g u s t o	lati1261	41.9026	12.4502	Indo-European	630
849	107_near	near	Albanian	Albanian	afër	a.f.ə.r	a f ə r	gheg1238	42.317	21.3837	Indo-European	892
850	107_near	near	English	English	near	n.ɪ.r	n ɪ r	stan1293	53.0	-1.0	Indo-European	889
851	107_near	near	French	French	près de	p.r.ɛ	p r ɛ	stan1290	48.0	2.0	Indo-European	890
852	107_near	near	German	German	nah	n.aː	n aː	stan1295	48.649	12.4676	Indo-European	889
854	107_near	near	Latin	Latin	prope	p.r.o.p.e	p r o p e	lati1261	41.9026	12.4502	Indo-European	894
857	108_neck	neck	Albanian	Albanian	qafë	c.a.f	c a f	gheg1238	42.317	21.3837	Indo-European	1158
858	108_neck	neck	English	English	neck	n.ɛ.k	n ɛ k	stan1293	53.0	-1.0	Indo-European	1156
859	108_neck	neck	French	French	cou	k.u	k u	stan1290	48.0	2.0	Indo-European	1155
860	108_neck	neck	German	German	Hals	h.a.l.z	h a l z	stan1295	48.649	12.4676	Indo-European	1155
862	108_neck	neck	Latin	Latin	collum	k.o.l.l.o	k o l l o	lati1261	41.9026	12.4502	Indo-European	1155
865	109_new	new	Albanian	Albanian	ri	r.i	r i	gheg1238	42.317	21.3837	Indo-European	475
866	109_new	new	English	English	new	n.u	n u	stan1293	53.0	-1.0	Indo-European	473
867	109_new	new	French	French	nouveau	n.u.v.ɛ.l	n u v ɛ l	stan1290	48.0	2.0	Indo-European	473
868	109_new	new	German	German	neu	n.oi	n oi	stan1295	48.649	12.4676	Indo-European	473
870	109_new	new	Latin	Latin	novos	n.o.w.o	n o w o	lati1261	41.9026	12.4502	Indo-European	473
873	110_night	night	Albanian	Albanian	natë	n.a.t	n a t	gheg1238	42.317	21.3837	Indo-European	289
874	110_night	night	English	English	night	n.ai.t	n ai t	stan1293	53.0	-1.0	Indo-European	289
875	110_night	night	French	French	nuit	n.ɥ.i	n ɥ i	stan1290	48.0	2.0	Indo-European	289
876	110_night	night	German	German	Nacht	n.a.x.t	n a x t	stan1295	48.649	12.4676	Indo-European	289
878	110_night	night	Latin	Latin	nox	n.o.k.t	n o k t	lati1261	41.9026	12.4502	Indo-European	289
881	111_nose	nose	Albanian	Albanian	hundë	h.u.n.d	h u n d	gheg1238	42.317	21.3837	Indo-European	286
882	111_nose	nose	English	English	nose	n.o.z	n o z	stan1293	53.0	-1.0	Indo-European	284
883	111_nose	nose	French	French	nez	n.e	n e	stan1290	48.0	2.0	Indo-European	284
884	111_nose	nose	German	German	Nase	n.aː.z.ə	n aː z ə	stan1295	48.649	12.4676	Indo-European	284
886	111_nose	nose	Latin	Latin	nasus	n.aː.s.o	n aː s o	lati1261	41.9026	12.4502	Indo-European	284
889	112_not	not	Albanian	Albanian	nuk	n.u.k	n u k	gheg1238	42.317	21.3837	Indo-European	27
890	112_not	not	English	English	not	n.ɑ.t	n ɑ t	stan1293	53.0	-1.0	Indo-European	24
891	112_not	not	French	French	ne...pas	p.a	p a	stan1290	48.0	2.0	Indo-European	25
892	112_not	not	German	German	nicht	n.i.x.t	n i x t	stan1295	48.649	12.4676	Indo-European	24
894	112_not	not	Latin	Latin	non	n.oː.n	n oː n	lati1261	41.9026	12.4502	Indo-European	24
897	113_now	now	Albanian	Albanian	tani	t.a.n.i	t a n i	gheg1238	42.317	21.3837	Indo-European	235
898	113_now	now	English	English	now	n.au	n au	stan1293	53.0	-1.0	Indo-European	232
899	113_now	now	French	French	maintenant	m.ɛ̃.t.n.ɑ̃	m ɛ̃ t n ɑ̃	stan1290	48.0	2.0	Indo-European	233
900	113_now	now	German	German	nun	n.uː.n	n uː n	stan1295	48.649	12.4676	Indo-European	232
902	113_now	now	Latin	Latin	nunc	n.u.n.k	n u n k	lati1261	41.9026	12.4502	Indo-European	232
905	114_old	old	Albanian	Albanian	vjetër	v.j.e.t.ə.r	v j e t ə r	gheg1238	42.317	21.3837	Indo-European	343
906	114_old	old	English	English	old	o.l.d	o l d	stan1293	53.0	-1.0	Indo-European	342
907	114_old	old	French	French	vieil	v.j.ɛ.j	v j ɛ j	stan1290	48.0	2.0	Indo-European	343
908	114_old	old	German	German	alt	a.l.t	a l t	stan1295	48.649	12.4676	Indo-European	342
910	114_old	old	Latin	Latin	vetus	w.e.t.e.r	w e t e r	lati1261	41.9026	12.4502	Indo-European	343
913	115_one	one	Albanian	Albanian	një	ɲ.ə	ɲ ə	gheg1238	42.317	21.3837	Indo-European	663
914	115_one	one	English	English	one	w.ə.n	w ə n	stan1293	53.0	-1.0	Indo-European	661
915	115_one	one	French	French	un	œ̃	œ̃	stan1290	48.0	2.0	Indo-European	661
916	115_one	one	German	German	eins	ai.n	ai n	stan1295	48.649	12.4676	Indo-European	661
918	115_one	one	Latin	Latin	unus	uː.n.o	uː n o	lati1261	41.9026	12.4502	Indo-European	661
921	116_other	other	Albanian	Albanian	tjetër	t.j.e.t.ə.r	t j e t ə r	gheg1238	42.317	21.3837	Indo-European	1005
922	116_other	other	English	English	other	ə.ð.ə.r	ə ð ə r	stan1293	53.0	-1.0	Indo-European	1002
923	116_other	other	French	French	autre	o.t.r	o t r	stan1290	48.0	2.0	Indo-European	1003
924	116_other	other	German	German	anderer	a.n.d.ə.r	a n d ə r	stan1295	48.649	12.4676	Indo-European	1002
926	116_other	other	Latin	Latin	alius	a.l.i.o	a l i o	lati1261	41.9026	12.4502	Indo-European	1003
929	117_path	path	Albanian	Albanian	shteg	ʃ.t.e.g	ʃ t e g	gheg1238	42.317	21.3837	Indo-European	557
930	117_path	path	English	English	path	p.a.θ	p a θ	stan1293	53.0	-1.0	Indo-European	554
931	117_path	path	French	French	sentier	s.ɑ̃.t.j.e	s ɑ̃ t j e	stan1290	48.0	2.0	Indo-European	555
932	117_path	path	German	German	Pfad	p͡f.aː.d	pf aː d	stan1295	48.649	12.4676	Indo-European	554
934	117_path	path	Latin	Latin	semita	s.eː.m.i.t.a	s eː m i t a	lati1261	41.9026	12.4502	Indo-European	555
937	118_play	play	Albanian	Albanian	luan	l.u.a	l u a	gheg1238	42.317	21.3837	Indo-European	1051
938	118_play	play	English	English	plays	p.l.e	p l e	stan1293	53.0	-1.0	Indo-European	1049
939	118_play	play	French	French	joue	ʒ.u.e	ʒ u e	stan1290	48.0	2.0	Indo-European	1048
940	118_play	play	German	German	spielt	ʃ.p.iː.l	ʃ p iː l	stan1295	48.649	12.4676	Indo-European	1047
942	118_play	play	Latin	Latin	ludit	l.uː.d.e	l uː d e	lati1261	41.9026	12.4502	Indo-European	1053
945	119_pull	pull	Albanian	Albanian	tërheq	t.ə.r.h.e.c	t ə r h e c	gheg1238	42.317	21.3837	Indo-European	851
946	119_pull	pull	English	English	pulls	p.ʊ.l	p ʊ l	stan1293	53.0	-1.0	Indo-European	849
947	119_pull	pull	French	French	tire	t.i.r.e	t i r e	stan1290	48.0	2.0	Indo-European	848
948	119_pull	pull	German	German	zieht	ʦ.iː	ts iː	stan1295	48.649	12.4676	Indo-European	847
950	119_pull	pull	Latin	Latin	trahit	t.r.a.h.e	t r a h e	lati1261	41.9026	12.4502	Indo-European	853
953	120_push	push	Albanian	Albanian	shtyn	ʃ.t.y	ʃ t y	gheg1238	42.317	21.3837	Indo-European	1202
954	120_push	push	English	English	pushes	p.ʊ.ʃ	p ʊ ʃ	stan1293	53.0	-1.0	Indo-European	1203
955	120_push	push	French	French	pousse	p.u.s.e	p u s e	stan1290	48.0	2.0	Indo-European	1203
956	120_push	push	German	German	stößt	ʃ.t.oː.s	ʃ t oː s	stan1295	48.649	12.4676	Indo-European	1202
958	120_push	push	Latin	Latin	trudit	t.r.uː.d.e	t r uː d e	lati1261	41.9026	12.4502	Indo-European	1206
961	121_rain	rain	Albanian	Albanian	shi	ʃ.i	ʃ i	gheg1238	42.317	21.3837	Indo-European	1091
962	121_rain	rain	English	English	rain	r.e.n	r e n	stan1293	53.0	-1.0	Indo-European	1088
963	121_rain	rain	French	French	pluie	p.l.ɥ.i	p l ɥ i	stan1290	48.0	2.0	Indo-European	1089
964	121_rain	rain	German	German	Regen	r.eː.g.ə.n	r eː g ə n	stan1295	48.649	12.4676	Indo-European	1088
966	121_rain	rain	Latin	Latin	pluvia	p.l.u.w.i.a	p l u w i a	lati1261	41.9026	12.4502	Indo-European	1089
969	122_red	red	Albanian	Albanian	kuq	k.u.c	k u c	gheg1238	42.317	21.3837	Indo-European	703
970	122_red	red	English	English	red	r.ɛ.d	r ɛ d	stan1293	53.0	-1.0	Indo-European	701
971	122_red	red	French	French	rouge	r.u.ʒ	r u ʒ	stan1290	48.0	2.0	Indo-European	701
972	122_red	red	German	German	rot	r.oː.t	r oː t	stan1295	48.649	12.4676	Indo-European	701
974	122_red	red	Latin	Latin	ruber	r.u.b.r.o	r u b r o	lati1261	41.9026	12.4502	Indo-European	701
977	123_right	right	Albanian	Albanian	djathtë	d.j.a.θ.t	d j a θ t	gheg1238	42.317	21.3837	Indo-European	673
978	123_right	right	English	English	right	r.ai.t	r ai t	stan1293	53.0	-1.0	Indo-European	671
979	123_right	right	French	French	droit	d.r.w.a.t	d r w a t	stan1290	48.0	2.0	Indo-European	671
980	123_right	right	German	German	recht	r.e.x.t	r e x t	stan1295	48.649	12.4676	Indo-European	671
982	123_right	right	Latin	Latin	dexter	d.e.k.s.t.e.r	d e k s t e r	lati1261	41.9026	12.4502	Indo-European	673
985	124_river	river	Albanian	Albanian	lumë	l.u.m	l u m	gheg1238	42.317	21.3837	Indo-European	312
986	124_river	river	English	English	river	r.ɪ.v.ə.r	r ɪ v ə r	stan1293	53.0	-1.0	Indo-European	310
987	124_river	river	French	French	fleuve	f.l.ø.v	f l ø v	stan1290	48.0	2.0	Indo-European	309
988	124_river	river	German	German	Fluss	f.l.u.s	f l u s	stan1295	48.649	12.4676	Indo-European	308
990	124_river	river	Latin	Latin	flumen	f.l.uː.m.i.n	f l uː m i n	lati1261	41.9026	12.4502	Indo-European	309
993	125_root	root	Albanian	Albanian	rrënjë	rː.ə.ɲ	rː ə ɲ	gheg1238	42.317	21.3837	Indo-European	911
994	125_root	root	English	English	root	r.u.t	r u t	stan1293	53.0	-1.0	Indo-European	911
995	125_root	root	French	French	racine	r.a.s.i.n	r a s i n	stan1290	48.0	2.0	Indo-European	911
996	125_root	root	German	German	Wurzel	v.u.r.ʦ.ə.l	v u r ts ə l	stan1295	48.649	12.4676	Indo-European	911
998	125_root	root	Latin	Latin	radix	r.aː.d.iː.k	r aː d iː k	lati1261	41.9026	12.4502	Indo-European	911
1001	126_rotten	rotten	Albanian	Albanian	kalbur	k.a.l.b.u.r	k a l b u r	gheg1238	42.317	21.3837	Indo-European	463
1002	126_rotten	rotten	English	English	rotten	r.ɑ.t.ə.n	r ɑ t ə n	stan1293	53.0	-1.0	Indo-European	461
1003	126_rotten	rotten	French	French	pourri	p.u.r.i	p u r i	stan1290	48.0	2.0	Indo-European	460
1004	126_rotten	rotten	German	German	faul	f.au.l	f au l	stan1295	48.649	12.4676	Indo-European	460
1006	126_rotten	rotten	Latin	Latin	putridus	p.u.t.r.i.d.o	p u t r i d o	lati1261	41.9026	12.4502	Indo-European	460
1009	127_round	round	Albanian	Albanian	rrumbullák	rː.u.m.b.u.ł.a.k	rː u m b u ł a k	gheg1238	42.317	21.3837	Indo-European	317
1010	127_round	round	English	English	round	r.au.n.d	r au n d	stan1293	53.0	-1.0	Indo-European	315
1011	127_round	round	French	French	rond	r.ɔ̃.d	r ɔ̃ d	stan1290	48.0	2.0	Indo-European	315
1012	127_round	round	German	German	rund	r.u.n.d	r u n d	stan1295	48.649	12.4676	Indo-European	315
1014	127_round	round	Latin	Latin	rotundus	r.o.t.u.n.d.o	r o t u n d o	lati1261	41.9026	12.4502	Indo-European	315
1017	128_rub	rub	Albanian	Albanian	fërkon	f.ə.r.k.o	f ə r k o	gheg1238	42.317	21.3837	Indo-European	511
1018	128_rub	rub	English	English	rubs	r.ə.b	r ə b	stan1293	53.0	-1.0	Indo-European	509
1019	128_rub	rub	French	French	frotte	f.r.ɔ.t.e	f r ɔ t e	stan1290	48.0	2.0	Indo-European	508
1020	128_rub	rub	German	German	reibt	r.ai.b	r ai b	stan1295	48.649	12.4676	Indo-European	507
1022	128_rub	rub	Latin	Latin	fricat	f.r.i.k.aː	f r i k aː	lati1261	41.9026	12.4502	Indo-European	511
1025	129_salt	salt	Albanian	Albanian	kripë	k.r.i.p	k r i p	gheg1238	42.317	21.3837	Indo-European	1171
1026	129_salt	salt	English	English	salt	s.ɔ.l.t	s ɔ l t	stan1293	53.0	-1.0	Indo-European	1169
1027	129_salt	salt	French	French	sel	s.ɛ.l	s ɛ l	stan1290	48.0	2.0	Indo-European	1169
1028	129_salt	salt	German	German	Salz	z.a.l.ʦ	z a l ts	stan1295	48.649	12.4676	Indo-European	1169
1030	129_salt	salt	Latin	Latin	sal	s.a.l	s a l	lati1261	41.9026	12.4502	Indo-European	1169
1033	130_sand	sand	Albanian	Albanian	rërë	r.ə.r	r ə r	gheg1238	42.317	21.3837	Indo-European	445
1034	130_sand	sand	English	English	sand	s.a.n.d	s a n d	stan1293	53.0	-1.0	Indo-European	442
1035	130_sand	sand	French	French	sable	s.a.b.l	s a b l	stan1290	48.0	2.0	Indo-European	443
1036	130_sand	sand	German	German	Sand	z.a.n.d	z a n d	stan1295	48.649	12.4676	Indo-European	442
1038	130_sand	sand	Latin	Latin	arena	a.r.eː.n.a	a r eː n a	lati1261	41.9026	12.4502	Indo-European	445
1041	131_say	say	Albanian	Albanian	thotë	θ	θ	gheg1238	42.317	21.3837	Indo-European	942
1042	131_say	say	English	English	says	s.e	s e	stan1293	53.0	-1.0	Indo-European	939
1043	131_say	say	French	French	dit	d.i	d i	stan1290	48.0	2.0	Indo-European	940
1044	131_say	say	German	German	sagt	z.aː.g	z aː g	stan1295	48.649	12.4676	Indo-European	939
1046	131_say	say	Latin	Latin	dicit	d.iː.k.e	d iː k e	lati1261	41.9026	12.4502	Indo-European	940
1049	132_scratch	scratch	Albanian	Albanian	gërvish	g.ə.r.v.i.ʃ	g ə r v i ʃ	gheg1238	42.317	21.3837	Indo-European	8
1050	132_scratch	scratch	English	English	scratches	s.k.r.a.ʧ	s k r a tʃ	stan1293	53.0	-1.0	Indo-European	9
1051	132_scratch	scratch	French	French	gratte	g.r.a.t	g r a t	stan1290	48.0	2.0	Indo-European	8
1052	132_scratch	scratch	German	German	kratzt	k.r.a.ʦ	k r a ts	stan1295	48.649	12.4676	Indo-European	8
1054	132_scratch	scratch	Latin	Latin	scabit	s.k.a.b.e	s k a b e	lati1261	41.9026	12.4502	Indo-European	12
1057	133_sea	sea	Albanian	Albanian	det	d.e.t	d e t	gheg1238	42.317	21.3837	Indo-European	400
1058	133_sea	sea	English	English	sea	s.i	s i	stan1293	53.0	-1.0	Indo-European	397
1059	133_sea	sea	French	French	mer	m.ɛ.r	m ɛ r	stan1290	48.0	2.0	Indo-European	398
1060	133_sea	sea	German	German	See	z.eː	z eː	stan1295	48.649	12.4676	Indo-European	397
1062	133_sea	sea	Latin	Latin	mare	m.a.r.e	m a r e	lati1261	41.9026	12.4502	Indo-European	398
1065	134_see	see	Albanian	Albanian	sheh	ʃ	ʃ	gheg1238	42.317	21.3837	Indo-European	385
1066	134_see	see	English	English	sees	s.i	s i	stan1293	53.0	-1.0	Indo-European	385
1067	134_see	see	French	French	voit	v.w.a	v w a	stan1290	48.0	2.0	Indo-European	386
1068	134_see	see	German	German	sieht	z.eː	z eː	stan1295	48.649	12.4676	Indo-European	385
1070	134_see	see	Latin	Latin	videt	w.i.d.eː	w i d eː	lati1261	41.9026	12.4502	Indo-European	386
1073	135_seed	seed	Albanian	Albanian	farë	f.a.r	f a r	gheg1238	42.317	21.3837	Indo-European	948
1074	135_seed	seed	English	English	seed	s.i.d	s i d	stan1293	53.0	-1.0	Indo-European	945
1075	135_seed	seed	French	French	graine	g.r.ɛ.n	g r ɛ n	stan1290	48.0	2.0	Indo-European	946
1076	135_seed	seed	German	German	Same	z.aː.m.ə.n	z aː m ə n	stan1295	48.649	12.4676	Indo-European	945
1078	135_seed	seed	Latin	Latin	semen	s.eː.m.i.n	s eː m i n	lati1261	41.9026	12.4502	Indo-European	945
1081	136_sew	sew	Albanian	Albanian	qep	c.e.p	c e p	gheg1238	42.317	21.3837	Indo-European	646
1082	136_sew	sew	English	English	sews	s.o	s o	stan1293	53.0	-1.0	Indo-European	644
1083	136_sew	sew	French	French	coud	k.u.z	k u z	stan1290	48.0	2.0	Indo-European	644
1084	136_sew	sew	German	German	näht	n.eː	n eː	stan1295	48.649	12.4676	Indo-European	643
1086	136_sew	sew	Latin	Latin	suit	s.u.e	s u e	lati1261	41.9026	12.4502	Indo-European	644
1089	137_sharp	sharp	Albanian	Albanian	mprehtë	m.p.r.e.h.t	m p r e h t	gheg1238	42.317	21.3837	Indo-European	964
1090	137_sharp	sharp	English	English	sharp	ʃ.a.r.p	ʃ a r p	stan1293	53.0	-1.0	Indo-European	961
1091	137_sharp	sharp	French	French	tranchant	t.r.ɑ̃.ʃ.ɑ̃.t	t r ɑ̃ ʃ ɑ̃ t	stan1290	48.0	2.0	Indo-European	962
1092	137_sharp	sharp	German	German	scharf	ʃ.a.r.f	ʃ a r f	stan1295	48.649	12.4676	Indo-European	961
1094	137_sharp	sharp	Latin	Latin	acutus	a.k.uː.t.o	a k uː t o	lati1261	41.9026	12.4502	Indo-European	966
1097	138_short	short	Albanian	Albanian	shkurtër	ʃ.k.u.r.t.ə.r	ʃ k u r t ə r	gheg1238	42.317	21.3837	Indo-European	1150
1098	138_short	short	English	English	short	ʃ.ɔ.r.t	ʃ ɔ r t	stan1293	53.0	-1.0	Indo-European	1150
1099	138_short	short	French	French	court	k.u.r.t	k u r t	stan1290	48.0	2.0	Indo-European	1150
1100	138_short	short	German	German	kurz	k.u.r.ʦ	k u r ts	stan1295	48.649	12.4676	Indo-European	1150
1102	138_short	short	Latin	Latin	brevis	b.r.e.w.i	b r e w i	lati1261	41.9026	12.4502	Indo-European	1153
1105	139_sing	sing	Albanian	Albanian	këndon	k.ə.n.d.o	k ə n d o	gheg1238	42.317	21.3837	Indo-European	683
1106	139_sing	sing	English	English	sings	s.ɪ.ŋ	s ɪ ŋ	stan1293	53.0	-1.0	Indo-European	682
1107	139_sing	sing	French	French	chante	ʃ.ɑ̃.t.e	ʃ ɑ̃ t e	stan1290	48.0	2.0	Indo-European	683
1108	139_sing	sing	German	German	singt	z.i.ŋ	z i ŋ	stan1295	48.649	12.4676	Indo-European	682
1110	139_sing	sing	Latin	Latin	canit	k.a.n.i.t	k a n i t	lati1261	41.9026	12.4502	Indo-European	683
1113	140_sit	sit	Albanian	Albanian	(rri) ndenjur	n.d.e.ɲ	n d e ɲ	gheg1238	42.317	21.3837	Indo-European	984
1114	140_sit	sit	English	English	sits	s.ɪ.t	s ɪ t	stan1293	53.0	-1.0	Indo-European	982
1115	140_sit	sit	French	French	(est) assis	a.s.i.z	a s i z	stan1290	48.0	2.0	Indo-European	982
1116	140_sit	sit	German	German	sitzt	z.i.ʦ	z i ts	stan1295	48.649	12.4676	Indo-European	982
1118	140_sit	sit	Latin	Latin	sedet	s.e.d.eː	s e d eː	lati1261	41.9026	12.4502	Indo-European	982
1121	141_skin	skin	Albanian	Albanian	lëkurë	l.ə.k.u.r	l ə k u r	gheg1238	42.317	21.3837	Indo-European	56
1122	141_skin	skin	English	English	skin	s.k.i.n	s k i n	stan1293	53.0	-1.0	Indo-European	54
1123	141_skin	skin	French	French	peau	p.o	p o	stan1290	48.0	2.0	Indo-European	53
1124	141_skin	skin	German	German	Haut	h.au.t	h au t	stan1295	48.649	12.4676	Indo-European	52
1126	141_skin	skin	Latin	Latin	cutis	k.u.t.i	k u t i	lati1261	41.9026	12.4502	Indo-European	52
1129	142_sky	sky	Albanian	Albanian	qiell	c.i.e.ł	c i e ł	gheg1238	42.317	21.3837	Indo-European	650
1130	142_sky	sky	English	English	sky	s.k.ai	s k ai	stan1293	53.0	-1.0	Indo-European	651
1131	142_sky	sky	French	French	ciel	s.j.ɛ.l	s j ɛ l	stan1290	48.0	2.0	Indo-European	650
1132	142_sky	sky	German	German	Himmel	h.i.m.ə.l	h i m ə l	stan1295	48.649	12.4676	Indo-European	649
1134	142_sky	sky	Latin	Latin	caelum	k.ae.l.o	k ae l o	lati1261	41.9026	12.4502	Indo-European	650
1137	143_sleep	sleep	Albanian	Albanian	fle	f.l.e	f l e	gheg1238	42.317	21.3837	Indo-European	830
1138	143_sleep	sleep	English	English	sleeps	s.l.i.p	s l i p	stan1293	53.0	-1.0	Indo-European	827
1139	143_sleep	sleep	French	French	dort	d.ɔ.r	d ɔ r	stan1290	48.0	2.0	Indo-European	828
1140	143_sleep	sleep	German	German	schläft	ʃ.l.aː.f	ʃ l aː f	stan1295	48.649	12.4676	Indo-European	827
1142	143_sleep	sleep	Latin	Latin	dormit	d.o.r.m.iː	d o r m iː	lati1261	41.9026	12.4502	Indo-European	828
1145	144_small	small	Albanian	Albanian	vogël	v.o.g.ə.l	v o g ə l	gheg1238	42.317	21.3837	Indo-European	297
1146	144_small	small	English	English	small	s.m.ɔ.l	s m ɔ l	stan1293	53.0	-1.0	Indo-European	295
1147	144_small	small	French	French	petit	p.ə.t.i.t	p ə t i t	stan1290	48.0	2.0	Indo-European	294
1148	144_small	small	German	German	klein	k.l.ai.n	k l ai n	stan1295	48.649	12.4676	Indo-European	293
1150	144_small	small	Latin	Latin	parvos	p.a.r.w.o	p a r w o	lati1261	41.9026	12.4502	Indo-European	299
1153	145_smell	smell	Albanian	Albanian	marr erë	e.r	e r	gheg1238	42.317	21.3837	Indo-European	1037
1154	145_smell	smell	English	English	smells	s.m.e.l	s m e l	stan1293	53.0	-1.0	Indo-European	1035
1155	145_smell	smell	French	French	sent	s.ɑ̃.t	s ɑ̃ t	stan1290	48.0	2.0	Indo-European	1034
1156	145_smell	smell	German	German	riecht	r.iː.x	r iː x	stan1295	48.649	12.4676	Indo-European	1033
1158	145_smell	smell	Latin	Latin	olfacit	o.l.f.a.k.e	o l f a k e	lati1261	41.9026	12.4502	Indo-European	1039
1161	146_smoke	smoke	Albanian	Albanian	tym	t.y.m	t y m	gheg1238	42.317	21.3837	Indo-European	612
1162	146_smoke	smoke	English	English	smoke	s.m.o.k	s m o k	stan1293	53.0	-1.0	Indo-European	613
1163	146_smoke	smoke	French	French	fumée	f.y.m.e	f y m e	stan1290	48.0	2.0	Indo-European	612
1164	146_smoke	smoke	German	German	Rauch	r.au.x	r au x	stan1295	48.649	12.4676	Indo-European	611
1166	146_smoke	smoke	Latin	Latin	fumus	f.uː.m.o	f uː m o	lati1261	41.9026	12.4502	Indo-European	612
1169	147_smooth	smooth	Albanian	Albanian	lëmuet	l.ə.m.o	l ə m o	gheg1238	42.317	21.3837	Indo-European	880
