COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1298-11											g u n u m a					
3015-11											n u n dʒ i					
3132-11											g a ɔ ɔ ɔ					
3300-11											a ɔ ɔ					
3639-11											t o n a					
3977-11											m u n dʒ i					
3978-11											m u n dʒ e					
4648-11											j ɔ					
5532-11											g i n i					
432-11											g a n ɔ					
446-11											g u ŋ g ɔ l ɔ					
1124-11											a l ɔ g e					
1237-11											n i n dʒ e					
1579-11											u m b a l i					
1748-11											j o					
2774-11											k a n i					
2902-11											j ɔ					
3198-11											s e m e					
3550-11											s i n dʒ dʒ i					
3943-11											b a l ɔ					
4219-11											k a n n a					
4259-11											g ɔ m e					
4611-11											g o m i					
4983-11											s u n dʒ i					
5656-11											m u n dʒ i					
5830-11											j o					
285-11											g i					
1023-11											k a					
1074-11											n ŋ g i l					
1172-11											g u l i					
1187-11											n u n e					
1205-11											j ɔ					
1454-11											s a l e e					
1524-11											t ɔ ɔ					
1612-11											n n n n ɔ					
1668-11											b i g i					
1841-11											g e					
1970-11											b a l a					
2671-11											n o					
2977-11											g u m b a					
3287-11											d u n i					
3772-11											k ɔ ɔ ɔ					
4363-11											d a m ɔ					
4442-11											d i n i					
4479-11											k e					
5038-11											g o l o i					
5424-11											k ɔː l i					
5793-11											d u m o					
6007-11											b o n a					
347-11											g n g a					
1057-11											n ɔː n ɔ					
1257-11											k o n a g o					
1433-11											b o l e					
1501-11											n i g e					
1727-11											j ɔ					
1899-11											p u n ɔ					
2067-11											iː ŋ n ɔ					
2268-11											g i l ɔ					
2372-11											k a l i					
2599-11											n ŋ g e					
2756-11											b a l a					
2775-11											b a n m i					
2863-11											dʒ i j o					
3254-11											d i l i m a					
3318-11											n u n dʒ i					
3427-11											ŋ g e					
4025-11											s u ɔ ɔ					
4037-11											k ɔ n ɔ ɔ					
4053-11											g i m b e					
4280-11											n a g a dʒ a					
4630-11											n o					
4905-11											n o					
5569-11											b u n dʒ o					
5606-11											s i n dʒ i ŋ g e					
5640-11											n ɛ ŋ g a					
5906-11											d u ŋ g e					
26-11											n ɔː l i					
64-11											n a n a					
117-11											d e					
224-11											j ŋ g a					
239-11											k ɔ ɔ ɔ ɔ					
242-11											g e					
312-11											s a e					
600-11											g g n n i					
616-11											u n dʒ o					
687-11											j u n dʒ i					
743-11											a b e					
873-11											s i dʒ a					
1001-11											g e					
1434-11											ŋ g e					
715-12												d i ŋ ɛ				
1089-12												t i ŋ ɛ				
1319-12												n ɛ ŋ e				
1398-12												t i ŋ u i ɛ u				
1557-12												t i r ɛ				
1626-12												t a g a				
1840-12												t i ŋ u				
2247-12												g i u				
4677-12												k i r ɔ u e				
5162-12												t i i r ɛ				
5406-12												t i ŋ ɛ u				
359-12												t i r a u				
1577-12												t i r ɛ				
2196-12												n a r a				
2230-12												t i g u				
2533-12												b a r ɛ a				
3605-12												t a n ɛ a				
3866-12												t i d u				
4553-12												d a ŋ i i u				
4822-12												k u i ɛ u				
5254-12												d i r ɔ				
503-12												t i r ɛ u				
1356-12												t i n e				
2084-12												d a a g u				
2420-12												k u r ɔ				
3218-12												b u r u d u				
3718-12												k a r a				
4135-12												b a n u u				
4694-12												k u d i g u				
807-12												k ɔ m ɛ i				
2320-12												t a n ɛ				
2476-12												t i r̃ u				
3719-12												iː i				
4460-12												t i ɛ ɛ				
5514-12												t ɛ n ɛ ɛ				
5810-12												b i i r i				
93-12												d i				
385-12												t i ŋ e ɛ u				
890-12												t a m e i r u				
1769-12												t ɛ ŋ ɛ ɛ				
2162-12												b ɛ r ɛ				
2635-12												i i				
3031-12												d ɛ g ɛ				
4591-12												d i r̃ a				
5301-12												b ɛ r u				
5605-12												t i ŋ ɛ e				
63-12												k a r a				
296-12												t i i ɛ a				
463-12												d i i ɛ u				
762-12												b a n a u k u u				
1432-12												t i r i				
1474-12												t ɔ ŋ ɛ i				
2044-12												d i i ɛ ɛ				
2713-12												t i ŋ u i i ŋ u				
3219-12												b u d u				
4120-12												k ɔ r ɔ				
4184-12												n i ŋ ɛ				
4423-12												d ɔ ŋ ɔ				
4629-12												t i ŋ ɛ ɔ				
4904-12												i t i ŋ ɛ ɔ				
4960-12												t i n ɛ ŋ i				
4980-12												d ɔ r e				
5125-12												t ɔ n ɛ ɔ				
5549-12												t ɔ ŋ ɛ ɔ				
5771-12												t i g u u				
5905-12												t i ŋ u				
5922-12												b i r ɛ				
1-12												i i				
629-12												d ɛ r e				
667-12												ɛ i ɛ				
1254-12												d a n d u r u				
1415-12												ɲ j u				
2551-12												r a				
2901-12												t i ŋ ɛ u				
3885-12												t i r ɛ				
5622-12												b ɛ ŋ i i ɛ ɛ				
6006-12												b i r ɛ				
43-12												t i ɛ e				
158-12												t e ɔ n u				
194-12												b i u				
1789-12												n u g ɔ				
2618-12												k u n u				
3113-12												t i ŋ e				
3136-12												t a r a				
3751-12												i ɛ ɛ				
3959-12												t i ŋ u				
4888-12												k a m a n a				
5180-12												t ɛ i ɛ ɛ				
5583-12												t i ŋ ɛ a				
25-12												k a r̃ u g ɛ g ɛ				
114-12												t ɔ ŋ ɔ				
702-12												ɔ g ɔ t ɔ ŋ ɛ				
952-12												k u r ɔ r ɔ				
1941-12												k i ŋ ɛ				
2351-12												t i i i				
3448-12												b u u d u				
3482-12												k e r u d e e u ɛ				
3497-12												k ɛ n u				
3588-12												k ɔ r ɔ				
4101-12												a r a u				
4202-12												g i s i u				
4293-12												d ɔ r ɔ				
4520-12												b e r u				
4609-12												k ɔ r ɔ ɔ e ɔ ɛ				
4740-12												k u n ɔ u				
4781-12												k a dʒ a				
526-12												d i ŋ a g a				
545-12												i r u				
931-12												b ɛ r u				
999-12												i ɛ				
1989-12												d ɛ n ɛ				
2145-12												d ɔ u				
2306-12												a a e a				
3015-12												n a n a				
3300-12												ɛ i ɛ				
3639-12												d u r̃ u				
3774-12												d u r u				
3905-12												n o iː				
3976-12												k e r̃ u				
4039-12												d ɔ n ɛ				
4152-12												k i ɛ u				
4260-12												t i ɛ u				
4334-12												k o o o				
4570-12												t ɔ m ɔ u				
5200-12												iː o u				
5752-12												t i				
66-12												g u				
744-12												k ɔ r̃ ɔ				
1646-12												ɔ i u				
1745-12												dʒ ɛ r̃ ɛ				
2066-12												n a n g a				
2958-12												k ɔ r ɔ				
3197-12												k i				
3812-12												b ɛ n e o				
4337-12												t ɔ i ɛ i				
5531-12												k e r ɛ				
5868-12												t i ŋ ɛ				
245-12												t i ŋ ɛ				
1002-12												r ɛ				
1026-12												d u r̃ u				
1187-12												k e u u				
1238-12												u dʒ u				
1454-12												k e l u u				
1524-12												k i r̃ ɛ				
2288-12												ɛ n ɛ				
2553-12												b a n a				
2759-12												u g u				
2978-12												k ɔ r ɔ				
3088-12												t i ŋ i				
3256-12												ɛ n e				
3551-12												b ɔ n e u				
4052-12												t i ŋ ɛ				
4220-12												k uː				
4383-12												k i ŋ u				
4651-12												d i r e				
4821-12												k u				
5228-12												t i i ɛ i				
5319-12												t i ŋ i				
5375-12												k e n e e u				
5465-12												k u n ɔ				
5481-12												k ɔ r̃ u				
5641-12												n ɛ u				
5692-12												a n a				
5715-12												d ɛ r̃ u				
448-12												n ɛ				
567-12												n ɛ n ɛ				
915-12												u				
1057-12												k u r u				
1208-12												k a m a				
1502-12												d u n u				
1669-12												t i ŋ e i r ɛ				
1684-12												k e l u				
1864-12												k u u l u				
1969-12												k u g u r̃ ɔ				
2030-12												k u g ɔ				
2338-12												k u u				
3283-12												i i ɛ				
3325-12												d u n u				
3395-12												d u u				
3535-12												k ɔ				
3622-12												k ɔ r u				
3813-12												i i				
4011-12												d ɛ r̃ u				
4025-12												t i ŋ ɛ				
4441-12												t i r ɛ				
4720-12												a r̃ a				
4721-12												d a r̃ a				
4848-12												k g o u o o u				
5036-12												k ɔ r ɔ				
5078-12												k u u u				
5109-12												k a g a				
5790-12												ɔ s u				
5847-12												ɔ n e ɔ				
6008-12												k ɔ r ɔ				
136-12												g u u u				
331-12												k a u u				
412-12												k e r u				
572-12												n u n u				
618-12												u d u				
652-12												b u u				
1033-12												k u r̃ u				
715-13													d a n ɛ			
1089-13													n a n a			
1319-13													n i n ɛ			
1398-13													d u n u n g u			
1557-13													d i n ɛ			
1626-13													d a n a			
1840-13													d a n ɛ			
2247-13													d a a			
4677-13													d a n a j ɛ			
5162-13													d i n d ɛ			
5406-13													d a n d a			
359-13													d a l a a			
1577-13													d i n ɛ			
2196-13													n a n ɛ			
2230-13													d u n a			
2533-13													b a n a a			
3605-13													d a n d a			
3866-13													d ɔ d a			
4553-13													d a n a d u			
4822-13													d a n d a			
5254-13													d a n ɔ			
503-13													d a n ɛ ɛ			
1356-13													d a n ɛ			
2084-13													j a a b a			
2420-13													d a n a			
3218-13													b a n d u			
3372-13													n a n a			
3718-13													d a n ɛ			
4135-13													b a n ɛ a			
4694-13													d a n a g a			
807-13													d a n d ɔ			
2320-13													d a n a			
2476-13													d a n a			
2842-13													d i n a a			
3719-13													m ɔ			
4081-13													d a n a a ɛ			
4313-13													n ɛ n d a			
4460-13													d ɔ j a			
5514-13													n ɛ n d ɛ			
5810-13													b i n l ɛ			
93-13													d a			
260-13													b a n d ɛ			
385-13													d a n d a a			
1336-13													d a n ɛ			
1703-13													b a a			
1769-13													d a m d ɛ			
2162-13													b a n ɛ			
2635-13													d a			
3031-13													d a n ɛ			
4591-13													d a n a			
5301-13													b a n a			
5605-13													d i n ɛ a			
63-13													a n a			
762-13													d a n a n g a n u			
1432-13													d a n a			
1474-13													d ɔ n d a			
1788-13													d a n a			
2044-13													d a m d ɛ			
2713-13													d a m b ɛ m d a n ɛ			
3219-13													b a n a			
3425-13													j a			
4120-13													o n o			
4184-13													d a n a			
4423-13													d a n ɔ			
4629-13													n a n d a			
4980-13													d a n ɛ			
5059-13													d a n a			
5125-13													d ɔ n d ɔ			
5339-13													b a n a			
5905-13													d a n a			
5922-13													b i n ɛ			
5938-13													d a d a n a d a			
1-13													b ɛ			
483-13													d a d a			
667-13													ɛ b ɛ			
1254-13													d a n d a n u			
1415-13													d u ɛ			
1683-13													d i n ɛ			
2901-13													d a n d a			
3251-13													d a n a			
3885-13													d a n ɛ			
4402-13													j ɛ			
5081-13													b i n d a g ɛ			
43-13													d a n ɛ			
194-13													b ɛ a			
221-13													ɛ n a			
650-13													b o d o			
716-13													j ɛ			
1374-13													d ɔ n d ɔ			
1452-13													d a n a			
1789-13													n a m ɛ			
2083-13													t u n d a			
2108-13													d a n a j			
2618-13													i n ɛ			
2636-13													d ɛ			
2924-13													b a l a			
2941-13													b i n ɛ			
3113-13													d a g e			
3572-13													b a n a			
3811-13													l ɛ			
3959-13													d a n a			
4066-13													d ɔ n ɔ			
5180-13													d ɛ m d ɛ			
5751-13													d i g ɛ			
5981-13													a n a ɛ			
872-13													ɛ n d ɛ			
952-13													d a n a u			
1941-13													d i n ɛ			
2442-13													n a m ɛ			
3448-13													b a n d a			
3497-13													d a n a			
4101-13													a a a a			
4202-13													k o n n n o			
4293-13													d ɔ b ɔ			
4520-13													b a d a			
4740-13													d u n ɔ n			
4781-13													t u n d ɛ			
5982-13													d a n d a			
408-13													ɛ n d ɛ			
526-13													d a n a a a			
545-13													i d a			
789-13													t u n ɛ			
931-13													b a a a			
999-13													d a			
1298-13													t u n u m b u			
1942-13													n ɛ			
1989-13													d ɛ n ɛ			
2145-13													dʒ u n			
2306-13													a m a			
2817-13													a n d a			
3015-13													n a n d a			
3639-13													t u n ɔ			
3774-13													d a n u			
3976-13													d m s ɛ			
4152-13													i n ɛ ɛ			
4260-13													ɔ n g u			
4334-13													d a a n			
4648-13													d ɛ			
5200-13													e l u			
5318-13													d ɔ l ɔ			
5532-13													t u n ɛ			
5673-13													d ɛ n b ɛ			
5866-13													t a m i d a			
5887-13													j a d a			
66-13													a			
685-13													b a n ɔ			
744-13													l a b a			
1579-13													t u b u g u			
1646-13													ɔ g u			
1748-13													u ɛ			
2066-13													n a n d a			
2216-13													j a n a			
2265-13													o n o			
2902-13													d ɛ			
2958-13													d a n a			
3534-13													t ɛ n ɛ			
3684-13													t i n d u			
3944-13													t u n a			
4024-13													d i b a			
4219-13													d a n a a			
4240-13													d e d a			
4611-13													t u g u			
5828-13													j a d a			
5868-13													k a n u			
245-13													d ɔ l ɔ			
285-13													n ɛ			
348-13													ɛ n ɛ			
1002-13													d e			
1023-13													a a			
1026-13													d i n ɔ			
1074-13													t u n g u			
1172-13													a l o			
1238-13													i n ɛ			
1275-13													d ɛ			
1612-13													n a n d ɔ			
2396-13													n ɛ			
2553-13													b a n u			
2759-13													i n ɛ			
3256-13													i m ɛ			
3287-13													a n a			
3407-13													a n			
3551-13													b a n j a			
4383-13													k a n u			
4442-13													d e j ɛ			
4651-13													d a n a			
5423-13													a d a			
5424-13													d ɛ d ɛ			
5481-13													j o g o			
5715-13													g e n ɛ			
389-13													n ɛ			
567-13													n i j ɛ			
915-13													e			
1057-13													k ɛ n ɛ			
1727-13													j ɛ			
1971-13													a b a n u			
2338-13													d i j ɛ			
2354-13													d i n ɛ			
2500-13													i n ɛ			
2598-13													j ɛ n ɛ			
3159-13													j i n ɛ			
3325-13													b ɔ n d ɔ			
3851-13													a b i j ɛ			
4037-13													d ɛ n d ɛ			
4280-13													t u g u g u			
4720-13													a a a			
4721-13													g a l ɛ			
4986-13													a a n a n a			
5043-13													d a n d o l o			
5078-13													k a n a a			
5233-13													p a d a			
5361-13													d i n ɛ			
5963-13													d i b ɛ			
6008-13													j e l ɔ			
26-13													t u g u			
144-13													d o d ɔ			
331-13													d u n u			
572-13													n i n u			
600-13													a a a a a			
618-13													u d ɔ			
936-13													b i n ɛ			
1033-13													k i j ɛ			
1109-13													b i n ɛ			
1192-13													d i n			
1206-13													d a m b ɛ			
715-14														s e u		
1089-14														n u		
1319-14														n e u		
1398-14														s u s u		
1557-14														t e r u		
1626-14														s s u		
1840-14														t i s u		
2247-14														k u		
4677-14														k u s u		
5162-14														s e r u		
5406-14														t a s u		
359-14														t i r u u		
2196-14														s s u		
2230-14														s u s u		
2533-14														b i r u		
3605-14														k i u		
3866-14														t i s u		
4553-14														t a s u		
4822-14														k u m u		
503-14														t e r u		
1356-14														m i u		
1881-14														s u s u		
2084-14														i i r u		
2420-14														k i r u		
3372-14														s s u		
3718-14														a a s u		
4135-14														b i s u		
4694-14														k u s u		
807-14														k a m u		
2476-14														s u s u		
2842-14														s e r u		
3719-14														s u		
4081-14														s a m u		
4313-14														s a u		
4460-14														s u s u		
5810-14														s e i r u		
93-14														s u		
260-14														s a e r u		
385-14														s u m u		
1703-14														u		
2162-14														b i r u		
2635-14														s u		
2735-14														n i n u u		
3031-14														s i s u		
5301-14														s i r u		
5605-14														t e m u		
296-14														i i u		
1432-14														t i r u		
1474-14														t o w u		
1788-14														s u s u		
2044-14														s e m u		
3425-14														s u		
4184-14														s a u		
4423-14														s i r u		
4629-14														n u s u		
4904-14														i r u u		
4980-14														t a s u		
5059-14														s u s u		
5339-14														b s u		
5905-14														t i s u		
5922-14														b e r u		
5938-14														t s u u		
483-14														d u s u		
629-14														t i s u		
1254-14														s u s u r u		
1898-14														s u r u		
3251-14														s i r u		
5622-14														s m s u		
158-14														m e s u		
194-14														s a u		
1452-14														k i s u		
2083-14														s a s u		
2108-14														s a s u		
2924-14														b a s u		
3572-14														b e r u		
3751-14														s a u		
3959-14														t i r u		
4066-14														b e s u		
25-14														i i a u		
952-14														r u r u u		
2351-14														i i s u		
3482-14														m i s u u		
3497-14														s i s u		
3588-14														k e s u		
4101-14														i r u u		
4520-14														b i r u		
4609-14														k i r u u		
4740-14														k u n u u		
545-14														a s u		
931-14														i i w u		
978-14														t a m u		
999-14														u		
1052-14														s a m u		
1070-14														s u s u		
2456-14														s a s u		
2514-14														t u s u		
3774-14														t i r u		
3905-14														i u		
4039-14														t e u		
4334-14														i i o u		
4361-14														s a s u		
4570-14														k i w u		
5752-14														t u		
5887-14														j̃ a s u		
521-14														k a s u u		
685-14														b ɔ r u		
1108-14														a e s u		
2066-14														n u w̃ u u		
2216-14														j̃ ɔ ŋ u		
2392-14														a t u s u		
2774-14														s a s u		
2958-14														s u w u		
3339-14														k a s u		
3944-14														b a u		
4024-14														s u s u		
4219-14														s a m u		
4240-14														t a s u		
5197-14														e r u		
5531-14														s e r u		
5733-14														s u		
5828-14														j̃ a s u		
409-14														s e r u		
562-14														s u m u		
1002-14														r u		
1022-14														s e s u		
1023-14														s a		
2288-14														i r u		
2759-14														e u u		
2798-14														s m r o u		
3088-14														i e u		
3287-14														d u s u		
3407-14														u u		
3463-14														s u		
3683-14														t i r u		
4220-14														s u		
4440-14														t u u		
4651-14														s u r u		
5272-14														s a r u		
5319-14														t u u		
5423-14														i s u		
5641-14														l e u		
5692-14														e r u		
347-14														i i r u		
389-14														u u		
448-14														n e u		
613-14														m a u		
787-14														n e w̃ u		
1373-14														a s u		
1684-14														t i u u		
2030-14														t u u u		
2500-14														e s u		
2619-14														i i r u		
2714-14														s r u u		
3535-14														k u		
3640-14														l e r u u		
3706-14														u u		
4011-14														t e u u		
4720-14														a s u		
5233-14														b i s u		
5467-14														i i r u		
62-14														s i u		
144-14														s a s u		
283-14														u		
334-14														s u u u u		
412-14														i i t u		
482-14														t a s u		
652-14														t e r u		
891-14														u		
715-15															d u m i	
1089-15															n a m u	
1319-15															n u m u	
1398-15															d u m u n z u	
1557-15															d i m ɛ	
1626-15															d a m a	
1840-15															d i n u	
2247-15															d u n	
4677-15															d u n ɛ j u	
5162-15															m i n z ɛ	
5406-15															d e n d u	
359-15															d a m i u	
1577-15															d i m u	
2196-15															n a m u	
2230-15															d u m u	
2533-15															b a m z a	
3605-15															d a n d a	
3866-15															d m d u	
4553-15															d a m m m u	
4822-15															d u m b u	
5254-15															d u m u	
503-15															d i n u u	
1356-15															m a m u	
1881-15															n u m u u u	
2084-15															j u m z u	
2420-15															d u m a	
3218-15															b u m u d u	
3372-15															n a m a	
4135-15															b a n u u	
4694-15															d u d u m u	
807-15															d o m b u	
2842-15															d i m u n	
3719-15															m u	
4081-15															d a m b m u	
4313-15															n ɛ m z u	
5514-15															n i n d u	
5810-15															b i m z u	
93-15															d u	
260-15															d ɛ n d a	
385-15															d ɛ m z ɛ n	
1336-15															d u m u	
1769-15															d ɛ m z u	
2162-15															d ɛ n u	
2635-15															z u	
2735-15															d a n d u z a	
3031-15															d ɛ m ɛ	
5605-15															d i m ɛ u	
63-15															d a n a	
296-15															d a m b a	
762-15															b a n a n u m u	
1432-15															d a m u	
1474-15															d u n z u	
2044-15															d i m z u	
2713-15															d ɛ m z i n d ɛ m u	
3219-15															d u d u	
3425-15															z u	
4120-15															d o n u	
4423-15															d e n a	
4629-15															n u m z u	
4759-15															n o m z u	
4904-15															n d u n z u	
4960-15															dʒ i n n dʒ a	
4980-15															d m m u	
5339-15															b a m a	
5549-15															d a m z a	
5905-15															d i n u	
5922-15															b i n a	
5938-15															d a d u n i u u	
1-15															z ɛ	
483-15															d m d u	
629-15															d u n u	
667-15															ɛ n ɛ	
1254-15															d a n d u m u	
1542-15															n z u u	
2901-15															dʒ u n z u	
2957-15															d a n d u	
3048-15															b i m u	
3251-15															d a n a	
3885-15															d ɛ n ɛ	
5081-15															b i n d m m u	
43-15															d u m u	
135-15															d u n z u	
221-15															m n u	
650-15															b m d u	
716-15															j u	
1152-15															d i b u	
1789-15															n u m u	
1862-15															i n u	
2636-15															m a	
2880-15															d u n d u z u	
2924-15															b e l u	
2941-15															d i m u	
3113-15															d n n a	
3136-15															d a n a	
3405-15															d u m m u	
3572-15															d ɛ n u	
3751-15															d a n	
3811-15															n ɛ	
3959-15															d i m u	
4066-15															d e n u	
4535-15															z u m u	
5180-15															d ɛ m z u	
5751-15															d i m ɛ	
5981-15															a n a u	
25-15															d a n n z n n a	
114-15															d a m a	
702-15															n d a n u n a	
872-15															e n dʒ ɛ	
952-15															d u n z m u	
1941-15															d i n i	
2179-15															n z u	
2351-15															d a m a	
2442-15															n u m u	
2496-15															n u m	
3448-15															d u n d u	
3482-15															d i n i d e n n a	
3588-15															d ɔ n n	
4101-15															a n a a	
4293-15															d n n a	
4520-15															d n d u	
4740-15															d u n u n	
5982-15															d u n d u	
196-15															d a n a	
408-15															j e m b u	
789-15															d e n u	
1070-15															d i n n	
1298-15															d e n u m b a	
1942-15															n ɛ	
1989-15															m e n ɛ	
2306-15															a m a	
2514-15															d n d a	
2817-15															a n z u	
3015-15															n a n d a	
3132-15															d u n z u	
3905-15															n u u	
3976-15															d n n u	
4039-15															d ɛ n n	
4152-15															d i n e u	
4278-15															d u m z u	
4334-15															d z u u	
4648-15															j ɛ	
5200-15															ɛ n i	
5318-15															d e n a	
5866-15															d a n e n a	
66-15															n a	
432-15															d a n u	
1108-15															d m m u	
1237-15															d i n dʒ u	
1748-15															j ɛ	
1823-15															d o m u	
2143-15															z a	
2392-15															d m m z u	
2579-15															m m n	
3198-15															d ɛ n o	
3534-15															d e n ɛ	
3944-15															d i n ɛ	
4024-15															d i n a	
4259-15															d o j u	
4337-15															d a n n n	
5447-15															b i d i	
5830-15															j o	
5868-15															d a m u	
285-15															n ɛ	
348-15															n ɛ n ɛ	
998-15															n a	
1578-15															n u m z u	
1668-15															b i n u	
1970-15															d u n u	
2396-15															n ɛ	
2553-15															d a n u	
2978-15															d a n a	
3256-15															ɛ n ɛ	
3301-15															d ɛ b u	
3498-15															n i	
3772-15															t u m z	
3790-15															n e n	
4363-15															d i n	
4778-15															n u m u m u	
4941-15															m m m	
5229-15															b i n dʒ u	
5375-15															d a n m m a	
5497-15															m n	
5888-15															n i	
6007-15															d u n u	
568-15															n i n d u a	
569-15															n i n d i u a	
742-15															d m m u	
1057-15															d e n ɛ	
1727-15															j ɛ	
1899-15															b i n e	
2067-15															d ɛ d u	
2268-15															b i l a	
2338-15															d i n ɛ	
2619-15															d i n a	
2999-15															d e j e	
3325-15															d e n d u	
3395-15															n n n	
3465-15															z aː n e	
3658-15															dʒ i d a	
3807-15															d e n e	
3851-15															a n i j ɛ	
4205-15															d e n d u u u	
4721-15															d i n u	
5043-15															d e n d u m u	
5233-15															m u ɛ u	
5361-15															d i d ɛ	
5425-15															d ɔ n n	
5963-15															d i dʒ u	
309-15															d m m z u	
687-15															d i n d i	
891-15															d ɔ	
936-15															n ɛ n u	
1192-15															d i m	
1206-15															d u n b i	
715-16																d u j ɛ
1089-16																n a g ɛ
1319-16																n a g
1398-16																s u g u u u
1557-16																g a r ɛ
1626-16																s a g ɛ
1840-16																d a n ɛ
2247-16																g a u
4677-16																k a r o j
5162-16																d a n ɛ
5406-16																d a n u
359-16																g a g a
1577-16																g a r ɛ
2196-16																n a l a
2230-16																s u g a
2533-16																b a r a
3605-16																k a n a
3866-16																s a g u
4553-16																d a n g a a
4822-16																k u m ɔ
5254-16																d a g ɔ
503-16																g a j ɛ u
1356-16																d a g
1881-16																s u g u u u
2084-16																j a a b ɛ
2420-16																k a r ɛ
3218-16																b a g u u
3372-16																n u g ɛ
3718-16																d a r a
4135-16																b a n u u
4694-16																g u g g u
807-16																k a m ɔ
2320-16																k a n ɛ
2476-16																g u g
2842-16																d i g u
3719-16																s ɔ
4081-16																d ɔ g b g u
4313-16																n ɛ m
4460-16																s u j
5514-16																n a n ɛ
5810-16																b a u u
93-16																d a
260-16																b ɛ u ɛ
890-16																k a g g u g u
1336-16																d e g ɛ
1703-16																b u u
1769-16																d ɛ n b ɛ
2162-16																b ɛ r ɛ
2635-16																s a
2735-16																d a g u u g u
3031-16																d ɛ g ɛ
4591-16																d e g ɛ
5301-16																b a r u
5605-16																d a g ɛ u
63-16																k a r a
296-16																d a a g a
463-16																d u g g u
1432-16																d a r u
1474-16																d ɔ n
1788-16																s u g
2044-16																d a g u
3219-16																b a g u
3425-16																j u
4120-16																k a l o
4184-16																d a g ɛ
4423-16																d a g ɔ
4960-16																d a n a g u
4980-16																d ɔ g
5059-16																g a j ɔ
5125-16																d a n g ɔ
5339-16																b ɔ g ɛ
5549-16																d a u g u
5771-16																d u g a u
5905-16																d i n ɛ
5922-16																b a r ɛ
1-16																b a
483-16																g o g u
629-16																d a g a
667-16																a b ɛ
1254-16																d a n u g u
1683-16																s e j ɛ
2551-16																l a
2901-16																d u n ɛ
3251-16																s a r ɛ
3885-16																d ɛ g ɛ
4402-16																j ɛ
5081-16																b i n u u u
5622-16																d a g u u u u
6006-16																d a l u
43-16																s a g ɛ
158-16																d d a n u
194-16																b ɛ u
221-16																a g u
650-16																b o o
716-16																j ɔ
1374-16																g a n ɔ
1452-16																g a r ɛ
1862-16																a g u
2083-16																d ɔ u ɛ
2108-16																d a g j
2618-16																g ɛ l ɛ
2636-16																m a
2924-16																b ɔ g u
2941-16																b i g ɛ
3113-16																d e g ɛ
3136-16																d a r a
3572-16																b ɛ g ɛ
3751-16																a a a
3811-16																l ɛ
3959-16																d o g u
4066-16																g ɔ g ɔ
4888-16																k a g a n a
5180-16																s ɛ m b ɛ
5583-16																d a n g a
5981-16																a g a
25-16																d a g u g a g a
702-16																a g a n a g a
851-16																k a g u
872-16																ɛ n ɛ
952-16																k a r u
1941-16																k a l ɛ
3448-16																b a n d ɛ
3482-16																k a s u d u a a a
3497-16																k a n ɛ
3588-16																k a r a
4101-16																a n a
4202-16																g o l o n o
4293-16																d a b ɔ
4520-16																b a g ɛ
4609-16																k a r u u u u u
4740-16																g u n ɔ
4781-16																s a a a
5982-16																g u m u
526-16																d a n g a
545-16																a r a
789-16																g a j ɛ
931-16																b ɛ
1052-16																k u u u u
1070-16																s a g a
1298-16																k u k u m b ɛ
1989-16																d a n ɛ
2145-16																d a o
2306-16																a a b a
2666-16																d u g u
2817-16																a n g u
3015-16																n a n ɔ
3639-16																d u n ɔ
3774-16																d a r ɛ
3905-16																n a j
3976-16																k a s ɛ
4039-16																d a g u
4260-16																ɔ u u
4278-16																k u u g u
4361-16																d a g u
5200-16																ɛ l ɛ
5318-16																s ɔ l ɔ
5673-16																k ɛ m ɛ
5752-16																d a
5866-16																g u u j u
5887-16																j u n ɛ
432-16																s u n j
685-16																b o g o
744-16																n a b ɛ
1646-16																a g a
1745-16																d a g a
2066-16																n a n a
2216-16																j a a
2265-16																u l o
2579-16																d u u
2958-16																d o l o
3198-16																s ɔ j j
3534-16																g ɛ n ɛ
3684-16																g i n ɛ
3812-16																k a n a a
3944-16																g ɔ j ɛ
4024-16																dʒ i b ɛ
4240-16																d u g u
4337-16																s u n u a
5828-16																j u n ɛ
245-16																d ɔ l ɔ
285-16																n ɛ
348-16																g ɛ g ɛ
409-16																s a r u
998-16																ɔ ɔ
1002-16																l ɛ
1026-16																d i
1172-16																g a l o
1238-16																a s ɛ
1275-16																d ɔ
1524-16																d u g u
1612-16																n u m b o
2288-16																ɛ g ɛ
2334-16																a g u
2396-16																n ɛ
2553-16																b a n ɛ
2759-16																i g ɛ
2798-16																s a u u u
3256-16																ɛ n ɛ
3407-16																a a
3551-16																b a n j
3790-16																g u g
4442-16																t e j o
5229-16																s u n j j
5465-16																d a n a
5481-16																j a g a
5497-16																a u
5641-16																l a a
5692-16																a n a
5715-16																g i n ɛ
389-16																n ɛ
567-16																n a n ɛ
915-16																ɛ
1208-16																k a m a
1502-16																d a n a
1899-16																t u j
1969-16																d u g u g u
2030-16																s u g ɔ
2354-16																g i r ɛ
2500-16																ɛ g ɛ
2598-16																d j ɛ
2714-16																s a s a u
3159-16																j a ɲ
3325-16																b ɔ n ɔ
3395-16																s ɔ j
3851-16																ɔ b i j ɛ
4011-16																d u n u
4630-16																s j
4720-16																a l a
4721-16																d a l ɛ
4905-16																s ɔ
