COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
2976	k u ²¹	q o ²¹	q o ²¹		q o ²¹	k ou ²¹			ʁ ɔ ³⁵	k w o ²¹
2990		tsʰ i ⁵⁵	tsʰ i ⁵⁵	tɕʰ i ²⁴	tɕʰ i ⁵⁵		tɕʰ i ⁴⁴	tsʰ j i ⁴		tɕʰ i ⁵⁵
2998	ʈʂ i ³³	ts ɛ ²²	ts ɿ ²²	ʈʂ i ²²	ʈʂ ə̃˞ ²²	ts i ³³	ts i ³³	ts r i ²	ʈʂ ə̃˞ ³³	ts i ³³
3009	ɕʰ ou ⁴⁴	ɕ u ⁴⁴	ɕ o ⁵⁵			ɕ ou ⁴⁴	ɕ o ⁵⁵	ɕ o ⁴	ɕ u ⁴²	
3010				b i ¹²						p e ²¹
3020	p u ³³	p ɯ ²²	p ɯ ²²	p u ²²	p u ²²	p u ³³	p əɯ ³³	p u ²	p ɯ ³³	
3031	tʰ u ³³	tɕ i u ²²	tʰ i u ²²	tʰ y ²²	ʈʰ u ²²	tʰ u ³³	tʰ əɯ ³³	tʰ j u ²	tʰ ʯ ³³	tʰ o ³³
3043		kʰ u ⁵⁵	kʰ o ²⁴	kʰ o ŋ ⁵⁵		kʰ õ ⁵⁵	kʰ o ŋ ⁵⁵	kʰ u ŋ ¹		kʰ ou ⁵⁵
3052	t ɯ ³¹	d ɯ ⁴²	d ɯ ⁴³	d i ⁴²	d ɯ ⁴²	t ə̃ ³¹	t ɯ ³¹	d ɯ ⁵	d j ɯ ²¹	t ɯ ³¹
3064	t a ²¹	t o ²¹	t o ²¹	d ao ¹²	t o ²¹	t ɑ ²¹	t ə ²¹	d ɔ ¹	d ɔ ³⁵	t a ²¹
3075	tɕʰ j e n ⁵⁵					tɕʰ j e n ⁵⁵		tsʰ j e n ¹	tɕʰ j e n ⁵⁵	
3076		tsʰ ɛ ⁵⁵			ts ẽ ⁵⁵		tɕʰ ĩ ⁵⁵			tɕʰ i ⁵⁵
3084	tʰ ɑ ⁴⁴	tɕʰ j a ⁵⁵	tʰ j æ ⁵⁵	tʰ æ ²⁴	ʈ a ⁵⁵	tʰ ɑ ⁴⁴	tʰ ɛ ⁴²	tʰ j æ ⁴	tʰ a ⁴²	tʰ a ⁴⁴
3095	j e n ²¹					j e n ²¹	ɲ j e n ²¹	n j e n ¹	j e n ³⁵	
3096		ɲ i ²¹	ɲ i ²¹	ɲ i ¹²	ɲ i ²¹					ɲ i ²¹
3106	tɕ i ³³		dʑ i ³³	dʑ i ²²	tɕ ɥ i ²²	tɕ j ɯ ³³		dʑ i ²	ʑ i ³³	
3117	ʈʂ i ⁴²	ts ɛ ⁴²	ts ɿ ²¹	ɖʐ i ²¹	ʈʂ ə˞ ⁴²	ts a ⁴²	tsʰ i ⁴²	ɖʐ i ⁴	ʐ ə˞ ⁴²	ts i ⁴²
3128	k ə˞ ⁴²	q a ⁴²	q æ ²¹	ɣ æ ²¹	q a ⁵⁵	k a ⁴²	kʰ ə˞ ⁴²	ɣ æ ⁴	ʁ a ⁴²	k ɛ ⁴²
3139	kʰ o ŋ ⁵⁵		kʰ o ²⁴	qʰ ao ⁵⁵		kʰ õ ⁵⁵	kʰ o ⁵⁵	qʰ o ŋ ¹	kʰ o ⁵⁵	
3140		tɕʰ i ⁵⁵			ʈʰ ɯ ⁵⁵					tsʰ ɯ ⁵⁵
3150	t e ⁴²	t ɛ ⁴²	t ɛ ²¹	d ɛ ²¹	t e ⁴²	t e ⁴²	tʰ ɛ ⁴²	d ɛ ⁴	d ɛ ⁴²	t e ⁴²
3161	ʈʂ ə ³³	dʑ i ²²	d j ɯ ²²	ɖʐ i ³³	tɕ õ ²²	ts ɯ ³³	dz əɯ ³³	d r ɯ ²	d j ɯ ³³	ts ɯ ³³
3172	ʈʂ ə˞ ³³	ts ɛ ²²	ts ɿ ²²	ʈʂ i ²²	ʈʂ ə˞ ²²	ts i ³³	ts e n ³³	ts r e n ²	ʈʂ ə̃˞ ³³	ts i ³³
3184				z o ŋ ¹²		ɕ i õ ²¹	ʐ ɥ e n ²¹	z r o ŋ ¹	ʐ ʯ ŋ ³⁵	
3183	j ou ²¹	j u ²¹	j u ²¹		ʯ ²¹					j ou ²¹
3194	m e ³⁵		m ɛ ²⁴	m e n ⁵⁵		m e ⁵⁵		m ɛ ¹	m ɛ ⁵⁵	
3205		s ɛ ²²	ɕ ɯ ²²	ʂ i ²²	ʂ ə˞ ²²		ɕ ə̃˞ ⁵⁵	s r ɯ ²	ʂ i ⁵⁵	s i ³³
3214	p ə̃˞ ³³	p a ²²	p æ ²²	p a n ²²		p a n ³³	p ə̃˞ ³³	p æ n ²	p a ŋ ³³	p ɛ ³³
3225	ts ou ³³		ts u ⁵⁵	ts u ²⁴	ts o ⁵⁵	ts ou ⁴⁴	ts o ⁴⁴	ts o ⁴	ts u ⁴²	
3234		tɕ i ⁵⁵	tɕ i ²⁴	tɕ i ⁵⁵	tɕ ĩ ⁰	tɕ i ⁵⁵	tɕ i ⁵⁵	tɕ i ¹	tɕ i ⁵⁵	
3235		k w i ⁵⁵	k w i ²⁴	k w ɛ ⁵⁵	k w i ⁵⁵	k w i ⁵⁵	k w ɛ ⁵⁵	k w ɛ ¹	k w e ⁵⁵	
3251	j a ⁴⁴		j a ⁵⁵	j a ²⁴		j o ⁴⁴	j a ⁴⁴	j a ⁴	j ɔ ⁴²	j a ⁴⁴
3253					a ⁵⁵	ɑ̃ ⁴⁴				
3263	j a ⁴⁴	a ⁴⁴	j a ⁵⁵	j a ²⁴	a ⁵⁵	j ɑ ⁴⁴	j a ⁴⁴	j a ⁴	j ɔ ⁴²	j a ⁴⁴
3274	k ə˞ ⁴²	q a ⁴³	q æ ⁴³	q æ ⁴²	q a ⁴²	k a ⁴²	k ə˞ ⁴²	q æ ⁵	q a ²¹	k ɛ ⁴²
3285	tʰ a ⁴⁴	tʰ o ⁵⁵	tʰ w a ⁵⁵	tʰ a ²⁴	tʰ a ⁵⁵	tʰ ɑ ⁴⁴		tʰ a ⁴	tʰ ɔ ⁴²	tʰ a ⁵⁵
3298			p j a ²¹			p j o ⁴²				
3297		tɕ j a ⁴⁴			tɕ i õ ⁵⁵					
3296	m a ²¹					m ɑ̃ ²¹				m a
3308	kʰ e n ⁵⁵	qʰ ɛ ⁵⁵	qʰ ɛ ²⁴	qʰ ə ⁵⁵	qʰ e ⁵⁵	kʰ ẽ ⁵⁵	kʰ e n ⁵⁵	qʰ e n ¹	qʰ a n ⁵⁵	kʰ e ⁵⁵
3319	tɕ i ³³		dʑ i ²²	dʑ i ²²		tɕ i ³³		dʑ i ²	ʑ i ³³	tɕ i ³³
3330		n u ²¹	ɲ i u ²¹	n õ ¹²	n u ²¹	n ʯ̃ ²¹	n əɯ ²¹	n j o ŋ ¹	n e n ³⁵	n u ²¹
3340	ʈʂ ou ³³	tɕ u ⁴⁴	tʲ u ⁵⁵	ts u ²⁴	ʈ o ⁵⁵	ts ou ⁴⁴	ts o ⁴⁴	ʈ o ⁴	tʲ u ⁴²	ts ou ⁴⁴
3352			ʁ ɯ ²¹	ʁ e ²¹				ʁ ɯ ⁴		
3351	ɣ ɯ ⁴²	ɣ ɯ ⁴²			ɣ ɯ ⁴²	ɣ ə ⁴²			ɣ ɯ ⁴²	ɣ ɯ ⁴²
3362	ʈʂ ə̃˞ ³⁵	ts ɛ ⁵⁵	ts ɿ ²⁴	ʈʂ ẽ ¹²	ʈʂ ə̃˞ ⁵⁵	ts a n ⁵⁵	ts e n ⁵⁵	ts r e ŋ ¹	ʈʂ ə̃˞ ⁵⁵	ts i ³⁵
3373	ʈʂʰ ə˞ ⁴⁴	tɕʰ a ⁴⁴	tʰ j æ ⁵⁵	tʰ æ ⁴²	ʈʰ a ⁵⁵	tsʰ a ⁴⁴		tʰ r æ ⁴	tʰ a ⁴²	tsʰ ɛ ⁴⁴
3384	m e ³⁵	m ɛ̃ ⁵⁵	m ɛ ²⁴		m e ⁵⁵	m ɛ ⁵⁵	m ɛ ⁵⁵	m ɛ ¹	m ɛ ⁵⁵	
3386				tɕ i ²²						ts i ⁵⁵
3397	j a ⁴⁴	j o ⁴⁴	j a ⁵⁵	j a ⁵⁵	j a ⁵⁵	j ɑ ⁴⁴		j a ⁴	j ɔ ⁴²	j o ³¹
3409	m e ³³	m i ²²	m i ²²	m i ²²	m i ²²	m e ³³	m ɛ ³³	m ə ²	m i ³³	m e ³³
3420	m a ⁴⁴		m a ⁵⁵			m ɑ̃ ⁴⁴	m a ⁴⁴	m a ⁴	m o ⁴²	m a ⁵⁵
3421		q w a ⁴⁴			q w a ⁵⁵					
3433		k o ²¹	k o ²¹	g ao ¹²	k o ²¹	k o ⁴²	k o ²¹	g ɔ ¹	g ɔ ³⁵	k o ²¹
3443	k ɯ ²¹	k ɯ ²¹	k ɯ ²¹	g ɯ ¹²	k ɯ ²²	k ɯ ²¹		g ɯ ¹	g ɯ ³⁵	k ɯ ²¹
3454	k õ ³⁵	q u ⁵⁵	q o ²⁴	q o ŋ ⁵⁵	q õ ⁵⁵	k ʯ ŋ ⁵⁵	k o ŋ ⁵⁵	q o ŋ ¹	q o ŋ ⁵⁵	k ʯ ³⁵
3455		tɕ o ²¹	t j o ²¹		ʈ o ²¹					
3469	k o ŋ ⁴²		g o ⁴³			k õ ³¹	k õ ²¹	g o ŋ ³	g ʯ ²¹	kʰ ou ³¹
3477	t e ⁴⁴	t ɛ ⁴²	t ɛ ⁵⁵	t e ²⁴	t e ⁴²	t e ⁴⁴		t ɛ ⁴		
3479	m i ⁴⁴	m ɛ ⁴²	m ɛ ⁴³		m e ⁴²			m i ¹	m ɛ ²¹	m i ⁴⁴
3493	sʰ ou ⁴⁴	s u ⁴⁴	s u ⁵⁵	s u ²⁴	s o ⁵⁵	s ou ⁴⁴	s o ⁴⁴	sʰ o ⁴	s u ⁴²	s o ⁴⁴
3504	w ẽ ³¹			w e n ¹²		w ẽ ²¹	v e n ²¹	ʁ w e n ¹	w e ŋ ³⁵	w e ²¹
3518				tɕ ɥ e n ⁵⁵		p j e n ⁵⁵		p r e n ¹	tɕ ɥ e n ⁵⁵	
3516		ts w ɛ ⁵⁵			ts w ẽ ⁵⁵					
3515	p i ẽ ³⁵									p i ³⁵
3525	tsʰ o ŋ ⁴²	tsʰ o ⁴²		tsʰ o ŋ ⁴²		tsʰ õ ³¹		tsʰ o ŋ ³	tsʰ o ŋ ²¹	tsʰ ou ³¹
3536	ʂʰ ou ⁵⁵	ɕ j o ⁵⁵	ɕ j o ²⁴	s ao ⁵⁵	ɕ j o ⁵⁵	s ou ⁵⁵	s a ⁵⁵	sʰ r ɔ ¹	ɕ j o ⁵⁵	s o ⁵⁵
3548	f ʯ ⁴²	f ʯ ⁴²	f o ⁴³	pf u ⁴²	f ʯ ⁴²	f ʯ ⁴²	f ʯ ⁴²	p j o ⁵	f ʯ ²¹	f ʯ ⁴²
3560						s u ɑ ⁴⁴	s w a ⁴⁴	s w a ⁴	s w a ⁴²	s w a ⁴⁴
3566	k ə˞ ⁴⁴	q a ⁴⁴	q æ ⁵⁵		q a ⁵⁵	k a ⁴⁴	k ə˞ ⁴⁴	q æ ⁴	q a ⁴²	k ɛ ⁴⁴
3576		ts o ŋ ⁵⁵				ts ʯ̃ ⁵⁵	tsʰ o ŋ ⁵⁵	ts u ŋ ¹	ts ʯ ŋ ⁵⁵	
3579			t æ ⁵⁵		ʈʰ a ⁵⁵					
3582					p e ⁵⁵		p a ⁵⁵			
3590	s a ⁴⁴	s o ⁴²	s a ⁵⁵	s a ²⁴	s a ⁵⁵	s ɑ ⁴⁴	s ɐ ²¹	s a ⁴	s ɔ ⁴²	
3601	k ə˞ ⁴²	q a ⁴²	q æ ²¹	ɣ æ ²¹	q a ⁵⁵	k a ⁴²		ɣ æ ⁴	ʁ a ⁴²	k ɛ ⁴²
3612	k ɯ ³⁵	q ɯ ⁵⁵	q ɯ ²⁴	q e ⁵⁵			k ə ⁵⁵	q ɯ ¹	q ə˞ ⁵⁵	k ɯ ³⁵
3625				q ao ¹²		k ou ²¹		ɣ ɔ ¹	ʁ ɔ ³⁵	k o ²¹
3623		l i ²¹			l u ²¹					
3624		b ɯ ²²			b ɯ̃ ²²					
3634	ʈʂ o ŋ ³³	tɕ u ²²	tɕ o ²²	ts o ŋ ²²	tɕ õ ²²	ts ʯ̃ ³³	ts o ŋ ³³		ʈʂ ʯ ŋ ³³	ts ʯ ³³
3645	s u ³⁵	ɕ u ⁵⁵	ɕ u ²⁴	ɕ y ⁵⁵	ɕ y ⁵⁵	s u ⁵⁵	s u ⁵⁵	s r u ¹	ʂ ʯ ⁵⁵	s u ³⁵
3656	ʈʂʰ ou ⁴⁴	tɕʰ j o ⁴⁴	tʰ i u ⁵⁵	tsʰ u ²⁴	ʈʰ o ⁵⁵	tsʰ ou ⁴⁴		tʰ r o ⁴	tʰ i u ⁴²	
3657							s əɯ ³³			s o ³³
3667	k ɯ ²¹	q ɯ ²¹	q ɯ ²¹		q ɯ ²¹	k ɯ ²¹	k əɯ ²¹	ɣ ɯ ¹		k ɯ ²¹
3668				ɣ e ¹²					ʁ ə˞ ³⁵	
3678	tɕʰ i ⁴⁴	tsʰ i ⁴⁴	tsʰ i ⁵⁵	tɕʰ i ²⁴	tsʰ i ⁵⁵	tɕʰ i ⁴⁴	tɕʰ i ⁴⁴	tsʰ j i ⁴	tɕʰ i ⁴²	tɕʰ i ⁴⁴
3689	k ə̃˞ ³³	q a ²²	q æ ²²	q a n ²²	q ã ²²	k ɛ̃ ³³	k ə̃˞ ³³	q æ n ¹	q a ŋ ³³	
3701	j i ²¹				j i ⁴²	j i ³¹		j i ³	j i ²¹	j i ³¹
3702		ɲ i ⁴⁴	ɲ i ⁴³							
3712	tɕ j ə̃˞ ²¹		dz ɛ ⁴³	dz a n ⁴²		tɕ j a n ³¹	tɕ j ə̃˞ ²¹	dʑ æ n ³	ʐ a ŋ ²¹	tɕ j ɛ ³¹
3724		ɲ i õ ²¹	ɲ j o ²¹		ɲ i õ ²¹			n j o ¹		
3723	j o ŋ ²¹			j o ŋ ¹²		j õ ²¹	j o ŋ ²¹		j o ŋ ³⁵	j ou ²¹
3735				ʁ ɛ ¹²				ʁ ɛ ¹		
3734		ŋ a ²¹	ɲ ə ²¹			ŋ e ²¹				ŋ e ²¹
3745	j e n ²¹			j e n ¹²		j e n ²¹		j e n ¹	j e n ³⁵	j e ²¹
3746		ɲ j a ²¹	ɲ j a ²¹		n a ²¹					
3757	l ou ²¹	l o ²¹	l o ²¹	l ao ¹²	l o ²¹	l ou ²¹	l o ²¹	l ɔ ¹	l ɔ ³⁵	l o ²¹
3768	j e n ²¹					j e n ²¹	ɲ j e n ²¹	n j e n ¹	j e n ³⁵	
3769		ɲ i ²¹	ɲ i ²¹	ɲ i ²¹	ɲ i ²¹					ɲ i ²¹
3779	k o ⁴²	k ʯ ⁴²	k u ⁴³	k ao ⁴²	k ʯ ⁴²	k ʯ ⁴²	k ʯ ⁴²	k o ⁵	k ʯ ²¹	k ʯ ⁴²
3790	f o ⁴⁴		f o ⁵⁵	pf u ²⁴		f ʯ ⁴⁴	f ʯ ⁴⁴	p j o ⁴	f o ⁴²	f ʯ ⁴⁴
3791		x o ⁴⁴			x o ⁵⁵					
3801	p e ²¹		p i ²¹	b i ¹²		p e ²¹	p e ²¹	b e ¹	b i ²⁵	p e ²¹
3802		tɕ ɥ i ²¹			tɕ ɥ i ²¹					
3813	x e n ⁵⁵	x ɛ̃ ⁵⁵	x ɛ ²⁴	h e n ⁵⁵	x ɛ̃ ⁵⁵	x e n ⁵⁵	x e n ⁵⁵	x e n ¹	x e n ⁵⁵	x e ⁵⁵
3825		qʰ w a ⁵⁵	qʰ w æ ²⁴	qʰ w æ ⁵⁵	qʰ w e ⁵⁵		kʰ w ə˞ ⁵⁵	qʰ w æ ¹		w ɛ ³⁵
3824	pʰ j ə˞ ⁵⁵					pʰ j ɛ ⁵⁵				
3834	x w i ³³		x w i ²²	x w i ²²		x w i ³³		x w i ²	x w e ³³	x w i ³³
3835	ɕ j e n ³⁵	s ɛ ⁵⁵	s i ²⁴	ɕ i ⁵⁵	s e ⁵⁵	ɕ j e n ⁵⁵	ɕ e n ⁵⁵	s j e n ¹	ɕ j e n ⁵⁵	ɕ e ⁵⁵
3836		f i ²²			f i ²²		f i ³³			
3855	p ə̃˞ ²¹	p a ²¹	b ɛ ²¹	b æ ¹²	p ã ²¹	p a n ²¹	p ə̃˞ ²¹	b æ ŋ ¹	b a ŋ ³⁵	p ɛ ²¹
3867		p ɯ ²²		p u ²²	p u ²²			p u ²	p ɯ ³³	
3866	kʰ o ³³					kʰ ʯ ³³	k u ²²	kʰ r o ²		kʰ ʯ ³³
3871			tsʰ ɿ ²²	ʈʂʰ i ²²	tɕʰ j ə̃˞ ²²				ʈʂʰ ə̃˞ ³³	
3885	sʰ w e ⁴⁴	s w ɛ ⁴⁴	s u ɛ ⁵⁵	s w ɛ ⁴²	s w e ⁵⁵	s w i ⁴⁴	ɕ ɥ ɛ ⁴⁴	sʰ w ɛ ⁴	s w e ⁴²	s w e ⁴⁴
3896	ts i ²¹		ts i ²¹	dz i ¹²				dz i ¹	z i ³⁵	ts i ²¹
3897		ɲ y a ⁵⁵			ɲ ɥ a ⁵⁵					
3907	pʰ ə˞ ⁵⁵	pʰ a ⁵⁵	pʰ æ ²⁴	pʰ æ ⁵⁵	pʰ a ⁵⁵	pʰ a ⁵⁵	pʰ ə˞ ⁵⁵	pʰ æ ¹	pʰ a ⁵⁵	pʰ ɛ ⁵⁵
3922				tʰ y ²²		tʰ u ³³		tʰ u ²		tʰ u ³³
3921		n ɛ ²¹	n ɛ ²¹		n e ²¹		n e ⁴²	n ɛ ¹		
3933		ts e ⁵⁵			ʈʂ ə̃˞ ⁵⁵				ʈʂ ẽ ⁵⁵	
3932	k õ ⁵⁵					k ʯ̃ ⁵⁵				k ʯ ³⁵
3942	ts i ³³	ts i ²²	ts i ²²	ts i ²²	ts i ²²	ts i ³³	ts i ³³	ts i ²	ts i ³³	ts i ³³
3953	ʈʂʰ ə̃˞ ⁵⁵	tɕʰ j a ⁵⁵	tʰ j æ ²⁴	tʰ j a n ⁵⁵	ʈ ã ⁵⁵	tsʰ a n ⁵⁵	tsʰ ə˞ ⁵⁵	tʰ æ n ¹	tʰ j a ŋ ⁵⁵	tsʰ ɛ ⁵⁵
3964	x ə̃˞ ⁵⁵	x ã ⁵⁵	χ æ ²⁴	h a n ⁵⁵	x ã ⁵⁵	x a n ⁵⁵		χ æ n ¹	x a ŋ ⁵⁵	x ɛ ⁵⁵
3975	sʰ w a ŋ ⁵⁵	s w a ⁵⁵		s w a ŋ ⁵⁵		s w ɑ̃ ⁵⁵	s w a ŋ ⁵⁵	sʰ w a ŋ ¹	s o ŋ ⁵⁵	s w a ⁵⁵
3987			d o ²¹	d o ŋ ¹²				d o ŋ ¹	d o ŋ ³⁵	t ou ²¹
3996	ʈʂʰ i ⁵⁵					tsʰ i ⁵⁵	tɕʰ i ⁵⁵	tsʰ r i ¹	tɕʰ i ⁴²	ts i ⁵⁵
3997		f ɛ ⁵⁵	f ɛ ²⁴		f e ⁵⁵				f ə˞ ⁵⁵	
3998		tʰ o ⁴²	tʰ o ⁴³	tʰ w a ⁴²					tʰ ɔ ²¹	
4012	tɕ i ⁴⁴		ts u ɛ ⁵⁵	ts w ɛ ²⁴		ts w i ⁴⁴		ts w ɛ ⁴	ts w e ⁴²	ts w e ⁴⁴
4023	ɕ j ə̃˞ ⁵⁵	ɕ j a ⁵⁵	ɕ j æ ²⁴	s a n ⁵⁵	ɕ i ã ⁵⁵	ɕ j a n ⁵⁵	ɕ ə̃˞ ⁵⁵	s j æ n ¹	ɕ j a ŋ ⁵⁵	ɕ j ɛ ⁵⁵
4034	ʈʂ ẽ ³⁵	tɕ i ⁵⁵	d j ɯ ²⁴	dz ẽ ¹²	ʈ ɯ̃ ⁵⁵	ts ə̃ ⁵⁵	ts e n ⁵⁵	d r ɯ̃ ¹	d ĩ ⁵⁵	ts ɯ ³⁵
4045	p u ³¹	p ɯ ⁴²	p ɯ ⁴³		p u ⁴²	p u ³¹	p ɯ ²¹	p u ³		p u ⁴²
4046				g u ²²					g ɔ ³³	
4056	t a ⁴²	t a ⁴²	t a ²¹	d a ²¹	t a ⁴²	t ɑ ⁴²	tʰ a ⁴²	d a ⁴		t a ⁴²
4068			ɣ ɯ ²¹	ɣ e ²¹		ɣ ə ³³	ɣ ə ³³	ɣ ɯ ²	ɣ ɯ ³³	
4069			m o ²²	m u ³³		m õ ³³	m o ŋ ³³	m ø ²	m o ³³	
4081	k w a ⁴²	q w a ⁴²	q w a ²¹	q w a ²¹	q w a ⁴²	k u ɑ ⁴²		ɣ w a ⁴		k w a ⁴²
4085	p j ou ³⁵		p j o ²⁴			p j o ⁵⁵	p j o ⁵⁵	p r ɔ ¹		p j a ³⁵
4086		tɕ o ⁵⁵							tɕ j ɔ ⁵⁵	
4102	ʈʂʰ u ³¹	tɕʰ u ⁴²	tʰ i u ⁴³	tsʰ u ⁴²	ʈʰ ʯ ⁴²	tsʰ u ³¹		tʰ r u ³	tʰ ʯ ²¹	tsʰ u ³¹
4112	ʈʂʰ u		tʰ i u ²²			tsʰ u ³³	tsʰ u ³³	tʰ r u ²	tʰ ʯ ³³	tsʰ u ³³
4124		z ɛ ²²	z ɿ ²¹	ʐ i ²²	ʐ ə˞ ⁴²				ʐ ə˞ ⁴²	
4125						ʯ ⁴²	j u ⁴²			ʯ ⁴²
4123	w ei ⁵⁵					w ei ⁵⁵				
4135		tsʰ u ⁴²	tsʰ u ⁴³	tsʰ u ⁴²	tsʰ u ⁴²		tsʰ u ²¹	tsʰ u ³		ʯ ⁴²
4143	ʈʂ ou ⁴²	tɕ i u ⁴²	t i u ²¹	dz u ²¹	ʈ o ²¹	ts ou ⁴²	tsʰ ʯ ⁴²	d r o ⁴	d i u ⁴²	ts ou ⁴²
4154	t w e n ³⁵			t w e n ⁵⁵		t w e n ⁵⁵	ts w e n ⁵⁵	t w e n ¹	t w e ⁵⁵	
4155		t i ⁵⁵	t ɥ ɛ ²⁴		t ɥ i ⁵⁵					
4165	p i ³¹		b i ⁴³			p i ³¹	b i ²¹	b r i ³		p i ²¹
4176		tsʰ ɛ ²²	tsʰ ɿ ²²	ʈʂʰ ə̃˞ ²²	tɕʰ ə̃˞ ²²		tsʰ e n ³³	tsʰ r e n ²	ʈʂʰ ə̃˞ ³³	
4185	m õ ⁴⁴	m u ⁵⁵	m ɯ ⁵⁵	m o ŋ ²⁴	m o ⁵⁵	m õ ⁴⁴	m o ⁴⁴	m ɔ ⁴	m ɔ ⁴²	m ou ⁵⁵
4196	tɕ i ⁴⁴		ts i ⁵⁵	tɕ i ¹²		tɕ i ⁴⁴	tɕ i ⁴⁴	ts j i ⁴	tɕ i ⁴²	tɕ i ⁵⁵
4206		ɲ i ⁴⁴	ɲ i ⁵⁵	ɲ i ²⁴	ɲ i ⁵⁵		ɲ j ɛ ⁴⁴	n j i ⁴		
4205	j e n ⁴⁴					j e n ⁴⁴			j e n ⁴²	
4217			ʁ a ²¹	ʁ a ŋ ¹²			ɣ a ŋ ²¹	ʁ a ŋ ¹		
4216	ŋ a ²¹	ŋ a ²¹			ã ²¹	ŋ ɑ̃ ²¹			ŋ ɔ ³⁵	ŋ a ²¹
4227	ʈʂʰ ə̃˞ ⁵⁵	tsʰ ɛ ⁵⁵	tsʰ ɿ ²⁴	ʈʂʰ ə̃˞ ⁵⁵	ʈʂʰ ə˞ ⁵⁵	tsʰ a n ⁵⁵	tsʰ e n ⁵⁵	tsʰ r e ŋ ¹	ʈʂʰ ə̃˞ ⁵⁵	tsʰ i ⁵⁵
4238	ʈʂ ou ²¹	tɕ o ²¹	tʲ o ²¹	dz ao ¹²	ʈ o ²¹	ts ou ²¹	ts o ²¹	d r ɔ ¹	d j ɔ ³⁵	ts o ²¹
4249	k ã ³⁵	q o ⁵⁵	q a ²⁴	q a ŋ ⁵⁵	q ã ⁵⁵	k ɑ̃ ⁵⁵	k a ŋ ⁵⁵	q a ŋ ¹	q ɔ ŋ ⁵⁵	k a ³⁵
4260	pʰ e ⁵⁵		pʰ i ²⁴				pʰ ɛ ⁵⁵	pʰ e ¹	pʰ o ⁵⁵	pʰ e ⁵⁵
4261		tɕʰ ɥ i ⁵⁵		tɕ j e n ⁵⁵	tɕʰ ɥ i ⁵⁵					
4271	ʈʂ i ⁴²	ts ɛ ⁴²	ts ɿ ²¹	ɖʐ i ²¹	ʈʂ ə˞ ⁴²	ts a ⁴²	tsʰ i ⁴²	ɖʐ i ⁴	ʐ ə˞ ⁴²	ts i ⁴²
4284						j ẽ ²¹			j ẽ ³⁵	
4283		ɲ i ²¹	ɲ i ə ²¹	ɲ e ¹²	ɲ i ²¹		ɲ i əɯ ²¹			
4293	tɕ j e n ³⁵			tɕ j e n ²²		tɕ j e n ⁵⁵		tɕ e n ¹	tɕ e n ⁵⁵	tɕ e ³⁵
4294		tɕ i ⁵⁵	tɕ i ²⁴		tɕ ĩ ⁵⁵		tɕ ĩ ⁵⁵			
4304	ʈʂ õ ⁴²	tɕ i u ⁴²	tɕ j o ²¹	dz ao ²¹	tɕ j o ²¹	ts ʯ̃ ⁴²	tsʰ u ²¹	ɖʐ o ⁴	ʐ y ⁴²	ts ʯ ⁴²
4315	t õ ³³	t o ²²	d o ²²	d o ŋ ³³	ɖ ɯ ²²	t õ ³³	d o ŋ ³³	d j o ŋ ²	d o ŋ ³³	t o ³³
4326	k ẽ ³³		ɣ ɯ ²²	ɣ e ²²	q ɯ̃ ⁴²	k ẽ ³³	k əɯ ³³	ɣ ɯ ²	ʁ ə˞ ³³	k ɯ ³³
4336	ts ẽ ⁴²	t i ⁴²	ts ɿ ²¹	d ɛ ⁴²	d j e ⁴²	ts ɯ ⁴²	d e n ²¹	d j ɛ ⁵	d e ²¹	ts ɯ ⁴²
4347	m i ³³	m i ²²			m i ²²	m i ³³		m i ²	m i ³³	m i ³³
4357	tɕʰ i ³¹	tsʰ i ⁴²			tsʰ e ⁴²	tɕʰ i ³¹	tɕʰ i ²¹	tsʰ e ³	tɕʰ i ¹²¹	tɕʰ i ³¹
4366	tɕʰ j e n ⁵⁵			tɕʰ j a n ⁵⁵		tɕʰ j e n ⁵⁵		tsʲʰ e n ¹	tɕʰ j e n ⁵⁵	
4367		tsʰ i ⁵⁵	tsʰ i ²⁴		tɕʰ ĩ ⁵⁵		tɕʰ ĩ ⁵⁵			tɕʰ i ⁵⁵
4400	sʰ ã ⁵⁵	s o ⁵⁵	s a ²⁴	s a ŋ ²⁴	s ã ⁵⁵	s ɑ̃ ⁵⁵	s a ŋ ⁵⁵	sʰ a ŋ ¹	s a ŋ ⁵⁵	s a ⁵⁵
4411	x e n ⁵⁵	x ẽ ⁵⁵	x ɛ ²⁴	h e n ⁵⁵	x ẽ ⁵⁵	x e n ⁵⁵	x e n ⁵⁵	x e n ¹	x e n ⁵⁵	x e ⁵⁵
4412	m ə˞ ²¹	m a ²¹	m æ ²¹	m æ ¹²	m a ²¹	m a n ²¹	m ə˞ ²¹		m a ³⁵	m ɛ ²¹
4433			f o ²¹					b j o ⁴	v ə˞ ⁴²	
4434				b w ɯ ²¹			pʰ ɯ ⁴²			p ɛ ²¹
4432		u ²¹			u ²¹					
4441	l ou ²¹	l o ²¹	l o ²¹	l ao ¹²	l o ²¹	l ou ²¹	l o ²¹	l ɔ ¹	l ɔ ³⁵	l o ²¹
