ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
2613	1414_pickup	pick up	Dashi	Dashi	tʂi42	tʂi42	ʈʂ i ⁴²		26.3530106	100.1930442	Sino-Tibetan	2 7 8	AXT	CI3	1	1.C.C 1.I.V 1.3.T	1.6 3.0 1.0	ʈʂi⁴²	0	3117
2614	1414_pickup	pick up	Zhoucheng	Zhoucheng	tsi42	tsi42	ts i ⁴²	zhou1234	25.8958826	100.0988062	Sino-Tibetan	2 7 8	AXT	CI3	10	10.C.C 10.I.V 10.3.T	1.6 3.0 1.0	tsi⁴²	0	3117
2615	1414_pickup	pick up	Mazhelong	Mazhelong	tsʰi42	tsʰi42	tsʰ i ⁴²		24.1677209	104.1950232	Sino-Tibetan	2 7 8	AXT	CI3	7	7.C.C 7.I.V 7.3.T	1.6 3.0 1.0	tsʰi⁴²	0	3117
2616	1413_pickupfoodwithchopstick	pick up (food with chopstick)	ProtoBai	Proto-Bai	ɢæ4	ɢæ4	ɣ æ ⁴				Sino-Tibetan	3 7 8	AXT	GE6	8	8.G.C 8.E.V 8.6.T	1.6 3.0 1.0	ɣæ⁴	0	3128
2617	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Tuoluo	Tuoluo	ʁa42	ʁa42	ʁ a ⁴²	tuol1234	23.3833337	102.1839821	Sino-Tibetan	5 7 8	AXT	RA3	9	9.R.C 9.A.V 9.3.T	1.6 3.0 1.0	ʁa⁴²	0	3128
2618	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Gongxing	Gongxing	ɢæ21	ɢæ21	ɣ æ ²¹		27.0852794	99.1652452	Sino-Tibetan	3 7 8	AXT	GE3	4	4.G.C 4.E.V 4.3.T	1.6 3.0 1.0	ɣæ²¹	0	3128
2619	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Enqi	Enqi	qæ21	qæ21	q æ ²¹	enqi1234	26.4738155	99.1189832	Sino-Tibetan	1 7 8	AXT	KE3	3	3.K.C 3.E.V 3.3.T	1.6 3.0 1.0	qæ²¹	1	3128
2620	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Ega	Ega	qa42	qa42	q a ⁴²	egab1234	26.4858945	98.8528962	Sino-Tibetan	1 7 8	AXT	KA3	2	2.K.C 2.A.V 2.3.T	1.6 3.0 1.0	qa⁴²	1	3128
2621	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Jinman	Jinman	qa55	qa55	q a ⁵⁵	nuji1238	26.4154856	99.1285952	Sino-Tibetan	1 7 8	AXT	KA5	5	5.K.C 5.A.V 5.5.T	1.6 3.0 1.0	qa⁵⁵	1	3128
2622	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Jinxing	Jinxing	ka42	ka42	k a ⁴²		24.9259218	103.1237482	Sino-Tibetan	1 7 8	AXT	KA3	6	6.K.C 6.A.V 6.3.T	1.6 3.0 1.0	ka⁴²	0	3128
2623	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Dashi	Dashi	kɚ42	kɚ42	k ə˞ ⁴²		26.3530106	100.1930442	Sino-Tibetan	1 7 8	AXT	KE3	1	1.K.C 1.E.V 1.3.T	1.6 3.0 1.0	kə˞⁴²	0	3128
2624	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Zhoucheng	Zhoucheng	kɛ42	kɛ42	k ɛ ⁴²	zhou1234	25.8958826	100.0988062	Sino-Tibetan	1 7 8	AXT	KE3	10	10.K.C 10.E.V 10.3.T	1.6 3.0 1.0	kɛ⁴²	0	3128
2625	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Mazhelong	Mazhelong	kʰɚ42	kʰɚ42	kʰ ə˞ ⁴²		24.1677209	104.1950232	Sino-Tibetan	1 7 8	AXT	KE3	7	7.K.C 7.E.V 7.3.T	1.6 3.0 1.0	kʰə˞⁴²	0	3128
2626	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	ProtoBai	Proto-Bai	qʰoŋ1	qʰoŋ1	qʰ o ŋ ¹				Sino-Tibetan	1 7 4 8	AXLT	KUN6	8	8.K.C 8.U.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	qʰoŋ¹	1	3139
2627	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	Tuoluo	Tuoluo	kʰo55	kʰo55	kʰ o ⁵⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	1 7 8	AXT	KU5	9	9.K.C 9.U.V 9.5.T	1.6 3.0 1.0	kʰo⁵⁵	0	3139
2628	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	Gongxing	Gongxing	qʰao55	qʰao55	qʰ ao ⁵⁵		27.0852794	99.1652452	Sino-Tibetan	1 7 8	AXT	KA5	4	4.K.C 4.A.V 4.5.T	1.6 3.0 1.0	qʰao⁵⁵	0	3139
2629	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	Enqi	Enqi	kʰo24	kʰo24	kʰ o ²⁴	enqi1234	26.4738155	99.1189832	Sino-Tibetan	1 7 8	AXT	KU2	3	3.K.C 3.U.V 3.2.T	1.6 3.0 1.0	kʰo²⁴	1	3139
2630	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	Ega	Ega	(tɕʰi55)	tɕʰi55	tɕʰ i ⁵⁵	egab1234	26.4858945	98.8528962	Sino-Tibetan	2 7 8	AXT	CI5	2	2.C.C 2.I.V 2.5.T	1.6 3.0 1.0	tɕʰi⁵⁵	1	3140
2631	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	Jinman	Jinman	ʈʰɯ55)	ʈʰɯ55)	ʈʰ ɯ ⁵⁵	nuji1238	26.4154856	99.1285952	Sino-Tibetan	1 7 8	AXT	TI5	5	5.T.C 5.I.V 5.5.T	1.6 3.0 1.0	ʈʰɯ⁵⁵	0	3140
2632	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	Jinxing	Jinxing	kʰõ55	kʰõ55	kʰ õ ⁵⁵		24.9259218	103.1237482	Sino-Tibetan	1 7 8	AXT	KU5	6	6.K.C 6.U.V 6.5.T	1.6 3.0 1.0	kʰõ⁵⁵	1	3139
2633	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	Dashi	Dashi	kʰoŋ55	kʰoŋ55	kʰ o ŋ ⁵⁵		26.3530106	100.1930442	Sino-Tibetan	1 7 4 8	AXLT	KUN5	1	1.K.C 1.U.V 1.N.c 1.5.T	1.6 3.0 1.1 1.0	kʰoŋ⁵⁵	1	3139
2634	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	Zhoucheng	Zhoucheng	(tsʰɯ55)	tsʰɯ55	tsʰ ɯ ⁵⁵	zhou1234	25.8958826	100.0988062	Sino-Tibetan	2 7 8	AXT	CI5	10	10.C.C 10.I.V 10.5.T	1.6 3.0 1.0	tsʰɯ⁵⁵	0	3140
2635	1412_pickupfoodwithchopstickfastenthebelt	pick up (food with chopstick) [fasten the belt]	Mazhelong	Mazhelong	kʰo55	kʰo55	kʰ o ⁵⁵		24.1677209	104.1950232	Sino-Tibetan	1 7 8	AXT	KU5	7	7.K.C 7.U.V 7.5.T	1.6 3.0 1.0	kʰo⁵⁵	1	3139
2636	284_pig	pig	ProtoBai	Proto-Bai	dɛ4	dɛ4	d ɛ ⁴				Sino-Tibetan	1 7 8	AXT	TE6	8	8.T.C 8.E.V 8.6.T	1.6 3.0 1.0	dɛ⁴	0	3150
2637	284_pig	pig	Tuoluo	Tuoluo	dɛ42	dɛ42	d ɛ ⁴²	tuol1234	23.3833337	102.1839821	Sino-Tibetan	1 7 8	AXT	TE3	9	9.T.C 9.E.V 9.3.T	1.6 3.0 1.0	dɛ⁴²	0	3150
2638	284_pig	pig	Gongxing	Gongxing	dɛ21	dɛ21	d ɛ ²¹		27.0852794	99.1652452	Sino-Tibetan	1 7 8	AXT	TE3	4	4.T.C 4.E.V 4.3.T	1.6 3.0 1.0	dɛ²¹	0	3150
2639	284_pig	pig	Enqi	Enqi	tE21	tE21	t ᴇ/ɛ ²¹	enqi1234	26.4738155	99.1189832	Sino-Tibetan	1 7 8	AXT	TE3	3	3.T.C 3.E.V 3.3.T	1.6 3.0 1.0	tᴇ/ɛ²¹	0	3150
2640	284_pig	pig	Ega	Ega	tɛ42	tɛ42	t ɛ ⁴²	egab1234	26.4858945	98.8528962	Sino-Tibetan	1 7 8	AXT	TE3	2	2.T.C 2.E.V 2.3.T	1.6 3.0 1.0	tɛ⁴²	0	3150
2641	284_pig	pig	Jinman	Jinman	te42	te42	t e ⁴²	nuji1238	26.4154856	99.1285952	Sino-Tibetan	1 7 8	AXT	TE3	5	5.T.C 5.E.V 5.3.T	1.6 3.0 1.0	te⁴²	0	3150
2642	284_pig	pig	Jinxing	Jinxing	te42	te42	t e ⁴²		24.9259218	103.1237482	Sino-Tibetan	1 7 8	AXT	TE3	6	6.T.C 6.E.V 6.3.T	1.6 3.0 1.0	te⁴²	0	3150
2643	284_pig	pig	Dashi	Dashi	te42	te42	t e ⁴²		26.3530106	100.1930442	Sino-Tibetan	1 7 8	AXT	TE3	1	1.T.C 1.E.V 1.3.T	1.6 3.0 1.0	te⁴²	0	3150
2644	284_pig	pig	Zhoucheng	Zhoucheng	te42	te42	t e ⁴²	zhou1234	25.8958826	100.0988062	Sino-Tibetan	1 7 8	AXT	TE3	10	10.T.C 10.E.V 10.3.T	1.6 3.0 1.0	te⁴²	0	3150
2645	284_pig	pig	Mazhelong	Mazhelong	tʰɛ42	tʰɛ42	tʰ ɛ ⁴²		24.1677209	104.1950232	Sino-Tibetan	1 7 8	AXT	TE3	7	7.T.C 7.E.V 7.3.T	1.6 3.0 1.0	tʰɛ⁴²	1	3150
2646	513_pillar	pillar	ProtoBai	Proto-Bai	drɯ2	drɯ2	d r ɯ ²				Sino-Tibetan	1 5 7 8	ACXT	TRI6	8	8.T.C 8.R.C 8.I.V 8.6.T	1.6 1.2 3.0 1.0	drɯ²	0	3161
2647	513_pillar	pillar	Tuoluo	Tuoluo	diɯ33	diɯ33	d i/j ɯ ³³	tuol1234	23.3833337	102.1839821	Sino-Tibetan	1 6 7 8	ACXT	TJI4	9	9.T.C 9.J.C 9.I.V 9.4.T	1.6 1.2 3.0 1.0	di/jɯ³³	0	3161
2648	513_pillar	pillar	Gongxing	Gongxing	dʐi33	dʐi33	ɖʐ i ³³		27.0852794	99.1652452	Sino-Tibetan	2 7 8	AXT	CI4	4	4.C.C 4.I.V 4.4.T	1.6 3.0 1.0	ɖʐi³³	0	3161
2649	513_pillar	pillar	Enqi	Enqi	diɯ22	diɯ22	d i/j ɯ ²²	enqi1234	26.4738155	99.1189832	Sino-Tibetan	1 6 7 8	ACXT	TJI1	3	3.T.C 3.J.C 3.I.V 3.1.T	1.6 1.2 3.0 1.0	di/jɯ²²	0	3161
2650	513_pillar	pillar	Ega	Ega	dʑi22	dʑi22	dʑ i ²²	egab1234	26.4858945	98.8528962	Sino-Tibetan	2 7 8	AXT	CI1	2	2.C.C 2.I.V 2.1.T	1.6 3.0 1.0	dʑi²²	1	3161
2651	513_pillar	pillar	Jinman	Jinman	tɕõ22	tɕõ22	tɕ õ ²²	nuji1238	26.4154856	99.1285952	Sino-Tibetan	2 7 8	AXT	CU1	5	5.C.C 5.U.V 5.1.T	1.6 3.0 1.0	tɕõ²²	0	3161
2652	513_pillar	pillar	Jinxing	Jinxing	tsɯ33	tsɯ33	ts ɯ ³³		24.9259218	103.1237482	Sino-Tibetan	2 7 8	AXT	CI4	6	6.C.C 6.I.V 6.4.T	1.6 3.0 1.0	tsɯ³³	0	3161
2653	513_pillar	pillar	Dashi	Dashi	tʂ33	tʂ33	ʈʂ */ə ³³		26.3530106	100.1930442	Sino-Tibetan	2 7 8	AXT	CE4	1	1.C.C 1.E.V 1.4.T	1.6 3.0 1.0	ʈʂ*/ə³³	0	3161
2654	513_pillar	pillar	Zhoucheng	Zhoucheng	tsɯ33	tsɯ33	ts ɯ ³³	zhou1234	25.8958826	100.0988062	Sino-Tibetan	2 7 8	AXT	CI4	10	10.C.C 10.I.V 10.4.T	1.6 3.0 1.0	tsɯ³³	1	3161
2655	513_pillar	pillar	Mazhelong	Mazhelong	dzǝɯ33	dzǝɯ33	dz əɯ ³³		24.1677209	104.1950232	Sino-Tibetan	2 7 8	AXT	CE4	7	7.C.C 7.E.V 7.4.T	1.6 3.0 1.0	dzəɯ³³	1	3161
2656	490_pillow	pillow	ProtoBai	Proto-Bai	tsren2	tsren2	ts r e n ²				Sino-Tibetan	2 5 7 4 8	ACXLT	CREN6	8	8.C.C 8.R.C 8.E.V 8.N.c 8.6.T	1.6 1.2 3.0 1.1 1.0	tsren²	0	3172
2657	490_pillow	pillow	Tuoluo	Tuoluo	tʂɚ̃33(diɯ35)	tʂɚ̃33	ʈʂ ə̃˞ ³³	tuol1234	23.3833337	102.1839821	Sino-Tibetan	2 7 8	AXT	CE4	9	9.C.C 9.E.V 9.4.T	1.6 3.0 1.0	ʈʂə̃˞³³	1	3172
2658	490_pillow	pillow	Gongxing	Gongxing	tʂi22(di12)	tʂi22	ʈʂ i ²²		27.0852794	99.1652452	Sino-Tibetan	2 7 8	AXT	CI1	4	4.C.C 4.I.V 4.1.T	1.6 3.0 1.0	ʈʂi²²	1	3172
2659	490_pillow	pillow	Enqi	Enqi	tsɿ22(tiǝ21)	tsɿ22	ts ɿ ²²	enqi1234	26.4738155	99.1189832	Sino-Tibetan	2 7 8	AXT	CI1	3	3.C.C 3.I.V 3.1.T	1.6 3.0 1.0	tsɿ²²	1	3172
2660	490_pillow	pillow	Ega	Ega	tsɛ22(tɕi21)	tsɛ22	ts ɛ ²²	egab1234	26.4858945	98.8528962	Sino-Tibetan	2 7 8	AXT	CE1	2	2.C.C 2.E.V 2.1.T	1.6 3.0 1.0	tsɛ²²	1	3172
2661	490_pillow	pillow	Jinman	Jinman	tʂɚ22(ʈɯ21)	tʂɚ22	ʈʂ ə˞ ²²	nuji1238	26.4154856	99.1285952	Sino-Tibetan	2 7 8	AXT	CE1	5	5.C.C 5.E.V 5.1.T	1.6 3.0 1.0	ʈʂə˞²²	1	3172
2662	490_pillow	pillow	Jinxing	Jinxing	tsi33(tǝ31)	tsi33	ts i ³³		24.9259218	103.1237482	Sino-Tibetan	2 7 8	AXT	CI4	6	6.C.C 6.I.V 6.4.T	1.6 3.0 1.0	tsi³³	1	3172
2663	490_pillow	pillow	Dashi	Dashi	tʂɚ33(ti31pu33)	tʂɚ33	ʈʂ ə˞ ³³		26.3530106	100.1930442	Sino-Tibetan	2 7 8	AXT	CE4	1	1.C.C 1.E.V 1.4.T	1.6 3.0 1.0	ʈʂə˞³³	1	3172
2664	490_pillow	pillow	Zhoucheng	Zhoucheng	tsi33(tɯ21)	tsi33	ts i ³³	zhou1234	25.8958826	100.0988062	Sino-Tibetan	2 7 8	AXT	CI4	10	10.C.C 10.I.V 10.4.T	1.6 3.0 1.0	tsi³³	1	3172
2665	490_pillow	pillow	Mazhelong	Mazhelong	tsen33(tǝɯ21)	tsen33	ts e n ³³		24.1677209	104.1950232	Sino-Tibetan	2 7 4 8	AXLT	CEN4	7	7.C.C 7.E.V 7.N.c 7.4.T	1.6 3.0 1.1 1.0	tsen³³	0	3172
2666	385_pine	pine	ProtoBai	Proto-Bai	zroŋ1	zroŋ1	z r o ŋ ¹				Sino-Tibetan	3 5 7 4 8	ACXLT	SRUN6	8	8.S.C 8.R.C 8.U.V 8.N.c 8.6.T	1.6 1.2 3.0 1.1 1.0	zroŋ¹	0	3184
2667	385_pine	pine	Tuoluo	Tuoluo	ʐvŋ35	ʐvŋ35	ʐ v/ʯ ŋ ³⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	3 7 4 8	AXLT	SYN2	9	9.S.C 9.Y.V 9.N.c 9.2.T	1.6 3.0 1.1 1.0	ʐv/ʯŋ³⁵	1	3184
2668	385_pine	pine	Gongxing	Gongxing	zoŋ12	zoŋ12	z o ŋ ¹²		27.0852794	99.1652452	Sino-Tibetan	3 7 4 8	AXLT	SUN2	4	4.S.C 4.U.V 4.N.c 4.2.T	1.6 3.0 1.1 1.0	zoŋ¹²	0	3184
2669	385_pine	pine	Enqi	Enqi	ju21	ju21	j u ²¹	enqi1234	26.4738155	99.1189832	Sino-Tibetan	6 7 8	AXT	JY3	3	3.J.C 3.Y.V 3.3.T	1.6 3.0 1.0	ju²¹	0	3183
2670	385_pine	pine	Ega	Ega	ju21	ju21	j u ²¹	egab1234	26.4858945	98.8528962	Sino-Tibetan	6 7 8	AXT	JY3	2	2.J.C 2.Y.V 2.3.T	1.6 3.0 1.0	ju²¹	0	3183
2671	385_pine	pine	Jinman	Jinman	v21	v21	v/ʯ ²¹	nuji1238	26.4154856	99.1285952	Sino-Tibetan	7 8	XT	Y3	5	5.Y.V 5.3.T	3.0 1.0	v/ʯ²¹	0	3183
2672	385_pine	pine	Jinxing	Jinxing	ɕiõ21 (Wang 2006 gives ɕiõ ̲21, is this a mistake?)	ɕiõ21	ɕ i õ ²¹		24.9259218	103.1237482	Sino-Tibetan	3 7 7 8	AXYT	SIU3	6	6.S.C 6.I.V 6.U.V 6.3.T	1.6 3.0 3.0 1.0	ɕiõ²¹	0	3184
2673	385_pine	pine	Dashi	Dashi	jou21	jou21	j ou ²¹		26.3530106	100.1930442	Sino-Tibetan	6 7 8	AXT	JU3	1	1.J.C 1.U.V 1.3.T	1.6 3.0 1.0	jou²¹	0	3183
2674	385_pine	pine	Zhoucheng	Zhoucheng	jou21	jou21	j ou ²¹	zhou1234	25.8958826	100.0988062	Sino-Tibetan	6 7 8	AXT	JU3	10	10.J.C 10.U.V 10.3.T	1.6 3.0 1.0	jou²¹	0	3183
2675	385_pine	pine	Mazhelong	Mazhelong	ʐyen21	ʐyen21	ʐ y/ɥ e n ²¹		24.1677209	104.1950232	Sino-Tibetan	3 6 7 4 8	ACXLT	SJEN3	7	7.S.C 7.J.C 7.E.V 7.N.c 7.3.T	1.6 1.2 3.0 1.1 1.0	ʐy/ɥen²¹	0	3184
2676	388_pinetorches	pine torches	ProtoBai	Proto-Bai	mɛ1a	mɛ1a	m ɛ 1a/¹				Sino-Tibetan	4 7 8	AXT	ME6	8	8.M.C 8.E.V 8.6.T	1.6 3.0 1.0	mɛ1a/¹	0	3194
2677	388_pinetorches	pine torches	Tuoluo	Tuoluo	mɛ55(tʂi55)	mɛ55	m ɛ ⁵⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	4 7 8	AXT	ME5	9	9.M.C 9.E.V 9.5.T	1.6 3.0 1.0	mɛ⁵⁵	0	3194
2678	388_pinetorches	pine torches	Gongxing	Gongxing	men555	men555	m e n ⁵⁵		27.0852794	99.1652452	Sino-Tibetan	4 7 4 8	AXLT	MEN5	4	4.M.C 4.E.V 4.N.c 4.5.T	1.6 3.0 1.1 1.0	men⁵⁵	0	3194
2679	388_pinetorches	pine torches	Enqi	Enqi	mE24	mE24	m ᴇ/ɛ ²⁴	enqi1234	26.4738155	99.1189832	Sino-Tibetan	4 7 8	AXT	ME2	3	3.M.C 3.E.V 3.2.T	1.6 3.0 1.0	mᴇ/ɛ²⁴	0	3194
2680	388_pinetorches	pine torches	Ega	Ega	(ɕy55ɣo21)	ɕy55ɣo21	ɕ y ⁵⁵ + ɣ o ²¹	egab1234	26.4858945	98.8528962	Sino-Tibetan	3 7 8 9 3 7 8	AXT_AXT	SY5_GU3	2	2.S.C 2.Y.V 2.5.T 2._._ 2.G.C 2.U.V 2.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɕy⁵⁵+ɣo²¹	0	3195 3196
2681	388_pinetorches	pine torches	Jinman	Jinman	(u22ne21)	u22ne21	u ²² + n e ²¹	nuji1238	26.4154856	99.1285952	Sino-Tibetan	7 8 9 4 7 8	XT_AXT	Y1_NE3	5	5.Y.V 5.1.T 5._._ 5.N.C 5.E.V 5.3.T	3.0 1.0 0.0 1.6 3.0 1.0	u²²+ne²¹	0	3197 3198
2682	388_pinetorches	pine torches	Jinxing	Jinxing	me55	me55	m e ⁵⁵		24.9259218	103.1237482	Sino-Tibetan	4 7 8	AXT	ME5	6	6.M.C 6.E.V 6.5.T	1.6 3.0 1.0	me⁵⁵	1	3194
2683	388_pinetorches	pine torches	Dashi	Dashi	me35	me35	m e ³⁵		26.3530106	100.1930442	Sino-Tibetan	4 7 8	AXT	ME2	1	1.M.C 1.E.V 1.2.T	1.6 3.0 1.0	me³⁵	1	3194
2684	1596_pisspee	piss; pee	ProtoBai	Proto-Bai	srɯ2	srɯ2	s r ɯ ²				Sino-Tibetan	3 5 7 8	ACXT	SRI6	8	8.S.C 8.R.C 8.I.V 8.6.T	1.6 1.2 3.0 1.0	srɯ²	0	3205
2685	1596_pisspee	piss; pee	Tuoluo	Tuoluo	ʂi55	ʂi55	ʂ i ⁵⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	3 7 8	AXT	SI5	9	9.S.C 9.I.V 9.5.T	1.6 3.0 1.0	ʂi⁵⁵	0	3205
2686	1596_pisspee	piss; pee	Gongxing	Gongxing	ʂi22	ʂi22	ʂ i ²²		27.0852794	99.1652452	Sino-Tibetan	3 7 8	AXT	SI1	4	4.S.C 4.I.V 4.1.T	1.6 3.0 1.0	ʂi²²	1	3205
2687	1596_pisspee	piss; pee	Enqi	Enqi	ɕɯ22	ɕɯ22	ɕ ɯ ²²	enqi1234	26.4738155	99.1189832	Sino-Tibetan	3 7 8	AXT	SI1	3	3.S.C 3.I.V 3.1.T	1.6 3.0 1.0	ɕɯ²²	0	3205
2688	1596_pisspee	piss; pee	Ega	Ega	sɛ22	sɛ22	s ɛ ²²	egab1234	26.4858945	98.8528962	Sino-Tibetan	3 7 8	AXT	SE1	2	2.S.C 2.E.V 2.1.T	1.6 3.0 1.0	sɛ²²	1	3205
2689	1596_pisspee	piss; pee	Jinman	Jinman	ʂɚ22	ʂɚ22	ʂ ə˞ ²²	nuji1238	26.4154856	99.1285952	Sino-Tibetan	3 7 8	AXT	SE1	5	5.S.C 5.E.V 5.1.T	1.6 3.0 1.0	ʂə˞²²	1	3205
2690	1596_pisspee	piss; pee	Zhoucheng	Zhoucheng	si33	si33	s i ³³	zhou1234	25.8958826	100.0988062	Sino-Tibetan	3 7 8	AXT	SI4	10	10.S.C 10.I.V 10.4.T	1.6 3.0 1.0	si³³	1	3205
2691	1596_pisspee	piss; pee	Mazhelong	Mazhelong	ɕɚ̃55	ɕɚ̃55	ɕ ə̃˞ ⁵⁵		24.1677209	104.1950232	Sino-Tibetan	3 7 8	AXT	SE5	7	7.S.C 7.E.V 7.5.T	1.6 3.0 1.0	ɕə̃˞⁵⁵	0	3205
2692	512_plankboard	plank; board	ProtoBai	Proto-Bai	pæn2	pæn2	p æ n ²				Sino-Tibetan	1 7 4 8	AXLT	PEN6	8	8.P.C 8.E.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	pæn²	0	3214
2693	512_plankboard	plank; board	Tuoluo	Tuoluo	paŋ33	paŋ33	p a ŋ ³³	tuol1234	23.3833337	102.1839821	Sino-Tibetan	1 7 4 8	AXLT	PAN4	9	9.P.C 9.A.V 9.N.c 9.4.T	1.6 3.0 1.1 1.0	paŋ³³	0	3214
2694	512_plankboard	plank; board	Gongxing	Gongxing	pan22	pan22	p a n ²²		27.0852794	99.1652452	Sino-Tibetan	1 7 4 8	AXLT	PAN1	4	4.P.C 4.A.V 4.N.c 4.1.T	1.6 3.0 1.1 1.0	pan²²	0	3214
2695	512_plankboard	plank; board	Enqi	Enqi	pæ22	pæ22	p æ ²²	enqi1234	26.4738155	99.1189832	Sino-Tibetan	1 7 8	AXT	PE1	3	3.P.C 3.E.V 3.1.T	1.6 3.0 1.0	pæ²²	0	3214
2696	512_plankboard	plank; board	Ega	Ega	pa22 (Wang 2006 has: pa225, probably a mistake)	pa22	p a ²²	egab1234	26.4858945	98.8528962	Sino-Tibetan	1 7 8	AXT	PA1	2	2.P.C 2.A.V 2.1.T	1.6 3.0 1.0	pa²²	0	3214
2697	512_plankboard	plank; board	Jinman	Jinman	põ42	põ42	p õ ⁴²	nuji1238	26.4154856	99.1285952	Sino-Tibetan	1 7 8	AXT	PU3	5	5.P.C 5.U.V 5.3.T	1.6 3.0 1.0	põ⁴²	0	3215
2698	512_plankboard	plank; board	Jinxing	Jinxing	pan33	pan33	p a n ³³		24.9259218	103.1237482	Sino-Tibetan	1 7 4 8	AXLT	PAN4	6	6.P.C 6.A.V 6.N.c 6.4.T	1.6 3.0 1.1 1.0	pan³³	0	3214
2699	512_plankboard	plank; board	Dashi	Dashi	pɚ̃33	pɚ̃33	p ə̃˞ ³³		26.3530106	100.1930442	Sino-Tibetan	1 7 8	AXT	PE4	1	1.P.C 1.E.V 1.4.T	1.6 3.0 1.0	pə̃˞³³	0	3214
2700	512_plankboard	plank; board	Zhoucheng	Zhoucheng	pɛ33	pɛ33	p ɛ ³³	zhou1234	25.8958826	100.0988062	Sino-Tibetan	1 7 8	AXT	PE4	10	10.P.C 10.E.V 10.4.T	1.6 3.0 1.0	pɛ³³	0	3214
2701	512_plankboard	plank; board	Mazhelong	Mazhelong	pɚ̃33	pɚ̃33	p ə̃˞ ³³		24.1677209	104.1950232	Sino-Tibetan	1 7 8	AXT	PE4	7	7.P.C 7.E.V 7.4.T	1.6 3.0 1.0	pə̃˞³³	0	3214
2702	1347_ploughtill	plough; till	ProtoBai	Proto-Bai	tso4	tso4	ts o ⁴				Sino-Tibetan	2 7 8	AXT	CU6	8	8.C.C 8.U.V 8.6.T	1.6 3.0 1.0	tso⁴	1	3225
2703	1347_ploughtill	plough; till	Tuoluo	Tuoluo	tsu42	tsu42	ts u ⁴²	tuol1234	23.3833337	102.1839821	Sino-Tibetan	2 7 8	AXT	CY3	9	9.C.C 9.Y.V 9.3.T	1.6 3.0 1.0	tsu⁴²	1	3225
2704	1347_ploughtill	plough; till	Gongxing	Gongxing	tsu24	tsu24	ts u ²⁴		27.0852794	99.1652452	Sino-Tibetan	2 7 8	AXT	CY2	4	4.C.C 4.Y.V 4.2.T	1.6 3.0 1.0	tsu²⁴	1	3225
2705	1347_ploughtill	plough; till	Enqi	Enqi	tsu55	tsu55	ts u ⁵⁵	enqi1234	26.4738155	99.1189832	Sino-Tibetan	2 7 8	AXT	CY5	3	3.C.C 3.Y.V 3.5.T	1.6 3.0 1.0	tsu⁵⁵	1	3225
2706	1347_ploughtill	plough; till	Jinman	Jinman	tso55	tso55	ts o ⁵⁵	nuji1238	26.4154856	99.1285952	Sino-Tibetan	2 7 8	AXT	CU5	5	5.C.C 5.U.V 5.5.T	1.6 3.0 1.0	tso⁵⁵	1	3225
2707	1347_ploughtill	plough; till	Jinxing	Jinxing	tsou44	tsou44	ts ou ⁴⁴		24.9259218	103.1237482	Sino-Tibetan	2 7 8	AXT	CU5	6	6.C.C 6.U.V 6.5.T	1.6 3.0 1.0	tsou⁴⁴	1	3225
2708	1347_ploughtill	plough; till	Dashi	Dashi	tsou33	tsou33	ts ou ³³		26.3530106	100.1930442	Sino-Tibetan	2 7 8	AXT	CU4	1	1.C.C 1.U.V 1.4.T	1.6 3.0 1.0	tsou³³	1	3225
