COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
289-17																	l ɨ b ʔ i		
326-17																	m ɨ t o		
247-17																	n ɨ n a ə r a b i t		
286-17																	tʃʼ ɨ g ə r a t i		
418-17																	b ə r b ə ʔ ə		
615-17																	m a		
288-17																	r ɨ h u s		
416-17																	a ə ħ		
61-18																		d aː	
63-18																		ʔ a t	
107-18																		g a l ə l a	
112-18																		d ə mː ə n a	
331-18																		n ɨ g u s	
377-18																		b ɨ kʼ w a l ə	
381-18																		h a t e	
417-18																		r u z	
451-18																		s ə b ə t	
454-18																		ʔ a tʃʼ i r	
484-18																		s ɨ tʃʼ ɨ s	
535-18																		ʔ a ʃ i r	
543-18																		s oi̯ l t	
593-18																		ʔ a m u s	
640-18																		w ə n	
1-18																		d ə mː ə r ə	
65-18																		t u b	
163-18																		s ə t	
212-18																		ʔ ai̯ n	
244-18																		a l b ə t a	
248-18																		m u l ə	
293-18																		f ə r ə z	
373-18																		kʼ ɨ m a l	
408-18																		b u r aː	
414-18																		t u b a kʼ u l a	
601-18																		h ə r a b	
642-18																		n ɨ f a s	
60-18																		n ə f ə s ə	
115-18																		w ə l a m	
209-18																		s u mː a t	
242-18																		h a mː ɨ s t	
415-18																		z ɨ n ə b	
450-18																		z ə r ə	
490-18																		t ə b ə m	
638-18																		s ɨ n eː	
645-18																		kʼ a l	
75-18																		h a b e l	
160-18																		t ə r ə kʼ a	
208-18																		ʔ ɨ n kʼ a l o	
214-18																		a b b e	
218-18																		ʔ ɨ z e	
378-18																		ʔ a n g ə	
379-18																		z ə t aː	
497-18																		t ə n	
646-18																		ʔ a t ə n	
164-18																		b ə ʔ ə	
210-18																		d ə h a	
215-18																		t ɨ t e b ə	
256-18																		t u mː ə	
285-18																		m ɨ t a d	
332-18																		ʔ a g ə r	
380-18																		ʔ e h u n	
412-18																		s a h ə	
496-18																		w ə r s ə n a	
64-18																		d a b a	
67-18																		w ə r	
169-18																		b ə z ə z ə	
251-18																		f e kʼ l ə	
294-18																		m u kʼ e	
461-18																		t ai̯ t	
547-18																		w ɨ z aː	
597-18																		h e ɲ ə d a	
655-18																		m ɨ ʃ t	
7-18																		ʔ a l g ə	
158-18																		kʼ ə m i s	
168-18																		ʔ ɨ m a r	
296-18																		ə h u t ə	
374-18																		b ə kʼː a l o	
375-18																		s ə b	
385-18																		w ɨ t	
411-18																		t ɨ r a s	
541-18																		kʼ ɨ tʃ e	
17-18																		ʔ ə h i	
113-18																		b u n e	
123-18																		ʃ e t	
252-18																		n ə ʔ ə b ə	
330-18																		kʼ ə l d	
421-18																		b ɨ ʃ ə	
491-18																		d ɨ n g ə t	
653-18																		b ə t	
8-18																		kʼ ə b ə t o	
106-18																		m ə t ə	
254-18																		dʒ e m ə t	
290-18																		h a g ə z ə	
339-18																		b ə kʼ l ə	
489-18																		b w r tʃʼ u m a	
552-18																		z ɨ n	
602-18																		m ɨ n	
2-18																		h u l ə m	
3-18																		h ɨ n ə	
213-18																		ʔ a r ə ʃ ə	
459-18																		ʔ a r ʃ a	
647-18																		t ə n e	
76-18																		m w s a	
152-18																		ʔ a n o	
328-18																		s ə tʃʼ ə b ə	
333-18																		m ɨ ʃ ɨ r ə	
338-18																		b ə m ɨ r	
612-18																		tʃ a r b i	
594-18																		g ɨ z e	
247-18																		ʔ ɨ n kʼ u r ə t	
418-18																		b ə r b ə r ə	
615-18																		m ɨ ai̯	
62-18																		f ə l a	
456-18																		ə n b ə n	
498-18																		m o tʃʼ ə kʼ ə	
509-18																		ʔ a r e	
61-19																			d ə m
63-19																			ʔ a t
107-19																			g a m i l o
112-19																			d ə mː ə r o
331-19																			i g s
377-19																			b u kʼ l i
381-19																			ʔ a n t
417-19																			r u z
451-19																			s e t i
454-19																			ʔ a tʃʼ i r
484-19																			s i tʃʼ i s
535-19																			ʔ a l i r o
543-19																			s e l t
593-19																			j a mː u s
640-19																			m ə n
1-19																			d ə mː ə r ə
65-19																			t uː b
163-19																			s aː t
212-19																			ʔ eː
244-19																			ʔ a r b ə t
248-19																			m uː l a
293-19																			f ə r ə z
373-19																			kʼ i l o l
408-19																			b i r aː
414-19																			t u b o kʼ l o
601-19																			ʔ a r b i
642-19																			ʔ i f o s
60-19																			l ə f ə s ə
115-19																			l aː
209-19																			s uː mː ai̯
242-19																			h a mː i s t
415-19																			z i l o b
450-19																			z ə r i
490-19																			t oi̯ b ə m
638-19																			s i tʃʼ i
645-19																			kʼ o l
75-19																			h a l b i r
160-19																			t ə r ə kʼ o
208-19																			ʔ i kʼ l o
214-19																			ʔ a b i
218-19																			ʔ ɨ z i
378-19																			aː g t
379-19																			tʃː eː t
409-19																			g o t i r aː
497-19																			t ə n
646-19																			ʔ a oi̯ t
164-19																			b ə t i
210-19																			g ə h o r aː kʼ
215-19																			t i t b aː
256-19																			t uː mː a
285-19																			m i t a d
380-19																			ʔ a h u
412-19																			s o h o
496-19																			w u l b ə t
64-19																			d aː b a
67-19																			ʔ i r
169-19																			b ə r g ə z
251-19																			f ə kʼ
294-19																			m u kʼ i kʼ
461-19																			t aː t
547-19																			w i z a
597-19																			n eː d aː ɲ o
7-19																			l g o
158-19																			kʼ ə m i s
168-19																			ʔ a r o
296-19																			uː h aː
375-19																			s ə b
385-19																			ʔ i t
500-19																			a m i r
541-19																			kʼ ɨː t
6-19																			m ə l j a m
113-19																			b uː n o
123-19																			ʃ i t
330-19																			kʼ ə l d
491-19																			d ɨ n g ə t
106-19																			m ə t
254-19																			g i m a
339-19																			b ə kʼ i l
460-19																			ʔ i
602-19																			m ɨː n
652-19																			ʔ eː t
2-19																			ʔ u l uː m
213-19																			ʔ aː s aː
298-19																			h uː t
459-19																			ʔ a ʃ u
486-19																			l a t ə kʼ o
152-19																			ʔ a n i
211-19																			m i s t
328-19																			s ə tʃʼ i b aː
333-19																			m ɨ s i
540-19																			l e b
594-19																			g ɨ z e
154-19																			ʔ a tʃʼ i r aː kʼ
247-19																			ʔ ɨ n kʼ u r i t
286-19																			ʔ ɨː g u r aː
418-19																			b ə r b ə r eː
615-19																			m ai̯
62-19																			f ə l aː
288-19																			ʔ eː s
416-19																			kʼ eː n
456-19																			aː n b ə n ə
509-19																			ʔ a r i
5-19																			g ə b s
