ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
18	5_caterpillar	caterpillar	Fadashi	Fadashi	abɔbɔne	abɔbɔne	a b ɔ b ɔ n e	fada1248	9.585863	34.677096	Berta	7 1 7 1 7 4 7	XBYBYBZ	APUPUNE	2	2.A.V 2.P.C 2.U.V 2.P.C 2.U.V 2.N.C 2.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	abɔbɔne	0	222
19	5_caterpillar	caterpillar	Undulu	Undulu	áːbɔbɔʔí	áːbɔbɔʔí	áː/aː b ɔ b ɔ ʔ í/i	undu1236	10.314359	34.778879	Berta	7 1 7 1 7 1 7	XBYBYBZ	APUPUHI	4	4.A.V 4.P.C 4.U.V 4.P.C 4.U.V 4.H.C 4.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	áː/aːbɔbɔʔí/i	0	222
20	5_caterpillar	caterpillar	BelejeGonfoye	Beleje Gonfoye	ababɔʔi	ababɔʔi	a b a b ɔ ʔ i		9.097105	36.203337	Berta	7 1 7 1 7 1 7	XBYBYBZ	APAPUHI	1	1.A.V 1.P.C 1.A.V 1.P.C 1.U.V 1.H.C 1.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ababɔʔi	0	222
707	176_chair	chair	Maiyu	Maiyu	al kʊ́rsi	al_kʊ́rsi	a l + k ʊ́/ʊ r s i	mayu1240	10.473464	34.540485	Berta	7 5 9 1 7 5 3 7	XN_AXMBZ	AL_KYRSI	3	3.A.V 3.L.c 3._._ 3.K.C 3.Y.V 3.R.c 3.S.C 3.I.V	1.5 0.8 0.0 2.0 1.5 1.1 1.75 0.8	al+kʊ́/ʊrsi	0	229 230
708	176_chair	chair	Fadashi	Fadashi	ama:ɗé	ama:ɗé	a m aː ɗ é/e	fada1248	9.585863	34.677096	Berta	7 4 7 1 7	XBYBZ	AMATE	2	2.A.V 2.M.C 2.A.V 2.T.C 2.E.V	1.5 1.75 1.3 1.75 0.8	amaːɗé/e	0	228
709	176_chair	chair	Undulu	Undulu	alkúrsi	alkúrsi	a l k ú/u r s i	undu1236	10.314359	34.778879	Berta	7 5 1 7 5 3 7	XMBYMBZ	ALKYRSI	4	4.A.V 4.L.c 4.K.C 4.Y.V 4.R.c 4.S.C 4.I.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	alkú/ursi	0	230
710	176_chair	chair	BelejeGonfoye	Beleje Gonfoye	adəŋo	adəŋo	a d ə ŋ o		9.097105	36.203337	Berta	7 1 7 4 7	XBYBZ	ATENU	1	1.A.V 1.T.C 1.E.V 1.N.C 1.U.V	1.5 1.75 1.3 1.75 0.8	adəŋo	0	227
135	33_chicks	chicks	Maiyu	Maiyu	p’íːpíʲó	p’íːpíʲó	p ʔ íː/iː p íʲ/i ó/o	mayu1240	10.473464	34.540485	Berta	1 1 7 1 7 7	ACYBYZ	PHIPIU	3	3.P.C 3.H.C 3.I.V 3.P.C 3.I.V 3.U.V	2.0 1.5 1.3 1.75 1.3 0.8	pʔíː/iːpíʲ/ió/o	0	233
136	33_chicks	chicks	Fadashi	Fadashi	bibiyo / mise guːle	bibiyo	b i b i y o	fada1248	9.585863	34.677096	Berta	1 7 1 7 7 7	AXBYYZ	PIPIYU	2	2.P.C 2.I.V 2.P.C 2.I.V 2.Y.V 2.U.V	2.0 1.5 1.75 1.3 1.3 0.8	bibiyo	0	233
137	33_chicks	chicks	Fadashi	Fadashi	bibiyo / mise guːle	mise_guːle	m i s e + g uː l e	fada1248	9.585863	34.677096	Berta	4 7 3 7 9 1 7 5 7	AXBZ_AXBZ	MISE_KYLE	2	2.M.C 2.I.V 2.S.C 2.E.V 2._._ 2.K.C 2.Y.V 2.L.C 2.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mise+guːle	0	234 236
138	33_chicks	chicks	Undulu	Undulu	mɪseʔ biːle	mɪseʔ_biːle	m ɪ s e ʔ + b iː l e	undu1236	10.314359	34.778879	Berta	4 7 3 7 1 9 1 7 5 7	AXBYN_AXBZ	MISEH_PILE	4	4.M.C 4.I.V 4.S.C 4.E.V 4.H.c 4._._ 4.P.C 4.I.V 4.L.C 4.E.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 0.8	mɪseʔ+biːle	0	234 235
139	33_chicks	chicks	BelejeGonfoye	Beleje Gonfoye	ɓiɓiʲo	ɓiɓiʲo	ɓ i ɓ iʲ/i o		9.097105	36.203337	Berta	1 7 1 7 7	AXBYZ	PIPIU	1	1.P.C 1.I.V 1.P.C 1.I.V 1.U.V	2.0 1.5 1.75 1.3 0.8	ɓiɓiʲ/io	0	233
566	139_clawfingernail	claw, fingernail	Maiyu	Maiyu	máːshũ	máːshũ	m áː/aː sh/ʃ ũ	mayu1240	10.473464	34.540485	Berta	4 7 3 7	AXBZ	MASY	3	3.M.C 3.A.V 3.S.C 3.Y.V	2.0 1.5 1.75 0.8	máː/aːsh/ʃũ	0	241
567	139_clawfingernail	claw, fingernail	Fadashi	Fadashi	maːʃó	maːʃó	m aː ʃ ó/o	fada1248	9.585863	34.677096	Berta	4 7 3 7	AXBZ	MASU	2	2.M.C 2.A.V 2.S.C 2.U.V	2.0 1.5 1.75 0.8	maːʃó/o	0	241
568	139_clawfingernail	claw, fingernail	Undulu	Undulu	mə́nʃó	mə́nʃó	m ə́/ə n ʃ ó/o	undu1236	10.314359	34.778879	Berta	4 7 4 3 7	AXMBZ	MENSU	4	4.M.C 4.E.V 4.N.c 4.S.C 4.U.V	2.0 1.5 1.1 1.75 0.8	mə́/ənʃó/o	0	241
569	139_clawfingernail	claw, fingernail	BelejeGonfoye	Beleje Gonfoye	maːsiːso	maːsiːso	m aː s iː s o		9.097105	36.203337	Berta	4 7 3 7 3 7	AXBYBZ	MASISU	1	1.M.C 1.A.V 1.S.C 1.I.V 1.S.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	maːsiːso	0	241
606	150_clothclothes	cloth, clothes	Maiyu	Maiyu	ɔr	ɔr	ɔ r	mayu1240	10.473464	34.540485	Berta	7 5	XN	UR	3	3.U.V 3.R.c	1.5 0.8	ɔr	0	247
607	150_clothclothes	cloth, clothes	Fadashi	Fadashi	or	or	o r	fada1248	9.585863	34.677096	Berta	7 5	XN	UR	2	2.U.V 2.R.c	1.5 0.8	or	0	247
608	150_clothclothes	cloth, clothes	Undulu	Undulu	or	or	o r	undu1236	10.314359	34.778879	Berta	7 5	XN	UR	4	4.U.V 4.R.c	1.5 0.8	or	0	247
609	150_clothclothes	cloth, clothes	BelejeGonfoye	Beleje Gonfoye	oɾi	oɾi	o ɾ i		9.097105	36.203337	Berta	7 5 7	XBZ	URI	1	1.U.V 1.R.C 1.I.V	1.5 1.75 0.8	oɾi	0	246
720	179_cloud	cloud	Maiyu	Maiyu	agúːru	agúːru	a g úː/uː r u	mayu1240	10.473464	34.540485	Berta	7 1 7 5 7	XBYBZ	AKYRY	3	3.A.V 3.K.C 3.Y.V 3.R.C 3.Y.V	1.5 1.75 1.3 1.75 0.8	agúː/uːru	0	251
721	179_cloud	cloud	Fadashi	Fadashi	agúːru	agúːru	a g úː/uː r u	fada1248	9.585863	34.677096	Berta	7 1 7 5 7	XBYBZ	AKYRY	2	2.A.V 2.K.C 2.Y.V 2.R.C 2.Y.V	1.5 1.75 1.3 1.75 0.8	agúː/uːru	0	251
722	179_cloud	cloud	Undulu	Undulu	agúːru	agúːru	a g úː/uː r u	undu1236	10.314359	34.778879	Berta	7 1 7 5 7	XBYBZ	AKYRY	4	4.A.V 4.K.C 4.Y.V 4.R.C 4.Y.V	1.5 1.75 1.3 1.75 0.8	agúː/uːru	0	251
723	179_cloud	cloud	BelejeGonfoye	Beleje Gonfoye	aguru	aguru	a g u r u		9.097105	36.203337	Berta	7 1 7 5 7	XBYBZ	AKYRY	1	1.A.V 1.K.C 1.Y.V 1.R.C 1.Y.V	1.5 1.75 1.3 1.75 0.8	aguru	0	251
176	42_cultivateplough	cultivate, plough	Maiyu	Maiyu	p’áːla	p’áːla	p ʔ áː/aː l a	mayu1240	10.473464	34.540485	Berta	1 1 7 5 7	ACYBZ	PHALA	3	3.P.C 3.H.C 3.A.V 3.L.C 3.A.V	2.0 1.5 1.3 1.75 0.8	pʔáː/aːla	0	256
177	42_cultivateplough	cultivate, plough	Fadashi	Fadashi	ɓaːle	ɓaːle	ɓ aː l e	fada1248	9.585863	34.677096	Berta	1 7 5 7	AXBZ	PALE	2	2.P.C 2.A.V 2.L.C 2.E.V	2.0 1.5 1.75 0.8	ɓaːle	0	256
178	42_cultivateplough	cultivate, plough	Undulu	Undulu	ɓáːle	ɓáːle	ɓ áː/aː l e	undu1236	10.314359	34.778879	Berta	1 7 5 7	AXBZ	PALE	4	4.P.C 4.A.V 4.L.C 4.E.V	2.0 1.5 1.75 0.8	ɓáː/aːle	0	256
179	42_cultivateplough	cultivate, plough	BelejeGonfoye	Beleje Gonfoye	ɓáːle	ɓáːle	ɓ áː/aː l e		9.097105	36.203337	Berta	1 7 5 7	AXBZ	PALE	1	1.P.C 1.A.V 1.L.C 1.E.V	2.0 1.5 1.75 0.8	ɓáː/aːle	0	256
558	137_darkyellow	dark yellow	Maiyu	Maiyu	mə gaːʃá	mə_gaːʃá	m ə + g aː ʃ á/a	mayu1240	10.473464	34.540485	Berta	4 7 9 1 7 3 7	AX_AXBZ	ME_KASA	3	3.M.C 3.E.V 3._._ 3.K.C 3.A.V 3.S.C 3.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	mə+gaːʃá/a	0	263 264
559	137_darkyellow	dark yellow	Fadashi	Fadashi	ma gaːʃá	ma_gaːʃá	m a + g aː ʃ á/a	fada1248	9.585863	34.677096	Berta	4 7 9 1 7 3 7	AX_AXBZ	MA_KASA	2	2.M.C 2.A.V 2._._ 2.K.C 2.A.V 2.S.C 2.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ma+gaːʃá/a	0	263 264
560	137_darkyellow	dark yellow	Undulu	Undulu	ma gaːʃá	ma_gaːʃá	m a + g aː ʃ á/a	undu1236	10.314359	34.778879	Berta	4 7 9 1 7 3 7	AX_AXBZ	MA_KASA	4	4.M.C 4.A.V 4._._ 4.K.C 4.A.V 4.S.C 4.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ma+gaːʃá/a	0	263 264
561	137_darkyellow	dark yellow	BelejeGonfoye	Beleje Gonfoye	bɛ ɪdʒɪgɛri	bɛ_ɪdʒɪgɛri	b ɛ + ɪ dʒ ɪ g ɛ r i		9.097105	36.203337	Berta	1 7 9 7 1 7 1 7 5 7	AX_XBYBYBZ	PE_ITIKERI	1	1.P.C 1.E.V 1._._ 1.I.V 1.T.C 1.I.V 1.K.C 1.E.V 1.R.C 1.I.V	2.0 1.5 0.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	bɛ+ɪdʒɪgɛri	0	261 262
119	29_darken	darken	Maiyu	Maiyu	ámilu aŋ	ámilu_aŋ	á/a m i l u + a ŋ	mayu1240	10.473464	34.540485	Berta	7 4 7 5 7 9 7 4	XBYBZ_XN	AMILY_AN	3	3.A.V 3.M.C 3.I.V 3.L.C 3.Y.V 3._._ 3.A.V 3.N.c	1.5 1.75 1.3 1.75 0.8 0.0 1.5 0.8	á/amilu+aŋ	0	272 273
120	29_darken	darken	Fadashi	Fadashi	aːmíle	aːmíle	aː m í/i l e	fada1248	9.585863	34.677096	Berta	7 4 7 5 7	XBYBZ	AMILE	2	2.A.V 2.M.C 2.I.V 2.L.C 2.E.V	1.5 1.75 1.3 1.75 0.8	aːmí/ile	0	272
121	29_darken	darken	Undulu	Undulu	amːbúwé	amːbúwé	a mː b ú/u w é/e	undu1236	10.314359	34.778879	Berta	7 4 1 7 6 7	XMBYBZ	AMPYWE	4	4.A.V 4.M.c 4.P.C 4.Y.V 4.W.C 4.E.V	1.5 1.1 1.75 1.3 1.75 0.8	amːbú/uwé/e	0	274
122	29_darken	darken	BelejeGonfoye	Beleje Gonfoye	aŋʲa milowe	aŋʲa_milowe	a ŋʲ a + m i l o w e		9.097105	36.203337	Berta	7 4 7 9 4 7 5 7 6 7	XBZ_AXBYBZ	ANA_MILUWE	1	1.A.V 1.N.C 1.A.V 1._._ 1.M.C 1.I.V 1.L.C 1.U.V 1.W.C 1.E.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	aŋʲa+milowe	0	270 271
692	172_darkness	darkness	Maiyu	Maiyu	amilo	amilo	a m i l o	mayu1240	10.473464	34.540485	Berta	7 4 7 5 7	XBYBZ	AMILU	3	3.A.V 3.M.C 3.I.V 3.L.C 3.U.V	1.5 1.75 1.3 1.75 0.8	amilo	0	278
693	172_darkness	darkness	Fadashi	Fadashi	amiluʔa	amiluʔa	a m i l u ʔ a	fada1248	9.585863	34.677096	Berta	7 4 7 5 7 1 7	XBYBYBZ	AMILYHA	2	2.A.V 2.M.C 2.I.V 2.L.C 2.Y.V 2.H.C 2.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	amiluʔa	0	278
694	172_darkness	darkness	Undulu	Undulu	amiluʔi	amiluʔi	a m i l u ʔ i	undu1236	10.314359	34.778879	Berta	7 4 7 5 7 1 7	XBYBYBZ	AMILYHI	4	4.A.V 4.M.C 4.I.V 4.L.C 4.Y.V 4.H.C 4.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	amiluʔi	0	278
695	172_darkness	darkness	BelejeGonfoye	Beleje Gonfoye	aɲi miloʔi	aɲi_miloʔi	a ɲ i + m i l o ʔ i		9.097105	36.203337	Berta	7 4 7 9 4 7 5 7 1 7	XBZ_AXBYBZ	ANI_MILUHI	1	1.A.V 1.N.C 1.I.V 1._._ 1.M.C 1.I.V 1.L.C 1.U.V 1.H.C 1.I.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	aɲi+miloʔi	0	277 278
320	78_dawn	dawn	Maiyu	Maiyu	mans’aré	mans’aré	m a n s ʔ a r é/e	mayu1240	10.473464	34.540485	Berta	4 7 4 3 1 7 5 7	AXLMBYBZ	MANSHARE	3	3.M.C 3.A.V 3.N.c 3.S.c 3.H.C 3.A.V 3.R.C 3.E.V	2.0 1.5 1.1 1.1 1.75 1.3 1.75 0.8	mansʔaré/e	0	283
321	78_dawn	dawn	Fadashi	Fadashi	ansaːre	ansaːre	a n s aː r e	fada1248	9.585863	34.677096	Berta	7 4 3 7 5 7	XMBYBZ	ANSARE	2	2.A.V 2.N.c 2.S.C 2.A.V 2.R.C 2.E.V	1.5 1.1 1.75 1.3 1.75 0.8	ansaːre	0	283
322	78_dawn	dawn	Undulu	Undulu	men͡dʒɛf	men͡dʒɛf	m e n dʒ ɛ f	undu1236	10.314359	34.778879	Berta	4 7 4 1 7 3	AXMBYN	MENTEB	4	4.M.C 4.E.V 4.N.c 4.T.C 4.E.V 4.B.c	2.0 1.5 1.1 1.75 1.3 0.8	mendʒɛf	1	284
323	78_dawn	dawn	BelejeGonfoye	Beleje Gonfoye	antʃ’ɛre	antʃ’ɛre	a n tʃ ʔ ɛ r e		9.097105	36.203337	Berta	7 4 1 1 7 5 7	XLMBYBZ	ANTHERE	1	1.A.V 1.N.c 1.T.c 1.H.C 1.E.V 1.R.C 1.E.V	1.5 1.1 1.1 1.75 1.3 1.75 0.8	antʃʔɛre	0	283
365	89_daybeforeyesterday	day before yesterday	Maiyu	Maiyu	dʒíːdímáŋ	dʒíːdímáŋ	dʒ íː/iː d í/i m á/a ŋ	mayu1240	10.473464	34.540485	Berta	1 7 1 7 4 7 4	AXBYBYN	TITIMAN	3	3.T.C 3.I.V 3.T.C 3.I.V 3.M.C 3.A.V 3.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	dʒíː/iːdí/imá/aŋ	0	292
366	89_daybeforeyesterday	day before yesterday	Fadashi	Fadashi	giːʲa menːdo	giːʲa_menːdo	g iːʲ/iː a + m e nː d o	fada1248	9.585863	34.677096	Berta	1 7 7 9 4 7 4 1 7	AXZ_AXMBZ	KIA_MENTU	2	2.K.C 2.I.V 2.A.V 2._._ 2.M.C 2.E.V 2.N.c 2.T.C 2.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.1 1.75 0.8	giːʲ/iːa+menːdo	0	290 291
367	89_daybeforeyesterday	day before yesterday	Undulu	Undulu	mːóːsɛle	mːóːsɛle	mː óː/oː s ɛ l e	undu1236	10.314359	34.778879	Berta	4 7 3 7 5 7	AXBYBZ	MUSELE	4	4.M.C 4.U.V 4.S.C 4.E.V 4.L.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	mːóː/oːsɛle	0	293
368	89_daybeforeyesterday	day before yesterday	BelejeGonfoye	Beleje Gonfoye	uʔweː duɲku	uʔweː_duɲku	u ʔ w eː + d u ɲ k u		9.097105	36.203337	Berta	7 1 6 7 9 1 7 4 1 7	XBCZ_AXMBZ	YHWE_TYNKY	1	1.Y.V 1.H.C 1.W.C 1.E.V 1._._ 1.T.C 1.Y.V 1.N.c 1.K.C 1.Y.V	1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.1 1.75 0.8	uʔweː+duɲku	0	288 289
700	174_deaf	deaf	Maiyu	Maiyu	ʃɛr íle	ʃɛr_íle	ʃ ɛ r + í/i l e	mayu1240	10.473464	34.540485	Berta	3 7 5 9 7 5 7	AXN_XBZ	SER_ILE	3	3.S.C 3.E.V 3.R.c 3._._ 3.I.V 3.L.C 3.E.V	2.0 1.5 0.8 0.0 1.5 1.75 0.8	ʃɛr+í/ile	0	298 296
701	174_deaf	deaf	Fadashi	Fadashi	máːla	máːla	m áː/aː l a	fada1248	9.585863	34.677096	Berta	4 7 5 7	AXBZ	MALA	2	2.M.C 2.A.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	máː/aːla	0	297
702	174_deaf	deaf	Undulu	Undulu	sher íle	sher_íle	sh/ʃ e r + í/i l e	undu1236	10.314359	34.778879	Berta	3 7 5 9 7 5 7	AXN_XBZ	SER_ILE	4	4.S.C 4.E.V 4.R.c 4._._ 4.I.V 4.L.C 4.E.V	2.0 1.5 0.8 0.0 1.5 1.75 0.8	sh/ʃer+í/ile	0	298 296
703	174_deaf	deaf	BelejeGonfoye	Beleje Gonfoye	mbəɲiro ilo	mbəɲiro_ilo	m b ə ɲ i r o + i l o		9.097105	36.203337	Berta	4 1 7 4 7 5 7 9 7 5 7	ACYBYBZ_XBZ	MPENIRU_ILU	1	1.M.C 1.P.C 1.E.V 1.N.C 1.I.V 1.R.C 1.U.V 1._._ 1.I.V 1.L.C 1.U.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8 0.0 1.5 1.75 0.8	mbəɲiro+ilo	0	295 296
437	107_dew	dew	Maiyu	Maiyu	gas’iʲa	gas’iʲa	g a s ʔ iʲ/i a	mayu1240	10.473464	34.540485	Berta	1 7 3 1 7 7	AXMBYZ	KASHIA	3	3.K.C 3.A.V 3.S.c 3.H.C 3.I.V 3.A.V	2.0 1.5 1.1 1.75 1.3 0.8	gasʔiʲ/ia	0	303
438	107_dew	dew	Fadashi	Fadashi	gas’ia	gas’ia	g a s ʔ i a	fada1248	9.585863	34.677096	Berta	1 7 3 1 7 7	AXMBYZ	KASHIA	2	2.K.C 2.A.V 2.S.c 2.H.C 2.I.V 2.A.V	2.0 1.5 1.1 1.75 1.3 0.8	gasʔia	0	303
439	107_dew	dew	Undulu	Undulu	gas’ia	gas’ia	g a s ʔ i a	undu1236	10.314359	34.778879	Berta	1 7 3 1 7 7	AXMBYZ	KASHIA	4	4.K.C 4.A.V 4.S.c 4.H.C 4.I.V 4.A.V	2.0 1.5 1.1 1.75 1.3 0.8	gasʔia	0	303
440	107_dew	dew	BelejeGonfoye	Beleje Gonfoye	k’ɛtʃ’iʲa	k’ɛtʃ’iʲa	k ʔ ɛ tʃ ʔ iʲ/i a		9.097105	36.203337	Berta	1 1 7 1 1 7 7	ACYMBYZ	KHETHIA	1	1.K.C 1.H.C 1.E.V 1.T.c 1.H.C 1.I.V 1.A.V	2.0 1.5 1.3 1.1 1.75 1.3 0.8	kʔɛtʃʔiʲ/ia	0	303
591	146_diev	die (v.)	Maiyu	Maiyu	múʃa	múʃa	m ú/u ʃ a	mayu1240	10.473464	34.540485	Berta	4 7 3 7	AXBZ	MYSA	3	3.M.C 3.Y.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	mú/uʃa	0	308
592	146_diev	die (v.)	Fadashi	Fadashi	múʃé	múʃé	m ú/u ʃ é/e	fada1248	9.585863	34.677096	Berta	4 7 3 7	AXBZ	MYSE	2	2.M.C 2.Y.V 2.S.C 2.E.V	2.0 1.5 1.75 0.8	mú/uʃé/e	0	308
593	146_diev	die (v.)	Undulu	Undulu	jěː	jěː	j ěː/eː	undu1236	10.314359	34.778879	Berta	6 7	AX	JE	4	4.J.C 4.E.V	2.0 1.5	jěː/eː	0	309
594	146_diev	die (v.)	BelejeGonfoye	Beleje Gonfoye	muːʃe	muːʃe	m uː ʃ e		9.097105	36.203337	Berta	4 7 3 7	AXBZ	MYSE	1	1.M.C 1.Y.V 1.S.C 1.E.V	2.0 1.5 1.75 0.8	muːʃe	0	308
629	156_dig	dig	Maiyu	Maiyu	fʊda	fʊda	f ʊ d a	mayu1240	10.473464	34.540485	Berta	3 7 1 7	AXBZ	BYTA	3	3.B.C 3.Y.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	fʊda	0	315
630	156_dig	dig	Fadashi	Fadashi	hoːɗa	hoːɗa	h oː ɗ a	fada1248	9.585863	34.677096	Berta	3 7 1 7	AXBZ	HUTA	2	2.H.C 2.U.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	hoːɗa	0	314
631	156_dig	dig	BelejeGonfoye	Beleje Gonfoye	baːla	baːla	b aː l a		9.097105	36.203337	Berta	1 7 5 7	AXBZ	PALA	1	1.P.C 1.A.V 1.L.C 1.A.V	2.0 1.5 1.75 0.8	baːla	0	313
546	134_dream	dream	Maiyu	Maiyu	féʃa	féʃa	f é/e ʃ a	mayu1240	10.473464	34.540485	Berta	3 7 3 7	AXBZ	BESA	3	3.B.C 3.E.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	fé/eʃa	0	318
547	134_dream	dream	Fadashi	Fadashi	are feːsi	are_feːsi	a r e + f eː s i	fada1248	9.585863	34.677096	Berta	7 5 7 9 3 7 3 7	XBZ_AXBZ	ARE_BESI	2	2.A.V 2.R.C 2.E.V 2._._ 2.B.C 2.E.V 2.S.C 2.I.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	are+feːsi	0	319 318
548	134_dream	dream	Undulu	Undulu	fɛ́ʃi	fɛ́ʃi	f ɛ́/ɛ ʃ i	undu1236	10.314359	34.778879	Berta	3 7 3 7	AXBZ	BESI	4	4.B.C 4.E.V 4.S.C 4.I.V	2.0 1.5 1.75 0.8	fɛ́/ɛʃi	0	318
549	134_dream	dream	BelejeGonfoye	Beleje Gonfoye	ar͡ai uwesi	ar͡ai_uwesi	a r a i + u w e s i		9.097105	36.203337	Berta	7 5 7 7 9 7 6 7 3 7	XBYZ_XBYBZ	ARAI_YWESI	1	1.A.V 1.R.C 1.A.V 1.I.V 1._._ 1.Y.V 1.W.C 1.E.V 1.S.C 1.I.V	1.5 1.75 1.3 0.8 0.0 1.5 1.75 1.3 1.75 0.8	arai+uwesi	0	317 318
123	30_dryseason	dry season	Maiyu	Maiyu	amɔːzó	amɔːzó	a m ɔː z ó/o	mayu1240	10.473464	34.540485	Berta	7 4 7 3 7	XBYBZ	AMUSU	3	3.A.V 3.M.C 3.U.V 3.S.C 3.U.V	1.5 1.75 1.3 1.75 0.8	amɔːzó/o	0	326
124	30_dryseason	dry season	Fadashi	Fadashi	aːmoːsó	aːmoːsó	aː m oː s ó/o	fada1248	9.585863	34.677096	Berta	7 4 7 3 7	XBYBZ	AMUSU	2	2.A.V 2.M.C 2.U.V 2.S.C 2.U.V	1.5 1.75 1.3 1.75 0.8	aːmoːsó/o	0	326
125	30_dryseason	dry season	Undulu	Undulu	aiyedʒɛlu	aiyedʒɛlu	a i y e dʒ ɛ l u	undu1236	10.314359	34.778879	Berta	7 7 7 7 1 7 5 7	XYYYBYBZ	AIYETELY	4	4.A.V 4.I.V 4.Y.V 4.E.V 4.T.C 4.E.V 4.L.C 4.Y.V	1.5 1.3 1.3 1.3 1.75 1.3 1.75 0.8	aiyedʒɛlu	0	327
126	30_dryseason	dry season	BelejeGonfoye	Beleje Gonfoye	la mundʒoʷ	la_mundʒoʷ	l a + m u n dʒ oʷ/ou̯		9.097105	36.203337	Berta	5 7 9 4 7 4 1 7	AX_AXMBZ	LA_MYNTU	1	1.L.C 1.A.V 1._._ 1.M.C 1.Y.V 1.N.c 1.T.C 1.U.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	la+mundʒoʷ/ou̯	0	324 325
688	171_dust	dust	Maiyu	Maiyu	ambʊdúr	ambʊdúr	a m b ʊ d ú/u r	mayu1240	10.473464	34.540485	Berta	7 4 1 7 1 7 5	XMBYBYN	AMPYTYR	3	3.A.V 3.M.c 3.P.C 3.Y.V 3.T.C 3.Y.V 3.R.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	ambʊdú/ur	0	330
689	171_dust	dust	Fadashi	Fadashi	amburu	amburu	a m b u r u	fada1248	9.585863	34.677096	Berta	7 4 1 7 5 7	XMBYBZ	AMPYRY	2	2.A.V 2.M.c 2.P.C 2.Y.V 2.R.C 2.Y.V	1.5 1.1 1.75 1.3 1.75 0.8	amburu	0	330
690	171_dust	dust	Undulu	Undulu	hohuθa	hohuθa	h o h u θ a	undu1236	10.314359	34.778879	Berta	3 7 3 7 3 7	AXBYBZ	HUHYDA	4	4.H.C 4.U.V 4.H.C 4.Y.V 4.D.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hohuθa	0	331
691	171_dust	dust	BelejeGonfoye	Beleje Gonfoye	ambuduɾo	ambuduɾo	a m b u d u ɾ o		9.097105	36.203337	Berta	7 4 1 7 1 7 5 7	XMBYBYBZ	AMPYTYRU	1	1.A.V 1.M.c 1.P.C 1.Y.V 1.T.C 1.Y.V 1.R.C 1.U.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	ambuduɾo	0	330
613	152_earlyinthemorning	early, in the morning	Maiyu	Maiyu	adːʊk’ʊʃ	adːʊk’ʊʃ	a dː ʊ k ʔ ʊ ʃ	mayu1240	10.473464	34.540485	Berta	7 1 7 1 1 7 3	XBYMBYN	ATYKHYS	3	3.A.V 3.T.C 3.Y.V 3.K.c 3.H.C 3.Y.V 3.S.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	adːʊkʔʊʃ	0	337
614	152_earlyinthemorning	early, in the morning	Fadashi	Fadashi	meneɗɛʃimːbe	meneɗɛʃimːbe	m e n e ɗ ɛ ʃ i mː b e	fada1248	9.585863	34.677096	Berta	4 7 4 7 1 7 3 7 4 1 7	AXBYBYBYMBZ	MENETESIMPE	2	2.M.C 2.E.V 2.N.C 2.E.V 2.T.C 2.E.V 2.S.C 2.I.V 2.M.c 2.P.C 2.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.1 1.75 0.8	meneɗɛʃimːbe	0	336
