index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
2	0.5000	3	0.7500	2428	433	ɛ	kʰ	∅	∅	-	³³	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	434	a	k	∅	∅	ʔ	²¹	∅	A	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	435	o	k	∅	∅	-	³³	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																																																																																														
3	0.7500	2	0.5000	2428	433	-	ɛ	kʰ	∅	³³	∅	∅	_	E	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	434	ʔ	a	k	∅	²¹	∅	∅	H	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	435	-	o	k	∅	³³	∅	∅	_	U	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																																																																																														
4	1.0000	1	0.2500	2428	433	³³	-	ɛ	kʰ	∅	∅	∅	_	_	E	K	∅	∅	∅	0	0	7	1	∅	∅	∅	434	²¹	ʔ	a	k	∅	∅	∅	_	H	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅	435	³³	-	o	k	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																																																																																														
1	0.3333	3	1.0000	2429	436	b	∅	∅	∅	o	³³	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	437	b	∅	∅	∅	ɔ	⁵³	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	438	b	∅	∅	∅	o	⁵⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													439	ˀb	∅	∅	∅	ɔ	⁵⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							440	ɓ	∅	∅	∅	ɔ	³³	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2429	436	o	b	∅	∅	³³	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	437	ɔ	b	∅	∅	⁵³	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	438	o	b	∅	∅	⁵⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													439	ɔ	ˀb	∅	∅	⁵⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							440	ɔ	ɓ	∅	∅	³³	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2429	436	³³	o	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	437	⁵³	ɔ	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	438	⁵⁵	o	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													439	⁵⁵	ɔ	ˀb	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							440	³³	ɔ	ɓ	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	2454																							441	kʰ	∅	∅	∅	w	i	⁵³	K	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0	442	kʰ	∅	∅	∅	w	i	⁵⁵	K	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0																							443	kʰ	∅	∅	∅	w	i	³⁵	K	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0	444	kʰ	∅	∅	∅	w	i	⁵⁵	K	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0																							445	kʰ	∅	∅	∅	w	i	⁵⁵	K	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	2454																							441	w	kʰ	∅	∅	i	⁵³	∅	W	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅	442	w	kʰ	∅	∅	i	⁵⁵	∅	W	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																							443	w	kʰ	∅	∅	i	³⁵	∅	W	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅	444	w	kʰ	∅	∅	i	⁵⁵	∅	W	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																							445	w	kʰ	∅	∅	i	⁵⁵	∅	W	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	2454																							441	i	w	kʰ	∅	⁵³	∅	∅	I	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	442	i	w	kʰ	∅	⁵⁵	∅	∅	I	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							443	i	w	kʰ	∅	³⁵	∅	∅	I	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	444	i	w	kʰ	∅	⁵⁵	∅	∅	I	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							445	i	w	kʰ	∅	⁵⁵	∅	∅	I	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅
4	1.0000	1	0.2500	2454																							441	⁵³	i	w	kʰ	∅	∅	∅	_	I	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	442	⁵⁵	i	w	kʰ	∅	∅	∅	_	I	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							443	³⁵	i	w	kʰ	∅	∅	∅	_	I	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	444	⁵⁵	i	w	kʰ	∅	∅	∅	_	I	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							445	⁵⁵	i	w	kʰ	∅	∅	∅	_	I	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅
1	0.2500	4	1.0000	2456																																																																			446	k	∅	∅	∅	o	t	⁴⁵	K	∅	∅	∅	U	T	_	1	∅	∅	∅	7	1	0																							447	k	∅	∅	∅	o	t	⁵⁵	K	∅	∅	∅	U	T	_	1	∅	∅	∅	7	1	0	448	k	∅	∅	∅	o	t	⁴⁵	K	∅	∅	∅	U	T	_	1	∅	∅	∅	7	1	0																						
2	0.5000	3	0.7500	2456																																																																			446	o	k	∅	∅	t	⁴⁵	∅	U	K	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅																							447	o	k	∅	∅	t	⁵⁵	∅	U	K	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅	448	o	k	∅	∅	t	⁴⁵	∅	U	K	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅																						
3	0.7500	2	0.5000	2456																																																																			446	t	o	k	∅	⁴⁵	∅	∅	T	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							447	t	o	k	∅	⁵⁵	∅	∅	T	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	448	t	o	k	∅	⁴⁵	∅	∅	T	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	2456																																																																			446	⁴⁵	t	o	k	∅	∅	∅	_	T	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅																							447	⁵⁵	t	o	k	∅	∅	∅	_	T	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅	448	⁴⁵	t	o	k	∅	∅	∅	_	T	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅																						
1	0.3333	3	1.0000	2493	449	l	∅	∅	∅	ə	¹¹	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅																							450	l	∅	∅	∅	i	³³	∅	L	∅	∅	∅	I	_	∅	5	∅	∅	∅	7	0	∅	451	l	∅	∅	∅	i	³³	∅	L	∅	∅	∅	I	_	∅	5	∅	∅	∅	7	0	∅	452	l	∅	∅	∅	ei	⁵⁵	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅	453	l	∅	∅	∅	ei	⁵⁵	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	2493	449	ə	l	∅	∅	¹¹	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							450	i	l	∅	∅	³³	∅	∅	I	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	451	i	l	∅	∅	³³	∅	∅	I	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	452	ei	l	∅	∅	⁵⁵	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	453	ei	l	∅	∅	⁵⁵	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	2493	449	¹¹	ə	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							450	³³	i	l	∅	∅	∅	∅	_	I	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	451	³³	i	l	∅	∅	∅	∅	_	I	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	452	⁵⁵	ei	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	453	⁵⁵	ei	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	2505	454	t	∅	∅	∅	ə	-	⁰	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																							455	t	∅	∅	∅	ə	-	⁰	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	456	t	∅	∅	∅	a	ʔ	²¹	T	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0																							457	t	∅	∅	∅	ə	ʔ̚	⁰	T	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	458	t	∅	∅	∅	a	ʔ	²¹	T	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0	459	t	∅	∅	∅	o	-	⁵⁵	T	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	2505	454	ə	t	∅	∅	-	⁰	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							455	ə	t	∅	∅	-	⁰	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	456	a	t	∅	∅	ʔ	²¹	∅	A	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							457	ə	t	∅	∅	ʔ̚	⁰	∅	E	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	458	a	t	∅	∅	ʔ	²¹	∅	A	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	459	o	t	∅	∅	-	⁵⁵	∅	U	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	2505	454	-	ə	t	∅	⁰	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							455	-	ə	t	∅	⁰	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	456	ʔ	a	t	∅	²¹	∅	∅	H	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							457	ʔ̚	ə	t	∅	⁰	∅	∅	H	E	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	458	ʔ	a	t	∅	²¹	∅	∅	H	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	459	-	o	t	∅	⁵⁵	∅	∅	_	U	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	2505	454	⁰	-	ə	t	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅																							455	⁰	-	ə	t	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅	456	²¹	ʔ	a	t	∅	∅	∅	_	H	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅																							457	⁰	ʔ̚	ə	t	∅	∅	∅	_	H	E	T	∅	∅	∅	0	1	7	1	∅	∅	∅	458	²¹	ʔ	a	t	∅	∅	∅	_	H	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅	459	⁵⁵	-	o	t	∅	∅	∅	_	_	U	T	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.2500	4	1.0000	2506																							460	l	∅	∅	∅	a	-	¹¹	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0																																													461	l	∅	∅	∅	a	ʔ	²¹	L	∅	∅	∅	A	H	_	5	∅	∅	∅	7	1	0	462	l	∅	∅	∅	a	ʔ̚	³³	L	∅	∅	∅	A	H	_	5	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	2506																							460	a	l	∅	∅	-	¹¹	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																																													461	a	l	∅	∅	ʔ	²¹	∅	A	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	462	a	l	∅	∅	ʔ̚	³³	∅	A	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	2506																							460	-	a	l	∅	¹¹	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																													461	ʔ	a	l	∅	²¹	∅	∅	H	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	462	ʔ̚	a	l	∅	³³	∅	∅	H	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																												
4	1.0000	1	0.2500	2506																							460	¹¹	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																													461	²¹	ʔ	a	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	462	³³	ʔ̚	a	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																												
1	0.2000	5	1.0000	2520	463	ʔ	∅	∅	∅	ɛ	-	-	H	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	464	ʔ	∅	∅	∅	a	ŋ	-	H	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	465	ʔ	∅	∅	∅	ɔ	-	-	H	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	466	ʔ	∅	∅	∅	a	n	ɦ	H	∅	∅	∅	A	N	H	1	∅	∅	∅	7	4	3																							467	ʔ	∅	∅	∅	a	ɴ	-	H	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	468	ʔ	∅	∅	∅	a	n	ɦ	H	∅	∅	∅	A	N	H	1	∅	∅	∅	7	4	3																						
2	0.4000	4	0.8000	2520	463	ɛ	ʔ	∅	∅	-	-	³³	E	H	∅	∅	_	_	_	7	1	∅	∅	0	0	0	464	a	ʔ	∅	∅	ŋ	-	⁵³	A	H	∅	∅	N	_	_	7	1	∅	∅	4	0	0	465	ɔ	ʔ	∅	∅	-	-	⁵⁵	U	H	∅	∅	_	_	_	7	1	∅	∅	0	0	0	466	a	ʔ	∅	∅	n	ɦ	³¹	A	H	∅	∅	N	H	_	7	1	∅	∅	4	3	0																							467	a	ʔ	∅	∅	ɴ	-	⁵⁵	A	H	∅	∅	N	_	_	7	1	∅	∅	4	0	0	468	a	ʔ	∅	∅	n	ɦ	³¹	A	H	∅	∅	N	H	_	7	1	∅	∅	4	3	0																						
3	0.6000	3	0.6000	2520	463	-	ɛ	ʔ	∅	-	³³	∅	_	E	H	∅	_	_	∅	0	7	1	∅	0	0	∅	464	ŋ	a	ʔ	∅	-	⁵³	∅	N	A	H	∅	_	_	∅	4	7	1	∅	0	0	∅	465	-	ɔ	ʔ	∅	-	⁵⁵	∅	_	U	H	∅	_	_	∅	0	7	1	∅	0	0	∅	466	n	a	ʔ	∅	ɦ	³¹	∅	N	A	H	∅	H	_	∅	4	7	1	∅	3	0	∅																							467	ɴ	a	ʔ	∅	-	⁵⁵	∅	N	A	H	∅	_	_	∅	4	7	1	∅	0	0	∅	468	n	a	ʔ	∅	ɦ	³¹	∅	N	A	H	∅	H	_	∅	4	7	1	∅	3	0	∅																						
4	0.8000	2	0.4000	2520	463	-	-	ɛ	ʔ	³³	∅	∅	_	_	E	H	_	∅	∅	0	0	7	1	0	∅	∅	464	-	ŋ	a	ʔ	⁵³	∅	∅	_	N	A	H	_	∅	∅	0	4	7	1	0	∅	∅	465	-	-	ɔ	ʔ	⁵⁵	∅	∅	_	_	U	H	_	∅	∅	0	0	7	1	0	∅	∅	466	ɦ	n	a	ʔ	³¹	∅	∅	H	N	A	H	_	∅	∅	3	4	7	1	0	∅	∅																							467	-	ɴ	a	ʔ	⁵⁵	∅	∅	_	N	A	H	_	∅	∅	0	4	7	1	0	∅	∅	468	ɦ	n	a	ʔ	³¹	∅	∅	H	N	A	H	_	∅	∅	3	4	7	1	0	∅	∅																						
5	1.0000	1	0.2000	2520	463	³³	-	-	ɛ	∅	∅	∅	_	_	_	E	∅	∅	∅	0	0	0	7	∅	∅	∅	464	⁵³	-	ŋ	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅	465	⁵⁵	-	-	ɔ	∅	∅	∅	_	_	_	U	∅	∅	∅	0	0	0	7	∅	∅	∅	466	³¹	ɦ	n	a	∅	∅	∅	_	H	N	A	∅	∅	∅	0	3	4	7	∅	∅	∅																							467	⁵⁵	-	ɴ	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅	468	³¹	ɦ	n	a	∅	∅	∅	_	H	N	A	∅	∅	∅	0	3	4	7	∅	∅	∅																						
1	0.3333	3	1.0000	2539	469	j	∅	∅	∅	a	¹¹	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																																													470	j	∅	∅	∅	a	³³	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅	471	j	∅	∅	∅	ɛ	³⁵	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																							472	j	∅	∅	∅	a	⁵³	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2539	469	a	j	∅	∅	¹¹	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																													470	a	j	∅	∅	³³	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	471	ɛ	j	∅	∅	³⁵	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							472	a	j	∅	∅	⁵³	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2539	469	¹¹	a	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																													470	³³	a	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	471	³⁵	ɛ	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							472	⁵³	a	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2547	473	j	∅	∅	∅	u	¹¹	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅																							474	j	∅	∅	∅	u	³³	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅	475	j	∅	∅	∅	o	³³	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅	476	j	∅	∅	∅	u	¹¹	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅	477	j	∅	∅	∅	o	⁵⁵	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅																							478	j	∅	∅	∅	o	³³	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2547	473	u	j	∅	∅	¹¹	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							474	u	j	∅	∅	³³	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	475	o	j	∅	∅	³³	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	476	u	j	∅	∅	¹¹	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	477	o	j	∅	∅	⁵⁵	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							478	o	j	∅	∅	³³	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2547	473	¹¹	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							474	³³	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	475	³³	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	476	¹¹	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	477	⁵⁵	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							478	³³	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅
1	0.2500	4	1.0000	2570																							479	k	∅	∅	∅	l	ɛ	³³	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0	480	k	∅	∅	∅	l	ɛ	³³	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0																																													481	k	∅	∅	∅	l	ɛ	⁵⁵	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0	482	k	∅	∅	∅	l	ai	⁵³	K	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0	483	k	∅	∅	∅	l	ɛ	³³	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0
2	0.5000	3	0.7500	2570																							479	l	k	∅	∅	ɛ	³³	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅	480	l	k	∅	∅	ɛ	³³	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅																																													481	l	k	∅	∅	ɛ	⁵⁵	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅	482	l	k	∅	∅	ai	⁵³	∅	L	K	∅	∅	A	_	∅	5	1	∅	∅	7	0	∅	483	l	k	∅	∅	ɛ	³³	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	2570																							479	ɛ	l	k	∅	³³	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	480	ɛ	l	k	∅	³³	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅																																													481	ɛ	l	k	∅	⁵⁵	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	482	ai	l	k	∅	⁵³	∅	∅	A	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	483	ɛ	l	k	∅	³³	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅
