index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
3	0.7500	2	0.5000	1853	809	-	e	tʰ	∅	⁵⁵	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	810	ʔ	a	tʰ	∅	⁴⁵	∅	∅	H	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	811	-	ɔ	tʰ	∅	³³	∅	∅	_	U	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	812	ʔ	a	tʰ	∅	²¹	∅	∅	H	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	813	ʔ	a	tʰ	∅	⁴⁵	∅	∅	H	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	814	ʔ̚	a	tʰ	∅	⁵¹	∅	∅	H	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	815	ʔ	a	tʰ	∅	²¹	∅	∅	H	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	816	-	a	tʰ	∅	³³	∅	∅	_	A	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	1853	809	⁵⁵	-	e	tʰ	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅	810	⁴⁵	ʔ	a	tʰ	∅	∅	∅	_	H	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅	811	³³	-	ɔ	tʰ	∅	∅	∅	_	_	U	T	∅	∅	∅	0	0	7	1	∅	∅	∅	812	²¹	ʔ	a	tʰ	∅	∅	∅	_	H	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅	813	⁴⁵	ʔ	a	tʰ	∅	∅	∅	_	H	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅	814	⁵¹	ʔ̚	a	tʰ	∅	∅	∅	_	H	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅	815	²¹	ʔ	a	tʰ	∅	∅	∅	_	H	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅	816	³³	-	a	tʰ	∅	∅	∅	_	_	A	T	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.2500	4	1.0000	1866	817	s	∅	∅	∅	e	-	⁵⁵	S	∅	∅	∅	E	_	_	3	∅	∅	∅	7	0	0	818	θ	∅	∅	∅	a	ʔ	⁴⁵	D	∅	∅	∅	A	H	_	3	∅	∅	∅	7	1	0	819	s	∅	∅	∅	ɔ	-	³³	S	∅	∅	∅	U	_	_	3	∅	∅	∅	7	0	0	820	s	∅	∅	∅	a	ʔ	²¹	S	∅	∅	∅	A	H	_	3	∅	∅	∅	7	1	0	821	s	∅	∅	∅	a	ʔ	⁴⁵	S	∅	∅	∅	A	H	_	3	∅	∅	∅	7	1	0	822	s	∅	∅	∅	a	ʔ̚	⁵¹	S	∅	∅	∅	A	H	_	3	∅	∅	∅	7	1	0	823	s	∅	∅	∅	a	ʔ	²¹	S	∅	∅	∅	A	H	_	3	∅	∅	∅	7	1	0	824	θ	∅	∅	∅	a	-	³³	D	∅	∅	∅	A	_	_	3	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	1866	817	e	s	∅	∅	-	⁵⁵	∅	E	S	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅	818	a	θ	∅	∅	ʔ	⁴⁵	∅	A	D	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	819	ɔ	s	∅	∅	-	³³	∅	U	S	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅	820	a	s	∅	∅	ʔ	²¹	∅	A	S	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	821	a	s	∅	∅	ʔ	⁴⁵	∅	A	S	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	822	a	s	∅	∅	ʔ̚	⁵¹	∅	A	S	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	823	a	s	∅	∅	ʔ	²¹	∅	A	S	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	824	a	θ	∅	∅	-	³³	∅	A	D	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅
3	0.7500	2	0.5000	1866	817	-	e	s	∅	⁵⁵	∅	∅	_	E	S	∅	_	∅	∅	0	7	3	∅	0	∅	∅	818	ʔ	a	θ	∅	⁴⁵	∅	∅	H	A	D	∅	_	∅	∅	1	7	3	∅	0	∅	∅	819	-	ɔ	s	∅	³³	∅	∅	_	U	S	∅	_	∅	∅	0	7	3	∅	0	∅	∅	820	ʔ	a	s	∅	²¹	∅	∅	H	A	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅	821	ʔ	a	s	∅	⁴⁵	∅	∅	H	A	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅	822	ʔ̚	a	s	∅	⁵¹	∅	∅	H	A	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅	823	ʔ	a	s	∅	²¹	∅	∅	H	A	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅	824	-	a	θ	∅	³³	∅	∅	_	A	D	∅	_	∅	∅	0	7	3	∅	0	∅	∅
4	1.0000	1	0.2500	1866	817	⁵⁵	-	e	s	∅	∅	∅	_	_	E	S	∅	∅	∅	0	0	7	3	∅	∅	∅	818	⁴⁵	ʔ	a	θ	∅	∅	∅	_	H	A	D	∅	∅	∅	0	1	7	3	∅	∅	∅	819	³³	-	ɔ	s	∅	∅	∅	_	_	U	S	∅	∅	∅	0	0	7	3	∅	∅	∅	820	²¹	ʔ	a	s	∅	∅	∅	_	H	A	S	∅	∅	∅	0	1	7	3	∅	∅	∅	821	⁴⁵	ʔ	a	s	∅	∅	∅	_	H	A	S	∅	∅	∅	0	1	7	3	∅	∅	∅	822	⁵¹	ʔ̚	a	s	∅	∅	∅	_	H	A	S	∅	∅	∅	0	1	7	3	∅	∅	∅	823	²¹	ʔ	a	s	∅	∅	∅	_	H	A	S	∅	∅	∅	0	1	7	3	∅	∅	∅	824	³³	-	a	θ	∅	∅	∅	_	_	A	D	∅	∅	∅	0	0	7	3	∅	∅	∅
1	0.2500	4	1.0000	1878	825	l	∅	∅	∅	i	-	¹¹	L	∅	∅	∅	I	_	_	5	∅	∅	∅	7	0	0	826	l	∅	∅	∅	ai	-	¹¹	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0	827	l	∅	∅	∅	i	-	¹¹	L	∅	∅	∅	I	_	_	5	∅	∅	∅	7	0	0	828	l	∅	∅	∅	e	-	⁵³	L	∅	∅	∅	E	_	_	5	∅	∅	∅	7	0	0	829	l	∅	∅	∅	i	ɦ	¹¹	L	∅	∅	∅	I	H	_	5	∅	∅	∅	7	3	0	830	l	∅	∅	∅	e	-	¹¹	L	∅	∅	∅	E	_	_	5	∅	∅	∅	7	0	0																							831	l	∅	∅	∅	i	-	³³	L	∅	∅	∅	I	_	_	5	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	1878	825	i	l	∅	∅	-	¹¹	∅	I	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	826	ai	l	∅	∅	-	¹¹	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	827	i	l	∅	∅	-	¹¹	∅	I	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	828	e	l	∅	∅	-	⁵³	∅	E	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	829	i	l	∅	∅	ɦ	¹¹	∅	I	L	∅	∅	H	_	∅	7	5	∅	∅	3	0	∅	830	e	l	∅	∅	-	¹¹	∅	E	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							831	i	l	∅	∅	-	³³	∅	I	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅
3	0.7500	2	0.5000	1878	825	-	i	l	∅	¹¹	∅	∅	_	I	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	826	-	ai	l	∅	¹¹	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	827	-	i	l	∅	¹¹	∅	∅	_	I	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	828	-	e	l	∅	⁵³	∅	∅	_	E	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	829	ɦ	i	l	∅	¹¹	∅	∅	H	I	L	∅	_	∅	∅	3	7	5	∅	0	∅	∅	830	-	e	l	∅	¹¹	∅	∅	_	E	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							831	-	i	l	∅	³³	∅	∅	_	I	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	1878	825	¹¹	-	i	l	∅	∅	∅	_	_	I	L	∅	∅	∅	0	0	7	5	∅	∅	∅	826	¹¹	-	ai	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅	827	¹¹	-	i	l	∅	∅	∅	_	_	I	L	∅	∅	∅	0	0	7	5	∅	∅	∅	828	⁵³	-	e	l	∅	∅	∅	_	_	E	L	∅	∅	∅	0	0	7	5	∅	∅	∅	829	¹¹	ɦ	i	l	∅	∅	∅	_	H	I	L	∅	∅	∅	0	3	7	5	∅	∅	∅	830	¹¹	-	e	l	∅	∅	∅	_	_	E	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							831	³³	-	i	l	∅	∅	∅	_	_	I	L	∅	∅	∅	0	0	7	5	∅	∅	∅
1	0.3333	3	1.0000	1894	832	l	∅	∅	∅	e	¹¹	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅	833	l	∅	∅	∅	a	¹¹	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅	834	l	∅	∅	∅	a	¹¹	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅	835	l	∅	∅	∅	a	⁵⁵	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅	836	l	∅	∅	∅	a	³³	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅	837	l̥	∅	∅	∅	a	¹¹	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅	838	l	∅	∅	∅	a	³³	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅	839	l	∅	∅	∅	ɛ	³³	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1894	832	e	l	∅	∅	¹¹	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	833	a	l	∅	∅	¹¹	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	834	a	l	∅	∅	¹¹	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	835	a	l	∅	∅	⁵⁵	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	836	a	l	∅	∅	³³	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	837	a	l̥	∅	∅	¹¹	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	838	a	l	∅	∅	³³	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	839	ɛ	l	∅	∅	³³	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1894	832	¹¹	e	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	833	¹¹	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	834	¹¹	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	835	⁵⁵	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	836	³³	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	837	¹¹	a	l̥	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	838	³³	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	839	³³	ɛ	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅
1	0.2000	5	1.0000	1907	840	s	∅	∅	∅	w	e	-	S	∅	∅	∅	W	E	_	3	∅	∅	∅	6	7	0	841	-	∅	∅	∅	θ	a	ʔ	_	∅	∅	∅	D	A	H	0	∅	∅	∅	3	7	1	842	s	∅	∅	∅	-	ɔ	-	S	∅	∅	∅	_	U	_	3	∅	∅	∅	0	7	0	843	-	∅	∅	∅	w	a	ʔ	_	∅	∅	∅	W	A	H	0	∅	∅	∅	6	7	1	844	-	∅	∅	∅	w	a	ʔ	_	∅	∅	∅	W	A	H	0	∅	∅	∅	6	7	1	845	s	∅	∅	∅	w	a	ʔ̚	S	∅	∅	∅	W	A	H	3	∅	∅	∅	6	7	1	846	-	∅	∅	∅	w	a	ʔ	_	∅	∅	∅	W	A	H	0	∅	∅	∅	6	7	1																						
2	0.4000	4	0.8000	1907	840	w	s	∅	∅	e	-	⁵⁵	W	S	∅	∅	E	_	_	6	3	∅	∅	7	0	0	841	θ	-	∅	∅	a	ʔ	⁴⁵	D	_	∅	∅	A	H	_	3	0	∅	∅	7	1	0	842	-	s	∅	∅	ɔ	-	³³	_	S	∅	∅	U	_	_	0	3	∅	∅	7	0	0	843	w	-	∅	∅	a	ʔ	²¹	W	_	∅	∅	A	H	_	6	0	∅	∅	7	1	0	844	w	-	∅	∅	a	ʔ	²¹	W	_	∅	∅	A	H	_	6	0	∅	∅	7	1	0	845	w	s	∅	∅	a	ʔ̚	⁵¹	W	S	∅	∅	A	H	_	6	3	∅	∅	7	1	0	846	w	-	∅	∅	a	ʔ	²¹	W	_	∅	∅	A	H	_	6	0	∅	∅	7	1	0																						
3	0.6000	3	0.6000	1907	840	e	w	s	∅	-	⁵⁵	∅	E	W	S	∅	_	_	∅	7	6	3	∅	0	0	∅	841	a	θ	-	∅	ʔ	⁴⁵	∅	A	D	_	∅	H	_	∅	7	3	0	∅	1	0	∅	842	ɔ	-	s	∅	-	³³	∅	U	_	S	∅	_	_	∅	7	0	3	∅	0	0	∅	843	a	w	-	∅	ʔ	²¹	∅	A	W	_	∅	H	_	∅	7	6	0	∅	1	0	∅	844	a	w	-	∅	ʔ	²¹	∅	A	W	_	∅	H	_	∅	7	6	0	∅	1	0	∅	845	a	w	s	∅	ʔ̚	⁵¹	∅	A	W	S	∅	H	_	∅	7	6	3	∅	1	0	∅	846	a	w	-	∅	ʔ	²¹	∅	A	W	_	∅	H	_	∅	7	6	0	∅	1	0	∅																						
4	0.8000	2	0.4000	1907	840	-	e	w	s	⁵⁵	∅	∅	_	E	W	S	_	∅	∅	0	7	6	3	0	∅	∅	841	ʔ	a	θ	-	⁴⁵	∅	∅	H	A	D	_	_	∅	∅	1	7	3	0	0	∅	∅	842	-	ɔ	-	s	³³	∅	∅	_	U	_	S	_	∅	∅	0	7	0	3	0	∅	∅	843	ʔ	a	w	-	²¹	∅	∅	H	A	W	_	_	∅	∅	1	7	6	0	0	∅	∅	844	ʔ	a	w	-	²¹	∅	∅	H	A	W	_	_	∅	∅	1	7	6	0	0	∅	∅	845	ʔ̚	a	w	s	⁵¹	∅	∅	H	A	W	S	_	∅	∅	1	7	6	3	0	∅	∅	846	ʔ	a	w	-	²¹	∅	∅	H	A	W	_	_	∅	∅	1	7	6	0	0	∅	∅																						
5	1.0000	1	0.2000	1907	840	⁵⁵	-	e	w	∅	∅	∅	_	_	E	W	∅	∅	∅	0	0	7	6	∅	∅	∅	841	⁴⁵	ʔ	a	θ	∅	∅	∅	_	H	A	D	∅	∅	∅	0	1	7	3	∅	∅	∅	842	³³	-	ɔ	-	∅	∅	∅	_	_	U	_	∅	∅	∅	0	0	7	0	∅	∅	∅	843	²¹	ʔ	a	w	∅	∅	∅	_	H	A	W	∅	∅	∅	0	1	7	6	∅	∅	∅	844	²¹	ʔ	a	w	∅	∅	∅	_	H	A	W	∅	∅	∅	0	1	7	6	∅	∅	∅	845	⁵¹	ʔ̚	a	w	∅	∅	∅	_	H	A	W	∅	∅	∅	0	1	7	6	∅	∅	∅	846	²¹	ʔ	a	w	∅	∅	∅	_	H	A	W	∅	∅	∅	0	1	7	6	∅	∅	∅																						
1	0.3333	3	1.0000	1921																																													847	l	∅	∅	∅	i	³³	∅	L	∅	∅	∅	I	_	∅	5	∅	∅	∅	7	0	∅																							848	l	∅	∅	∅	ei	⁵⁵	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅	849	l	∅	∅	∅	ei	⁵⁵	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅																							850	l	∅	∅	∅	ɪ	³³	∅	L	∅	∅	∅	I	_	∅	5	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1921																																													847	i	l	∅	∅	³³	∅	∅	I	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							848	ei	l	∅	∅	⁵⁵	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	849	ei	l	∅	∅	⁵⁵	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							850	ɪ	l	∅	∅	³³	∅	∅	I	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1921																																													847	³³	i	l	∅	∅	∅	∅	_	I	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							848	⁵⁵	ei	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	849	⁵⁵	ei	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							850	³³	ɪ	l	∅	∅	∅	∅	_	I	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅
1	0.3333	3	1.0000	1934	851	c	∅	∅	∅	i	¹¹	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	852	c	∅	∅	∅	ai	¹¹	∅	C	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	853	c	∅	∅	∅	i	¹¹	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	854	c	∅	∅	∅	e	⁵⁵	∅	C	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	855	c	∅	∅	∅	i	³³	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	856	c	∅	∅	∅	e	¹¹	∅	C	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	857	c	∅	∅	∅	e	³³	∅	C	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	858	c	∅	∅	∅	ɪ	³³	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1934	851	i	c	∅	∅	¹¹	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	852	ai	c	∅	∅	¹¹	∅	∅	A	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	853	i	c	∅	∅	¹¹	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	854	e	c	∅	∅	⁵⁵	∅	∅	E	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	855	i	c	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	856	e	c	∅	∅	¹¹	∅	∅	E	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	857	e	c	∅	∅	³³	∅	∅	E	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	858	ɪ	c	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1934	851	¹¹	i	c	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	852	¹¹	ai	c	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	853	¹¹	i	c	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	854	⁵⁵	e	c	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	855	³³	i	c	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	856	¹¹	e	c	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	857	³³	e	c	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	858	³³	ɪ	c	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	1947	859	kʰ	∅	∅	∅	ɛ	-	¹¹	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	860	kʰ	∅	∅	∅	a	ŋ	¹¹	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	861	kʰ	∅	∅	∅	ɔ	-	¹¹	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	862	kʰ	∅	∅	∅	a	ŋ	⁵⁵	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	863	kʰ	∅	∅	∅	ɛ̃	-	³³	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	864	kʰ	∅	∅	∅	a	ŋ	¹¹	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	865	kʰ	∅	∅	∅	a	ŋ	³³	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	866	kʰ	∅	∅	∅	a	-	³³	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	1947	859	ɛ	kʰ	∅	∅	-	¹¹	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	860	a	kʰ	∅	∅	ŋ	¹¹	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	861	ɔ	kʰ	∅	∅	-	¹¹	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	862	a	kʰ	∅	∅	ŋ	⁵⁵	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	863	ɛ̃	kʰ	∅	∅	-	³³	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	864	a	kʰ	∅	∅	ŋ	¹¹	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	865	a	kʰ	∅	∅	ŋ	³³	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	866	a	kʰ	∅	∅	-	³³	∅	A	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
