index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
2	0.6667	2	0.6667	2531	616	u	p	∅	∅	¹¹	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	617	au	p	∅	∅	¹¹	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	618	u	p	∅	∅	¹¹	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	619	o	pʰ	∅	∅	⁵³	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							620	o	b	∅	∅	¹¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	621	o	p	∅	∅	⁵⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	622	o	b	∅	∅	³³	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2531	616	¹¹	u	p	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	617	¹¹	au	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	618	¹¹	u	p	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	619	⁵³	o	pʰ	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							620	¹¹	o	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	621	⁵⁵	o	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	622	³³	o	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	2539	623	j	∅	∅	∅	a	¹¹	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																																													624	j	∅	∅	∅	a	³³	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅	625	j	∅	∅	∅	ɛ	³⁵	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																							626	j	∅	∅	∅	a	⁵³	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2539	623	a	j	∅	∅	¹¹	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																													624	a	j	∅	∅	³³	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	625	ɛ	j	∅	∅	³⁵	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							626	a	j	∅	∅	⁵³	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2539	623	¹¹	a	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																													624	³³	a	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	625	³⁵	ɛ	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							626	⁵³	a	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2547	627	j	∅	∅	∅	u	¹¹	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅																							628	j	∅	∅	∅	u	³³	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅	629	j	∅	∅	∅	o	³³	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅	630	j	∅	∅	∅	u	¹¹	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅	631	j	∅	∅	∅	o	⁵⁵	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅																							632	j	∅	∅	∅	o	³³	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2547	627	u	j	∅	∅	¹¹	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							628	u	j	∅	∅	³³	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	629	o	j	∅	∅	³³	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	630	u	j	∅	∅	¹¹	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	631	o	j	∅	∅	⁵⁵	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							632	o	j	∅	∅	³³	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2547	627	¹¹	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							628	³³	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	629	³³	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	630	¹¹	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	631	⁵⁵	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							632	³³	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅
1	0.3333	3	1.0000	2559	633	k	∅	∅	∅	i	¹¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	634	k	∅	∅	∅	i	¹¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	635	k	∅	∅	∅	i	¹¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	636	k	∅	∅	∅	i	⁵⁵	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	637	k	∅	∅	∅	ei	³³	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	638	k	∅	∅	∅	i	¹¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							639	k	∅	∅	∅	i	³³	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2559	633	i	k	∅	∅	¹¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	634	i	k	∅	∅	¹¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	635	i	k	∅	∅	¹¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	636	i	k	∅	∅	⁵⁵	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	637	ei	k	∅	∅	³³	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	638	i	k	∅	∅	¹¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							639	i	k	∅	∅	³³	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2559	633	¹¹	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	634	¹¹	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	635	¹¹	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	636	⁵⁵	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	637	³³	ei	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	638	¹¹	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							639	³³	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	2570																							640	k	∅	∅	∅	l	ɛ	³³	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0	641	k	∅	∅	∅	l	ɛ	³³	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0																																													642	k	∅	∅	∅	l	ɛ	⁵⁵	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0	643	k	∅	∅	∅	l	ai	⁵³	K	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0	644	k	∅	∅	∅	l	ɛ	³³	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0
2	0.5000	3	0.7500	2570																							640	l	k	∅	∅	ɛ	³³	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅	641	l	k	∅	∅	ɛ	³³	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅																																													642	l	k	∅	∅	ɛ	⁵⁵	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅	643	l	k	∅	∅	ai	⁵³	∅	L	K	∅	∅	A	_	∅	5	1	∅	∅	7	0	∅	644	l	k	∅	∅	ɛ	³³	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	2570																							640	ɛ	l	k	∅	³³	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	641	ɛ	l	k	∅	³³	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅																																													642	ɛ	l	k	∅	⁵⁵	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	643	ai	l	k	∅	⁵³	∅	∅	A	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	644	ɛ	l	k	∅	³³	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅
4	1.0000	1	0.2500	2570																							640	³³	ɛ	l	k	∅	∅	∅	_	E	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅	641	³³	ɛ	l	k	∅	∅	∅	_	E	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅																																													642	⁵⁵	ɛ	l	k	∅	∅	∅	_	E	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅	643	⁵³	ai	l	k	∅	∅	∅	_	A	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅	644	³³	ɛ	l	k	∅	∅	∅	_	E	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅
1	0.2000	5	1.0000	2579	645	pʰ	∅	∅	∅	r	e	-	P	∅	∅	∅	R	E	_	1	∅	∅	∅	5	7	0	646	p	∅	∅	∅	r	a	ʔ	P	∅	∅	∅	R	A	H	1	∅	∅	∅	5	7	1	647	p	∅	∅	∅	r	ɔ	-	P	∅	∅	∅	R	U	_	1	∅	∅	∅	5	7	0																							648	p	∅	∅	∅	ɣ	a	ʔ	P	∅	∅	∅	G	A	H	1	∅	∅	∅	3	7	1	649	b	∅	∅	∅	r	a	ʔ̚	P	∅	∅	∅	R	A	H	1	∅	∅	∅	5	7	1																							650	b	∅	∅	∅	w	a	-	P	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0
2	0.4000	4	0.8000	2579	645	r	pʰ	∅	∅	e	-	³³	R	P	∅	∅	E	_	_	5	1	∅	∅	7	0	0	646	r	p	∅	∅	a	ʔ	²¹	R	P	∅	∅	A	H	_	5	1	∅	∅	7	1	0	647	r	p	∅	∅	ɔ	-	³³	R	P	∅	∅	U	_	_	5	1	∅	∅	7	0	0																							648	ɣ	p	∅	∅	a	ʔ	²¹	G	P	∅	∅	A	H	_	3	1	∅	∅	7	1	0	649	r	b	∅	∅	a	ʔ̚	⁵¹	R	P	∅	∅	A	H	_	5	1	∅	∅	7	1	0																							650	w	b	∅	∅	a	-	¹¹	W	P	∅	∅	A	_	_	6	1	∅	∅	7	0	0
3	0.6000	3	0.6000	2579	645	e	r	pʰ	∅	-	³³	∅	E	R	P	∅	_	_	∅	7	5	1	∅	0	0	∅	646	a	r	p	∅	ʔ	²¹	∅	A	R	P	∅	H	_	∅	7	5	1	∅	1	0	∅	647	ɔ	r	p	∅	-	³³	∅	U	R	P	∅	_	_	∅	7	5	1	∅	0	0	∅																							648	a	ɣ	p	∅	ʔ	²¹	∅	A	G	P	∅	H	_	∅	7	3	1	∅	1	0	∅	649	a	r	b	∅	ʔ̚	⁵¹	∅	A	R	P	∅	H	_	∅	7	5	1	∅	1	0	∅																							650	a	w	b	∅	-	¹¹	∅	A	W	P	∅	_	_	∅	7	6	1	∅	0	0	∅
4	0.8000	2	0.4000	2579	645	-	e	r	pʰ	³³	∅	∅	_	E	R	P	_	∅	∅	0	7	5	1	0	∅	∅	646	ʔ	a	r	p	²¹	∅	∅	H	A	R	P	_	∅	∅	1	7	5	1	0	∅	∅	647	-	ɔ	r	p	³³	∅	∅	_	U	R	P	_	∅	∅	0	7	5	1	0	∅	∅																							648	ʔ	a	ɣ	p	²¹	∅	∅	H	A	G	P	_	∅	∅	1	7	3	1	0	∅	∅	649	ʔ̚	a	r	b	⁵¹	∅	∅	H	A	R	P	_	∅	∅	1	7	5	1	0	∅	∅																							650	-	a	w	b	¹¹	∅	∅	_	A	W	P	_	∅	∅	0	7	6	1	0	∅	∅
5	1.0000	1	0.2000	2579	645	³³	-	e	r	∅	∅	∅	_	_	E	R	∅	∅	∅	0	0	7	5	∅	∅	∅	646	²¹	ʔ	a	r	∅	∅	∅	_	H	A	R	∅	∅	∅	0	1	7	5	∅	∅	∅	647	³³	-	ɔ	r	∅	∅	∅	_	_	U	R	∅	∅	∅	0	0	7	5	∅	∅	∅																							648	²¹	ʔ	a	ɣ	∅	∅	∅	_	H	A	G	∅	∅	∅	0	1	7	3	∅	∅	∅	649	⁵¹	ʔ̚	a	r	∅	∅	∅	_	H	A	R	∅	∅	∅	0	1	7	5	∅	∅	∅																							650	¹¹	-	a	w	∅	∅	∅	_	_	A	W	∅	∅	∅	0	0	7	6	∅	∅	∅
1	0.2500	4	1.0000	2590	651	p	∅	∅	∅	o	-	¹¹	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	652	p	∅	∅	∅	ɔ	-	³³	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	653	p	∅	∅	∅	o	-	³³	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	654	pʰ	∅	∅	∅	ɔ	ŋ	³³	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0	655	pʰ	∅	∅	∅	ɔ̃	-	⁵⁵	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	656	b	∅	∅	∅	ɔ	ŋ	⁵⁵	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0	657	p	∅	∅	∅	ɔ	ŋ	⁵³	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	2590	651	o	p	∅	∅	-	¹¹	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	652	ɔ	p	∅	∅	-	³³	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	653	o	p	∅	∅	-	³³	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	654	ɔ	pʰ	∅	∅	ŋ	³³	∅	U	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	655	ɔ̃	pʰ	∅	∅	-	⁵⁵	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	656	ɔ	b	∅	∅	ŋ	⁵⁵	∅	U	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	657	ɔ	p	∅	∅	ŋ	⁵³	∅	U	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	2590	651	-	o	p	∅	¹¹	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	652	-	ɔ	p	∅	³³	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	653	-	o	p	∅	³³	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	654	ŋ	ɔ	pʰ	∅	³³	∅	∅	N	U	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅	655	-	ɔ̃	pʰ	∅	⁵⁵	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	656	ŋ	ɔ	b	∅	⁵⁵	∅	∅	N	U	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅	657	ŋ	ɔ	p	∅	⁵³	∅	∅	N	U	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	2590	651	¹¹	-	o	p	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅	652	³³	-	ɔ	p	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅	653	³³	-	o	p	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅	654	³³	ŋ	ɔ	pʰ	∅	∅	∅	_	N	U	P	∅	∅	∅	0	4	7	1	∅	∅	∅	655	⁵⁵	-	ɔ̃	pʰ	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅	656	⁵⁵	ŋ	ɔ	b	∅	∅	∅	_	N	U	P	∅	∅	∅	0	4	7	1	∅	∅	∅	657	⁵³	ŋ	ɔ	p	∅	∅	∅	_	N	U	P	∅	∅	∅	0	4	7	1	∅	∅	∅																						
1	0.3333	3	1.0000	2604	658	tʰ	∅	∅	∅	i	¹¹	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	659	tʰ	∅	∅	∅	ai	¹¹	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	660	tʰ	∅	∅	∅	i	¹¹	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	661	tʰ	∅	∅	∅	e	⁵⁵	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	662	tʰ	∅	∅	∅	i	³³	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	663	tʰ	∅	∅	∅	e	¹¹	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	664	tʰ	∅	∅	∅	e	³³	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2604	658	i	tʰ	∅	∅	¹¹	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	659	ai	tʰ	∅	∅	¹¹	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	660	i	tʰ	∅	∅	¹¹	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	661	e	tʰ	∅	∅	⁵⁵	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	662	i	tʰ	∅	∅	³³	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	663	e	tʰ	∅	∅	¹¹	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	664	e	tʰ	∅	∅	³³	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2604	658	¹¹	i	tʰ	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	659	¹¹	ai	tʰ	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	660	¹¹	i	tʰ	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	661	⁵⁵	e	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	662	³³	i	tʰ	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	663	¹¹	e	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	664	³³	e	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.2500	4	1.0000	2616	665	r	∅	∅	∅	a	-	³³	R	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0																							666	r	∅	∅	∅	e	-	³³	R	∅	∅	∅	E	_	_	5	∅	∅	∅	7	0	0																							667	ɣ	∅	∅	∅	ai	ʔ	²¹	G	∅	∅	∅	A	H	_	3	∅	∅	∅	7	1	0	668	r	∅	∅	∅	e	ʔ̚	⁵¹	R	∅	∅	∅	E	H	_	5	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	2616	665	a	r	∅	∅	-	³³	∅	A	R	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							666	e	r	∅	∅	-	³³	∅	E	R	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							667	ai	ɣ	∅	∅	ʔ	²¹	∅	A	G	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	668	e	r	∅	∅	ʔ̚	⁵¹	∅	E	R	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	2616	665	-	a	r	∅	³³	∅	∅	_	A	R	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							666	-	e	r	∅	³³	∅	∅	_	E	R	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							667	ʔ	ai	ɣ	∅	²¹	∅	∅	H	A	G	∅	_	∅	∅	1	7	3	∅	0	∅	∅	668	ʔ̚	e	r	∅	⁵¹	∅	∅	H	E	R	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																												
4	1.0000	1	0.2500	2616	665	³³	-	a	r	∅	∅	∅	_	_	A	R	∅	∅	∅	0	0	7	5	∅	∅	∅																							666	³³	-	e	r	∅	∅	∅	_	_	E	R	∅	∅	∅	0	0	7	5	∅	∅	∅																							667	²¹	ʔ	ai	ɣ	∅	∅	∅	_	H	A	G	∅	∅	∅	0	1	7	3	∅	∅	∅	668	⁵¹	ʔ̚	e	r	∅	∅	∅	_	H	E	R	∅	∅	∅	0	1	7	5	∅	∅	∅																																												
1	0.2000	5	1.0000	2662	669	tʰ	∅	∅	∅	-	ɨ	-	T	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0	670	tʰ	∅	∅	∅	w	a	ŋ	T	∅	∅	∅	W	A	N	1	∅	∅	∅	6	7	4	671	tʰ	∅	∅	∅	-	u	-	T	∅	∅	∅	_	Y	_	1	∅	∅	∅	0	7	0	672	tʰ	∅	∅	∅	-	u	n	T	∅	∅	∅	_	Y	N	1	∅	∅	∅	0	7	4	673	tʰ	∅	∅	∅	-	ɑ̃	-	T	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0	674	tʰ	∅	∅	∅	-	u	ɴ	T	∅	∅	∅	_	Y	N	1	∅	∅	∅	0	7	4	675	tʰ	∅	∅	∅	w	ə	m	T	∅	∅	∅	W	E	M	1	∅	∅	∅	6	7	4																						
