index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
1	0.2500	4	1.0000	2505	875	t	∅	∅	∅	ə	-	⁰	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																							876	t	∅	∅	∅	ə	-	⁰	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	877	t	∅	∅	∅	a	ʔ	²¹	T	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0																							878	t	∅	∅	∅	ə	ʔ̚	⁰	T	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	879	t	∅	∅	∅	a	ʔ	²¹	T	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0	880	t	∅	∅	∅	o	-	⁵⁵	T	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	2505	875	ə	t	∅	∅	-	⁰	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							876	ə	t	∅	∅	-	⁰	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	877	a	t	∅	∅	ʔ	²¹	∅	A	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							878	ə	t	∅	∅	ʔ̚	⁰	∅	E	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	879	a	t	∅	∅	ʔ	²¹	∅	A	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	880	o	t	∅	∅	-	⁵⁵	∅	U	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	2505	875	-	ə	t	∅	⁰	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							876	-	ə	t	∅	⁰	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	877	ʔ	a	t	∅	²¹	∅	∅	H	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							878	ʔ̚	ə	t	∅	⁰	∅	∅	H	E	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	879	ʔ	a	t	∅	²¹	∅	∅	H	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	880	-	o	t	∅	⁵⁵	∅	∅	_	U	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	2505	875	⁰	-	ə	t	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅																							876	⁰	-	ə	t	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅	877	²¹	ʔ	a	t	∅	∅	∅	_	H	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅																							878	⁰	ʔ̚	ə	t	∅	∅	∅	_	H	E	T	∅	∅	∅	0	1	7	1	∅	∅	∅	879	²¹	ʔ	a	t	∅	∅	∅	_	H	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅	880	⁵⁵	-	o	t	∅	∅	∅	_	_	U	T	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.2500	4	1.0000	2506																							881	l	∅	∅	∅	a	-	¹¹	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0																																													882	l	∅	∅	∅	a	ʔ	²¹	L	∅	∅	∅	A	H	_	5	∅	∅	∅	7	1	0	883	l	∅	∅	∅	a	ʔ̚	³³	L	∅	∅	∅	A	H	_	5	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	2506																							881	a	l	∅	∅	-	¹¹	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																																													882	a	l	∅	∅	ʔ	²¹	∅	A	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	883	a	l	∅	∅	ʔ̚	³³	∅	A	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	2506																							881	-	a	l	∅	¹¹	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																													882	ʔ	a	l	∅	²¹	∅	∅	H	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	883	ʔ̚	a	l	∅	³³	∅	∅	H	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																												
4	1.0000	1	0.2500	2506																							881	¹¹	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																													882	²¹	ʔ	a	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	883	³³	ʔ̚	a	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																												
1	0.2000	5	1.0000	2520	884	ʔ	∅	∅	∅	ɛ	-	-	H	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	885	ʔ	∅	∅	∅	a	ŋ	-	H	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	886	ʔ	∅	∅	∅	ɔ	-	-	H	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	887	ʔ	∅	∅	∅	a	n	ɦ	H	∅	∅	∅	A	N	H	1	∅	∅	∅	7	4	3																							888	ʔ	∅	∅	∅	a	ɴ	-	H	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	889	ʔ	∅	∅	∅	a	n	ɦ	H	∅	∅	∅	A	N	H	1	∅	∅	∅	7	4	3																						
2	0.4000	4	0.8000	2520	884	ɛ	ʔ	∅	∅	-	-	³³	E	H	∅	∅	_	_	_	7	1	∅	∅	0	0	0	885	a	ʔ	∅	∅	ŋ	-	⁵³	A	H	∅	∅	N	_	_	7	1	∅	∅	4	0	0	886	ɔ	ʔ	∅	∅	-	-	⁵⁵	U	H	∅	∅	_	_	_	7	1	∅	∅	0	0	0	887	a	ʔ	∅	∅	n	ɦ	³¹	A	H	∅	∅	N	H	_	7	1	∅	∅	4	3	0																							888	a	ʔ	∅	∅	ɴ	-	⁵⁵	A	H	∅	∅	N	_	_	7	1	∅	∅	4	0	0	889	a	ʔ	∅	∅	n	ɦ	³¹	A	H	∅	∅	N	H	_	7	1	∅	∅	4	3	0																						
3	0.6000	3	0.6000	2520	884	-	ɛ	ʔ	∅	-	³³	∅	_	E	H	∅	_	_	∅	0	7	1	∅	0	0	∅	885	ŋ	a	ʔ	∅	-	⁵³	∅	N	A	H	∅	_	_	∅	4	7	1	∅	0	0	∅	886	-	ɔ	ʔ	∅	-	⁵⁵	∅	_	U	H	∅	_	_	∅	0	7	1	∅	0	0	∅	887	n	a	ʔ	∅	ɦ	³¹	∅	N	A	H	∅	H	_	∅	4	7	1	∅	3	0	∅																							888	ɴ	a	ʔ	∅	-	⁵⁵	∅	N	A	H	∅	_	_	∅	4	7	1	∅	0	0	∅	889	n	a	ʔ	∅	ɦ	³¹	∅	N	A	H	∅	H	_	∅	4	7	1	∅	3	0	∅																						
4	0.8000	2	0.4000	2520	884	-	-	ɛ	ʔ	³³	∅	∅	_	_	E	H	_	∅	∅	0	0	7	1	0	∅	∅	885	-	ŋ	a	ʔ	⁵³	∅	∅	_	N	A	H	_	∅	∅	0	4	7	1	0	∅	∅	886	-	-	ɔ	ʔ	⁵⁵	∅	∅	_	_	U	H	_	∅	∅	0	0	7	1	0	∅	∅	887	ɦ	n	a	ʔ	³¹	∅	∅	H	N	A	H	_	∅	∅	3	4	7	1	0	∅	∅																							888	-	ɴ	a	ʔ	⁵⁵	∅	∅	_	N	A	H	_	∅	∅	0	4	7	1	0	∅	∅	889	ɦ	n	a	ʔ	³¹	∅	∅	H	N	A	H	_	∅	∅	3	4	7	1	0	∅	∅																						
5	1.0000	1	0.2000	2520	884	³³	-	-	ɛ	∅	∅	∅	_	_	_	E	∅	∅	∅	0	0	0	7	∅	∅	∅	885	⁵³	-	ŋ	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅	886	⁵⁵	-	-	ɔ	∅	∅	∅	_	_	_	U	∅	∅	∅	0	0	0	7	∅	∅	∅	887	³¹	ɦ	n	a	∅	∅	∅	_	H	N	A	∅	∅	∅	0	3	4	7	∅	∅	∅																							888	⁵⁵	-	ɴ	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅	889	³¹	ɦ	n	a	∅	∅	∅	_	H	N	A	∅	∅	∅	0	3	4	7	∅	∅	∅																						
1	0.3333	3	1.0000	2531	890	p	∅	∅	∅	u	¹¹	∅	P	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅	891	p	∅	∅	∅	au	¹¹	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	892	p	∅	∅	∅	u	¹¹	∅	P	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅	893	pʰ	∅	∅	∅	o	⁵³	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							894	b	∅	∅	∅	o	¹¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	895	p	∅	∅	∅	o	⁵⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	896	b	∅	∅	∅	o	³³	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2531	890	u	p	∅	∅	¹¹	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	891	au	p	∅	∅	¹¹	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	892	u	p	∅	∅	¹¹	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	893	o	pʰ	∅	∅	⁵³	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							894	o	b	∅	∅	¹¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	895	o	p	∅	∅	⁵⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	896	o	b	∅	∅	³³	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2531	890	¹¹	u	p	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	891	¹¹	au	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	892	¹¹	u	p	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	893	⁵³	o	pʰ	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							894	¹¹	o	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	895	⁵⁵	o	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	896	³³	o	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	2539	897	j	∅	∅	∅	a	¹¹	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																																													898	j	∅	∅	∅	a	³³	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅	899	j	∅	∅	∅	ɛ	³⁵	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																							900	j	∅	∅	∅	a	⁵³	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2539	897	a	j	∅	∅	¹¹	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																													898	a	j	∅	∅	³³	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	899	ɛ	j	∅	∅	³⁵	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							900	a	j	∅	∅	⁵³	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2539	897	¹¹	a	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																													898	³³	a	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	899	³⁵	ɛ	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							900	⁵³	a	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2547	901	j	∅	∅	∅	u	¹¹	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅																							902	j	∅	∅	∅	u	³³	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅	903	j	∅	∅	∅	o	³³	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅	904	j	∅	∅	∅	u	¹¹	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅	905	j	∅	∅	∅	o	⁵⁵	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅																							906	j	∅	∅	∅	o	³³	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2547	901	u	j	∅	∅	¹¹	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							902	u	j	∅	∅	³³	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	903	o	j	∅	∅	³³	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	904	u	j	∅	∅	¹¹	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	905	o	j	∅	∅	⁵⁵	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							906	o	j	∅	∅	³³	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2547	901	¹¹	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							902	³³	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	903	³³	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	904	¹¹	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	905	⁵⁵	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							906	³³	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅
1	0.3333	3	1.0000	2559	907	k	∅	∅	∅	i	¹¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	908	k	∅	∅	∅	i	¹¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	909	k	∅	∅	∅	i	¹¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	910	k	∅	∅	∅	i	⁵⁵	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	911	k	∅	∅	∅	ei	³³	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	912	k	∅	∅	∅	i	¹¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							913	k	∅	∅	∅	i	³³	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2559	907	i	k	∅	∅	¹¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	908	i	k	∅	∅	¹¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	909	i	k	∅	∅	¹¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	910	i	k	∅	∅	⁵⁵	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	911	ei	k	∅	∅	³³	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	912	i	k	∅	∅	¹¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							913	i	k	∅	∅	³³	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2559	907	¹¹	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	908	¹¹	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	909	¹¹	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	910	⁵⁵	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	911	³³	ei	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	912	¹¹	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							913	³³	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	2570																							914	k	∅	∅	∅	l	ɛ	³³	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0	915	k	∅	∅	∅	l	ɛ	³³	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0																																													916	k	∅	∅	∅	l	ɛ	⁵⁵	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0	917	k	∅	∅	∅	l	ai	⁵³	K	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0	918	k	∅	∅	∅	l	ɛ	³³	K	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0
2	0.5000	3	0.7500	2570																							914	l	k	∅	∅	ɛ	³³	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅	915	l	k	∅	∅	ɛ	³³	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅																																													916	l	k	∅	∅	ɛ	⁵⁵	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅	917	l	k	∅	∅	ai	⁵³	∅	L	K	∅	∅	A	_	∅	5	1	∅	∅	7	0	∅	918	l	k	∅	∅	ɛ	³³	∅	L	K	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	2570																							914	ɛ	l	k	∅	³³	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	915	ɛ	l	k	∅	³³	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅																																													916	ɛ	l	k	∅	⁵⁵	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	917	ai	l	k	∅	⁵³	∅	∅	A	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	918	ɛ	l	k	∅	³³	∅	∅	E	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅
4	1.0000	1	0.2500	2570																							914	³³	ɛ	l	k	∅	∅	∅	_	E	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅	915	³³	ɛ	l	k	∅	∅	∅	_	E	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅																																													916	⁵⁵	ɛ	l	k	∅	∅	∅	_	E	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅	917	⁵³	ai	l	k	∅	∅	∅	_	A	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅	918	³³	ɛ	l	k	∅	∅	∅	_	E	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅
1	0.2000	5	1.0000	2579	919	pʰ	∅	∅	∅	r	e	-	P	∅	∅	∅	R	E	_	1	∅	∅	∅	5	7	0	920	p	∅	∅	∅	r	a	ʔ	P	∅	∅	∅	R	A	H	1	∅	∅	∅	5	7	1	921	p	∅	∅	∅	r	ɔ	-	P	∅	∅	∅	R	U	_	1	∅	∅	∅	5	7	0																							922	p	∅	∅	∅	ɣ	a	ʔ	P	∅	∅	∅	G	A	H	1	∅	∅	∅	3	7	1	923	b	∅	∅	∅	r	a	ʔ̚	P	∅	∅	∅	R	A	H	1	∅	∅	∅	5	7	1																							924	b	∅	∅	∅	w	a	-	P	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0
2	0.4000	4	0.8000	2579	919	r	pʰ	∅	∅	e	-	³³	R	P	∅	∅	E	_	_	5	1	∅	∅	7	0	0	920	r	p	∅	∅	a	ʔ	²¹	R	P	∅	∅	A	H	_	5	1	∅	∅	7	1	0	921	r	p	∅	∅	ɔ	-	³³	R	P	∅	∅	U	_	_	5	1	∅	∅	7	0	0																							922	ɣ	p	∅	∅	a	ʔ	²¹	G	P	∅	∅	A	H	_	3	1	∅	∅	7	1	0	923	r	b	∅	∅	a	ʔ̚	⁵¹	R	P	∅	∅	A	H	_	5	1	∅	∅	7	1	0																							924	w	b	∅	∅	a	-	¹¹	W	P	∅	∅	A	_	_	6	1	∅	∅	7	0	0
3	0.6000	3	0.6000	2579	919	e	r	pʰ	∅	-	³³	∅	E	R	P	∅	_	_	∅	7	5	1	∅	0	0	∅	920	a	r	p	∅	ʔ	²¹	∅	A	R	P	∅	H	_	∅	7	5	1	∅	1	0	∅	921	ɔ	r	p	∅	-	³³	∅	U	R	P	∅	_	_	∅	7	5	1	∅	0	0	∅																							922	a	ɣ	p	∅	ʔ	²¹	∅	A	G	P	∅	H	_	∅	7	3	1	∅	1	0	∅	923	a	r	b	∅	ʔ̚	⁵¹	∅	A	R	P	∅	H	_	∅	7	5	1	∅	1	0	∅																							924	a	w	b	∅	-	¹¹	∅	A	W	P	∅	_	_	∅	7	6	1	∅	0	0	∅
4	0.8000	2	0.4000	2579	919	-	e	r	pʰ	³³	∅	∅	_	E	R	P	_	∅	∅	0	7	5	1	0	∅	∅	920	ʔ	a	r	p	²¹	∅	∅	H	A	R	P	_	∅	∅	1	7	5	1	0	∅	∅	921	-	ɔ	r	p	³³	∅	∅	_	U	R	P	_	∅	∅	0	7	5	1	0	∅	∅																							922	ʔ	a	ɣ	p	²¹	∅	∅	H	A	G	P	_	∅	∅	1	7	3	1	0	∅	∅	923	ʔ̚	a	r	b	⁵¹	∅	∅	H	A	R	P	_	∅	∅	1	7	5	1	0	∅	∅																							924	-	a	w	b	¹¹	∅	∅	_	A	W	P	_	∅	∅	0	7	6	1	0	∅	∅
5	1.0000	1	0.2000	2579	919	³³	-	e	r	∅	∅	∅	_	_	E	R	∅	∅	∅	0	0	7	5	∅	∅	∅	920	²¹	ʔ	a	r	∅	∅	∅	_	H	A	R	∅	∅	∅	0	1	7	5	∅	∅	∅	921	³³	-	ɔ	r	∅	∅	∅	_	_	U	R	∅	∅	∅	0	0	7	5	∅	∅	∅																							922	²¹	ʔ	a	ɣ	∅	∅	∅	_	H	A	G	∅	∅	∅	0	1	7	3	∅	∅	∅	923	⁵¹	ʔ̚	a	r	∅	∅	∅	_	H	A	R	∅	∅	∅	0	1	7	5	∅	∅	∅																							924	¹¹	-	a	w	∅	∅	∅	_	_	A	W	∅	∅	∅	0	0	7	6	∅	∅	∅
