index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
6	0.6000	5	0.5000	221	306	+	a	w	l	-	-	-	_	A	W	L	_	_	_	0	7	6	5	0	0	0																							307	+	a	w	l	-	-	-	_	A	W	L	_	_	_	0	7	6	5	0	0	0	308	+	a	w	l	-	-	-	_	A	W	L	_	_	_	0	7	6	5	0	0	0																							309	+	a	w	l	-	-	-	_	A	W	L	_	_	_	0	7	6	5	0	0	0																							310	+	a	w	l	-	-	-	_	A	W	L	_	_	_	0	7	6	5	0	0	0	311	+	a	w	l	j	u	+	_	A	W	L	J	Y	_	0	7	6	5	6	7	0
7	0.7000	4	0.4000	221	306	-	+	a	w	-	-	tɬ	_	_	A	W	_	_	T	0	0	7	6	0	0	1																							307	-	+	a	w	-	-	ʔ	_	_	A	W	_	_	H	0	0	7	6	0	0	1	308	-	+	a	w	-	-	tɬ	_	_	A	W	_	_	T	0	0	7	6	0	0	1																							309	-	+	a	w	-	-	t	_	_	A	W	_	_	T	0	0	7	6	0	0	1																							310	-	+	a	w	-	-	tɬ	_	_	A	W	_	_	T	0	0	7	6	0	0	1	311	j	+	a	w	u	+	tɬ	J	_	A	W	Y	_	T	6	0	7	6	7	0	1
8	0.8000	3	0.3000	221	306	-	-	+	a	-	tɬ	∅	_	_	_	A	_	T	∅	0	0	0	7	0	1	∅																							307	-	-	+	a	-	ʔ	∅	_	_	_	A	_	H	∅	0	0	0	7	0	1	∅	308	-	-	+	a	-	tɬ	∅	_	_	_	A	_	T	∅	0	0	0	7	0	1	∅																							309	-	-	+	a	-	t	∅	_	_	_	A	_	T	∅	0	0	0	7	0	1	∅																							310	-	-	+	a	-	tɬ	∅	_	_	_	A	_	T	∅	0	0	0	7	0	1	∅	311	u	j	+	a	+	tɬ	∅	Y	J	_	A	_	T	∅	7	6	0	7	0	1	∅
9	0.9000	2	0.2000	221	306	-	-	-	+	tɬ	∅	∅	_	_	_	_	T	∅	∅	0	0	0	0	1	∅	∅																							307	-	-	-	+	ʔ	∅	∅	_	_	_	_	H	∅	∅	0	0	0	0	1	∅	∅	308	-	-	-	+	tɬ	∅	∅	_	_	_	_	T	∅	∅	0	0	0	0	1	∅	∅																							309	-	-	-	+	t	∅	∅	_	_	_	_	T	∅	∅	0	0	0	0	1	∅	∅																							310	-	-	-	+	tɬ	∅	∅	_	_	_	_	T	∅	∅	0	0	0	0	1	∅	∅	311	+	u	j	+	tɬ	∅	∅	_	Y	J	_	T	∅	∅	0	7	6	0	1	∅	∅
10	1.0000	1	0.1000	221	306	tɬ	-	-	-	∅	∅	∅	T	_	_	_	∅	∅	∅	1	0	0	0	∅	∅	∅																							307	ʔ	-	-	-	∅	∅	∅	H	_	_	_	∅	∅	∅	1	0	0	0	∅	∅	∅	308	tɬ	-	-	-	∅	∅	∅	T	_	_	_	∅	∅	∅	1	0	0	0	∅	∅	∅																							309	t	-	-	-	∅	∅	∅	T	_	_	_	∅	∅	∅	1	0	0	0	∅	∅	∅																							310	tɬ	-	-	-	∅	∅	∅	T	_	_	_	∅	∅	∅	1	0	0	0	∅	∅	∅	311	tɬ	+	u	j	∅	∅	∅	T	_	Y	J	∅	∅	∅	1	0	7	6	∅	∅	∅
1	0.0909	11	1.0000	224	312	j	∅	∅	∅	a	w	a	J	∅	∅	∅	A	W	A	6	∅	∅	∅	7	6	7																							313	j	∅	∅	∅	a	w	a	J	∅	∅	∅	A	W	A	6	∅	∅	∅	7	6	7	314	j	∅	∅	∅	e	w	a	J	∅	∅	∅	E	W	A	6	∅	∅	∅	7	6	7																							315	j	∅	∅	∅	a	w	a	J	∅	∅	∅	A	W	A	6	∅	∅	∅	7	6	7																							316	j	∅	∅	∅	a	w	a	J	∅	∅	∅	A	W	A	6	∅	∅	∅	7	6	7	317	j	∅	∅	∅	e	w	a	J	∅	∅	∅	E	W	A	6	∅	∅	∅	7	6	7
2	0.1818	10	0.9091	224	312	a	j	∅	∅	w	a	l	A	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5																							313	a	j	∅	∅	w	a	l	A	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5	314	e	j	∅	∅	w	a	l	E	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5																							315	a	j	∅	∅	w	a	l	A	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5																							316	a	j	∅	∅	w	a	l	A	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5	317	e	j	∅	∅	w	a	l	E	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5
3	0.2727	9	0.8182	224	312	w	a	j	∅	a	l	+	W	A	J	∅	A	L	_	6	7	6	∅	7	5	0																							313	w	a	j	∅	a	l	+	W	A	J	∅	A	L	_	6	7	6	∅	7	5	0	314	w	e	j	∅	a	l	+	W	E	J	∅	A	L	_	6	7	6	∅	7	5	0																							315	w	a	j	∅	a	l	+	W	A	J	∅	A	L	_	6	7	6	∅	7	5	0																							316	w	a	j	∅	a	l	+	W	A	J	∅	A	L	_	6	7	6	∅	7	5	0	317	w	e	j	∅	a	l	+	W	E	J	∅	A	L	_	6	7	6	∅	7	5	0
4	0.3636	8	0.7273	224	312	a	w	a	j	l	+	t	A	W	A	J	L	_	T	7	6	7	6	5	0	1																							313	a	w	a	j	l	+	t	A	W	A	J	L	_	T	7	6	7	6	5	0	1	314	a	w	e	j	l	+	t	A	W	E	J	L	_	T	7	6	7	6	5	0	1																							315	a	w	a	j	l	+	n	A	W	A	J	L	_	N	7	6	7	6	5	0	4																							316	a	w	a	j	l	+	t	A	W	A	J	L	_	T	7	6	7	6	5	0	1	317	a	w	e	j	l	+	t	A	W	E	J	L	_	T	7	6	7	6	5	0	1
5	0.4545	7	0.6364	224	312	l	a	w	a	+	t	i	L	A	W	A	_	T	I	5	7	6	7	0	1	7																							313	l	a	w	a	+	t	i	L	A	W	A	_	T	I	5	7	6	7	0	1	7	314	l	a	w	e	+	t	i	L	A	W	E	_	T	I	5	7	6	7	0	1	7																							315	l	a	w	a	+	n	a	L	A	W	A	_	N	A	5	7	6	7	0	4	7																							316	l	a	w	a	+	t	ɨ	L	A	W	A	_	T	I	5	7	6	7	0	1	7	317	l	a	w	e	+	t	iː	L	A	W	E	_	T	I	5	7	6	7	0	1	7
6	0.5455	6	0.5455	224	312	+	l	a	w	t	i	k	_	L	A	W	T	I	K	0	5	7	6	1	7	1																							313	+	l	a	w	t	i	ʔ	_	L	A	W	T	I	H	0	5	7	6	1	7	1	314	+	l	a	w	t	i	k	_	L	A	W	T	I	K	0	5	7	6	1	7	1																							315	+	l	a	w	n	a	h	_	L	A	W	N	A	H	0	5	7	6	4	7	3																							316	+	l	a	w	t	ɨ	-	_	L	A	W	T	I	_	0	5	7	6	1	7	0	317	+	l	a	w	t	iː	k	_	L	A	W	T	I	K	0	5	7	6	1	7	1
7	0.6364	5	0.4545	224	312	t	+	l	a	i	k	-	T	_	L	A	I	K	_	1	0	5	7	7	1	0																							313	t	+	l	a	i	ʔ	-	T	_	L	A	I	H	_	1	0	5	7	7	1	0	314	t	+	l	a	i	k	-	T	_	L	A	I	K	_	1	0	5	7	7	1	0																							315	n	+	l	a	a	h	-	N	_	L	A	A	H	_	4	0	5	7	7	3	0																							316	t	+	l	a	ɨ	-	+	T	_	L	A	I	_	_	1	0	5	7	7	0	0	317	t	+	l	a	iː	k	-	T	_	L	A	I	K	_	1	0	5	7	7	1	0
8	0.7273	4	0.3636	224	312	i	t	+	l	k	-	-	I	T	_	L	K	_	_	7	1	0	5	1	0	0																							313	i	t	+	l	ʔ	-	-	I	T	_	L	H	_	_	7	1	0	5	1	0	0	314	i	t	+	l	k	-	-	I	T	_	L	K	_	_	7	1	0	5	1	0	0																							315	a	n	+	l	h	-	-	A	N	_	L	H	_	_	7	4	0	5	3	0	0																							316	ɨ	t	+	l	-	+	k	I	T	_	L	_	_	K	7	1	0	5	0	0	1	317	iː	t	+	l	k	-	-	I	T	_	L	K	_	_	7	1	0	5	1	0	0
9	0.8182	3	0.2727	224	312	k	i	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅																							313	ʔ	i	t	+	-	-	∅	H	I	T	_	_	_	∅	1	7	1	0	0	0	∅	314	k	i	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅																							315	h	a	n	+	-	-	∅	H	A	N	_	_	_	∅	3	7	4	0	0	0	∅																							316	-	ɨ	t	+	+	k	∅	_	I	T	_	_	K	∅	0	7	1	0	0	1	∅	317	k	iː	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅
10	0.9091	2	0.1818	224	312	-	k	i	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅																							313	-	ʔ	i	t	-	∅	∅	_	H	I	T	_	∅	∅	0	1	7	1	0	∅	∅	314	-	k	i	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅																							315	-	h	a	n	-	∅	∅	_	H	A	N	_	∅	∅	0	3	7	4	0	∅	∅																							316	+	-	ɨ	t	k	∅	∅	_	_	I	T	K	∅	∅	0	0	7	1	1	∅	∅	317	-	k	iː	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅
11	1.0000	1	0.0909	224	312	-	-	k	i	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅																							313	-	-	ʔ	i	∅	∅	∅	_	_	H	I	∅	∅	∅	0	0	1	7	∅	∅	∅	314	-	-	k	i	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅																							315	-	-	h	a	∅	∅	∅	_	_	H	A	∅	∅	∅	0	0	3	7	∅	∅	∅																							316	k	+	-	ɨ	∅	∅	∅	K	_	_	I	∅	∅	∅	1	0	0	7	∅	∅	∅	317	-	-	k	iː	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅
1	0.1000	10	1.0000	227	318	-	∅	∅	∅	-	x	aː	_	∅	∅	∅	_	G	A	0	∅	∅	∅	0	3	7	319	-	∅	∅	∅	-	x	aː	_	∅	∅	∅	_	G	A	0	∅	∅	∅	0	3	7	320	-	∅	∅	∅	-	x	aː	_	∅	∅	∅	_	G	A	0	∅	∅	∅	0	3	7	321	-	∅	∅	∅	-	x	a	_	∅	∅	∅	_	G	A	0	∅	∅	∅	0	3	7	322	-	∅	∅	∅	-	x	aː	_	∅	∅	∅	_	G	A	0	∅	∅	∅	0	3	7	323	aː	∅	∅	∅	+	x	aː	A	∅	∅	∅	_	G	A	7	∅	∅	∅	0	3	7																							324	-	∅	∅	∅	-	x	aː	_	∅	∅	∅	_	G	A	0	∅	∅	∅	0	3	7	325	-	∅	∅	∅	-	x	ø	_	∅	∅	∅	_	G	U	0	∅	∅	∅	0	3	7
2	0.2000	9	0.9000	227	318	-	-	∅	∅	x	aː	-	_	_	∅	∅	G	A	_	0	0	∅	∅	3	7	0	319	-	-	∅	∅	x	aː	h	_	_	∅	∅	G	A	H	0	0	∅	∅	3	7	3	320	-	-	∅	∅	x	aː	h	_	_	∅	∅	G	A	H	0	0	∅	∅	3	7	3	321	-	-	∅	∅	x	a	-	_	_	∅	∅	G	A	_	0	0	∅	∅	3	7	0	322	-	-	∅	∅	x	aː	h	_	_	∅	∅	G	A	H	0	0	∅	∅	3	7	3	323	+	aː	∅	∅	x	aː	-	_	A	∅	∅	G	A	_	0	7	∅	∅	3	7	0																							324	-	-	∅	∅	x	aː	-	_	_	∅	∅	G	A	_	0	0	∅	∅	3	7	0	325	-	-	∅	∅	x	ø	-	_	_	∅	∅	G	U	_	0	0	∅	∅	3	7	0
3	0.3000	8	0.8000	227	318	x	-	-	∅	aː	-	l	G	_	_	∅	A	_	L	3	0	0	∅	7	0	5	319	x	-	-	∅	aː	h	l	G	_	_	∅	A	H	L	3	0	0	∅	7	3	5	320	x	-	-	∅	aː	h	l	G	_	_	∅	A	H	L	3	0	0	∅	7	3	5	321	x	-	-	∅	a	-	l	G	_	_	∅	A	_	L	3	0	0	∅	7	0	5	322	x	-	-	∅	aː	h	l	G	_	_	∅	A	H	L	3	0	0	∅	7	3	5	323	x	+	aː	∅	aː	-	l	G	_	A	∅	A	_	L	3	0	7	∅	7	0	5																							324	x	-	-	∅	aː	-	l	G	_	_	∅	A	_	L	3	0	0	∅	7	0	5	325	x	-	-	∅	ø	-	l	G	_	_	∅	U	_	L	3	0	0	∅	7	0	5
4	0.4000	7	0.7000	227	318	aː	x	-	-	-	l	-	A	G	_	_	_	L	_	7	3	0	0	0	5	0	319	aː	x	-	-	h	l	i	A	G	_	_	H	L	I	7	3	0	0	3	5	7	320	aː	x	-	-	h	l	i	A	G	_	_	H	L	I	7	3	0	0	3	5	7	321	a	x	-	-	-	l	i	A	G	_	_	_	L	I	7	3	0	0	0	5	7	322	aː	x	-	-	h	l	i	A	G	_	_	H	L	I	7	3	0	0	3	5	7	323	aː	x	+	aː	-	l	-	A	G	_	A	_	L	_	7	3	0	7	0	5	0																							324	aː	x	-	-	-	l	-	A	G	_	_	_	L	_	7	3	0	0	0	5	0	325	ø	x	-	-	-	l	iː	U	G	_	_	_	L	I	7	3	0	0	0	5	7
5	0.5000	6	0.6000	227	318	-	aː	x	-	l	-	+	_	A	G	_	L	_	_	0	7	3	0	5	0	0	319	h	aː	x	-	l	i	-	H	A	G	_	L	I	_	3	7	3	0	5	7	0	320	h	aː	x	-	l	i	-	H	A	G	_	L	I	_	3	7	3	0	5	7	0	321	-	a	x	-	l	i	-	_	A	G	_	L	I	_	0	7	3	0	5	7	0	322	h	aː	x	-	l	i	-	H	A	G	_	L	I	_	3	7	3	0	5	7	0	323	-	aː	x	+	l	-	-	_	A	G	_	L	_	_	0	7	3	0	5	0	0																							324	-	aː	x	-	l	-	+	_	A	G	_	L	_	_	0	7	3	0	5	0	0	325	-	ø	x	-	l	iː	-	_	U	G	_	L	I	_	0	7	3	0	5	7	0
6	0.6000	5	0.5000	227	318	l	-	aː	x	-	+	l	L	_	A	G	_	_	L	5	0	7	3	0	0	5	319	l	h	aː	x	i	-	-	L	H	A	G	I	_	_	5	3	7	3	7	0	0	320	l	h	aː	x	i	-	-	L	H	A	G	I	_	_	5	3	7	3	7	0	0	321	l	-	a	x	i	-	-	L	_	A	G	I	_	_	5	0	7	3	7	0	0	322	l	h	aː	x	i	-	-	L	H	A	G	I	_	_	5	3	7	3	7	0	0	323	l	-	aː	x	-	-	-	L	_	A	G	_	_	_	5	0	7	3	0	0	0																							324	l	-	aː	x	-	+	l	L	_	A	G	_	_	L	5	0	7	3	0	0	5	325	l	-	ø	x	iː	-	-	L	_	U	G	I	_	_	5	0	7	3	7	0	0
7	0.7000	4	0.4000	227	318	-	l	-	aː	+	l	i	_	L	_	A	_	L	I	0	5	0	7	0	5	7	319	i	l	h	aː	-	-	-	I	L	H	A	_	_	_	7	5	3	7	0	0	0	320	i	l	h	aː	-	-	-	I	L	H	A	_	_	_	7	5	3	7	0	0	0	321	i	l	-	a	-	-	-	I	L	_	A	_	_	_	7	5	0	7	0	0	0	322	i	l	h	aː	-	-	-	I	L	H	A	_	_	_	7	5	3	7	0	0	0	323	-	l	-	aː	-	-	-	_	L	_	A	_	_	_	0	5	0	7	0	0	0																							324	-	l	-	aː	+	l	ɨ	_	L	_	A	_	L	I	0	5	0	7	0	5	7	325	iː	l	-	ø	-	-	-	I	L	_	U	_	_	_	7	5	0	7	0	0	0
8	0.8000	3	0.3000	227	318	+	-	l	-	l	i	∅	_	_	L	_	L	I	∅	0	0	5	0	5	7	∅	319	-	i	l	h	-	-	∅	_	I	L	H	_	_	∅	0	7	5	3	0	0	∅	320	-	i	l	h	-	-	∅	_	I	L	H	_	_	∅	0	7	5	3	0	0	∅	321	-	i	l	-	-	-	∅	_	I	L	_	_	_	∅	0	7	5	0	0	0	∅	322	-	i	l	h	-	-	∅	_	I	L	H	_	_	∅	0	7	5	3	0	0	∅	323	-	-	l	-	-	-	∅	_	_	L	_	_	_	∅	0	0	5	0	0	0	∅																							324	+	-	l	-	l	ɨ	∅	_	_	L	_	L	I	∅	0	0	5	0	5	7	∅	325	-	iː	l	-	-	-	∅	_	I	L	_	_	_	∅	0	7	5	0	0	0	∅
9	0.9000	2	0.2000	227	318	l	+	-	l	i	∅	∅	L	_	_	L	I	∅	∅	5	0	0	5	7	∅	∅	319	-	-	i	l	-	∅	∅	_	_	I	L	_	∅	∅	0	0	7	5	0	∅	∅	320	-	-	i	l	-	∅	∅	_	_	I	L	_	∅	∅	0	0	7	5	0	∅	∅	321	-	-	i	l	-	∅	∅	_	_	I	L	_	∅	∅	0	0	7	5	0	∅	∅	322	-	-	i	l	-	∅	∅	_	_	I	L	_	∅	∅	0	0	7	5	0	∅	∅	323	-	-	-	l	-	∅	∅	_	_	_	L	_	∅	∅	0	0	0	5	0	∅	∅																							324	l	+	-	l	ɨ	∅	∅	L	_	_	L	I	∅	∅	5	0	0	5	7	∅	∅	325	-	-	iː	l	-	∅	∅	_	_	I	L	_	∅	∅	0	0	7	5	0	∅	∅
10	1.0000	1	0.1000	227	318	i	l	+	-	∅	∅	∅	I	L	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅	319	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅	320	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅	321	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅	322	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅	323	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							324	ɨ	l	+	-	∅	∅	∅	I	L	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅	325	-	-	-	iː	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅
1	0.1429	7	1.0000	228	326	-	∅	∅	∅	-	-	ʔ	_	∅	∅	∅	_	_	H	0	∅	∅	∅	0	0	1																							327	k	∅	∅	∅	+	i	h	K	∅	∅	∅	_	I	H	1	∅	∅	∅	0	7	3	328	-	∅	∅	∅	-	i	h	_	∅	∅	∅	_	I	H	0	∅	∅	∅	0	7	3	329	-	∅	∅	∅	-	i	h	_	∅	∅	∅	_	I	H	0	∅	∅	∅	0	7	3																																																																			330	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0
2	0.2857	6	0.8571	228	326	-	-	∅	∅	-	ʔ	t	_	_	∅	∅	_	H	T	0	0	∅	∅	0	1	1																							327	+	k	∅	∅	i	h	t	_	K	∅	∅	I	H	T	0	1	∅	∅	7	3	1	328	-	-	∅	∅	i	h	t	_	_	∅	∅	I	H	T	0	0	∅	∅	7	3	1	329	-	-	∅	∅	i	h	t	_	_	∅	∅	I	H	T	0	0	∅	∅	7	3	1																																																																			330	-	-	∅	∅	-	-	ʰt	_	_	∅	∅	_	_	T	0	0	∅	∅	0	0	1
3	0.4286	5	0.7143	228	326	-	-	-	∅	ʔ	t	o	_	_	_	∅	H	T	U	0	0	0	∅	1	1	7																							327	i	+	k	∅	h	t	o	I	_	K	∅	H	T	U	7	0	1	∅	3	1	7	328	i	-	-	∅	h	t	o	I	_	_	∅	H	T	U	7	0	0	∅	3	1	7	329	i	-	-	∅	h	t	o	I	_	_	∅	H	T	U	7	0	0	∅	3	1	7																																																																			330	-	-	-	∅	-	ʰt	o	_	_	_	∅	_	T	U	0	0	0	∅	0	1	7
4	0.5714	4	0.5714	228	326	ʔ	-	-	-	t	o	aː	H	_	_	_	T	U	A	1	0	0	0	1	7	7																							327	h	i	+	k	t	o	a	H	I	_	K	T	U	A	3	7	0	1	1	7	7	328	h	i	-	-	t	o	a	H	I	_	_	T	U	A	3	7	0	0	1	7	7	329	h	i	-	-	t	o	a	H	I	_	_	T	U	A	3	7	0	0	1	7	7																																																																			330	-	-	-	-	ʰt	o	a	_	_	_	_	T	U	A	0	0	0	0	1	7	7
5	0.7143	3	0.4286	228	326	t	ʔ	-	-	o	aː	∅	T	H	_	_	U	A	∅	1	1	0	0	7	7	∅																							327	t	h	i	+	o	a	∅	T	H	I	_	U	A	∅	1	3	7	0	7	7	∅	328	t	h	i	-	o	a	∅	T	H	I	_	U	A	∅	1	3	7	0	7	7	∅	329	t	h	i	-	o	a	∅	T	H	I	_	U	A	∅	1	3	7	0	7	7	∅																																																																			330	ʰt	-	-	-	o	a	∅	T	_	_	_	U	A	∅	1	0	0	0	7	7	∅
6	0.8571	2	0.2857	228	326	o	t	ʔ	-	aː	∅	∅	U	T	H	_	A	∅	∅	7	1	1	0	7	∅	∅																							327	o	t	h	i	a	∅	∅	U	T	H	I	A	∅	∅	7	1	3	7	7	∅	∅	328	o	t	h	i	a	∅	∅	U	T	H	I	A	∅	∅	7	1	3	7	7	∅	∅	329	o	t	h	i	a	∅	∅	U	T	H	I	A	∅	∅	7	1	3	7	7	∅	∅																																																																			330	o	ʰt	-	-	a	∅	∅	U	T	_	_	A	∅	∅	7	1	0	0	7	∅	∅
