index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
5	0.7143	3	0.4286	181	318	eː	-	p	e	+	tɬ	∅	E	_	P	E	_	T	∅	7	0	1	7	0	1	∅																							319	eː	-	p	e	+	ʔ	∅	E	_	P	E	_	H	∅	7	0	1	7	0	1	∅	320	e	-	p	e	+	tɬ	∅	E	_	P	E	_	T	∅	7	0	1	7	0	1	∅	321	eː	-	p	e	+	t	∅	E	_	P	E	_	T	∅	7	0	1	7	0	1	∅	322	eː	-	p	e	+	t	∅	E	_	P	E	_	T	∅	7	0	1	7	0	1	∅																							323	eː	-	p	ɨ	+	tɬ	∅	E	_	P	I	_	T	∅	7	0	1	7	0	1	∅	324	e	i	p	e	+	tɬ	∅	E	I	P	E	_	T	∅	7	7	1	7	0	1	∅
6	0.8571	2	0.2857	181	318	+	eː	-	p	tɬ	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅																							319	+	eː	-	p	ʔ	∅	∅	_	E	_	P	H	∅	∅	0	7	0	1	1	∅	∅	320	+	e	-	p	tɬ	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅	321	+	eː	-	p	t	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅	322	+	eː	-	p	t	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅																							323	+	eː	-	p	tɬ	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅	324	+	e	i	p	tɬ	∅	∅	_	E	I	P	T	∅	∅	0	7	7	1	1	∅	∅
7	1.0000	1	0.1429	181	318	tɬ	+	eː	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅																							319	ʔ	+	eː	-	∅	∅	∅	H	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅	320	tɬ	+	e	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅	321	t	+	eː	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅	322	t	+	eː	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅																							323	tɬ	+	eː	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅	324	tɬ	+	e	i	∅	∅	∅	T	_	E	I	∅	∅	∅	1	0	7	7	∅	∅	∅
1	0.1667	6	1.0000	182	325	k	∅	∅	∅	a	m	-	K	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0																																													326	k	∅	∅	∅	a	m	a	K	∅	∅	∅	A	M	A	1	∅	∅	∅	7	4	7																																																																																									327	k	∅	∅	∅	a	m	a	K	∅	∅	∅	A	M	A	1	∅	∅	∅	7	4	7
2	0.3333	5	0.8333	182	325	a	k	∅	∅	m	-	+	A	K	∅	∅	M	_	_	7	1	∅	∅	4	0	0																																													326	a	k	∅	∅	m	a	+	A	K	∅	∅	M	A	_	7	1	∅	∅	4	7	0																																																																																									327	a	k	∅	∅	m	a	+	A	K	∅	∅	M	A	_	7	1	∅	∅	4	7	0
3	0.5000	4	0.6667	182	325	m	a	k	∅	-	+	tɬ	M	A	K	∅	_	_	T	4	7	1	∅	0	0	1																																													326	m	a	k	∅	a	+	k	M	A	K	∅	A	_	K	4	7	1	∅	7	0	1																																																																																									327	m	a	k	∅	a	+	k	M	A	K	∅	A	_	K	4	7	1	∅	7	0	1
4	0.6667	3	0.5000	182	325	-	m	a	k	+	tɬ	∅	_	M	A	K	_	T	∅	0	4	7	1	0	1	∅																																													326	a	m	a	k	+	k	∅	A	M	A	K	_	K	∅	7	4	7	1	0	1	∅																																																																																									327	a	m	a	k	+	k	∅	A	M	A	K	_	K	∅	7	4	7	1	0	1	∅
5	0.8333	2	0.3333	182	325	+	-	m	a	tɬ	∅	∅	_	_	M	A	T	∅	∅	0	0	4	7	1	∅	∅																																													326	+	a	m	a	k	∅	∅	_	A	M	A	K	∅	∅	0	7	4	7	1	∅	∅																																																																																									327	+	a	m	a	k	∅	∅	_	A	M	A	K	∅	∅	0	7	4	7	1	∅	∅
6	1.0000	1	0.1667	182	325	tɬ	+	-	m	∅	∅	∅	T	_	_	M	∅	∅	∅	1	0	0	4	∅	∅	∅																																													326	k	+	a	m	∅	∅	∅	K	_	A	M	∅	∅	∅	1	0	7	4	∅	∅	∅																																																																																									327	k	+	a	m	∅	∅	∅	K	_	A	M	∅	∅	∅	1	0	7	4	∅	∅	∅
1	0.1667	6	1.0000	183																							328	t	∅	∅	∅	eː	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	329	t	∅	∅	∅	eː	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																							330	t	∅	∅	∅	eː	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	331	t	∅	∅	∅	eː	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	332	t	∅	∅	∅	e	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	333	t	∅	∅	∅	eː	n	+	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																						
2	0.3333	5	0.8333	183																							328	eː	t	∅	∅	n	-	-	E	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0	329	eː	t	∅	∅	n	-	-	E	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0																							330	eː	t	∅	∅	n	-	-	E	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0	331	eː	t	∅	∅	n	-	-	E	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0	332	e	t	∅	∅	n	-	-	E	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0	333	eː	t	∅	∅	n	+	tɬ	E	T	∅	∅	N	_	T	7	1	∅	∅	4	0	1																						
3	0.5000	4	0.6667	183																							328	n	eː	t	∅	-	-	-	N	E	T	∅	_	_	_	4	7	1	∅	0	0	0	329	n	eː	t	∅	-	-	-	N	E	T	∅	_	_	_	4	7	1	∅	0	0	0																							330	n	eː	t	∅	-	-	-	N	E	T	∅	_	_	_	4	7	1	∅	0	0	0	331	n	eː	t	∅	-	-	-	N	E	T	∅	_	_	_	4	7	1	∅	0	0	0	332	n	e	t	∅	-	-	-	N	E	T	∅	_	_	_	4	7	1	∅	0	0	0	333	n	eː	t	∅	+	tɬ	ɨ	N	E	T	∅	_	T	I	4	7	1	∅	0	1	7																						
4	0.6667	3	0.5000	183																							328	-	n	eː	t	-	-	∅	_	N	E	T	_	_	∅	0	4	7	1	0	0	∅	329	-	n	eː	t	-	-	∅	_	N	E	T	_	_	∅	0	4	7	1	0	0	∅																							330	-	n	eː	t	-	-	∅	_	N	E	T	_	_	∅	0	4	7	1	0	0	∅	331	-	n	eː	t	-	-	∅	_	N	E	T	_	_	∅	0	4	7	1	0	0	∅	332	-	n	e	t	-	-	∅	_	N	E	T	_	_	∅	0	4	7	1	0	0	∅	333	+	n	eː	t	tɬ	ɨ	∅	_	N	E	T	T	I	∅	0	4	7	1	1	7	∅																						
5	0.8333	2	0.3333	183																							328	-	-	n	eː	-	∅	∅	_	_	N	E	_	∅	∅	0	0	4	7	0	∅	∅	329	-	-	n	eː	-	∅	∅	_	_	N	E	_	∅	∅	0	0	4	7	0	∅	∅																							330	-	-	n	eː	-	∅	∅	_	_	N	E	_	∅	∅	0	0	4	7	0	∅	∅	331	-	-	n	eː	-	∅	∅	_	_	N	E	_	∅	∅	0	0	4	7	0	∅	∅	332	-	-	n	e	-	∅	∅	_	_	N	E	_	∅	∅	0	0	4	7	0	∅	∅	333	tɬ	+	n	eː	ɨ	∅	∅	T	_	N	E	I	∅	∅	1	0	4	7	7	∅	∅																						
6	1.0000	1	0.1667	183																							328	-	-	-	n	∅	∅	∅	_	_	_	N	∅	∅	∅	0	0	0	4	∅	∅	∅	329	-	-	-	n	∅	∅	∅	_	_	_	N	∅	∅	∅	0	0	0	4	∅	∅	∅																							330	-	-	-	n	∅	∅	∅	_	_	_	N	∅	∅	∅	0	0	0	4	∅	∅	∅	331	-	-	-	n	∅	∅	∅	_	_	_	N	∅	∅	∅	0	0	0	4	∅	∅	∅	332	-	-	-	n	∅	∅	∅	_	_	_	N	∅	∅	∅	0	0	0	4	∅	∅	∅	333	ɨ	tɬ	+	n	∅	∅	∅	I	T	_	N	∅	∅	∅	7	1	0	4	∅	∅	∅																						
1	0.1111	9	1.0000	184	334	t	∅	∅	∅	oː	k	aː	T	∅	∅	∅	U	K	A	1	∅	∅	∅	7	1	7	335	t	∅	∅	∅	u	w	a	T	∅	∅	∅	Y	W	A	1	∅	∅	∅	7	6	7	336	t	∅	∅	∅	oː	k	aː	T	∅	∅	∅	U	K	A	1	∅	∅	∅	7	1	7	337	t	∅	∅	∅	o	k	a	T	∅	∅	∅	U	K	A	1	∅	∅	∅	7	1	7	338	t	∅	∅	∅	o	g	a	T	∅	∅	∅	U	K	A	1	∅	∅	∅	7	1	7	339	t	∅	∅	∅	uː	k	e	T	∅	∅	∅	Y	K	E	1	∅	∅	∅	7	1	7																							340	t	∅	∅	∅	oː	k	aː	T	∅	∅	∅	U	K	A	1	∅	∅	∅	7	1	7	341	t	∅	∅	∅	u	k	ø	T	∅	∅	∅	Y	K	U	1	∅	∅	∅	7	1	7
2	0.2222	8	0.8889	184	334	oː	t	∅	∅	k	aː	-	U	T	∅	∅	K	A	_	7	1	∅	∅	1	7	0	335	u	t	∅	∅	w	a	-	Y	T	∅	∅	W	A	_	7	1	∅	∅	6	7	0	336	oː	t	∅	∅	k	aː	-	U	T	∅	∅	K	A	_	7	1	∅	∅	1	7	0	337	o	t	∅	∅	k	a	h	U	T	∅	∅	K	A	H	7	1	∅	∅	1	7	3	338	o	t	∅	∅	g	a	-	U	T	∅	∅	K	A	_	7	1	∅	∅	1	7	0	339	uː	t	∅	∅	k	e	j	Y	T	∅	∅	K	E	J	7	1	∅	∅	1	7	6																							340	oː	t	∅	∅	k	aː	h	U	T	∅	∅	K	A	H	7	1	∅	∅	1	7	3	341	u	t	∅	∅	k	ø	-	Y	T	∅	∅	K	U	_	7	1	∅	∅	1	7	0
3	0.3333	7	0.7778	184	334	k	oː	t	∅	aː	-	-	K	U	T	∅	A	_	_	1	7	1	∅	7	0	0	335	w	u	t	∅	a	-	-	W	Y	T	∅	A	_	_	6	7	1	∅	7	0	0	336	k	oː	t	∅	aː	-	-	K	U	T	∅	A	_	_	1	7	1	∅	7	0	0	337	k	o	t	∅	a	h	-	K	U	T	∅	A	H	_	1	7	1	∅	7	3	0	338	g	o	t	∅	a	-	-	K	U	T	∅	A	_	_	1	7	1	∅	7	0	0	339	k	uː	t	∅	e	j	-	K	Y	T	∅	E	J	_	1	7	1	∅	7	6	0																							340	k	oː	t	∅	aː	h	ɨ	K	U	T	∅	A	H	I	1	7	1	∅	7	3	7	341	k	u	t	∅	ø	-	-	K	Y	T	∅	U	_	_	1	7	1	∅	7	0	0
4	0.4444	6	0.6667	184	334	aː	k	oː	t	-	-	+	A	K	U	T	_	_	_	7	1	7	1	0	0	0	335	a	w	u	t	-	-	+	A	W	Y	T	_	_	_	7	6	7	1	0	0	0	336	aː	k	oː	t	-	-	+	A	K	U	T	_	_	_	7	1	7	1	0	0	0	337	a	k	o	t	h	-	+	A	K	U	T	H	_	_	7	1	7	1	3	0	0	338	a	g	o	t	-	-	-	A	K	U	T	_	_	_	7	1	7	1	0	0	0	339	e	k	uː	t	j	-	-	E	K	Y	T	J	_	_	7	1	7	1	6	0	0																							340	aː	k	oː	t	h	ɨ	+	A	K	U	T	H	I	_	7	1	7	1	3	7	0	341	ø	k	u	t	-	-	-	U	K	Y	T	_	_	_	7	1	7	1	0	0	0
5	0.5556	5	0.5556	184	334	-	aː	k	oː	-	+	tɬ	_	A	K	U	_	_	T	0	7	1	7	0	0	1	335	-	a	w	u	-	+	n	_	A	W	Y	_	_	N	0	7	6	7	0	0	4	336	-	aː	k	oː	-	+	ʔ	_	A	K	U	_	_	H	0	7	1	7	0	0	1	337	h	a	k	o	-	+	tɬ	H	A	K	U	_	_	T	3	7	1	7	0	0	1	338	-	a	g	o	-	-	-	_	A	K	U	_	_	_	0	7	1	7	0	0	0	339	j	e	k	uː	-	-	-	J	E	K	Y	_	_	_	6	7	1	7	0	0	0																							340	h	aː	k	oː	ɨ	+	tɬ	H	A	K	U	I	_	T	3	7	1	7	7	0	1	341	-	ø	k	u	-	-	-	_	U	K	Y	_	_	_	0	7	1	7	0	0	0
6	0.6667	4	0.4444	184	334	-	-	aː	k	+	tɬ	-	_	_	A	K	_	T	_	0	0	7	1	0	1	0	335	-	-	a	w	+	n	-	_	_	A	W	_	N	_	0	0	7	6	0	4	0	336	-	-	aː	k	+	ʔ	-	_	_	A	K	_	H	_	0	0	7	1	0	1	0	337	-	h	a	k	+	tɬ	i	_	H	A	K	_	T	I	0	3	7	1	0	1	7	338	-	-	a	g	-	-	-	_	_	A	K	_	_	_	0	0	7	1	0	0	0	339	-	j	e	k	-	-	-	_	J	E	K	_	_	_	0	6	7	1	0	0	0																							340	ɨ	h	aː	k	+	tɬ	-	I	H	A	K	_	T	_	7	3	7	1	0	1	0	341	-	-	ø	k	-	-	-	_	_	U	K	_	_	_	0	0	7	1	0	0	0
7	0.7778	3	0.3333	184	334	+	-	-	aː	tɬ	-	∅	_	_	_	A	T	_	∅	0	0	0	7	1	0	∅	335	+	-	-	a	n	-	∅	_	_	_	A	N	_	∅	0	0	0	7	4	0	∅	336	+	-	-	aː	ʔ	-	∅	_	_	_	A	H	_	∅	0	0	0	7	1	0	∅	337	+	-	h	a	tɬ	i	∅	_	_	H	A	T	I	∅	0	0	3	7	1	7	∅	338	-	-	-	a	-	-	∅	_	_	_	A	_	_	∅	0	0	0	7	0	0	∅	339	-	-	j	e	-	-	∅	_	_	J	E	_	_	∅	0	0	6	7	0	0	∅																							340	+	ɨ	h	aː	tɬ	-	∅	_	I	H	A	T	_	∅	0	7	3	7	1	0	∅	341	-	-	-	ø	-	-	∅	_	_	_	U	_	_	∅	0	0	0	7	0	0	∅
8	0.8889	2	0.2222	184	334	tɬ	+	-	-	-	∅	∅	T	_	_	_	_	∅	∅	1	0	0	0	0	∅	∅	335	n	+	-	-	-	∅	∅	N	_	_	_	_	∅	∅	4	0	0	0	0	∅	∅	336	ʔ	+	-	-	-	∅	∅	H	_	_	_	_	∅	∅	1	0	0	0	0	∅	∅	337	tɬ	+	-	h	i	∅	∅	T	_	_	H	I	∅	∅	1	0	0	3	7	∅	∅	338	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	339	-	-	-	j	-	∅	∅	_	_	_	J	_	∅	∅	0	0	0	6	0	∅	∅																							340	tɬ	+	ɨ	h	-	∅	∅	T	_	I	H	_	∅	∅	1	0	7	3	0	∅	∅	341	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅
9	1.0000	1	0.1111	184	334	-	tɬ	+	-	∅	∅	∅	_	T	_	_	∅	∅	∅	0	1	0	0	∅	∅	∅	335	-	n	+	-	∅	∅	∅	_	N	_	_	∅	∅	∅	0	4	0	0	∅	∅	∅	336	-	ʔ	+	-	∅	∅	∅	_	H	_	_	∅	∅	∅	0	1	0	0	∅	∅	∅	337	i	tɬ	+	-	∅	∅	∅	I	T	_	_	∅	∅	∅	7	1	0	0	∅	∅	∅	338	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	339	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							340	-	tɬ	+	ɨ	∅	∅	∅	_	T	_	I	∅	∅	∅	0	1	0	7	∅	∅	∅	341	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅
1	0.1111	9	1.0000	186	342	k	∅	∅	∅	e	tʃ	+	K	∅	∅	∅	E	T	_	1	∅	∅	∅	7	1	0	343	k	∅	∅	∅	e	tʃ	-	K	∅	∅	∅	E	T	_	1	∅	∅	∅	7	1	0	344	k	∅	∅	∅	e	tʃ	-	K	∅	∅	∅	E	T	_	1	∅	∅	∅	7	1	0	345	k	∅	∅	∅	e	tʃ	-	K	∅	∅	∅	E	T	_	1	∅	∅	∅	7	1	0	346	g	∅	∅	∅	eː	tʃ	-	K	∅	∅	∅	E	T	_	1	∅	∅	∅	7	1	0	347	k	∅	∅	∅	e	tʃ	+	K	∅	∅	∅	E	T	_	1	∅	∅	∅	7	1	0	348	k	∅	∅	∅	o	x	+	K	∅	∅	∅	U	G	_	1	∅	∅	∅	7	3	0	349	k	∅	∅	∅	ə	tʃ	+	K	∅	∅	∅	E	T	_	1	∅	∅	∅	7	1	0	350	k	∅	∅	∅	e	tʃ	+	K	∅	∅	∅	E	T	_	1	∅	∅	∅	7	1	0
2	0.2222	8	0.8889	186	342	e	k	∅	∅	tʃ	+	-	E	K	∅	∅	T	_	_	7	1	∅	∅	1	0	0	343	e	k	∅	∅	tʃ	-	-	E	K	∅	∅	T	_	_	7	1	∅	∅	1	0	0	344	e	k	∅	∅	tʃ	-	-	E	K	∅	∅	T	_	_	7	1	∅	∅	1	0	0	345	e	k	∅	∅	tʃ	-	-	E	K	∅	∅	T	_	_	7	1	∅	∅	1	0	0	346	eː	g	∅	∅	tʃ	-	-	E	K	∅	∅	T	_	_	7	1	∅	∅	1	0	0	347	e	k	∅	∅	tʃ	+	k	E	K	∅	∅	T	_	K	7	1	∅	∅	1	0	1	348	o	k	∅	∅	x	+	-	U	K	∅	∅	G	_	_	7	1	∅	∅	3	0	0	349	ə	k	∅	∅	tʃ	+	-	E	K	∅	∅	T	_	_	7	1	∅	∅	1	0	0	350	e	k	∅	∅	tʃ	+	k	E	K	∅	∅	T	_	K	7	1	∅	∅	1	0	1
3	0.3333	7	0.7778	186	342	tʃ	e	k	∅	+	-	-	T	E	K	∅	_	_	_	1	7	1	∅	0	0	0	343	tʃ	e	k	∅	-	-	-	T	E	K	∅	_	_	_	1	7	1	∅	0	0	0	344	tʃ	e	k	∅	-	-	-	T	E	K	∅	_	_	_	1	7	1	∅	0	0	0	345	tʃ	e	k	∅	-	-	-	T	E	K	∅	_	_	_	1	7	1	∅	0	0	0	346	tʃ	eː	g	∅	-	-	-	T	E	K	∅	_	_	_	1	7	1	∅	0	0	0	347	tʃ	e	k	∅	+	k	uː	T	E	K	∅	_	K	Y	1	7	1	∅	0	1	7	348	x	o	k	∅	+	-	-	G	U	K	∅	_	_	_	3	7	1	∅	0	0	0	349	tʃ	ə	k	∅	+	-	-	T	E	K	∅	_	_	_	1	7	1	∅	0	0	0	350	tʃ	e	k	∅	+	k	o	T	E	K	∅	_	K	U	1	7	1	∅	0	1	7
4	0.4444	6	0.6667	186	342	+	tʃ	e	k	-	-	-	_	T	E	K	_	_	_	0	1	7	1	0	0	0	343	-	tʃ	e	k	-	-	-	_	T	E	K	_	_	_	0	1	7	1	0	0	0	344	-	tʃ	e	k	-	-	-	_	T	E	K	_	_	_	0	1	7	1	0	0	0	345	-	tʃ	e	k	-	-	-	_	T	E	K	_	_	_	0	1	7	1	0	0	0	346	-	tʃ	eː	g	-	-	-	_	T	E	K	_	_	_	0	1	7	1	0	0	0	347	+	tʃ	e	k	k	uː	-	_	T	E	K	K	Y	_	0	1	7	1	1	7	0	348	+	x	o	k	-	-	-	_	G	U	K	_	_	_	0	3	7	1	0	0	0	349	+	tʃ	ə	k	-	-	-	_	T	E	K	_	_	_	0	1	7	1	0	0	0	350	+	tʃ	e	k	k	o	tʃ	_	T	E	K	K	U	T	0	1	7	1	1	7	1
5	0.5556	5	0.5556	186	342	-	+	tʃ	e	-	-	tɬ	_	_	T	E	_	_	T	0	0	1	7	0	0	1	343	-	-	tʃ	e	-	-	-	_	_	T	E	_	_	_	0	0	1	7	0	0	0	344	-	-	tʃ	e	-	-	-	_	_	T	E	_	_	_	0	0	1	7	0	0	0	345	-	-	tʃ	e	-	-	-	_	_	T	E	_	_	_	0	0	1	7	0	0	0	346	-	-	tʃ	eː	-	-	-	_	_	T	E	_	_	_	0	0	1	7	0	0	0	347	k	+	tʃ	e	uː	-	j	K	_	T	E	Y	_	J	1	0	1	7	7	0	6	348	-	+	x	o	-	-	t	_	_	G	U	_	_	T	0	0	3	7	0	0	1	349	-	+	tʃ	ə	-	-	tɬ	_	_	T	E	_	_	T	0	0	1	7	0	0	1	350	k	+	tʃ	e	o	tʃ	tɬ	K	_	T	E	U	T	T	1	0	1	7	7	1	1
6	0.6667	4	0.4444	186	342	-	-	+	tʃ	-	tɬ	i	_	_	_	T	_	T	I	0	0	0	1	0	1	7	343	-	-	-	tʃ	-	-	-	_	_	_	T	_	_	_	0	0	0	1	0	0	0	344	-	-	-	tʃ	-	-	-	_	_	_	T	_	_	_	0	0	0	1	0	0	0	345	-	-	-	tʃ	-	-	-	_	_	_	T	_	_	_	0	0	0	1	0	0	0	346	-	-	-	tʃ	-	-	-	_	_	_	T	_	_	_	0	0	0	1	0	0	0	347	uː	k	+	tʃ	-	j	u	Y	K	_	T	_	J	Y	7	1	0	1	0	6	7	348	-	-	+	x	-	t	-	_	_	_	G	_	T	_	0	0	0	3	0	1	0	349	-	-	+	tʃ	-	tɬ	ɨ	_	_	_	T	_	T	I	0	0	0	1	0	1	7	350	o	k	+	tʃ	tʃ	tɬ	a	U	K	_	T	T	T	A	7	1	0	1	1	1	7
