index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
3	0.2727	9	0.8182	140	130	n	a	tɬ	∅	+	k	w	N	A	T	∅	_	K	W	4	7	1	∅	0	1	6	131	m	a	t	∅	+	b	w	M	A	T	∅	_	P	W	4	7	1	∅	0	1	6	132	n	a	t	∅	+	k	w	N	A	T	∅	_	K	W	4	7	1	∅	0	1	6	133	n	a	tɬ	∅	+	k	w	N	A	T	∅	_	K	W	4	7	1	∅	0	1	6	134	m	a	t	∅	+	b	-	M	A	T	∅	_	P	_	4	7	1	∅	0	1	0																																													135	n	a	tɬ	∅	+	k	w	N	A	T	∅	_	K	W	4	7	1	∅	0	1	6	136	n	a	tɬ	∅	+	k	w	N	A	T	∅	_	K	W	4	7	1	∅	0	1	6
4	0.3636	8	0.7273	140	130	+	n	a	tɬ	k	w	a	_	N	A	T	K	W	A	0	4	7	1	1	6	7	131	+	m	a	t	b	w	a	_	M	A	T	P	W	A	0	4	7	1	1	6	7	132	+	n	a	t	k	w	aː	_	N	A	T	K	W	A	0	4	7	1	1	6	7	133	+	n	a	tɬ	k	w	a	_	N	A	T	K	W	A	0	4	7	1	1	6	7	134	+	m	a	t	b	-	a	_	M	A	T	P	_	A	0	4	7	1	1	0	7																																													135	+	n	a	tɬ	k	w	a	_	N	A	T	K	W	A	0	4	7	1	1	6	7	136	+	n	a	tɬ	k	w	a	_	N	A	T	K	W	A	0	4	7	1	1	6	7
5	0.4545	7	0.6364	140	130	k	+	n	a	w	a	-	K	_	N	A	W	A	_	1	0	4	7	6	7	0	131	b	+	m	a	w	a	-	P	_	M	A	W	A	_	1	0	4	7	6	7	0	132	k	+	n	a	w	aː	-	K	_	N	A	W	A	_	1	0	4	7	6	7	0	133	k	+	n	a	w	a	-	K	_	N	A	W	A	_	1	0	4	7	6	7	0	134	b	+	m	a	-	a	-	P	_	M	A	_	A	_	1	0	4	7	0	7	0																																													135	k	+	n	a	w	a	h	K	_	N	A	W	A	H	1	0	4	7	6	7	3	136	k	+	n	a	w	a	t	K	_	N	A	W	A	T	1	0	4	7	6	7	1
6	0.5455	6	0.5455	140	130	w	k	+	n	a	-	i	W	K	_	N	A	_	I	6	1	0	4	7	0	7	131	w	b	+	m	a	-	-	W	P	_	M	A	_	_	6	1	0	4	7	0	0	132	w	k	+	n	aː	-	-	W	K	_	N	A	_	_	6	1	0	4	7	0	0	133	w	k	+	n	a	-	-	W	K	_	N	A	_	_	6	1	0	4	7	0	0	134	-	b	+	m	a	-	-	_	P	_	M	A	_	_	0	1	0	4	7	0	0																																													135	w	k	+	n	a	h	-	W	K	_	N	A	H	_	6	1	0	4	7	3	0	136	w	k	+	n	a	t	e	W	K	_	N	A	T	E	6	1	0	4	7	1	7
7	0.6364	5	0.4545	140	130	a	w	k	+	-	i	-	A	W	K	_	_	I	_	7	6	1	0	0	7	0	131	a	w	b	+	-	-	+	A	W	P	_	_	_	_	7	6	1	0	0	0	0	132	aː	w	k	+	-	-	+	A	W	K	_	_	_	_	7	6	1	0	0	0	0	133	a	w	k	+	-	-	-	A	W	K	_	_	_	_	7	6	1	0	0	0	0	134	a	-	b	+	-	-	-	A	_	P	_	_	_	_	7	0	1	0	0	0	0																																													135	a	w	k	+	h	-	-	A	W	K	_	H	_	_	7	6	1	0	3	0	0	136	a	w	k	+	t	e	-	A	W	K	_	T	E	_	7	6	1	0	1	7	0
8	0.7273	4	0.3636	140	130	-	a	w	k	i	-	-	_	A	W	K	I	_	_	0	7	6	1	7	0	0	131	-	a	w	b	-	+	n	_	A	W	P	_	_	N	0	7	6	1	0	0	4	132	-	aː	w	k	-	+	ʔ	_	A	W	K	_	_	H	0	7	6	1	0	0	1	133	-	a	w	k	-	-	-	_	A	W	K	_	_	_	0	7	6	1	0	0	0	134	-	a	-	b	-	-	-	_	A	_	P	_	_	_	0	7	0	1	0	0	0																																													135	h	a	w	k	-	-	-	H	A	W	K	_	_	_	3	7	6	1	0	0	0	136	t	a	w	k	e	-	-	T	A	W	K	E	_	_	1	7	6	1	7	0	0
9	0.8182	3	0.2727	140	130	i	-	a	w	-	-	∅	I	_	A	W	_	_	∅	7	0	7	6	0	0	∅	131	-	-	a	w	+	n	∅	_	_	A	W	_	N	∅	0	0	7	6	0	4	∅	132	-	-	aː	w	+	ʔ	∅	_	_	A	W	_	H	∅	0	0	7	6	0	1	∅	133	-	-	a	w	-	-	∅	_	_	A	W	_	_	∅	0	0	7	6	0	0	∅	134	-	-	a	-	-	-	∅	_	_	A	_	_	_	∅	0	0	7	0	0	0	∅																																													135	-	h	a	w	-	-	∅	_	H	A	W	_	_	∅	0	3	7	6	0	0	∅	136	e	t	a	w	-	-	∅	E	T	A	W	_	_	∅	7	1	7	6	0	0	∅
10	0.9091	2	0.1818	140	130	-	i	-	a	-	∅	∅	_	I	_	A	_	∅	∅	0	7	0	7	0	∅	∅	131	+	-	-	a	n	∅	∅	_	_	_	A	N	∅	∅	0	0	0	7	4	∅	∅	132	+	-	-	aː	ʔ	∅	∅	_	_	_	A	H	∅	∅	0	0	0	7	1	∅	∅	133	-	-	-	a	-	∅	∅	_	_	_	A	_	∅	∅	0	0	0	7	0	∅	∅	134	-	-	-	a	-	∅	∅	_	_	_	A	_	∅	∅	0	0	0	7	0	∅	∅																																													135	-	-	h	a	-	∅	∅	_	_	H	A	_	∅	∅	0	0	3	7	0	∅	∅	136	-	e	t	a	-	∅	∅	_	E	T	A	_	∅	∅	0	7	1	7	0	∅	∅
11	1.0000	1	0.0909	140	130	-	-	i	-	∅	∅	∅	_	_	I	_	∅	∅	∅	0	0	7	0	∅	∅	∅	131	n	+	-	-	∅	∅	∅	N	_	_	_	∅	∅	∅	4	0	0	0	∅	∅	∅	132	ʔ	+	-	-	∅	∅	∅	H	_	_	_	∅	∅	∅	1	0	0	0	∅	∅	∅	133	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	134	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																																													135	-	-	-	h	∅	∅	∅	_	_	_	H	∅	∅	∅	0	0	0	3	∅	∅	∅	136	-	-	e	t	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.1429	7	1.0000	143	137	i	∅	∅	∅	s	w	a	I	∅	∅	∅	S	W	A	7	∅	∅	∅	3	6	7	138	i	∅	∅	∅	s	w	a	I	∅	∅	∅	S	W	A	7	∅	∅	∅	3	6	7	139	i	∅	∅	∅	s	w	a	I	∅	∅	∅	S	W	A	7	∅	∅	∅	3	6	7																							140	i	∅	∅	∅	s	w	a	I	∅	∅	∅	S	W	A	7	∅	∅	∅	3	6	7	141	i	∅	∅	∅	s	w	a	I	∅	∅	∅	S	W	A	7	∅	∅	∅	3	6	7																							142	ɨ	∅	∅	∅	s	w	a	I	∅	∅	∅	S	W	A	7	∅	∅	∅	3	6	7																						
2	0.2857	6	0.8571	143	137	s	i	∅	∅	w	a	-	S	I	∅	∅	W	A	_	3	7	∅	∅	6	7	0	138	s	i	∅	∅	w	a	-	S	I	∅	∅	W	A	_	3	7	∅	∅	6	7	0	139	s	i	∅	∅	w	a	ʔ	S	I	∅	∅	W	A	H	3	7	∅	∅	6	7	1																							140	s	i	∅	∅	w	a	-	S	I	∅	∅	W	A	_	3	7	∅	∅	6	7	0	141	s	i	∅	∅	w	a	-	S	I	∅	∅	W	A	_	3	7	∅	∅	6	7	0																							142	s	ɨ	∅	∅	w	a	-	S	I	∅	∅	W	A	_	3	7	∅	∅	6	7	0																						
3	0.4286	5	0.7143	143	137	w	s	i	∅	a	-	+	W	S	I	∅	A	_	_	6	3	7	∅	7	0	0	138	w	s	i	∅	a	-	+	W	S	I	∅	A	_	_	6	3	7	∅	7	0	0	139	w	s	i	∅	a	ʔ	-	W	S	I	∅	A	H	_	6	3	7	∅	7	1	0																							140	w	s	i	∅	a	-	+	W	S	I	∅	A	_	_	6	3	7	∅	7	0	0	141	w	s	i	∅	a	-	+	W	S	I	∅	A	_	_	6	3	7	∅	7	0	0																							142	w	s	ɨ	∅	a	-	+	W	S	I	∅	A	_	_	6	3	7	∅	7	0	0																						
4	0.5714	4	0.5714	143	137	a	w	s	i	-	+	tɬ	A	W	S	I	_	_	T	7	6	3	7	0	0	1	138	a	w	s	i	-	+	t	A	W	S	I	_	_	T	7	6	3	7	0	0	1	139	a	w	s	i	ʔ	-	-	A	W	S	I	H	_	_	7	6	3	7	1	0	0																							140	a	w	s	i	-	+	t	A	W	S	I	_	_	T	7	6	3	7	0	0	1	141	a	w	s	i	-	+	t	A	W	S	I	_	_	T	7	6	3	7	0	0	1																							142	a	w	s	ɨ	-	+	tɬ	A	W	S	I	_	_	T	7	6	3	7	0	0	1																						
5	0.7143	3	0.4286	143	137	-	a	w	s	+	tɬ	∅	_	A	W	S	_	T	∅	0	7	6	3	0	1	∅	138	-	a	w	s	+	t	∅	_	A	W	S	_	T	∅	0	7	6	3	0	1	∅	139	ʔ	a	w	s	-	-	∅	H	A	W	S	_	_	∅	1	7	6	3	0	0	∅																							140	-	a	w	s	+	t	∅	_	A	W	S	_	T	∅	0	7	6	3	0	1	∅	141	-	a	w	s	+	t	∅	_	A	W	S	_	T	∅	0	7	6	3	0	1	∅																							142	-	a	w	s	+	tɬ	∅	_	A	W	S	_	T	∅	0	7	6	3	0	1	∅																						
6	0.8571	2	0.2857	143	137	+	-	a	w	tɬ	∅	∅	_	_	A	W	T	∅	∅	0	0	7	6	1	∅	∅	138	+	-	a	w	t	∅	∅	_	_	A	W	T	∅	∅	0	0	7	6	1	∅	∅	139	-	ʔ	a	w	-	∅	∅	_	H	A	W	_	∅	∅	0	1	7	6	0	∅	∅																							140	+	-	a	w	t	∅	∅	_	_	A	W	T	∅	∅	0	0	7	6	1	∅	∅	141	+	-	a	w	t	∅	∅	_	_	A	W	T	∅	∅	0	0	7	6	1	∅	∅																							142	+	-	a	w	tɬ	∅	∅	_	_	A	W	T	∅	∅	0	0	7	6	1	∅	∅																						
7	1.0000	1	0.1429	143	137	tɬ	+	-	a	∅	∅	∅	T	_	_	A	∅	∅	∅	1	0	0	7	∅	∅	∅	138	t	+	-	a	∅	∅	∅	T	_	_	A	∅	∅	∅	1	0	0	7	∅	∅	∅	139	-	-	ʔ	a	∅	∅	∅	_	_	H	A	∅	∅	∅	0	0	1	7	∅	∅	∅																							140	t	+	-	a	∅	∅	∅	T	_	_	A	∅	∅	∅	1	0	0	7	∅	∅	∅	141	t	+	-	a	∅	∅	∅	T	_	_	A	∅	∅	∅	1	0	0	7	∅	∅	∅																							142	tɬ	+	-	a	∅	∅	∅	T	_	_	A	∅	∅	∅	1	0	0	7	∅	∅	∅																						
1	0.1429	7	1.0000	144																																																																			143	x	∅	∅	∅	i	w	i	G	∅	∅	∅	I	W	I	3	∅	∅	∅	7	6	7																																													144	x	∅	∅	∅	u	-	-	G	∅	∅	∅	Y	_	_	3	∅	∅	∅	7	0	0																							145	x	∅	∅	∅	iː	b	iː	G	∅	∅	∅	I	P	I	3	∅	∅	∅	7	1	7
2	0.2857	6	0.8571	144																																																																			143	i	x	∅	∅	w	i	-	I	G	∅	∅	W	I	_	7	3	∅	∅	6	7	0																																													144	u	x	∅	∅	-	-	t	Y	G	∅	∅	_	_	T	7	3	∅	∅	0	0	1																							145	iː	x	∅	∅	b	iː	tɬ	I	G	∅	∅	P	I	T	7	3	∅	∅	1	7	1
3	0.4286	5	0.7143	144																																																																			143	w	i	x	∅	i	-	+	W	I	G	∅	I	_	_	6	7	3	∅	7	0	0																																													144	-	u	x	∅	-	t	-	_	Y	G	∅	_	T	_	0	7	3	∅	0	1	0																							145	b	iː	x	∅	iː	tɬ	-	P	I	G	∅	I	T	_	1	7	3	∅	7	1	0
4	0.5714	4	0.5714	144																																																																			143	i	w	i	x	-	+	tɬ	I	W	I	G	_	_	T	7	6	7	3	0	0	1																																													144	-	-	u	x	t	-	-	_	_	Y	G	T	_	_	0	0	7	3	1	0	0																							145	iː	b	iː	x	tɬ	-	-	I	P	I	G	T	_	_	7	1	7	3	1	0	0
5	0.7143	3	0.4286	144																																																																			143	-	i	w	i	+	tɬ	∅	_	I	W	I	_	T	∅	0	7	6	7	0	1	∅																																													144	t	-	-	u	-	-	∅	T	_	_	Y	_	_	∅	1	0	0	7	0	0	∅																							145	tɬ	iː	b	iː	-	-	∅	T	I	P	I	_	_	∅	1	7	1	7	0	0	∅
6	0.8571	2	0.2857	144																																																																			143	+	-	i	w	tɬ	∅	∅	_	_	I	W	T	∅	∅	0	0	7	6	1	∅	∅																																													144	-	t	-	-	-	∅	∅	_	T	_	_	_	∅	∅	0	1	0	0	0	∅	∅																							145	-	tɬ	iː	b	-	∅	∅	_	T	I	P	_	∅	∅	0	1	7	1	0	∅	∅
7	1.0000	1	0.1429	144																																																																			143	tɬ	+	-	i	∅	∅	∅	T	_	_	I	∅	∅	∅	1	0	0	7	∅	∅	∅																																													144	-	-	t	-	∅	∅	∅	_	_	T	_	∅	∅	∅	0	0	1	0	∅	∅	∅																							145	-	-	tɬ	iː	∅	∅	∅	_	_	T	I	∅	∅	∅	0	0	1	7	∅	∅	∅
1	0.1429	7	1.0000	181	146	t	∅	∅	∅	e	p	-	T	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0																							147	t	∅	∅	∅	e	p	-	T	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0	148	t	∅	∅	∅	e	p	-	T	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0	149	t	∅	∅	∅	e	p	-	T	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0	150	t	∅	∅	∅	e	p	-	T	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0																							151	t	∅	∅	∅	ɨ	p	-	T	∅	∅	∅	I	P	_	1	∅	∅	∅	7	1	0	152	t	∅	∅	∅	e	p	i	T	∅	∅	∅	E	P	I	1	∅	∅	∅	7	1	7
2	0.2857	6	0.8571	181	146	e	t	∅	∅	p	-	eː	E	T	∅	∅	P	_	E	7	1	∅	∅	1	0	7																							147	e	t	∅	∅	p	-	eː	E	T	∅	∅	P	_	E	7	1	∅	∅	1	0	7	148	e	t	∅	∅	p	-	e	E	T	∅	∅	P	_	E	7	1	∅	∅	1	0	7	149	e	t	∅	∅	p	-	eː	E	T	∅	∅	P	_	E	7	1	∅	∅	1	0	7	150	e	t	∅	∅	p	-	eː	E	T	∅	∅	P	_	E	7	1	∅	∅	1	0	7																							151	ɨ	t	∅	∅	p	-	eː	I	T	∅	∅	P	_	E	7	1	∅	∅	1	0	7	152	e	t	∅	∅	p	i	e	E	T	∅	∅	P	I	E	7	1	∅	∅	1	7	7
3	0.4286	5	0.7143	181	146	p	e	t	∅	-	eː	+	P	E	T	∅	_	E	_	1	7	1	∅	0	7	0																							147	p	e	t	∅	-	eː	+	P	E	T	∅	_	E	_	1	7	1	∅	0	7	0	148	p	e	t	∅	-	e	+	P	E	T	∅	_	E	_	1	7	1	∅	0	7	0	149	p	e	t	∅	-	eː	+	P	E	T	∅	_	E	_	1	7	1	∅	0	7	0	150	p	e	t	∅	-	eː	+	P	E	T	∅	_	E	_	1	7	1	∅	0	7	0																							151	p	ɨ	t	∅	-	eː	+	P	I	T	∅	_	E	_	1	7	1	∅	0	7	0	152	p	e	t	∅	i	e	+	P	E	T	∅	I	E	_	1	7	1	∅	7	7	0
4	0.5714	4	0.5714	181	146	-	p	e	t	eː	+	tɬ	_	P	E	T	E	_	T	0	1	7	1	7	0	1																							147	-	p	e	t	eː	+	ʔ	_	P	E	T	E	_	H	0	1	7	1	7	0	1	148	-	p	e	t	e	+	tɬ	_	P	E	T	E	_	T	0	1	7	1	7	0	1	149	-	p	e	t	eː	+	t	_	P	E	T	E	_	T	0	1	7	1	7	0	1	150	-	p	e	t	eː	+	t	_	P	E	T	E	_	T	0	1	7	1	7	0	1																							151	-	p	ɨ	t	eː	+	tɬ	_	P	I	T	E	_	T	0	1	7	1	7	0	1	152	i	p	e	t	e	+	tɬ	I	P	E	T	E	_	T	7	1	7	1	7	0	1
5	0.7143	3	0.4286	181	146	eː	-	p	e	+	tɬ	∅	E	_	P	E	_	T	∅	7	0	1	7	0	1	∅																							147	eː	-	p	e	+	ʔ	∅	E	_	P	E	_	H	∅	7	0	1	7	0	1	∅	148	e	-	p	e	+	tɬ	∅	E	_	P	E	_	T	∅	7	0	1	7	0	1	∅	149	eː	-	p	e	+	t	∅	E	_	P	E	_	T	∅	7	0	1	7	0	1	∅	150	eː	-	p	e	+	t	∅	E	_	P	E	_	T	∅	7	0	1	7	0	1	∅																							151	eː	-	p	ɨ	+	tɬ	∅	E	_	P	I	_	T	∅	7	0	1	7	0	1	∅	152	e	i	p	e	+	tɬ	∅	E	I	P	E	_	T	∅	7	7	1	7	0	1	∅
6	0.8571	2	0.2857	181	146	+	eː	-	p	tɬ	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅																							147	+	eː	-	p	ʔ	∅	∅	_	E	_	P	H	∅	∅	0	7	0	1	1	∅	∅	148	+	e	-	p	tɬ	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅	149	+	eː	-	p	t	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅	150	+	eː	-	p	t	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅																							151	+	eː	-	p	tɬ	∅	∅	_	E	_	P	T	∅	∅	0	7	0	1	1	∅	∅	152	+	e	i	p	tɬ	∅	∅	_	E	I	P	T	∅	∅	0	7	7	1	1	∅	∅
7	1.0000	1	0.1429	181	146	tɬ	+	eː	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅																							147	ʔ	+	eː	-	∅	∅	∅	H	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅	148	tɬ	+	e	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅	149	t	+	eː	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅	150	t	+	eː	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅																							151	tɬ	+	eː	-	∅	∅	∅	T	_	E	_	∅	∅	∅	1	0	7	0	∅	∅	∅	152	tɬ	+	e	i	∅	∅	∅	T	_	E	I	∅	∅	∅	1	0	7	7	∅	∅	∅
1	0.1667	6	1.0000	182	153	k	∅	∅	∅	a	m	-	K	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0																																													154	k	∅	∅	∅	a	m	a	K	∅	∅	∅	A	M	A	1	∅	∅	∅	7	4	7																																																																																									155	k	∅	∅	∅	a	m	a	K	∅	∅	∅	A	M	A	1	∅	∅	∅	7	4	7
2	0.3333	5	0.8333	182	153	a	k	∅	∅	m	-	+	A	K	∅	∅	M	_	_	7	1	∅	∅	4	0	0																																													154	a	k	∅	∅	m	a	+	A	K	∅	∅	M	A	_	7	1	∅	∅	4	7	0																																																																																									155	a	k	∅	∅	m	a	+	A	K	∅	∅	M	A	_	7	1	∅	∅	4	7	0
3	0.5000	4	0.6667	182	153	m	a	k	∅	-	+	tɬ	M	A	K	∅	_	_	T	4	7	1	∅	0	0	1																																													154	m	a	k	∅	a	+	k	M	A	K	∅	A	_	K	4	7	1	∅	7	0	1																																																																																									155	m	a	k	∅	a	+	k	M	A	K	∅	A	_	K	4	7	1	∅	7	0	1
4	0.6667	3	0.5000	182	153	-	m	a	k	+	tɬ	∅	_	M	A	K	_	T	∅	0	4	7	1	0	1	∅																																													154	a	m	a	k	+	k	∅	A	M	A	K	_	K	∅	7	4	7	1	0	1	∅																																																																																									155	a	m	a	k	+	k	∅	A	M	A	K	_	K	∅	7	4	7	1	0	1	∅
5	0.8333	2	0.3333	182	153	+	-	m	a	tɬ	∅	∅	_	_	M	A	T	∅	∅	0	0	4	7	1	∅	∅																																													154	+	a	m	a	k	∅	∅	_	A	M	A	K	∅	∅	0	7	4	7	1	∅	∅																																																																																									155	+	a	m	a	k	∅	∅	_	A	M	A	K	∅	∅	0	7	4	7	1	∅	∅
6	1.0000	1	0.1667	182	153	tɬ	+	-	m	∅	∅	∅	T	_	_	M	∅	∅	∅	1	0	0	4	∅	∅	∅																																													154	k	+	a	m	∅	∅	∅	K	_	A	M	∅	∅	∅	1	0	7	4	∅	∅	∅																																																																																									155	k	+	a	m	∅	∅	∅	K	_	A	M	∅	∅	∅	1	0	7	4	∅	∅	∅
1	0.1667	6	1.0000	183																							156	t	∅	∅	∅	eː	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	157	t	∅	∅	∅	eː	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																							158	t	∅	∅	∅	eː	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	159	t	∅	∅	∅	eː	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	160	t	∅	∅	∅	e	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	161	t	∅	∅	∅	eː	n	+	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																						
