index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
3	0.6000	3	0.6000	2007																							508	-	u	b	∅	-	-	∅	_	Y	P	∅	_	_	∅	0	7	1	∅	0	0	∅	509	-	u	b	∅	ʃ	u	∅	_	Y	P	∅	S	Y	∅	0	7	1	∅	3	7	∅																							510	-	u	b	∅	ʃ	u	∅	_	Y	P	∅	S	Y	∅	0	7	1	∅	3	7	∅	511	a	u	b	∅	t̪	a	∅	A	Y	P	∅	T	A	∅	7	7	1	∅	1	7	∅	512	a	u	b	∅	t̪	a	∅	A	Y	P	∅	T	A	∅	7	7	1	∅	1	7	∅																						
4	0.8000	2	0.4000	2007																							508	-	-	u	b	-	∅	∅	_	_	Y	P	_	∅	∅	0	0	7	1	0	∅	∅	509	ʃ	-	u	b	u	∅	∅	S	_	Y	P	Y	∅	∅	3	0	7	1	7	∅	∅																							510	ʃ	-	u	b	u	∅	∅	S	_	Y	P	Y	∅	∅	3	0	7	1	7	∅	∅	511	t̪	a	u	b	a	∅	∅	T	A	Y	P	A	∅	∅	1	7	7	1	7	∅	∅	512	t̪	a	u	b	a	∅	∅	T	A	Y	P	A	∅	∅	1	7	7	1	7	∅	∅																						
5	1.0000	1	0.2000	2007																							508	-	-	-	u	∅	∅	∅	_	_	_	Y	∅	∅	∅	0	0	0	7	∅	∅	∅	509	u	ʃ	-	u	∅	∅	∅	Y	S	_	Y	∅	∅	∅	7	3	0	7	∅	∅	∅																							510	u	ʃ	-	u	∅	∅	∅	Y	S	_	Y	∅	∅	∅	7	3	0	7	∅	∅	∅	511	a	t̪	a	u	∅	∅	∅	A	T	A	Y	∅	∅	∅	7	1	7	7	∅	∅	∅	512	a	t̪	a	u	∅	∅	∅	A	T	A	Y	∅	∅	∅	7	1	7	7	∅	∅	∅																						
1	0.1667	6	1.0000	2033	513	g	∅	∅	∅	o	k	p	K	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1	514	g	∅	∅	∅	o	k	tʃ	K	∅	∅	∅	U	K	T	1	∅	∅	∅	7	1	1	515	g	∅	∅	∅	o	k	p	K	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1	516	g	∅	∅	∅	o	k	tʃʰ	K	∅	∅	∅	U	K	T	1	∅	∅	∅	7	1	1	517	g	∅	∅	∅	o	k	p	K	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1																																													518	g	∅	∅	∅	o	k	p	K	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1
2	0.3333	5	0.8333	2033	513	o	g	∅	∅	k	p	o	U	K	∅	∅	K	P	U	7	1	∅	∅	1	1	7	514	o	g	∅	∅	k	tʃ	u	U	K	∅	∅	K	T	Y	7	1	∅	∅	1	1	7	515	o	g	∅	∅	k	p	o	U	K	∅	∅	K	P	U	7	1	∅	∅	1	1	7	516	o	g	∅	∅	k	tʃʰ	a	U	K	∅	∅	K	T	A	7	1	∅	∅	1	1	7	517	o	g	∅	∅	k	p	o	U	K	∅	∅	K	P	U	7	1	∅	∅	1	1	7																																													518	o	g	∅	∅	k	p	a	U	K	∅	∅	K	P	A	7	1	∅	∅	1	1	7
3	0.5000	4	0.6667	2033	513	k	o	g	∅	p	o	-	K	U	K	∅	P	U	_	1	7	1	∅	1	7	0	514	k	o	g	∅	tʃ	u	-	K	U	K	∅	T	Y	_	1	7	1	∅	1	7	0	515	k	o	g	∅	p	o	-	K	U	K	∅	P	U	_	1	7	1	∅	1	7	0	516	k	o	g	∅	tʃʰ	a	m	K	U	K	∅	T	A	M	1	7	1	∅	1	7	4	517	k	o	g	∅	p	o	-	K	U	K	∅	P	U	_	1	7	1	∅	1	7	0																																													518	k	o	g	∅	p	a	n	K	U	K	∅	P	A	N	1	7	1	∅	1	7	4
4	0.6667	3	0.5000	2033	513	p	k	o	g	o	-	∅	P	K	U	K	U	_	∅	1	1	7	1	7	0	∅	514	tʃ	k	o	g	u	-	∅	T	K	U	K	Y	_	∅	1	1	7	1	7	0	∅	515	p	k	o	g	o	-	∅	P	K	U	K	U	_	∅	1	1	7	1	7	0	∅	516	tʃʰ	k	o	g	a	m	∅	T	K	U	K	A	M	∅	1	1	7	1	7	4	∅	517	p	k	o	g	o	-	∅	P	K	U	K	U	_	∅	1	1	7	1	7	0	∅																																													518	p	k	o	g	a	n	∅	P	K	U	K	A	N	∅	1	1	7	1	7	4	∅
5	0.8333	2	0.3333	2033	513	o	p	k	o	-	∅	∅	U	P	K	U	_	∅	∅	7	1	1	7	0	∅	∅	514	u	tʃ	k	o	-	∅	∅	Y	T	K	U	_	∅	∅	7	1	1	7	0	∅	∅	515	o	p	k	o	-	∅	∅	U	P	K	U	_	∅	∅	7	1	1	7	0	∅	∅	516	a	tʃʰ	k	o	m	∅	∅	A	T	K	U	M	∅	∅	7	1	1	7	4	∅	∅	517	o	p	k	o	-	∅	∅	U	P	K	U	_	∅	∅	7	1	1	7	0	∅	∅																																													518	a	p	k	o	n	∅	∅	A	P	K	U	N	∅	∅	7	1	1	7	4	∅	∅
6	1.0000	1	0.1667	2033	513	-	o	p	k	∅	∅	∅	_	U	P	K	∅	∅	∅	0	7	1	1	∅	∅	∅	514	-	u	tʃ	k	∅	∅	∅	_	Y	T	K	∅	∅	∅	0	7	1	1	∅	∅	∅	515	-	o	p	k	∅	∅	∅	_	U	P	K	∅	∅	∅	0	7	1	1	∅	∅	∅	516	m	a	tʃʰ	k	∅	∅	∅	M	A	T	K	∅	∅	∅	4	7	1	1	∅	∅	∅	517	-	o	p	k	∅	∅	∅	_	U	P	K	∅	∅	∅	0	7	1	1	∅	∅	∅																																													518	n	a	p	k	∅	∅	∅	N	A	P	K	∅	∅	∅	4	7	1	1	∅	∅	∅
1	0.2000	5	1.0000	2034																																																																																																															519	g	∅	∅	∅	o	k	u	K	∅	∅	∅	U	K	Y	1	∅	∅	∅	7	1	7	520	g	∅	∅	∅	o	kʰ	e	K	∅	∅	∅	U	K	E	1	∅	∅	∅	7	1	7																						
2	0.4000	4	0.8000	2034																																																																																																															519	o	g	∅	∅	k	u	-	U	K	∅	∅	K	Y	_	7	1	∅	∅	1	7	0	520	o	g	∅	∅	kʰ	e	n	U	K	∅	∅	K	E	N	7	1	∅	∅	1	7	4																						
3	0.6000	3	0.6000	2034																																																																																																															519	k	o	g	∅	u	-	∅	K	U	K	∅	Y	_	∅	1	7	1	∅	7	0	∅	520	kʰ	o	g	∅	e	n	∅	K	U	K	∅	E	N	∅	1	7	1	∅	7	4	∅																						
4	0.8000	2	0.4000	2034																																																																																																															519	u	k	o	g	-	∅	∅	Y	K	U	K	_	∅	∅	7	1	7	1	0	∅	∅	520	e	kʰ	o	g	n	∅	∅	E	K	U	K	N	∅	∅	7	1	7	1	4	∅	∅																						
5	1.0000	1	0.2000	2034																																																																																																															519	-	u	k	o	∅	∅	∅	_	Y	K	U	∅	∅	∅	0	7	1	7	∅	∅	∅	520	n	e	kʰ	o	∅	∅	∅	N	E	K	U	∅	∅	∅	4	7	1	7	∅	∅	∅																						
1	0.1429	7	1.0000	2045																																													521	l	∅	∅	∅	e	j	a	L	∅	∅	∅	E	J	A	5	∅	∅	∅	7	6	7																							522	l	∅	∅	∅	e	-	-	L	∅	∅	∅	E	_	_	5	∅	∅	∅	7	0	0	523	l	∅	∅	∅	e	j	a	L	∅	∅	∅	E	J	A	5	∅	∅	∅	7	6	7																																												
2	0.2857	6	0.8571	2045																																													521	e	l	∅	∅	j	a	ŋ	E	L	∅	∅	J	A	N	7	5	∅	∅	6	7	4																							522	e	l	∅	∅	-	-	ŋ	E	L	∅	∅	_	_	N	7	5	∅	∅	0	0	4	523	e	l	∅	∅	j	a	ŋ	E	L	∅	∅	J	A	N	7	5	∅	∅	6	7	4																																												
3	0.4286	5	0.7143	2045																																													521	j	e	l	∅	a	ŋ	b	J	E	L	∅	A	N	P	6	7	5	∅	7	4	1																							522	-	e	l	∅	-	ŋ	b	_	E	L	∅	_	N	P	0	7	5	∅	0	4	1	523	j	e	l	∅	a	ŋ	b	J	E	L	∅	A	N	P	6	7	5	∅	7	4	1																																												
4	0.5714	4	0.5714	2045																																													521	a	j	e	l	ŋ	b	o	A	J	E	L	N	P	U	7	6	7	5	4	1	7																							522	-	-	e	l	ŋ	b	o	_	_	E	L	N	P	U	0	0	7	5	4	1	7	523	a	j	e	l	ŋ	b	o	A	J	E	L	N	P	U	7	6	7	5	4	1	7																																												
5	0.7143	3	0.4286	2045																																													521	ŋ	a	j	e	b	o	∅	N	A	J	E	P	U	∅	4	7	6	7	1	7	∅																							522	ŋ	-	-	e	b	o	∅	N	_	_	E	P	U	∅	4	0	0	7	1	7	∅	523	ŋ	a	j	e	b	o	∅	N	A	J	E	P	U	∅	4	7	6	7	1	7	∅																																												
6	0.8571	2	0.2857	2045																																													521	b	ŋ	a	j	o	∅	∅	P	N	A	J	U	∅	∅	1	4	7	6	7	∅	∅																							522	b	ŋ	-	-	o	∅	∅	P	N	_	_	U	∅	∅	1	4	0	0	7	∅	∅	523	b	ŋ	a	j	o	∅	∅	P	N	A	J	U	∅	∅	1	4	7	6	7	∅	∅																																												
7	1.0000	1	0.1429	2045																																													521	o	b	ŋ	a	∅	∅	∅	U	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅																							522	o	b	ŋ	-	∅	∅	∅	U	P	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅	523	o	b	ŋ	a	∅	∅	∅	U	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.2000	5	1.0000	2053																							524	u	∅	∅	∅	n	tʃ	u	Y	∅	∅	∅	N	T	Y	7	∅	∅	∅	4	1	7																							525	ŭ	∅	∅	∅	n	tʃʰ	a	Y	∅	∅	∅	N	T	A	7	∅	∅	∅	4	1	7																																																																																								
2	0.4000	4	0.8000	2053																							524	n	u	∅	∅	tʃ	u	-	N	Y	∅	∅	T	Y	_	4	7	∅	∅	1	7	0																							525	n	ŭ	∅	∅	tʃʰ	a	m	N	Y	∅	∅	T	A	M	4	7	∅	∅	1	7	4																																																																																								
3	0.6000	3	0.6000	2053																							524	tʃ	n	u	∅	u	-	∅	T	N	Y	∅	Y	_	∅	1	4	7	∅	7	0	∅																							525	tʃʰ	n	ŭ	∅	a	m	∅	T	N	Y	∅	A	M	∅	1	4	7	∅	7	4	∅																																																																																								
4	0.8000	2	0.4000	2053																							524	u	tʃ	n	u	-	∅	∅	Y	T	N	Y	_	∅	∅	7	1	4	7	0	∅	∅																							525	a	tʃʰ	n	ŭ	m	∅	∅	A	T	N	Y	M	∅	∅	7	1	4	7	4	∅	∅																																																																																								
5	1.0000	1	0.2000	2053																							524	-	u	tʃ	n	∅	∅	∅	_	Y	T	N	∅	∅	∅	0	7	1	4	∅	∅	∅																							525	m	a	tʃʰ	n	∅	∅	∅	M	A	T	N	∅	∅	∅	4	7	1	4	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	2054																							526	ŭ	∅	∅	∅	ɾ	u	∅	Y	∅	∅	∅	R	Y	∅	7	∅	∅	∅	5	7	∅	527	ŭ	∅	∅	∅	ɾ	u	∅	Y	∅	∅	∅	R	Y	∅	7	∅	∅	∅	5	7	∅																																													528	ŭ	∅	∅	∅	ɾ	u	∅	Y	∅	∅	∅	R	Y	∅	7	∅	∅	∅	5	7	∅																																												
2	0.6667	2	0.6667	2054																							526	ɾ	ŭ	∅	∅	u	∅	∅	R	Y	∅	∅	Y	∅	∅	5	7	∅	∅	7	∅	∅	527	ɾ	ŭ	∅	∅	u	∅	∅	R	Y	∅	∅	Y	∅	∅	5	7	∅	∅	7	∅	∅																																													528	ɾ	ŭ	∅	∅	u	∅	∅	R	Y	∅	∅	Y	∅	∅	5	7	∅	∅	7	∅	∅																																												
3	1.0000	1	0.3333	2054																							526	u	ɾ	ŭ	∅	∅	∅	∅	Y	R	Y	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅	527	u	ɾ	ŭ	∅	∅	∅	∅	Y	R	Y	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅																																													528	u	ɾ	ŭ	∅	∅	∅	∅	Y	R	Y	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	2055																																																																																									529	u	∅	∅	∅	kʰ	e	n	Y	∅	∅	∅	K	E	N	7	∅	∅	∅	1	7	4																							530	u	∅	∅	∅	kʰ	e	n	Y	∅	∅	∅	K	E	N	7	∅	∅	∅	1	7	4																						
2	0.5000	3	0.7500	2055																																																																																									529	kʰ	u	∅	∅	e	n	∅	K	Y	∅	∅	E	N	∅	1	7	∅	∅	7	4	∅																							530	kʰ	u	∅	∅	e	n	∅	K	Y	∅	∅	E	N	∅	1	7	∅	∅	7	4	∅																						
3	0.7500	2	0.5000	2055																																																																																									529	e	kʰ	u	∅	n	∅	∅	E	K	Y	∅	N	∅	∅	7	1	7	∅	4	∅	∅																							530	e	kʰ	u	∅	n	∅	∅	E	K	Y	∅	N	∅	∅	7	1	7	∅	4	∅	∅																						
4	1.0000	1	0.2500	2055																																																																																									529	n	e	kʰ	u	∅	∅	∅	N	E	K	Y	∅	∅	∅	4	7	1	7	∅	∅	∅																							530	n	e	kʰ	u	∅	∅	∅	N	E	K	Y	∅	∅	∅	4	7	1	7	∅	∅	∅																						
1	0.2500	4	1.0000	2063																							531	tʰ	∅	∅	∅	a	kʰ	u	T	∅	∅	∅	A	K	Y	1	∅	∅	∅	7	1	7																																																																			532	tʰ	∅	∅	∅	a	kʰ	u	T	∅	∅	∅	A	K	Y	1	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	2063																							531	a	tʰ	∅	∅	kʰ	u	∅	A	T	∅	∅	K	Y	∅	7	1	∅	∅	1	7	∅																																																																			532	a	tʰ	∅	∅	kʰ	u	∅	A	T	∅	∅	K	Y	∅	7	1	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	2063																							531	kʰ	a	tʰ	∅	u	∅	∅	K	A	T	∅	Y	∅	∅	1	7	1	∅	7	∅	∅																																																																			532	kʰ	a	tʰ	∅	u	∅	∅	K	A	T	∅	Y	∅	∅	1	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	2063																							531	u	kʰ	a	tʰ	∅	∅	∅	Y	K	A	T	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																			532	u	kʰ	a	tʰ	∅	∅	∅	Y	K	A	T	∅	∅	∅	7	1	7	1	∅	∅	∅																																												
1	0.1667	6	1.0000	2072																							533	g	∅	∅	∅	e	p	ʃ	K	∅	∅	∅	E	P	S	1	∅	∅	∅	7	1	3																																													534	g	∅	∅	∅	e	p	k	K	∅	∅	∅	E	P	K	1	∅	∅	∅	7	1	1	535	g	∅	∅	∅	e	p	k	K	∅	∅	∅	E	P	K	1	∅	∅	∅	7	1	1	536	g	∅	∅	∅	e	p	kʰ	K	∅	∅	∅	E	P	K	1	∅	∅	∅	7	1	1	537	g	∅	∅	∅	e	p	-	K	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0
2	0.3333	5	0.8333	2072																							533	e	g	∅	∅	p	ʃ	u	E	K	∅	∅	P	S	Y	7	1	∅	∅	1	3	7																																													534	e	g	∅	∅	p	k	a	E	K	∅	∅	P	K	A	7	1	∅	∅	1	1	7	535	e	g	∅	∅	p	k	a	E	K	∅	∅	P	K	A	7	1	∅	∅	1	1	7	536	e	g	∅	∅	p	kʰ	ə	E	K	∅	∅	P	K	E	7	1	∅	∅	1	1	7	537	e	g	∅	∅	p	-	a	E	K	∅	∅	P	_	A	7	1	∅	∅	1	0	7
3	0.5000	4	0.6667	2072																							533	p	e	g	∅	ʃ	u	-	P	E	K	∅	S	Y	_	1	7	1	∅	3	7	0																																													534	p	e	g	∅	k	a	n	P	E	K	∅	K	A	N	1	7	1	∅	1	7	4	535	p	e	g	∅	k	a	n	P	E	K	∅	K	A	N	1	7	1	∅	1	7	4	536	p	e	g	∅	kʰ	ə	n	P	E	K	∅	K	E	N	1	7	1	∅	1	7	4	537	p	e	g	∅	-	a	n	P	E	K	∅	_	A	N	1	7	1	∅	0	7	4
4	0.6667	3	0.5000	2072																							533	ʃ	p	e	g	u	-	∅	S	P	E	K	Y	_	∅	3	1	7	1	7	0	∅																																													534	k	p	e	g	a	n	∅	K	P	E	K	A	N	∅	1	1	7	1	7	4	∅	535	k	p	e	g	a	n	∅	K	P	E	K	A	N	∅	1	1	7	1	7	4	∅	536	kʰ	p	e	g	ə	n	∅	K	P	E	K	E	N	∅	1	1	7	1	7	4	∅	537	-	p	e	g	a	n	∅	_	P	E	K	A	N	∅	0	1	7	1	7	4	∅
5	0.8333	2	0.3333	2072																							533	u	ʃ	p	e	-	∅	∅	Y	S	P	E	_	∅	∅	7	3	1	7	0	∅	∅																																													534	a	k	p	e	n	∅	∅	A	K	P	E	N	∅	∅	7	1	1	7	4	∅	∅	535	a	k	p	e	n	∅	∅	A	K	P	E	N	∅	∅	7	1	1	7	4	∅	∅	536	ə	kʰ	p	e	n	∅	∅	E	K	P	E	N	∅	∅	7	1	1	7	4	∅	∅	537	a	-	p	e	n	∅	∅	A	_	P	E	N	∅	∅	7	0	1	7	4	∅	∅
6	1.0000	1	0.1667	2072																							533	-	u	ʃ	p	∅	∅	∅	_	Y	S	P	∅	∅	∅	0	7	3	1	∅	∅	∅																																													534	n	a	k	p	∅	∅	∅	N	A	K	P	∅	∅	∅	4	7	1	1	∅	∅	∅	535	n	a	k	p	∅	∅	∅	N	A	K	P	∅	∅	∅	4	7	1	1	∅	∅	∅	536	n	ə	kʰ	p	∅	∅	∅	N	E	K	P	∅	∅	∅	4	7	1	1	∅	∅	∅	537	n	a	-	p	∅	∅	∅	N	A	_	P	∅	∅	∅	4	7	0	1	∅	∅	∅
1	0.1667	6	1.0000	2081																							538	d̪	∅	∅	∅	o	ŋ	b	T	∅	∅	∅	U	N	P	1	∅	∅	∅	7	4	1	539	d̪	∅	∅	∅	o	ŋ	b	T	∅	∅	∅	U	N	P	1	∅	∅	∅	7	4	1																																													540	d̪	∅	∅	∅	o	ŋ	k	T	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1	541	d	∅	∅	∅	o	ŋ	kʰ	T	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1																						
2	0.3333	5	0.8333	2081																							538	o	d̪	∅	∅	ŋ	b	a	U	T	∅	∅	N	P	A	7	1	∅	∅	4	1	7	539	o	d̪	∅	∅	ŋ	b	a	U	T	∅	∅	N	P	A	7	1	∅	∅	4	1	7																																													540	o	d̪	∅	∅	ŋ	k	a	U	T	∅	∅	N	K	A	7	1	∅	∅	4	1	7	541	o	d	∅	∅	ŋ	kʰ	e	U	T	∅	∅	N	K	E	7	1	∅	∅	4	1	7																						
3	0.5000	4	0.6667	2081																							538	ŋ	o	d̪	∅	b	a	-	N	U	T	∅	P	A	_	4	7	1	∅	1	7	0	539	ŋ	o	d̪	∅	b	a	-	N	U	T	∅	P	A	_	4	7	1	∅	1	7	0																																													540	ŋ	o	d̪	∅	k	a	n	N	U	T	∅	K	A	N	4	7	1	∅	1	7	4	541	ŋ	o	d	∅	kʰ	e	n	N	U	T	∅	K	E	N	4	7	1	∅	1	7	4																						
4	0.6667	3	0.5000	2081																							538	b	ŋ	o	d̪	a	-	∅	P	N	U	T	A	_	∅	1	4	7	1	7	0	∅	539	b	ŋ	o	d̪	a	-	∅	P	N	U	T	A	_	∅	1	4	7	1	7	0	∅																																													540	k	ŋ	o	d̪	a	n	∅	K	N	U	T	A	N	∅	1	4	7	1	7	4	∅	541	kʰ	ŋ	o	d	e	n	∅	K	N	U	T	E	N	∅	1	4	7	1	7	4	∅																						
5	0.8333	2	0.3333	2081																							538	a	b	ŋ	o	-	∅	∅	A	P	N	U	_	∅	∅	7	1	4	7	0	∅	∅	539	a	b	ŋ	o	-	∅	∅	A	P	N	U	_	∅	∅	7	1	4	7	0	∅	∅																																													540	a	k	ŋ	o	n	∅	∅	A	K	N	U	N	∅	∅	7	1	4	7	4	∅	∅	541	e	kʰ	ŋ	o	n	∅	∅	E	K	N	U	N	∅	∅	7	1	4	7	4	∅	∅																						
6	1.0000	1	0.1667	2081																							538	-	a	b	ŋ	∅	∅	∅	_	A	P	N	∅	∅	∅	0	7	1	4	∅	∅	∅	539	-	a	b	ŋ	∅	∅	∅	_	A	P	N	∅	∅	∅	0	7	1	4	∅	∅	∅																																													540	n	a	k	ŋ	∅	∅	∅	N	A	K	N	∅	∅	∅	4	7	1	4	∅	∅	∅	541	n	e	kʰ	ŋ	∅	∅	∅	N	E	K	N	∅	∅	∅	4	7	1	4	∅	∅	∅																						
1	0.2000	5	1.0000	2083																																													542	z	∅	∅	∅	a	m	b	S	∅	∅	∅	A	M	P	3	∅	∅	∅	7	4	1																							543	z	∅	∅	∅	a	m	b	S	∅	∅	∅	A	M	P	3	∅	∅	∅	7	4	1																																																																		
2	0.4000	4	0.8000	2083																																													542	a	z	∅	∅	m	b	o	A	S	∅	∅	M	P	U	7	3	∅	∅	4	1	7																							543	a	z	∅	∅	m	b	o	A	S	∅	∅	M	P	U	7	3	∅	∅	4	1	7																																																																		
3	0.6000	3	0.6000	2083																																													542	m	a	z	∅	b	o	∅	M	A	S	∅	P	U	∅	4	7	3	∅	1	7	∅																							543	m	a	z	∅	b	o	∅	M	A	S	∅	P	U	∅	4	7	3	∅	1	7	∅																																																																		
4	0.8000	2	0.4000	2083																																													542	b	m	a	z	o	∅	∅	P	M	A	S	U	∅	∅	1	4	7	3	7	∅	∅																							543	b	m	a	z	o	∅	∅	P	M	A	S	U	∅	∅	1	4	7	3	7	∅	∅																																																																		
5	1.0000	1	0.2000	2083																																													542	o	b	m	a	∅	∅	∅	U	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅																							543	o	b	m	a	∅	∅	∅	U	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																		
1	0.1250	8	1.0000	2092																							544	-	∅	∅	∅	-	-	l	_	∅	∅	∅	_	_	L	0	∅	∅	∅	0	0	5	545	tʃ	∅	∅	∅	a	m	l	T	∅	∅	∅	A	M	L	1	∅	∅	∅	7	4	5																							546	-	∅	∅	∅	-	-	l	_	∅	∅	∅	_	_	L	0	∅	∅	∅	0	0	5	547	-	∅	∅	∅	-	-	l	_	∅	∅	∅	_	_	L	0	∅	∅	∅	0	0	5																																												
