ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGNACY	COGIDS
361	45_head	Head	cojubim	Cojubim	upek	upek	u p e k	kuyu1236	-11.75	-64.0	Chapacuran	109	109
362	45_head	Head	kitemoka	Kitemoka	paitʃe	paitʃe	p a i tʃ e	kite1237	-16.0	-62.75	Chapacuran	109	109
363	45_head	Head	more	Moré	upwik	upwik	u p w i k	itor1239			Chapacuran	109	109
364	45_head	Head	orowin	Oro Win	ipijisi	ipijisi	i p i j i s i	orow1243	-10.737	-64.0299	Chapacuran	109	109
365	45_head	Head	tapakura	Tapakura	upatʃi	upatʃi	u p a tʃ i	chap1269	-14.8	-62.2	Chapacuran	109	109
366	45_head	Head	tora	Torá	upujeʃi	upujeʃi	u p u j e ʃ i	tora1263	-6.19532	-61.7416	Chapacuran	109	109
367	45_head	Head	urupa	Urupá	ypirisi	ypirisi	y p i r i s i	urup1245	-10.25	-62.75	Chapacuran	109	109
368	45_head	Head	wanyam	Wanyam	ipijiʃiʔ	ipijiʃiʔ	i p i j i ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	109	109
369	45_head	Head	wari	Wari'	winatʃiʔ	winatʃiʔ	w i n a tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	110	110
370	45_head	Head	jaru	Jarú	totepisi	totepisi	t o t e p i s i	yaru1257	-10.25	-62.0	Chapacuran	111	111
618	73_hear	Hear	cojubim	Cojubim	rapat	rapat	r a p a t	kuyu1236	-11.75	-64.0	Chapacuran	161	161
619	73_hear	Hear	more	Moré	arapat	arapat	a r a p a t	itor1239			Chapacuran	161	161
620	73_hear	Hear	orowin	Oro Win	worapat	worapat	w o r a p a t	orow1243	-10.737	-64.0299	Chapacuran	161	161
621	73_hear	Hear	wanyam	Wanyam	warapat	warapat	w a r a p a t	wany1246	-12.1	-63.1	Chapacuran	161	161
545	63_heart	Heart	cojubim	Cojubim	toku ru tim	toku ru tim	t o k u + r u + t i m	kuyu1236	-11.75	-64.0	Chapacuran	147	147
546	63_heart	Heart	jaru	Jarú	temisi	temisi	t e m i s i	yaru1257	-10.25	-62.0	Chapacuran	147	147
547	63_heart	Heart	kitemoka	Kitemoka	simitʃe	simitʃe	s i m i tʃ e	kite1237	-16.0	-62.75	Chapacuran	147	147
548	63_heart	Heart	more	Moré	tuku ritim	tuku ritim	t u k u + r i t i m	itor1239			Chapacuran	147	147
549	63_heart	Heart	orowin	Oro Win	timisi	timisi	t i m i s i	orow1243	-10.737	-64.0299	Chapacuran	147	147
550	63_heart	Heart	tapakura	Tapakura	simitʃi	simitʃi	s i m i tʃ i	chap1269	-14.8	-62.2	Chapacuran	147	147
551	63_heart	Heart	tora	Torá	timu	timu	t i m u	tora1263	-6.19532	-61.7416	Chapacuran	147	147
552	63_heart	Heart	wanyam	Wanyam	timiʃiʔ	timiʃiʔ	t i m i ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	147	147
553	63_heart	Heart	wari	Wari'	tʃimitʃiʔ	tʃimitʃiʔ	tʃ i m i tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	147	147
670	80_hit	Hit	more	Moré	ton	ton	t o n	itor1239			Chapacuran	177	177
671	80_hit	Hit	orowin	Oro Win	toʔ	toʔ	t o ʔ	orow1243	-10.737	-64.0299	Chapacuran	177	177
672	80_hit	Hit	urupa	Urupá	tupan	tupan	t u p a n	urup1245	-10.25	-62.75	Chapacuran	177	177
673	80_hit	Hit	wanyam	Wanyam	to	to	t o	wany1246	-12.1	-63.1	Chapacuran	177	177
674	80_hit	Hit	wari	Wari'	toʔ	toʔ	t o ʔ	wari1268	-10.69948	-64.56152	Chapacuran	177	177
675	80_hit	Hit	cojubim	Cojubim	pap	pap	p a p	kuyu1236	-11.75	-64.0	Chapacuran	178	178
676	80_hit	Hit	orowin	Oro Win	pak	pak	p a k	orow1243	-10.737	-64.0299	Chapacuran	178	178
677	80_hit	Hit	tora	Torá	pak	pak	p a k	tora1263	-6.19532	-61.7416	Chapacuran	178	178
334	42_horn	Horn	kitemoka	Kitemoka	pitʃi	pitʃi	p i tʃ i	kite1237	-16.0	-62.75	Chapacuran	100	100
335	42_horn	Horn	orowin	Oro Win	pitikon	pitikon	p i t i k o n	orow1243	-10.737	-64.0299	Chapacuran	100	100
336	42_horn	Horn	wari	Wari'	pitʃinaɲ	pitʃinaɲ	p i tʃ i n a ɲ	wari1268	-10.69948	-64.56152	Chapacuran	100	100
337	42_horn	Horn	cojubim	Cojubim	tataw	tataw	t a t a w	kuyu1236	-11.75	-64.0	Chapacuran	101	101
338	42_horn	Horn	more	Moré	tataw	tataw	t a t a w	itor1239			Chapacuran	101	101
339	42_horn	Horn	wanyam	Wanyam	tatawi	tatawi	t a t a w i	wany1246	-12.1	-63.1	Chapacuran	101	101
340	42_horn	Horn	jaru	Jarú	ileken	ileken	i l e k e n	yaru1257	-10.25	-62.0	Chapacuran	102	102
341	42_horn	Horn	tapakura	Tapakura	injawan	injawan	i n j a w a n	chap1269	-14.8	-62.2	Chapacuran	103	103
120	16_human	Human	jaru	Jarú	wanjan	wanjan	w a n j a n	yaru1257	-10.25	-62.0	Chapacuran	44	44
121	16_human	Human	more	Moré	wanjam	wanjam	w a n j a m	itor1239			Chapacuran	44	44
122	16_human	Human	orowin	Oro Win	wajam	wajam	w a j a m	orow1243	-10.737	-64.0299	Chapacuran	44	44
123	16_human	Human	wanyam	Wanyam	wanjam	wanjam	w a n j a m	wany1246	-12.1	-63.1	Chapacuran	44	44
124	16_human	Human	wari	Wari'	wijam	wijam	w i j a m	wari1268	-10.69948	-64.56152	Chapacuran	44	44
1	1_i	I	cojubim	Cojubim	waza	waza	w a z a	kuyu1236	-11.75	-64.0	Chapacuran	1	1
2	1_i	I	kitemoka	Kitemoka	waja	waja	w a j a	kite1237	-16.0	-62.75	Chapacuran	1	1
3	1_i	I	more	Moré	waʒ̟a	waʒ̟a	w a ʒ̟ a	itor1239			Chapacuran	1	1
4	1_i	I	orowin	Oro Win	wataʔ	wataʔ	w a t a ʔ	orow1243	-10.737	-64.0299	Chapacuran	1	1
5	1_i	I	tapakura	Tapakura	waja	waja	w a j a	chap1269	-14.8	-62.2	Chapacuran	1	1
6	1_i	I	tora	Torá	waza	waza	w a z a	tora1263	-6.19532	-61.7416	Chapacuran	1	1
7	1_i	I	urupa	Urupá	wata	wata	w a t a	urup1245	-10.25	-62.75	Chapacuran	1	1
8	1_i	I	wanyam	Wanyam	wataʔ	wataʔ	w a t a ʔ	wany1246	-12.1	-63.1	Chapacuran	1	1
9	1_i	I	wari	Wari'	wataʔ	wataʔ	w a t a ʔ	wari1268	-10.69948	-64.56152	Chapacuran	1	1
646	77_kill	Kill	cojubim	Cojubim	paʔ	paʔ	p a ʔ	kuyu1236	-11.75	-64.0	Chapacuran	167	167
647	77_kill	Kill	jaru	Jarú	pa	pa	p a	yaru1257	-10.25	-62.0	Chapacuran	167	167
648	77_kill	Kill	more	Moré	pa	pa	p a	itor1239			Chapacuran	167	167
649	77_kill	Kill	orowin	Oro Win	paʔ	paʔ	p a ʔ	orow1243	-10.737	-64.0299	Chapacuran	167	167
650	77_kill	Kill	tora	Torá	pa	pa	p a	tora1263	-6.19532	-61.7416	Chapacuran	167	167
651	77_kill	Kill	urupa	Urupá	tupab	tupab	t u p a b	urup1245	-10.25	-62.75	Chapacuran	167	167
652	77_kill	Kill	wanyam	Wanyam	pa	pa	p a	wany1246	-12.1	-63.1	Chapacuran	167	167
653	77_kill	Kill	wari	Wari'	paʔ	paʔ	p a ʔ	wari1268	-10.69948	-64.56152	Chapacuran	167	167
654	77_kill	Kill	kitemoka	Kitemoka	tioakko	tioakko	t i o a k k o	kite1237	-16.0	-62.75	Chapacuran	168	168
655	77_kill	Kill	tapakura	Tapakura	tuakun	tuakun	t u a k u n	chap1269	-14.8	-62.2	Chapacuran	168	168
460	55_knee	Knee	orowin	Oro Win	makaramasi	makaramasi	m a k a r a m a s i	orow1243	-10.737	-64.0299	Chapacuran	129	129
461	55_knee	Knee	wanyam	Wanyam	warakaramaʃiʔ	warakaramaʃiʔ	w a r a k a r a m a ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	129	129
462	55_knee	Knee	wari	Wari'	karamatʃiʔ	karamatʃiʔ	k a r a m a tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	129	129
463	55_knee	Knee	orowin	Oro Win	mafonasi	mafonasi	m a f o n a s i	orow1243	-10.737	-64.0299	Chapacuran	130	130
464	55_knee	Knee	cojubim	Cojubim	tokozim	tokozim	t o k o z i m	kuyu1236	-11.75	-64.0	Chapacuran	131	131
465	55_knee	Knee	jaru	Jarú	toketekilipasi	toketekilipasi	t o k e t e k i l i p a s i	yaru1257	-10.25	-62.0	Chapacuran	131	131
466	55_knee	Knee	kitemoka	Kitemoka	tukaivatʃe	tukaivatʃe	t u k a i v a tʃ e	kite1237	-16.0	-62.75	Chapacuran	131	131
467	55_knee	Knee	more	Moré	tukuʒ̟im	tukuʒ̟im	t u k u ʒ̟ i m	itor1239			Chapacuran	131	131
468	55_knee	Knee	tapakura	Tapakura	tukaimatʃi	tukaimatʃi	t u k a i m a tʃ i	chap1269	-14.8	-62.2	Chapacuran	131	131
469	55_knee	Knee	tora	Torá	tukazim	tukazim	t u k a z i m	tora1263	-6.19532	-61.7416	Chapacuran	131	131
603	71_laugh	Laugh	cojubim	Cojubim	tasam	tasam	t a s a m	kuyu1236	-11.75	-64.0	Chapacuran	157	157
604	71_laugh	Laugh	more	Moré	tasam	tasam	t a s a m	itor1239			Chapacuran	157	157
605	71_laugh	Laugh	orowin	Oro Win	tarim	tarim	t a r i m	orow1243	-10.737	-64.0299	Chapacuran	157	157
606	71_laugh	Laugh	wanyam	Wanyam	trahum	trahum	t r a h u m	wany1246	-12.1	-63.1	Chapacuran	157	157
607	71_laugh	Laugh	wari	Wari'	tatamʔ	tatamʔ	t a t a m ʔ	wari1268	-10.69948	-64.56152	Chapacuran	157	157
608	71_laugh	Laugh	tapakura	Tapakura	matimuiara	matimuiara	m a t i m u i a r a	chap1269	-14.8	-62.2	Chapacuran	158	158
609	71_laugh	Laugh	kitemoka	Kitemoka	eva	eva	e v a	kite1237	-16.0	-62.75	Chapacuran	159	159
249	31_leaf	Leaf	cojubim	Cojubim	tan	tan	t a n	kuyu1236	-11.75	-64.0	Chapacuran	79	79
250	31_leaf	Leaf	more	Moré	tan	tan	t a n	itor1239			Chapacuran	79	79
251	31_leaf	Leaf	orowin	Oro Win	tajinan	tajinan	t a j i n a n	orow1243	-10.737	-64.0299	Chapacuran	79	79
252	31_leaf	Leaf	wanyam	Wanyam	tain	tain	t a i n	wany1246	-12.1	-63.1	Chapacuran	79	79
253	31_leaf	Leaf	wari	Wari'	taji	taji	t a j i	wari1268	-10.69948	-64.56152	Chapacuran	79	79
254	31_leaf	Leaf	tora	Torá	murami	murami	m u r a m i	tora1263	-6.19532	-61.7416	Chapacuran	80	80
255	31_leaf	Leaf	kitemoka	Kitemoka	atia	atia	a t i a	kite1237	-16.0	-62.75	Chapacuran	81	81
256	31_leaf	Leaf	tapakura	Tapakura	ʃuɲu	ʃuɲu	ʃ u ɲ u	chap1269	-14.8	-62.2	Chapacuran	82	82
451	54_leg	Leg	cojubim	Cojubim	pok	pok	p o k	kuyu1236	-11.75	-64.0	Chapacuran	128	128
452	54_leg	Leg	jaru	Jarú	ekisi	ekisi	e k i s i	yaru1257	-10.25	-62.0	Chapacuran	128	128
453	54_leg	Leg	kitemoka	Kitemoka	kohotʃi	kohotʃi	k o h o tʃ i	kite1237	-16.0	-62.75	Chapacuran	128	128
454	54_leg	Leg	more	Moré	pok	pok	p o k	itor1239			Chapacuran	128	128
455	54_leg	Leg	orowin	Oro Win	fokisi	fokisi	f o k i s i	orow1243	-10.737	-64.0299	Chapacuran	128	128
456	54_leg	Leg	tapakura	Tapakura	ukutʃi	ukutʃi	u k u tʃ i	chap1269	-14.8	-62.2	Chapacuran	128	128
457	54_leg	Leg	tora	Torá	hok	hok	h o k	tora1263	-6.19532	-61.7416	Chapacuran	128	128
458	54_leg	Leg	wanyam	Wanyam	hokiʃiʔ	hokiʃiʔ	h o k i ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	128	128
459	54_leg	Leg	wari	Wari'	kokotʃiʔ	kokotʃiʔ	k o k o tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	128	128
725	87_lie	Lie	cojubim	Cojubim	titimʔ	titimʔ	t i t i m ʔ	kuyu1236	-11.75	-64.0	Chapacuran	197	197
726	87_lie	Lie	jaru	Jarú	trem	trem	t r e m	yaru1257	-10.25	-62.0	Chapacuran	197	197
727	87_lie	Lie	orowin	Oro Win	tim	tim	t i m	orow1243	-10.737	-64.0299	Chapacuran	197	197
728	87_lie	Lie	tora	Torá	wuritimi	wuritimi	w u r i t i m i	tora1263	-6.19532	-61.7416	Chapacuran	197	197
729	87_lie	Lie	wanyam	Wanyam	tarim	tarim	t a r i m	wany1246	-12.1	-63.1	Chapacuran	197	197
730	87_lie	Lie	wari	Wari'	teremʔ	teremʔ	t e r e m ʔ	wari1268	-10.69948	-64.56152	Chapacuran	197	197
731	87_lie	Lie	kitemoka	Kitemoka	tʃekom	tʃekom	tʃ e k o m	kite1237	-16.0	-62.75	Chapacuran	198	198
732	87_lie	Lie	orowin	Oro Win	tokoʔ	tokoʔ	t o k o ʔ	orow1243	-10.737	-64.0299	Chapacuran	198	198
733	87_lie	Lie	wari	Wari'	tokoʔ	tokoʔ	t o k o ʔ	wari1268	-10.69948	-64.56152	Chapacuran	198	198
734	87_lie	Lie	jaru	Jarú	ta	ta	t a	yaru1257	-10.25	-62.0	Chapacuran	199	199
735	87_lie	Lie	more	Moré	ʒ̟ak	ʒ̟ak	ʒ̟ a k	itor1239			Chapacuran	199	199
736	87_lie	Lie	urupa	Urupá	tak	tak	t a k	urup1245	-10.25	-62.75	Chapacuran	199	199
737	87_lie	Lie	wari	Wari'	tak	tak	t a k	wari1268	-10.69948	-64.56152	Chapacuran	199	199
738	87_lie	Lie	tapakura	Tapakura	wa	wa	w a	chap1269	-14.8	-62.2	Chapacuran	200	200
554	64_liver	Liver	cojubim	Cojubim	tʃawan	tʃawan	tʃ a w a n	kuyu1236	-11.75	-64.0	Chapacuran	148	148
555	64_liver	Liver	jaru	Jarú	trawanasi	trawanasi	t r a w a n a s i	yaru1257	-10.25	-62.0	Chapacuran	148	148
556	64_liver	Liver	more	Moré	sawan	sawan	s a w a n	itor1239			Chapacuran	148	148
557	64_liver	Liver	orowin	Oro Win	trawrisi	trawrisi	t r a w r i s i	orow1243	-10.737	-64.0299	Chapacuran	148	148
558	64_liver	Liver	tora	Torá	trawana	trawana	t r a w a n a	tora1263	-6.19532	-61.7416	Chapacuran	148	148
559	64_liver	Liver	wanyam	Wanyam	tarawaneʃiʔ	tarawaneʃiʔ	t a r a w a n e ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	148	148
560	64_liver	Liver	wari	Wari'	tarawanatʃiʔ	tarawanatʃiʔ	t a r a w a n a tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	148	148
202	25_louse	Louse	cojubim	Cojubim	iw	iw	i w	kuyu1236	-11.75	-64.0	Chapacuran	65	65
203	25_louse	Louse	kitemoka	Kitemoka	ahihi	ahihi	a h i h i	kite1237	-16.0	-62.75	Chapacuran	65	65
204	25_louse	Louse	more	Moré	iw	iw	i w	itor1239			Chapacuran	65	65
205	25_louse	Louse	orowin	Oro Win	iwisi	iwisi	i w i s i	orow1243	-10.737	-64.0299	Chapacuran	65	65
206	25_louse	Louse	tapakura	Tapakura	awi	awi	a w i	chap1269	-14.8	-62.2	Chapacuran	65	65
207	25_louse	Louse	tora	Torá	iw	iw	i w	tora1263	-6.19532	-61.7416	Chapacuran	65	65
208	25_louse	Louse	urupa	Urupá	iw	iw	i w	urup1245	-10.25	-62.75	Chapacuran	65	65
209	25_louse	Louse	wanyam	Wanyam	iwi	iwi	i w i	wany1246	-12.1	-63.1	Chapacuran	65	65
210	25_louse	Louse	wari	Wari'	iwʔ	iwʔ	i w ʔ	wari1268	-10.69948	-64.56152	Chapacuran	65	65
112	15_man	Man	jaru	Jarú	kitraman	kitraman	k i t r a m a n	yaru1257	-10.25	-62.0	Chapacuran	42	42
113	15_man	Man	orowin	Oro Win	kitrama	kitrama	k i t r a m a	orow1243	-10.737	-64.0299	Chapacuran	42	42
114	15_man	Man	urupa	Urupá	kitrama	kitrama	k i t r a m a	urup1245	-10.25	-62.75	Chapacuran	42	42
115	15_man	Man	wanyam	Wanyam	kitaramaʔ	kitaramaʔ	k i t a r a m a ʔ	wany1246	-12.1	-63.1	Chapacuran	42	42
116	15_man	Man	wari	Wari'	taramaʔ	taramaʔ	t a r a m a ʔ	wari1268	-10.69948	-64.56152	Chapacuran	42	42
117	15_man	Man	cojubim	Cojubim	namakon	namakon	n a m a k o n	kuyu1236	-11.75	-64.0	Chapacuran	43	43
118	15_man	Man	more	Moré	namakon	namakon	n a m a k o n	itor1239			Chapacuran	43	43
119	15_man	Man	tora	Torá	nakon	nakon	n a k o n	tora1263	-6.19532	-61.7416	Chapacuran	43	43
49	8_many	Many	orowin	Oro Win	mijaʔ	mijaʔ	m i j a ʔ	orow1243	-10.737	-64.0299	Chapacuran	11	11
50	8_many	Many	tora	Torá	jab	jab	j a b	tora1263	-6.19532	-61.7416	Chapacuran	11	11
51	8_many	Many	wari	Wari'	mija	mija	m i j a	wari1268	-10.69948	-64.56152	Chapacuran	11	11
52	8_many	Many	cojubim	Cojubim	napa	napa	n a p a	kuyu1236	-11.75	-64.0	Chapacuran	12	12
53	8_many	Many	more	Moré	napa	napa	n a p a	itor1239			Chapacuran	12	12
54	8_many	Many	orowin	Oro Win	napa	napa	n a p a	orow1243	-10.737	-64.0299	Chapacuran	12	12
55	8_many	Many	urupa	Urupá	katimisam	katimisam	k a t i m i s a m	urup1245	-10.25	-62.75	Chapacuran	13	13
56	8_many	Many	tora	Torá	asinëji	asinëji	a s i n ë j i	tora1263	-6.19532	-61.7416	Chapacuran	14	14
57	8_many	Many	kitemoka	Kitemoka	patiako	patiako	p a t i a k o	kite1237	-16.0	-62.75	Chapacuran	15	15
291	37_meat	Meat	jaru	Jarú	ikekren	ikekren	i k e k r e n	yaru1257	-10.25	-62.0	Chapacuran	94	94
292	37_meat	Meat	more	Moré	ukun	ukun	u k u n	itor1239			Chapacuran	94	94
293	37_meat	Meat	orowin	Oro Win	ykeresi	ykeresi	y k e r e s i	orow1243	-10.737	-64.0299	Chapacuran	94	94
294	37_meat	Meat	wanyam	Wanyam	ikerem	ikerem	i k e r e m	wany1246	-12.1	-63.1	Chapacuran	94	94
295	37_meat	Meat	wari	Wari'	kweretʃiʔ	kweretʃiʔ	k w e r e tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	94	94
821	100_moon	Moon	cojubim	Cojubim	panawoʔ	panawoʔ	p a n a w o ʔ	kuyu1236	-11.75	-64.0	Chapacuran	231	231
822	100_moon	Moon	jaru	Jarú	panau	panau	p a n a u	yaru1257	-10.25	-62.0	Chapacuran	231	231
823	100_moon	Moon	kitemoka	Kitemoka	pnato	pnato	p n a t o	kite1237	-16.0	-62.75	Chapacuran	231	231
824	100_moon	Moon	more	Moré	panawoʔ	panawoʔ	p a n a w o ʔ	itor1239			Chapacuran	231	231
825	100_moon	Moon	tapakura	Tapakura	panato	panato	p a n a t o	chap1269	-14.8	-62.2	Chapacuran	231	231
826	100_moon	Moon	tora	Torá	panao	panao	p a n a o	tora1263	-6.19532	-61.7416	Chapacuran	231	231
827	100_moon	Moon	urupa	Urupá	panaoʔ	panaoʔ	p a n a o ʔ	urup1245	-10.25	-62.75	Chapacuran	231	231
828	100_moon	Moon	wanyam	Wanyam	panawoʔ	panawoʔ	p a n a w o ʔ	wany1246	-12.1	-63.1	Chapacuran	231	231
829	100_moon	Moon	wari	Wari'	panawoʔ	panawoʔ	p a n a w o ʔ	wari1268	-10.69948	-64.56152	Chapacuran	231	231
137	18_mother	Mother	cojubim	Cojubim	inaʔ	inaʔ	i n a ʔ	kuyu1236	-11.75	-64.0	Chapacuran	50	50
138	18_mother	Mother	more	Moré	inaʔ	inaʔ	i n a ʔ	itor1239			Chapacuran	50	50
139	18_mother	Mother	orowin	Oro Win	ina	ina	i n a	orow1243	-10.737	-64.0299	Chapacuran	50	50
140	18_mother	Mother	tora	Torá	inja	inja	i n j a	tora1263	-6.19532	-61.7416	Chapacuran	50	50
141	18_mother	Mother	wanyam	Wanyam	inaʔ	inaʔ	i n a ʔ	wany1246	-12.1	-63.1	Chapacuran	50	50
142	18_mother	Mother	wari	Wari'	naʔ	naʔ	n a ʔ	wari1268	-10.69948	-64.56152	Chapacuran	50	50
143	18_mother	Mother	cojubim	Cojubim	uweʔ	uweʔ	u w e ʔ	kuyu1236	-11.75	-64.0	Chapacuran	51	51
144	18_mother	Mother	jaru	Jarú	uwe	uwe	u w e	yaru1257	-10.25	-62.0	Chapacuran	51	51
145	18_mother	Mother	more	Moré	uweʔ	uweʔ	u w e ʔ	itor1239			Chapacuran	51	51
146	18_mother	Mother	orowin	Oro Win	ywe	ywe	y w e	orow1243	-10.737	-64.0299	Chapacuran	51	51
147	18_mother	Mother	tora	Torá	iwi	iwi	i w i	tora1263	-6.19532	-61.7416	Chapacuran	51	51
148	18_mother	Mother	urupa	Urupá	ive	ive	i v e	urup1245	-10.25	-62.75	Chapacuran	51	51
149	18_mother	Mother	wanyam	Wanyam	ewiʔ	ewiʔ	e w i ʔ	wany1246	-12.1	-63.1	Chapacuran	51	51
150	18_mother	Mother	wari	Wari'	we	we	w e	wari1268	-10.69948	-64.56152	Chapacuran	51	51
401	49_mouth	Mouth	jaru	Jarú	tupakasi	tupakasi	t u p a k a s i	yaru1257	-10.25	-62.0	Chapacuran	116	116
402	49_mouth	Mouth	more	Moré	topak	topak	t o p a k	itor1239			Chapacuran	116	116
403	49_mouth	Mouth	orowin	Oro Win	topakasi	topakasi	t o p a k a s i	orow1243	-10.737	-64.0299	Chapacuran	116	116
404	49_mouth	Mouth	tapakura	Tapakura	tupakatʃi	tupakatʃi	t u p a k a tʃ i	chap1269	-14.8	-62.2	Chapacuran	116	116
405	49_mouth	Mouth	urupa	Urupá	tupakasi	tupakasi	t u p a k a s i	urup1245	-10.25	-62.75	Chapacuran	116	116
406	49_mouth	Mouth	wanyam	Wanyam	topakaʃiʔ	topakaʃiʔ	t o p a k a ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	116	116
407	49_mouth	Mouth	wari	Wari'	topak	topak	t o p a k	wari1268	-10.69948	-64.56152	Chapacuran	116	116
408	49_mouth	Mouth	kitemoka	Kitemoka	rikajatʃi	rikajatʃi	r i k a j a tʃ i	kite1237	-16.0	-62.75	Chapacuran	117	117
409	49_mouth	Mouth	tora	Torá	tuaraw	tuaraw	t u a r a w	tora1263	-6.19532	-61.7416	Chapacuran	118	118
1026	124_name	Name	more	Moré	wit	wit	w i t	itor1239			Chapacuran	284	284
1027	124_name	Name	orowin	Oro Win	witi	witi	w i t i	orow1243	-10.737	-64.0299	Chapacuran	284	284
1028	124_name	Name	tora	Torá	viti	viti	v i t i	tora1263	-6.19532	-61.7416	Chapacuran	284	284
1029	124_name	Name	urupa	Urupá	yvyty	yvyty	y v y t y	urup1245	-10.25	-62.75	Chapacuran	284	284
1030	124_name	Name	wanyam	Wanyam	uwaw	uwaw	u w a w	wany1246	-12.1	-63.1	Chapacuran	284	284
1031	124_name	Name	wari	Wari'	witʃi	witʃi	w i tʃ i	wari1268	-10.69948	-64.56152	Chapacuran	284	284
512	60_neck	Neck	cojubim	Cojubim	patam	patam	p a t a m	kuyu1236	-11.75	-64.0	Chapacuran	142	142
513	60_neck	Neck	jaru	Jarú	upramasi	upramasi	u p r a m a s i	yaru1257	-10.25	-62.0	Chapacuran	142	142
514	60_neck	Neck	more	Moré	patam	patam	p a t a m	itor1239			Chapacuran	142	142
515	60_neck	Neck	orowin	Oro Win	oparamasi	oparamasi	o p a r a m a s i	orow1243	-10.737	-64.0299	Chapacuran	142	142
516	60_neck	Neck	tora	Torá	patama	patama	p a t a m a	tora1263	-6.19532	-61.7416	Chapacuran	142	142
517	60_neck	Neck	wanyam	Wanyam	uparamaʃiʔ	uparamaʃiʔ	u p a r a m a ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	142	142
518	60_neck	Neck	wari	Wari'	paramatʃiʔ	paramatʃiʔ	p a r a m a tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	142	142
519	60_neck	Neck	kitemoka	Kitemoka	aikeɲemitʃe	aikeɲemitʃe	a i k e ɲ e m i tʃ e	kite1237	-16.0	-62.75	Chapacuran	143	143
520	60_neck	Neck	tapakura	Tapakura	hukiminitʃi	hukiminitʃi	h u k i m i n i tʃ i	chap1269	-14.8	-62.2	Chapacuran	143	143
521	60_neck	Neck	wari	Wari'	kanemitʃiʔ	kanemitʃiʔ	k a n e m i tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	143	143
1004	121_new	New	orowin	Oro Win	sokori	sokori	s o k o r i	orow1243	-10.737	-64.0299	Chapacuran	273	273
1005	121_new	New	tora	Torá	tukurudn	tukurudn	t u k u r u d n	tora1263	-6.19532	-61.7416	Chapacuran	273	273
1006	121_new	New	wari	Wari'	tʃokori	tʃokori	tʃ o k o r i	wari1268	-10.69948	-64.56152	Chapacuran	273	273
1007	121_new	New	more	Moré	takan	takan	t a k a n	itor1239			Chapacuran	274	274
973	117_night	Night	cojubim	Cojubim	isim	isim	i s i m	kuyu1236	-11.75	-64.0	Chapacuran	266	266
974	117_night	Night	jaru	Jarú	etimʔ	etimʔ	e t i m ʔ	yaru1257	-10.25	-62.0	Chapacuran	266	266
975	117_night	Night	kitemoka	Kitemoka	paitin	paitin	p a i t i n	kite1237	-16.0	-62.75	Chapacuran	266	266
976	117_night	Night	more	Moré	isim	isim	i s i m	itor1239			Chapacuran	266	266
977	117_night	Night	orowin	Oro Win	itim	itim	i t i m	orow1243	-10.737	-64.0299	Chapacuran	266	266
978	117_night	Night	tapakura	Tapakura	paitin	paitin	p a i t i n	chap1269	-14.8	-62.2	Chapacuran	266	266
979	117_night	Night	tora	Torá	ijsibm	ijsibm	i j s i b m	tora1263	-6.19532	-61.7416	Chapacuran	266	266
980	117_night	Night	wanyam	Wanyam	itim	itim	i t i m	wany1246	-12.1	-63.1	Chapacuran	266	266
981	117_night	Night	wari	Wari'	tʃim	tʃim	tʃ i m	wari1268	-10.69948	-64.56152	Chapacuran	266	266
391	48_nose	Nose	cojubim	Cojubim	ur	ur	u r	kuyu1236	-11.75	-64.0	Chapacuran	115	115
392	48_nose	Nose	jaru	Jarú	jolisi	jolisi	j o l i s i	yaru1257	-10.25	-62.0	Chapacuran	115	115
393	48_nose	Nose	kitemoka	Kitemoka	turutʃe	turutʃe	t u r u tʃ e	kite1237	-16.0	-62.75	Chapacuran	115	115
394	48_nose	Nose	more	Moré	uʒ̟	uʒ̟	u ʒ̟	itor1239			Chapacuran	115	115
395	48_nose	Nose	orowin	Oro Win	yrysi	yrysi	y r y s i	orow1243	-10.737	-64.0299	Chapacuran	115	115
396	48_nose	Nose	tapakura	Tapakura	uturutʃi	uturutʃi	u t u r u tʃ i	chap1269	-14.8	-62.2	Chapacuran	115	115
397	48_nose	Nose	tora	Torá	uj	uj	u j	tora1263	-6.19532	-61.7416	Chapacuran	115	115
