ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	PARTIAL_COGNACY	COGIDS
2444	422_pepperhotchili	pepper (hot) / chili	Bola	Bola	tʃhɔ̃³⁵ phjak⁵⁵	tʃhɔ̃³⁵+phjak⁵⁵	tʃʰ ɔ̃ ³⁵ + pʰ j a k ⁵⁵				Sino-Tibetan	3063 1465	3063 1465
2445	422_pepperhotchili	pepper (hot) / chili	Maru	Maru	tʃhɔ̃³⁵ phjak⁵⁵	tʃhɔ̃³⁵+phjak⁵⁵	tʃʰ ɔ̃ ³⁵ + pʰ j a k ⁵⁵				Sino-Tibetan	3064 1466	3064 1466
2446	422_pepperhotchili	pepper (hot) / chili	Xiandao	Xiandao	n³¹ phik⁵⁵	n³¹+phik⁵⁵	n ³¹ + pʰ i k ⁵⁵				Sino-Tibetan	3065 1467	3065 1467
2447	1489_peppery	peppery	AchangLongchuan	Achang	tshek⁵⁵	tshek⁵⁵	tsʰ e k ⁵⁵				Sino-Tibetan	512	512
2448	1489_peppery	peppery	Atsi	Atsi	phjik⁵⁵	phjik⁵⁵	pʰ j i k ⁵⁵				Sino-Tibetan	512	512
2449	1489_peppery	peppery	Bola	Bola	phjak⁵⁵	phjak⁵⁵	pʰ j a k ⁵⁵				Sino-Tibetan	512	512
2450	1489_peppery	peppery	Lashi	Lashi	phjəːk⁵⁵	phjəːk⁵⁵	pʰ j əː k ⁵⁵				Sino-Tibetan	512	512
2451	1489_peppery	peppery	Maru	Maru	phjak⁵⁵	phjak⁵⁵	pʰ j a k ⁵⁵				Sino-Tibetan	512	512
2452	1489_peppery	peppery	Xiandao	Xiandao	tʂhɯk⁵⁵	tʂhɯk⁵⁵	ʈʂʰ ɯ k ⁵⁵				Sino-Tibetan	512	512
2453	1773_permitallow	permit / allow	Bola	Bola	kɔ̱t⁵⁵ nɔ̱̃⁵⁵	kɔ̱t⁵⁵+nɔ̱̃⁵⁵	k ɔ̱ t ⁵⁵ + n ɔ̱̃ ⁵⁵				Sino-Tibetan	3585 837	3585 837
2454	395_persimmon	persimmon	AchangLongchuan	Achang	maʔ³¹ xo³⁵ liŋ⁵⁵	maʔ³¹+xo³⁵+liŋ⁵⁵	m a ʔ ³¹ + x o ³⁵ + l i ŋ ⁵⁵				Sino-Tibetan	2045 135 2046	2045 135 2046
2455	395_persimmon	persimmon	Bola	Bola	pui⁵⁵ ka⁵⁵ ʃɿ³⁵	pui⁵⁵+ka⁵⁵+ʃɿ³⁵	p ui ⁵⁵ + k a ⁵⁵ + ʃ ɿ ³⁵				Sino-Tibetan	2047 137 2048	2047 137 2048
2456	395_persimmon	persimmon	Maru	Maru	pa³¹ kɔ³¹ ʃi³⁵	pa³¹+kɔ³¹+ʃi³⁵	p a ³¹ + k ɔ ³¹ + ʃ i ³⁵				Sino-Tibetan	2049 1102 2050	2049 1102 2050
2457	395_persimmon	persimmon	ProtoBurmish	ProtoBurmish	*ʔkoX	ˀko³	ˀk o ³				Sino-Tibetan	135	135
2458	628_pestle	pestle	Maru	Maru	tʃhum³⁵ thauŋ³¹ lɔʔ³¹	tʃhum³⁵+thauŋ³¹+lɔʔ³¹	tʃʰ u m ³⁵ + tʰ au ŋ ³¹ + l ɔ ʔ ³¹				Sino-Tibetan	2465 2466 1308	2465 2466 1308
2459	1201_pestlepound	pestle / pound	Rangoon	Rangoon Burmese	thɑ̃u⁵⁵	thɑ̃u⁵⁵	tʰ ɑ̃u ⁵⁵				Sino-Tibetan	458	458
2460	1201_pestlepound	pestle / pound	AchangLongchuan	Achang	thuŋ³¹	thuŋ³¹	tʰ u ŋ ³¹				Sino-Tibetan	458	458
2461	1201_pestlepound	pestle / pound	Atsi	Atsi	thuŋ²¹	thuŋ²¹	tʰ u ŋ ²¹				Sino-Tibetan	458	458
2462	1201_pestlepound	pestle / pound	Bola	Bola	thauŋ³⁵	thauŋ³⁵	tʰ au ŋ ³⁵				Sino-Tibetan	458	458
2463	1201_pestlepound	pestle / pound	Lashi	Lashi	thuːŋ⁵⁵	thuːŋ⁵⁵	tʰ uː ŋ ⁵⁵				Sino-Tibetan	458	458
2464	1201_pestlepound	pestle / pound	Maru	Maru	thauŋ³⁵	thauŋ³⁵	tʰ au ŋ ³⁵				Sino-Tibetan	1676	1676
2465	1201_pestlepound	pestle / pound	Xiandao	Xiandao	thuŋ³¹	thuŋ³¹	tʰ u ŋ ³¹				Sino-Tibetan	458	458
2466	1201_pestlepound	pestle / pound	ProtoBurmish	ProtoBurmish	*tuŋH	tuŋ²	t u ŋ ²				Sino-Tibetan	458	458
2467	340_pheasant	pheasant	Maru	Maru	sə̆³¹ jɔ³¹ ɣɔʔ³¹	sə̆³¹+jɔ³¹+ɣɔʔ³¹	s ə̆ ³¹ + j ɔ ³¹ + ɣ ɔ ʔ ³¹				Sino-Tibetan	2192 206 2193	2192 206 2193
2468	1414_pickup	pick up	Rangoon	Rangoon Burmese	kɑuʔ⁴	kɑuʔ⁴	k ɑu ʔ ⁴				Sino-Tibetan	205	205
2469	1414_pickup	pick up	AchangLongchuan	Achang	kuʔ⁵⁵	kuʔ⁵⁵	k u ʔ ⁵⁵				Sino-Tibetan	205	205
2470	1414_pickup	pick up	Atsi	Atsi	ku̱i⁵¹	ku̱i⁵¹	k u̱i ⁵¹				Sino-Tibetan	205	205
2471	1414_pickup	pick up	Bola	Bola	kauʔ³¹	kauʔ³¹	k au ʔ ³¹				Sino-Tibetan	205	205
2472	1414_pickup	pick up	Maru	Maru	kauk³¹	kauk³¹	k au k ³¹				Sino-Tibetan	205	205
2473	1414_pickup	pick up	Xiandao	Xiandao	kuʔ⁵⁵	kuʔ⁵⁵	k u ʔ ⁵⁵				Sino-Tibetan	205	205
2474	1414_pickup	pick up	ProtoBurmish	ProtoBurmish	*guk	guk⁴	g u k ⁴				Sino-Tibetan	205	205
2475	1413_pickupfoodwithchopsticks	pick up (food with chopsticks)	AchangLongchuan	Achang	ȵ̥ap⁵⁵	ȵ̥ap⁵⁵	ȵ̥ a p ⁵⁵				Sino-Tibetan	902	902
2476	1413_pickupfoodwithchopsticks	pick up (food with chopsticks)	Xiandao	Xiandao	ɲ̊ap⁵⁵	ɲ̊ap⁵⁵	ɲ̊ a p ⁵⁵				Sino-Tibetan	895	895
2477	569_pieceofclothwithstrapsforcarryingatoddler	piece of cloth with straps for carrying a toddler	Rangoon	Rangoon Burmese	tθɑ̃i⁵⁵ tɕo⁵⁵	tθɑ̃i⁵⁵+tɕo⁵⁵	t θ ɑ̃i ⁵⁵ + tɕ o ⁵⁵				Sino-Tibetan	3678 884	3678 884
2478	569_pieceofclothwithstrapsforcarryingatoddler	piece of cloth with straps for carrying a toddler	AchangLongchuan	Achang	poi³¹ thiʔ³¹ tɕheʔ³¹	poi³¹+thiʔ³¹+tɕheʔ³¹	p oi ³¹ + tʰ i ʔ ³¹ + tɕʰ e ʔ ³¹				Sino-Tibetan	3679 884 3680	3679 884 3680
2479	569_pieceofclothwithstrapsforcarryingatoddler	piece of cloth with straps for carrying a toddler	Atsi	Atsi	pau²¹ tʃi̱⁵⁵	pau²¹+tʃi̱⁵⁵	p au ²¹ + tʃ i̱ ⁵⁵				Sino-Tibetan	3681 884	3681 884
2480	569_pieceofclothwithstrapsforcarryingatoddler	piece of cloth with straps for carrying a toddler	Bola	Bola	pə̆³¹ ti̱³⁵	pə̆³¹+ti̱³⁵	p ə̆ ³¹ + t i̱ ³⁵				Sino-Tibetan	3682 1669	3682 1669
2481	569_pieceofclothwithstrapsforcarryingatoddler	piece of cloth with straps for carrying a toddler	Lashi	Lashi	pou³³ tʃei⁵³	pou³³+tʃei⁵³	p ou ³³ + tʃ ei ⁵³				Sino-Tibetan	3683 884	3683 884
2482	569_pieceofclothwithstrapsforcarryingatoddler	piece of cloth with straps for carrying a toddler	Maru	Maru	pə̆³¹ ta̱⁵⁵	pə̆³¹+ta̱⁵⁵	p ə̆ ³¹ + t a̱ ⁵⁵				Sino-Tibetan	3684 1670	3684 1670
2483	569_pieceofclothwithstrapsforcarryingatoddler	piece of cloth with straps for carrying a toddler	Xiandao	Xiandao	mɛ⁵⁵ paʔ⁵⁵	mɛ⁵⁵+paʔ⁵⁵	m ɛ ⁵⁵ + p a ʔ ⁵⁵				Sino-Tibetan	3685 884	3685 884
2484	569_pieceofclothwithstrapsforcarryingatoddler	piece of cloth with straps for carrying a toddler	ProtoBurmish	ProtoBurmish	*ʔtiX	ˀti³	ˀt i ³				Sino-Tibetan	884	884
2485	284_pig	pig	OldBurmese	Old Burmese	wak	wak	w a k				Sino-Tibetan	1315	1315
2486	284_pig	pig	Rangoon	Rangoon Burmese	wɛʔ⁴	wɛʔ⁴	w ɛ ʔ ⁴				Sino-Tibetan	334	334
2487	284_pig	pig	AchangLongchuan	Achang	oʔ⁵⁵	oʔ⁵⁵	o ʔ ⁵⁵				Sino-Tibetan	335	335
2488	284_pig	pig	Atsi	Atsi	vaʔ²¹	vaʔ²¹	v a ʔ ²¹				Sino-Tibetan	334	334
2489	284_pig	pig	Bola	Bola	vaʔ³¹	vaʔ³¹	v a ʔ ³¹				Sino-Tibetan	335	335
2490	284_pig	pig	Lashi	Lashi	vuʔ³¹	vuʔ³¹	v u ʔ ³¹				Sino-Tibetan	334	334
2491	284_pig	pig	Maru	Maru	vɔʔ³¹	vɔʔ³¹	v ɔ ʔ ³¹				Sino-Tibetan	335	335
2492	284_pig	pig	Xiandao	Xiandao	oʔ⁵⁵	oʔ⁵⁵	o ʔ ⁵⁵				Sino-Tibetan	334	334
2493	287_piglet	piglet	Rangoon	Rangoon Burmese	wɛʔ⁴ kɑ⁵³ le⁵⁵	wɛʔ⁴+kɑ⁵³+le⁵⁵	w ɛ ʔ ⁴ + k ɑ ⁵³ + l e ⁵⁵				Sino-Tibetan	334 2473 2474	334 2473 2474
2494	287_piglet	piglet	AchangLongchuan	Achang	oʔ⁵⁵ tsɔ³¹	oʔ⁵⁵+tsɔ³¹	o ʔ ⁵⁵ + ts ɔ ³¹				Sino-Tibetan	335 2475	335 2475
2495	287_piglet	piglet	Atsi	Atsi	vaʔ²¹ tso²¹	vaʔ²¹+tso²¹	v a ʔ ²¹ + ts o ²¹				Sino-Tibetan	334 2476	334 2476
2496	287_piglet	piglet	Bola	Bola	vaʔ³¹ nɔ³⁵	vaʔ³¹+nɔ³⁵	v a ʔ ³¹ + n ɔ ³⁵				Sino-Tibetan	335 2477	335 2477
2497	287_piglet	piglet	Lashi	Lashi	vuʔ³¹ nu⁵⁵	vuʔ³¹+nu⁵⁵	v u ʔ ³¹ + n u ⁵⁵				Sino-Tibetan	334 2478	334 2478
2498	287_piglet	piglet	Maru	Maru	vɔʔ³¹ nau⁵⁵	vɔʔ³¹+nau⁵⁵	v ɔ ʔ ³¹ + n au ⁵⁵				Sino-Tibetan	335 2479	335 2479
2499	287_piglet	piglet	Xiandao	Xiandao	oʔ⁵⁵ tsɔ³¹	oʔ⁵⁵+tsɔ³¹	o ʔ ⁵⁵ + ts ɔ ³¹				Sino-Tibetan	334 2480	334 2480
2500	504_pigstypenhog	pigsty / pen (hog)	Rangoon	Rangoon Burmese	wɛʔ⁴ tɕhɑ̃²²	wɛʔ⁴+tɕhɑ̃²²	w ɛ ʔ ⁴ + tɕʰ ɑ̃ ²²				Sino-Tibetan	334 2481	334 2481
2501	504_pigstypenhog	pigsty / pen (hog)	AchangLongchuan	Achang	oʔ⁵⁵ kok⁵⁵	oʔ⁵⁵+kok⁵⁵	o ʔ ⁵⁵ + k o k ⁵⁵				Sino-Tibetan	335 2482	335 2482
2502	504_pigstypenhog	pigsty / pen (hog)	Atsi	Atsi	vaʔ²¹ khup⁵⁵	vaʔ²¹+khup⁵⁵	v a ʔ ²¹ + kʰ u p ⁵⁵				Sino-Tibetan	334 2483	334 2483
2503	504_pigstypenhog	pigsty / pen (hog)	Bola	Bola	vaʔ³¹ khap⁵⁵	vaʔ³¹+khap⁵⁵	v a ʔ ³¹ + kʰ a p ⁵⁵				Sino-Tibetan	335 2484	335 2484
2504	504_pigstypenhog	pigsty / pen (hog)	Lashi	Lashi	vuʔ³¹ khɔm³³	vuʔ³¹+khɔm³³	v u ʔ ³¹ + kʰ ɔ m ³³				Sino-Tibetan	334 2485	334 2485
2505	504_pigstypenhog	pigsty / pen (hog)	Maru	Maru	vɔʔ³¹ khap⁵⁵	vɔʔ³¹+khap⁵⁵	v ɔ ʔ ³¹ + kʰ a p ⁵⁵				Sino-Tibetan	335 2486	335 2486
2506	504_pigstypenhog	pigsty / pen (hog)	Xiandao	Xiandao	oʔ⁵⁵ khʐam⁵⁵	oʔ⁵⁵+khʐam⁵⁵	o ʔ ⁵⁵ + kʰ ʐ a m ⁵⁵				Sino-Tibetan	334 2487	334 2487
2507	855_pileofexcrement	pile (of excrement)	Rangoon	Rangoon Burmese	põ²²	põ²²	p õ ²²				Sino-Tibetan	53	53
2508	855_pileofexcrement	pile (of excrement)	Atsi	Atsi	pum⁵¹	pum⁵¹	p u m ⁵¹				Sino-Tibetan	53	53
2509	855_pileofexcrement	pile (of excrement)	Bola	Bola	pam⁵⁵	pam⁵⁵	p a m ⁵⁵				Sino-Tibetan	53	53
2510	855_pileofexcrement	pile (of excrement)	Lashi	Lashi	pɔm³¹	pɔm³¹	p ɔ m ³¹				Sino-Tibetan	53	53
2511	855_pileofexcrement	pile (of excrement)	Maru	Maru	pam³¹	pam³¹	p a m ³¹				Sino-Tibetan	53	53
2512	855_pileofexcrement	pile (of excrement)	Xiandao	Xiandao	pum⁵⁵	pum⁵⁵	p u m ⁵⁵				Sino-Tibetan	53	53
2513	513_pillarcolumn	pillar / column	AchangLongchuan	Achang	in⁵⁵ tsəŋ⁵⁵	in⁵⁵+tsəŋ⁵⁵	i n ⁵⁵ + ts ə ŋ ⁵⁵				Sino-Tibetan	555 119	555 119
2514	513_pillarcolumn	pillar / column	Atsi	Atsi	tsiŋ⁵¹	tsiŋ⁵¹	ts i ŋ ⁵¹				Sino-Tibetan	1093	1093
2515	513_pillarcolumn	pillar / column	Bola	Bola	khauŋ⁵⁵ taŋ⁵⁵	khauŋ⁵⁵+taŋ⁵⁵	kʰ au ŋ ⁵⁵ + t a ŋ ⁵⁵				Sino-Tibetan	2026 119	2026 119
2516	513_pillarcolumn	pillar / column	Lashi	Lashi	khuŋ³³ tsəŋ³¹	khuŋ³³+tsəŋ³¹	kʰ u ŋ ³³ + ts ə ŋ ³¹				Sino-Tibetan	2027 119	2027 119
2517	513_pillarcolumn	pillar / column	Maru	Maru	khãu³¹ tsaŋ³¹	khãu³¹+tsaŋ³¹	kʰ ãu ³¹ + ts a ŋ ³¹				Sino-Tibetan	2028 119	2028 119
2518	513_pillarcolumn	pillar / column	Xiandao	Xiandao	in⁵⁵ tsɤŋ⁵⁵	in⁵⁵+tsɤŋ⁵⁵	i n ⁵⁵ + ts ɤ ŋ ⁵⁵				Sino-Tibetan	2029 119	2029 119
2519	1596_pisspee	piss / pee	AchangLongchuan	Achang	tʂhə³¹	tʂhə³¹	ʈʂʰ ə ³¹				Sino-Tibetan	888	888
2520	1596_pisspee	piss / pee	Bola	Bola	ta̱k⁵⁵	ta̱k⁵⁵	t a̱ k ⁵⁵				Sino-Tibetan	890	890
2521	1596_pisspee	piss / pee	Lashi	Lashi	tə̱ːk⁵⁵	tə̱ːk⁵⁵	t ə̱ː k ⁵⁵				Sino-Tibetan	890	890
2522	1596_pisspee	piss / pee	Maru	Maru	ta̱k⁵⁵	ta̱k⁵⁵	t a̱ k ⁵⁵				Sino-Tibetan	890	890
2523	1596_pisspee	piss / pee	ProtoBurmish	ProtoBurmish	*ʔtʃeH	ˀtʃe²	ˀtʃ e ²				Sino-Tibetan	888	888
2524	1596_pisspee	piss / pee	ProtoBurmish	ProtoBurmish	*ʔtik	ˀtik⁴	ˀt i k ⁴				Sino-Tibetan	890	890
2525	64_place	place	Rangoon	Rangoon Burmese	ne²² jɑ²²	ne²²+jɑ²²	n e ²² + j ɑ ²²				Sino-Tibetan	2130 1159	2130 1159
2526	64_place	place	Bola	Bola	a³¹ kja³¹	a³¹+kja³¹	a ³¹ + k j a ³¹				Sino-Tibetan	2131 1160	2131 1160
2527	64_place	place	Lashi	Lashi	mji³³ ko³¹	mji³³+ko³¹	m j i ³³ + k o ³¹				Sino-Tibetan	2132 167	2132 167
2528	119_placenta	placenta	AchangLongchuan	Achang	tʂhuaʔ⁵⁵	tʂhwaʔ⁵⁵	ʈʂʰ w a ʔ ⁵⁵				Sino-Tibetan	635	635
2529	119_placenta	placenta	Xiandao	Xiandao	tʂhɔʔ⁵⁵	tʂhɔʔ⁵⁵	ʈʂʰ ɔ ʔ ⁵⁵				Sino-Tibetan	635	635
2530	119_placenta	placenta	Rangoon	Rangoon Burmese	ɑ⁵³ tɕhĩ	ɑ⁵³+tɕhĩ	ɑ ⁵³ + tɕʰ ĩ				Sino-Tibetan	3253 642	3253 642
2531	119_placenta	placenta	Atsi	Atsi	ŋji²¹ tʃhuŋ²¹	ŋji²¹+tʃhuŋ²¹	ŋ j i ²¹ + tʃʰ u ŋ ²¹				Sino-Tibetan	3254 642	3254 642
2532	119_placenta	placenta	Bola	Bola	ŋji⁵⁵ tʃhɔ̃³⁵	ŋji⁵⁵+tʃhɔ̃³⁵	ŋ j i ⁵⁵ + tʃʰ ɔ̃ ³⁵				Sino-Tibetan	3255 642	3255 642
2533	1156_plait	plait	AchangLongchuan	Achang	net³⁵	net³⁵	n e t ³⁵				Sino-Tibetan	1453	1453
2534	1156_plait	plait	Atsi	Atsi	nik²¹	nik²¹	n i k ²¹				Sino-Tibetan	493	493
2535	1156_plait	plait	Bola	Bola	nak³¹	nak³¹	n a k ³¹				Sino-Tibetan	493	493
2536	1156_plait	plait	Lashi	Lashi	nəːk³¹	nəːk³¹	n əː k ³¹				Sino-Tibetan	493	493
2537	1156_plait	plait	Maru	Maru	nak³¹	nak³¹	n a k ³¹				Sino-Tibetan	493	493
2538	1156_plait	plait	Xiandao	Xiandao	nɤk⁵⁵	nɤk⁵⁵	n ɤ k ⁵⁵				Sino-Tibetan	493	493
2539	1156_plait	plait	ProtoBurmish	ProtoBurmish	*nik	nik⁴	n i k ⁴				Sino-Tibetan	493	493
2540	1774_planttrees	plant (trees)	AchangLongchuan	Achang	sɔ³¹	sɔ³¹	s ɔ ³¹				Sino-Tibetan	96	96
2541	1774_planttrees	plant (trees)	Atsi	Atsi	xo²¹	xo²¹	x o ²¹				Sino-Tibetan	868	868
2542	1774_planttrees	plant (trees)	Bola	Bola	xa³⁵	xa³⁵	x a ³⁵				Sino-Tibetan	868	868
2543	1774_planttrees	plant (trees)	Lashi	Lashi	ʃɔː⁵⁵	ʃɔː⁵⁵	ʃ ɔː ⁵⁵				Sino-Tibetan	868	868
2544	1774_planttrees	plant (trees)	Maru	Maru	xɔ³⁵	xɔ³⁵	x ɔ ³⁵				Sino-Tibetan	868	868
2545	1774_planttrees	plant (trees)	Xiandao	Xiandao	sɔ³¹	sɔ³¹	s ɔ ³¹				Sino-Tibetan	868	868
2546	1774_planttrees	plant (trees)	ProtoBurmish	ProtoBurmish	*ʔraH	ˀra²	ˀr a ²				Sino-Tibetan	868	868
2547	63_plantash	plant ash	OldBurmese	Old Burmese	pra	pra	p r a				Sino-Tibetan	45	45
2548	63_plantash	plant ash	Rangoon	Rangoon Burmese	pjɑ²²	pjɑ²²	p j ɑ ²²				Sino-Tibetan	46	46
2549	1703_playamuseoneself	play / amuse oneself	OldBurmese	Old Burmese	kaʔ caḥ	kaʔ+caḥ	k a ʔ + c a ḥ/⁵				Sino-Tibetan	1909 93	1909 93
2550	1703_playamuseoneself	play / amuse oneself	Rangoon	Rangoon Burmese	kɑ⁵³ sɑ⁵³	kɑ⁵³+sɑ⁵³	k ɑ ⁵³ + s ɑ ⁵³				Sino-Tibetan	2137 1165	2137 1165
2551	1703_playamuseoneself	play / amuse oneself	Atsi	Atsi	ŋji⁵¹ ku̱n⁵⁵	ŋji⁵¹+ku̱n⁵⁵	ŋ j i ⁵¹ + k u̱ n ⁵⁵				Sino-Tibetan	487 3006	487 3006
2552	1703_playamuseoneself	play / amuse oneself	Maru	Maru	na³¹ ku̱m⁵⁵	na³¹+ku̱m⁵⁵	n a ³¹ + k u̱ m ⁵⁵				Sino-Tibetan	486 3007	486 3007
2553	614_plow	plow	OldBurmese	Old Burmese	thay	thai	tʰ ai				Sino-Tibetan	903	903
2554	614_plow	plow	Rangoon	Rangoon Burmese	thɛ²²	thɛ²²	tʰ ɛ ²²				Sino-Tibetan	1679	1679
2555	614_plow	plow	ProtoBurmish	ProtoBurmish	*ʔtai	ˀtai¹	ˀt ai ¹				Sino-Tibetan	903	903
2556	1782_pluckflowers	pluck (flowers)	Atsi	Atsi	pjoʔ⁵⁵	pjoʔ⁵⁵	p j o ʔ ⁵⁵				Sino-Tibetan	510	510
2557	1782_pluckflowers	pluck (flowers)	Bola	Bola	phjaʔ⁵⁵	phjaʔ⁵⁵	pʰ j a ʔ ⁵⁵				Sino-Tibetan	510	510
2558	618_polecarryingshoulder	pole (carrying / shoulder)	Rangoon	Rangoon Burmese	thɑ̃⁵⁵ po⁵⁵	thɑ̃⁵⁵+po⁵⁵	tʰ ɑ̃ ⁵⁵ + p o ⁵⁵				Sino-Tibetan	61 1863	61 1863
2559	618_polecarryingshoulder	pole (carrying / shoulder)	AchangLongchuan	Achang	kan³¹ tam⁵⁵	kan³¹+tam⁵⁵	k a n ³¹ + t a m ⁵⁵				Sino-Tibetan	61 1015	61 1015
2560	618_polecarryingshoulder	pole (carrying / shoulder)	Xiandao	Xiandao	cɛn³¹ tam⁵⁵	cɛn³¹+tam⁵⁵	c ɛ n ³¹ + t a m ⁵⁵				Sino-Tibetan	1864 1016	1864 1016
2561	618_polecarryingshoulder	pole (carrying / shoulder)	Atsi	Atsi	xap²¹ loʔ²¹	xap²¹+loʔ²¹	x a p ²¹ + l o ʔ ²¹				Sino-Tibetan	2535 1319	2535 1319
2562	618_polecarryingshoulder	pole (carrying / shoulder)	Bola	Bola	xap⁵⁵ laʔ³¹	xap⁵⁵+laʔ³¹	x a p ⁵⁵ + l a ʔ ³¹				Sino-Tibetan	2536 1320	2536 1320
2563	618_polecarryingshoulder	pole (carrying / shoulder)	Maru	Maru	xap³¹ lɔʔ³¹	xap³¹+lɔʔ³¹	x a p ³¹ + l ɔ ʔ ³¹				Sino-Tibetan	2537 1321	2537 1321
2564	269_pony	pony	Rangoon	Rangoon Burmese	mjĩ⁵⁵ kɑ⁵³ le⁵⁵	mjĩ⁵⁵+kɑ⁵³+le⁵⁵	m j ĩ ⁵⁵ + k ɑ ⁵³ + l e ⁵⁵				Sino-Tibetan	456 2810 2811	456 2810 2811
2565	269_pony	pony	AchangLongchuan	Achang	m̥ʑaŋ³¹ tsɔ³¹	m̥ʑaŋ³¹+tsɔ³¹	m̥ ʑ a ŋ ³¹ + ts ɔ ³¹				Sino-Tibetan	456 2812	456 2812
2566	269_pony	pony	Atsi	Atsi	mjaŋ²¹ tso²¹	mjaŋ²¹+tso²¹	m j a ŋ ²¹ + ts o ²¹				Sino-Tibetan	456 2813	456 2813
2567	269_pony	pony	Bola	Bola	mjɔ̃³¹ nɔ³⁵	mjɔ̃³¹+nɔ³⁵	m j ɔ̃ ³¹ + n ɔ ³⁵				Sino-Tibetan	456 2814	456 2814
2568	269_pony	pony	Lashi	Lashi	mjaŋ³³ nu⁵⁵	mjaŋ³³+nu⁵⁵	m j a ŋ ³³ + n u ⁵⁵				Sino-Tibetan	456 2815	456 2815
2569	269_pony	pony	Maru	Maru	mjɔ̃³⁵ nau⁵⁵	mjɔ̃³⁵+nau⁵⁵	m j ɔ̃ ³⁵ + n au ⁵⁵				Sino-Tibetan	456 2816	456 2816
2570	269_pony	pony	Xiandao	Xiandao	m̥ʐaŋ³¹ tsɔ³¹	m̥ʐaŋ³¹+tsɔ³¹	m̥ ʐ a ŋ ³¹ + ts ɔ ³¹				Sino-Tibetan	456 2817	456 2817
2571	318_porcupine	porcupine	Rangoon	Rangoon Burmese	phju²²	phju²²	pʰ j u ²²				Sino-Tibetan	520	520
2572	318_porcupine	porcupine	AchangLongchuan	Achang	phʐo⁵⁵	phʐo⁵⁵	pʰ ʐ o ⁵⁵				Sino-Tibetan	518	518
2573	318_porcupine	porcupine	Atsi	Atsi	pju̱⁵¹	pju̱⁵¹	p j u̱ ⁵¹				Sino-Tibetan	520	520
2574	318_porcupine	porcupine	Bola	Bola	pju̱⁵⁵	pju̱⁵⁵	p j u̱ ⁵⁵				Sino-Tibetan	862	862
2575	318_porcupine	porcupine	Lashi	Lashi	lə̆³¹ pju̱³³	lə̆³¹+pju̱³³	l ə̆ ³¹ + p j u̱ ³³				Sino-Tibetan	3658 520	3658 520
2576	318_porcupine	porcupine	Maru	Maru	pju̱³¹	pju̱³¹	p j u̱ ³¹				Sino-Tibetan	520	520
2577	318_porcupine	porcupine	Xiandao	Xiandao	phʐu⁵⁵	phʐu⁵⁵	pʰ ʐ u ⁵⁵				Sino-Tibetan	520	520
2578	318_porcupine	porcupine	ProtoBurmish	ProtoBurmish	*ʔpro	ˀpro¹	ˀp r o ¹				Sino-Tibetan	520	520
2579	318_porcupine	porcupine	ProtoBurmish	ProtoBurmish	*ʔpju	ˀpju¹	ˀp j u ¹				Sino-Tibetan	862	862
2580	557_potjartin	pot / jar / tin	AchangLongchuan	Achang	jam³¹	jam³¹	j a m ³¹				Sino-Tibetan	214	214
2581	557_potjartin	pot / jar / tin	Atsi	Atsi	jam²¹	jam²¹	j a m ²¹				Sino-Tibetan	214	214
2582	557_potjartin	pot / jar / tin	Bola	Bola	jɛ̃³¹	jɛ̃³¹	j ɛ̃ ³¹				Sino-Tibetan	214	214
2583	557_potjartin	pot / jar / tin	Lashi	Lashi	jam³³	jam³³	j a m ³³				Sino-Tibetan	214	214
2584	557_potjartin	pot / jar / tin	Maru	Maru	jɛ̃³⁵	jɛ̃³⁵	j ɛ̃ ³⁵				Sino-Tibetan	214	214
2585	557_potjartin	pot / jar / tin	Xiandao	Xiandao	jam³¹	jam³¹	j a m ³¹				Sino-Tibetan	214	214
2586	557_potjartin	pot / jar / tin	ProtoBurmish	ProtoBurmish	*jamH	jam²	j a m ²				Sino-Tibetan	214	214
2587	1259_poundtopieces	pound to pieces	Atsi	Atsi	lo̱ʔ⁵⁵ tʃap²¹	lo̱ʔ⁵⁵+tʃap²¹	l o̱ ʔ ⁵⁵ + tʃ a p ²¹				Sino-Tibetan	822 3558	822 3558
2588	1259_poundtopieces	pound to pieces	Bola	Bola	la̱ʔ⁵⁵ phui³¹	la̱ʔ⁵⁵+phui³¹	l a̱ ʔ ⁵⁵ + pʰ ui ³¹				Sino-Tibetan	822 3559	822 3559
2589	1259_poundtopieces	pound to pieces	AchangLongchuan	Achang	thuŋ³¹	thuŋ³¹	tʰ u ŋ ³¹				Sino-Tibetan	458	458
2590	1259_poundtopieces	pound to pieces	Maru	Maru	thauŋ³⁵ phji³¹	thauŋ³⁵+phji³¹	tʰ au ŋ ³⁵ + pʰ j i ³¹				Sino-Tibetan	1675 3697	1675 3697
2591	1259_poundtopieces	pound to pieces	Xiandao	Xiandao	thoŋ³¹	thoŋ³¹	tʰ o ŋ ³¹				Sino-Tibetan	458	458
2592	1261_pourorthrowoutwater	pour or throw out (water)	Bola	Bola	tɛ̱ʔ⁵⁵ pjɛ̱ʔ⁵⁵	tɛ̱ʔ⁵⁵+pjɛ̱ʔ⁵⁵	t ɛ̱ ʔ ⁵⁵ + p j ɛ̱ ʔ ⁵⁵				Sino-Tibetan	880 3672	880 3672
