index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
2	0.6667	2	0.6667	3627	1317	ɛ	l	∅	∅	⁵⁵	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1318	a	l	∅	∅	³⁵	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1319	i	l	∅	∅	⁵⁵	∅	∅	I	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1320	e	l	∅	∅	⁵⁵	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																																																																									1321	a	l	∅	∅	⁴²	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3627	1317	⁵⁵	ɛ	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	1318	³⁵	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	1319	⁵⁵	i	l	∅	∅	∅	∅	_	I	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	1320	⁵⁵	e	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																																																																									1321	⁴²	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅
1	0.3333	3	1.0000	3629																							1322	ts	∅	∅	∅	a	⁴²	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅	1323	ts	∅	∅	∅	a	⁴²	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅	1324	ts	∅	∅	∅	a	⁵⁵	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅	1325	tɕ	∅	∅	∅	a	⁵⁵	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅																							1326	tsʰ	∅	∅	∅	a	⁴²	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅																							1327	ts	∅	∅	∅	a	⁴²	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3629																							1322	a	ts	∅	∅	⁴²	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1323	a	ts	∅	∅	⁴²	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1324	a	ts	∅	∅	⁵⁵	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1325	a	tɕ	∅	∅	⁵⁵	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							1326	a	tsʰ	∅	∅	⁴²	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							1327	a	ts	∅	∅	⁴²	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3629																							1322	⁴²	a	ts	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1323	⁴²	a	ts	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1324	⁵⁵	a	ts	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1325	⁵⁵	a	tɕ	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							1326	⁴²	a	tsʰ	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							1327	⁴²	a	ts	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	3630																																													1328	v	∅	∅	∅	ɤ	⁵⁵	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																							1329	v	∅	∅	∅	ɤ	⁵⁵	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	3630																																													1328	ɤ	v	∅	∅	⁵⁵	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							1329	ɤ	v	∅	∅	⁵⁵	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	3630																																													1328	⁵⁵	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							1329	⁵⁵	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	3666																							1330	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																																																																									1331	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	3666																							1330	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																																																																									1331	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	3666																							1330	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																																																																									1331	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	3668																																																																			1332	k	∅	∅	∅	a	⁴⁴	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																																									1333	tɕ	∅	∅	∅	a	⁴⁴	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3668																																																																			1332	a	k	∅	∅	⁴⁴	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																									1333	a	tɕ	∅	∅	⁴⁴	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3668																																																																			1332	⁴⁴	a	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																									1333	⁴⁴	a	tɕ	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	3670																																																																																																															1334	tʰ	∅	∅	∅	u	⁵⁵	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																							1335	tʰ	∅	∅	∅	u	⁵⁵	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	3670																																																																																																															1334	u	tʰ	∅	∅	⁵⁵	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							1335	u	tʰ	∅	∅	⁵⁵	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	3670																																																																																																															1334	⁵⁵	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							1335	⁵⁵	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	3703	1336	v	∅	∅	∅	ɤ	³³	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	1337	v	∅	∅	∅	ɤ	³³	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	1338	v	∅	∅	∅	ɤ	³³	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																							1339	v	∅	∅	∅	ʊ	³³	∅	B	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅	1340	v	∅	∅	∅	ɤ	³³	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																							1341	v	∅	∅	∅	ɤ	³³	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	1342	v	∅	∅	∅	ɤ	³¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3703	1336	ɤ	v	∅	∅	³³	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	1337	ɤ	v	∅	∅	³³	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	1338	ɤ	v	∅	∅	³³	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							1339	ʊ	v	∅	∅	³³	∅	∅	Y	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	1340	ɤ	v	∅	∅	³³	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							1341	ɤ	v	∅	∅	³³	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	1342	ɤ	v	∅	∅	³¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3703	1336	³³	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	1337	³³	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	1338	³³	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							1339	³³	ʊ	v	∅	∅	∅	∅	_	Y	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	1340	³³	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							1341	³³	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	1342	³¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	3721	1343	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	1344	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	1345	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	1346	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	1347	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																													1348	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	1349	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3721	1343	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1344	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1345	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1346	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1347	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													1348	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1349	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3721	1343	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1344	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1345	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1346	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1347	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													1348	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1349	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	3759	1350	-	∅	∅	∅	y	⁴⁴	∅	_	∅	∅	∅	Y	_	∅	0	∅	∅	∅	7	0	∅																							1351	j	∅	∅	∅	y	⁴⁴	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅	1352	j	∅	∅	∅	y	⁴⁴	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅																							1353	j	∅	∅	∅	y	⁴⁴	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅																							1354	j	∅	∅	∅	y	⁴⁴	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	3759	1350	y	-	∅	∅	⁴⁴	∅	∅	Y	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅																							1351	y	j	∅	∅	⁴⁴	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	1352	y	j	∅	∅	⁴⁴	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							1353	y	j	∅	∅	⁴⁴	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							1354	y	j	∅	∅	⁴⁴	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	3759	1350	⁴⁴	y	-	∅	∅	∅	∅	_	Y	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅																							1351	⁴⁴	y	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	1352	⁴⁴	y	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							1353	⁴⁴	y	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							1354	⁴⁴	y	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	3760	1355	t	∅	∅	∅	ɯ	⁴⁴	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							1356	t	∅	∅	∅	ɯ	⁴⁴	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	1357	t	∅	∅	∅	ɯ	⁴⁴	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							1358	t	∅	∅	∅	ɯ	⁴⁴	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							1359	t	∅	∅	∅	ɯ	⁴⁴	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	1360	t	∅	∅	∅	ɯ	³³	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3760	1355	ɯ	t	∅	∅	⁴⁴	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							1356	ɯ	t	∅	∅	⁴⁴	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1357	ɯ	t	∅	∅	⁴⁴	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							1358	ɯ	t	∅	∅	⁴⁴	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							1359	ɯ	t	∅	∅	⁴⁴	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1360	ɯ	t	∅	∅	³³	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3760	1355	⁴⁴	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							1356	⁴⁴	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1357	⁴⁴	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							1358	⁴⁴	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							1359	⁴⁴	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1360	³³	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	3761																							1361	sʰ	∅	∅	∅	a	⁵⁵	∅	S	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅																							1362	s	∅	∅	∅	ã	⁴⁴	∅	S	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅	1363	s	∅	∅	∅	ao	⁵⁵	∅	S	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	3761																							1361	a	sʰ	∅	∅	⁵⁵	∅	∅	A	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							1362	ã	s	∅	∅	⁴⁴	∅	∅	A	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	1363	ao	s	∅	∅	⁵⁵	∅	∅	A	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	3761																							1361	⁵⁵	a	sʰ	∅	∅	∅	∅	_	A	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							1362	⁴⁴	ã	s	∅	∅	∅	∅	_	A	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	1363	⁵⁵	ao	s	∅	∅	∅	∅	_	A	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	3762																							1364	k	∅	∅	∅	ẽ	⁴²	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																													1365	tɕ	∅	∅	∅	a	⁴²	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅																							1366	tɕ	∅	∅	∅	ɛ̃	⁴²	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	3762																							1364	ẽ	k	∅	∅	⁴²	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													1365	a	tɕ	∅	∅	⁴²	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							1366	ɛ̃	tɕ	∅	∅	⁴²	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	3762																							1364	⁴²	ẽ	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													1365	⁴²	a	tɕ	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							1366	⁴²	ɛ̃	tɕ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	3781																							1367	kʰ	∅	∅	∅	a	⁴⁴	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							1368	kʰ	∅	∅	∅	a	⁴⁴	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																																																														
2	0.6667	2	0.6667	3781																							1367	a	kʰ	∅	∅	⁴⁴	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							1368	a	kʰ	∅	∅	⁴⁴	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																														
3	1.0000	1	0.3333	3781																							1367	⁴⁴	a	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							1368	⁴⁴	a	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																														
1	0.3333	3	1.0000	3794	1369	m	∅	∅	∅	i	⁴⁴	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	1370	m	∅	∅	∅	i	⁴²	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	1371	m	∅	∅	∅	i	⁴²	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	1372	m	∅	∅	∅	i	³³	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																							1373	m	∅	∅	∅	i	³²	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																							1374	m	∅	∅	∅	i	⁴⁴	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	1375	m	∅	∅	∅	i	⁴²	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3794	1369	i	m	∅	∅	⁴⁴	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1370	i	m	∅	∅	⁴²	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1371	i	m	∅	∅	⁴²	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1372	i	m	∅	∅	³³	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							1373	i	m	∅	∅	³²	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							1374	i	m	∅	∅	⁴⁴	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1375	i	m	∅	∅	⁴²	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
