COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
4159-10										f a ¹						
2804-10										ˀn a k ¹						
5451-10										ɣ a ¹						
5773-10										ʔ aːu ¹						
6933-10										ʔ aːu ¹						
4657-10										ʔ aːu ¹						
4658-10										v j a ŋ ¹						
6966-10										h i ¹						
5351-10										ˀɣ a ¹						
4073-10										t aːu ¹						
2163-10										ˀb j a ŋ ¹						
1121-10										f aːu ¹						
5790-10										f aː ŋ ¹						
10413-10										ˀm a ¹						
6731-10										ˀm a ¹						
1645-10										ˀm a ¹						
4914-10										ˀm a ¹						
6175-10										ȵ a ¹						
3092-10										s i ŋ ¹						
1247-10										l j a n ¹						
5620-10										s j u ¹						
4897-10										ˀm a ¹						
4811-10										ⁿb aː ŋ ¹						
1213-10										k aːu ¹						
11019-10										m aː ŋ ¹						
11020-10										k aːu ¹						
2129-10										t aː p ¹						
3211-10										h aː n ¹						
714-10										s a k ¹						
1729-10										k a ¹						
3679-10										ˀm a ¹						
1054-10										s aːu ¹						
7448-10										h a m ¹						
582-10										s i ¹						
4743-10										ɕ a n ¹						
5419-10										l j a n ¹						
5601-10										ˀb i n ¹						
2705-10										h a m ¹						
6381-10										ˀn a ŋ ¹						
1017-10										k a ¹						
645-10										l a k ¹						
273-10										m ə t ¹						
4338-10										t j a k ¹						
2533-10										k i ¹						
1089-10										t aː p ¹						
843-10										ˀn a n ¹						
2787-10										ɕ ə t ¹						
4462-10										ˀn a n ¹						
10918-10										h a n ¹						
6582-10										h a ¹						
2070-10										k a ¹						
3075-10										s p a k ¹						
10848-10										f a ¹						
2480-10										z ə n ¹						
2214-10										k aːu ¹						
7225-10										h aː t ¹						
3515-10										pʰ j a m ¹						
2588-10										z ə n ¹						
2908-10										pʰ j aː k ¹						
2393-10										ˀn a ¹						
1156-10										ȵ o ¹						
2374-10										t a ¹						
2146-10										k a ¹						
5133-10										ˀn a m ¹						
4981-10										h u k ¹						
10239-10										ˀm a ¹						
599-10										ɕ j ə t ¹						
5048-10										t o ¹						
6331-10										h a ¹						
290-10										ȶʰ i n ¹						
311-10										h aː k ¹						
3430-10										s j u ¹						
5369-10										s j u ¹						
2749-10										t a n ¹						
2621-10										l j a p ¹						
1181-10										t a k ¹						
949-10										pʰ j u ¹						
2839-10										t aː ŋ ¹						
861-10										l aː k ¹						
6773-10										l aː k ¹						
5739-10										l aː k ¹						
5740-10										ɕ ə t ¹						
3550-10										ɕ a m ¹						
4445-10										kʰ u t ¹						
680-10										l aː ŋ ¹						
817-10										ˀd ə n ¹						
782-10										pʰ j ə t ¹						
10396-10										s j u ¹						
4606-10										h aː n ¹						
5207-10										m a n ¹						
7280-10										ts j aːu ¹						
6983-10										ʔ j u t ¹						
5168-10										k aː ŋ ¹						
1264-10										s t u ¹						
915-10										t a ¹						
1767-10										k aː ŋ ¹						
10901-10										t j a n ¹						
10867-10										t aː ŋ ¹						
417-10										k j a n ¹						
2285-10										pʰ ˀm aːu ¹						
11002-10										t ȶ i t ¹						
6348-10										ˀm e ¹						
6349-10										m aː n ¹						
10602-10										ˀb aː n ¹						
5654-10										ɕ j e n ¹						
880-10										ˀm e ¹						
983-10										h aː n ¹						
2033-10										t o ¹						
1433-10										s j u ¹						
1467-10										p aː k ¹						
469-10										t j a m ¹						
3127-10										s j u ¹						
4623-10										h a ¹						
7099-10										l j aː k ¹						
4726-10										ɕ e n ¹						
10465-10										ˀb aː n ¹						
5519-10										h ə n ¹						
5893-10										k v a n ¹						
2857-10										t aː ŋ ¹						
3645-10										ɣ aː n ¹						
3032-10										ɕ j a n ¹						
2088-10										v j a n ¹						
2463-10										ȶ u ¹						
4794-10										ȵ i ¹						
4569-10										l u ŋ ¹						
4586-10										t ȶ u ¹						
4552-10										k a ¹						
3228-10										q aː ŋ ¹						
3245-10										j a ¹						
6651-10										l aː k ¹						
6652-10										ⁿb aː n ¹						
1817-10										l aː k ¹						
1818-10										ˀb j aː k ¹						
11052-10										ˀn aːi ¹						
1230-10										l aː k ¹						
3380-10										h aː k ¹						
8174-10										h u m ¹						
8599-10										pʰ j a m ¹						
7782-10										pʰ j u ¹						
8294-10										l aː k ¹						
8514-10										h a ¹						
9669-10										l j aː k ¹						
8531-10										t aːu ¹						
7954-10										p a k ¹						
9968-10										h a m ¹						
8040-10										t a ¹						
9304-10										t i ¹						
8345-10										t o k ¹						
8765-10										t o k ¹						
8849-10										s a ŋ ¹						
9286-10										t j a ŋ ¹						
9581-10										ɕ a n ¹						
9267-10										l j a ¹						
8497-10										ts ə n ¹						
7602-10										t aː p ¹						
8431-10										v j a n ¹						
10036-10										s u k ¹						
10019-10										l a k ¹						
9216-10										n e ¹						
8074-10										q aː t ¹						
9511-10										k a n ¹						
8243-10										ʔ j a m ¹						
9250-10										t j a m ¹						
7568-10										ˀɣ a ¹						
8832-10										k a ¹						
8057-10										ȵ e ¹						
7716-10										h aː p ¹						
9899-10										t i ¹						
7585-10										k aːu ¹						
8582-10										ˀb j a ¹						
9097-10										ˀn a m ¹						
10125-10										f a ¹						
9460-10										l aːi ¹						
9649-10										kʰ u t ¹						
9870-10										ˀn a p ¹						
8680-10										h a m ¹						
7699-10										ȶ i t ¹						
9001-10										s j ə t ¹						
9494-10										t i p ¹						
7666-10										ɕ a n ¹						
9598-10										t a k ¹						
8023-10										q a m ¹						
6882-11											s ə t ¹					
6485-11											ˀb aː n ¹					
4690-11											m aː n ¹					
5671-11											t s a n ¹					
4272-11											s t aː p ¹					
10935-11											t e ¹					
4760-11											ɕ j a n ¹					
1881-11											v a n ¹					
4777-11											ɕ ə t ¹					
10969-11											v a n ¹					
10970-11											ȵ o ¹					
10206-11											v a n ¹					
6565-11											t j a n ¹					
1281-11											ʔ j a n ¹					
10569-11											h a m ¹					
6899-11											t j a ŋ ¹					
7081-11											k aːu ¹					
4090-11											t a m ¹					
2197-11											h a m ¹					
3352-11											t i ¹					
3892-11											ɕ ə t ¹					
1071-11											q a m ¹					
10313-11											ˀm ai ¹					
2671-11											t j ə t ¹					
5502-11											v ə k ¹					
7382-11											t a n ¹					
932-11											t a ŋ ¹					
533-11											ˀm ai ¹					
4159-11											v a ¹					
2804-11											h a k ¹					
5451-11											ɣ a ¹					
5773-11											ʔ aːu ¹					
6933-11											ʔ aːu ¹					
4657-11											ʔ aːu ¹					
4658-11											t j a ŋ ¹					
6966-11											h i ¹					
5351-11											ˀɣ a ¹					
4073-11											t au ¹					
2163-11											ˀb j a n ¹					
1121-11											v aːu ¹					
5790-11											v aː ŋ ¹					
10413-11											ˀm a ¹					
6731-11											ˀm a ¹					
1645-11											ˀm a ¹					
4914-11											ˀm a ¹					
6175-11											ȵ a ¹					
3092-11											s a n ¹					
1247-11											l j a n ¹					
5620-11											s j u ¹					
4897-11											ˀm a ¹					
4811-11											ⁿb aː ŋ ¹					
1213-11											q aːu ¹					
11019-11											m aː ŋ ¹					
11020-11											q aːu ¹					
2129-11											t aː p ¹					
3211-11											h aː n ¹					
714-11											l a k ¹					
1729-11											k a ¹					
3679-11											ˀm a ¹					
1054-11											s aːu ¹					
7448-11											h a m ¹					
582-11											s i ¹					
4743-11											ɕ a n ¹					
5419-11											l j a n ¹					
5601-11											ˀb aː n ¹					
2705-11											h a m ¹					
6381-11											ˀn a ŋ ¹					
1017-11											k a ¹					
645-11											l aː k ¹					
273-11											m ə t ¹					
4338-11											t j a k ¹					
2533-11											t i ¹					
1089-11											t a p ¹					
843-11											ˀn a n ¹					
2787-11											ɕ ə t ¹					
4462-11											ˀn a n ¹					
10918-11											h a n ¹					
6582-11											h a ¹					
2070-11											k a ¹					
3075-11											s p a k ¹					
10848-11											v a ¹					
2480-11											s ə n ¹					
2214-11											t aːu ¹					
7225-11											h aː t ¹					
3515-11											ʔ j a m ¹					
2588-11											s ə n ¹					
2908-11											pʰ j aː k ¹					
2393-11											ˀn a ¹					
1156-11											ȵ a ¹					
2374-11											t a ¹					
2146-11											k a ¹					
5133-11											ˀn a m ¹					
4981-11											h u k ¹					
10239-11											ˀm a ¹					
599-11											s j ə t ¹					
5048-11											q o ¹					
6331-11											h a ¹					
290-11											qʰ a n ¹					
311-11											h u k ¹					
3430-11											s j a ¹					
5369-11											s j a ¹					
2749-11											t a n ¹					
2621-11											l j a k ¹					
1181-11											t a k ¹					
949-11											pʰ j u ¹					
2839-11											t a n ¹					
861-11											l aː k ¹					
6773-11											l aː k ¹					
5739-11											l aː k ¹					
5740-11											x ə t ¹					
3550-11											ɕ u m ¹					
4445-11											ts u t ¹					
680-11											l aː ŋ ¹					
817-11											t ə n ¹					
782-11											pʰ j ə t ¹					
10396-11											s j u ¹					
4606-11											h aː n ¹					
5207-11											m a n ¹					
7280-11											ȶ j aːu ¹					
6983-11											ʔ j u t ¹					
5168-11											t aː ŋ ¹					
1264-11											s j u ¹					
915-11											t a ¹					
1767-11											t u ŋ ¹					
10901-11											t j a n ¹					
10867-11											ˀd a ŋ ¹					
417-11											k j a n ¹					
2285-11											pʰ ˀɣ aːu ¹					
11002-11											ʔ ȶ i t ¹					
6348-11											ˀm e ¹					
6349-11											m aː n ¹					
10602-11											ˀb aː n ¹					
5654-11											ɕ j e n ¹					
880-11											ˀm e ¹					
983-11											h aː n ¹					
2033-11											t o ¹					
1433-11											s j aːu ¹					
1467-11											p aː k ¹					
469-11											t j a m ¹					
3127-11											s j a ¹					
4623-11											h a ¹					
7099-11											l j aː k ¹					
4726-11											ɕ e n ¹					
10465-11											ˀb aː n ¹					
5519-11											h ə n ¹					
5893-11											t v ə n ¹					
2857-11											t a n ¹					
3645-11											ɣ aː n ¹					
3032-11											ɕ j a n ¹					
2088-11											ɕ j a n ¹					
2463-11											t aːu ¹					
4794-11											ȵ i ¹					
4569-11											l u ŋ ¹					
4586-11											ts t u ¹					
4552-11											k a ¹					
3228-11											q o ŋ ¹					
3245-11											j a ¹					
6651-11											l aː k ¹					
6652-11											ⁿb aː n ¹					
1817-11											l aː k ¹					
1818-11											ˀb j aː k ¹					
11052-11											ˀn o ¹					
1230-11											l aː k ¹					
3380-11											h a k ¹					
8174-11											h a m ¹					
8599-11											ʔ j a m ¹					
7782-11											pʰ j ai ¹					
8294-11											l a k ¹					
8514-11											h a ¹					
9669-11											l j a k ¹					
8531-11											t aːu ¹					
7954-11											p u k ¹					
9968-11											h a m ¹					
8040-11											t a ¹					
9304-11											t i ¹					
8345-11											t o k ¹					
8765-11											t o k ¹					
8849-11											s ə ŋ ¹					
9286-11											k j a ŋ ¹					
9581-11											ɕ a n ¹					
9267-11											l a ¹					
8497-11											ts ə n ¹					
7602-11											t aː p ¹					
8431-11											ɕ j a n ¹					
10036-11											s u k ¹					
10019-11											l a k ¹					
9216-11											ȵ e ¹					
8074-11											q aː t ¹					
9511-11											qʰ a n ¹					
8243-11											ʔ j a m ¹					
9250-11											t j a m ¹					
7568-11											s a ¹					
8832-11											k a ¹					
8057-11											ȵ e ¹					
7716-11											h u p ¹					
9899-11											t i ¹					
7585-11											k aːu ¹					
8582-11											ˀb j a ¹					
9097-11											h a m ¹					
10125-11											v a ¹					
9460-11											l a ¹					
9649-11											ɣ u t ¹					
9870-11											ˀn a p ¹					
8680-11											h a m ¹					
7699-11											ȶ i t ¹					
9001-11											ɕ j aː t ¹					
9494-11											t i p ¹					
7666-11											ɕ a n ¹					
9598-11											t a k ¹					
8023-11											q a m ¹					
6882-12												s ə t ¹				
6485-12												ˀb aː n ¹				
4690-12												m aː n ¹				
5671-12												t z a n ¹				
4272-12												l p aː p ¹				
10935-12												t aːu ¹				
4760-12												ɕ j a n ¹				
1881-12												v a n ¹				
4777-12												ɕ a t ¹				
10969-12												v a n ¹				
10970-12												ˀm a ¹				
10206-12												v a n ¹				
6565-12												k j a n ¹				
1281-12												ʔ j a n ¹				
10569-12												h a m ¹				
6899-12												t j a ŋ ¹				
7081-12												k aːu ¹				
4090-12												ⁿd a m ¹				
2197-12												h a m ¹				
3352-12												t i ¹				
3892-12												ɕ a t ¹				
1071-12												q a m ¹				
10313-12												ˀm ai ¹				
2671-12												t j a t ¹				
5502-12												s a k ¹				
7382-12												t a n ¹				
932-12												t a ŋ ¹				
533-12												ˀm ai ¹				
4159-12												v a ¹				
2804-12												h u k ¹				
5451-12												ɣ a ¹				
5773-12												ʔ aːu ¹				
6933-12												ʔ aːu ¹				
4657-12												ʔ aːu ¹				
4658-12												t j a ŋ ¹				
6966-12												h i ¹				
5351-12												ɣ a ¹				
4073-12												t aːu ¹				
2163-12												ˀb j a ŋ ¹				
1121-12												v a ¹				
5790-12												v aː ŋ ¹				
10413-12												ˀm a ¹				
6731-12												ˀm a ¹				
1645-12												ˀm a ¹				
4914-12												ˀm a ¹				
6175-12												ȵ a ¹				
3092-12												s a n ¹				
1247-12												l j aː n ¹				
5620-12												s j u ¹				
4897-12												ˀm a ¹				
4811-12												ⁿb aː ŋ ¹				
1213-12												t aːu ¹				
11019-12												m aː ŋ ¹				
11020-12												t aːu ¹				
2129-12												t aː p ¹				
3211-12												h aː n ¹				
714-12												ˀn o k ¹				
1729-12												q a ¹				
3679-12												ˀm a ¹				
1054-12												s u ¹				
7448-12												h a m ¹				
582-12												s t i ¹				
4743-12												s a n ¹				
5419-12												l j a n ¹				
5601-12												ˀb aː n ¹				
2705-12												m a m ¹				
6381-12												m a ŋ ¹				
1017-12												t a ¹				
645-12												l u k ¹				
273-12												m aː t ¹				
4338-12												ˀd j a k ¹				
2533-12												t aːu ¹				
1089-12												q a p ¹				
843-12												ˀn a n ¹				
2787-12												ɕ a t ¹				
4462-12												ˀn a n ¹				
10918-12												h a n ¹				
6582-12												h a ¹				
2070-12												k a ¹				
3075-12												s p i k ¹				
10848-12												v a ¹				
2480-12												z ə n ¹				
2214-12												t aːu ¹				
7225-12												h ə t ¹				
3515-12												ʔ j a m ¹				
2588-12												z ə n ¹				
2908-12												ˀb j aː k ¹				
2393-12												ˀn a ¹				
1156-12												ˀm a ¹				
2374-12												t a ¹				
2146-12												t a ¹				
5133-12												ˀn a ŋ ¹				
4981-12												m u k ¹				
10239-12												ˀm a ¹				
599-12												l j aː t ¹				
5048-12												t aːu ¹				
6331-12												h a ¹				
290-12												qʰ aː n ¹				
311-12												h aː k ¹				
3430-12												s j a ¹				
5369-12												s j a ¹				
2749-12												t a n ¹				
2621-12												l j a k ¹				
1181-12												t a k ¹				
949-12												t j u ¹				
2839-12												t a n ¹				
861-12												l aː k ¹				
6773-12												l aː k ¹				
5739-12												l aː k ¹				
5740-12												s i t ¹				
3550-12												ɕ a m ¹				
4445-12												aː t ¹				
680-12												l aː ŋ ¹				
817-12												t aː n ¹				
782-12												ˀb j aː k ¹				
10396-12												s j u ¹				
4606-12												h aː n ¹				
5207-12												m a n ¹				
7280-12												ts j a ¹				
6983-12												ʔ j i t ¹				
5168-12												t aː ŋ ¹				
1264-12												s j u ¹				
915-12												t aːu ¹				
1767-12												h u ŋ ¹				
10901-12												t j a n ¹				
10867-12												ˀd aː ŋ ¹				
417-12												k j a n ¹				
2285-12												pʰ ˀɣ e ¹				
11002-12												ʔ ȶ i t ¹				
6348-12												ˀm ai ¹				
6349-12												m aː n ¹				
10602-12												ˀb aː n ¹				
5654-12												ɕ j a n ¹				
880-12												ˀm a ¹				
983-12												h aː n ¹				
2033-12												t o ¹				
1433-12												s j a ¹				
1467-12												p aː k ¹				
469-12												t j a m ¹				
3127-12												s j a ¹				
4623-12												h a ¹				
7099-12												l j aː k ¹				
4726-12												ɕ eː n ¹				
10465-12												ˀb aː n ¹				
5519-12												h ə n ¹				
5893-12												k m a n ¹				
2857-12												t a n ¹				
3645-12												h aː n ¹				
3032-12												ɕ j a n ¹				
2088-12												ɕ j a n ¹				
2463-12												t aːu ¹				
4794-12												ȵ i ¹				
4569-12												m u ŋ ¹				
4586-12												ts j u ¹				
4552-12												t a ¹				
3228-12												t aː ŋ ¹				
3245-12												j a ¹				
6651-12												l aː k ¹				
6652-12												ⁿb aː n ¹				
1817-12												l aː k ¹				
1818-12												ˀb j aː k ¹				
11052-12												ˀm a ¹				
1230-12												l aː k ¹				
3380-12												h a k ¹				
8174-12												h a m ¹				
8599-12												ʔ j a m ¹				
7782-12												ⁿd j aːu ¹				
8294-12												l aː k ¹				
8514-12												h a ¹				
9669-12												l j a k ¹				
8531-12												t aːu ¹				
7954-12												p u k ¹				
9968-12												h a m ¹				
8040-12												t a ¹				
9304-12												t i ¹				
8345-12												t o k ¹				
8765-12												ȶ o k ¹				
8849-12												s a ŋ ¹				
9286-12												k j a ŋ ¹				
9581-12												s a n ¹				
9267-12												l h a ¹				
8497-12												ts a n ¹				
7602-12												p aː p ¹				
8431-12												ɕ j a n ¹				
10036-12												s u k ¹				
10019-12												l a k ¹				
9216-12												ˀm e ¹				
8074-12												q aː t ¹				
9511-12												qʰ a n ¹				
8243-12												ʔ j a m ¹				
9250-12												t j a m ¹				
7568-12												s a ¹				
8832-12												k aːu ¹				
8057-12												ˀm e ¹				
7716-12												h u p ¹				
9899-12												t i ¹				
7585-12												q aːu ¹				
8582-12												ˀb j a ¹				
9097-12												h a m ¹				
10125-12												v a ¹				
9460-12												ˀm a ¹				
9649-12												aː t ¹				
9870-12												ˀn a p ¹				
8680-12												h a m ¹				
7699-12												ȶ i t ¹				
9001-12												ɕ j a t ¹				
9494-12												t i p ¹				
7666-12												ɕ a n ¹				
9598-12												t a k ¹				
8023-12												q a m ¹				
6882-13													s ə t ¹			
6485-13													m ə n ¹			
4690-13													m aː n ¹			
5671-13													p ə n ¹			
4272-13													l p u p ¹			
10935-13													t aːu ¹			
4760-13													h j a n ¹			
1881-13													p a n ¹			
4777-13													h ə t ¹			
10969-13													p a n ¹			
10970-13													m a ¹			
10206-13													p a n ¹			
6565-13													t j a n ¹			
1281-13													j ə n ¹			
10569-13													n a m ¹			
6899-13													pʰ j a ŋ ¹			
7081-13													q aːu ¹			
4090-13													tʰ a m ¹			
2197-13													h a m ¹			
3352-13													t i ¹			
3892-13													h ə t ¹			
1071-13													q a m ¹			
10313-13													m i ¹			
2671-13													j ə t ¹			
5502-13													s a k ¹			
7382-13													t ə n ¹			
932-13													k i ŋ ¹			
533-13													m i ¹			
4159-13													h a ¹			
2804-13													l u k ¹			
5451-13													ɣ a ¹			
5773-13													ʔ aːu ¹			
6933-13													ʔ aːu ¹			
4657-13													ʔ aːu ¹			
4658-13													t j a ŋ ¹			
6966-13													h i ¹			
5351-13													ɣ a ¹			
4073-13													t aːu ¹			
2163-13													m j a ŋ ¹			
1121-13													p a ¹			
5790-13													h aː ŋ ¹			
10413-13													m a ¹			
6731-13													m a ¹			
1645-13													m a ¹			
4914-13													m a ¹			
6175-13													n a ¹			
3092-13													s aː ŋ ¹			
1247-13													l j a n ¹			
5620-13													s j u ¹			
4897-13													n a ¹			
4811-13													ⁿb aː ŋ ¹			
1213-13													q aːu ¹			
11019-13													m aː ŋ ¹			
11020-13													q aːu ¹			
2129-13													t a t ¹			
3211-13													h aː n ¹			
714-13													l o k ¹			
1729-13													q a ¹			
3679-13													m a ¹			
1054-13													s t u ¹			
7448-13													h a m ¹			
582-13													s t i ¹			
4743-13													s ə n ¹			
5419-13													l j ə n ¹			
5601-13													m i n ¹			
2705-13													h a m ¹			
6381-13													n aː ŋ ¹			
1017-13													t a ¹			
645-13													l aː k ¹			
273-13													m ə t ¹			
4338-13													l j a k ¹			
2533-13													t aːu ¹			
1089-13													q u p ¹			
843-13													n aː n ¹			
2787-13													s w ə t ¹			
4462-13													n u n ¹			
10918-13													h a m ¹			
6582-13													h a ¹			
2070-13													k a ¹			
3075-13													s p aː k ¹			
10848-13													h a ¹			
2480-13													s ə n ¹			
2214-13													t aːu ¹			
7225-13													h ə t ¹			
3515-13													t j a m ¹			
2588-13													s ə n ¹			
2908-13													m j aː k ¹			
2393-13													n a ¹			
1156-13													m i ¹			
2374-13													t a ¹			
2146-13													t a ¹			
5133-13													n a ŋ ¹			
4981-13													l u k ¹			
10239-13													m a ¹			
599-13													l j ə t ¹			
5048-13													q aːu ¹			
6331-13													h a ¹			
290-13													ⁿb i n ¹			
311-13													h aː k ¹			
3430-13													m j a ¹			
5369-13													m j a ¹			
2749-13													t ə n ¹			
2621-13													s j a k ¹			
1181-13													t a k ¹			
949-13													t j u ¹			
2839-13													t aː ŋ ¹			
861-13													l aː k ¹			
6773-13													l aː k ¹			
5739-13													l aː k ¹			
5740-13													ȶ ə t ¹			
3550-13													h u m ¹			
4445-13													ȶ u t ¹			
680-13													l aː ŋ ¹			
817-13													t aː n ¹			
782-13													pʰ j ə t ¹			
10396-13													s j u ¹			
4606-13													n aː n ¹			
5207-13													m a n ¹			
7280-13													l j a ¹			
6983-13													j ə t ¹			
5168-13													k aː ŋ ¹			
1264-13													t t u ¹			
915-13													t aːu ¹			
1767-13													k u ŋ ¹			
10901-13													t j a n ¹			
10867-13													t aː ŋ ¹			
417-13													t j ə n ¹			
2285-13													pʰ n aːu ¹			
11002-13													k i t ¹			
6348-13													m i ¹			
6349-13													l aː n ¹			
10602-13													m ə n ¹			
5654-13													h j ə n ¹			
880-13													m a ¹			
983-13													h aː n ¹			
2033-13													t u ¹			
1433-13													m j a ¹			
1467-13													p u k ¹			
469-13													t j a m ¹			
3127-13													m j a ¹			
4623-13													h a ¹			
7099-13													l j aː k ¹			
4726-13													h i n ¹			
10465-13													m aː n ¹			
5519-13													h ə n ¹			
5893-13													t h ə n ¹			
2857-13													t aː ŋ ¹			
3645-13													ɣ aː ŋ ¹			
3032-13													h j aː n ¹			
2088-13													h j a n ¹			
2463-13													t aːu ¹			
4794-13													n i ¹			
4569-13													l u ŋ ¹			
4586-13													t t u ¹			
4552-13													t a ¹			
3228-13													q aː ŋ ¹			
3245-13													j a ¹			
6651-13													l aː k ¹			
6652-13													ⁿb aː n ¹			
1817-13													l aː k ¹			
1818-13													m j aː k ¹			
11052-13													m a ¹			
1230-13													l aː k ¹			
3380-13													h a k ¹			
8174-13													h a m ¹			
8599-13													t j a m ¹			
7782-13													pʰ j aːu ¹			
8294-13													l a k ¹			
8514-13													h a ¹			
9669-13													l j a k ¹			
8531-13													t aːu ¹			
7954-13													p u k ¹			
9968-13													h a m ¹			
8040-13													t a ¹			
9304-13													t i ¹			
8345-13													t o k ¹			
8765-13													t a k ¹			
8849-13													s ə ŋ ¹			
9286-13													t j aː ŋ ¹			
9581-13													s u n ¹			
9267-13													l j a ¹			
8497-13													h ə n ¹			
7602-13													p aː k ¹			
8431-13													h j ə n ¹			
10036-13													s u k ¹			
10019-13													l a k ¹			
9216-13													m e ¹			
8074-13													q aː t ¹			
9511-13													ʔ a n ¹			
8243-13													j a m ¹			
9250-13													t j a m ¹			
7568-13													h a ¹			
8832-13													t aːu ¹			
8057-13													m e ¹			
7716-13													h u p ¹			
9899-13													t i ¹			
7585-13													q aːu ¹			
8582-13													m j a ¹			
9097-13													l a m ¹			
10125-13													h a ¹			
9460-13													l a ¹			
9649-13													ȶ u t ¹			
9870-13													n a k ¹			
8680-13													n a m ¹			
7699-13													k i t ¹			
9001-13													s j ə t ¹			
9494-13													t i p ¹			
7666-13													h ə n ¹			
9598-13													t a k ¹			
8023-13													q a m ¹			
6882-14														s ə t ¹		
6485-14														ˀm aː n ¹		
4690-14														m aː n ¹		
5671-14														z ə n ¹		
4272-14														s t u p ¹		
10935-14														t aːu ¹		
4760-14														l j e n ¹		
1881-14														v a n ¹		
4777-14														ɕ ə t ¹		
10969-14														v a n ¹		
10970-14														ˀm a ¹		
10206-14														v a n ¹		
6565-14														k j a n ¹		
1281-14														ʔ j a n ¹		
10569-14														ˀn a m ¹		
6899-14														pʰ j a ŋ ¹		
7081-14														q aːu ¹		
4090-14														ⁿd a m ¹		
2197-14														h a m ¹		
3352-14														t i ¹		
3892-14														ɕ ə t ¹		
1071-14														q a m ¹		
10313-14														ˀm əi ¹		
2671-14														t j ə t ¹		
5502-14														s u k ¹		
7382-14														t u n ¹		
932-14														k aː ŋ ¹		
533-14														ˀm əi ¹		
4159-14														f a ¹		
2804-14														l u k ¹		
5451-14														ɣ a ¹		
5773-14														ʔ aːu ¹		
6933-14														ʔ aːu ¹		
4657-14														ʔ aːu ¹		
4658-14														v j a ŋ ¹		
6966-14														h i ¹		
5351-14														ɣ a ¹		
4073-14														t aːu ¹		
2163-14														ˀm j a ŋ ¹		
1121-14														f a ¹		
5790-14														h aː ŋ ¹		
10413-14														ˀm a ¹		
6731-14														ˀm a ¹		
1645-14														ˀm a ¹		
4914-14														ˀm a ¹		
6175-14														ȵ a ¹		
3092-14														s aː ŋ ¹		
1247-14														l j e n ¹		
5620-14														s j u ¹		
4897-14														ˀm a ¹		
4811-14														k aː ŋ ¹		
1213-14														q aːu ¹		
11019-14														m aː ŋ ¹		
11020-14														q aːu ¹		
2129-14														t aː p ¹		
3211-14														h aː n ¹		
714-14														l o k ¹		
1729-14														q a ¹		
3679-14														ˀm a ¹		
1054-14														s u ¹		
7448-14														h a m ¹		
582-14														s t i ¹		
4743-14														s o n ¹		
5419-14														l j a n ¹		
5601-14														ˀm i n ¹		
2705-14														h a m ¹		
6381-14														ˀn aː ŋ ¹		
1017-14														t a ¹		
645-14														l aː k ¹		
273-14														m ə t ¹		
4338-14														t j a k ¹		
2533-14														t aːu ¹		
1089-14														t aː p ¹		
843-14														ˀn a n ¹		
2787-14														ɕ ə t ¹		
4462-14														ˀn u n ¹		
10918-14														h a n ¹		
6582-14														h a ¹		
2070-14														k a ¹		
3075-14														s p a k ¹		
10848-14														f a ¹		
2480-14														z ə n ¹		
2214-14														t aːu ¹		
7225-14														h ə t ¹		
3515-14														t j a m ¹		
2588-14														z ə n ¹		
2908-14														ˀm j e k ¹		
2393-14														ˀn a ¹		
1156-14														ȵ əi ¹		
2374-14														t a ¹		
2146-14														k a ¹		
5133-14														ˀn a ŋ ¹		
4981-14														l u k ¹		
10239-14														ˀm a ¹		
599-14														l j ə t ¹		
5048-14														q aːu ¹		
6331-14														h a ¹		
290-14														ⁿb i n ¹		
311-14														h aː k ¹		
3430-14														s j u ¹		
5369-14														s j u ¹		
2749-14														ⁿd a n ¹		
2621-14														l j e k ¹		
1181-14														t a k ¹		
949-14														t j u ¹		
2839-14														t aː n ¹		
861-14														l aː k ¹		
6773-14														l aː k ¹		
5739-14														l aː k ¹		
5740-14														s ə t ¹		
3550-14														ɕ u m ¹		
4445-14														ts u t ¹		
680-14														l aː ŋ ¹		
817-14														t aː n ¹		
782-14														pʰ j ə t ¹		
10396-14														s j u ¹		
4606-14														h aː n ¹		
5207-14														m a n ¹		
7280-14														ˀd h a ¹		
6983-14														ʔ j ə t ¹		
5168-14														k aː ŋ ¹		
1264-14														s q u ¹		
915-14														t aːu ¹		
1767-14														h u ŋ ¹		
10901-14														t j a n ¹		
10867-14														ˀd aː ŋ ¹		
417-14														k j a n ¹		
2285-14														pʰ s əi ¹		
11002-14														ʔ ȶ i t ¹		
6348-14														ˀm əi ¹		
6349-14														m aː n ¹		
10602-14														ˀm aː n ¹		
5654-14														ɕ j a n ¹		
880-14														ˀm a ¹		
983-14														h aː n ¹		
2033-14														t o ¹		
1433-14														s j e ¹		
1467-14														ˀd aː k ¹		
469-14														t j a m ¹		
3127-14														s j u ¹		
4623-14														h a ¹		
7099-14														l j e k ¹		
4726-14														ɕ i n ¹		
10465-14														ˀm aː n ¹		
5519-14														h aː n ¹		
5893-14														t m a n ¹		
2857-14														t aː n ¹		
3645-14														h aː n ¹		
3032-14														ɕ j a n ¹		
2088-14														v j a n ¹		
