ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
1121	47_hoja	leaf	Malayo	Malayo	ata	ata	a t a	mala1522	10.93	-73.42	Chibcha	586
1122	47_hoja	leaf	Chimila	Chimila	ka:	ka:	k aː	chim1309	10.19	-74.26	Chibcha	584
1123	47_hoja	leaf	Chibcha	Chibcha	kɨe	kɨe	k ɨ e	chib1270	6.25	-74.17	Chibcha	584
1124	47_hoja	leaf	CentralTunebo	Central Tunebo	'kaja	'kaja	'k/k a j a	cent2150	6.89	-72.09	Chibcha	584
1125	47_hoja	leaf	Bari	Barí	ka	ka	k a	bari1297	9.08	-72.94	Chibcha	584
1961	83_pierna	leg	LencaSalvador	Lenca-Salvador	pos	pos	p o s	lenc1242	13.56	-87.50	Lencan	1059
1962	83_pierna	leg	LencaHonduras	Lenca-Honduras	kila	kila	k i l a	lenc1243	13.67	-88.11	Lencan	1060
1963	83_pierna	leg	Cacaopera	Cacaopera	sulm	sulm	s u l m	caca1247	13.74	-88.11	Misumalpam	1061
1964	83_pierna	leg	Mayangna	Mayangna	barahmak	barahmak	b a r a h m a k	maya1285	14.13	-84.34	Misumalpam	1062
1965	83_pierna	leg	Ulwa	Ulwa	kalba	kalba	k a l b a	ulwa1239	12.93	-83.58	Misumalpam	1063
1966	83_pierna	leg	Miskito	Mískito	kuhma	kuhma	k u h m a	misk1235	15.16	-84.29	Misumalpam	1064
1967	83_pierna	leg	Pech	Pech	kapù:k	kapù:k	k a p ùː/uː k	pech1241	15.80	-85.56	Chibcha	1065
1968	83_pierna	leg	Rama	Rama	tukwa	tukwa	t u k w a	rama1270	11.50	-83.86	Chibcha	1066
1969	83_pierna	leg	MalekuJaika	Maléku Jaíka	ɬo:ki ko:ɾa	ɬo:ki ko:ɾa	ɬ oː k i + k oː ɾ a	male1297	10.75	-84.73	Chibcha	1067
1970	83_pierna	leg	Boruca	Boruca	bùsíx	bùsíx	b ù/u s í/i x	boru1252	8.88	-83.21	Chibcha	1059
1971	83_pierna	leg	Bribri	Bribri	kaɺʊ́ kitʃà	kaɺʊ́ kitʃà	k a ɺ ʊ́/ʊ + k i tʃ à/a	brib1243	9.40	-83.05	Chibcha	1068
1972	83_pierna	leg	Cabecar	Cabécar	kaɺʊ́ kitʃà	kaɺʊ́ kitʃà	k a ɺ ʊ́/ʊ + k i tʃ à/a	cabe1245	9.67	-83.41	Chibcha	1068
1973	83_pierna	leg	Teribe	Teribe	kuóɾbò	kuóɾbò	k u ó/o ɾ b ò/o	teri1250	9.06	-82.96	Chibcha	1069
1974	83_pierna	leg	Ngabere	Ngäbere	ŋɯɾe	ŋɯɾe	ŋ ɯ ɾ e	ngab1239	8.83	-82.39	Chibcha	1070
1975	83_pierna	leg	Buglere	Buglere	seɾagda	seɾagda	s e ɾ a g d a	bugl1243	8.58	-81.26	Chibcha	1071
1976	83_pierna	leg	Dorasque	Dorasque	séɾgala	séɾgala	s é/e ɾ g a l a	dora1242	8.57	-82.38	Chibcha	1071
1977	83_pierna	leg	SanBlasKuna	San Blas Kuna	naimali	naimali	n a i m a l i	sanb1242	9.16	-78.31	Chibcha	1072
1978	83_pierna	leg	Cogui	Cogui	kala	kala	k a l a	cogu1240	10.95	-73.80	Chibcha	1062
1979	83_pierna	leg	Arhuaco	Arhuaco	kánë	kánë	k á/a n ë	arhu1242	10.70	-73.64	Chibcha	1062
1980	83_pierna	leg	Malayo	Malayo	kɨna	kɨna	k ɨ n a	mala1522	10.93	-73.42	Chibcha	1062
1981	83_pierna	leg	Chimila	Chimila	dukkwa	dukkwa	d u k w a	chim1309	10.19	-74.26	Chibcha	1066
1982	83_pierna	leg	Chibcha	Chibcha	ɣoka	ɣoka	ɣ o k a	chib1270	6.25	-74.17	Chibcha	1073
1983	83_pierna	leg	CentralTunebo	Central Tunebo	kus'kaɾa	kus'kaɾa	k u s 'k/k a ɾ a	cent2150	6.89	-72.09	Chibcha	1074
1984	83_pierna	leg	Bari	Barí	binĩ	binĩ	b i n ĩ	bari1297	9.08	-72.94	Chibcha	1075
1078	46_higado	liver	LencaSalvador	Lenca-Salvador	muts'u	muts'u	m u t s 'u/u	lenc1242	13.56	-87.50	Lencan	567
1079	46_higado	liver	LencaHonduras	Lenca-Honduras	musu	musu	m u s u	lenc1243	13.67	-88.11	Lencan	567
1080	46_higado	liver	Cacaopera	Cacaopera	kawa	kawa	k a w a	caca1247	13.74	-88.11	Misumalpam	568
1081	46_higado	liver	Mayangna	Mayangna	isiŋ	isiŋ	i s i ŋ	maya1285	14.13	-84.34	Misumalpam	569
1082	46_higado	liver	Ulwa	Ulwa	asuŋ	asuŋ	a s u ŋ	ulwa1239	12.93	-83.58	Misumalpam	570
1083	46_higado	liver	Miskito	Mískito	awja	awja	a w j a	misk1235	15.16	-84.29	Misumalpam	571
1084	46_higado	liver	Pech	Pech	hɾá	hɾá	h ɾ á/a	pech1241	15.80	-85.56	Chibcha	572
1085	46_higado	liver	Rama	Rama	psa	psa	p s a	rama1270	11.50	-83.86	Chibcha	573
1086	46_higado	liver	MalekuJaika	Maléku Jaíka	kua:-ki	kua:-ki	k u aː + k i	male1297	10.75	-84.73	Chibcha	568
1087	46_higado	liver	Boruca	Boruca	kóʔ-k	kóʔ-k	k ó/o ʔ + k	boru1252	8.88	-83.21	Chibcha	568
1088	46_higado	liver	Bribri	Bribri	ẽ̂d	ẽ̂d	ẽ̂/ẽ d	brib1243	9.40	-83.05	Chibcha	574
1089	46_higado	liver	Cabecar	Cabécar	hẽ̂d	hẽ̂d	h ẽ̂/ẽ d	cabe1245	9.67	-83.41	Chibcha	574
1090	46_higado	liver	Teribe	Teribe	uò	uò	u ò/o	teri1250	9.06	-82.96	Chibcha	575
1091	46_higado	liver	Ngabere	Ngäbere	mɔtɔ	mɔtɔ	m ɔ t ɔ	ngab1239	8.83	-82.39	Chibcha	573
1092	46_higado	liver	Buglere	Buglere	ta-kwa	ta-kwa	t a + k w a	bugl1243	8.58	-81.26	Chibcha	576
1093	46_higado	liver	Dorasque	Dorasque	hókoa	hókoa	h ó/o k o a	dora1242	8.57	-82.38	Chibcha	577
1094	46_higado	liver	SanBlasKuna	San Blas Kuna	pi:na	pi:na	p iː n a	sanb1242	9.16	-78.31	Chibcha	573
1095	46_higado	liver	Cogui	Cogui	a'bita	a'bita	a 'b/b i t a	cogu1240	10.95	-73.80	Chibcha	573
1096	46_higado	liver	Arhuaco	Arhuaco	'higəɾu	'higəɾu	'h/h i g ə ɾ u	arhu1242	10.70	-73.64	Chibcha	578
1097	46_higado	liver	Malayo	Malayo	anʒbita	anʒbita	a n ʒ b i t a	mala1522	10.93	-73.42	Chibcha	573
1098	46_higado	liver	Chimila	Chimila	'ka:wiʔ	'ka:wiʔ	'k/k aː w i ʔ	chim1309	10.19	-74.26	Chibcha	568
1099	46_higado	liver	Chibcha	Chibcha	tɨhɨ-βa	tɨhɨ-βa	t ɨ h ɨ + β a	chib1270	6.25	-74.17	Chibcha	576
1100	46_higado	liver	CentralTunebo	Central Tunebo	'tanuba	'tanuba	't/t a n u b a	cent2150	6.89	-72.09	Chibcha	576
1101	46_higado	liver	Bari	Barí	a:bĩba	a:bĩba	aː b ĩ b a	bari1297	9.08	-72.94	Chibcha	579
1126	48_hombre	man	LencaSalvador	Lenca-Salvador	iʃku	iʃku	i ʃ k u	lenc1242	13.56	-87.50	Lencan	587
1127	48_hombre	man	LencaHonduras	Lenca-Honduras	misu	misu	m i s u	lenc1243	13.67	-88.11	Lencan	588
1128	48_hombre	man	Cacaopera	Cacaopera	misil	misil	m i s i l	caca1247	13.74	-88.11	Misumalpam	588
1129	48_hombre	man	Mayangna	Mayangna	al	al	a l	maya1285	14.13	-84.34	Misumalpam	589
1130	48_hombre	man	Ulwa	Ulwa	al	al	a l	ulwa1239	12.93	-83.58	Misumalpam	589
1131	48_hombre	man	Miskito	Mískito	wajtna	wajtna	w a j t n a	misk1235	15.16	-84.29	Misumalpam	590
1132	48_hombre	man	Pech	Pech	àɾwã́	àɾwã́	à/a ɾ w ã́/ã	pech1241	15.80	-85.56	Chibcha	589
1133	48_hombre	man	Rama	Rama	nki:kna	nki:kna	n k iː k n a	rama1270	11.50	-83.86	Chibcha	591
1134	48_hombre	man	MalekuJaika	Maléku Jaíka	otʃa:paka:	otʃa:paka:	o tʃ aː p a k aː	male1297	10.75	-84.73	Chibcha	592
1135	48_hombre	man	Boruca	Boruca	kóŋróxk	kóŋróxk	k ó/o ŋ r ó/o x k	boru1252	8.88	-83.21	Chibcha	593
1136	48_hombre	man	Bribri	Bribri	uɪ̂b	uɪ̂b	u ɪ̂/ɪ b	brib1243	9.40	-83.05	Chibcha	594
1137	48_hombre	man	Cabecar	Cabécar	hadʒɪ́uàʔ	hadʒɪ́uàʔ	h a dʒ ɪ́/ɪ u à/a ʔ	cabe1245	9.67	-83.41	Chibcha	595
1138	48_hombre	man	Teribe	Teribe	dòbén	dòbén	d ò/o b é/e n	teri1250	9.06	-82.96	Chibcha	596
1139	48_hombre	man	Ngabere	Ngäbere	bɾaɾe	bɾaɾe	b ɾ a ɾ e	ngab1239	8.83	-82.39	Chibcha	597
1140	48_hombre	man	Buglere	Buglere	blále	blále	b l á/a l e	bugl1243	8.58	-81.26	Chibcha	597
1141	48_hombre	man	Dorasque	Dorasque	taro	taro	t a r o	dora1242	8.57	-82.38	Chibcha	598
1142	48_hombre	man	SanBlasKuna	San Blas Kuna	matʃeɾet	matʃeɾet	m a tʃ e ɾ e t	sanb1242	9.16	-78.31	Chibcha	599
1143	48_hombre	man	Cogui	Cogui	si'gi	si'gi	s i 'g/g i	cogu1240	10.95	-73.80	Chibcha	600
1144	48_hombre	man	Arhuaco	Arhuaco	'tʃeiɾwa	'tʃeiɾwa	't/t ʃ e i ɾ w a	arhu1242	10.70	-73.64	Chibcha	601
1145	48_hombre	man	Malayo	Malayo	te'ɾua	te'ɾua	t e 'ɾ/ɾ u a	mala1522	10.93	-73.42	Chibcha	601
1146	48_hombre	man	Chimila	Chimila	sa:wiɾi	sa:wiɾi	s aː w i ɾ i	chim1309	10.19	-74.26	Chibcha	601
1147	48_hombre	man	Chibcha	Chibcha	tʲa	tʲa	tʲ a	chib1270	6.25	-74.17	Chibcha	601
1148	48_hombre	man	CentralTunebo	Central Tunebo	'seɾa	'seɾa	's/s e ɾ a	cent2150	6.89	-72.09	Chibcha	601
1149	48_hombre	man	Bari	Barí	na	na	n a	bari1297	9.08	-72.94	Chibcha	602
457	20_carne	meat	LencaSalvador	Lenca-Salvador	waʃa	waʃa	w a ʃ a	lenc1242	13.56	-87.50	Lencan	256
458	20_carne	meat	LencaHonduras	Lenca-Honduras	rak	rak	r a k	lenc1243	13.67	-88.11	Lencan	257
459	20_carne	meat	Cacaopera	Cacaopera	nakat	nakat	n a k a t	caca1247	13.74	-88.11	Misumalpam	258
460	20_carne	meat	Mayangna	Mayangna	di muihni	di muihni	d i + m u i h n i	maya1285	14.13	-84.34	Misumalpam	259
461	20_carne	meat	Ulwa	Ulwa	di muihka	di muihka	d i + m u i h k a	ulwa1239	12.93	-83.58	Misumalpam	260
462	20_carne	meat	Miskito	Mískito	wina	wina	w i n a	misk1235	15.16	-84.29	Misumalpam	256
463	20_carne	meat	Pech	Pech	jùku	jùku	j ù/u k u	pech1241	15.80	-85.56	Chibcha	261
464	20_carne	meat	Rama	Rama	kas	kas	k a s	rama1270	11.50	-83.86	Chibcha	262
465	20_carne	meat	MalekuJaika	Maléku Jaíka	ɬiki:	ɬiki:	ɬ i k iː	male1297	10.75	-84.73	Chibcha	263
466	20_carne	meat	Boruca	Boruca	ùɾáŋ	ùɾáŋ	ù/u ɾ á/a ŋ	boru1252	8.88	-83.21	Chibcha	264
467	20_carne	meat	Bribri	Bribri	tʃká	tʃká	tʃ k á/a	brib1243	9.40	-83.05	Chibcha	265
468	20_carne	meat	Cabecar	Cabécar	dʒaka	dʒaka	dʒ a k a	cabe1245	9.67	-83.41	Chibcha	265
469	20_carne	meat	Teribe	Teribe	ʃò	ʃò	ʃ ò/o	teri1250	9.06	-82.96	Chibcha	266
470	20_carne	meat	Ngabere	Ngäbere	ŋɔtɔ	ŋɔtɔ	ŋ ɔ t ɔ	ngab1239	8.83	-82.39	Chibcha	267
471	20_carne	meat	Buglere	Buglere	udá	udá	u d á/a	bugl1243	8.58	-81.26	Chibcha	264
472	20_carne	meat	Dorasque	Dorasque	síá	síá	s í/i á/a	dora1242	8.57	-82.38	Chibcha	266
473	20_carne	meat	SanBlasKuna	San Blas Kuna	sana	sana	s a n a	sanb1242	9.16	-78.31	Chibcha	267
474	20_carne	meat	Cogui	Cogui	'gata	'gata	'g/g a t a	cogu1240	10.95	-73.80	Chibcha	267
475	20_carne	meat	Arhuaco	Arhuaco	'gətʃɨ	'gətʃɨ	'g/g ə tʃ ɨ	arhu1242	10.70	-73.64	Chibcha	267
476	20_carne	meat	Malayo	Malayo	gɨ'ta	gɨ'ta	g ɨ 't/t a	mala1522	10.93	-73.42	Chibcha	267
477	20_carne	meat	Chimila	Chimila	eŋŋatta	eŋŋatta	e ŋ a t a	chim1309	10.19	-74.26	Chibcha	267
478	20_carne	meat	Chibcha	Chibcha	tʲihika	tʲihika	tʲ i h i k a	chib1270	6.25	-74.17	Chibcha	263
479	20_carne	meat	CentralTunebo	Central Tunebo	'ɾuwa	'ɾuwa	'ɾ/ɾ u w a	cent2150	6.89	-72.09	Chibcha	268
480	20_carne	meat	Bari	Barí	aidi.	aidi.	a i d i	bari1297	9.08	-72.94	Chibcha	269
1293	55_luna	moon	LencaSalvador	Lenca-Salvador	lets'a	lets'a	l e t s 'a/a	lenc1242	13.56	-87.50	Lencan	679
1294	55_luna	moon	LencaHonduras	Lenca-Honduras	mesti	mesti	m e s t i	lenc1243	13.67	-88.11	Lencan	680
1295	55_luna	moon	Cacaopera	Cacaopera	ajku	ajku	a j k u	caca1247	13.74	-88.11	Misumalpam	681
1296	55_luna	moon	Mayangna	Mayangna	wajku	wajku	w a j k u	maya1285	14.13	-84.34	Misumalpam	681
1297	55_luna	moon	Ulwa	Ulwa	wajku	wajku	w a j k u	ulwa1239	12.93	-83.58	Misumalpam	681
1298	55_luna	moon	Miskito	Mískito	kãti	kãti	k ã t i	misk1235	15.16	-84.29	Misumalpam	682
1299	55_luna	moon	Pech	Pech	jwì	jwì	j w ì/i	pech1241	15.80	-85.56	Chibcha	683
1300	55_luna	moon	Rama	Rama	tukan	tukan	t u k a n	rama1270	11.50	-83.86	Chibcha	684
1301	55_luna	moon	MalekuJaika	Maléku Jaíka	ɬixi:	ɬixi:	ɬ i x iː	male1297	10.75	-84.73	Chibcha	685
1302	55_luna	moon	Boruca	Boruca	tèbéx	tèbéx	t è/e b é/e x	boru1252	8.88	-83.21	Chibcha	686
1303	55_luna	moon	Bribri	Bribri	sǐuʊ̀	sǐuʊ̀	s ǐ/i u ʊ̀/ʊ	brib1243	9.40	-83.05	Chibcha	685
1304	55_luna	moon	Cabecar	Cabécar	tuɺù	tuɺù	t u ɺ ù/u	cabe1245	9.67	-83.41	Chibcha	687
1305	55_luna	moon	Teribe	Teribe	mók	mók	m ó/o k	teri1250	9.06	-82.96	Chibcha	688
1306	55_luna	moon	Ngabere	Ngäbere	sɣ	sɣ	s ɣ	ngab1239	8.83	-82.39	Chibcha	685
1307	55_luna	moon	Buglere	Buglere	dai	dai	d a i	bugl1243	8.58	-81.26	Chibcha	689
1308	55_luna	moon	Dorasque	Dorasque	sirila	sirila	s i r i l a	dora1242	8.57	-82.38	Chibcha	685
1309	55_luna	moon	SanBlasKuna	San Blas Kuna	ni:	ni:	n iː	sanb1242	9.16	-78.31	Chibcha	685
1310	55_luna	moon	Cogui	Cogui	'saka	'saka	's/s a k a	cogu1240	10.95	-73.80	Chibcha	690
1311	55_luna	moon	Arhuaco	Arhuaco	'tima	'tima	't/t i m a	arhu1242	10.70	-73.64	Chibcha	685
1312	55_luna	moon	Malayo	Malayo	saga	saga	s a g a	mala1522	10.93	-73.42	Chibcha	690
1313	55_luna	moon	Chimila	Chimila	maʔmasu	maʔmasu	m a ʔ m a s u	chim1309	10.19	-74.26	Chibcha	691
1314	55_luna	moon	Chibcha	Chibcha	tʲie	tʲie	tʲ i e	chib1270	6.25	-74.17	Chibcha	685
1315	55_luna	moon	CentralTunebo	Central Tunebo	siʔ'joɾa	siʔ'joɾa	s i ʔ 'j/j o ɾ a	cent2150	6.89	-72.09	Chibcha	685
1316	55_luna	moon	Bari	Barí	tiba:	tiba:	t i b aː	bari1297	9.08	-72.94	Chibcha	685
1341	57_madre	mother	LencaSalvador	Lenca-Salvador	laNke	laNke	l a n k e	lenc1242	13.56	-87.50	Lencan	704
1342	57_madre	mother	LencaHonduras	Lenca-Honduras	mina	mina	m i n a	lenc1243	13.67	-88.11	Lencan	705
1343	57_madre	mother	Cacaopera	Cacaopera	ami	ami	a m i	caca1247	13.74	-88.11	Misumalpam	705
1344	57_madre	mother	Mayangna	Mayangna	itaŋ	itaŋ	i t a ŋ	maya1285	14.13	-84.34	Misumalpam	706
1345	57_madre	mother	Ulwa	Ulwa	itaŋ	itaŋ	i t a ŋ	ulwa1239	12.93	-83.58	Misumalpam	706
1346	57_madre	mother	Miskito	Mískito	japti	japti	j a p t i	misk1235	15.16	-84.29	Misumalpam	707
1347	57_madre	mother	Pech	Pech	kákì	kákì	k á/a k ì/i	pech1241	15.80	-85.56	Chibcha	708
1348	57_madre	mother	Rama	Rama	aiɾuŋ	aiɾuŋ	a i ɾ u ŋ	rama1270	11.50	-83.86	Chibcha	709
1349	57_madre	mother	MalekuJaika	Maléku Jaíka	su:	su:	s uː	male1297	10.75	-84.73	Chibcha	710
1350	57_madre	mother	Boruca	Boruca	bè	bè	b è/e	boru1252	8.88	-83.21	Chibcha	711
1351	57_madre	mother	Bribri	Bribri	abĩ́	abĩ́	a b ĩ́/ĩ	brib1243	9.40	-83.05	Chibcha	705
1352	57_madre	mother	Cabecar	Cabécar	bĩ́daã̀	bĩ́daã̀	b ĩ́/ĩ d a ã̀/ã	cabe1245	9.67	-83.41	Chibcha	705
1353	57_madre	mother	Teribe	Teribe	mé	mé	m é/e	teri1250	9.06	-82.96	Chibcha	711
1354	57_madre	mother	Ngabere	Ngäbere	meje	meje	m e j e	ngab1239	8.83	-82.39	Chibcha	711
1355	57_madre	mother	Buglere	Buglere	tʃebi	tʃebi	tʃ e b i	bugl1243	8.58	-81.26	Chibcha	712
1356	57_madre	mother	Dorasque	Dorasque	toó	toó	t o ó/o	dora1242	8.57	-82.38	Chibcha	713
1357	57_madre	mother	SanBlasKuna	San Blas Kuna	nana	nana	n a n a	sanb1242	9.16	-78.31	Chibcha	714
1358	57_madre	mother	Cogui	Cogui	'haba	'haba	'h/h a b a	cogu1240	10.95	-73.80	Chibcha	715
1359	57_madre	mother	Arhuaco	Arhuaco	'zaku	'zaku	'z/z a k u	arhu1242	10.70	-73.64	Chibcha	716
1360	57_madre	mother	Malayo	Malayo	abu	abu	a b u	mala1522	10.93	-73.42	Chibcha	715
1361	57_madre	mother	Chimila	Chimila	ka:hmanta	ka:hmanta	k aː h m a n t a	chim1309	10.19	-74.26	Chibcha	717
1362	57_madre	mother	Chibcha	Chibcha	ɣuaia	ɣuaia	ɣ u a i a	chib1270	6.25	-74.17	Chibcha	718
1363	57_madre	mother	CentralTunebo	Central Tunebo	a'ba	a'ba	'a/a b a	cent2150	6.89	-72.09	Chibcha	715
1364	57_madre	mother	Bari	Barí	abama	abama	a b a m a	bari1297	9.08	-72.94	Chibcha	715
1437	61_montana	mountain	LencaSalvador	Lenca-Salvador	kotaN	kotaN	k o t a n	lenc1242	13.56	-87.50	Lencan	765
1438	61_montana	mountain	LencaHonduras	Lenca-Honduras	kotaN	kotaN	k o t a n	lenc1243	13.67	-88.11	Lencan	765
1439	61_montana	mountain	Cacaopera	Cacaopera	karan	karan	k a r a n	caca1247	13.74	-88.11	Misumalpam	765
1440	61_montana	mountain	Mayangna	Mayangna	asaŋ	asaŋ	a s a ŋ	maya1285	14.13	-84.34	Misumalpam	766
1441	61_montana	mountain	Ulwa	Ulwa	asaŋ	asaŋ	a s a ŋ	ulwa1239	12.93	-83.58	Misumalpam	766
1442	61_montana	mountain	Miskito	Mískito	asaŋ taɾa	asaŋ taɾa	a s a ŋ + t a ɾ a	misk1235	15.16	-84.29	Misumalpam	766
1443	61_montana	mountain	Pech	Pech	ʃókà	ʃókà	ʃ ó/o k à/a	pech1241	15.80	-85.56	Chibcha	767
1444	61_montana	mountain	Rama	Rama	ta:sup	ta:sup	t aː s u p	rama1270	11.50	-83.86	Chibcha	768
1445	61_montana	mountain	MalekuJaika	Maléku Jaíka	okteki:	okteki:	o k t e k iː	male1297	10.75	-84.73	Chibcha	769
1446	61_montana	mountain	Boruca	Boruca	dʒàbáʔtáŋ	dʒàbáʔtáŋ	dʒ à/a b á/a ʔ t á/a ŋ	boru1252	8.88	-83.21	Chibcha	770
1447	61_montana	mountain	Bribri	Bribri	kã̂ batà	kã̂ batà	k ã̂/ã + b a t à/a	brib1243	9.40	-83.05	Chibcha	771
1448	61_montana	mountain	Cabecar	Cabécar	kã́ batà	kã́ batà	k ã́/ã + b a t à/a	cabe1245	9.67	-83.41	Chibcha	771
1449	61_montana	mountain	Teribe	Teribe	dɺùb	dɺùb	d ɺ ù/u b	teri1250	9.06	-82.96	Chibcha	772
1450	61_montana	mountain	Ngabere	Ngäbere	ŋutio	ŋutio	ŋ u t i o	ngab1239	8.83	-82.39	Chibcha	773
1451	61_montana	mountain	Buglere	Buglere	hwitʃuga	hwitʃuga	h w i tʃ u g a	bugl1243	8.58	-81.26	Chibcha	774
1452	61_montana	mountain	Dorasque	Dorasque	tuú	tuú	t u ú/u	dora1242	8.57	-82.38	Chibcha	775
1453	61_montana	mountain	SanBlasKuna	San Blas Kuna	jala	jala	j a l a	sanb1242	9.16	-78.31	Chibcha	776
1454	61_montana	mountain	Cogui	Cogui	ge'ka	ge'ka	g e 'k/k a	cogu1240	10.95	-73.80	Chibcha	777
1455	61_montana	mountain	Arhuaco	Arhuaco	'gwiɾkənɨ	'gwiɾkənɨ	'g/g w i ɾ k ə n ɨ	arhu1242	10.70	-73.64	Chibcha	774
1456	61_montana	mountain	Malayo	Malayo	ʃimu'rua	ʃimu'rua	ʃ i m 'u/u r u a	mala1522	10.93	-73.42	Chibcha	778
1457	61_montana	mountain	Chimila	Chimila	ittikoŋkɾa	ittikoŋkɾa	i t i k o ŋ k ɾ a	chim1309	10.19	-74.26	Chibcha	779
1458	61_montana	mountain	Chibcha	Chibcha	ɣua	ɣua	ɣ u a	chib1270	6.25	-74.17	Chibcha	774
1459	61_montana	mountain	CentralTunebo	Central Tunebo	'kubaɾa	'kubaɾa	'k/k u b a ɾ a	cent2150	6.89	-72.09	Chibcha	780
1460	61_montana	mountain	Bari	Barí	ɲena	ɲena	ɲ e n a	bari1297	9.08	-72.94	Chibcha	781
217	10_boca	mouth	LencaSalvador	Lenca-Salvador	ints'ats'a	ints'ats'a	i n t s 'a/a t s 'a/a	lenc1242	13.56	-87.50	Lencan	110
218	10_boca	mouth	LencaHonduras	Lenca-Honduras	in	in	i n	lenc1243	13.67	-88.11	Lencan	110
219	10_boca	mouth	Cacaopera	Cacaopera	tawa	tawa	t a w a	caca1247	13.74	-88.11	Misumalpam	111
220	10_boca	mouth	Mayangna	Mayangna	tapas	tapas	t a p a s	maya1285	14.13	-84.34	Misumalpam	111
221	10_boca	mouth	Ulwa	Ulwa	tapas	tapas	t a p a s	ulwa1239	12.93	-83.58	Misumalpam	111
222	10_boca	mouth	Miskito	Mískito	bila	bila	b i l a	misk1235	15.16	-84.29	Misumalpam	112
223	10_boca	mouth	Pech	Pech	sà:pà	sà:pà	s àː/aː p à/a	pech1241	15.80	-85.56	Chibcha	111
224	10_boca	mouth	Rama	Rama	ka-ka:	ka-ka:	k a + k aː	rama1270	11.50	-83.86	Chibcha	113
225	10_boca	mouth	MalekuJaika	Maléku Jaíka	koki:	koki:	k o k iː	male1297	10.75	-84.73	Chibcha	113
226	10_boca	mouth	Boruca	Boruca	ká-sà	ká-sà	k á/a + s à/a	boru1252	8.88	-83.21	Chibcha	113
227	10_boca	mouth	Bribri	Bribri	axkʊ́	axkʊ́	a x k ʊ́/ʊ	brib1243	9.40	-83.05	Chibcha	113
228	10_boca	mouth	Cabecar	Cabécar	hkʊ́	hkʊ́	h k ʊ́/ʊ	cabe1245	9.67	-83.41	Chibcha	113
229	10_boca	mouth	Teribe	Teribe	kʰá-mo	kʰá-mo	kʰ á/a + m o	teri1250	9.06	-82.96	Chibcha	113
230	10_boca	mouth	Ngabere	Ngäbere	ka-da	ka-da	k a + d a	ngab1239	8.83	-82.39	Chibcha	113
231	10_boca	mouth	Buglere	Buglere	ka	ka	k a	bugl1243	8.58	-81.26	Chibcha	113
232	10_boca	mouth	Dorasque	Dorasque	ka-ga	ka-ga	k a + g a	dora1242	8.57	-82.38	Chibcha	113
233	10_boca	mouth	SanBlasKuna	San Blas Kuna	ka-kka	ka-kka	k a + k a	sanb1242	9.16	-78.31	Chibcha	113
234	10_boca	mouth	Cogui	Cogui	'ka-ka	'ka-ka	'k/k a + k a	cogu1240	10.95	-73.80	Chibcha	113
235	10_boca	mouth	Arhuaco	Arhuaco	kə-kka	kə-kka	k ə + k a	arhu1242	10.70	-73.64	Chibcha	113
236	10_boca	mouth	Malayo	Malayo	kə'-ka	kə'-ka	k 'ə/ə + k a	mala1522	10.93	-73.42	Chibcha	113
237	10_boca	mouth	Chimila	Chimila	ka-kkwa	ka-kkwa	k a + k w a	chim1309	10.19	-74.26	Chibcha	113
238	10_boca	mouth	Chibcha	Chibcha	kɨhɨka	kɨhɨka	k ɨ h ɨ k a	chib1270	6.25	-74.17	Chibcha	113
239	10_boca	mouth	CentralTunebo	Central Tunebo	'kah-ka	'kah-ka	'k/k a h + k a	cent2150	6.89	-72.09	Chibcha	113
240	10_boca	mouth	Bari	Barí	ka-ksiu:	ka-ksiu:	k a + k s i uː	bari1297	9.08	-72.94	Chibcha	113
673	29_cuello	neck	LencaSalvador	Lenca-Salvador	t'aNt'aN	t'aNt'aN	t 'a/a n t 'a/a n	lenc1242	13.56	-87.50	Lencan	364
674	29_cuello	neck	LencaHonduras	Lenca-Honduras	sala	sala	s a l a	lenc1243	13.67	-88.11	Lencan	365
675	29_cuello	neck	Cacaopera	Cacaopera	tsaw	tsaw	t s a w	caca1247	13.74	-88.11	Misumalpam	366
676	29_cuello	neck	Mayangna	Mayangna	dimak	dimak	d i m a k	maya1285	14.13	-84.34	Misumalpam	367
677	29_cuello	neck	Ulwa	Ulwa	ma:mak	ma:mak	m aː m a k	ulwa1239	12.93	-83.58	Misumalpam	368
678	29_cuello	neck	Miskito	Mískito	nana	nana	n a n a	misk1235	15.16	-84.29	Misumalpam	369
679	29_cuello	neck	Pech	Pech	táwásã́	táwásã́	t á/a w á/a s ã́/ã	pech1241	15.80	-85.56	Chibcha	370
680	29_cuello	neck	Rama	Rama	ki:ŋkat	ki:ŋkat	k iː ŋ k a t	rama1270	11.50	-83.86	Chibcha	371
681	29_cuello	neck	MalekuJaika	Maléku Jaíka	ko:lo	ko:lo	k oː l o	male1297	10.75	-84.73	Chibcha	372
682	29_cuello	neck	Boruca	Boruca	ìŋsá	ìŋsá	ì/i ŋ s á/a	boru1252	8.88	-83.21	Chibcha	373
683	29_cuello	neck	Bribri	Bribri	kuɺǐʔ	kuɺǐʔ	k u ɺ ǐ/i ʔ	brib1243	9.40	-83.05	Chibcha	374
