COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
3211-7							n aː ŋ ¹									
714-7							l aː k ¹									
1729-7							k a ¹									
3679-7							ɣ a ¹									
1054-7							m j a ¹									
7448-7							h a m ¹									
582-7							m t a ¹									
4743-7							m w a n ¹									
5419-7							l j a n ¹									
5601-7							t aː n ¹									
2705-7							m a m ¹									
6381-7							n a ŋ ¹									
1017-7							t a ¹									
645-7							l aː k ¹									
273-7							m i t ¹									
4338-7							ⁿd j a k ¹									
2533-7							t a ¹									
1089-7							q aː k ¹									
843-7							n a n ¹									
2787-7							h w a t ¹									
4462-7							n a ŋ ¹									
10918-7							h aː n ¹									
6582-7							h ui ¹									
2070-7							k a ¹									
3075-7							ȵ w aː k ¹									
10848-7							ɣ a ¹									
2480-7							h a n ¹									
2214-7							k a ¹									
7225-7							h a t ¹									
3515-7							pʰ j a m ¹									
2588-7							h a n ¹									
2908-7							pʰ j a k ¹									
2393-7							ɣ a ¹									
1156-7							ɣ a ¹									
2374-7							ⁿd a ¹									
2146-7							k a ¹									
5133-7							n a ŋ ¹									
4981-7							m aː k ¹									
10239-7							ɣ a ¹									
599-7							l j a t ¹									
5048-7							k a ¹									
6331-7							h a ¹									
290-7							t aː n ¹									
311-7							h aː k ¹									
3430-7							m j a ¹									
5369-7							m j a ¹									
2749-7							ȶ a n ¹									
2621-7							l j a p ¹									
1181-7							t aː k ¹									
949-7							ⁿd j ai ¹									
2839-7							t aː ŋ ¹									
861-7							l aː k ¹									
6773-7							l aː k ¹									
5739-7							l aː k ¹									
5740-7							ȶ a t ¹									
3550-7							h j a m ¹									
4445-7							ȶ a t ¹									
680-7							l aː ŋ ¹									
817-7							t aː ŋ ¹									
782-7							pʰ j a t ¹									
10396-7							n j u ¹									
4606-7							n aː ŋ ¹									
5207-7							m a ŋ ¹									
7280-7							ⁿd h a ¹									
6983-7							pʰ j w a t ¹									
5168-7							kʰ aː ŋ ¹									
1264-7							ȶ ⁿd u ¹									
915-7							t a ¹									
1767-7							h a ŋ ¹									
10901-7							ȶ j a ŋ ¹									
10867-7							ⁿd aː ŋ ¹									
417-7							ȶ j a n ¹									
2285-7							ⁿd n a ¹									
11002-7							t a t ¹									
6348-7							ɣ a ¹									
6349-7							m aː n ¹									
10602-7							h aː n ¹									
5654-7							l j a n ¹									
880-7							ɣ a ¹									
983-7							n aː ŋ ¹									
2033-7							t a ¹									
1433-7							ⁿd j a ¹									
1467-7							ⁿd aː k ¹									
469-7							t j a m ¹									
3127-7							m j a ¹									
4623-7							h a ¹									
7099-7							l j a k ¹									
4726-7							ȶ j a n ¹									
10465-7							ⁿd aː n ¹									
5519-7							h aː n ¹									
5893-7							ȶ m a n ¹									
2857-7							t aː ŋ ¹									
3645-7							h aː ŋ ¹									
3032-7							ȶ j a n ¹									
2088-7							ȶ j a n ¹									
2463-7							p a ¹									
4794-7							ɣ a ¹									
4569-7							l aː ŋ ¹									
4586-7							ȶ ⁿd u ¹									
4552-7							p a ¹									
3228-7							kʰ a ŋ ¹									
3245-7							j a ¹									
6651-7							l aː k ¹									
6652-7							ⁿd aː n ¹									
1817-7							l aː k ¹									
1818-7							pʰ j a k ¹									
11052-7							ɣ a ¹									
1230-7							l aː k ¹									
3380-7							h aː k ¹									
8174-7							h a m ¹									
8599-7							pʰ j a m ¹									
7782-7							ⁿd j ai ¹									
8294-7							l w a k ¹									
8514-7							h ui ¹									
9669-7							l j a k ¹									
8531-7							p a ¹									
7954-7							h aː k ¹									
9968-7							h aː m ¹									
8040-7							t a ¹									
9304-7							t a ¹									
8345-7							t aː k ¹									
8765-7							ȶ w aː k ¹									
8849-7							ȶ a ŋ ¹									
9286-7							k n a ŋ ¹									
9581-7							ȵ w a n ¹									
9267-7							l j a ¹									
8497-7							ȶ a n ¹									
7602-7							ⁿd aː k ¹									
8431-7							ȶ j a n ¹									
10036-7							h aː k ¹									
10019-7							l aː k ¹									
9216-7							ɣ a ¹									
8074-7							q i t ¹									
9511-7							ⁿd a n ¹									
8243-7							ȶ j a m ¹									
9250-7							ȶ j a m ¹									
7568-7							s a ¹									
8832-7							k a ¹									
8057-7							ɣ a ¹									
7716-7							h aː k ¹									
9899-7							t a ¹									
7585-7							k a ¹									
8582-7							pʰ j a ¹									
9097-7							l aː m ¹									
10125-7							ɣ a ¹									
9460-7							ɣ a ¹									
9649-7							ȶ a t ¹									
9870-7							n aː k ¹									
8680-7							n a m ¹									
7699-7							t i k ¹									
9001-7							l l a t ¹									
9494-7							t aː k ¹									
7666-7							h j a n ¹									
9598-7							ⁿd w a k ¹									
8023-7							kʰ aː m ¹									
9053-7							ȶ a t ¹									
10091-7							ȶ a k ¹									
10002-7							ⁿd j a ¹									
7765-7							t a ¹									
8800-7							ɣ a ¹									
9934-7							k a ¹									
9985-7							ʔ a ¹									
7850-7							t aː k ¹									
7816-7							t aː m ¹									
8663-7							h aː m ¹									
8697-7							t i k ¹									
9615-7							ȶ j a n ¹									
8362-7							t aː t ¹									
8091-7							t a ¹									
8748-7							h a ¹									
22-7							t a ¹									
11084-7							h ʔ u ¹									
7365-7							ɣ a ¹									
4201-7							ɕ u ¹									
5841-7							ɣ a ¹									
4640-7							t a ¹									
662-7							l aː n ¹									
384-7							ɣ a ¹									
5151-7							ɣ a ¹									
1399-7							t a ¹									
5259-7							ȶ j a t ¹									
10353-7							ɣ a ¹									
10370-7							ɣ a ¹									
7401-7							h aː m ¹									
2958-7							h ui ¹									
2770-7							ɣ a ¹									
6434-7							l j a k ¹									
6192-7							h j a t ¹									
2231-7							ⁿd aː k ¹									
5116-7							ⁿd a ¹									
7297-7							h a p ¹									
3731-7							p aː k ¹									
748-7							n a m ¹									
2180-7							h a m ¹									
4107-7							n a m ¹									
2688-7							ȶ w a n ¹									
616-7							t a ŋ ¹									
1898-7							ⁿd aː k ¹									
203-7							ɣ a ¹									
897-7							ⁿd j a ¹									
10189-7							ȶ j a n ¹									
1592-7							l aː k ¹									
6088-7							ⁿd j a ŋ ¹									
2975-7							ⁿd aː ŋ ¹									
6714-7							h aː m ¹									
731-7							kʰ a m ¹									
2722-7							j a ¹									
5637-7							ⁿd aː k ¹									
765-7							l t aː k ¹									
1695-7							t aː m ¹									
2112-7							m j u ¹									
6634-7							ɣ a ¹									
7331-7							ɣ a ¹									
7348-7							ⁿd aː ŋ ¹									
6527-7							t a ¹									
3568-7							m a n ¹									
4378-7							ɣ a ¹									
6292-7							ⁿd j a n ¹									
3585-7							h w a ŋ ¹									
4428-7							t a m ¹									
7046-7							h j a ŋ ¹									
1915-7							ȶ j a m ¹									
4518-7							kʰ a ŋ ¹									
2516-7							m j ai ¹									
4480-7							ⁿd aː n ¹									
2499-7							pʰ j a k ¹									
5584-7							h ui ¹									
2429-7							h ui ¹									
5224-7							k a ¹									
3464-7							ȶ w a k ¹									
10142-7							t aː ŋ ¹									
7159-7							m a n ¹									
6599-7							n ui ¹									
10207-7							ɣ ui ¹									
6837-7							n aː n ¹									
2654-7							h aːi ¹									
367-7							h w aː k ¹									
5858-7							n j a ¹									
5944-7							h aː ŋ ¹									
7138-7							ʔ ui ¹									
4845-7							j aːi ¹									
10570-7							k a ¹									
5300-7							pʰ j a n ¹									
1748-7							h aː k ¹									
3532-7							ⁿd aːi ¹									
310-7							t a ¹									
4321-7							t a k ¹									
6685-7							h aːu ¹									
6882-8								h i t ¹								
6485-8								ⁿb aː n ¹								
4690-8								m a n ¹								
5671-8								ⁿd v aː n ¹								
4272-8								l aː p ¹								
10935-8								p a ¹								
4760-8								l j a n ¹								
1881-8								m a n ¹								
4777-8								s ə t ¹								
10969-8								m a n ¹								
10970-8								ȵ a ¹								
10206-8								m a n ¹								
6565-8								ⁿd j a n ¹								
1281-8								j a n ¹								
10569-8								n a m ¹								
6899-8								pʰ j a ŋ ¹								
7081-8								k a ¹								
4090-8								t a m ¹								
2197-8								h u m ¹								
3352-8								t a ¹								
3892-8								t j ə t ¹								
1071-8								q a m ¹								
10313-8								ɣ ai ¹								
2671-8								t j ə t ¹								
5502-8								f p aː k ¹								
7382-8								t a ŋ ¹								
932-8								ⁿb a ŋ ¹								
533-8								ɣ ai ¹								
4159-8								f a ¹								
2804-8								l aː k ¹								
5451-8								ɣ aːu ¹								
5773-8								ʔ a ¹								
6933-8								ʔ a ¹								
4657-8								ʔ a ¹								
4658-8								t j aː ŋ ¹								
6966-8								h aːu ¹								
5351-8								ɣ a ¹								
4073-8								ⁿd a ¹								
2163-8								t j a ŋ ¹								
1121-8								f a ¹								
5790-8								ɣ aː ŋ ¹								
10413-8								m a ¹								
6731-8								m a ¹								
1645-8								m a ¹								
4914-8								m a ¹								
6175-8								ȵ a ¹								
3092-8								ɣ a ŋ ¹								
1247-8								l j aː n ¹								
5620-8								h j u ¹								
4897-8								ȵ a ¹								
4811-8								ⁿd a ŋ ¹								
1213-8								k a ¹								
11019-8								m aː ŋ ¹								
11020-8								k a ¹								
2129-8								p aː k ¹								
3211-8								ŋ aː n ¹								
714-8								l aː k ¹								
1729-8								k a ¹								
3679-8								m a ¹								
1054-8								m u ¹								
7448-8								m a m ¹								
582-8								m i ¹								
4743-8								f aː n ¹								
5419-8								l j e n ¹								
5601-8								ⁿb i n ¹								
2705-8								m a m ¹								
6381-8								m a ŋ ¹								
1017-8								pʰ a ¹								
645-8								l aː k ¹								
273-8								m i t ¹								
4338-8								t j a k ¹								
2533-8								k a ¹								
1089-8								q u p ¹								
843-8								m a n ¹								
2787-8								f w ə t ¹								
4462-8								n u n ¹								
10918-8								h a n ¹								
6582-8								h ui ¹								
2070-8								k a ¹								
3075-8								ȵ p aː k ¹								
10848-8								f a ¹								
2480-8								ⁿd aː n ¹								
2214-8								k a ¹								
7225-8								h a t ¹								
3515-8								pʰ j a m ¹								
2588-8								ⁿd aː n ¹								
2908-8								pʰ j aː k ¹								
2393-8								ȵ a ¹								
1156-8								m a ¹								
2374-8								ȶ a ¹								
2146-8								k a ¹								
5133-8								n a ŋ ¹								
4981-8								l aː k ¹								
10239-8								m a ¹								
599-8								l j aː t ¹								
5048-8								p o ¹								
6331-8								h a ¹								
290-8								ɕ aː n ¹								
311-8								h aː k ¹								
3430-8								m j u ¹								
5369-8								m j u ¹								
2749-8								ȶ a n ¹								
2621-8								l j aː k ¹								
1181-8								t a k ¹								
949-8								ⁿd j u ¹								
2839-8								t a n ¹								
861-8								l aː k ¹								
6773-8								l aː k ¹								
5739-8								l aː k ¹								
5740-8								ȶ ə t ¹								
3550-8								h j a m ¹								
4445-8								ȶ ə t ¹								
680-8								m o ŋ ¹								
817-8								t a n ¹								
782-8								pʰ j aː t ¹								
10396-8								m j u ¹								
4606-8								m aː n ¹								
5207-8								m a n ¹								
7280-8								ⁿd ȵ u ¹								
6983-8								j ə t ¹								
5168-8								kʰ a ŋ ¹								
1264-8								ts ⁿd u ¹								
915-8								t a ¹								
1767-8								h u ŋ ¹								
10901-8								ⁿd j a ŋ ¹								
10867-8								ⁿd o ŋ ¹								
417-8								ⁿd j aː n ¹								
2285-8								pʰ s u ¹								
11002-8								t ȵ i t ¹								
6348-8								ɣ ai ¹								
6349-8								m aː n ¹								
10602-8								ⁿb aː n ¹								
5654-8								l j a n ¹								
880-8								l aːu ¹								
983-8								m aː n ¹								
2033-8								t o ¹								
1433-8								ⁿd j u ¹								
1467-8								p aː k ¹								
469-8								t j a m ¹								
3127-8								m j u ¹								
4623-8								h a ¹								
7099-8								l j aː k ¹								
4726-8								h j a n ¹								
10465-8								ⁿb aː n ¹								
5519-8								h aː n ¹								
5893-8								ⁿd m a n ¹								
2857-8								t a n ¹								
3645-8								ɣ aː n ¹								
3032-8								f j aː n ¹								
2088-8								v j a n ¹								
2463-8								p a ¹								
4794-8								n i ¹								
4569-8								m u ŋ ¹								
4586-8								ts ⁿd u ¹								
4552-8								p a ¹								
3228-8								q o ŋ ¹								
3245-8								j a ¹								
6651-8								l aː k ¹								
6652-8								ⁿb aː n ¹								
1817-8								l aː k ¹								
1818-8								ⁿb j aː k ¹								
11052-8								n a ¹								
1230-8								l aː k ¹								
3380-8								h aː k ¹								
8174-8								h u m ¹								
8599-8								pʰ j a m ¹								
7782-8								ⁿd j ai ¹								
8294-8								l aː k ¹								
8514-8								h ui ¹								
9669-8								l j a k ¹								
8531-8								p a ¹								
7954-8								p aː k ¹								
9968-8								h a m ¹								
8040-8								t a ¹								
9304-8								t a ¹								
8345-8								p a k ¹								
8765-8								ȶ p aː k ¹								
8849-8								s w a ŋ ¹								
9286-8								ⁿd m a ŋ ¹								
9581-8								f aː n ¹								
9267-8								l j a ¹								
8497-8								ȶ a n ¹								
7602-8								p aː k ¹								
8431-8								v j ə n ¹								
10036-8								h aː k ¹								
10019-8								l aː k ¹								
9216-8								n aːu ¹								
8074-8								ȶ i t ¹								
9511-8								qʰ a n ¹								
8243-8								j a m ¹								
9250-8								t j a m ¹								
7568-8								s a ¹								
8832-8								k a ¹								
8057-8								ȵ a ¹								
7716-8								h u p ¹								
9899-8								t a ¹								
7585-8								k a ¹								
8582-8								m j u ¹								
9097-8								l a m ¹								
10125-8								s a ¹								
9460-8								l aːu ¹								
9649-8								ȶ ə t ¹								
9870-8								n a k ¹								
8680-8								m a m ¹								
7699-8								ȶ i t ¹								
9001-8								s j aː t ¹								
9494-8								t i k ¹								
7666-8								h j aː n ¹								
9598-8								t a k ¹								
8023-8								q a m ¹								
9053-8								s ə t ¹								
10091-8								s aː t ¹								
10002-8								pʰ j u ¹								
7765-8								t a ¹								
8800-8								m ai ¹								
9934-8								k a ¹								
9985-8								ʔ a ¹								
7850-8								t aː k ¹								
7816-8								t a m ¹								
8663-8								h a m ¹								
8697-8								ȶ i t ¹								
9615-8								j a n ¹								
8362-8								ȶ i t ¹								
8091-8								t a ¹								
8748-8								h a ¹								
22-8								tʰ a ¹								
11084-8								h aːu ¹								
7365-8								n a ¹								
4201-8								h t u ¹								
5841-8								f a ¹								
4640-8								t a ¹								
662-8								l aː n ¹								
384-8								ɣ aːu ¹								
5151-8								ɣ ai ¹								
1399-8								t o ¹								
5259-8								j aː t ¹								
10353-8								ɣ a ¹								
10370-8								ȵ i ¹								
7401-8								h aː m ¹								
2958-8								h a ¹								
2770-8								ɣ o ¹								
6434-8								l j aː k ¹								
6192-8								s j ə t ¹								
2231-8								p aː k ¹								
5116-8								tʰ a ¹								
7297-8								ts u p ¹								
3731-8								p aː k ¹								
748-8								n a m ¹								
2180-8								h a m ¹								
4107-8								n a m ¹								
2688-8								f a n ¹								
616-8								k a ŋ ¹								
1898-8								ⁿd aː k ¹								
203-8								ɣ ai ¹								
897-8								ⁿb j ai ¹								
10189-8								h j a n ¹								
1592-8								ɣ aː k ¹								
6088-8								t j a ŋ ¹								
2975-8								ⁿd a ŋ ¹								
6714-8								h u m ¹								
731-8								q a m ¹								
2722-8								j u ¹								
5637-8								ȶ i t ¹								
765-8								l p aː k ¹								
1695-8								ɕ a m ¹								
2112-8								h j u ¹								
6634-8								m a ¹								
7331-8								ȵ a ¹								
7348-8								ⁿb aː n ¹								
6527-8								t a ¹								
3568-8								m a n ¹								
4378-8								ɣ a ¹								
6292-8								t j a ŋ ¹								
3585-8								f a ŋ ¹								
4428-8								t a m ¹								
7046-8								h j a ŋ ¹								
1915-8								j a m ¹								
4518-8								k a ŋ ¹								
2516-8								m j u ¹								
4480-8								ⁿb aː n ¹								
2499-8								ⁿb j aː k ¹								
5584-8								h o ¹								
2429-8								h o ¹								
5224-8								k a ¹								
3464-8								ts p a k ¹								
10142-8								t a ŋ ¹								
7159-8								m a ŋ ¹								
6599-8								n ai ¹								
10207-8								s ui ¹								
6837-8								ɣ a ŋ ¹								
2654-8								f aːi ¹								
367-8								f p aː k ¹								
5858-8								n j aːu ¹								
451-8								v a n ¹								
5944-8								h aː ŋ ¹								
512-8								l j a k ¹								
7138-8								tʰ aːu ¹								
4845-8								j ai ¹								
4915-8								ȶ a t ¹								
10570-8								k a ¹								
5300-8								ⁿb j aː n ¹								
5418-8								t a t ¹								
1748-8								h i k ¹								
3532-8								ⁿd ui ¹								
310-8								t a ¹								
5368-8								v a n ¹								
4321-8								t aː k ¹								
5065-8								t o ¹								
5961-8								l aː k ¹								
1450-8								t o ¹								
10430-8								f a ¹								
6210-8								t au ¹								
5468-8								ŋ a n ¹								
6685-8								s ui ¹								
6882-9									h a t ¹							
6485-9									ⁿb aː n ¹							
4690-9									m a n ¹							
5671-9									ⁿd h aː n ¹							
4272-9									n aː p ¹							
10935-9									p o ¹							
4760-9									l j aː n ¹							
1881-9									m a n ¹							
4777-9									s j ə t ¹							
10969-9									m a n ¹							
10970-9									ȵ aːu ¹							
10206-9									m a n ¹							
6565-9									ⁿd j a n ¹							
1281-9									ʔ j aː n ¹							
10569-9									n a m ¹							
6899-9									pʰ j a ŋ ¹							
7081-9									k ui ¹							
4090-9									t a m ¹							
2197-9									h u m ¹							
3352-9									t ai ¹							
3892-9									t j ə t ¹							
1071-9									q a m ¹							
10313-9									ɣ ai ¹							
2671-9									t j ə t ¹							
5502-9									f p aː k ¹							
7382-9									ⁿd a n ¹							
932-9									ⁿb a ŋ ¹							
533-9									ɣ ai ¹							
4159-9									f a ¹							
2804-9									n aː k ¹							
5451-9									ɣ o ¹							
5773-9									ʔ a ¹							
6933-9									ʔ a ¹							
4657-9									ʔ a ¹							
4658-9									t j aː n ¹							
6966-9									h aːu ¹							
5351-9									ɣ aːu ¹							
4073-9									ⁿd ai ¹							
2163-9									t j a n ¹							
1121-9									f a ¹							
5790-9									ɣ aː ŋ ¹							
10413-9									m aːu ¹							
6731-9									m aːu ¹							
1645-9									m aːu ¹							
4914-9									m aːu ¹							
6175-9									ȵ aːu ¹							
3092-9									ɣ i ŋ ¹							
1247-9									l j aː n ¹							
5620-9									h j u ¹							
4897-9									ȵ aːu ¹							
4811-9									t a ŋ ¹							
1213-9									k a ¹							
11019-9									m aː ŋ ¹							
11020-9									k a ¹							
2129-9									p aː p ¹							
3211-9									ŋ aː n ¹							
714-9									n aː k ¹							
1729-9									k a ¹							
3679-9									m aːu ¹							
1054-9									m u ¹							
7448-9									h a m ¹							
582-9									m i ¹							
4743-9									f aː n ¹							
5419-9									l j e n ¹							
5601-9									ⁿb aː n ¹							
2705-9									m a m ¹							
6381-9									ŋ a ŋ ¹							
1017-9									k a ¹							
645-9									l aː k ¹							
273-9									m ĩ t ¹							
4338-9									t j a k ¹							
2533-9									k a ¹							
1089-9									q u p ¹							
843-9									m aː n ¹							
2787-9									f w ə t ¹							
4462-9									n u n ¹							
10918-9									h a n ¹							
6582-9									h ui ¹							
2070-9									k a ¹							
3075-9									ȵ p aː k ¹							
10848-9									f a ¹							
2480-9									ⁿd aː n ¹							
2214-9									k a ¹							
7225-9									h a t ¹							
3515-9									t j a m ¹							
2588-9									ⁿd aː n ¹							
2908-9									pʰ j aː k ¹							
2393-9									ȵ aːu ¹							
1156-9									m aːu ¹							
2374-9									ȶ a ¹							
2146-9									k a ¹							
5133-9									n a ŋ ¹							
4981-9									n aː k ¹							
10239-9									m aːu ¹							
599-9									l j ə t ¹							
5048-9									p o ¹							
6331-9									h a ¹							
290-9									ɕ aː n ¹							
311-9									h aː k ¹							
3430-9									m j u ¹							
5369-9									m j u ¹							
2749-9									ȶ a n ¹							
2621-9									l j aː p ¹							
1181-9									t a k ¹							
949-9									ⁿd j u ¹							
2839-9									t a n ¹							
861-9									l aː k ¹							
6773-9									l aː k ¹							
5739-9									l aː k ¹							
5740-9									ȶ ə t ¹							
3550-9									h j a m ¹							
4445-9									ȶ ə t ¹							
680-9									m aː ŋ ¹							
817-9									ⁿd a n ¹							
782-9									pʰ j ə t ¹							
10396-9									m j u ¹							
4606-9									ŋ aː n ¹							
5207-9									m a n ¹							
7280-9									ⁿd aːi ¹							
6983-9									ʔ j ə t ¹							
5168-9									kʰ a ŋ ¹							
1264-9									ts ⁿd u ¹							
915-9									t ai ¹							
1767-9									h u ŋ ¹							
10901-9									ⁿd j a ŋ ¹							
10867-9									ⁿd o ŋ ¹							
417-9									ⁿd j aː n ¹							
2285-9									pʰ s ai ¹							
11002-9									t ʔ ə t ¹							
6348-9									m ai ¹							
6349-9									m aː n ¹							
10602-9									ⁿb aː n ¹							
5654-9									h̃ j a n ¹							
880-9									l aːu ¹							
983-9									m aː n ¹							
2033-9									t o ¹							
1433-9									ⁿd j aːi ¹							
1467-9									p aː k ¹							
469-9									t j a m ¹							
3127-9									m j u ¹							
4623-9									h a ¹							
7099-9									l j aː k ¹							
4726-9									h j aː n ¹							
10465-9									ⁿb aː n ¹							
5519-9									h aː n ¹							
5893-9									ȶ m a n ¹							
2857-9									t a n ¹							
3645-9									ɣ aː ŋ ¹							
3032-9									f j aː n ¹							
2088-9									v j a n ¹							
2463-9									p o ¹							
4794-9									n i ¹							
4569-9									l aː ŋ ¹							
4586-9									ts ⁿd u ¹							
4552-9									p o ¹							
3228-9									q o ŋ ¹							
3245-9									j aːu ¹							
6651-9									l aː k ¹							
6652-9									ⁿd aː n ¹							
1817-9									l aː k ¹							
1818-9									ⁿb j aː k ¹							
11052-9									n ui ¹							
1230-9									l aː k ¹							
3380-9									h aː k ¹							
8174-9									h u m ¹							
8599-9									t j a m ¹							
7782-9									ʔ j ai ¹							
8294-9									l j aː k ¹							
8514-9									h aːi ¹							
9669-9									l j aː k ¹							
8531-9									p o ¹							
7954-9									p aː k ¹							
9968-9									ɕ a m ¹							
8040-9									t a ¹							
9304-9									t ai ¹							
8345-9									t a k ¹							
8765-9									ȶ o k ¹							
8849-9									s a n ¹							
9286-9									ⁿd m a ŋ ¹							
9581-9									f u ŋ ¹							
9267-9									l w u ¹							
8497-9									ȶ a n ¹							
7602-9									p aː p ¹							
8431-9									v j ə n ¹							
10036-9									h aː k ¹							
10019-9									l aː k ¹							
9216-9									n i ¹							
8074-9									ȶ i t ¹							
9511-9									qʰ a n ¹							
8243-9									ʔ j a m ¹							
9250-9									t j a m ¹							
7568-9									s ui ¹							
8832-9									k o ¹							
8057-9									ȵ ai ¹							
7716-9									h u p ¹							
9899-9									t ai ¹							
7585-9									k a ¹							
8582-9									m j u ¹							
9097-9									l a m ¹							
10125-9									f a ¹							
9460-9									l aːu ¹							
9649-9									ȶ ə t ¹							
9870-9									n a p ¹							
8680-9									n a m ¹							
7699-9									ȶ i t ¹							
9001-9									s j ə t ¹							
9494-9									t i p ¹							
7666-9									h j aː n ¹							
9598-9									t a k ¹							
8023-9									q a m ¹							
9053-9									s ə t ¹							
10091-9									s aː t ¹							
10002-9									pʰ j u ¹							
7765-9									t aːu ¹							
8800-9									m ai ¹							
9934-9									k a ¹							
9985-9									ʔ aːu ¹							
7850-9									t a p ¹							
7816-9									t a m ¹							
8663-9									h a m ¹							
8697-9									ȶ i t ¹							
9615-9									ʔ j a n ¹							
8362-9									ȶ i t ¹							
8091-9									t ai ¹							
8748-9									h a ¹							
22-9									tʰ aːu ¹							
11084-9									h i ¹							
7365-9									n aːu ¹							
4201-9									h t i ¹							
5841-9									f a ¹							
4640-9									t a ¹							
662-9									m aː n ¹							
384-9									l aːu ¹							
5151-9									m ai ¹							
1399-9									t o ¹							
5259-9									ʔ j ə t ¹							
10353-9									ɣ o ¹							
10370-9									ȵ i ¹							
7401-9									h aː m ¹							
2958-9									h aːu ¹							
2770-9									ɣ o ¹							
6434-9									l j aː k ¹							
6192-9									s j ə t ¹							
2231-9									p aː k ¹							
5116-9									ⁿd a ¹							
7297-9									ts u p ¹							
3731-9									p aː k ¹							
748-9									n a m ¹							
2180-9									h a m ¹							
4107-9									n a m ¹							
2688-9									f a n ¹							
616-9									k a ŋ ¹							
1898-9									ⁿd aː k ¹							
203-9									ɣ ai ¹							
897-9									ⁿb j u ¹							
10189-9									h j aː n ¹							
1592-9									ɣ aː k ¹							
6088-9									t j a ŋ ¹							
2975-9									ⁿd aː ŋ ¹							
6714-9									h u m ¹							
731-9									q a m ¹							
2722-9									j u ¹							
5637-9									ȶ i t ¹							
765-9									l p aː k ¹							
1695-9									ɕ a m ¹							
2112-9									h j u ¹							
6634-9									m aːu ¹							
7331-9									ȵ aːu ¹							
7348-9									ⁿb aː n ¹							
6527-9									t ai ¹							
3568-9									m a n ¹							
4378-9									ɣ aːu ¹							
6292-9									ⁿd j a ŋ ¹							
3585-9									f a ŋ ¹							
4428-9									t a m ¹							
7046-9									h j a ŋ ¹							
1915-9									ʔ j a m ¹							
4518-9									k u ŋ ¹							
2516-9									m j u ¹							
4480-9									ⁿd aː n ¹							
2499-9									ⁿb j aː k ¹							
5584-9									h o ¹							
2429-9									h o ¹							
5224-9									k aːu ¹							
3464-9									tʰ j aː k ¹							
10142-9									t a ŋ ¹							
7159-9									v a ŋ ¹							
6599-9									n a ¹							
10207-9									s ui ¹							
6837-9									h a n ¹							
2654-9									f ai ¹							
367-9									h aː k ¹							
5858-9									n j aːu ¹							
451-9									v a n ¹							
5944-9									ɣ aː ŋ ¹							
512-9									l j aː k ¹							
7138-9									tʰ aːu ¹							
4845-9									j aːi ¹							
4915-9									ȶ o t ¹							
10570-9									k a ¹							
5300-9									ⁿb j aː n ¹							
5418-9									ȶ a t ¹							
1748-9									h i k ¹							
3532-9									ⁿd ai ¹							
310-9									t a ¹							
5368-9									v a n ¹							
4321-9									t aː k ¹							
5065-9									t o ¹							
5961-9									l a k ¹							
1450-9									t o ¹							
10430-9									f aːu ¹							
6210-9									t au ¹							
5468-9									h a n ¹							
6685-9									s ui ¹							
6882-10										v ə t ¹						
6485-10										ˀb aː n ¹						
4690-10										m a n ¹						
5671-10										ɣ aː n ¹						
4272-10										ˀn aː p ¹						
10935-10										p a ¹						
4760-10										l j a n ¹						
1881-10										m a n ¹						
4777-10										s ə t ¹						
10969-10										m a n ¹						
10970-10										s aːu ¹						
10206-10										m a n ¹						
6565-10										ˀd j a n ¹						
1281-10										ʔ j aː n ¹						
10569-10										ˀn a m ¹						
6899-10										pʰ j a ŋ ¹						
7081-10										k a ¹						
4090-10										t a m ¹						
2197-10										h u m ¹						
3352-10										t a ¹						
3892-10										t ə t ¹						
1071-10										q a m ¹						
10313-10										m ai ¹						
2671-10										t j ə t ¹						
5502-10										f p aː k ¹						
7382-10										ⁿd a n ¹						
932-10										ⁿb a ŋ ¹						
533-10										m ai ¹						
4159-10										f a ¹						
2804-10										ˀn aː k ¹						
5451-10										ɣ o ¹						
5773-10										ʔ a ¹						
6933-10										ʔ a ¹						
4657-10										ʔ a ¹						
4658-10										t j aː n ¹						
6966-10										h aːu ¹						
5351-10										ˀɣ a ¹						
4073-10										ˀd a ¹						
2163-10										t j a n ¹						
1121-10										f a ¹						
5790-10										ɣ aː ŋ ¹						
10413-10										m a ¹						
6731-10										m a ¹						
1645-10										m a ¹						
4914-10										m a ¹						
6175-10										ˀȵ a ¹						
3092-10										ɣ i ŋ ¹						
1247-10										l j aː n ¹						
5620-10										ɕ j u ¹						
4897-10										ʁ a ¹						
4811-10										t a ŋ ¹						
1213-10										k a ¹						
11019-10										m aː ŋ ¹						
11020-10										k a ¹						
2129-10										p aː p ¹						
3211-10										ŋ aː n ¹						
714-10										ˀn aː k ¹						
1729-10										k a ¹						
3679-10										m a ¹						
1054-10										m u ¹						
7448-10										h a m ¹						
582-10										m i ¹						
4743-10										f aː n ¹						
5419-10										l j e n ¹						
5601-10										ˀb aː n ¹						
2705-10										m a m ¹						
6381-10										ˀn a ŋ ¹						
1017-10										pʰ a ¹						
645-10										l aː k ¹						
273-10										m ə t ¹						
