COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
1553-8								q u m ¹								
224-8								ⁿd q a ¹								
186-8								ⁿd j aː n ¹								
5185-8								n a m ¹								
1484-8								f aːi ¹								
1933-8								f aːi ¹								
2939-8								t o n ¹								
2551-8								q e n ¹								
1646-8								s u ¹								
565-8								t au ¹								
5552-8								ɕ i k ¹								
3159-8								f a ¹								
5876-8								ⁿd aːi ¹								
1299-8								q u m ¹								
4862-8								q aː ¹ ¹								
1180-8								t au ¹								
4008-8								k a ¹ ¹								
6774-8								f aːi ¹								
3875-8								h aːi ¹								
6036-8								ⁿd w a ¹								
6398-8								l j u n ¹								
7063-8								t u n ¹								
1627-8								k a n ¹								
5927-8								q u m ¹								
3951-8								h aːu ¹								
3049-8								s aː n ¹								
6684-8								l a ¹ ¹								
1850-8								l a k ¹								
3262-8								l a k ¹								
8260-8								ⁿd j aː t ¹								
7551-8								t au ¹								
9564-8								h aːi ¹								
9443-8								p aːu ¹								
9545-8								h u p ¹								
7650-8								ⁿd a t ¹								
7833-8								ⁿd j aː k ¹								
9148-8								j e ¹								
9036-8								ⁿd o ¹								
8904-8								h a ŋ ¹								
7683-8								q a m ¹								
8227-8								f e ¹								
11112-8								n i ¹								
11163-8								s aː n ¹								
11130-8								s aː n ¹								
7315-8								q au ¹								
10652-8								f au ¹								
10653-8								s aː ŋ ¹								
5241-8								t i ¹								
3398-8								ⁿd a ¹ ¹								
2357-8								t u n ¹								
3696-8								ⁿd aːi ¹								
1610-8								ɣ aː ŋ ¹								
10716-8								q aː k ¹								
5722-8								h aː n ¹								
3317-8								s j a ¹								
4142-8								h ə t ¹								
5705-8								ⁿd j u p ¹								
5980-8								q u ¹ ¹								
6242-8								ⁿd j a ¹								
1344-8								s a ŋ ¹								
3194-8								ⁿd aːi ¹								
4411-8								ⁿd q aː p ¹								
7419-8								f aːi ¹								
6070-8								p e ¹								
6139-8								s u n ¹								
6158-8								ⁿd j a ¹								
10295-8								f ts aː n ¹								
6882-9									ɣ ə t ¹							
6485-9									h ə n ¹							
4690-9									n a ŋ ¹							
5671-9									ⁿd h ə n ¹							
4272-9									l t i p ¹							
10935-9									p e ¹							
4760-9									h̃ j aː n ¹							
1881-9									s ə n ¹							
4777-9									s j aː t ¹							
10969-9									s ə n ¹							
10970-9									v u ¹							
10206-9									s ə n ¹							
6565-9									k j aː n ¹							
1281-9									ⁿd j aː n ¹							
10569-9									n a m ¹							
6899-9									ⁿd j aː ŋ ¹							
7081-9									q au ¹							
4090-9									q a m ¹							
2197-9									h u m ¹							
3352-9									t i ¹							
3892-9									h j aː t ¹							
1071-9									q u m ¹							
10313-9									f aːi ¹							
2671-9									ⁿd j a k ¹							
5502-9									f aː k ¹							
7382-9									ⁿd i n ¹							
932-9									t i ŋ ¹							
533-9									f aːi ¹							
4159-9									f u ¹							
2804-9									n u p ¹							
5451-9									f ai ¹							
5773-9									ʔ au ¹							
6933-9									ʔ au ¹							
4657-9									ʔ au ¹							
4658-9									v j aː n ¹							
6966-9									h i ¹							
5351-9									f a ¹							
4073-9									t o ¹							
2163-9									ⁿb j aː n ¹							
1121-9									f j a ¹							
5790-9									s a n ¹							
10413-9									s aːi ¹							
6731-9									s aːi ¹							
1645-9									s aːi ¹							
4914-9									s aːi ¹							
6175-9									s aːi ¹							
3092-9									s i ŋ ¹							
1247-9									l j aː n ¹							
5620-9									ⁿd j u ¹							
4897-9									ʁ aːi ¹							
4811-9									ⁿb a ŋ ¹							
1213-9									q aːi ¹							
11019-9									s i ŋ ¹							
11020-9									q aːi ¹							
2129-9									t ə p ¹							
3211-9									n ə n ¹							
714-9									n a k ¹							
1729-9									q au ¹							
3679-9									s aːi ¹							
1054-9									m i ¹							
7448-9									ɣ u m ¹							
582-9									n p i ¹							
4743-9									f aː n ¹							
5419-9									l j aː n ¹							
5601-9									t i n ¹							
2705-9									ɣ a m ¹							
6381-9									n a ŋ ¹							
1017-9									p i ¹							
645-9									l j k ¹							
273-9									h ə t ¹							
4338-9									ⁿd j aː k ¹							
2533-9									p i ¹							
1089-9									q u p ¹							
843-9									h ə n ¹							
2787-9									s w aː t ¹							
4462-9									n a ŋ ¹							
10918-9									h ə n ¹							
6582-9									h u ¹							
2070-9									q au ¹							
3075-9									n t aː k ¹							
10848-9									f u ¹							
2480-9									h ə n ¹							
2214-9									q ai ¹							
7225-9									h ə t ¹							
3515-9									ʔ j aː m ¹							
2588-9									h ə n ¹							
2908-9									p j aː k ¹							
2393-9									s aːi ¹							
1156-9									s ai ¹							
2374-9									t o ¹							
2146-9									q au ¹							
5133-9									n a ŋ ¹							
4981-9									ɣ u p ¹							
10239-9									s aːi ¹							
599-9									n j a t ¹							
5048-9									q au ¹							
6331-9									h a ¹							
290-9									t i n ¹							
311-9									h aː p ¹							
3430-9									m j a ¹							
5369-9									m j a ¹							
2749-9									ⁿd i n ¹							
2621-9									n j aː p ¹							
1181-9									t a p ¹							
949-9									ⁿd j a ¹							
2839-9									t i n ¹							
861-9									l j k ¹							
6773-9									l j k ¹							
5739-9									l j k ¹							
5740-9									s aː t ¹							
3550-9									h j u m ¹							
4445-9									p aː t ¹							
680-9									l i ŋ ¹							
817-9									ɕ ə n ¹							
782-9									p j aː k ¹							
10396-9									l j u ¹							
4606-9									n ə n ¹							
5207-9									n a n ¹							
7280-9									ⁿd f a ¹							
6983-9									ʔ j u t ¹							
5168-9									ⁿb u ŋ ¹							
1264-9									ⁿd p u ¹							
915-9									t o ¹							
1767-9									ts u ŋ ¹							
10901-9									ⁿd j o ŋ ¹							
10867-9									ⁿd a ŋ ¹							
417-9									k j aː n ¹							
2285-9									pʰ s a ¹							
11002-9									p ɣ i t ¹							
6348-9									f aːi ¹							
6349-9									s ə n ¹							
10602-9									h ə n ¹							
5654-9									h̃ j aː n ¹							
880-9									l e ¹							
983-9									n ə n ¹							
2033-9									t o ¹							
1433-9									ⁿd j a ¹							
1467-9									ⁿd u p ¹							
469-9									ⁿd j o m ¹							
3127-9									m j a ¹							
4623-9									h a ¹							
7099-9									l j aː k ¹							
4726-9									h j aː n ¹							
10465-9									h ə n ¹							
5519-9									h ə n ¹							
5893-9									f h aː n ¹							
2857-9									t i n ¹							
3645-9									h ə n ¹							
3032-9									f j aː n ¹							
2088-9									v j aː n ¹							
2463-9									p u ¹							
4794-9									n i ¹							
4569-9									l i ŋ ¹							
4586-9									d p u ¹							
4552-9									p i ¹							
3228-9									ⁿb a ŋ ¹							
3245-9									j u ¹							
6651-9									l j k ¹							
6652-9									ʔ ə n ¹							
1817-9									l j k ¹							
1818-9									ⁿb j aː k ¹							
11052-9									n u ¹							
1230-9									l j k ¹							
3380-9									ɣ ə k ¹							
8174-9									ɣ u m ¹							
8599-9									ʔ j aː m ¹							
7782-9									ⁿd j a ¹							
8294-9									l j i k ¹							
8514-9									h aːi ¹							
9669-9									l j aː k ¹							
8531-9									p aːi ¹							
7954-9									ʔ u p ¹							
9968-9									s a m ¹							
8040-9									t o ¹							
9304-9									p i ¹							
8345-9									t a p ¹							
8765-9									p j aː k ¹							
8849-9									h aː n ¹							
9286-9									ⁿd j aː n ¹							
9581-9									f aː n ¹							
9267-9									l w a ¹							
8497-9									h j i n ¹							
7602-9									t aː p ¹							
8431-9									v j aː n ¹							
10036-9									ɣ u p ¹							
10019-9									l j k ¹							
9216-9									f e ¹							
8074-9									q a ¹							
9511-9									ʔ a n ¹							
8243-9									ʔ j aː m ¹							
9250-9									ⁿd j aː m ¹							
7568-9									s aːi ¹							
8832-9									q au ¹							
8057-9									f e ¹							
7716-9									h u p ¹							
9899-9									p i ¹							
7585-9									q au ¹							
8582-9									m j a ¹							
9097-9									l a m ¹							
10125-9									v u ¹							
9460-9									l aːi ¹							
9649-9									p aː t ¹							
9870-9									n a p ¹							
8680-9									n a m ¹							
7699-9									t a p ¹							
9001-9									n j a p ¹							
9494-9									t aː p ¹							
7666-9									h j aː n ¹							
9598-9									ⁿd j aː k ¹							
8023-9									q u m ¹							
9053-9									n aː t ¹							
10091-9									s aː t ¹							
10002-9									pʰ j a ¹							
7765-9									t o ¹							
8800-9									f e ¹							
9934-9									q au ¹							
9985-9									ʔ ai ¹							
7850-9									t aː p ¹							
7816-9									ⁿd a m ¹							
8663-9									ɣ u m ¹							
8697-9									t a p ¹							
9615-9									ⁿd j aː n ¹							
8362-9									t ə p ¹							
8091-9									t ai ¹							
8748-9									h a ¹							
22-9									t o ¹							
11084-9									s ʔ a ¹							
7365-9									f aːi ¹							
4201-9									s p i ¹							
5841-9									f e ¹							
4640-9									t o ¹							
662-9									l ə n ¹							
384-9									f aːi ¹							
5151-9									f e ¹							
1399-9									t o ¹							
5259-9									ʔ j aː k ¹							
10353-9									f a ¹							
10370-9									h aːi ¹							
7401-9									h u m ¹							
2958-9									h i ¹							
2770-9									f aːi ¹							
6434-9									l j aː k ¹							
6192-9									s j i t ¹							
2231-9									t a p ¹							
5116-9									ⁿd u ¹							
7297-9									s aː t ¹							
3731-9									p aː k ¹							
748-9									n a m ¹							
2180-9									h a m ¹							
4107-9									n a m ¹							
2688-9									f aː n ¹							
616-9									t i n ¹							
1898-9									ⁿd a p ¹							
203-9									f aːi ¹							
897-9									ⁿb j a ¹							
10189-9									h j aː n ¹							
1592-9									s u k ¹							
6088-9									ⁿd j o ŋ ¹							
2975-9									ⁿd a m ¹							
6714-9									h u m ¹							
731-9									q u m ¹							
2722-9									j u ¹							
5637-9									t a p ¹							
765-9									l aː t ¹							
1695-9									ɣ a m ¹							
2112-9									s j u ¹							
6634-9									s aːi ¹							
7331-9									s aːi ¹							
7348-9									ⁿd a ŋ ¹							
6527-9									t i ¹							
3568-9									s ə n ¹							
4378-9									f aːi ¹							
6292-9									ⁿd j aː ŋ ¹							
3585-9									f aː n ¹							
4428-9									ⁿd a m ¹							
7046-9									h j e n ¹							
1915-9									ʔ j aː m ¹							
4518-9									k u ŋ ¹							
2516-9									l j eu ¹							
4480-9									ʔ ə n ¹							
2499-9									ⁿb j aː k ¹							
5584-9									h o ¹							
2429-9									h a ¹							
5224-9									q au ¹							
3464-9									ⁿd j aː k ¹							
10142-9									t a n ¹							
7159-9									n ə n ¹							
6599-9									n ui ¹							
10207-9									n ai ¹							
6837-9									h ə n ¹							
2654-9									f aːi ¹							
367-9									n q aː t ¹							
5858-9									l j eu ¹							
451-9									s ə n ¹							
5944-9									h ə n ¹							
512-9									l j aː k ¹							
7138-9									ʔ au ¹							
4845-9									j u ¹							
4915-9									q a p ¹							
10570-9									ʔ ai ¹							
5300-9									ⁿd j aː n ¹							
5418-9									t a ¹ ¹							
1748-9									ɣ u p ¹							
3532-9									ⁿd o ¹							
310-9									t e ¹							
5368-9									s ə n ¹							
4321-9									t ə p ¹							
5065-9									f e ¹							
5961-9									l j k ¹							
1450-9									t o ¹							
10430-9									f e ¹							
6210-9									t q a ¹							
5468-9									h ə n ¹							
6685-9									h ai ¹							
89-9									p u ¹							
153-9									s e ¹							
120-9									l j a ¹							
50-9									pʰ j a ¹							
4947-9									ⁿd ə n ¹							
8866-9									m j a k ¹							
9165-9									t ə p ¹							
7919-9									ⁿd a n ¹							
9765-9									s aː t ¹							
7520-9									v u ¹							
8883-9									p o ¹							
8565-9									z u ŋ ¹							
8646-9									d q i m ¹							
9686-9									ⁿd j o t ¹							
10108-9									ⁿb j aː k ¹							
10073-9									ⁿd a m ¹							
1536-9									l j u ¹							
9131-9									h ə p ¹							
8799-9									ɣ aːu ¹							
9721-9									ʔ ai ¹							
8124-9									ʔ j aː m ¹							
8448-9									l a m ¹							
8714-9									t a p ¹							
5317-9									n a p ¹							
1138-9									ⁿd j aː n ¹							
1502-9									n a t ¹							
3109-9									ⁿd j a n ¹							
3840-9									s ə n ¹							
3748-9									ⁿb j aː k ¹							
3015-9									t aː p ¹							
7262-9									ʔ ə n ¹							
10635-9									ɣ a k ¹							
697-9									j au ¹							
5031-9									pʰ j a ¹							
1553-9									q u m ¹							
224-9									t pʰ a ¹							
186-9									ⁿd j o ŋ ¹							
5185-9									h a m ¹							
1484-9									f aːi ¹							
1933-9									f i ¹							
2939-9									t ə n ¹							
1000-9									t aː p ¹							
2551-9									q ə m ¹							
1646-9									f u ¹							
565-9									t au ¹							
5552-9									s i t ¹							
3159-9									n j a ¹							
5876-9									ⁿd o ¹							
1299-9									s u n ¹							
4862-9									ɣ ə k ¹							
1180-9									t au ¹							
4008-9									k oi ¹							
6774-9									f aːi ¹							
3875-9									h aːi ¹							
6036-9									ⁿd w a ¹							
6398-9									l j aː m ¹							
7063-9									t i n ¹							
492-9									ⁿd j i m ¹							
1627-9									kʰ a ŋ ¹							
5927-9									q u m ¹							
3951-9									l ui ¹							
3049-9									s ə n ¹							
6684-9									l a ¹ ¹							
1850-9									l aː p ¹							
3262-9									l aː p ¹							
8260-9									d j aː t ¹							
7551-9									t au ¹							
9564-9									h a ¹							
9443-9									p aːu ¹							
9545-9									h ə p ¹							
7650-9									p aː t ¹							
7833-9									ⁿd j aː k ¹							
9148-9									ʔ j e ¹							
9036-9									ⁿd o ¹							
8904-9									n u ŋ ¹							
7683-9									q a ŋ ¹							
8227-9									f e ¹							
11112-9									n i ¹							
11163-9									s ə n ¹							
11130-9									s ə n ¹							
7315-9									q au ¹							
10652-9									v au ¹							
10653-9									s u n ¹							
5241-9									p i ¹							
3398-9									t a p ¹							
2357-9									t u ŋ ¹							
3696-9									ⁿd o ¹							
1610-9									ɣ au ŋ ¹							
10716-9									t aː p ¹							
5722-9									s aː n ¹							
3317-9									n j u ¹							
4142-9									h ə p ¹							
5705-9									ⁿd j aː p ¹							
5980-9									q u p ¹							
6242-9									ⁿd j a ¹							
1344-9									s a n ¹							
3194-9									ⁿd aːi ¹							
4411-9									ⁿd q aː p ¹							
7419-9									f aːi ¹							
6070-9									p e ¹							
6139-9									s ə n ¹							
6158-9									ⁿd j a ¹							
10295-9									f ts aː n ¹							
6882-10										h ə t ¹						
6485-10										h ə n ¹						
4690-10										h ə n ¹						
5671-10										ⁿd h aː n ¹						
4272-10										l aː p ¹						
10935-10										p e ¹						
4760-10										m̥ j aː n ¹						
1881-10										h ə n ¹						
4777-10										ɕ aː t ¹						
10969-10										h ə n ¹						
10970-10										f u ¹						
10206-10										h ə n ¹						
6565-10										ⁿd j aː n ¹						
1281-10										ʔ j aː n ¹						
10569-10										l a m ¹						
6899-10										ⁿd j aː ŋ ¹						
7081-10										q u ¹						
4090-10										q a m ¹						
2197-10										h u m ¹						
3352-10										p au ¹						
3892-10										ɕ aː t ¹						
1071-10										q u m ¹						
10313-10										f aːi ¹						
2671-10										ˀd j aː k ¹						
5502-10										f aː k ¹						
7382-10										ⁿd aː n ¹						
932-10										t a ŋ ¹						
533-10										f aːi ¹						
4159-10										f e ¹						
2804-10										ˀɣ a k ¹						
5451-10										f e ¹						
5773-10										ʔ au ¹						
6933-10										ʔ au ¹						
4657-10										ʔ au ¹						
4658-10										ⁿd j aː n ¹						
6966-10										h i ¹						
5351-10										f aːi ¹						
4073-10										ⁿd aːi ¹						
2163-10										ɕ j aː n ¹						
1121-10										f m̥ a ¹						
5790-10										s ə n ¹						
10413-10										f a ¹						
6731-10										f a ¹						
1645-10										f a ¹						
4914-10										f a ¹						
6175-10										s aːi ¹						
3092-10										ʔ ə n ¹						
1247-10										l j aː n ¹						
5620-10										d j a ¹						
4897-10										f aːi ¹						
4811-10										ˀb a ŋ ¹						
1213-10										q aːi ¹						
11019-10										s ə ŋ ¹						
11020-10										q aːi ¹						
2129-10										q ə p ¹						
3211-10										h ə n ¹						
714-10										n a ¹ ¹						
1729-10										q au ¹						
3679-10										f a ¹						
1054-10										l a ¹						
7448-10										l u m ¹						
582-10										l q i ¹						
4743-10										l aː n ¹						
5419-10										l j aː n ¹						
5601-10										h i n ¹						
2705-10										l a m ¹						
6381-10										ˀn ə ŋ ¹						
1017-10										p i ¹						
645-10										l i k ¹						
273-10										h ə t ¹						
4338-10										ˀd j aː k ¹						
2533-10										p aːi ¹						
1089-10										q u p ¹						
843-10										h a n ¹						
2787-10										m̥ aː t ¹						
4462-10										h ə n ¹						
10918-10										h ə n ¹						
6582-10										h u ¹						
2070-10										q au ¹						
3075-10										n t aː k ¹						
10848-10										f e ¹						
2480-10										h ə n ¹						
2214-10										q aːi ¹						
7225-10										h ə t ¹						
3515-10										ʔ j aː n ¹						
2588-10										h ə n ¹						
2908-10										ˀb j aː k ¹						
2393-10										s aːi ¹						
1156-10										s aːi ¹						
2374-10										ˀd o ¹						
2146-10										q au ¹						
5133-10										ˀn a ŋ ¹						
4981-10										ˀɣ i t ¹						
10239-10										f a ¹						
599-10										ˀn j aː t ¹						
5048-10										q au ¹						
6331-10										h e ¹						
290-10										t ə n ¹						
311-10										h aː t ¹						
3430-10										l j a ¹						
5369-10										l j a ¹						
2749-10										ⁿd aː n ¹						
2621-10										l j aː p ¹						
1181-10										t a k ¹						
949-10										ˀd j u ¹						
2839-10										t i n ¹						
861-10										l aː k ¹						
6773-10										l aː k ¹						
5739-10										l a k ¹						
5740-10										ˀd aː t ¹						
3550-10										ɕ aː m ¹						
4445-10										p aː t ¹						
680-10										l ə ŋ ¹						
817-10										ȶʰ ə n ¹						
782-10										p j aː k ¹						
10396-10										l j u ¹						
4606-10										h ə n ¹						
5207-10										h a n ¹						
7280-10										ˀd m̥ a ¹						
6983-10										ʔ j i t ¹						
5168-10										ʔ a ŋ ¹						
1264-10										ˀd ʔ u ¹						
915-10										ʔ u ¹						
1767-10										ʔ ũ ŋ ¹						
10901-10										ⁿd j aː ŋ ¹						
10867-10										t a ŋ ¹						
417-10										ⁿd j aː n ¹						
2285-10										ˀd n a ¹						
11002-10										p h i t ¹						
6348-10										f aːi ¹						
6349-10										j ə n ¹						
10602-10										h ə n ¹						
5654-10										m̥ j aː n ¹						
880-10										f e ¹						
983-10										h ə n ¹						
2033-10										ⁿd au ¹						
1433-10										ˀd j a ¹						
1467-10										ˀd ə p ¹						
469-10										ʔ j aː m ¹						
3127-10										l j a ¹						
4623-10										h e ¹						
7099-10										l j aː k ¹						
4726-10										ɕ aː n ¹						
10465-10										h ə n ¹						
5519-10										h ə n ¹						
5893-10										f aː n ¹						
2857-10										t i n ¹						
3645-10										h ə n ¹						
3032-10										f j aː n ¹						
2088-10										f j aː n ¹						
2463-10										p u ¹						
4794-10										n aːi ¹						
4569-10										l i ŋ ¹						
4586-10										ˀd p u ¹						
4552-10										p a ¹						
3228-10										q a ŋ ¹						
3245-10										j a ¹						
6651-10										l i k ¹						
6652-10										ʔ ə n ¹						
1817-10										l i k ¹						
1818-10										ˀb j aː k ¹						
11052-10										f u ¹						
1230-10										l i k ¹						
3380-10										h ə t ¹						
8174-10										ˀɣ u m ¹						
8599-10										ʔ j aː n ¹						
7782-10										ˀd j a ¹						
8294-10										l aː k ¹						
8514-10										h aːi ¹						
9669-10										l j aː k ¹						
8531-10										p aːi ¹						
7954-10										ʔ a p ¹						
9968-10										s ə m ¹						
8040-10										t au ¹						
9304-10										p i ¹						
8345-10										t ə p ¹						
8765-10										ˀd aː k ¹						
8849-10										ɕ aː n ¹						
9286-10										ⁿd j aː ŋ ¹						
9581-10										f aː n ¹						
9267-10										l j a ¹						
8497-10										ɕ aː n ¹						
7602-10										q aː p ¹						
8431-10										ɕ j aː n ¹						
10036-10										ˀɣ ũ k ¹						
10019-10										l a k ¹						
9216-10										f e ¹						
8074-10										q a t ¹						
9511-10										ʔ a n ¹						
8243-10										ˀd j aː n ¹						
9250-10										ʔ j aː m ¹						
7568-10										s aːi ¹						
8832-10										q u ¹						
8057-10										f e ¹						
7716-10										h ə p ¹						
9899-10										p i ¹						
7585-10										q aːi ¹						
8582-10										ˀd j a ¹						
9097-10										l a m ¹						
10125-10										f e ¹						
9460-10										l aːi ¹						
9649-10										p aː t ¹						
9870-10										ˀn a p ¹						
8680-10										l a m ¹						
7699-10										t i t ¹						
9001-10										ŋ j aː p ¹						
9494-10										t i p ¹						
7666-10										ɕ aː n ¹						
9598-10										ˀd a k ¹						
8023-10										q u m ¹						
9053-10										ɕ aː t ¹						
10091-10										s j aː k ¹						
10002-10										ˀd j a ¹						
7765-10										ʔ au ¹						
8800-10										f e ¹						
9934-10										q au ¹						
9985-10										ʔ au ¹						
7850-10										t ə p ¹						
7816-10										q a m ¹						
8663-10										q u m ¹						
8697-10										t i t ¹						
9615-10										ⁿd j aː n ¹						
8362-10										t ə t ¹						
8091-10										p au ¹						
8748-10										h e ¹						
22-10										ʔ o ¹						
11084-10										ˀd ʔ a ¹						
7365-10										f aːi ¹						
4201-10										s q i ¹						
5841-10										f e ¹						
4640-10										t au ¹						
662-10										l ə n ¹						
384-10										n̥ aːi ¹						
5151-10										f e ¹						
1399-10										ⁿd au ¹						
5259-10										ʔ j aː t ¹						
10353-10										f aːi ¹						
10370-10										h aːi ¹						
7401-10										h aː n ¹						
2958-10										h i ¹						
2770-10										n̥ o ¹						
6434-10										l j aː k ¹						
6192-10										ɕ aː t ¹						
2231-10										h ə t ¹						
5116-10										ʔ u ¹						
7297-10										s q aː p ¹						
3731-10										p ə k ¹						
748-10										h a m ¹						
2180-10										h a m ¹						
4107-10										l a m ¹						
2688-10										ⁿd aː n ¹						
616-10										t a n ¹						
1898-10										ˀd a p ¹						
203-10										f aːi ¹						
897-10										ˀb j a ¹						
10189-10										ɕ aː n ¹						
1592-10										s ə t ¹						
6088-10										ⁿd j aː n ¹						
2975-10										t a ŋ ¹						
6714-10										h u m ¹						
731-10										q a m ¹						
2722-10										j u ¹						
5637-10										h aː t ¹						
765-10										l t aː k ¹						
1695-10										q u m ¹						
2112-10										s j u ¹						
6634-10										f a ¹						
7331-10										s aːi ¹						
7348-10										ˀd a ŋ ¹						
6527-10										p au ¹						
3568-10										h ə n ¹						
4378-10										f aːi ¹						
6292-10										ⁿd j aː n ¹						
3585-10										f aː n ¹						
4428-10										q a m ¹						
7046-10										ɕ aː n ¹						
1915-10										ʔ j aː m ¹						
4518-10										kʰ u ŋ ¹						
2516-10										s j a ¹						
4480-10										ʔ ə n ¹						
2499-10										ˀb j aː k ¹						
5584-10										h e ¹						
2429-10										h a ¹						
5224-10										q au ¹						
3464-10										ˀd aː k ¹						
10142-10										t a n ¹						
7159-10										ʔ a n ¹						
6599-10										n a ¹						
10207-10										l ai ¹						
6837-10										h aː n ¹						
2654-10										f aːi ¹						
367-10										f aː k ¹						
5858-10										l aː aːu ¹						
451-10										ʔ ə n ¹						
5944-10										h a n ¹						
512-10										l j aː k ¹						
7138-10										ʔ au ¹						
4845-10										j a ¹						
4915-10										q aː t ¹						
10570-10										p ai ¹						
5300-10										ˀd j aː n ¹						
5418-10										t i ¹ ¹						
1748-10										m aː t ¹						
3532-10										ⁿd aːi ¹						
310-10										p e ¹						
5368-10										f ə n ¹						
4321-10										t ə p ¹						
5065-10										f e ¹						
5961-10										l ə t ¹						
1450-10										t au ¹						
10430-10										f e ¹						
6210-10										t p a ¹						
5468-10										ʔ ə n ¹						
6685-10										h aːu ¹						
89-10										p i ¹						
153-10										s e ¹						
120-10										l j u ¹						
50-10										ˀd j a ¹						
4947-10										ˀd aː n ¹						
8866-10										l j aː k ¹						
9165-10										t ə p ¹						
7919-10										t a n ¹						
9765-10										s aː t ¹						
7520-10										ˀɣ aːi ¹						
8883-10										p o ¹						
8565-10										h a n ¹						
8646-10										ts q a m ¹						
9686-10										ⁿd j a t ¹						
10108-10										ˀd j aː k ¹						
10073-10										t a m ¹						
1536-10										l j u ¹						
9131-10										h aː p ¹						
8799-10										ɣ aːu ¹						
9721-10										ʔ aːi ¹						
8124-10										ʔ j aː m ¹						
8448-10										l a m ¹						
8714-10										t i t ¹						
5317-10										h a p ¹						
1138-10										f j aː n ¹						
1502-10										h a t ¹						
3109-10										ɕ j a m ¹						
3334-10										p o ¹						
3840-10										h ə n ¹						
3748-10										ˀd j aː k ¹						
3015-10										t i p ¹						
7262-10										ʔ ə n ¹						
10635-10										ˀɣ a t ¹						
697-10										j e ¹						
5031-10										ˀd j a ¹						
1553-10										q a m ¹						
224-10										t p a ¹						
186-10										ⁿd j aː ŋ ¹						
5185-10										h a m ¹						
1484-10										f aːi ¹						
1933-10										f aːi ¹						
2939-10										t o ŋ ¹						
1000-10										t aː p ¹						
2551-10										q e n ¹						
1646-10										f u ¹						
565-10										t o ¹						
5552-10										k q a k ¹						
3159-10										f a ¹						
5876-10										ⁿd aːi ¹						
1299-10										q ũ n ¹						
4862-10										q aː p ¹						
1180-10										q au ¹						
4008-10										k a p ¹						
6774-10										f u ¹						
3875-10										f aːi ¹						
6036-10										ˀd w a ¹						
6398-10										l j u n ¹						
7063-10										t i n ¹						
492-10										tʰ j aː m ¹						
1627-10										k a ŋ ¹						
5927-10										q u m ¹						
3951-10										l aːu ¹						
3049-10										s aː n ¹						
6684-10										l a ¹ ¹						
1850-10										l a k ¹						
3262-10										l a k ¹						
8260-10										ˀd j aː t ¹						
7551-10										t au ¹						
9564-10										f aːi ¹						
9443-10										p aːu ¹						
9545-10										h aː p ¹						
7650-10										ts ə t ¹						
7833-10										ˀd j aː k ¹						
9148-10										ʔ j a ¹						
9036-10										ⁿd o ¹						
8904-10										ʔ aː n ¹						
7683-10										q a m ¹						
8227-10										f e ¹						
8616-10										h aː ŋ ¹						
11112-10										l i ¹						
11163-10										s aː n ¹						
11130-10										s aː n ¹						
7315-10										q au ¹						
10652-10										n̥ o ¹						
10653-10										h aː n ¹						
5241-10										p i ¹						
3398-10										t a t ¹						
2357-10										t ũ n ¹						
3696-10										ˀd aːi ¹						
1610-10										ˀɣ aː ŋ ¹						
10716-10										t aː k ¹						
5722-10										s aː n ¹						
3317-10										n pʰ a ¹						
4142-10										h ə t ¹						
5705-10										ˀd j a p ¹						
5980-10										q u p ¹						
6242-10										ˀd j a ¹						
1344-10										s ũ ŋ ¹						
3194-10										ˀd aːi ¹						
4411-10										ts q aː p ¹						
7419-10										f aːi ¹						
6070-10										p au ¹						
6139-10										ʔ aː n ¹						
6158-10										ˀd j a ¹						
10295-10										f j aː n ¹						
6882-11											m ə t ¹					
6485-11											x ə n ¹					
4690-11											ˀn ə n ¹					
5671-11											ⁿd f aː n ¹					
4272-11											l t aː p ¹					
10935-11											q e ¹					
4760-11											m̥ j aː n ¹					
1881-11											s ə n ¹					
4777-11											s i t ¹					
10969-11											s ə n ¹					
10970-11											v u ¹					
10206-11											s ə n ¹					
6565-11											ˀd j aː n ¹					
1281-11											ʔ j aː n ¹					
10569-11											ˀn a m ¹					
6899-11											ⁿd j aː ŋ ¹					
7081-11											q u ¹					
4090-11											q a m ¹					
2197-11											ʔ u m ¹					
3352-11											t au ¹					
3892-11											s i t ¹					
1071-11											q u m ¹					
10313-11											f aːi ¹					
2671-11											ˀd j a k ¹					
5502-11											f aː k ¹					
7382-11											f aː n ¹					
932-11											t a ŋ ¹					
533-11											f aːi ¹					
4159-11											f e ¹					
2804-11											n u p ¹					
5451-11											f e ¹					
5773-11											ʔ au ¹					
6933-11											ʔ au ¹					
4657-11											ʔ au ¹					
4658-11											ⁿd j aː n ¹					
6966-11											f i ¹					
5351-11											f e ¹					
4073-11											t aːi ¹					
2163-11											ˀb j aː n ¹					
1121-11											f m̥ a ¹					
5790-11											s ə ŋ ¹					
10413-11											f a ¹					
6731-11											f a ¹					
1645-11											f a ¹					
4914-11											f a ¹					
6175-11											s aːi ¹					
3092-11											s ə n ¹					
1247-11											l j aː n ¹					
5620-11											d j u ¹					
