COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
2446-9									ⁿd a ¹							
6469-9									ɣ u ŋ ¹							
6510-9									h j o ŋ ¹							
3414-9									l j aː ŋ ¹							
2889-9									l j a ¹							
4707-9									ⁿd j aː ¹ ¹							
7418-9									k u m ¹							
5099-9									h u ŋ ¹							
5910-9									ⁿb u ŋ ¹							
3351-9									t a ¹							
10482-9									j e ¹							
532-9									ⁿd a ¹							
1416-9									l a m ¹							
5334-9									ⁿd a ¹							
10797-9									l u ¹							
3858-9									l u ¹							
4497-9									ʔ a ¹							
3662-9									ⁿd a ¹							
10256-9									l j a n ¹							
2622-9									h l u ¹							
4998-9									h o ¹							
4235-9									ⁿd a ¹							
6451-9									ⁿd a ¹							
5401-9									l j a ¹ ¹							
2341-9									ʔ e ¹							
10884-9									ⁿb aː ŋ ¹							
5807-9									ⁿd a ¹							
7208-9									l a ¹							
799-9									l j a ¹							
3263-9									h a n ¹							
9477-9									ⁿd a ¹							
7734-9									ⁿb j aː ŋ ¹							
8731-9									t a p ¹							
8968-9									ʔ a n ¹							
9738-9									s aː p ¹							
8467-9									l a ¹							
9382-9									k a ¹ ¹							
9916-9									kʰ a m ¹							
1-9									ȶ a aːi ¹							
1800-9									ⁿd j a n ¹							
4964-9									l j a ¹ ¹							
6260-9									t e ¹							
5824-9									h a ¹							
3791-9									l j a n ¹							
6934-9									h p a n ¹							
7245-9									h aː ¹ ¹							
2051-9									ⁿd a ¹							
6544-9									ⁿb e p ¹							
6105-9									ⁿd j u n ¹							
3500-9									k aː ŋ ¹							
4304-9									l aːu ¹							
1570-9									ⁿb e ŋ ¹							
6122-9									j j e ¹							
2305-9									l h u p ¹							
2856-9									ȵ a ¹							
9181-9									k u ŋ ¹							
9951-9									l l aːu ¹							
8140-9									l j j ¹ ¹							
9115-9									t u ¹							
7888-9									ⁿd u ¹							
9887-9									h j a ¹							
9834-9									l j aː ¹ ¹							
8192-9									ⁿb j ŋ ¹							
966-9									ⁿd u n ¹							
5981-9									h a ¹							
434-9									kʰ e ¹							
6882-10										h a t ¹						
6485-10										ȶ o ŋ ¹						
4690-10										j o n ¹						
5671-10										t j o ŋ ¹						
4272-10										l k o p ¹						
10935-10										ˀd a ¹						
4760-10										l j aː ŋ ¹						
1881-10										h a ŋ ¹						
4777-10										ɕ a t ¹						
10969-10										h a ŋ ¹						
10970-10										m̥ a ¹						
10206-10										h a ŋ ¹						
6565-10										k j o n ¹						
1281-10										ʔ j aː n ¹						
10569-10										h a m ¹						
6899-10										ɕ j o ŋ ¹						
7081-10										ˀd a ¹						
4090-10										k a m ¹						
2197-10										h a m ¹						
3352-10										ˀd a ¹						
3892-10										ɕ a t ¹						
1071-10										q a m ¹						
10313-10										m̥ a ¹						
2671-10										t j aː t ¹						
5502-10										ɕ t aː k ¹						
7382-10										ɕ o ŋ ¹						
932-10										kʰ a ŋ ¹						
533-10										m̥ a ¹						
4159-10										m̥ a ¹						
2804-10										h u p ¹						
5451-10										m̥ a ¹						
5773-10										ʔ a ¹						
6933-10										ʔ a ¹						
4657-10										ʔ a ¹						
4658-10										ɕ j aː ŋ ¹						
6966-10										ɕ a ¹						
5351-10										m̥ a ¹						
4073-10										ˀd a ¹						
2163-10										ɕ j aː ŋ ¹						
1121-10										s ˀd a ¹						
5790-10										kʰ aː ŋ ¹						
10413-10										m̥ a ¹						
6731-10										m̥ a ¹						
1645-10										m̥ a ¹						
4914-10										m̥ a ¹						
6175-10										m̥ a ¹						
3092-10										kʰ o ŋ ¹						
1247-10										l j aː ŋ ¹						
5620-10										ɕ a u ¹						
4897-10										m̥ a ¹						
4811-10										kʰ o ŋ ¹						
1213-10										ˀd a ¹						
11019-10										ʁ o ŋ ¹						
11020-10										ˀd a ¹						
2129-10										h a p ¹						
3211-10										j o ŋ ¹						
714-10										h o k ¹						
1729-10										ˀd a ¹						
3679-10										m̥ a ¹						
1054-10										h ˀd a ¹						
7448-10										h a m ¹						
582-10										h n̥ a ¹						
4743-10										ȵ o ŋ ¹						
5419-10										l j o ŋ ¹						
5601-10										ˀb o ŋ ¹						
2705-10										h a m ¹						
6381-10										j o ŋ ¹						
1017-10										ˀd a ¹						
645-10										l u ¹ ¹						
273-10										h a t ¹						
4338-10										t j u k ¹						
2533-10										ˀd a ¹						
1089-10										kʰ o p ¹						
843-10										j a n ¹						
2787-10										m̥ a t ¹						
4462-10										h u ŋ ¹						
10918-10										h a ŋ ¹						
6582-10										m̥ a ¹						
2070-10										ˀd a ¹						
3075-10										ȵ t aː k ¹						
10848-10										m̥ a ¹						
2480-10										ȶ a ŋ ¹						
2214-10										ˀd a ¹						
7225-10										h a t ¹						
3515-10										ˀb j a m ¹						
2588-10										ȶ a ŋ ¹						
2908-10										ˀb j aː k ¹						
2393-10										m̥ a ¹						
1156-10										m̥ a ¹						
2374-10										ˀd a ¹						
2146-10										ˀd a ¹						
5133-10										j a ŋ ¹						
4981-10										h u k ¹						
10239-10										m̥ a ¹						
599-10										l j aː t ¹						
5048-10										ˀd a ¹						
6331-10										m̥ a ¹						
290-10										kʰ a ŋ ¹						
311-10										h a p ¹						
3430-10										l j a ¹						
5369-10										l j a ¹						
2749-10										ⁿd o ŋ ¹						
2621-10										l j u p ¹						
1181-10										t a t ¹						
949-10										t j u ¹						
2839-10										ȶ o ŋ ¹						
861-10										l o ¹ ¹						
6773-10										l o ¹ ¹						
5739-10										l o ¹ ¹						
5740-10										ɕ a t ¹						
3550-10										ɕ a m ¹						
4445-10										ɕ u t ¹						
680-10										j o ŋ ¹						
817-10										ȶ o n ¹						
782-10										t j aː t ¹						
10396-10										l j u ¹						
4606-10										j o ŋ ¹						
5207-10										j a n ¹						
7280-10										ȶ m̥ a ¹						
6983-10										ʔ j u t ¹						
5168-10										kʰ o ŋ ¹						
1264-10										h ʔ u ¹						
915-10										ˀd a ¹						
1767-10										kʰ o ŋ ¹						
10901-10										ʔ j aː ŋ ¹						
10867-10										q o ŋ ¹						
417-10										ʔ j aː n ¹						
2285-10										ˀb u a ¹						
11002-10										t h u t ¹						
6348-10										m̥ a ¹						
6349-10										j a ŋ ¹						
10602-10										ȶ o ŋ ¹						
5654-10										l j o ŋ ¹						
880-10										l a ¹						
983-10										j o ŋ ¹						
2033-10										ˀd a ¹						
1433-10										ȶʰ j a ¹						
1467-10										kʰ o t ¹						
469-10										ȶ j a m ¹						
3127-10										l j a ¹						
4623-10										m̥ a ¹						
7099-10										l j e k ¹						
4726-10										ɕ j aː ŋ ¹						
10465-10										kʰ o ŋ ¹						
5519-10										h o ŋ ¹						
5893-10										ɕ o n ¹						
2857-10										ȶ o ŋ ¹						
3645-10										h o ŋ ¹						
3032-10										ɕ j aː ŋ ¹						
2088-10										ɕ j aː ŋ ¹						
2463-10										ˀd a ¹						
4794-10										m̥ a ¹						
4569-10										j u ŋ ¹						
4586-10										ɕ ˀd a ¹						
4552-10										ˀd a ¹						
3228-10										q o ŋ ¹						
3245-10										j a ¹						
6651-10										l o ¹ ¹						
6652-10										kʰ o ŋ ¹						
1817-10										l o ¹ ¹						
1818-10										ɕ j aː k ¹						
11052-10										m̥ a ¹						
1230-10										l o ¹ ¹						
3380-10										h a k ¹						
8174-10										h a m ¹						
8599-10										ˀb j a m ¹						
7782-10										t j a ¹						
8294-10										l o k ¹						
8514-10										m̥ a ¹						
9669-10										l j e k ¹						
8531-10										ˀd a ¹						
7954-10										ʔ u p ¹						
9968-10										k a m ¹						
8040-10										ˀd a ¹						
9304-10										ˀd a ¹						
8345-10										t o t ¹						
8765-10										ȶ q o k ¹						
8849-10										ɕ aː ŋ ¹						
9286-10										ʔ j aː ŋ ¹						
9581-10										ɕ o ŋ ¹						
9267-10										l l a ¹						
8497-10										ɕ ȶ o n ¹						
7602-10										h a p ¹						
8431-10										l j aː ŋ ¹						
10036-10										h a k ¹						
10019-10										j a t ¹						
9216-10										m̥ a ¹						
8074-10										q o t ¹						
9511-10										kʰ a ŋ ¹						
8243-10										t j a m ¹						
9250-10										tʰ j a ŋ ¹						
7568-10										m̥ a ¹						
8832-10										ˀd a ¹						
8057-10										m̥ a ¹						
7716-10										h u p ¹						
9899-10										ˀd a ¹						
7585-10										ˀd a ¹						
8582-10										ɕ j a ¹						
9097-10										l a m ¹						
10125-10										m̥ a ¹						
9460-10										l a ¹						
9649-10										ɕ u t ¹						
9870-10										h a p ¹						
8680-10										h a m ¹						
7699-10										ȶ o t ¹						
9001-10										ȵ j aː t ¹						
9494-10										t o p ¹						
7666-10										ɕ o ŋ ¹						
9598-10										t w a k ¹						
8023-10										q a m ¹						
9053-10										ɕ u t ¹						
10091-10										ɕ j aː k ¹						
10002-10										t j a ¹						
7765-10										ˀd a ¹						
8800-10										m̥ a ¹						
9934-10										ˀd a ¹						
9985-10										ʔ a ¹						
7850-10										t o p ¹						
7816-10										k a m ¹						
8663-10										k a m ¹						
8697-10										ȶ o t ¹						
9615-10										ⁿd j aː ŋ ¹						
8362-10										t o t ¹						
8091-10										ˀd a ¹						
8748-10										m̥ a ¹						
22-10										ˀd a ¹						
11084-10										ɕ ˀd a ¹						
7365-10										m̥ a ¹						
4201-10										ɕ n̥ a ¹						
5841-10										m̥ a ¹						
4640-10										ˀd a ¹						
662-10										j o n ¹						
384-10										m̥ a ¹						
5151-10										m̥ a ¹						
1399-10										ˀd a ¹						
5259-10										tʰ j a t ¹						
10353-10										m̥ a ¹						
10370-10										m̥ a ¹						
7401-10										h a m ¹						
2958-10										ɕ a ¹						
2770-10										m̥ a ¹						
6434-10										l j o k ¹						
6192-10										ɕ a t ¹						
2231-10										kʰ o t ¹						
5116-10										ˀd a ¹						
7297-10										ɕ j u p ¹						
3731-10										q o t ¹						
748-10										h a m ¹						
2180-10										h a m ¹						
4107-10										h a m ¹						
2688-10										ɕ o ŋ ¹						
616-10										kʰ o ŋ ¹						
1898-10										h a ¹ ¹						
203-10										m̥ a ¹						
897-10										ˀb j a ¹						
10189-10										ɕ j aː ŋ ¹						
1592-10										h o k ¹						
6088-10										ⁿd j aː ŋ ¹						
2975-10										kʰ o ŋ ¹						
6714-10										h a m ¹						
731-10										q a m ¹						
2722-10										j a ¹						
5637-10										kʰ o t ¹						
765-10										l t a k ¹						
1695-10										k a m ¹						
2112-10										ȶ j u ¹						
6634-10										m̥ a ¹						
7331-10										m̥ a ¹						
7348-10										kʰ o ŋ ¹						
6527-10										ˀd a ¹						
3568-10										z a ŋ ¹						
4378-10										m̥ a ¹						
6292-10										ⁿd j o ŋ ¹						
3585-10										ɕ aː ŋ ¹						
4428-10										k a m ¹						
7046-10										ɕ aː ŋ ¹						
1915-10										t j a m ¹						
4518-10										kʰ o ŋ ¹						
2516-10										h o u ¹						
4480-10										kʰ o ŋ ¹						
2499-10										ɕ j aː k ¹						
5584-10										ʔ a ¹						
2429-10										m̥ a ¹						
5224-10										ˀd a ¹						
3464-10										ɕ aː k ¹						
10142-10										kʰ o ŋ ¹						
7159-10										h o ŋ ¹						
6599-10										l a ¹						
10207-10										m̥ u ¹						
6837-10										h o ŋ ¹						
2654-10										m̥ a ¹						
367-10										ȵ t aː t ¹						
5858-10										h m̥ a ¹						
451-10										h a ŋ ¹						
5944-10										h aː ŋ ¹						
512-10										l j aː k ¹						
7138-10										ʔ a ¹						
4845-10										l a ¹						
4915-10										kʰ aː t ¹						
10570-10										ˀd u ¹						
5300-10										ɕ j o ŋ ¹						
5418-10										ȶ a ¹ ¹						
1748-10										h o t ¹						
3532-10										ˀd a ¹						
310-10										ˀd a ¹						
5368-10										h a ŋ ¹						
4321-10										q a p ¹						
5065-10										ɕ a ¹						
5961-10										h a t ¹						
1450-10										ˀd a ¹						
10430-10										ʔ a ¹						
6210-10										t ʔ a ¹						
5468-10										h a ŋ ¹						
6685-10										l a ¹						
89-10										ˀd a ¹						
153-10										m̥ u ¹						
120-10										l j u ¹						
50-10										t j a ¹						
4947-10										ȶ a n ¹						
8866-10										l j aː k ¹						
9165-10										k a p ¹						
7919-10										ȶ a ŋ ¹						
9765-10										ȵ t aː t ¹						
7520-10										m̥ a ¹						
8883-10										ʔ a ¹						
8565-10										h aː ŋ ¹						
8646-10										ts k aː m ¹						
9686-10										t j o t ¹						
10108-10										t j aː t ¹						
10073-10										q o m ¹						
1536-10										l j a ¹						
9131-10										h o t ¹						
8799-10										ʔ o ¹						
9721-10										ˀd a ¹						
8124-10										ɕ j a m ¹						
8448-10										l a m ¹						
8714-10										ȶ aː t ¹						
5317-10										h u ¹ ¹						
1138-10										ɕ j o n ¹						
1502-10										h a t ¹						
3109-10										ɕ j a m ¹						
3334-10										ˀd a ¹						
3840-10										h a ŋ ¹						
3748-10										ɕ j aː k ¹						
3015-10										t o ¹ ¹						
7262-10										kʰ a m ¹						
10635-10										h a t ¹						
697-10										m̥ a ¹						
5031-10										t j a ¹						
1553-10										q o m ¹						
224-10										t ʔ aːu ¹						
186-10										ɕ j o ŋ ¹						
5185-10										h a m ¹						
1484-10										m̥ a ¹						
1933-10										m̥ a ¹						
2939-10										ȶ i ŋ ¹						
1000-10										t u t ¹						
2551-10										k aː ŋ ¹						
1646-10										ɕ a ¹						
565-10										ʔ a ¹						
5552-10										l s aːi k ¹						
3159-10										s ˀd a ¹						
5876-10										ˀd a ¹						
1299-10										h a m ¹						
4862-10										k j ¹ ¹						
1180-10										ʔ a ¹						
4008-10										q a ¹ ¹						
6774-10										m̥ a ¹						
3875-10										m̥ a ¹						
6036-10										k j a ¹						
6398-10										l j aː ŋ ¹						
7063-10										ˀb o n ¹						
492-10										ȶ j u n ¹						
1627-10										kʰ u m ¹						
5927-10										h a m ¹						
3951-10										l aːu ¹						
3049-10										m̥ aː ŋ ¹						
6684-10										l u ¹ ¹						
1850-10										h o p ¹						
3262-10										h o p ¹						
8260-10										k j aː ¹ ¹						
7551-10										ʔ a ¹						
9564-10										m̥ a ¹						
9443-10										ˀd aːu ¹						
9545-10										h aː p ¹						
7650-10										t t aː t ¹						
7833-10										t j o p ¹						
9148-10										t a a ¹						
9036-10										ˀd a ¹						
8904-10										h aː ŋ ¹						
7683-10										k aː m ¹						
8227-10										m̥ a ¹						
8616-10										m̥ a n ¹						
11112-10										l ˀd a ¹						
11163-10										m̥ a n ¹						
11130-10										m̥ a n ¹						
7315-10										n̥ a ¹						
10652-10										m̥ a ¹						
10653-10										h aː ŋ ¹						
5241-10										ˀd aːu ¹						
3398-10										ȶ a t ¹						
2357-10										ȶ aː ŋ ¹						
3696-10										ˀd a ¹						
1610-10										h aː ŋ ¹						
10716-10										t a p ¹						
5722-10										k a ŋ ¹						
3317-10										l j a ¹						
4142-10										h a t ¹						
5705-10										ˀd j u p ¹						
5980-10										kʰ o ¹ ¹						
6242-10										ⁿd j a ¹						
1344-10										kʰ a ŋ ¹						
3194-10										ˀd a ¹						
4411-10										tʰ j aː p ¹						
7419-10										m̥ a ¹						
6070-10										ˀd a ¹						
6139-10										ɕ a n ¹						
6158-10										ˀd l aːu ¹						
10295-10										m̥ j o ŋ ¹						
2821-10										l j aː ŋ ¹						
3293-10										ɕ a u ŋ ¹						
4999-10										ȶ j a ¹						
4039-10										m̥ o ¹ ¹						
10273-10										m̥ a ¹						
4056-10										ȶ a n ¹						
10503-10										ɕ ȶ u ŋ ¹						
10764-10										m̥ ˀd a ¹						
10765-10										t j aː k ¹						
2248-10										m̥ a ¹						
2266-10										m̥ a ¹						
3713-10										ȶ aː ŋ ¹						
8399-10										z a ¹						
9782-10										h a t ¹						
8922-10										ʔ a ¹						
9426-10										ˀd a ¹						
7936-10										k a m ¹						
7799-10										m̥ u ¹						
9855-10										l ȶ aː ŋ ¹						
9751-10										t j aː k ¹						
1037-10										m̥ u ¹						
10733-10										ˀd a ¹						
5520-10										t j a ŋ ¹						
1367-10										h u n ¹						
4124-10										m̥ a ¹						
4218-10										ˀd l aːu ¹						
6053-10										h a m ¹						
6916-10										ȶ a n ¹						
2446-10										ˀd a ¹						
6469-10										ⁿd u ŋ ¹						
6510-10										ɕ ȶ o n ¹						
3414-10										m̥ j aː ŋ ¹						
2889-10										m̥ j a ¹						
4707-10										t j o p ¹						
7418-10										k u m ¹						
5099-10										ȶ i ŋ ¹						
401-10										m̥ a ¹						
5910-10										ȶ u ŋ ¹						
10482-10										j e ¹						
532-10										ˀd u ¹						
1416-10										l u m ¹						
5334-10										ˀd u ¹						
10797-10										l u ¹						
5688-10										m̥ a ¹						
3858-10										l u ¹						
4497-10										ˀd a ¹						
3662-10										ˀd u ¹						
10256-10										l j u ŋ ¹						
4998-10										m̥ u ¹						
4235-10										ˀd a ¹						
6451-10										ˀd u ¹						
5401-10										ɕ j a ¹ ¹						
2341-10										ʔ e ¹						
10884-10										ȶ aː ŋ ¹						
5807-10										ˀd u ¹						
7208-10										l a ¹						
799-10										l j u ¹						
3765-10										m̥ a ¹						
3263-10										h u n ¹						
9477-10										ˀd u ¹						
7734-10										ʔ j aː ŋ ¹						
7902-10										h a t ¹						
8731-10										t o p ¹						
8968-10										ȶ a n ¹						
8414-10										ɕ m̥ a n ¹						
8467-10										l a ¹						
9632-10										m̥ u ¹						
9382-10										k u ¹ ¹						
9916-10										ʔ u n ¹						
1-10										ˀb j ŋ ¹						
1800-10										ɕ j a ŋ ¹						
4964-10										l j a p ¹						
6260-10										ˀd e ¹						
5824-10										z a ¹						
3791-10										ɕ j u ŋ ¹						
1784-10										n̥ u ¹						
6934-10										ɕ u ŋ ¹						
7245-10										ˀb aː ¹ ¹						
2051-10										ˀd u ¹						
6544-10										ʔ e ¹ ¹						
6105-10										t j u n ¹						
3500-10										k aː ŋ ¹						
4304-10										l aːu ¹						
1570-10										ȶ e ŋ ¹						
6122-10										j j e ¹						
2305-10										l ʔ u t ¹						
2856-10										ʔ u ¹						
9181-10										ȶ i n ¹						
8985-10										m̥ a ¹						
9951-10										l l aːu ¹						
8140-10										m̥ j j ¹ ¹						
9115-10										ˀd a ¹						
8108-10										ɕ t o t ¹						
7888-10										ˀd u ¹						
7638-10										ɕ o n ¹						
9887-10										t j a ¹						
9834-10										l j aː ¹ ¹						
8192-10										ȶ aː ŋ ¹						
966-10										ˀd u ŋ ¹						
5981-10										m̥ u ¹						
434-10										ˀd e ¹						
10619-10										ɕ a ¹						
6882-11											qʰ u t ¹					
6485-11											ˀb o n ¹					
4690-11											j o n ¹					
5671-11											ⁿd j o n ¹					
4272-11											ȵ o u p ¹					
10935-11											t a ¹					
4760-11											ȵ j o n ¹					
1881-11											ŋ̊ o n ¹					
4777-11											ȵ u t ¹					
10969-11											ŋ̊ o n ¹					
10970-11											m̥ a ¹					
10206-11											ŋ̊ o n ¹					
6565-11											t j o n ¹					
1281-11											t j o n ¹					
10569-11											ŋ̊ a n ¹					
6899-11											t j o ŋ ¹					
7081-11											t a ¹					
4090-11											t a m ¹					
2197-11											qʰ a ŋ ¹					
3352-11											t a ¹					
3892-11											qʰ u t ¹					
1071-11											q o n ¹					
10313-11											m̥ a ¹					
2671-11											t j ə t ¹					
5502-11											ȵ kʰ aː t ¹					
7382-11											t o n ¹					
932-11											ȶ i ŋ ¹					
533-11											m̥ a ¹					
4159-11											m̥ a ¹					
2804-11											m̥ u ¹ ¹					
5451-11											m̥ a ¹					
5773-11											t a ¹					
6933-11											t a ¹					
4657-11											t a ¹					
4658-11											t j aː ŋ ¹					
6966-11											ɕ a ¹					
5351-11											m̥ a ¹					
4073-11											t a ¹					
2163-11											ˀb j aː ŋ ¹					
1121-11											qʰ a ¹					
5790-11											h aː ŋ ¹					
10413-11											m̥ a ¹					
6731-11											m̥ a ¹					
1645-11											m̥ a ¹					
4914-11											m̥ a ¹					
6175-11											m̥ a ¹					
3092-11											h i ŋ ¹					
1247-11											ȵ j aː n ¹					
5620-11											t j a ¹					
4897-11											m̥ a ¹					
4811-11											q o ŋ ¹					
1213-11											t a ¹					
11019-11											ʁ aː ŋ ¹					
11020-11											t a ¹					
2129-11											qʰ o p ¹					
3211-11											j aː n ¹					
714-11											ŋ̊ o ¹ ¹					
1729-11											t a ¹					
3679-11											m̥ a ¹					
1054-11											m̥ a ¹					
7448-11											n o m ¹					
582-11											qʰ j a ¹					
4743-11											ȵ ȶ o n ¹					
5419-11											ȵ j o n ¹					
5601-11											ˀb o n ¹					
2705-11											m̥ o n ¹					
6381-11											j o ŋ ¹					
1017-11											t a ¹					
645-11											j u ¹ ¹					
273-11											m̥ aː t ¹					
4338-11											t j ə p ¹					
2533-11											t a ¹					
1089-11											q o p ¹					
843-11											j o n ¹					
2787-11											m̥ u t ¹					
4462-11											j o n ¹					
10918-11											h o n ¹					
6582-11											m̥ a ¹					
2070-11											t a ¹					
3075-11											ȵ q aː t ¹					
10848-11											m̥ a ¹					
2480-11											t o n ¹					
2214-11											t a ¹					
7225-11											qʰ u t ¹					
3515-11											t j a m ¹					
2588-11											t o n ¹					
2908-11											t j ə t ¹					
2393-11											m̥ a ¹					
1156-11											m̥ a ¹					
2374-11											t a ¹					
2146-11											t a ¹					
5133-11											j o ŋ ¹					
4981-11											m̥ aː ¹ ¹					
10239-11											m̥ a ¹					
599-11											ȵ j u t ¹					
5048-11											t o ¹					
6331-11											m̥ a ¹					
290-11											t o n ¹					
311-11											h aː p ¹					
3430-11											m j a ¹					
5369-11											m j a ¹					
2749-11											t q o n ¹					
2621-11											qʰ j ə p ¹					
1181-11											t a ¹ ¹					
949-11											t j a ¹					
2839-11											t i n ¹					
861-11											j aː k ¹					
6773-11											j aː k ¹					
5739-11											j aː k ¹					
5740-11											pʰ u t ¹					
3550-11											ȵ a m ¹					
4445-11											t u t ¹					
680-11											j o ŋ ¹					
817-11											ȶ o n ¹					
782-11											t j ə t ¹					
10396-11											ȵ j a ¹					
4606-11											j aː n ¹					
5207-11											j o n ¹					
7280-11											t m̥ a ¹					
6983-11											t j u t ¹					
5168-11											t o n ¹					
1264-11											t j a ¹					
915-11											t a ¹					
1767-11											ˀb o ŋ ¹					
10901-11											ⁿd j aː ŋ ¹					
10867-11											ˀb o ŋ ¹					
417-11											ⁿd j aː n ¹					
2285-11											t ŋ̊ a ¹					
11002-11											t ˀŋ u t ¹					
6348-11											m̥ a ¹					
6349-11											j o n ¹					
10602-11											ˀb o n ¹					
5654-11											m̥ j aː n ¹					
880-11											m̥ a ¹					
983-11											j aː n ¹					
2033-11											t o ¹					
1433-11											t m̥ a ¹					
1467-11											t o ¹ ¹					
469-11											t j a m ¹					
3127-11											m j a ¹					
4623-11											m̥ a ¹					
7099-11											ȵ j ə k ¹					
4726-11											ȵ j o n ¹					
10465-11											ˀb o n ¹					
5519-11											ŋ̊ o n ¹					
5893-11											t j o n ¹					
2857-11											t i n ¹					
3645-11											ŋ̊ o n ¹					
3032-11											m j aː n ¹					
2088-11											m j o n ¹					
2463-11											t a ¹					
4794-11											m̥ a ¹					
4569-11											j o ŋ ¹					
4586-11											t t a ¹					
4552-11											t a ¹					
3228-11											q o ŋ ¹					
3245-11											j a ¹					
6651-11											j o k ¹					
6652-11											ȶ o n ¹					
1817-11											j o k ¹					
1818-11											ˀb j ə t ¹					
11052-11											m̥ a ¹					
1230-11											j o k ¹					
3380-11											h o ¹ ¹					
8174-11											qʰ o m ¹					
8599-11											t j a m ¹					
7782-11											t j a ¹					
8294-11											ȵ o k ¹					
8514-11											m̥ a ¹					
9669-11											ȵ j ə k ¹					
8531-11											t a ¹					
7954-11											t o ¹ ¹					
9968-11											k o n ¹					
8040-11											t a ¹					
9304-11											t a ¹					
8345-11											t o ¹ ¹					
8765-11											t o k ¹					
8849-11											ȵ kʰ aː ŋ ¹					
9286-11											ⁿd j aː ŋ ¹					
9581-11											ȵ t o n ¹					
9267-11											j m̥ a ¹					
8497-11											qʰ ȶ o n ¹					
7602-11											qʰ aː p ¹					
8431-11											m j o n ¹					
10036-11											qʰ u p ¹					
10019-11											j aː ¹ ¹					
9216-11											m̥ a ¹					
8074-11											q o t ¹					
9511-11											q o n ¹					
8243-11											t j a m ¹					
9250-11											t j a m ¹					
7568-11											m̥ a ¹					
8832-11											t a ¹					
8057-11											m̥ a ¹					
7716-11											qʰ o p ¹					
9899-11											t a ¹					
7585-11											t a ¹					
8582-11											t j a ¹					
9097-11											j a m ¹					
10125-11											m̥ a ¹					
9460-11											m̥ a ¹					
9649-11											pʰ u t ¹					
9870-11											n̥ aː ¹ ¹					
8680-11											ŋ̊ a n ¹					
7699-11											t o ¹ ¹					
9001-11											ȵ j u t ¹					
9494-11											t i ¹ ¹					
7666-11											ȵ o n ¹					
9598-11											t a t ¹					
8023-11											q o m ¹					
9053-11											qʰ u t ¹					
10091-11											ȵ j o t ¹					
10002-11											t j a ¹					
7765-11											t a ¹					
8800-11											m̥ a ¹					
9934-11											t a ¹					
9985-11											t a ¹					
7850-11											t aː ¹ ¹					
7816-11											q a m ¹					
8663-11											q o n ¹					
8697-11											t i ¹ ¹					
9615-11											t j o n ¹					
8362-11											t o ¹ ¹					
8091-11											t a ¹					
8748-11											m̥ a ¹					
22-11											t a ¹					
11084-11											qʰ t a ¹					
7365-11											m̥ a ¹					
4201-11											qʰ j a ¹					
5841-11											m̥ a ¹					
4640-11											t a ¹					
662-11											j o n ¹					
384-11											m̥ a ¹					
5151-11											m̥ a ¹					
1399-11											t o ¹					
5259-11											t j u t ¹					
10353-11											m̥ a ¹					
10370-11											m̥ a ¹					
7401-11											h aː ŋ ¹					
2958-11											ɕ a ¹					
2770-11											m̥ a ¹					
6434-11											l j o k ¹					
6192-11											ȵ u t ¹					
2231-11											ˀb aː t ¹					
5116-11											t a ¹					
7297-11											ȵ j u p ¹					
3731-11											ˀb j ¹ ¹					
748-11											n̥ a m ¹					
2180-11											k aː ŋ ¹					
4107-11											ˀȵ a n ¹					
2688-11											ⁿd o n ¹					
616-11											q o ŋ ¹					
1898-11											t a ¹ ¹					
203-11											m̥ a ¹					
897-11											ˀb j a ¹					
10189-11											ȵ j o n ¹					
1592-11											qʰ o ¹ ¹					
6088-11											t j o ŋ ¹					
2975-11											t o ŋ ¹					
6714-11											qʰ a m ¹					
731-11											q a m ¹					
2722-11											j a ¹					
5637-11											q o t ¹					
765-11											qʰ o t ¹					
1695-11											t o ŋ ¹					
2112-11											t j a ¹					
6634-11											m̥ a ¹					
7331-11											m̥ a ¹					
7348-11											ˀb o ŋ ¹					
6527-11											t a ¹					
3568-11											h o n ¹					
4378-11											m̥ a ¹					
6292-11											t j o n ¹					
3585-11											ȵ aː ŋ ¹					
4428-11											t a m ¹					
7046-11											ȵ o ŋ ¹					
1915-11											t j a m ¹					
4518-11											t o n ¹					
2516-11											t a a ¹					
4480-11											ȶ o n ¹					
2499-11											ˀb j ə t ¹					
5584-11											m̥ o ¹					
2429-11											m̥ o ¹					
5224-11											t a ¹					
3464-11											pʰ a t ¹					
10142-11											t o ŋ ¹					
7159-11											n o ŋ ¹					
6599-11											m̥ o ¹					
10207-11											m̥ u ¹					
6837-11											ŋ̊ o n ¹					
2654-11											m̥ a ¹					
367-11											ȵ u t ¹					
5858-11											ŋ̊ m̥ a ¹					
451-11											ŋ̊ o n ¹					
5944-11											n̥ aː ŋ ¹					
512-11											m̥ j aː k ¹					
7138-11											t o ¹					
4845-11											m̥ a ¹					
4915-11											q aː ¹ ¹					
5300-11											ˀb j aː ŋ ¹					
5418-11											t a ¹ ¹					
1748-11											qʰ o ¹ ¹					
3532-11											t u ¹					
310-11											t o ¹					
5368-11											ŋ̊ aː n ¹					
4321-11											t o ¹ ¹					
5065-11											ɕ a ¹					
