COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
170-6						tɕʰ ɛ		
91-6						u		
181-6						n øː		
186-6						dʑ ə		
211-6						b a ŋ		
210-6						kʰ ɔ̃ː		
217-6						k u		
221-6						n yː		
233-6						t u		
246-6						t yː		
252-6						tɕ a n		
253-6						r a m		
281-6						tɕ ɛ k		
287-6						l a ŋ		
288-6						l uː		
292-6						s i		
311-6						k iː		
342-6						u k		
358-6						j u ŋ		
366-6						k		
378-6						tɕʰ ɔ		
382-6						m ɔː		
392-6						dʑ ɔ k		
397-6						b oː		
437-6						h ĩˀ		
444-6						pʰ l a k		
465-6						tɕʰ i		
477-6						d ə		
478-6						r ɔ		
481-6						dʑ a p		
483-6						z ɛ n		
500-6						m i ŋ		
511-6						kʰ		
542-6						dʑ ɔ ŋ		
625-6						r u ŋ		
638-6						n u ŋ		
640-6						s ĩː		
656-6						z ə		
657-6						d u ŋ		
659-6						d uː		
711-6						tɕʰ eː		
745-6						n ə m		
818-6						tʰ ɛ k		
825-6						tʰ ə		
839-6						tɕʰ ɔ		
841-6						j ɛˀ		
894-6						b ɹ yː		
932-6						s a		
936-6						l a		
943-6						pʰ a k		
965-6						d y ŋ		
981-6						d u		
1039-6						s ũ ŋ		
1076-6						kʰ a		
1126-6						tʰ ɛ		
1131-6						pʰ uː		
1132-6						tɕʰ a p		
1166-6						d ɛ p		
1175-6						pʰ ə		
944-6						tʰ y ŋ		
1228-6						r a k		
1256-6						tɕ y ŋ		
1282-6						dʑ y		
1283-6						j oː		
30-6						m ɔ̃ː		
32-6						dʑ i		
48-6						j i ŋ		
59-6						m ɔ̃ː		
68-6						a		
69-6						h a ŋ		
78-6						l y k		
77-6						z y k		
82-6						pʰ ɛ		
88-6						z i k		
100-6						z ɔ̃ː		
103-6						s u ŋ		
113-6						b ɛ n		
116-6						w a k		
142-6						z ɛ k		
155-6						kʰ a ŋ		
10-6						a		
192-6						dʑ eː		
198-6						tɕʰ a m		
232-6						s a ŋ		
247-6						s y ŋ		
268-6						tɕʰ yː		
282-6						s uː		
285-6						tɕʰ a m		
306-6						dʑ yː		
315-6						l oː		
318-6						j yː		
321-6						z ɛ		
352-6						tʰ ɔ ŋ		
367-6						l yː		
368-6						i k		
372-6						s u		
373-6						t ɔ ŋ		
439-6						j ɛː		
129-6						b yː		
390-6						tɕʰ ɔ̃ː		
399-6						h u ŋ		
406-6						l uː		
421-6						j ɛ t		
826-6						m ə		
432-6						b ə		
436-6						tɕ iː		
438-6						m ə		
440-6						s ɛˀ		
476-6						z ĩː		
491-6						ɔ		
205-6						z yː		
513-6						s ə		
515-6						b u		
516-6						r ɔ p		
520-6						tʰ ɔ		
545-6						p a j		
566-6						k a k		
151-6						l y ŋ		
572-6						l ɛː		
574-6						s ĩˀ		
579-6						tɕʰ eː		
583-6						tɕʰ yː		
587-6						tɕ u p		
609-6						tɕʰ ɹ i k		
612-6						h eˀ		
166-6						l a k		
622-6						t ɛˀ		
644-6						j u ŋ		
667-6						dʑ ə		
687-6						n a ŋ		
689-6						kʰ		
690-6						tɕ a m		
733-6						t u ŋ		
738-6						tɕʰ eˀ		
752-6						h a		
1-7							g uː	
5-7							n aː	
4-7							tʰ i k	
6-7							n a ŋ	
15-7							dʑ i	
55-7							l ɔ̃	
56-7							a	
60-7							s aː	
61-7							kʰ y ŋ	
80-7							dʑ ɔ k	
87-7							tɕʰ a	
86-7							pʰ l u	
92-7							pʰ l au	
102-7							m aˀ	
106-7							pʰ u k	
108-7							d ə	
107-7							b l au	
112-7							pʰ ɔ m	
115-7							s	
114-7							t u ŋ	
120-7							d u	
124-7							a	
125-7							tʰ ɔ k	
132-7							s ə	
131-7							r i ŋ	
136-7							b ə	
134-7							kʰ a k	
137-7							a	
138-7							d ɔ k	
140-7							h uː	
143-7							ʨʰ a k	
145-7							kʰ ũː	
147-7							h aː	
149-7							w i t	
153-7							s	
152-7							kʰ a n	
158-7							h y k	
163-7							r i	
164-7							ɲ yː	
167-7							pʰ a ŋ	
171-7							ɲ y ŋ	
172-7							b y k	
173-7							t oː	
183-7							r aː	
185-7							m uː	
188-7							g ə	
189-7							ts i n	
193-7							h ɔ	
196-7							m ɔ̃ː	
199-7							tɕʰ aː	
200-7							kʰ a n	
201-7							kʰ i	
202-7							kʰ	
203-7							tʰ u ŋ	
204-7							b yː	
206-7							ɲ a m	
117-7							b yː	
146-7							kʰ eː	
219-7							pʰ w ə	
218-7							kʰ aː	
224-7							m ũː ŋ	
240-7							tɕʰ a k	
244-7							j ɔˀ	
255-7							n ɔ̃	
260-7							b aˀ	
263-7							r au	
269-7							g ɛ ŋ	
271-7							tʰ a k	
209-7							kʰ eː	
277-7							m ə	
278-7							b u ŋ	
135-7							d ə	
284-7							m yː	
797-7							a	
290-7							l ə	
289-7							kʰ eˀ	
296-7							n i	
310-7							s ə	
319-7							i	
325-7							r eˀ	
327-7							tʰ aː	
331-7							k au	
337-7							b a ŋ	
338-7							ɲ i ŋ	
339-7							ɔ̃ː	
350-7							kʰ	
349-7							tʰ y ŋ	
357-7							tɕʰ u	
355-7							a	
363-7							b ə	
361-7							tʰ oː	
365-7							s a ɹ	
364-7							g a t	
375-7							r u k	
379-7							s a t	
380-7							kʰ	
396-7							j oː	
400-7							m uː	
405-7							d a ŋ	
404-7							s øˀ m	
409-7							r ɛ k	
410-7							i k	
415-7							b aː	
416-7							b u	
101-7							ɲ u ŋ	
37-7							kʰ uː	
424-7							pʰ aː	
434-7							tɕʰ a m	
445-7							p	
446-7							s i	
451-7							t u	
457-7							n a m	
456-7							b r uː	
464-7							pʰ i ŋ	
473-7							tɕʰ iː	
474-7							a ŋ	
479-7							s i n	
489-7							j yː	
490-7							h ɔ̃ː	
494-7							s ə	
503-7							g ə	
502-7							z a ŋ	
235-7							l y ŋ	
519-7							l iː	
523-7							u k	
527-7							kʰ ɛ ŋ	
538-7							s	
544-7							j a m	
850-7							a	
554-7							dʑ ə	
553-7							r i n	
558-7							kʰ ũː ŋ	
561-7							s	
562-7							p ɔ	
564-7							j aː	
567-7							m ɔ	
570-7							pʰ yː	
575-7							oː	
582-7							l ə	
585-7							ɔˀ	
589-7							kʰ øˀ m	
593-7							d a n	
594-7							l ə	
595-7							tʰ ɔː	
596-7							ɲ u k	
598-7							z u	
599-7							d ɛ̃ː m	
602-7							z aː	
603-7							l aˀ p	
606-7							s ə ɹ	
605-7							b oː	
620-7							l aː	
637-7							pʰ a k	
639-7							dʑ au	
645-7							kʰ yː	
646-7							r ɛ ŋ	
168-7							h ɛ k	
658-7							h ɔ ŋ	
665-7							pʰ uː	
668-7							h uː	
677-7							t a ŋ	
75-7							kʰ u ŋ	
678-7							h yː	
682-7							m a n	
493-7							z yː	
693-7							s ə	
694-7							m uː	
702-7							tsʰ øˀ m	
704-7							m uː	
176-7							l uː	
709-7							s	
710-7							t øˀ	
714-7							m eˀ	
718-7							kʰ	
719-7							tɕʰ ũː ŋ	
22-7							m yː	
723-7							ts i ŋ	
726-7							dʑ ɛ ŋ	
729-7							b ɔ	
730-7							r aː	
739-7							pʰ l i	
740-7							b ə	
741-7							kʰ ɔ k	
744-7							ə	
743-7							b ɛ n	
746-7							pʰ u ŋ	
748-7							tʰ ə	
747-7							kʰ yː	
749-7							kʰ ɛ n	
751-7							t ɔ̃ː	
762-7							m ɛ n	
764-7							h a n	
765-7							dʑ i	
788-7							l ə m	
615-7							l a k	
803-7							s ə	
802-7							w a k	
808-7							b ə	
809-7							ts i	
819-7							d y k	
821-7							s ə	
820-7							b au	
828-7							s a k	
827-7							p yː	
835-7							n ɔ̃	
308-7							r yː	
844-7							z i	
848-7							m ə	
705-7							l uː	
613-7							ə	
649-7							h ɛ k	
876-7							ʨ ɔ̃ː	
878-7							j u ŋ	
889-7							h ũː ŋ	
898-7							n y k	
902-7							h ũː ŋ	
910-7							ɛ n	
916-7							r iː	
919-7							r aː	
922-7							s i k	
930-7							tɕʰ ɔ̃ː	
933-7							kʰ aː	
939-7							r ɛ k	
947-7							w ɛ n	
948-7							n u ŋ	
963-7							z uː	
967-7							tɕʰ y k	
969-7							s	
970-7							kʰ u k	
972-7							n ə	
731-7							m yː	
973-7							dʑ i ŋ	
974-7							n ɔ̃	
979-7							z ɔ̃ː n	
182-7							kʰ yː	
993-7							n ə m	
994-7							j yː	
1001-7							s ɔ	
1002-7							d u k	
1005-7							tɕʰ yː	
1009-7							kʰ oː	
1022-7							s ə	
1021-7							j k	
1043-7							j u ŋ	
1049-7							t aː	
1065-7							kʰ ĩː	
1068-7							j au	
1077-7							l y ŋ	
1081-7							r ũː ŋ	
1084-7							h i ŋ	
1092-7							m ə	
1091-7							tɕʰ iː	
1096-7							n ə	
1097-7							g yː	
1102-7							ɲ aː	
1104-7							tʰ eː	
1108-7							tsʰ a k	
552-7							dʑ uː	
1111-7							b l au	
1116-7							s ɔ̃ː	
722-7							kʰ oː	
1141-7							j ɔ ŋ	
1147-7							b ə	
1146-7							z au	
1150-7							h a ŋ	
1151-7							u ŋ	
1158-7							h a k	
1159-7							pʰ ũː	
1164-7							tʰ ə	
1163-7							r uː	
1167-7							s a ŋ	
1171-7							l aː	
1177-7							z yː	
1187-7							kʰ ɔ̃ː	
1189-7							ɲ i k	
52-7							kʰ uː	
1195-7							z iː	
1203-7							tʰ y k	
1211-7							j au	
329-7							r ɔˀ	
1217-7							m ə ŋ	
72-7							kʰ uː	
1218-7							tɕʰ i k	
1222-7							tɕʰ ɔː	
1229-7							dʑ ũ ŋ	
1238-7							d ũː ŋ	
1249-7							ɲ i	
1252-7							j uː	
1254-7							n ə	
1253-7							s øˀ m	
1257-7							k oː	
1263-7							dʑ ə	
1266-7							dʑ a k	
584-7							t u ŋ	
7-7							w aː	
1191-7							l a ŋ	
13-7							tɕʰ uː	
18-7							dʑ i	
33-7							n ə	
74-7							t a n	
81-7							s	
83-7							m i k	
89-7							tʰ ɔ ŋ	
90-7							j oː	
104-7							m ə	
123-7							tɕʰ ə	
122-7							h øˀ	
121-7							m au	
154-7							tɕʰ au	
159-7							s ə	
161-7							kʰ yː	
170-7							dʑ a t	
91-7							a	
181-7							n uː	
186-7							dʑ ə	
191-7							s ə	
211-7							b a ŋ	
210-7							kʰ ɔ̃ː	
217-7							k a	
221-7							ɲ yː	
233-7							t u	
246-7							t yː	
252-7							ts a n	
253-7							r a m	
261-7							b y	
262-7							j u	
281-7							ts a k	
287-7							l ə	
288-7							l uː	
292-7							s i	
297-7							kʰ ɔ k	
311-7							kʰ iː	
332-7							b uː	
342-7							y k	
358-7							j u ŋ	
366-7							ʨ ə	
378-7							tɕʰ ɔ̃	
382-7							m iː	
392-7							dʑ ɔ k	
397-7							b au	
437-7							h ɛ̃ˀ	
444-7							pʰ l a k	
465-7							tɕʰ i	
471-7							m ɔ ŋ	
477-7							d ə	
478-7							r au	
481-7							dʑ a p	
483-7							z ɛ n	
500-7							m i ŋ	
511-7							kʰ	
525-7							tɕʰ yː	
542-7							dʑ ɔ ŋ	
625-7							r u ŋ	
638-7							n u ŋ	
640-7							tɕʰ ɛ̃ː	
656-7							z ə	
657-7							d u ŋ	
659-7							d uː	
711-7							tɕʰ aː	
745-7							n ə	
818-7							tʰ ɛ k	
825-7							tʰ ə	
839-7							tɕʰ aː	
841-7							j aˀ	
894-7							b ɹ au	
932-7							s	
936-7							l ə	
943-7							pʰ a k	
965-7							d y ŋ	
981-7							d u	
1039-7							s ũ ŋ	
1044-7							a	
1076-7							kʰ oː	
1126-7							tʰ a t	
1131-7							pʰ uː	
1132-7							tɕʰ a p	
1166-7							d aː p	
1199-7							dz ũː ŋ	
1228-7							r a k	
1282-7							dʑ y	
1283-7							j au	
30-7							m ɔ̃ː	
48-7							j i	
59-7							m ɔ̃ː	
68-7							a	
69-7							h a ŋ	
78-7							l y ŋ	
77-7							z y k	
88-7							z i k	
100-7							z ɔ̃ː	
103-7							s u ŋ	
113-7							b a	
116-7							w m a k	
142-7							z ɛ k	
155-7							kʰ a ŋ	
10-7							a	
192-7							dʑ eː	
198-7							ʨʰ a m	
232-7							s	
247-7							s y n	
268-7							tsʰ yː	
282-7							s uː	
285-7							ʨʰ a m	
306-7							dʑ r yː	
315-7							l au	
318-7							j yː	
321-7							z a p	
352-7							t ɔ̃ ŋ	
367-7							r yː	
368-7							i k	
372-7							s u	
373-7							t ɔ ŋ	
439-7							j aː	
129-7							b yː	
390-7							tɕʰ ɔ̃ː	
399-7							h u ŋ	
406-7							l uː	
421-7							j a t	
826-7							m ə	
432-7							b ə	
436-7							ts iː	
438-7							m ə	
440-7							s aˀ	
476-7							z ø ŋ	
491-7							ɔ	
205-7							z yː	
513-7							s ə	
515-7							b au	
516-7							r øˀ p	
520-7							tʰ ɔ	
524-7							z eː m	
545-7							p aː	
566-7							kʰ a k	
151-7							l y ŋ	
572-7							l aː	
574-7							s ɛ̃ˀ	
579-7							tɕʰ eː	
583-7							kʰ yː	
587-7							ts u p	
597-7							z ə	
612-7							h eˀ	
622-7							t eˀ	
644-7							j u ŋ	
667-7							dʑ ə	
687-7							ɲ ə	
689-7							g ə	
690-7							ʨ a m	
733-7							t u ŋ	
738-7							tsʰ eˀ	
752-7							h ə	
1-8								g uː
5-8								n aː
4-8								tʰ ɛ k
6-8								n a ŋ
15-8								dʑ i
55-8								l ɔ
56-8								a
60-8								s aː
61-8								kʰ u ŋ
80-8								dʑ ɔ k
87-8								tɕʰ a
86-8								pʰ l u
92-8								pʰ l a
102-8								m ai
106-8								pʰ u k
108-8								d ɔi
107-8								b l au
112-8								pʰ ɔ m
115-8								s
114-8								t u m
120-8								d u
124-8								a
125-8								tʰ ɔ k
132-8								s ə
131-8								r i ŋ
136-8								b u
134-8								kʰ a k
137-8								a
138-8								d ɔ k
140-8								h uː
143-8								tɕʰ a k
145-8								kʰ ɔ̃ː
147-8								h aː
149-8								m i k
153-8								s
152-8								kʰ ɛ n
158-8								k i k
163-8								l i
164-8								ɲ iː
167-8								pʰ a ŋ
171-8								ɲ u ŋ
172-8								b u k
173-8								tʰ ɔi n
183-8								r aː
185-8								m uː
188-8								g u n
189-8								tɕ u n
193-8								h oː
196-8								m ɔ̃ː
199-8								s aː
200-8								kʰ a n
201-8								kʰ i
202-8								kʰ a
203-8								tʰ u ŋ
204-8								b iː
206-8								ɲ a m
117-8								b iː
146-8								kʰ eˀ
219-8								b u
218-8								tɕʰ aː
224-8								m ɔ̃ː
240-8								tɕʰ a k
244-8								j ɔ
255-8								t ɔ̃
260-8								b u
263-8								r au
269-8								dʑ ɛ ŋ
271-8								tʰ a k
209-8								kʰ eˀ
277-8								m a m
278-8								b u ŋ
135-8								d u
284-8								m iː
797-8								a
290-8								l ɔi
289-8								tɕ i t
296-8								n i
310-8								s i
319-8								i
325-8								r a
327-8								tʰ aː
331-8								k au
337-8								b ɛ n
338-8								ɲ i ŋ
339-8								ɔ̃ː
350-8								kʰ a
349-8								tʰ u ŋ
357-8								tɕʰ u
355-8								a
363-8								m a n
361-8								tʰ oː
365-8								s a ɹ
364-8								dʑ a t
375-8								r u k
379-8								s a t
380-8								kʰ a
396-8								j oː
400-8								m uː
405-8								d a ŋ
404-8								s ɔ m
409-8								r ɛ k
410-8								i k
415-8								b a
416-8								b a
101-8								ɲ u ŋ
37-8								kʰ uː
424-8								b aː
434-8								s ɛ n
445-8								b ə
446-8								s i
451-8								t u
457-8								n a m
456-8								b r uː
464-8								pʰ s ŋ
473-8								s i
474-8								a ŋ
479-8								s ɛ n
489-8								j a
490-8								h ɔ̃ː
494-8								s ə
503-8								g ə
502-8								z a ŋ
235-8								l u ŋ
519-8								l i
523-8								u k
527-8								kʰ ɛ ŋ
538-8								s
544-8								j a m
850-8								a
554-8								dʑ u
553-8								r u n
558-8								kʰ ɔ̃ː m
561-8								s
562-8								p a
564-8								j aː
567-8								m a
570-8								pʰ u
575-8								oː
582-8								l a
585-8								ɔ t
589-8								k ɔ m
593-8								d ɛ n
594-8								l u ŋ
595-8								tʰ ɔi ŋ
596-8								ɲ u k
598-8								z u
599-8								d ɛ̃ː m
602-8								z aː
603-8								l a p
606-8								s u m
605-8								b oː
620-8								l aː
637-8								pʰ a k
639-8								dʑ au
645-8								g u
646-8								r ɛ ŋ
168-8								h ɛ k
658-8								h a n
665-8								pʰ uː
668-8								b uː
677-8								t a ŋ
75-8								k u ŋ
678-8								h uː
682-8								m a n
493-8								z iː
693-8								s u
694-8								m uː
702-8								tɕ ɔ m
704-8								m uː
176-8								l uː
709-8								s
710-8								t eˀ
714-8								m a
718-8								kʰ
719-8								tɕʰ ɔ̃ː m
22-8								m iː
723-8								tɕ i n
726-8								dʑ ɛ ŋ
729-8								b ɔ
730-8								r aː
739-8								pʰ s i
740-8								b u
741-8								kʰ ɔ k
744-8								a
743-8								h ɔ n
746-8								pʰ u ŋ
748-8								tʰ u k
747-8								kʰ iː
749-8								kʰ ɛ n
751-8								t ɔ̃ː
762-8								m ɛ n
764-8								h ɛ n
765-8								dʑ i
788-8								l u m
615-8								l a k
803-8								s u
802-8								b a k
808-8								b a
809-8								tɕ i
819-8								d u k
821-8								s u
820-8								b a
828-8								s a k
827-8								p iː
835-8								n ɔ̃
308-8								r iː
844-8								z i p
848-8								m ə
705-8								l uː
613-8								ə
649-8								h ɛ k
876-8								tɕ ɔ̃ː
878-8								j u m
889-8								h ɔ̃ː m
898-8								n u k
902-8								h ɔ̃ː
910-8								ɛ n
916-8								l i
919-8								r aː
922-8								s i k
930-8								tɕʰ ɔ̃ː
933-8								k aː
939-8								r u k
947-8								p ɛ n
948-8								n u ŋ
963-8								z uː
967-8								kʰ u p
969-8								s
970-8								k u k
972-8								n ə
731-8								m iː
973-8								dʑ i n
974-8								n ɔ̃
979-8								dʑ ɔ̃ː n
182-8								kʰ iː
993-8								n u m
994-8								j iː
1001-8								s a
1002-8								d u
1005-8								tɕʰ iː
1009-8								kʰ oː
1022-8								s u
1021-8								j k
1043-8								j u ŋ
1049-8								t aː
1065-8								kʰ ɛ ŋ
1068-8								j au
1077-8								l u ŋ
1081-8								r ɔ̃ː
1084-8								h i ŋ
1092-8								m ai
1091-8								tɕʰ uː
1096-8								n ə
1097-8								g iː
1102-8								ɲ aː
1104-8								tʰ ɔi n
1108-8								tɕʰ a k
552-8								dʑ uː
1111-8								b l au
1116-8								s ɔ̃ː n
722-8								kʰ oː
1141-8								j ɔ ŋ
1147-8								b ə
1146-8								z au
1150-8								h a ŋ
1151-8								u m
1158-8								h a k
1159-8								pʰ ɔ̃ː
1164-8								tʰ a
1163-8								r uː
1167-8								s a ŋ
1171-8								l aː
1177-8								z iː
1187-8								kʰ ɔ̃ː
1189-8								ɲ i k
52-8								kʰ uː
1195-8								z i
1203-8								tʰ u k
1211-8								j au
329-8								r ɔ
1217-8								m ə ŋ
72-8								kʰ uː
1218-8								tɕʰ i k
1222-8								tɕʰ eː
1229-8								dʑ ɔ m
1238-8								d ɔ̃ː ŋ
1249-8								ɲ i
1252-8								j uː
1254-8								n i m
1253-8								s ɔ m
1257-8								k au
1263-8								dʑ ə
1266-8								dʑ a k
584-8								t u m
7-8								p aː
1191-8								l a ŋ
13-8								tɕʰ uː
18-8								dʑ i
74-8								t a n
81-8								s a ŋ
83-8								m i k
89-8								tʰ ɔ̃ː ŋ
90-8								z oː
104-8								m ə
123-8								tɕʰ u
122-8								kʰ eˀ
121-8								m a
154-8								tɕʰ au
159-8								s ə
161-8								tɕʰ i
91-8								a
181-8								n ɔi
186-8								dʑ u
191-8								s ə
211-8								b a ŋ
210-8								kʰ ɔ̃ː
221-8								n iː
233-8								t u
246-8								t iː
261-8								b u
262-8								iː
281-8								tɕ a k
287-8								l ɔi
288-8								l u
292-8								d i k
297-8								kʰ ɔ k
311-8								k i
332-8								b uː
342-8								ɔ k
366-8								k i
378-8								tɕʰ ɔ̃
392-8								dʑ ɔ k
437-8								h oː
444-8								pʰ l k
465-8								s i
471-8								m a ŋ
477-8								d u
478-8								r au
481-8								dʑ a p
483-8								z ɛ n
500-8								m i ŋ
511-8								kʰ
525-8								tɕʰ uː
542-8								dʑ ɔ ŋ
625-8								r u ŋ
640-8								s ɛ̃ː
656-8								z u
657-8								d u ŋ
659-8								d uː
711-8								tɕ au
745-8								n i m
825-8								tʰ ə
839-8								tɕ a
894-8								b ɹ au
932-8								s
936-8								l a
943-8								pʰ a k
965-8								d u ŋ
981-8								d u
1039-8								s ɔ ŋ
1044-8								u
1126-8								tʰ a t
1131-8								pʰ uː
1132-8								tɕʰ a p
1166-8								d aː p
1175-8								n u n
944-8								t u ŋ
1199-8								dʑ ɔ̃ː ŋ
1228-8								r a k
1256-8								tɕ u ŋ
30-8								m ɔ̃ː n
32-8								dʑ i
68-8								a
69-8								h a ŋ
78-8								l i k
77-8								z u k
103-8								s u ŋ
142-8								z ɛ k
10-8								a
192-8								dʑ eː
198-8								tɕ a m
232-8								s
247-8								s u n
282-8								s uː
306-8								dʑ r iː
321-8								z a t
367-8								l iː
368-8								i k
372-8								s u
373-8								t ɔ ŋ
439-8								j aː
129-8								b iː
390-8								kʰ ɔ̃ː
399-8								h u ŋ
406-8								l uː
421-8								j a t
826-8								m u
432-8								b u
438-8								m ə
440-8								s a k
476-8								dʑ ɔi
491-8								ɔ
205-8								z iː
513-8								s ə
515-8								b u
516-8								r ɔ p
520-8								tʰ u
524-8								z ɔ m
545-8								pʰ i
566-8								k ɛ k
151-8								l u ŋ
572-8								l aː
574-8								s ĩˀ
583-8								kʰ iː
609-8								tɕʰ i k
612-8								h eˀ
622-8								t eˀ
667-8								dʑ u
687-8								ɲ i ŋ
689-8								kʰ ə
690-8								tɕ a m
752-8								h a
755-8								n ə m
