index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
3	0.5000	4	0.6667	132																																													140	a	m	u	∅	j	o	-	A	M	Y	∅	J	U	_	7	4	7	∅	6	7	0	141	-	m	u	∅	-	-	-	_	M	Y	∅	_	_	_	0	4	7	∅	0	0	0																							142	i	m	u	∅	tʃ	i	-	I	M	Y	∅	T	I	_	7	4	7	∅	1	7	0	143	-	m	u	∅	-	u	-	_	M	Y	∅	_	Y	_	0	4	7	∅	0	7	0																																													144	i	m	-	∅	tʃ	i	ʔ	I	M	_	∅	T	I	H	7	4	0	∅	1	7	1
4	0.6667	3	0.5000	132																																													140	j	a	m	u	o	-	∅	J	A	M	Y	U	_	∅	6	7	4	7	7	0	∅	141	-	-	m	u	-	-	∅	_	_	M	Y	_	_	∅	0	0	4	7	0	0	∅																							142	tʃ	i	m	u	i	-	∅	T	I	M	Y	I	_	∅	1	7	4	7	7	0	∅	143	-	-	m	u	u	-	∅	_	_	M	Y	Y	_	∅	0	0	4	7	7	0	∅																																													144	tʃ	i	m	-	i	ʔ	∅	T	I	M	_	I	H	∅	1	7	4	0	7	1	∅
5	0.8333	2	0.3333	132																																													140	o	j	a	m	-	∅	∅	U	J	A	M	_	∅	∅	7	6	7	4	0	∅	∅	141	-	-	-	m	-	∅	∅	_	_	_	M	_	∅	∅	0	0	0	4	0	∅	∅																							142	i	tʃ	i	m	-	∅	∅	I	T	I	M	_	∅	∅	7	1	7	4	0	∅	∅	143	u	-	-	m	-	∅	∅	Y	_	_	M	_	∅	∅	7	0	0	4	0	∅	∅																																													144	i	tʃ	i	m	ʔ	∅	∅	I	T	I	M	H	∅	∅	7	1	7	4	1	∅	∅
6	1.0000	1	0.1667	132																																													140	-	o	j	a	∅	∅	∅	_	U	J	A	∅	∅	∅	0	7	6	7	∅	∅	∅	141	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							142	-	i	tʃ	i	∅	∅	∅	_	I	T	I	∅	∅	∅	0	7	1	7	∅	∅	∅	143	-	u	-	-	∅	∅	∅	_	Y	_	_	∅	∅	∅	0	7	0	0	∅	∅	∅																																													144	ʔ	i	tʃ	i	∅	∅	∅	H	I	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	137	145	tʃ	∅	∅	∅	a	k	a	T	∅	∅	∅	A	K	A	1	∅	∅	∅	7	1	7																																													146	tʃ	∅	∅	∅	a	k	a	T	∅	∅	∅	A	K	A	1	∅	∅	∅	7	1	7																																																																																																																																				
2	0.4000	4	0.8000	137	145	a	tʃ	∅	∅	k	a	w	A	T	∅	∅	K	A	W	7	1	∅	∅	1	7	6																																													146	a	tʃ	∅	∅	k	a	w	A	T	∅	∅	K	A	W	7	1	∅	∅	1	7	6																																																																																																																																				
3	0.6000	3	0.6000	137	145	k	a	tʃ	∅	a	w	∅	K	A	T	∅	A	W	∅	1	7	1	∅	7	6	∅																																													146	k	a	tʃ	∅	a	w	∅	K	A	T	∅	A	W	∅	1	7	1	∅	7	6	∅																																																																																																																																				
4	0.8000	2	0.4000	137	145	a	k	a	tʃ	w	∅	∅	A	K	A	T	W	∅	∅	7	1	7	1	6	∅	∅																																													146	a	k	a	tʃ	w	∅	∅	A	K	A	T	W	∅	∅	7	1	7	1	6	∅	∅																																																																																																																																				
5	1.0000	1	0.2000	137	145	w	a	k	a	∅	∅	∅	W	A	K	A	∅	∅	∅	6	7	1	7	∅	∅	∅																																													146	w	a	k	a	∅	∅	∅	W	A	K	A	∅	∅	∅	6	7	1	7	∅	∅	∅																																																																																																																																				
1	0.0833	12	1.0000	143																																													147	-	∅	∅	∅	a	i	k	_	∅	∅	∅	A	I	K	0	∅	∅	∅	7	7	1																																													148	h	∅	∅	∅	u	-	k	H	∅	∅	∅	Y	_	K	3	∅	∅	∅	7	0	1																																																																			149	-	∅	∅	∅	-	-	k	_	∅	∅	∅	_	_	K	0	∅	∅	∅	0	0	1
2	0.1667	11	0.9167	143																																													147	a	-	∅	∅	i	k	e	A	_	∅	∅	I	K	E	7	0	∅	∅	7	1	7																																													148	u	h	∅	∅	-	k	i	Y	H	∅	∅	_	K	I	7	3	∅	∅	0	1	7																																																																			149	-	-	∅	∅	-	k	a	_	_	∅	∅	_	K	A	0	0	∅	∅	0	1	7
3	0.2500	10	0.8333	143																																													147	i	a	-	∅	k	e	ɲ	I	A	_	∅	K	E	N	7	7	0	∅	1	7	4																																													148	-	u	h	∅	k	i	m	_	Y	H	∅	K	I	M	0	7	3	∅	1	7	4																																																																			149	-	-	-	∅	k	a	n	_	_	_	∅	K	A	N	0	0	0	∅	1	7	4
4	0.3333	9	0.7500	143																																													147	k	i	a	-	e	ɲ	e	K	I	A	_	E	N	E	1	7	7	0	7	4	7																																													148	k	-	u	h	i	m	i	K	_	Y	H	I	M	I	1	0	7	3	7	4	7																																																																			149	k	-	-	-	a	n	e	K	_	_	_	A	N	E	1	0	0	0	7	4	7
5	0.4167	8	0.6667	143																																													147	e	k	i	a	ɲ	e	m	E	K	I	A	N	E	M	7	1	7	7	4	7	4																																													148	i	k	-	u	m	i	n	I	K	_	Y	M	I	N	7	1	0	7	4	7	4																																																																			149	a	k	-	-	n	e	m	A	K	_	_	N	E	M	7	1	0	0	4	7	4
6	0.5000	7	0.5833	143																																													147	ɲ	e	k	i	e	m	i	N	E	K	I	E	M	I	4	7	1	7	7	4	7																																													148	m	i	k	-	i	n	i	M	I	K	_	I	N	I	4	7	1	0	7	4	7																																																																			149	n	a	k	-	e	m	i	N	A	K	_	E	M	I	4	7	1	0	7	4	7
7	0.5833	6	0.5000	143																																													147	e	ɲ	e	k	m	i	tʃ	E	N	E	K	M	I	T	7	4	7	1	4	7	1																																													148	i	m	i	k	n	i	tʃ	I	M	I	K	N	I	T	7	4	7	1	4	7	1																																																																			149	e	n	a	k	m	i	tʃ	E	N	A	K	M	I	T	7	4	7	1	4	7	1
8	0.6667	5	0.4167	143																																													147	m	e	ɲ	e	i	tʃ	e	M	E	N	E	I	T	E	4	7	4	7	7	1	7																																													148	n	i	m	i	i	tʃ	i	N	I	M	I	I	T	I	4	7	4	7	7	1	7																																																																			149	m	e	n	a	i	tʃ	i	M	E	N	A	I	T	I	4	7	4	7	7	1	7
9	0.7500	4	0.3333	143																																													147	i	m	e	ɲ	tʃ	e	-	I	M	E	N	T	E	_	7	4	7	4	1	7	0																																													148	i	n	i	m	tʃ	i	-	I	N	I	M	T	I	_	7	4	7	4	1	7	0																																																																			149	i	m	e	n	tʃ	i	ʔ	I	M	E	N	T	I	H	7	4	7	4	1	7	1
10	0.8333	3	0.2500	143																																													147	tʃ	i	m	e	e	-	∅	T	I	M	E	E	_	∅	1	7	4	7	7	0	∅																																													148	tʃ	i	n	i	i	-	∅	T	I	N	I	I	_	∅	1	7	4	7	7	0	∅																																																																			149	tʃ	i	m	e	i	ʔ	∅	T	I	M	E	I	H	∅	1	7	4	7	7	1	∅
11	0.9167	2	0.1667	143																																													147	e	tʃ	i	m	-	∅	∅	E	T	I	M	_	∅	∅	7	1	7	4	0	∅	∅																																													148	i	tʃ	i	n	-	∅	∅	I	T	I	N	_	∅	∅	7	1	7	4	0	∅	∅																																																																			149	i	tʃ	i	m	ʔ	∅	∅	I	T	I	M	H	∅	∅	7	1	7	4	1	∅	∅
12	1.0000	1	0.0833	143																																													147	-	e	tʃ	i	∅	∅	∅	_	E	T	I	∅	∅	∅	0	7	1	7	∅	∅	∅																																													148	-	i	tʃ	i	∅	∅	∅	_	I	T	I	∅	∅	∅	0	7	1	7	∅	∅	∅																																																																			149	ʔ	i	tʃ	i	∅	∅	∅	H	I	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅
1	0.2500	4	1.0000	153	150	-	∅	∅	∅	tʃ	a	k	_	∅	∅	∅	T	A	K	0	∅	∅	∅	1	7	1																																													151	-	∅	∅	∅	tʃ	a	k	_	∅	∅	∅	T	A	K	0	∅	∅	∅	1	7	1	152	i	∅	∅	∅	t	a	k	I	∅	∅	∅	T	A	K	7	∅	∅	∅	1	7	1																																																																			153	-	∅	∅	∅	ʃ	a	k	_	∅	∅	∅	S	A	K	0	∅	∅	∅	3	7	1	154	-	∅	∅	∅	tʃ	a	k	_	∅	∅	∅	T	A	K	0	∅	∅	∅	1	7	1
2	0.5000	3	0.7500	153	150	tʃ	-	∅	∅	a	k	∅	T	_	∅	∅	A	K	∅	1	0	∅	∅	7	1	∅																																													151	tʃ	-	∅	∅	a	k	∅	T	_	∅	∅	A	K	∅	1	0	∅	∅	7	1	∅	152	t	i	∅	∅	a	k	∅	T	I	∅	∅	A	K	∅	1	7	∅	∅	7	1	∅																																																																			153	ʃ	-	∅	∅	a	k	∅	S	_	∅	∅	A	K	∅	3	0	∅	∅	7	1	∅	154	tʃ	-	∅	∅	a	k	∅	T	_	∅	∅	A	K	∅	1	0	∅	∅	7	1	∅
3	0.7500	2	0.5000	153	150	a	tʃ	-	∅	k	∅	∅	A	T	_	∅	K	∅	∅	7	1	0	∅	1	∅	∅																																													151	a	tʃ	-	∅	k	∅	∅	A	T	_	∅	K	∅	∅	7	1	0	∅	1	∅	∅	152	a	t	i	∅	k	∅	∅	A	T	I	∅	K	∅	∅	7	1	7	∅	1	∅	∅																																																																			153	a	ʃ	-	∅	k	∅	∅	A	S	_	∅	K	∅	∅	7	3	0	∅	1	∅	∅	154	a	tʃ	-	∅	k	∅	∅	A	T	_	∅	K	∅	∅	7	1	0	∅	1	∅	∅
4	1.0000	1	0.2500	153	150	k	a	tʃ	-	∅	∅	∅	K	A	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅																																													151	k	a	tʃ	-	∅	∅	∅	K	A	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅	152	k	a	t	i	∅	∅	∅	K	A	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅																																																																			153	k	a	ʃ	-	∅	∅	∅	K	A	S	_	∅	∅	∅	1	7	3	0	∅	∅	∅	154	k	a	tʃ	-	∅	∅	∅	K	A	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅
1	0.1667	6	1.0000	155																																																																			155	-	∅	∅	∅	a	w	i	_	∅	∅	∅	A	W	I	0	∅	∅	∅	7	6	7	156	w	∅	∅	∅	o	r	a	W	∅	∅	∅	U	R	A	6	∅	∅	∅	7	5	7																																																																			157	-	∅	∅	∅	u	r	a	_	∅	∅	∅	Y	R	A	0	∅	∅	∅	7	5	7	158	w	∅	∅	∅	e	r	e	W	∅	∅	∅	E	R	E	6	∅	∅	∅	7	5	7
2	0.3333	5	0.8333	155																																																																			155	a	-	∅	∅	w	i	-	A	_	∅	∅	W	I	_	7	0	∅	∅	6	7	0	156	o	w	∅	∅	r	a	m	U	W	∅	∅	R	A	M	7	6	∅	∅	5	7	4																																																																			157	u	-	∅	∅	r	a	m	Y	_	∅	∅	R	A	M	7	0	∅	∅	5	7	4	158	e	w	∅	∅	r	e	m	E	W	∅	∅	R	E	M	7	6	∅	∅	5	7	4
3	0.5000	4	0.6667	155																																																																			155	w	a	-	∅	i	-	-	W	A	_	∅	I	_	_	6	7	0	∅	7	0	0	156	r	o	w	∅	a	m	-	R	U	W	∅	A	M	_	5	7	6	∅	7	4	0																																																																			157	r	u	-	∅	a	m	-	R	Y	_	∅	A	M	_	5	7	0	∅	7	4	0	158	r	e	w	∅	e	m	e	R	E	W	∅	E	M	E	5	7	6	∅	7	4	7
4	0.6667	3	0.5000	155																																																																			155	i	w	a	-	-	-	∅	I	W	A	_	_	_	∅	7	6	7	0	0	0	∅	156	a	r	o	w	m	-	∅	A	R	U	W	M	_	∅	7	5	7	6	4	0	∅																																																																			157	a	r	u	-	m	-	∅	A	R	Y	_	M	_	∅	7	5	7	0	4	0	∅	158	e	r	e	w	m	e	∅	E	R	E	W	M	E	∅	7	5	7	6	4	7	∅
5	0.8333	2	0.3333	155																																																																			155	-	i	w	a	-	∅	∅	_	I	W	A	_	∅	∅	0	7	6	7	0	∅	∅	156	m	a	r	o	-	∅	∅	M	A	R	U	_	∅	∅	4	7	5	7	0	∅	∅																																																																			157	m	a	r	u	-	∅	∅	M	A	R	Y	_	∅	∅	4	7	5	7	0	∅	∅	158	m	e	r	e	e	∅	∅	M	E	R	E	E	∅	∅	4	7	5	7	7	∅	∅
6	1.0000	1	0.1667	155																																																																			155	-	-	i	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅	156	-	m	a	r	∅	∅	∅	_	M	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅																																																																			157	-	m	a	r	∅	∅	∅	_	M	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅	158	e	m	e	r	∅	∅	∅	E	M	E	R	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.3333	3	1.0000	156	159	z	∅	∅	∅	a	k	∅	S	∅	∅	∅	A	K	∅	3	∅	∅	∅	7	1	∅																																													160	ʒ̟	∅	∅	∅	a	k	∅	S	∅	∅	∅	A	K	∅	3	∅	∅	∅	7	1	∅																																																																																																																																				
2	0.6667	2	0.6667	156	159	a	z	∅	∅	k	∅	∅	A	S	∅	∅	K	∅	∅	7	3	∅	∅	1	∅	∅																																													160	a	ʒ̟	∅	∅	k	∅	∅	A	S	∅	∅	K	∅	∅	7	3	∅	∅	1	∅	∅																																																																																																																																				
3	1.0000	1	0.3333	156	159	k	a	z	∅	∅	∅	∅	K	A	S	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																																													160	k	a	ʒ̟	∅	∅	∅	∅	K	A	S	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																																																																																																																																				
1	0.1429	7	1.0000	157	161	t	∅	∅	∅	-	a	s	T	∅	∅	∅	_	A	S	1	∅	∅	∅	0	7	3																																													162	t	∅	∅	∅	-	a	s	T	∅	∅	∅	_	A	S	1	∅	∅	∅	0	7	3	163	t	∅	∅	∅	-	a	r	T	∅	∅	∅	_	A	R	1	∅	∅	∅	0	7	5																																																																			164	t	∅	∅	∅	r	a	h	T	∅	∅	∅	R	A	H	1	∅	∅	∅	5	7	3	165	t	∅	∅	∅	-	a	t	T	∅	∅	∅	_	A	T	1	∅	∅	∅	0	7	1
2	0.2857	6	0.8571	157	161	-	t	∅	∅	a	s	a	_	T	∅	∅	A	S	A	0	1	∅	∅	7	3	7																																													162	-	t	∅	∅	a	s	a	_	T	∅	∅	A	S	A	0	1	∅	∅	7	3	7	163	-	t	∅	∅	a	r	i	_	T	∅	∅	A	R	I	0	1	∅	∅	7	5	7																																																																			164	r	t	∅	∅	a	h	u	R	T	∅	∅	A	H	Y	5	1	∅	∅	7	3	7	165	-	t	∅	∅	a	t	a	_	T	∅	∅	A	T	A	0	1	∅	∅	7	1	7
3	0.4286	5	0.7143	157	161	a	-	t	∅	s	a	m	A	_	T	∅	S	A	M	7	0	1	∅	3	7	4																																													162	a	-	t	∅	s	a	m	A	_	T	∅	S	A	M	7	0	1	∅	3	7	4	163	a	-	t	∅	r	i	m	A	_	T	∅	R	I	M	7	0	1	∅	5	7	4																																																																			164	a	r	t	∅	h	u	m	A	R	T	∅	H	Y	M	7	5	1	∅	3	7	4	165	a	-	t	∅	t	a	m	A	_	T	∅	T	A	M	7	0	1	∅	1	7	4
4	0.5714	4	0.5714	157	161	s	a	-	t	a	m	-	S	A	_	T	A	M	_	3	7	0	1	7	4	0																																													162	s	a	-	t	a	m	-	S	A	_	T	A	M	_	3	7	0	1	7	4	0	163	r	a	-	t	i	m	-	R	A	_	T	I	M	_	5	7	0	1	7	4	0																																																																			164	h	a	r	t	u	m	-	H	A	R	T	Y	M	_	3	7	5	1	7	4	0	165	t	a	-	t	a	m	ʔ	T	A	_	T	A	M	H	1	7	0	1	7	4	1
5	0.7143	3	0.4286	157	161	a	s	a	-	m	-	∅	A	S	A	_	M	_	∅	7	3	7	0	4	0	∅																																													162	a	s	a	-	m	-	∅	A	S	A	_	M	_	∅	7	3	7	0	4	0	∅	163	i	r	a	-	m	-	∅	I	R	A	_	M	_	∅	7	5	7	0	4	0	∅																																																																			164	u	h	a	r	m	-	∅	Y	H	A	R	M	_	∅	7	3	7	5	4	0	∅	165	a	t	a	-	m	ʔ	∅	A	T	A	_	M	H	∅	7	1	7	0	4	1	∅
6	0.8571	2	0.2857	157	161	m	a	s	a	-	∅	∅	M	A	S	A	_	∅	∅	4	7	3	7	0	∅	∅																																													162	m	a	s	a	-	∅	∅	M	A	S	A	_	∅	∅	4	7	3	7	0	∅	∅	163	m	i	r	a	-	∅	∅	M	I	R	A	_	∅	∅	4	7	5	7	0	∅	∅																																																																			164	m	u	h	a	-	∅	∅	M	Y	H	A	_	∅	∅	4	7	3	7	0	∅	∅	165	m	a	t	a	ʔ	∅	∅	M	A	T	A	H	∅	∅	4	7	1	7	1	∅	∅
7	1.0000	1	0.1429	157	161	-	m	a	s	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅																																													162	-	m	a	s	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅	163	-	m	i	r	∅	∅	∅	_	M	I	R	∅	∅	∅	0	4	7	5	∅	∅	∅																																																																			164	-	m	u	h	∅	∅	∅	_	M	Y	H	∅	∅	∅	0	4	7	3	∅	∅	∅	165	ʔ	m	a	t	∅	∅	∅	H	M	A	T	∅	∅	∅	1	4	7	1	∅	∅	∅
1	0.1429	7	1.0000	161	166	-	∅	∅	∅	-	r	a	_	∅	∅	∅	_	R	A	0	∅	∅	∅	0	5	7																																													167	-	∅	∅	∅	a	r	a	_	∅	∅	∅	A	R	A	0	∅	∅	∅	7	5	7	168	w	∅	∅	∅	o	r	a	W	∅	∅	∅	U	R	A	6	∅	∅	∅	7	5	7																																																																			169	w	∅	∅	∅	a	r	a	W	∅	∅	∅	A	R	A	6	∅	∅	∅	7	5	7																						
2	0.2857	6	0.8571	161	166	-	-	∅	∅	r	a	p	_	_	∅	∅	R	A	P	0	0	∅	∅	5	7	1																																													167	a	-	∅	∅	r	a	p	A	_	∅	∅	R	A	P	7	0	∅	∅	5	7	1	168	o	w	∅	∅	r	a	p	U	W	∅	∅	R	A	P	7	6	∅	∅	5	7	1																																																																			169	a	w	∅	∅	r	a	p	A	W	∅	∅	R	A	P	7	6	∅	∅	5	7	1																						
3	0.4286	5	0.7143	161	166	r	-	-	∅	a	p	a	R	_	_	∅	A	P	A	5	0	0	∅	7	1	7																																													167	r	a	-	∅	a	p	a	R	A	_	∅	A	P	A	5	7	0	∅	7	1	7	168	r	o	w	∅	a	p	a	R	U	W	∅	A	P	A	5	7	6	∅	7	1	7																																																																			169	r	a	w	∅	a	p	a	R	A	W	∅	A	P	A	5	7	6	∅	7	1	7																						
4	0.5714	4	0.5714	161	166	a	r	-	-	p	a	t	A	R	_	_	P	A	T	7	5	0	0	1	7	1																																													167	a	r	a	-	p	a	t	A	R	A	_	P	A	T	7	5	7	0	1	7	1	168	a	r	o	w	p	a	t	A	R	U	W	P	A	T	7	5	7	6	1	7	1																																																																			169	a	r	a	w	p	a	t	A	R	A	W	P	A	T	7	5	7	6	1	7	1																						
5	0.7143	3	0.4286	161	166	p	a	r	-	a	t	∅	P	A	R	_	A	T	∅	1	7	5	0	7	1	∅																																													167	p	a	r	a	a	t	∅	P	A	R	A	A	T	∅	1	7	5	7	7	1	∅	168	p	a	r	o	a	t	∅	P	A	R	U	A	T	∅	1	7	5	7	7	1	∅																																																																			169	p	a	r	a	a	t	∅	P	A	R	A	A	T	∅	1	7	5	7	7	1	∅																						
6	0.8571	2	0.2857	161	166	a	p	a	r	t	∅	∅	A	P	A	R	T	∅	∅	7	1	7	5	1	∅	∅																																													167	a	p	a	r	t	∅	∅	A	P	A	R	T	∅	∅	7	1	7	5	1	∅	∅	168	a	p	a	r	t	∅	∅	A	P	A	R	T	∅	∅	7	1	7	5	1	∅	∅																																																																			169	a	p	a	r	t	∅	∅	A	P	A	R	T	∅	∅	7	1	7	5	1	∅	∅																						
7	1.0000	1	0.1429	161	166	t	a	p	a	∅	∅	∅	T	A	P	A	∅	∅	∅	1	7	1	7	∅	∅	∅																																													167	t	a	p	a	∅	∅	∅	T	A	P	A	∅	∅	∅	1	7	1	7	∅	∅	∅	168	t	a	p	a	∅	∅	∅	T	A	P	A	∅	∅	∅	1	7	1	7	∅	∅	∅																																																																			169	t	a	p	a	∅	∅	∅	T	A	P	A	∅	∅	∅	1	7	1	7	∅	∅	∅																						
1	0.1250	8	1.0000	168																																													170	t	∅	∅	∅	i	o	a	T	∅	∅	∅	I	U	A	1	∅	∅	∅	7	7	7																																													171	t	∅	∅	∅	u	-	a	T	∅	∅	∅	Y	_	A	1	∅	∅	∅	7	0	7																																																																																								
2	0.2500	7	0.8750	168																																													170	i	t	∅	∅	o	a	k	I	T	∅	∅	U	A	K	7	1	∅	∅	7	7	1																																													171	u	t	∅	∅	-	a	-	Y	T	∅	∅	_	A	_	7	1	∅	∅	0	7	0																																																																																								
3	0.3750	6	0.7500	168																																													170	o	i	t	∅	a	k	k	U	I	T	∅	A	K	K	7	7	1	∅	7	1	1																																													171	-	u	t	∅	a	-	k	_	Y	T	∅	A	_	K	0	7	1	∅	7	0	1																																																																																								
4	0.5000	5	0.6250	168																																													170	a	o	i	t	k	k	o	A	U	I	T	K	K	U	7	7	7	1	1	1	7																																													171	a	-	u	t	-	k	u	A	_	Y	T	_	K	Y	7	0	7	1	0	1	7																																																																																								
5	0.6250	4	0.5000	168																																													170	k	a	o	i	k	o	-	K	A	U	I	K	U	_	1	7	7	7	1	7	0																																													171	-	a	-	u	k	u	n	_	A	_	Y	K	Y	N	0	7	0	7	1	7	4																																																																																								
6	0.7500	3	0.3750	168																																													170	k	k	a	o	o	-	∅	K	K	A	U	U	_	∅	1	1	7	7	7	0	∅																																													171	k	-	a	-	u	n	∅	K	_	A	_	Y	N	∅	1	0	7	0	7	4	∅																																																																																								
7	0.8750	2	0.2500	168																																													170	o	k	k	a	-	∅	∅	U	K	K	A	_	∅	∅	7	1	1	7	0	∅	∅																																													171	u	k	-	a	n	∅	∅	Y	K	_	A	N	∅	∅	7	1	0	7	4	∅	∅																																																																																								
8	1.0000	1	0.1250	168																																													170	-	o	k	k	∅	∅	∅	_	U	K	K	∅	∅	∅	0	7	1	1	∅	∅	∅																																													171	n	u	k	-	∅	∅	∅	N	Y	K	_	∅	∅	∅	4	7	1	0	∅	∅	∅																																																																																								
1	0.1429	7	1.0000	169																																																																																									172	t	∅	∅	∅	a	m	a	T	∅	∅	∅	A	M	A	1	∅	∅	∅	7	4	7																																																																																									173	-	∅	∅	∅	-	m	a	_	∅	∅	∅	_	M	A	0	∅	∅	∅	0	4	7
2	0.2857	6	0.8571	169																																																																																									172	a	t	∅	∅	m	a	n	A	T	∅	∅	M	A	N	7	1	∅	∅	4	7	4																																																																																									173	-	-	∅	∅	m	a	n	_	_	∅	∅	M	A	N	0	0	∅	∅	4	7	4
3	0.4286	5	0.7143	169																																																																																									172	m	a	t	∅	a	n	a	M	A	T	∅	A	N	A	4	7	1	∅	7	4	7																																																																																									173	m	-	-	∅	a	n	a	M	_	_	∅	A	N	A	4	0	0	∅	7	4	7
