index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
3	0.4286	5	0.7143	157	221	a	-	t	∅	s	a	m	A	_	T	∅	S	A	M	7	0	1	∅	3	7	4																																													222	a	-	t	∅	s	a	m	A	_	T	∅	S	A	M	7	0	1	∅	3	7	4	223	a	-	t	∅	r	i	m	A	_	T	∅	R	I	M	7	0	1	∅	5	7	4																																																																			224	a	r	t	∅	h	u	m	A	R	T	∅	H	Y	M	7	5	1	∅	3	7	4	225	a	-	t	∅	t	a	m	A	_	T	∅	T	A	M	7	0	1	∅	1	7	4
4	0.5714	4	0.5714	157	221	s	a	-	t	a	m	-	S	A	_	T	A	M	_	3	7	0	1	7	4	0																																													222	s	a	-	t	a	m	-	S	A	_	T	A	M	_	3	7	0	1	7	4	0	223	r	a	-	t	i	m	-	R	A	_	T	I	M	_	5	7	0	1	7	4	0																																																																			224	h	a	r	t	u	m	-	H	A	R	T	Y	M	_	3	7	5	1	7	4	0	225	t	a	-	t	a	m	ʔ	T	A	_	T	A	M	H	1	7	0	1	7	4	1
5	0.7143	3	0.4286	157	221	a	s	a	-	m	-	∅	A	S	A	_	M	_	∅	7	3	7	0	4	0	∅																																													222	a	s	a	-	m	-	∅	A	S	A	_	M	_	∅	7	3	7	0	4	0	∅	223	i	r	a	-	m	-	∅	I	R	A	_	M	_	∅	7	5	7	0	4	0	∅																																																																			224	u	h	a	r	m	-	∅	Y	H	A	R	M	_	∅	7	3	7	5	4	0	∅	225	a	t	a	-	m	ʔ	∅	A	T	A	_	M	H	∅	7	1	7	0	4	1	∅
6	0.8571	2	0.2857	157	221	m	a	s	a	-	∅	∅	M	A	S	A	_	∅	∅	4	7	3	7	0	∅	∅																																													222	m	a	s	a	-	∅	∅	M	A	S	A	_	∅	∅	4	7	3	7	0	∅	∅	223	m	i	r	a	-	∅	∅	M	I	R	A	_	∅	∅	4	7	5	7	0	∅	∅																																																																			224	m	u	h	a	-	∅	∅	M	Y	H	A	_	∅	∅	4	7	3	7	0	∅	∅	225	m	a	t	a	ʔ	∅	∅	M	A	T	A	H	∅	∅	4	7	1	7	1	∅	∅
7	1.0000	1	0.1429	157	221	-	m	a	s	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅																																													222	-	m	a	s	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅	223	-	m	i	r	∅	∅	∅	_	M	I	R	∅	∅	∅	0	4	7	5	∅	∅	∅																																																																			224	-	m	u	h	∅	∅	∅	_	M	Y	H	∅	∅	∅	0	4	7	3	∅	∅	∅	225	ʔ	m	a	t	∅	∅	∅	H	M	A	T	∅	∅	∅	1	4	7	1	∅	∅	∅
1	0.1429	7	1.0000	161	226	-	∅	∅	∅	-	r	a	_	∅	∅	∅	_	R	A	0	∅	∅	∅	0	5	7																																													227	-	∅	∅	∅	a	r	a	_	∅	∅	∅	A	R	A	0	∅	∅	∅	7	5	7	228	w	∅	∅	∅	o	r	a	W	∅	∅	∅	U	R	A	6	∅	∅	∅	7	5	7																																																																			229	w	∅	∅	∅	a	r	a	W	∅	∅	∅	A	R	A	6	∅	∅	∅	7	5	7																						
2	0.2857	6	0.8571	161	226	-	-	∅	∅	r	a	p	_	_	∅	∅	R	A	P	0	0	∅	∅	5	7	1																																													227	a	-	∅	∅	r	a	p	A	_	∅	∅	R	A	P	7	0	∅	∅	5	7	1	228	o	w	∅	∅	r	a	p	U	W	∅	∅	R	A	P	7	6	∅	∅	5	7	1																																																																			229	a	w	∅	∅	r	a	p	A	W	∅	∅	R	A	P	7	6	∅	∅	5	7	1																						
3	0.4286	5	0.7143	161	226	r	-	-	∅	a	p	a	R	_	_	∅	A	P	A	5	0	0	∅	7	1	7																																													227	r	a	-	∅	a	p	a	R	A	_	∅	A	P	A	5	7	0	∅	7	1	7	228	r	o	w	∅	a	p	a	R	U	W	∅	A	P	A	5	7	6	∅	7	1	7																																																																			229	r	a	w	∅	a	p	a	R	A	W	∅	A	P	A	5	7	6	∅	7	1	7																						
4	0.5714	4	0.5714	161	226	a	r	-	-	p	a	t	A	R	_	_	P	A	T	7	5	0	0	1	7	1																																													227	a	r	a	-	p	a	t	A	R	A	_	P	A	T	7	5	7	0	1	7	1	228	a	r	o	w	p	a	t	A	R	U	W	P	A	T	7	5	7	6	1	7	1																																																																			229	a	r	a	w	p	a	t	A	R	A	W	P	A	T	7	5	7	6	1	7	1																						
5	0.7143	3	0.4286	161	226	p	a	r	-	a	t	∅	P	A	R	_	A	T	∅	1	7	5	0	7	1	∅																																													227	p	a	r	a	a	t	∅	P	A	R	A	A	T	∅	1	7	5	7	7	1	∅	228	p	a	r	o	a	t	∅	P	A	R	U	A	T	∅	1	7	5	7	7	1	∅																																																																			229	p	a	r	a	a	t	∅	P	A	R	A	A	T	∅	1	7	5	7	7	1	∅																						
6	0.8571	2	0.2857	161	226	a	p	a	r	t	∅	∅	A	P	A	R	T	∅	∅	7	1	7	5	1	∅	∅																																													227	a	p	a	r	t	∅	∅	A	P	A	R	T	∅	∅	7	1	7	5	1	∅	∅	228	a	p	a	r	t	∅	∅	A	P	A	R	T	∅	∅	7	1	7	5	1	∅	∅																																																																			229	a	p	a	r	t	∅	∅	A	P	A	R	T	∅	∅	7	1	7	5	1	∅	∅																						
7	1.0000	1	0.1429	161	226	t	a	p	a	∅	∅	∅	T	A	P	A	∅	∅	∅	1	7	1	7	∅	∅	∅																																													227	t	a	p	a	∅	∅	∅	T	A	P	A	∅	∅	∅	1	7	1	7	∅	∅	∅	228	t	a	p	a	∅	∅	∅	T	A	P	A	∅	∅	∅	1	7	1	7	∅	∅	∅																																																																			229	t	a	p	a	∅	∅	∅	T	A	P	A	∅	∅	∅	1	7	1	7	∅	∅	∅																						
1	0.1250	8	1.0000	168																																													230	t	∅	∅	∅	i	o	a	T	∅	∅	∅	I	U	A	1	∅	∅	∅	7	7	7																																													231	t	∅	∅	∅	u	-	a	T	∅	∅	∅	Y	_	A	1	∅	∅	∅	7	0	7																																																																																								
2	0.2500	7	0.8750	168																																													230	i	t	∅	∅	o	a	k	I	T	∅	∅	U	A	K	7	1	∅	∅	7	7	1																																													231	u	t	∅	∅	-	a	-	Y	T	∅	∅	_	A	_	7	1	∅	∅	0	7	0																																																																																								
3	0.3750	6	0.7500	168																																													230	o	i	t	∅	a	k	k	U	I	T	∅	A	K	K	7	7	1	∅	7	1	1																																													231	-	u	t	∅	a	-	k	_	Y	T	∅	A	_	K	0	7	1	∅	7	0	1																																																																																								
4	0.5000	5	0.6250	168																																													230	a	o	i	t	k	k	o	A	U	I	T	K	K	U	7	7	7	1	1	1	7																																													231	a	-	u	t	-	k	u	A	_	Y	T	_	K	Y	7	0	7	1	0	1	7																																																																																								
5	0.6250	4	0.5000	168																																													230	k	a	o	i	k	o	-	K	A	U	I	K	U	_	1	7	7	7	1	7	0																																													231	-	a	-	u	k	u	n	_	A	_	Y	K	Y	N	0	7	0	7	1	7	4																																																																																								
6	0.7500	3	0.3750	168																																													230	k	k	a	o	o	-	∅	K	K	A	U	U	_	∅	1	1	7	7	7	0	∅																																													231	k	-	a	-	u	n	∅	K	_	A	_	Y	N	∅	1	0	7	0	7	4	∅																																																																																								
7	0.8750	2	0.2500	168																																													230	o	k	k	a	-	∅	∅	U	K	K	A	_	∅	∅	7	1	1	7	0	∅	∅																																													231	u	k	-	a	n	∅	∅	Y	K	_	A	N	∅	∅	7	1	0	7	4	∅	∅																																																																																								
8	1.0000	1	0.1250	168																																													230	-	o	k	k	∅	∅	∅	_	U	K	K	∅	∅	∅	0	7	1	1	∅	∅	∅																																													231	n	u	k	-	∅	∅	∅	N	Y	K	_	∅	∅	∅	4	7	1	0	∅	∅	∅																																																																																								
1	0.1429	7	1.0000	169																																																																																									232	t	∅	∅	∅	a	m	a	T	∅	∅	∅	A	M	A	1	∅	∅	∅	7	4	7																																																																																									233	-	∅	∅	∅	-	m	a	_	∅	∅	∅	_	M	A	0	∅	∅	∅	0	4	7
2	0.2857	6	0.8571	169																																																																																									232	a	t	∅	∅	m	a	n	A	T	∅	∅	M	A	N	7	1	∅	∅	4	7	4																																																																																									233	-	-	∅	∅	m	a	n	_	_	∅	∅	M	A	N	0	0	∅	∅	4	7	4
3	0.4286	5	0.7143	169																																																																																									232	m	a	t	∅	a	n	a	M	A	T	∅	A	N	A	4	7	1	∅	7	4	7																																																																																									233	m	-	-	∅	a	n	a	M	_	_	∅	A	N	A	4	0	0	∅	7	4	7
4	0.5714	4	0.5714	169																																																																																									232	a	m	a	t	n	a	ʔ	A	M	A	T	N	A	H	7	4	7	1	4	7	1																																																																																									233	a	m	-	-	n	a	ʔ	A	M	_	_	N	A	H	7	4	0	0	4	7	1
5	0.7143	3	0.4286	169																																																																																									232	n	a	m	a	a	ʔ	∅	N	A	M	A	A	H	∅	4	7	4	7	7	1	∅																																																																																									233	n	a	m	-	a	ʔ	∅	N	A	M	_	A	H	∅	4	7	4	0	7	1	∅
6	0.8571	2	0.2857	169																																																																																									232	a	n	a	m	ʔ	∅	∅	A	N	A	M	H	∅	∅	7	4	7	4	1	∅	∅																																																																																									233	a	n	a	m	ʔ	∅	∅	A	N	A	M	H	∅	∅	7	4	7	4	1	∅	∅
7	1.0000	1	0.1429	169																																																																																									232	ʔ	a	n	a	∅	∅	∅	H	A	N	A	∅	∅	∅	1	7	4	7	∅	∅	∅																																																																																									233	ʔ	a	n	a	∅	∅	∅	H	A	N	A	∅	∅	∅	1	7	4	7	∅	∅	∅
1	0.1429	7	1.0000	171																																																																			234	a	∅	∅	∅	-	-	r	A	∅	∅	∅	_	_	R	7	∅	∅	∅	0	0	5																																																																																									235	a	∅	∅	∅	ʃ	e	r	A	∅	∅	∅	S	E	R	7	∅	∅	∅	3	7	5																						
2	0.2857	6	0.8571	171																																																																			234	-	a	∅	∅	-	r	a	_	A	∅	∅	_	R	A	0	7	∅	∅	0	5	7																																																																																									235	ʃ	a	∅	∅	e	r	e	S	A	∅	∅	E	R	E	3	7	∅	∅	7	5	7																						
3	0.4286	5	0.7143	171																																																																			234	-	-	a	∅	r	a	m	_	_	A	∅	R	A	M	0	0	7	∅	5	7	4																																																																																									235	e	ʃ	a	∅	r	e	m	E	S	A	∅	R	E	M	7	3	7	∅	5	7	4																						
4	0.5714	4	0.5714	171																																																																			234	r	-	-	a	a	m	i	R	_	_	A	A	M	I	5	0	0	7	7	4	7																																																																																									235	r	e	ʃ	a	e	m	i	R	E	S	A	E	M	I	5	7	3	7	7	4	7																						
5	0.7143	3	0.4286	171																																																																			234	a	r	-	-	m	i	∅	A	R	_	_	M	I	∅	7	5	0	0	4	7	∅																																																																																									235	e	r	e	ʃ	m	i	∅	E	R	E	S	M	I	∅	7	5	7	3	4	7	∅																						
6	0.8571	2	0.2857	171																																																																			234	m	a	r	-	i	∅	∅	M	A	R	_	I	∅	∅	4	7	5	0	7	∅	∅																																																																																									235	m	e	r	e	i	∅	∅	M	E	R	E	I	∅	∅	4	7	5	7	7	∅	∅																						
7	1.0000	1	0.1429	171																																																																			234	i	m	a	r	∅	∅	∅	I	M	A	R	∅	∅	∅	7	4	7	5	∅	∅	∅																																																																																									235	i	m	e	r	∅	∅	∅	I	M	E	R	∅	∅	∅	7	4	7	5	∅	∅	∅																						
1	0.2000	5	1.0000	174	236	p	∅	∅	∅	u	r	u	P	∅	∅	∅	Y	R	Y	1	∅	∅	∅	7	5	7																																													237	p	∅	∅	∅	u	r	u	P	∅	∅	∅	Y	R	Y	1	∅	∅	∅	7	5	7	238	f	∅	∅	∅	-	r	i	B	∅	∅	∅	_	R	I	3	∅	∅	∅	0	5	7																																																																			239	h	∅	∅	∅	i	r	i	H	∅	∅	∅	I	R	I	3	∅	∅	∅	7	5	7	240	h	∅	∅	∅	y	r	y	H	∅	∅	∅	Y	R	Y	3	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	174	236	u	p	∅	∅	r	u	-	Y	P	∅	∅	R	Y	_	7	1	∅	∅	5	7	0																																													237	u	p	∅	∅	r	u	-	Y	P	∅	∅	R	Y	_	7	1	∅	∅	5	7	0	238	-	f	∅	∅	r	i	ʔ	_	B	∅	∅	R	I	H	0	3	∅	∅	5	7	1																																																																			239	i	h	∅	∅	r	i	-	I	H	∅	∅	R	I	_	7	3	∅	∅	5	7	0	240	y	h	∅	∅	r	y	-	Y	H	∅	∅	R	Y	_	7	3	∅	∅	5	7	0
3	0.6000	3	0.6000	174	236	r	u	p	∅	u	-	∅	R	Y	P	∅	Y	_	∅	5	7	1	∅	7	0	∅																																													237	r	u	p	∅	u	-	∅	R	Y	P	∅	Y	_	∅	5	7	1	∅	7	0	∅	238	r	-	f	∅	i	ʔ	∅	R	_	B	∅	I	H	∅	5	0	3	∅	7	1	∅																																																																			239	r	i	h	∅	i	-	∅	R	I	H	∅	I	_	∅	5	7	3	∅	7	0	∅	240	r	y	h	∅	y	-	∅	R	Y	H	∅	Y	_	∅	5	7	3	∅	7	0	∅
4	0.8000	2	0.4000	174	236	u	r	u	p	-	∅	∅	Y	R	Y	P	_	∅	∅	7	5	7	1	0	∅	∅																																													237	u	r	u	p	-	∅	∅	Y	R	Y	P	_	∅	∅	7	5	7	1	0	∅	∅	238	i	r	-	f	ʔ	∅	∅	I	R	_	B	H	∅	∅	7	5	0	3	1	∅	∅																																																																			239	i	r	i	h	-	∅	∅	I	R	I	H	_	∅	∅	7	5	7	3	0	∅	∅	240	y	r	y	h	-	∅	∅	Y	R	Y	H	_	∅	∅	7	5	7	3	0	∅	∅
5	1.0000	1	0.2000	174	236	-	u	r	u	∅	∅	∅	_	Y	R	Y	∅	∅	∅	0	7	5	7	∅	∅	∅																																													237	-	u	r	u	∅	∅	∅	_	Y	R	Y	∅	∅	∅	0	7	5	7	∅	∅	∅	238	ʔ	i	r	-	∅	∅	∅	H	I	R	_	∅	∅	∅	1	7	5	0	∅	∅	∅																																																																			239	-	i	r	i	∅	∅	∅	_	I	R	I	∅	∅	∅	0	7	5	7	∅	∅	∅	240	-	y	r	y	∅	∅	∅	_	Y	R	Y	∅	∅	∅	0	7	5	7	∅	∅	∅
1	0.2000	5	1.0000	177																																																																			241	t	∅	∅	∅	o	-	-	T	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	242	t	∅	∅	∅	o	ʔ	-	T	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0																																													243	t	∅	∅	∅	u	p	a	T	∅	∅	∅	Y	P	A	1	∅	∅	∅	7	1	7	244	t	∅	∅	∅	o	-	-	T	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	245	t	∅	∅	∅	o	ʔ	-	T	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0
2	0.4000	4	0.8000	177																																																																			241	o	t	∅	∅	-	-	n	U	T	∅	∅	_	_	N	7	1	∅	∅	0	0	4	242	o	t	∅	∅	ʔ	-	-	U	T	∅	∅	H	_	_	7	1	∅	∅	1	0	0																																													243	u	t	∅	∅	p	a	n	Y	T	∅	∅	P	A	N	7	1	∅	∅	1	7	4	244	o	t	∅	∅	-	-	-	U	T	∅	∅	_	_	_	7	1	∅	∅	0	0	0	245	o	t	∅	∅	ʔ	-	-	U	T	∅	∅	H	_	_	7	1	∅	∅	1	0	0
3	0.6000	3	0.6000	177																																																																			241	-	o	t	∅	-	n	∅	_	U	T	∅	_	N	∅	0	7	1	∅	0	4	∅	242	ʔ	o	t	∅	-	-	∅	H	U	T	∅	_	_	∅	1	7	1	∅	0	0	∅																																													243	p	u	t	∅	a	n	∅	P	Y	T	∅	A	N	∅	1	7	1	∅	7	4	∅	244	-	o	t	∅	-	-	∅	_	U	T	∅	_	_	∅	0	7	1	∅	0	0	∅	245	ʔ	o	t	∅	-	-	∅	H	U	T	∅	_	_	∅	1	7	1	∅	0	0	∅
4	0.8000	2	0.4000	177																																																																			241	-	-	o	t	n	∅	∅	_	_	U	T	N	∅	∅	0	0	7	1	4	∅	∅	242	-	ʔ	o	t	-	∅	∅	_	H	U	T	_	∅	∅	0	1	7	1	0	∅	∅																																													243	a	p	u	t	n	∅	∅	A	P	Y	T	N	∅	∅	7	1	7	1	4	∅	∅	244	-	-	o	t	-	∅	∅	_	_	U	T	_	∅	∅	0	0	7	1	0	∅	∅	245	-	ʔ	o	t	-	∅	∅	_	H	U	T	_	∅	∅	0	1	7	1	0	∅	∅
5	1.0000	1	0.2000	177																																																																			241	n	-	-	o	∅	∅	∅	N	_	_	U	∅	∅	∅	4	0	0	7	∅	∅	∅	242	-	-	ʔ	o	∅	∅	∅	_	_	H	U	∅	∅	∅	0	0	1	7	∅	∅	∅																																													243	n	a	p	u	∅	∅	∅	N	A	P	Y	∅	∅	∅	4	7	1	7	∅	∅	∅	244	-	-	-	o	∅	∅	∅	_	_	_	U	∅	∅	∅	0	0	0	7	∅	∅	∅	245	-	-	ʔ	o	∅	∅	∅	_	_	H	U	∅	∅	∅	0	0	1	7	∅	∅	∅
1	0.3333	3	1.0000	178	246	p	∅	∅	∅	a	p	∅	P	∅	∅	∅	A	P	∅	1	∅	∅	∅	7	1	∅																																																																			247	p	∅	∅	∅	a	k	∅	P	∅	∅	∅	A	K	∅	1	∅	∅	∅	7	1	∅																							248	p	∅	∅	∅	a	k	∅	P	∅	∅	∅	A	K	∅	1	∅	∅	∅	7	1	∅																																																																		
2	0.6667	2	0.6667	178	246	a	p	∅	∅	p	∅	∅	A	P	∅	∅	P	∅	∅	7	1	∅	∅	1	∅	∅																																																																			247	a	p	∅	∅	k	∅	∅	A	P	∅	∅	K	∅	∅	7	1	∅	∅	1	∅	∅																							248	a	p	∅	∅	k	∅	∅	A	P	∅	∅	K	∅	∅	7	1	∅	∅	1	∅	∅																																																																		
3	1.0000	1	0.3333	178	246	p	a	p	∅	∅	∅	∅	P	A	P	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																																																																			247	k	a	p	∅	∅	∅	∅	K	A	P	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																							248	k	a	p	∅	∅	∅	∅	K	A	P	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	180	249	w	∅	∅	∅	a	k	∅	W	∅	∅	∅	A	K	∅	6	∅	∅	∅	7	1	∅																																													250	w	∅	∅	∅	o	k	∅	W	∅	∅	∅	U	K	∅	6	∅	∅	∅	7	1	∅	251	w	∅	∅	∅	a	k	∅	W	∅	∅	∅	A	K	∅	6	∅	∅	∅	7	1	∅																																																																																									252	w	∅	∅	∅	a	k	∅	W	∅	∅	∅	A	K	∅	6	∅	∅	∅	7	1	∅
2	0.6667	2	0.6667	180	249	a	w	∅	∅	k	∅	∅	A	W	∅	∅	K	∅	∅	7	6	∅	∅	1	∅	∅																																													250	o	w	∅	∅	k	∅	∅	U	W	∅	∅	K	∅	∅	7	6	∅	∅	1	∅	∅	251	a	w	∅	∅	k	∅	∅	A	W	∅	∅	K	∅	∅	7	6	∅	∅	1	∅	∅																																																																																									252	a	w	∅	∅	k	∅	∅	A	W	∅	∅	K	∅	∅	7	6	∅	∅	1	∅	∅
3	1.0000	1	0.3333	180	249	k	a	w	∅	∅	∅	∅	K	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																																													250	k	o	w	∅	∅	∅	∅	K	U	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅	251	k	a	w	∅	∅	∅	∅	K	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																																																																																									252	k	a	w	∅	∅	∅	∅	K	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅
1	0.1429	7	1.0000	181																																																																																									253	p	∅	∅	∅	i	t	-	P	∅	∅	∅	I	T	_	1	∅	∅	∅	7	1	0	254	p	∅	∅	∅	i	tʃ	i	P	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7																																													255	p	∅	∅	∅	i	t	-	P	∅	∅	∅	I	T	_	1	∅	∅	∅	7	1	0	256	p	∅	∅	∅	i	t	-	P	∅	∅	∅	I	T	_	1	∅	∅	∅	7	1	0
2	0.2857	6	0.8571	181																																																																																									253	i	p	∅	∅	t	-	-	I	P	∅	∅	T	_	_	7	1	∅	∅	1	0	0	254	i	p	∅	∅	tʃ	i	r	I	P	∅	∅	T	I	R	7	1	∅	∅	1	7	5																																													255	i	p	∅	∅	t	-	-	I	P	∅	∅	T	_	_	7	1	∅	∅	1	0	0	256	i	p	∅	∅	t	-	-	I	P	∅	∅	T	_	_	7	1	∅	∅	1	0	0
3	0.4286	5	0.7143	181																																																																																									253	t	i	p	∅	-	-	-	T	I	P	∅	_	_	_	1	7	1	∅	0	0	0	254	tʃ	i	p	∅	i	r	a	T	I	P	∅	I	R	A	1	7	1	∅	7	5	7																																													255	t	i	p	∅	-	-	-	T	I	P	∅	_	_	_	1	7	1	∅	0	0	0	256	t	i	p	∅	-	-	-	T	I	P	∅	_	_	_	1	7	1	∅	0	0	0
4	0.5714	4	0.5714	181																																																																																									253	-	t	i	p	-	-	-	_	T	I	P	_	_	_	0	1	7	1	0	0	0	254	i	tʃ	i	p	r	a	m	I	T	I	P	R	A	M	7	1	7	1	5	7	4																																													255	-	t	i	p	-	-	-	_	T	I	P	_	_	_	0	1	7	1	0	0	0	256	-	t	i	p	-	-	-	_	T	I	P	_	_	_	0	1	7	1	0	0	0
5	0.7143	3	0.4286	181																																																																																									253	-	-	t	i	-	-	∅	_	_	T	I	_	_	∅	0	0	1	7	0	0	∅	254	r	i	tʃ	i	a	m	∅	R	I	T	I	A	M	∅	5	7	1	7	7	4	∅																																													255	-	-	t	i	-	-	∅	_	_	T	I	_	_	∅	0	0	1	7	0	0	∅	256	-	-	t	i	-	-	∅	_	_	T	I	_	_	∅	0	0	1	7	0	0	∅
6	0.8571	2	0.2857	181																																																																																									253	-	-	-	t	-	∅	∅	_	_	_	T	_	∅	∅	0	0	0	1	0	∅	∅	254	a	r	i	tʃ	m	∅	∅	A	R	I	T	M	∅	∅	7	5	7	1	4	∅	∅																																													255	-	-	-	t	-	∅	∅	_	_	_	T	_	∅	∅	0	0	0	1	0	∅	∅	256	-	-	-	t	-	∅	∅	_	_	_	T	_	∅	∅	0	0	0	1	0	∅	∅
7	1.0000	1	0.1429	181																																																																																									253	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	254	m	a	r	i	∅	∅	∅	M	A	R	I	∅	∅	∅	4	7	5	7	∅	∅	∅																																													255	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	256	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅
1	0.2000	5	1.0000	182	257	t	∅	∅	∅	u	k	-	T	∅	∅	∅	Y	K	_	1	∅	∅	∅	7	1	0																																																																			258	t	∅	∅	∅	i	k	i	T	∅	∅	∅	I	K	I	1	∅	∅	∅	7	1	7																																																																			259	k	∅	∅	∅	i	t	-	K	∅	∅	∅	I	T	_	1	∅	∅	∅	7	1	0	260	t	∅	∅	∅	i	k	i	T	∅	∅	∅	I	K	I	1	∅	∅	∅	7	1	7
