index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
9	0.7500	4	0.3333	148	365	-	n	a	-	-	-	-	_	N	A	_	_	_	_	0	4	7	0	0	0	0	366	a	n	a	-	s	i	-	A	N	A	_	S	I	_	7	4	7	0	3	7	0																							367	-	n	a	-	-	-	-	_	N	A	_	_	_	_	0	4	7	0	0	0	0	368	-	s	i	r	-	i	-	_	S	I	R	_	I	_	0	3	7	5	0	7	0																							369	-	n	a	-	-	a	-	_	N	A	_	_	A	_	0	4	7	0	0	7	0																							370	e	n	a	-	ʃ	i	ʔ	E	N	A	_	S	I	H	7	4	7	0	3	7	1	371	a	n	a	-	tʃ	i	ʔ	A	N	A	_	T	I	H	7	4	7	0	1	7	1
10	0.8333	3	0.2500	148	365	-	-	n	a	-	-	∅	_	_	N	A	_	_	∅	0	0	4	7	0	0	∅	366	s	a	n	a	i	-	∅	S	A	N	A	I	_	∅	3	7	4	7	7	0	∅																							367	-	-	n	a	-	-	∅	_	_	N	A	_	_	∅	0	0	4	7	0	0	∅	368	-	-	s	i	i	-	∅	_	_	S	I	I	_	∅	0	0	3	7	7	0	∅																							369	-	-	n	a	a	-	∅	_	_	N	A	A	_	∅	0	0	4	7	7	0	∅																							370	ʃ	e	n	a	i	ʔ	∅	S	E	N	A	I	H	∅	3	7	4	7	7	1	∅	371	tʃ	a	n	a	i	ʔ	∅	T	A	N	A	I	H	∅	1	7	4	7	7	1	∅
11	0.9167	2	0.1667	148	365	-	-	-	n	-	∅	∅	_	_	_	N	_	∅	∅	0	0	0	4	0	∅	∅	366	i	s	a	n	-	∅	∅	I	S	A	N	_	∅	∅	7	3	7	4	0	∅	∅																							367	-	-	-	n	-	∅	∅	_	_	_	N	_	∅	∅	0	0	0	4	0	∅	∅	368	i	-	-	s	-	∅	∅	I	_	_	S	_	∅	∅	7	0	0	3	0	∅	∅																							369	a	-	-	n	-	∅	∅	A	_	_	N	_	∅	∅	7	0	0	4	0	∅	∅																							370	i	ʃ	e	n	ʔ	∅	∅	I	S	E	N	H	∅	∅	7	3	7	4	1	∅	∅	371	i	tʃ	a	n	ʔ	∅	∅	I	T	A	N	H	∅	∅	7	1	7	4	1	∅	∅
12	1.0000	1	0.0833	148	365	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	366	-	i	s	a	∅	∅	∅	_	I	S	A	∅	∅	∅	0	7	3	7	∅	∅	∅																							367	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	368	-	i	-	-	∅	∅	∅	_	I	_	_	∅	∅	∅	0	7	0	0	∅	∅	∅																							369	-	a	-	-	∅	∅	∅	_	A	_	_	∅	∅	∅	0	7	0	0	∅	∅	∅																							370	ʔ	i	ʃ	e	∅	∅	∅	H	I	S	E	∅	∅	∅	1	7	3	7	∅	∅	∅	371	ʔ	i	tʃ	a	∅	∅	∅	H	I	T	A	∅	∅	∅	1	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	149	372	t	∅	∅	∅	o	k	-	T	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0																							373	-	∅	∅	∅	-	k	o	_	∅	∅	∅	_	K	U	0	∅	∅	∅	0	1	7	374	t	∅	∅	∅	o	k	-	T	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0	375	t	∅	∅	∅	o	k	-	T	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0																							376	t	∅	∅	∅	u	k	-	T	∅	∅	∅	Y	K	_	1	∅	∅	∅	7	1	0	377	t	∅	∅	∅	o	k	-	T	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0	378	t	∅	∅	∅	u	k	a	T	∅	∅	∅	Y	K	A	1	∅	∅	∅	7	1	7	379	t	∅	∅	∅	o	k	-	T	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0
2	0.4000	4	0.8000	149	372	o	t	∅	∅	k	-	-	U	T	∅	∅	K	_	_	7	1	∅	∅	1	0	0																							373	-	-	∅	∅	k	o	t	_	_	∅	∅	K	U	T	0	0	∅	∅	1	7	1	374	o	t	∅	∅	k	-	-	U	T	∅	∅	K	_	_	7	1	∅	∅	1	0	0	375	o	t	∅	∅	k	-	-	U	T	∅	∅	K	_	_	7	1	∅	∅	1	0	0																							376	u	t	∅	∅	k	-	-	Y	T	∅	∅	K	_	_	7	1	∅	∅	1	0	0	377	o	t	∅	∅	k	-	-	U	T	∅	∅	K	_	_	7	1	∅	∅	1	0	0	378	u	t	∅	∅	k	a	-	Y	T	∅	∅	K	A	_	7	1	∅	∅	1	7	0	379	o	t	∅	∅	k	-	-	U	T	∅	∅	K	_	_	7	1	∅	∅	1	0	0
3	0.6000	3	0.6000	149	372	k	o	t	∅	-	-	∅	K	U	T	∅	_	_	∅	1	7	1	∅	0	0	∅																							373	k	-	-	∅	o	t	∅	K	_	_	∅	U	T	∅	1	0	0	∅	7	1	∅	374	k	o	t	∅	-	-	∅	K	U	T	∅	_	_	∅	1	7	1	∅	0	0	∅	375	k	o	t	∅	-	-	∅	K	U	T	∅	_	_	∅	1	7	1	∅	0	0	∅																							376	k	u	t	∅	-	-	∅	K	Y	T	∅	_	_	∅	1	7	1	∅	0	0	∅	377	k	o	t	∅	-	-	∅	K	U	T	∅	_	_	∅	1	7	1	∅	0	0	∅	378	k	u	t	∅	a	-	∅	K	Y	T	∅	A	_	∅	1	7	1	∅	7	0	∅	379	k	o	t	∅	-	-	∅	K	U	T	∅	_	_	∅	1	7	1	∅	0	0	∅
4	0.8000	2	0.4000	149	372	-	k	o	t	-	∅	∅	_	K	U	T	_	∅	∅	0	1	7	1	0	∅	∅																							373	o	k	-	-	t	∅	∅	U	K	_	_	T	∅	∅	7	1	0	0	1	∅	∅	374	-	k	o	t	-	∅	∅	_	K	U	T	_	∅	∅	0	1	7	1	0	∅	∅	375	-	k	o	t	-	∅	∅	_	K	U	T	_	∅	∅	0	1	7	1	0	∅	∅																							376	-	k	u	t	-	∅	∅	_	K	Y	T	_	∅	∅	0	1	7	1	0	∅	∅	377	-	k	o	t	-	∅	∅	_	K	U	T	_	∅	∅	0	1	7	1	0	∅	∅	378	a	k	u	t	-	∅	∅	A	K	Y	T	_	∅	∅	7	1	7	1	0	∅	∅	379	-	k	o	t	-	∅	∅	_	K	U	T	_	∅	∅	0	1	7	1	0	∅	∅
5	1.0000	1	0.2000	149	372	-	-	k	o	∅	∅	∅	_	_	K	U	∅	∅	∅	0	0	1	7	∅	∅	∅																							373	t	o	k	-	∅	∅	∅	T	U	K	_	∅	∅	∅	1	7	1	0	∅	∅	∅	374	-	-	k	o	∅	∅	∅	_	_	K	U	∅	∅	∅	0	0	1	7	∅	∅	∅	375	-	-	k	o	∅	∅	∅	_	_	K	U	∅	∅	∅	0	0	1	7	∅	∅	∅																							376	-	-	k	u	∅	∅	∅	_	_	K	Y	∅	∅	∅	0	0	1	7	∅	∅	∅	377	-	-	k	o	∅	∅	∅	_	_	K	U	∅	∅	∅	0	0	1	7	∅	∅	∅	378	-	a	k	u	∅	∅	∅	_	A	K	Y	∅	∅	∅	0	7	1	7	∅	∅	∅	379	-	-	k	o	∅	∅	∅	_	_	K	U	∅	∅	∅	0	0	1	7	∅	∅	∅
1	0.2500	4	1.0000	151	380	k	∅	∅	∅	i	w	ʔ	K	∅	∅	∅	I	W	H	1	∅	∅	∅	7	6	1																																													381	k	∅	∅	∅	i	w	-	K	∅	∅	∅	I	W	_	1	∅	∅	∅	7	6	0	382	k	∅	∅	∅	i	w	-	K	∅	∅	∅	I	W	_	1	∅	∅	∅	7	6	0																							383	k	∅	∅	∅	i	w	-	K	∅	∅	∅	I	W	_	1	∅	∅	∅	7	6	0																							384	k	∅	∅	∅	i	w	-	K	∅	∅	∅	I	W	_	1	∅	∅	∅	7	6	0	385	k	∅	∅	∅	i	w	-	K	∅	∅	∅	I	W	_	1	∅	∅	∅	7	6	0
2	0.5000	3	0.7500	151	380	i	k	∅	∅	w	ʔ	∅	I	K	∅	∅	W	H	∅	7	1	∅	∅	6	1	∅																																													381	i	k	∅	∅	w	-	∅	I	K	∅	∅	W	_	∅	7	1	∅	∅	6	0	∅	382	i	k	∅	∅	w	-	∅	I	K	∅	∅	W	_	∅	7	1	∅	∅	6	0	∅																							383	i	k	∅	∅	w	-	∅	I	K	∅	∅	W	_	∅	7	1	∅	∅	6	0	∅																							384	i	k	∅	∅	w	-	∅	I	K	∅	∅	W	_	∅	7	1	∅	∅	6	0	∅	385	i	k	∅	∅	w	-	∅	I	K	∅	∅	W	_	∅	7	1	∅	∅	6	0	∅
3	0.7500	2	0.5000	151	380	w	i	k	∅	ʔ	∅	∅	W	I	K	∅	H	∅	∅	6	7	1	∅	1	∅	∅																																													381	w	i	k	∅	-	∅	∅	W	I	K	∅	_	∅	∅	6	7	1	∅	0	∅	∅	382	w	i	k	∅	-	∅	∅	W	I	K	∅	_	∅	∅	6	7	1	∅	0	∅	∅																							383	w	i	k	∅	-	∅	∅	W	I	K	∅	_	∅	∅	6	7	1	∅	0	∅	∅																							384	w	i	k	∅	-	∅	∅	W	I	K	∅	_	∅	∅	6	7	1	∅	0	∅	∅	385	w	i	k	∅	-	∅	∅	W	I	K	∅	_	∅	∅	6	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	151	380	ʔ	w	i	k	∅	∅	∅	H	W	I	K	∅	∅	∅	1	6	7	1	∅	∅	∅																																													381	-	w	i	k	∅	∅	∅	_	W	I	K	∅	∅	∅	0	6	7	1	∅	∅	∅	382	-	w	i	k	∅	∅	∅	_	W	I	K	∅	∅	∅	0	6	7	1	∅	∅	∅																							383	-	w	i	k	∅	∅	∅	_	W	I	K	∅	∅	∅	0	6	7	1	∅	∅	∅																							384	-	w	i	k	∅	∅	∅	_	W	I	K	∅	∅	∅	0	6	7	1	∅	∅	∅	385	-	w	i	k	∅	∅	∅	_	W	I	K	∅	∅	∅	0	6	7	1	∅	∅	∅
1	0.2500	4	1.0000	153	386	-	∅	∅	∅	tʃ	a	k	_	∅	∅	∅	T	A	K	0	∅	∅	∅	1	7	1																																													387	-	∅	∅	∅	tʃ	a	k	_	∅	∅	∅	T	A	K	0	∅	∅	∅	1	7	1	388	i	∅	∅	∅	t	a	k	I	∅	∅	∅	T	A	K	7	∅	∅	∅	1	7	1																																																																			389	-	∅	∅	∅	ʃ	a	k	_	∅	∅	∅	S	A	K	0	∅	∅	∅	3	7	1	390	-	∅	∅	∅	tʃ	a	k	_	∅	∅	∅	T	A	K	0	∅	∅	∅	1	7	1
2	0.5000	3	0.7500	153	386	tʃ	-	∅	∅	a	k	∅	T	_	∅	∅	A	K	∅	1	0	∅	∅	7	1	∅																																													387	tʃ	-	∅	∅	a	k	∅	T	_	∅	∅	A	K	∅	1	0	∅	∅	7	1	∅	388	t	i	∅	∅	a	k	∅	T	I	∅	∅	A	K	∅	1	7	∅	∅	7	1	∅																																																																			389	ʃ	-	∅	∅	a	k	∅	S	_	∅	∅	A	K	∅	3	0	∅	∅	7	1	∅	390	tʃ	-	∅	∅	a	k	∅	T	_	∅	∅	A	K	∅	1	0	∅	∅	7	1	∅
3	0.7500	2	0.5000	153	386	a	tʃ	-	∅	k	∅	∅	A	T	_	∅	K	∅	∅	7	1	0	∅	1	∅	∅																																													387	a	tʃ	-	∅	k	∅	∅	A	T	_	∅	K	∅	∅	7	1	0	∅	1	∅	∅	388	a	t	i	∅	k	∅	∅	A	T	I	∅	K	∅	∅	7	1	7	∅	1	∅	∅																																																																			389	a	ʃ	-	∅	k	∅	∅	A	S	_	∅	K	∅	∅	7	3	0	∅	1	∅	∅	390	a	tʃ	-	∅	k	∅	∅	A	T	_	∅	K	∅	∅	7	1	0	∅	1	∅	∅
4	1.0000	1	0.2500	153	386	k	a	tʃ	-	∅	∅	∅	K	A	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅																																													387	k	a	tʃ	-	∅	∅	∅	K	A	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅	388	k	a	t	i	∅	∅	∅	K	A	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅																																																																			389	k	a	ʃ	-	∅	∅	∅	K	A	S	_	∅	∅	∅	1	7	3	0	∅	∅	∅	390	k	a	tʃ	-	∅	∅	∅	K	A	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅
1	0.2500	4	1.0000	154	391	-	∅	∅	∅	w	e	ʔ	_	∅	∅	∅	W	E	H	0	∅	∅	∅	6	7	1	392	-	∅	∅	∅	w	e	-	_	∅	∅	∅	W	E	_	0	∅	∅	∅	6	7	0																							393	-	∅	∅	∅	w	e	-	_	∅	∅	∅	W	E	_	0	∅	∅	∅	6	7	0	394	y	∅	∅	∅	w	e	ʔ	Y	∅	∅	∅	W	E	H	7	∅	∅	∅	6	7	1																																																																			395	-	∅	∅	∅	w	e	-	_	∅	∅	∅	W	E	_	0	∅	∅	∅	6	7	0	396	-	∅	∅	∅	w	e	ʔ	_	∅	∅	∅	W	E	H	0	∅	∅	∅	6	7	1
2	0.5000	3	0.7500	154	391	w	-	∅	∅	e	ʔ	∅	W	_	∅	∅	E	H	∅	6	0	∅	∅	7	1	∅	392	w	-	∅	∅	e	-	∅	W	_	∅	∅	E	_	∅	6	0	∅	∅	7	0	∅																							393	w	-	∅	∅	e	-	∅	W	_	∅	∅	E	_	∅	6	0	∅	∅	7	0	∅	394	w	y	∅	∅	e	ʔ	∅	W	Y	∅	∅	E	H	∅	6	7	∅	∅	7	1	∅																																																																			395	w	-	∅	∅	e	-	∅	W	_	∅	∅	E	_	∅	6	0	∅	∅	7	0	∅	396	w	-	∅	∅	e	ʔ	∅	W	_	∅	∅	E	H	∅	6	0	∅	∅	7	1	∅
3	0.7500	2	0.5000	154	391	e	w	-	∅	ʔ	∅	∅	E	W	_	∅	H	∅	∅	7	6	0	∅	1	∅	∅	392	e	w	-	∅	-	∅	∅	E	W	_	∅	_	∅	∅	7	6	0	∅	0	∅	∅																							393	e	w	-	∅	-	∅	∅	E	W	_	∅	_	∅	∅	7	6	0	∅	0	∅	∅	394	e	w	y	∅	ʔ	∅	∅	E	W	Y	∅	H	∅	∅	7	6	7	∅	1	∅	∅																																																																			395	e	w	-	∅	-	∅	∅	E	W	_	∅	_	∅	∅	7	6	0	∅	0	∅	∅	396	e	w	-	∅	ʔ	∅	∅	E	W	_	∅	H	∅	∅	7	6	0	∅	1	∅	∅
4	1.0000	1	0.2500	154	391	ʔ	e	w	-	∅	∅	∅	H	E	W	_	∅	∅	∅	1	7	6	0	∅	∅	∅	392	-	e	w	-	∅	∅	∅	_	E	W	_	∅	∅	∅	0	7	6	0	∅	∅	∅																							393	-	e	w	-	∅	∅	∅	_	E	W	_	∅	∅	∅	0	7	6	0	∅	∅	∅	394	ʔ	e	w	y	∅	∅	∅	H	E	W	Y	∅	∅	∅	1	7	6	7	∅	∅	∅																																																																			395	-	e	w	-	∅	∅	∅	_	E	W	_	∅	∅	∅	0	7	6	0	∅	∅	∅	396	ʔ	e	w	-	∅	∅	∅	H	E	W	_	∅	∅	∅	1	7	6	0	∅	∅	∅
1	0.1667	6	1.0000	155																																																																			397	-	∅	∅	∅	a	w	i	_	∅	∅	∅	A	W	I	0	∅	∅	∅	7	6	7	398	w	∅	∅	∅	o	r	a	W	∅	∅	∅	U	R	A	6	∅	∅	∅	7	5	7																																																																			399	-	∅	∅	∅	u	r	a	_	∅	∅	∅	Y	R	A	0	∅	∅	∅	7	5	7	400	w	∅	∅	∅	e	r	e	W	∅	∅	∅	E	R	E	6	∅	∅	∅	7	5	7
2	0.3333	5	0.8333	155																																																																			397	a	-	∅	∅	w	i	-	A	_	∅	∅	W	I	_	7	0	∅	∅	6	7	0	398	o	w	∅	∅	r	a	m	U	W	∅	∅	R	A	M	7	6	∅	∅	5	7	4																																																																			399	u	-	∅	∅	r	a	m	Y	_	∅	∅	R	A	M	7	0	∅	∅	5	7	4	400	e	w	∅	∅	r	e	m	E	W	∅	∅	R	E	M	7	6	∅	∅	5	7	4
3	0.5000	4	0.6667	155																																																																			397	w	a	-	∅	i	-	-	W	A	_	∅	I	_	_	6	7	0	∅	7	0	0	398	r	o	w	∅	a	m	-	R	U	W	∅	A	M	_	5	7	6	∅	7	4	0																																																																			399	r	u	-	∅	a	m	-	R	Y	_	∅	A	M	_	5	7	0	∅	7	4	0	400	r	e	w	∅	e	m	e	R	E	W	∅	E	M	E	5	7	6	∅	7	4	7
4	0.6667	3	0.5000	155																																																																			397	i	w	a	-	-	-	∅	I	W	A	_	_	_	∅	7	6	7	0	0	0	∅	398	a	r	o	w	m	-	∅	A	R	U	W	M	_	∅	7	5	7	6	4	0	∅																																																																			399	a	r	u	-	m	-	∅	A	R	Y	_	M	_	∅	7	5	7	0	4	0	∅	400	e	r	e	w	m	e	∅	E	R	E	W	M	E	∅	7	5	7	6	4	7	∅
5	0.8333	2	0.3333	155																																																																			397	-	i	w	a	-	∅	∅	_	I	W	A	_	∅	∅	0	7	6	7	0	∅	∅	398	m	a	r	o	-	∅	∅	M	A	R	U	_	∅	∅	4	7	5	7	0	∅	∅																																																																			399	m	a	r	u	-	∅	∅	M	A	R	Y	_	∅	∅	4	7	5	7	0	∅	∅	400	m	e	r	e	e	∅	∅	M	E	R	E	E	∅	∅	4	7	5	7	7	∅	∅
6	1.0000	1	0.1667	155																																																																			397	-	-	i	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅	398	-	m	a	r	∅	∅	∅	_	M	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅																																																																			399	-	m	a	r	∅	∅	∅	_	M	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅	400	e	m	e	r	∅	∅	∅	E	M	E	R	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.3333	3	1.0000	156	401	z	∅	∅	∅	a	k	∅	S	∅	∅	∅	A	K	∅	3	∅	∅	∅	7	1	∅																																													402	ʒ̟	∅	∅	∅	a	k	∅	S	∅	∅	∅	A	K	∅	3	∅	∅	∅	7	1	∅																																																																																																																																				
2	0.6667	2	0.6667	156	401	a	z	∅	∅	k	∅	∅	A	S	∅	∅	K	∅	∅	7	3	∅	∅	1	∅	∅																																													402	a	ʒ̟	∅	∅	k	∅	∅	A	S	∅	∅	K	∅	∅	7	3	∅	∅	1	∅	∅																																																																																																																																				
3	1.0000	1	0.3333	156	401	k	a	z	∅	∅	∅	∅	K	A	S	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																																													402	k	a	ʒ̟	∅	∅	∅	∅	K	A	S	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																																																																																																																																				
1	0.1429	7	1.0000	157	403	t	∅	∅	∅	-	a	s	T	∅	∅	∅	_	A	S	1	∅	∅	∅	0	7	3																																													404	t	∅	∅	∅	-	a	s	T	∅	∅	∅	_	A	S	1	∅	∅	∅	0	7	3	405	t	∅	∅	∅	-	a	r	T	∅	∅	∅	_	A	R	1	∅	∅	∅	0	7	5																																																																			406	t	∅	∅	∅	r	a	h	T	∅	∅	∅	R	A	H	1	∅	∅	∅	5	7	3	407	t	∅	∅	∅	-	a	t	T	∅	∅	∅	_	A	T	1	∅	∅	∅	0	7	1
2	0.2857	6	0.8571	157	403	-	t	∅	∅	a	s	a	_	T	∅	∅	A	S	A	0	1	∅	∅	7	3	7																																													404	-	t	∅	∅	a	s	a	_	T	∅	∅	A	S	A	0	1	∅	∅	7	3	7	405	-	t	∅	∅	a	r	i	_	T	∅	∅	A	R	I	0	1	∅	∅	7	5	7																																																																			406	r	t	∅	∅	a	h	u	R	T	∅	∅	A	H	Y	5	1	∅	∅	7	3	7	407	-	t	∅	∅	a	t	a	_	T	∅	∅	A	T	A	0	1	∅	∅	7	1	7
3	0.4286	5	0.7143	157	403	a	-	t	∅	s	a	m	A	_	T	∅	S	A	M	7	0	1	∅	3	7	4																																													404	a	-	t	∅	s	a	m	A	_	T	∅	S	A	M	7	0	1	∅	3	7	4	405	a	-	t	∅	r	i	m	A	_	T	∅	R	I	M	7	0	1	∅	5	7	4																																																																			406	a	r	t	∅	h	u	m	A	R	T	∅	H	Y	M	7	5	1	∅	3	7	4	407	a	-	t	∅	t	a	m	A	_	T	∅	T	A	M	7	0	1	∅	1	7	4
4	0.5714	4	0.5714	157	403	s	a	-	t	a	m	-	S	A	_	T	A	M	_	3	7	0	1	7	4	0																																													404	s	a	-	t	a	m	-	S	A	_	T	A	M	_	3	7	0	1	7	4	0	405	r	a	-	t	i	m	-	R	A	_	T	I	M	_	5	7	0	1	7	4	0																																																																			406	h	a	r	t	u	m	-	H	A	R	T	Y	M	_	3	7	5	1	7	4	0	407	t	a	-	t	a	m	ʔ	T	A	_	T	A	M	H	1	7	0	1	7	4	1
5	0.7143	3	0.4286	157	403	a	s	a	-	m	-	∅	A	S	A	_	M	_	∅	7	3	7	0	4	0	∅																																													404	a	s	a	-	m	-	∅	A	S	A	_	M	_	∅	7	3	7	0	4	0	∅	405	i	r	a	-	m	-	∅	I	R	A	_	M	_	∅	7	5	7	0	4	0	∅																																																																			406	u	h	a	r	m	-	∅	Y	H	A	R	M	_	∅	7	3	7	5	4	0	∅	407	a	t	a	-	m	ʔ	∅	A	T	A	_	M	H	∅	7	1	7	0	4	1	∅
6	0.8571	2	0.2857	157	403	m	a	s	a	-	∅	∅	M	A	S	A	_	∅	∅	4	7	3	7	0	∅	∅																																													404	m	a	s	a	-	∅	∅	M	A	S	A	_	∅	∅	4	7	3	7	0	∅	∅	405	m	i	r	a	-	∅	∅	M	I	R	A	_	∅	∅	4	7	5	7	0	∅	∅																																																																			406	m	u	h	a	-	∅	∅	M	Y	H	A	_	∅	∅	4	7	3	7	0	∅	∅	407	m	a	t	a	ʔ	∅	∅	M	A	T	A	H	∅	∅	4	7	1	7	1	∅	∅
7	1.0000	1	0.1429	157	403	-	m	a	s	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅																																													404	-	m	a	s	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅	405	-	m	i	r	∅	∅	∅	_	M	I	R	∅	∅	∅	0	4	7	5	∅	∅	∅																																																																			406	-	m	u	h	∅	∅	∅	_	M	Y	H	∅	∅	∅	0	4	7	3	∅	∅	∅	407	ʔ	m	a	t	∅	∅	∅	H	M	A	T	∅	∅	∅	1	4	7	1	∅	∅	∅
