index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
3	0.7500	2	0.5000	644																							225	-	o	s	∅	-	∅	∅	_	U	S	∅	_	∅	∅	0	7	3	∅	0	∅	∅	226	z	u	k	∅	-	∅	∅	S	Y	K	∅	_	∅	∅	3	7	1	∅	0	∅	∅																							227	-	u	s	∅	e	∅	∅	_	Y	S	∅	E	∅	∅	0	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	644																							225	-	-	o	s	∅	∅	∅	_	_	U	S	∅	∅	∅	0	0	7	3	∅	∅	∅	226	-	z	u	k	∅	∅	∅	_	S	Y	K	∅	∅	∅	0	3	7	1	∅	∅	∅																							227	e	-	u	s	∅	∅	∅	E	_	Y	S	∅	∅	∅	7	0	7	3	∅	∅	∅
1	0.1667	6	1.0000	650	228	-	∅	∅	∅	c	i	e	_	∅	∅	∅	C	I	E	0	∅	∅	∅	1	7	7																							229	s	∅	∅	∅	j	ɛ	-	S	∅	∅	∅	J	E	_	3	∅	∅	∅	6	7	0																							230	-	∅	∅	∅	k	ae	-	_	∅	∅	∅	K	A	_	0	∅	∅	∅	1	7	0
2	0.3333	5	0.8333	650	228	c	-	∅	∅	i	e	ł	C	_	∅	∅	I	E	L	1	0	∅	∅	7	7	5																							229	j	s	∅	∅	ɛ	-	l	J	S	∅	∅	E	_	L	6	3	∅	∅	7	0	5																							230	k	-	∅	∅	ae	-	l	K	_	∅	∅	A	_	L	1	0	∅	∅	7	0	5
3	0.5000	4	0.6667	650	228	i	c	-	∅	e	ł	-	I	C	_	∅	E	L	_	7	1	0	∅	7	5	0																							229	ɛ	j	s	∅	-	l	-	E	J	S	∅	_	L	_	7	6	3	∅	0	5	0																							230	ae	k	-	∅	-	l	o	A	K	_	∅	_	L	U	7	1	0	∅	0	5	7
4	0.6667	3	0.5000	650	228	e	i	c	-	ł	-	∅	E	I	C	_	L	_	∅	7	7	1	0	5	0	∅																							229	-	ɛ	j	s	l	-	∅	_	E	J	S	L	_	∅	0	7	6	3	5	0	∅																							230	-	ae	k	-	l	o	∅	_	A	K	_	L	U	∅	0	7	1	0	5	7	∅
5	0.8333	2	0.3333	650	228	ł	e	i	c	-	∅	∅	L	E	I	C	_	∅	∅	5	7	7	1	0	∅	∅																							229	l	-	ɛ	j	-	∅	∅	L	_	E	J	_	∅	∅	5	0	7	6	0	∅	∅																							230	l	-	ae	k	o	∅	∅	L	_	A	K	U	∅	∅	5	0	7	1	7	∅	∅
6	1.0000	1	0.1667	650	228	-	ł	e	i	∅	∅	∅	_	L	E	I	∅	∅	∅	0	5	7	7	∅	∅	∅																							229	-	l	-	ɛ	∅	∅	∅	_	L	_	E	∅	∅	∅	0	5	0	7	∅	∅	∅																							230	o	l	-	ae	∅	∅	∅	U	L	_	A	∅	∅	∅	7	5	0	7	∅	∅	∅
1	0.1667	6	1.0000	656	231	ɟ	∅	∅	∅	a	r	p	C	∅	∅	∅	A	R	P	1	∅	∅	∅	7	5	1																							232	s	∅	∅	∅	ɛ	r	p	S	∅	∅	∅	E	R	P	3	∅	∅	∅	7	5	1																																												
2	0.3333	5	0.8333	656	231	a	ɟ	∅	∅	r	p	ə	A	C	∅	∅	R	P	E	7	1	∅	∅	5	1	7																							232	ɛ	s	∅	∅	r	p	ɑ̃	E	S	∅	∅	R	P	A	7	3	∅	∅	5	1	7																																												
3	0.5000	4	0.6667	656	231	r	a	ɟ	∅	p	ə	r	R	A	C	∅	P	E	R	5	7	1	∅	1	7	5																							232	r	ɛ	s	∅	p	ɑ̃	-	R	E	S	∅	P	A	_	5	7	3	∅	1	7	0																																												
4	0.6667	3	0.5000	656	231	p	r	a	ɟ	ə	r	∅	P	R	A	C	E	R	∅	1	5	7	1	7	5	∅																							232	p	r	ɛ	s	ɑ̃	-	∅	P	R	E	S	A	_	∅	1	5	7	3	7	0	∅																																												
5	0.8333	2	0.3333	656	231	ə	p	r	a	r	∅	∅	E	P	R	A	R	∅	∅	7	1	5	7	5	∅	∅																							232	ɑ̃	p	r	ɛ	-	∅	∅	A	P	R	E	_	∅	∅	7	1	5	7	0	∅	∅																																												
6	1.0000	1	0.1667	656	231	r	ə	p	r	∅	∅	∅	R	E	P	R	∅	∅	∅	5	7	1	5	∅	∅	∅																							232	-	ɑ̃	p	r	∅	∅	∅	_	A	P	R	∅	∅	∅	0	7	1	5	∅	∅	∅																																												
1	0.2500	4	1.0000	661																							233	w	∅	∅	∅	ə	n	-	W	∅	∅	∅	E	N	_	6	∅	∅	∅	7	4	0	234	-	∅	∅	∅	œ̃	-	-	_	∅	∅	∅	O	_	_	0	∅	∅	∅	7	0	0	235	-	∅	∅	∅	ai	n	-	_	∅	∅	∅	A	N	_	0	∅	∅	∅	7	4	0	236	-	∅	∅	∅	uː	n	o	_	∅	∅	∅	Y	N	U	0	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	661																							233	ə	w	∅	∅	n	-	∅	E	W	∅	∅	N	_	∅	7	6	∅	∅	4	0	∅	234	œ̃	-	∅	∅	-	-	∅	O	_	∅	∅	_	_	∅	7	0	∅	∅	0	0	∅	235	ai	-	∅	∅	n	-	∅	A	_	∅	∅	N	_	∅	7	0	∅	∅	4	0	∅	236	uː	-	∅	∅	n	o	∅	Y	_	∅	∅	N	U	∅	7	0	∅	∅	4	7	∅
3	0.7500	2	0.5000	661																							233	n	ə	w	∅	-	∅	∅	N	E	W	∅	_	∅	∅	4	7	6	∅	0	∅	∅	234	-	œ̃	-	∅	-	∅	∅	_	O	_	∅	_	∅	∅	0	7	0	∅	0	∅	∅	235	n	ai	-	∅	-	∅	∅	N	A	_	∅	_	∅	∅	4	7	0	∅	0	∅	∅	236	n	uː	-	∅	o	∅	∅	N	Y	_	∅	U	∅	∅	4	7	0	∅	7	∅	∅
4	1.0000	1	0.2500	661																							233	-	n	ə	w	∅	∅	∅	_	N	E	W	∅	∅	∅	0	4	7	6	∅	∅	∅	234	-	-	œ̃	-	∅	∅	∅	_	_	O	_	∅	∅	∅	0	0	7	0	∅	∅	∅	235	-	n	ai	-	∅	∅	∅	_	N	A	_	∅	∅	∅	0	4	7	0	∅	∅	∅	236	o	n	uː	-	∅	∅	∅	U	N	Y	_	∅	∅	∅	7	4	7	0	∅	∅	∅
1	0.3333	3	1.0000	666																							237	w	∅	∅	∅	ɑ	ʃ	∅	W	∅	∅	∅	A	S	∅	6	∅	∅	∅	7	3	∅																							238	v	∅	∅	∅	a	ʃ	∅	B	∅	∅	∅	A	S	∅	3	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	666																							237	ɑ	w	∅	∅	ʃ	∅	∅	A	W	∅	∅	S	∅	∅	7	6	∅	∅	3	∅	∅																							238	a	v	∅	∅	ʃ	∅	∅	A	B	∅	∅	S	∅	∅	7	3	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	666																							237	ʃ	ɑ	w	∅	∅	∅	∅	S	A	W	∅	∅	∅	∅	3	7	6	∅	∅	∅	∅																							238	ʃ	a	v	∅	∅	∅	∅	S	A	B	∅	∅	∅	∅	3	7	3	∅	∅	∅	∅																						
1	0.2500	4	1.0000	667	239	l	∅	∅	∅	a	-	-	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0																							240	l	∅	∅	∅	a	v	e	L	∅	∅	∅	A	B	E	5	∅	∅	∅	7	3	7																							241	l	∅	∅	∅	a	w	aː	L	∅	∅	∅	A	W	A	5	∅	∅	∅	7	6	7
2	0.5000	3	0.7500	667	239	a	l	∅	∅	-	-	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							240	a	l	∅	∅	v	e	∅	A	L	∅	∅	B	E	∅	7	5	∅	∅	3	7	∅																							241	a	l	∅	∅	w	aː	∅	A	L	∅	∅	W	A	∅	7	5	∅	∅	6	7	∅
3	0.7500	2	0.5000	667	239	-	a	l	∅	-	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							240	v	a	l	∅	e	∅	∅	B	A	L	∅	E	∅	∅	3	7	5	∅	7	∅	∅																							241	w	a	l	∅	aː	∅	∅	W	A	L	∅	A	∅	∅	6	7	5	∅	7	∅	∅
4	1.0000	1	0.2500	667	239	-	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							240	e	v	a	l	∅	∅	∅	E	B	A	L	∅	∅	∅	7	3	7	5	∅	∅	∅																							241	aː	w	a	l	∅	∅	∅	A	W	A	L	∅	∅	∅	7	6	7	5	∅	∅	∅
1	0.1667	6	1.0000	671																							242	-	∅	∅	∅	r	-	ai	_	∅	∅	∅	R	_	A	0	∅	∅	∅	5	0	7	243	d	∅	∅	∅	r	w	a	T	∅	∅	∅	R	W	A	1	∅	∅	∅	5	6	7	244	-	∅	∅	∅	r	-	e	_	∅	∅	∅	R	_	E	0	∅	∅	∅	5	0	7																						
2	0.3333	5	0.8333	671																							242	r	-	∅	∅	-	ai	-	R	_	∅	∅	_	A	_	5	0	∅	∅	0	7	0	243	r	d	∅	∅	w	a	-	R	T	∅	∅	W	A	_	5	1	∅	∅	6	7	0	244	r	-	∅	∅	-	e	x	R	_	∅	∅	_	E	G	5	0	∅	∅	0	7	3																						
3	0.5000	4	0.6667	671																							242	-	r	-	∅	ai	-	t	_	R	_	∅	A	_	T	0	5	0	∅	7	0	1	243	w	r	d	∅	a	-	t	W	R	T	∅	A	_	T	6	5	1	∅	7	0	1	244	-	r	-	∅	e	x	t	_	R	_	∅	E	G	T	0	5	0	∅	7	3	1																						
4	0.6667	3	0.5000	671																							242	ai	-	r	-	-	t	∅	A	_	R	_	_	T	∅	7	0	5	0	0	1	∅	243	a	w	r	d	-	t	∅	A	W	R	T	_	T	∅	7	6	5	1	0	1	∅	244	e	-	r	-	x	t	∅	E	_	R	_	G	T	∅	7	0	5	0	3	1	∅																						
5	0.8333	2	0.3333	671																							242	-	ai	-	r	t	∅	∅	_	A	_	R	T	∅	∅	0	7	0	5	1	∅	∅	243	-	a	w	r	t	∅	∅	_	A	W	R	T	∅	∅	0	7	6	5	1	∅	∅	244	x	e	-	r	t	∅	∅	G	E	_	R	T	∅	∅	3	7	0	5	1	∅	∅																						
6	1.0000	1	0.1667	671																							242	t	-	ai	-	∅	∅	∅	T	_	A	_	∅	∅	∅	1	0	7	0	∅	∅	∅	243	t	-	a	w	∅	∅	∅	T	_	A	W	∅	∅	∅	1	0	7	6	∅	∅	∅	244	t	x	e	-	∅	∅	∅	T	G	E	_	∅	∅	∅	1	3	7	0	∅	∅	∅																						
1	0.1250	8	1.0000	673	245	d	∅	∅	∅	j	a	-	T	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0																																																																			246	d	∅	∅	∅	-	e	k	T	∅	∅	∅	_	E	K	1	∅	∅	∅	0	7	1
2	0.2500	7	0.8750	673	245	j	d	∅	∅	a	-	θ	J	T	∅	∅	A	_	D	6	1	∅	∅	7	0	3																																																																			246	-	d	∅	∅	e	k	s	_	T	∅	∅	E	K	S	0	1	∅	∅	7	1	3
3	0.3750	6	0.7500	673	245	a	j	d	∅	-	θ	t	A	J	T	∅	_	D	T	7	6	1	∅	0	3	1																																																																			246	e	-	d	∅	k	s	t	E	_	T	∅	K	S	T	7	0	1	∅	1	3	1
4	0.5000	5	0.6250	673	245	-	a	j	d	θ	t	-	_	A	J	T	D	T	_	0	7	6	1	3	1	0																																																																			246	k	e	-	d	s	t	e	K	E	_	T	S	T	E	1	7	0	1	3	1	7
5	0.6250	4	0.5000	673	245	θ	-	a	j	t	-	-	D	_	A	J	T	_	_	3	0	7	6	1	0	0																																																																			246	s	k	e	-	t	e	r	S	K	E	_	T	E	R	3	1	7	0	1	7	5
6	0.7500	3	0.3750	673	245	t	θ	-	a	-	-	∅	T	D	_	A	_	_	∅	1	3	0	7	0	0	∅																																																																			246	t	s	k	e	e	r	∅	T	S	K	E	E	R	∅	1	3	1	7	7	5	∅
7	0.8750	2	0.2500	673	245	-	t	θ	-	-	∅	∅	_	T	D	_	_	∅	∅	0	1	3	0	0	∅	∅																																																																			246	e	t	s	k	r	∅	∅	E	T	S	K	R	∅	∅	7	1	3	1	5	∅	∅
8	1.0000	1	0.1250	673	245	-	-	t	θ	∅	∅	∅	_	_	T	D	∅	∅	∅	0	0	1	3	∅	∅	∅																																																																			246	r	e	t	s	∅	∅	∅	R	E	T	S	∅	∅	∅	5	7	1	3	∅	∅	∅
1	0.3333	3	1.0000	676																							247	l	∅	∅	∅	a	f	∅	L	∅	∅	∅	A	B	∅	5	∅	∅	∅	7	3	∅																							248	l	∅	∅	∅	a	x	∅	L	∅	∅	∅	A	G	∅	5	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	676																							247	a	l	∅	∅	f	∅	∅	A	L	∅	∅	B	∅	∅	7	5	∅	∅	3	∅	∅																							248	a	l	∅	∅	x	∅	∅	A	L	∅	∅	G	∅	∅	7	5	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	676																							247	f	a	l	∅	∅	∅	∅	B	A	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																							248	x	a	l	∅	∅	∅	∅	G	A	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																						
1	0.2500	4	1.0000	677																																													249	r	∅	∅	∅	i	-	-	R	∅	∅	∅	I	_	_	5	∅	∅	∅	7	0	0																							250	r	∅	∅	∅	iː	d	eː	R	∅	∅	∅	I	T	E	5	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	677																																													249	i	r	∅	∅	-	-	∅	I	R	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							250	iː	r	∅	∅	d	eː	∅	I	R	∅	∅	T	E	∅	7	5	∅	∅	1	7	∅
3	0.7500	2	0.5000	677																																													249	-	i	r	∅	-	∅	∅	_	I	R	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							250	d	iː	r	∅	eː	∅	∅	T	I	R	∅	E	∅	∅	1	7	5	∅	7	∅	∅
4	1.0000	1	0.2500	677																																													249	-	-	i	r	∅	∅	∅	_	_	I	R	∅	∅	∅	0	0	7	5	∅	∅	∅																							250	eː	d	iː	r	∅	∅	∅	E	T	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.3333	3	1.0000	682																							251	s	∅	∅	∅	ɪ	ŋ	∅	S	∅	∅	∅	I	N	∅	3	∅	∅	∅	7	4	∅																							252	z	∅	∅	∅	i	ŋ	∅	S	∅	∅	∅	I	N	∅	3	∅	∅	∅	7	4	∅																						
2	0.6667	2	0.6667	682																							251	ɪ	s	∅	∅	ŋ	∅	∅	I	S	∅	∅	N	∅	∅	7	3	∅	∅	4	∅	∅																							252	i	z	∅	∅	ŋ	∅	∅	I	S	∅	∅	N	∅	∅	7	3	∅	∅	4	∅	∅																						
3	1.0000	1	0.3333	682																							251	ŋ	ɪ	s	∅	∅	∅	∅	N	I	S	∅	∅	∅	∅	4	7	3	∅	∅	∅	∅																							252	ŋ	i	z	∅	∅	∅	∅	N	I	S	∅	∅	∅	∅	4	7	3	∅	∅	∅	∅																						
1	0.1667	6	1.0000	683	253	k	∅	∅	∅	ə	n	-	K	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																							254	ʃ	∅	∅	∅	ɑ̃	-	-	S	∅	∅	∅	A	_	_	3	∅	∅	∅	7	0	0																							255	k	∅	∅	∅	a	n	i	K	∅	∅	∅	A	N	I	1	∅	∅	∅	7	4	7
2	0.3333	5	0.8333	683	253	ə	k	∅	∅	n	-	d	E	K	∅	∅	N	_	T	7	1	∅	∅	4	0	1																							254	ɑ̃	ʃ	∅	∅	-	-	t	A	S	∅	∅	_	_	T	7	3	∅	∅	0	0	1																							255	a	k	∅	∅	n	i	t	A	K	∅	∅	N	I	T	7	1	∅	∅	4	7	1
3	0.5000	4	0.6667	683	253	n	ə	k	∅	-	d	o	N	E	K	∅	_	T	U	4	7	1	∅	0	1	7																							254	-	ɑ̃	ʃ	∅	-	t	e	_	A	S	∅	_	T	E	0	7	3	∅	0	1	7																							255	n	a	k	∅	i	t	-	N	A	K	∅	I	T	_	4	7	1	∅	7	1	0
4	0.6667	3	0.5000	683	253	-	n	ə	k	d	o	∅	_	N	E	K	T	U	∅	0	4	7	1	1	7	∅																							254	-	-	ɑ̃	ʃ	t	e	∅	_	_	A	S	T	E	∅	0	0	7	3	1	7	∅																							255	i	n	a	k	t	-	∅	I	N	A	K	T	_	∅	7	4	7	1	1	0	∅
5	0.8333	2	0.3333	683	253	d	-	n	ə	o	∅	∅	T	_	N	E	U	∅	∅	1	0	4	7	7	∅	∅																							254	t	-	-	ɑ̃	e	∅	∅	T	_	_	A	E	∅	∅	1	0	0	7	7	∅	∅																							255	t	i	n	a	-	∅	∅	T	I	N	A	_	∅	∅	1	7	4	7	0	∅	∅
6	1.0000	1	0.1667	683	253	o	d	-	n	∅	∅	∅	U	T	_	N	∅	∅	∅	7	1	0	4	∅	∅	∅																							254	e	t	-	-	∅	∅	∅	E	T	_	_	∅	∅	∅	7	1	0	0	∅	∅	∅																							255	-	t	i	n	∅	∅	∅	_	T	I	N	∅	∅	∅	0	1	7	4	∅	∅	∅
1	0.3333	3	1.0000	687																							256	θ	∅	∅	∅	ɪ	k	∅	D	∅	∅	∅	I	K	∅	3	∅	∅	∅	7	1	∅																							257	d	∅	∅	∅	i	k	∅	T	∅	∅	∅	I	K	∅	1	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	687																							256	ɪ	θ	∅	∅	k	∅	∅	I	D	∅	∅	K	∅	∅	7	3	∅	∅	1	∅	∅																							257	i	d	∅	∅	k	∅	∅	I	T	∅	∅	K	∅	∅	7	1	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	687																							256	k	ɪ	θ	∅	∅	∅	∅	K	I	D	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																							257	k	i	d	∅	∅	∅	∅	K	I	T	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																						
1	0.2000	5	1.0000	695																																													258	n	∅	∅	∅	-	ɥ	a	N	∅	∅	∅	_	J	A	4	∅	∅	∅	0	6	7																							259	n	∅	∅	∅	uː	b	eː	N	∅	∅	∅	Y	P	E	4	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	695																																													258	-	n	∅	∅	ɥ	a	ʒ	_	N	∅	∅	J	A	S	0	4	∅	∅	6	7	3																							259	uː	n	∅	∅	b	eː	-	Y	N	∅	∅	P	E	_	7	4	∅	∅	1	7	0
3	0.6000	3	0.6000	695																																													258	ɥ	-	n	∅	a	ʒ	∅	J	_	N	∅	A	S	∅	6	0	4	∅	7	3	∅																							259	b	uː	n	∅	eː	-	∅	P	Y	N	∅	E	_	∅	1	7	4	∅	7	0	∅
4	0.8000	2	0.4000	695																																													258	a	ɥ	-	n	ʒ	∅	∅	A	J	_	N	S	∅	∅	7	6	0	4	3	∅	∅																							259	eː	b	uː	n	-	∅	∅	E	P	Y	N	_	∅	∅	7	1	7	4	0	∅	∅
5	1.0000	1	0.2000	695																																													258	ʒ	a	ɥ	-	∅	∅	∅	S	A	J	_	∅	∅	∅	3	7	6	0	∅	∅	∅																							259	-	eː	b	uː	∅	∅	∅	_	E	P	Y	∅	∅	∅	0	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	701																							260	r	∅	∅	∅	ɛ	-	d	R	∅	∅	∅	E	_	T	5	∅	∅	∅	7	0	1	261	r	∅	∅	∅	u	-	ʒ	R	∅	∅	∅	Y	_	S	5	∅	∅	∅	7	0	3	262	r	∅	∅	∅	oː	-	t	R	∅	∅	∅	U	_	T	5	∅	∅	∅	7	0	1	263	r	∅	∅	∅	u	b	r	R	∅	∅	∅	Y	P	R	5	∅	∅	∅	7	1	5
2	0.4000	4	0.8000	701																							260	ɛ	r	∅	∅	-	d	-	E	R	∅	∅	_	T	_	7	5	∅	∅	0	1	0	261	u	r	∅	∅	-	ʒ	-	Y	R	∅	∅	_	S	_	7	5	∅	∅	0	3	0	262	oː	r	∅	∅	-	t	-	U	R	∅	∅	_	T	_	7	5	∅	∅	0	1	0	263	u	r	∅	∅	b	r	o	Y	R	∅	∅	P	R	U	7	5	∅	∅	1	5	7
3	0.6000	3	0.6000	701																							260	-	ɛ	r	∅	d	-	∅	_	E	R	∅	T	_	∅	0	7	5	∅	1	0	∅	261	-	u	r	∅	ʒ	-	∅	_	Y	R	∅	S	_	∅	0	7	5	∅	3	0	∅	262	-	oː	r	∅	t	-	∅	_	U	R	∅	T	_	∅	0	7	5	∅	1	0	∅	263	b	u	r	∅	r	o	∅	P	Y	R	∅	R	U	∅	1	7	5	∅	5	7	∅
4	0.8000	2	0.4000	701																							260	d	-	ɛ	r	-	∅	∅	T	_	E	R	_	∅	∅	1	0	7	5	0	∅	∅	261	ʒ	-	u	r	-	∅	∅	S	_	Y	R	_	∅	∅	3	0	7	5	0	∅	∅	262	t	-	oː	r	-	∅	∅	T	_	U	R	_	∅	∅	1	0	7	5	0	∅	∅	263	r	b	u	r	o	∅	∅	R	P	Y	R	U	∅	∅	5	1	7	5	7	∅	∅
5	1.0000	1	0.2000	701																							260	-	d	-	ɛ	∅	∅	∅	_	T	_	E	∅	∅	∅	0	1	0	7	∅	∅	∅	261	-	ʒ	-	u	∅	∅	∅	_	S	_	Y	∅	∅	∅	0	3	0	7	∅	∅	∅	262	-	t	-	oː	∅	∅	∅	_	T	_	U	∅	∅	∅	0	1	0	7	∅	∅	∅	263	o	r	b	u	∅	∅	∅	U	R	P	Y	∅	∅	∅	7	5	1	7	∅	∅	∅
1	0.3333	3	1.0000	711																							264	b	∅	∅	∅	ai	t	∅	P	∅	∅	∅	A	T	∅	1	∅	∅	∅	7	1	∅																							265	b	∅	∅	∅	ai	s	∅	P	∅	∅	∅	A	S	∅	1	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	711																							264	ai	b	∅	∅	t	∅	∅	A	P	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅																							265	ai	b	∅	∅	s	∅	∅	A	P	∅	∅	S	∅	∅	7	1	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	711																							264	t	ai	b	∅	∅	∅	∅	T	A	P	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																							265	s	ai	b	∅	∅	∅	∅	S	A	P	∅	∅	∅	∅	3	7	1	∅	∅	∅	∅																						
1	0.2000	5	1.0000	712																																													266	m	∅	∅	∅	ɔ	r	-	M	∅	∅	∅	U	R	_	4	∅	∅	∅	7	5	0																							267	m	∅	∅	∅	o	r	d	M	∅	∅	∅	U	R	T	4	∅	∅	∅	7	5	1
2	0.4000	4	0.8000	712																																													266	ɔ	m	∅	∅	r	-	-	U	M	∅	∅	R	_	_	7	4	∅	∅	5	0	0																							267	o	m	∅	∅	r	d	eː	U	M	∅	∅	R	T	E	7	4	∅	∅	5	1	7
3	0.6000	3	0.6000	712																																													266	r	ɔ	m	∅	-	-	∅	R	U	M	∅	_	_	∅	5	7	4	∅	0	0	∅																							267	r	o	m	∅	d	eː	∅	R	U	M	∅	T	E	∅	5	7	4	∅	1	7	∅
4	0.8000	2	0.4000	712																																													266	-	r	ɔ	m	-	∅	∅	_	R	U	M	_	∅	∅	0	5	7	4	0	∅	∅																							267	d	r	o	m	eː	∅	∅	T	R	U	M	E	∅	∅	1	5	7	4	7	∅	∅
5	1.0000	1	0.2000	712																																													266	-	-	r	ɔ	∅	∅	∅	_	_	R	U	∅	∅	∅	0	0	5	7	∅	∅	∅																							267	eː	d	r	o	∅	∅	∅	E	T	R	U	∅	∅	∅	7	1	5	7	∅	∅	∅
1	0.3333	3	1.0000	717																							268	ð	∅	∅	∅	ɛ	r	∅	D	∅	∅	∅	E	R	∅	3	∅	∅	∅	7	5	∅																							269	d	∅	∅	∅	aː	-	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	717																							268	ɛ	ð	∅	∅	r	∅	∅	E	D	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																							269	aː	d	∅	∅	-	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	717																							268	r	ɛ	ð	∅	∅	∅	∅	R	E	D	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																							269	-	aː	d	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.2000	5	1.0000	745																							270	f	∅	∅	∅	ɛ	ð	ə	B	∅	∅	∅	E	D	E	3	∅	∅	∅	7	3	7																							271	f	∅	∅	∅	eː	d	ə	B	∅	∅	∅	E	T	E	3	∅	∅	∅	7	1	7	272	p	∅	∅	∅	e	nː	a	P	∅	∅	∅	E	N	A	1	∅	∅	∅	7	4	7
2	0.4000	4	0.8000	745																							270	ɛ	f	∅	∅	ð	ə	r	E	B	∅	∅	D	E	R	7	3	∅	∅	3	7	5																							271	eː	f	∅	∅	d	ə	r	E	B	∅	∅	T	E	R	7	3	∅	∅	1	7	5	272	e	p	∅	∅	nː	a	-	E	P	∅	∅	N	A	_	7	1	∅	∅	4	7	0
3	0.6000	3	0.6000	745																							270	ð	ɛ	f	∅	ə	r	∅	D	E	B	∅	E	R	∅	3	7	3	∅	7	5	∅																							271	d	eː	f	∅	ə	r	∅	T	E	B	∅	E	R	∅	1	7	3	∅	7	5	∅	272	nː	e	p	∅	a	-	∅	N	E	P	∅	A	_	∅	4	7	1	∅	7	0	∅
