index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
1	0.2500	4	1.0000	391																							90	g	∅	∅	∅	r	i	s	K	∅	∅	∅	R	I	S	1	∅	∅	∅	5	7	3	91	g	∅	∅	∅	r	ɛ	s	K	∅	∅	∅	R	E	S	1	∅	∅	∅	5	7	3																																												
2	0.5000	3	0.7500	391																							90	r	g	∅	∅	i	s	∅	R	K	∅	∅	I	S	∅	5	1	∅	∅	7	3	∅	91	r	g	∅	∅	ɛ	s	∅	R	K	∅	∅	E	S	∅	5	1	∅	∅	7	3	∅																																												
3	0.7500	2	0.5000	391																							90	i	r	g	∅	s	∅	∅	I	R	K	∅	S	∅	∅	7	5	1	∅	3	∅	∅	91	ɛ	r	g	∅	s	∅	∅	E	R	K	∅	S	∅	∅	7	5	1	∅	3	∅	∅																																												
4	1.0000	1	0.2500	391																							90	s	i	r	g	∅	∅	∅	S	I	R	K	∅	∅	∅	3	7	5	1	∅	∅	∅	91	s	ɛ	r	g	∅	∅	∅	S	E	R	K	∅	∅	∅	3	7	5	1	∅	∅	∅																																												
1	0.5000	2	1.0000	397																							92	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							93	z	∅	∅	∅	eː	∅	∅	S	∅	∅	∅	E	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	397																							92	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							93	eː	z	∅	∅	∅	∅	∅	E	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.2500	4	1.0000	398																																													94	m	∅	∅	∅	ɛ	r	-	M	∅	∅	∅	E	R	_	4	∅	∅	∅	7	5	0																							95	m	∅	∅	∅	a	r	e	M	∅	∅	∅	A	R	E	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	398																																													94	ɛ	m	∅	∅	r	-	∅	E	M	∅	∅	R	_	∅	7	4	∅	∅	5	0	∅																							95	a	m	∅	∅	r	e	∅	A	M	∅	∅	R	E	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	398																																													94	r	ɛ	m	∅	-	∅	∅	R	E	M	∅	_	∅	∅	5	7	4	∅	0	∅	∅																							95	r	a	m	∅	e	∅	∅	R	A	M	∅	E	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	398																																													94	-	r	ɛ	m	∅	∅	∅	_	R	E	M	∅	∅	∅	0	5	7	4	∅	∅	∅																							95	e	r	a	m	∅	∅	∅	E	R	A	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.3333	3	1.0000	403																							96	j	∅	∅	∅	ɪ	r	∅	J	∅	∅	∅	I	R	∅	6	∅	∅	∅	7	5	∅																							97	j	∅	∅	∅	aː	r	∅	J	∅	∅	∅	A	R	∅	6	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	403																							96	ɪ	j	∅	∅	r	∅	∅	I	J	∅	∅	R	∅	∅	7	6	∅	∅	5	∅	∅																							97	aː	j	∅	∅	r	∅	∅	A	J	∅	∅	R	∅	∅	7	6	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	403																							96	r	ɪ	j	∅	∅	∅	∅	R	I	J	∅	∅	∅	∅	5	7	6	∅	∅	∅	∅																							97	r	aː	j	∅	∅	∅	∅	R	A	J	∅	∅	∅	∅	5	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	404																																													98	a	∅	∅	∅	n	e	∅	A	∅	∅	∅	N	E	∅	7	∅	∅	∅	4	7	∅																							99	a	∅	∅	∅	nː	o	∅	A	∅	∅	∅	N	U	∅	7	∅	∅	∅	4	7	∅
2	0.6667	2	0.6667	404																																													98	n	a	∅	∅	e	∅	∅	N	A	∅	∅	E	∅	∅	4	7	∅	∅	7	∅	∅																							99	nː	a	∅	∅	o	∅	∅	N	A	∅	∅	U	∅	∅	4	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	404																																													98	e	n	a	∅	∅	∅	∅	E	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																							99	o	nː	a	∅	∅	∅	∅	U	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅
1	0.1429	7	1.0000	410																																													100	e	∅	∅	∅	k	ɔ	r	E	∅	∅	∅	K	U	R	7	∅	∅	∅	1	7	5																							101	-	∅	∅	∅	k	o	r	_	∅	∅	∅	K	U	R	0	∅	∅	∅	1	7	5
2	0.2857	6	0.8571	410																																													100	k	e	∅	∅	ɔ	r	s	K	E	∅	∅	U	R	S	1	7	∅	∅	7	5	3																							101	k	-	∅	∅	o	r	t	K	_	∅	∅	U	R	T	1	0	∅	∅	7	5	1
3	0.4286	5	0.7143	410																																													100	ɔ	k	e	∅	r	s	-	U	K	E	∅	R	S	_	7	1	7	∅	5	3	0																							101	o	k	-	∅	r	t	i	U	K	_	∅	R	T	I	7	1	0	∅	5	1	7
4	0.5714	4	0.5714	410																																													100	r	ɔ	k	e	s	-	-	R	U	K	E	S	_	_	5	7	1	7	3	0	0																							101	r	o	k	-	t	i	k	R	U	K	_	T	I	K	5	7	1	0	1	7	1
5	0.7143	3	0.4286	410																																													100	s	r	ɔ	k	-	-	∅	S	R	U	K	_	_	∅	3	5	7	1	0	0	∅																							101	t	r	o	k	i	k	∅	T	R	U	K	I	K	∅	1	5	7	1	7	1	∅
6	0.8571	2	0.2857	410																																													100	-	s	r	ɔ	-	∅	∅	_	S	R	U	_	∅	∅	0	3	5	7	0	∅	∅																							101	i	t	r	o	k	∅	∅	I	T	R	U	K	∅	∅	7	1	5	7	1	∅	∅
7	1.0000	1	0.1429	410																																													100	-	-	s	r	∅	∅	∅	_	_	S	R	∅	∅	∅	0	0	3	5	∅	∅	∅																							101	k	i	t	r	∅	∅	∅	K	I	T	R	∅	∅	∅	1	7	1	5	∅	∅	∅
1	0.2000	5	1.0000	427																																													102	f	∅	∅	∅	œ	j	-	B	∅	∅	∅	U	J	_	3	∅	∅	∅	7	6	0																							103	f	∅	∅	∅	o	l	i	B	∅	∅	∅	U	L	I	3	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	427																																													102	œ	f	∅	∅	j	-	-	U	B	∅	∅	J	_	_	7	3	∅	∅	6	0	0																							103	o	f	∅	∅	l	i	o	U	B	∅	∅	L	I	U	7	3	∅	∅	5	7	7
3	0.6000	3	0.6000	427																																													102	j	œ	f	∅	-	-	∅	J	U	B	∅	_	_	∅	6	7	3	∅	0	0	∅																							103	l	o	f	∅	i	o	∅	L	U	B	∅	I	U	∅	5	7	3	∅	7	7	∅
4	0.8000	2	0.4000	427																																													102	-	j	œ	f	-	∅	∅	_	J	U	B	_	∅	∅	0	6	7	3	0	∅	∅																							103	i	l	o	f	o	∅	∅	I	L	U	B	U	∅	∅	7	5	7	3	7	∅	∅
5	1.0000	1	0.2000	427																																													102	-	-	j	œ	∅	∅	∅	_	_	J	U	∅	∅	∅	0	0	6	7	∅	∅	∅																							103	o	i	l	o	∅	∅	∅	U	I	L	U	∅	∅	∅	7	7	5	7	∅	∅	∅
1	0.2500	4	1.0000	442																							104	s	∅	∅	∅	a	n	d	S	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1																							105	z	∅	∅	∅	a	n	d	S	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1																						
2	0.5000	3	0.7500	442																							104	a	s	∅	∅	n	d	∅	A	S	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅																							105	a	z	∅	∅	n	d	∅	A	S	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅																						
3	0.7500	2	0.5000	442																							104	n	a	s	∅	d	∅	∅	N	A	S	∅	T	∅	∅	4	7	3	∅	1	∅	∅																							105	n	a	z	∅	d	∅	∅	N	A	S	∅	T	∅	∅	4	7	3	∅	1	∅	∅																						
4	1.0000	1	0.2500	442																							104	d	n	a	s	∅	∅	∅	T	N	A	S	∅	∅	∅	1	4	7	3	∅	∅	∅																							105	d	n	a	z	∅	∅	∅	T	N	A	S	∅	∅	∅	1	4	7	3	∅	∅	∅																						
1	0.2000	5	1.0000	445	106	-	∅	∅	∅	r	ə	r	_	∅	∅	∅	R	E	R	0	∅	∅	∅	5	7	5																																																																			107	a	∅	∅	∅	r	eː	n	A	∅	∅	∅	R	E	N	7	∅	∅	∅	5	7	4
2	0.4000	4	0.8000	445	106	r	-	∅	∅	ə	r	-	R	_	∅	∅	E	R	_	5	0	∅	∅	7	5	0																																																																			107	r	a	∅	∅	eː	n	a	R	A	∅	∅	E	N	A	5	7	∅	∅	7	4	7
3	0.6000	3	0.6000	445	106	ə	r	-	∅	r	-	∅	E	R	_	∅	R	_	∅	7	5	0	∅	5	0	∅																																																																			107	eː	r	a	∅	n	a	∅	E	R	A	∅	N	A	∅	7	5	7	∅	4	7	∅
4	0.8000	2	0.4000	445	106	r	ə	r	-	-	∅	∅	R	E	R	_	_	∅	∅	5	7	5	0	0	∅	∅																																																																			107	n	eː	r	a	a	∅	∅	N	E	R	A	A	∅	∅	4	7	5	7	7	∅	∅
5	1.0000	1	0.2000	445	106	-	r	ə	r	∅	∅	∅	_	R	E	R	∅	∅	∅	0	5	7	5	∅	∅	∅																																																																			107	a	n	eː	r	∅	∅	∅	A	N	E	R	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.5000	2	1.0000	448																							108	ai	∅	∅	∅	s	∅	∅	A	∅	∅	∅	S	∅	∅	7	∅	∅	∅	3	∅	∅																							109	ai	∅	∅	∅	s	∅	∅	A	∅	∅	∅	S	∅	∅	7	∅	∅	∅	3	∅	∅																						
2	1.0000	1	0.5000	448																							108	s	ai	∅	∅	∅	∅	∅	S	A	∅	∅	∅	∅	∅	3	7	∅	∅	∅	∅	∅																							109	s	ai	∅	∅	∅	∅	∅	S	A	∅	∅	∅	∅	∅	3	7	∅	∅	∅	∅	∅																						
1	0.1667	6	1.0000	449																																													110	g	∅	∅	∅	l	a	s	K	∅	∅	∅	L	A	S	1	∅	∅	∅	5	7	3																							111	g	∅	∅	∅	l	a	k	K	∅	∅	∅	L	A	K	1	∅	∅	∅	5	7	1
2	0.3333	5	0.8333	449																																													110	l	g	∅	∅	a	s	-	L	K	∅	∅	A	S	_	5	1	∅	∅	7	3	0																							111	l	g	∅	∅	a	k	i	L	K	∅	∅	A	K	I	5	1	∅	∅	7	1	7
3	0.5000	4	0.6667	449																																													110	a	l	g	∅	s	-	-	A	L	K	∅	S	_	_	7	5	1	∅	3	0	0																							111	a	l	g	∅	k	i	eː	A	L	K	∅	K	I	E	7	5	1	∅	1	7	7
4	0.6667	3	0.5000	449																																													110	s	a	l	g	-	-	∅	S	A	L	K	_	_	∅	3	7	5	1	0	0	∅																							111	k	a	l	g	i	eː	∅	K	A	L	K	I	E	∅	1	7	5	1	7	7	∅
5	0.8333	2	0.3333	449																																													110	-	s	a	l	-	∅	∅	_	S	A	L	_	∅	∅	0	3	7	5	0	∅	∅																							111	i	k	a	l	eː	∅	∅	I	K	A	L	E	∅	∅	7	1	7	5	7	∅	∅
6	1.0000	1	0.1667	449																																													110	-	-	s	a	∅	∅	∅	_	_	S	A	∅	∅	∅	0	0	3	7	∅	∅	∅																							111	eː	i	k	a	∅	∅	∅	E	I	K	A	∅	∅	∅	7	7	1	7	∅	∅	∅
1	0.2500	4	1.0000	454																							112	m	∅	∅	∅	u	n	-	M	∅	∅	∅	Y	N	_	4	∅	∅	∅	7	4	0																							113	m	∅	∅	∅	oː	n	d	M	∅	∅	∅	U	N	T	4	∅	∅	∅	7	4	1																						
2	0.5000	3	0.7500	454																							112	u	m	∅	∅	n	-	∅	Y	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅																							113	oː	m	∅	∅	n	d	∅	U	M	∅	∅	N	T	∅	7	4	∅	∅	4	1	∅																						
3	0.7500	2	0.5000	454																							112	n	u	m	∅	-	∅	∅	N	Y	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							113	n	oː	m	∅	d	∅	∅	N	U	M	∅	T	∅	∅	4	7	4	∅	1	∅	∅																						
4	1.0000	1	0.2500	454																							112	-	n	u	m	∅	∅	∅	_	N	Y	M	∅	∅	∅	0	4	7	4	∅	∅	∅																							113	d	n	oː	m	∅	∅	∅	T	N	U	M	∅	∅	∅	1	4	7	4	∅	∅	∅																						
1	0.2500	4	1.0000	455																																													114	l	∅	∅	∅	y	n	-	L	∅	∅	∅	Y	N	_	5	∅	∅	∅	7	4	0																							115	l	∅	∅	∅	uː	n	a	L	∅	∅	∅	Y	N	A	5	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	455																																													114	y	l	∅	∅	n	-	∅	Y	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																							115	uː	l	∅	∅	n	a	∅	Y	L	∅	∅	N	A	∅	7	5	∅	∅	4	7	∅
3	0.7500	2	0.5000	455																																													114	n	y	l	∅	-	∅	∅	N	Y	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																							115	n	uː	l	∅	a	∅	∅	N	Y	L	∅	A	∅	∅	4	7	5	∅	7	∅	∅
4	1.0000	1	0.2500	455																																													114	-	n	y	l	∅	∅	∅	_	N	Y	L	∅	∅	∅	0	4	7	5	∅	∅	∅																							115	a	n	uː	l	∅	∅	∅	A	N	Y	L	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.1429	7	1.0000	460																																													116	p	∅	∅	∅	u	-	r	P	∅	∅	∅	Y	_	R	1	∅	∅	∅	7	0	5	117	f	∅	∅	∅	au	-	l	B	∅	∅	∅	A	_	L	3	∅	∅	∅	7	0	5	118	p	∅	∅	∅	u	t	r	P	∅	∅	∅	Y	T	R	1	∅	∅	∅	7	1	5
2	0.2857	6	0.8571	460																																													116	u	p	∅	∅	-	r	i	Y	P	∅	∅	_	R	I	7	1	∅	∅	0	5	7	117	au	f	∅	∅	-	l	-	A	B	∅	∅	_	L	_	7	3	∅	∅	0	5	0	118	u	p	∅	∅	t	r	i	Y	P	∅	∅	T	R	I	7	1	∅	∅	1	5	7
3	0.4286	5	0.7143	460																																													116	-	u	p	∅	r	i	-	_	Y	P	∅	R	I	_	0	7	1	∅	5	7	0	117	-	au	f	∅	l	-	-	_	A	B	∅	L	_	_	0	7	3	∅	5	0	0	118	t	u	p	∅	r	i	d	T	Y	P	∅	R	I	T	1	7	1	∅	5	7	1
4	0.5714	4	0.5714	460																																													116	r	-	u	p	i	-	-	R	_	Y	P	I	_	_	5	0	7	1	7	0	0	117	l	-	au	f	-	-	-	L	_	A	B	_	_	_	5	0	7	3	0	0	0	118	r	t	u	p	i	d	o	R	T	Y	P	I	T	U	5	1	7	1	7	1	7
5	0.7143	3	0.4286	460																																													116	i	r	-	u	-	-	∅	I	R	_	Y	_	_	∅	7	5	0	7	0	0	∅	117	-	l	-	au	-	-	∅	_	L	_	A	_	_	∅	0	5	0	7	0	0	∅	118	i	r	t	u	d	o	∅	I	R	T	Y	T	U	∅	7	5	1	7	1	7	∅
6	0.8571	2	0.2857	460																																													116	-	i	r	-	-	∅	∅	_	I	R	_	_	∅	∅	0	7	5	0	0	∅	∅	117	-	-	l	-	-	∅	∅	_	_	L	_	_	∅	∅	0	0	5	0	0	∅	∅	118	d	i	r	t	o	∅	∅	T	I	R	T	U	∅	∅	1	7	5	1	7	∅	∅
7	1.0000	1	0.1429	460																																													116	-	-	i	r	∅	∅	∅	_	_	I	R	∅	∅	∅	0	0	7	5	∅	∅	∅	117	-	-	-	l	∅	∅	∅	_	_	_	L	∅	∅	∅	0	0	0	5	∅	∅	∅	118	o	d	i	r	∅	∅	∅	U	T	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.1667	6	1.0000	466																																																																			119	n	∅	∅	∅	eː	b	ə	N	∅	∅	∅	E	P	E	4	∅	∅	∅	7	1	7	120	n	∅	∅	∅	e	b	u	N	∅	∅	∅	E	P	Y	4	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	466																																																																			119	eː	n	∅	∅	b	ə	l	E	N	∅	∅	P	E	L	7	4	∅	∅	1	7	5	120	e	n	∅	∅	b	u	l	E	N	∅	∅	P	Y	L	7	4	∅	∅	1	7	5
3	0.5000	4	0.6667	466																																																																			119	b	eː	n	∅	ə	l	-	P	E	N	∅	E	L	_	1	7	4	∅	7	5	0	120	b	e	n	∅	u	l	a	P	E	N	∅	Y	L	A	1	7	4	∅	7	5	7
4	0.6667	3	0.5000	466																																																																			119	ə	b	eː	n	l	-	∅	E	P	E	N	L	_	∅	7	1	7	4	5	0	∅	120	u	b	e	n	l	a	∅	Y	P	E	N	L	A	∅	7	1	7	4	5	7	∅
5	0.8333	2	0.3333	466																																																																			119	l	ə	b	eː	-	∅	∅	L	E	P	E	_	∅	∅	5	7	1	7	0	∅	∅	120	l	u	b	e	a	∅	∅	L	Y	P	E	A	∅	∅	5	7	1	7	7	∅	∅
6	1.0000	1	0.1667	466																																																																			119	-	l	ə	b	∅	∅	∅	_	L	E	P	∅	∅	∅	0	5	7	1	∅	∅	∅	120	a	l	u	b	∅	∅	∅	A	L	Y	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2500	4	1.0000	479																																													121	w	∅	∅	∅	a	z	o	W	∅	∅	∅	A	S	U	6	∅	∅	∅	7	3	7																							122	-	∅	∅	∅	a	w	i	_	∅	∅	∅	A	W	I	0	∅	∅	∅	7	6	7
2	0.5000	3	0.7500	479																																													121	a	w	∅	∅	z	o	∅	A	W	∅	∅	S	U	∅	7	6	∅	∅	3	7	∅																							122	a	-	∅	∅	w	i	∅	A	_	∅	∅	W	I	∅	7	0	∅	∅	6	7	∅
3	0.7500	2	0.5000	479																																													121	z	a	w	∅	o	∅	∅	S	A	W	∅	U	∅	∅	3	7	6	∅	7	∅	∅																							122	w	a	-	∅	i	∅	∅	W	A	_	∅	I	∅	∅	6	7	0	∅	7	∅	∅
4	1.0000	1	0.2500	479																																													121	o	z	a	w	∅	∅	∅	U	S	A	W	∅	∅	∅	7	3	7	6	∅	∅	∅																							122	i	w	a	-	∅	∅	∅	I	W	A	_	∅	∅	∅	7	6	7	0	∅	∅	∅
1	0.1667	6	1.0000	486																																													123	k	∅	∅	∅	u	-	t	K	∅	∅	∅	Y	_	T	1	∅	∅	∅	7	0	1																							124	k	∅	∅	∅	u	l	t	K	∅	∅	∅	Y	L	T	1	∅	∅	∅	7	5	1
2	0.3333	5	0.8333	486																																													123	u	k	∅	∅	-	t	-	Y	K	∅	∅	_	T	_	7	1	∅	∅	0	1	0																							124	u	k	∅	∅	l	t	r	Y	K	∅	∅	L	T	R	7	1	∅	∅	5	1	5
3	0.5000	4	0.6667	486																																													123	-	u	k	∅	t	-	o	_	Y	K	∅	T	_	U	0	7	1	∅	1	0	7																							124	l	u	k	∅	t	r	o	L	Y	K	∅	T	R	U	5	7	1	∅	1	5	7
4	0.6667	3	0.5000	486																																													123	t	-	u	k	-	o	∅	T	_	Y	K	_	U	∅	1	0	7	1	0	7	∅																							124	t	l	u	k	r	o	∅	T	L	Y	K	R	U	∅	1	5	7	1	5	7	∅
5	0.8333	2	0.3333	486																																													123	-	t	-	u	o	∅	∅	_	T	_	Y	U	∅	∅	0	1	0	7	7	∅	∅																							124	r	t	l	u	o	∅	∅	R	T	L	Y	U	∅	∅	5	1	5	7	7	∅	∅
6	1.0000	1	0.1667	486																																													123	o	-	t	-	∅	∅	∅	U	_	T	_	∅	∅	∅	7	0	1	0	∅	∅	∅																							124	o	r	t	l	∅	∅	∅	U	R	T	L	∅	∅	∅	7	5	1	5	∅	∅	∅
1	0.2000	5	1.0000	492																							125	θ	∅	∅	∅	ɪ	n	-	D	∅	∅	∅	I	N	_	3	∅	∅	∅	7	4	0																							126	d	∅	∅	∅	y	n	-	T	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0	127	t	∅	∅	∅	e	n	u	T	∅	∅	∅	E	N	Y	1	∅	∅	∅	7	4	7
2	0.4000	4	0.8000	492																							125	ɪ	θ	∅	∅	n	-	-	I	D	∅	∅	N	_	_	7	3	∅	∅	4	0	0																							126	y	d	∅	∅	n	-	-	Y	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0	127	e	t	∅	∅	n	u	i	E	T	∅	∅	N	Y	I	7	1	∅	∅	4	7	7
3	0.6000	3	0.6000	492																							125	n	ɪ	θ	∅	-	-	∅	N	I	D	∅	_	_	∅	4	7	3	∅	0	0	∅																							126	n	y	d	∅	-	-	∅	N	Y	T	∅	_	_	∅	4	7	1	∅	0	0	∅	127	n	e	t	∅	u	i	∅	N	E	T	∅	Y	I	∅	4	7	1	∅	7	7	∅
4	0.8000	2	0.4000	492																							125	-	n	ɪ	θ	-	∅	∅	_	N	I	D	_	∅	∅	0	4	7	3	0	∅	∅																							126	-	n	y	d	-	∅	∅	_	N	Y	T	_	∅	∅	0	4	7	1	0	∅	∅	127	u	n	e	t	i	∅	∅	Y	N	E	T	I	∅	∅	7	4	7	1	7	∅	∅
5	1.0000	1	0.2000	492																							125	-	-	n	ɪ	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅																							126	-	-	n	y	∅	∅	∅	_	_	N	Y	∅	∅	∅	0	0	4	7	∅	∅	∅	127	i	u	n	e	∅	∅	∅	I	Y	N	E	∅	∅	∅	7	7	4	7	∅	∅	∅
1	0.3333	3	1.0000	498																							128	w	∅	∅	∅	i	-	∅	W	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅																							129	v	∅	∅	∅	iː	r	∅	B	∅	∅	∅	I	R	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	498																							128	i	w	∅	∅	-	∅	∅	I	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							129	iː	v	∅	∅	r	∅	∅	I	B	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	498																							128	-	i	w	∅	∅	∅	∅	_	I	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							129	r	iː	v	∅	∅	∅	∅	R	I	B	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.5000	2	1.0000	499	130	n	∅	∅	∅	-	∅	∅	N	∅	∅	∅	_	∅	∅	4	∅	∅	∅	0	∅	∅																							131	n	∅	∅	∅	u	∅	∅	N	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅																							132	n	∅	∅	∅	oː	∅	∅	N	∅	∅	∅	U	∅	∅	4	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	499	130	-	n	∅	∅	∅	∅	∅	_	N	∅	∅	∅	∅	∅	0	4	∅	∅	∅	∅	∅																							131	u	n	∅	∅	∅	∅	∅	Y	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅																							132	oː	n	∅	∅	∅	∅	∅	U	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅
1	0.1667	6	1.0000	511	133	f	∅	∅	∅	ə	r	-	B	∅	∅	∅	E	R	_	3	∅	∅	∅	7	5	0																																																																			134	f	∅	∅	∅	-	r	i	B	∅	∅	∅	_	R	I	3	∅	∅	∅	0	5	7
2	0.3333	5	0.8333	511	133	ə	f	∅	∅	r	-	k	E	B	∅	∅	R	_	K	7	3	∅	∅	5	0	1																																																																			134	-	f	∅	∅	r	i	k	_	B	∅	∅	R	I	K	0	3	∅	∅	5	7	1
3	0.5000	4	0.6667	511	133	r	ə	f	∅	-	k	o	R	E	B	∅	_	K	U	5	7	3	∅	0	1	7																																																																			134	r	-	f	∅	i	k	aː	R	_	B	∅	I	K	A	5	0	3	∅	7	1	7
4	0.6667	3	0.5000	511	133	-	r	ə	f	k	o	∅	_	R	E	B	K	U	∅	0	5	7	3	1	7	∅																																																																			134	i	r	-	f	k	aː	∅	I	R	_	B	K	A	∅	7	5	0	3	1	7	∅
5	0.8333	2	0.3333	511	133	k	-	r	ə	o	∅	∅	K	_	R	E	U	∅	∅	1	0	5	7	7	∅	∅																																																																			134	k	i	r	-	aː	∅	∅	K	I	R	_	A	∅	∅	1	7	5	0	7	∅	∅
6	1.0000	1	0.1667	511	133	o	k	-	r	∅	∅	∅	U	K	_	R	∅	∅	∅	7	1	0	5	∅	∅	∅																																																																			134	aː	k	i	r	∅	∅	∅	A	K	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.3333	3	1.0000	520																							135	h	∅	∅	∅	ɪ	r	∅	H	∅	∅	∅	I	R	∅	3	∅	∅	∅	7	5	∅																							136	h	∅	∅	∅	iː	r	∅	H	∅	∅	∅	I	R	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	520																							135	ɪ	h	∅	∅	r	∅	∅	I	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																							136	iː	h	∅	∅	r	∅	∅	I	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	520																							135	r	ɪ	h	∅	∅	∅	∅	R	I	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																							136	r	iː	h	∅	∅	∅	∅	R	I	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.2000	5	1.0000	527	137	-	∅	∅	∅	-	-	u	_	∅	∅	∅	_	_	Y	0	∅	∅	∅	0	0	7	138	w	∅	∅	∅	ɑ	t	ə	W	∅	∅	∅	A	T	E	6	∅	∅	∅	7	1	7																							139	v	∅	∅	∅	a	s	ə	B	∅	∅	∅	A	S	E	3	∅	∅	∅	7	3	7																						
