index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
4	0.6667	3	0.5000	321																																													88	i	r	a	m	-	-	∅	I	R	A	M	_	_	∅	7	5	7	4	0	0	∅																							89	iː	r	a	m	t	o	∅	I	R	A	M	T	U	∅	7	5	7	4	1	7	∅
5	0.8333	2	0.3333	321																																													88	-	i	r	a	-	∅	∅	_	I	R	A	_	∅	∅	0	7	5	7	0	∅	∅																							89	t	iː	r	a	o	∅	∅	T	I	R	A	U	∅	∅	1	7	5	7	7	∅	∅
6	1.0000	1	0.1667	321																																													88	-	-	i	r	∅	∅	∅	_	_	I	R	∅	∅	∅	0	0	7	5	∅	∅	∅																							89	o	t	iː	r	∅	∅	∅	U	T	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.2000	5	1.0000	336	90	s	∅	∅	∅	e	p	s	S	∅	∅	∅	E	P	S	3	∅	∅	∅	7	1	3																							91	p	∅	∅	∅	a	r	s	P	∅	∅	∅	A	R	S	1	∅	∅	∅	7	5	3																																												
2	0.4000	4	0.8000	336	90	e	s	∅	∅	p	s	e	E	S	∅	∅	P	S	E	7	3	∅	∅	1	3	7																							91	a	p	∅	∅	r	s	-	A	P	∅	∅	R	S	_	7	1	∅	∅	5	3	0																																												
3	0.6000	3	0.6000	336	90	p	e	s	∅	s	e	∅	P	E	S	∅	S	E	∅	1	7	3	∅	3	7	∅																							91	r	a	p	∅	s	-	∅	R	A	P	∅	S	_	∅	5	7	1	∅	3	0	∅																																												
4	0.8000	2	0.4000	336	90	s	p	e	s	e	∅	∅	S	P	E	S	E	∅	∅	3	1	7	3	7	∅	∅																							91	s	r	a	p	-	∅	∅	S	R	A	P	_	∅	∅	3	5	7	1	0	∅	∅																																												
5	1.0000	1	0.2000	336	90	e	s	p	e	∅	∅	∅	E	S	P	E	∅	∅	∅	7	3	1	7	∅	∅	∅																							91	-	s	r	a	∅	∅	∅	_	S	R	A	∅	∅	∅	0	3	5	7	∅	∅	∅																																												
1	0.3333	3	1.0000	342																							92	o	∅	∅	∅	l	d	∅	U	∅	∅	∅	L	T	∅	7	∅	∅	∅	5	1	∅																							93	a	∅	∅	∅	l	t	∅	A	∅	∅	∅	L	T	∅	7	∅	∅	∅	5	1	∅																						
2	0.6667	2	0.6667	342																							92	l	o	∅	∅	d	∅	∅	L	U	∅	∅	T	∅	∅	5	7	∅	∅	1	∅	∅																							93	l	a	∅	∅	t	∅	∅	L	A	∅	∅	T	∅	∅	5	7	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	342																							92	d	l	o	∅	∅	∅	∅	T	L	U	∅	∅	∅	∅	1	5	7	∅	∅	∅	∅																							93	t	l	a	∅	∅	∅	∅	T	L	A	∅	∅	∅	∅	1	5	7	∅	∅	∅	∅																						
1	0.1667	6	1.0000	343	94	v	∅	∅	∅	j	e	t	B	∅	∅	∅	J	E	T	3	∅	∅	∅	6	7	1																							95	v	∅	∅	∅	j	ɛ	-	B	∅	∅	∅	J	E	_	3	∅	∅	∅	6	7	0																							96	w	∅	∅	∅	-	e	t	W	∅	∅	∅	_	E	T	6	∅	∅	∅	0	7	1
2	0.3333	5	0.8333	343	94	j	v	∅	∅	e	t	ə	J	B	∅	∅	E	T	E	6	3	∅	∅	7	1	7																							95	j	v	∅	∅	ɛ	-	-	J	B	∅	∅	E	_	_	6	3	∅	∅	7	0	0																							96	-	w	∅	∅	e	t	e	_	W	∅	∅	E	T	E	0	6	∅	∅	7	1	7
3	0.5000	4	0.6667	343	94	e	j	v	∅	t	ə	r	E	J	B	∅	T	E	R	7	6	3	∅	1	7	5																							95	ɛ	j	v	∅	-	-	j	E	J	B	∅	_	_	J	7	6	3	∅	0	0	6																							96	e	-	w	∅	t	e	r	E	_	W	∅	T	E	R	7	0	6	∅	1	7	5
4	0.6667	3	0.5000	343	94	t	e	j	v	ə	r	∅	T	E	J	B	E	R	∅	1	7	6	3	7	5	∅																							95	-	ɛ	j	v	-	j	∅	_	E	J	B	_	J	∅	0	7	6	3	0	6	∅																							96	t	e	-	w	e	r	∅	T	E	_	W	E	R	∅	1	7	0	6	7	5	∅
5	0.8333	2	0.3333	343	94	ə	t	e	j	r	∅	∅	E	T	E	J	R	∅	∅	7	1	7	6	5	∅	∅																							95	-	-	ɛ	j	j	∅	∅	_	_	E	J	J	∅	∅	0	0	7	6	6	∅	∅																							96	e	t	e	-	r	∅	∅	E	T	E	_	R	∅	∅	7	1	7	0	5	∅	∅
6	1.0000	1	0.1667	343	94	r	ə	t	e	∅	∅	∅	R	E	T	E	∅	∅	∅	5	7	1	7	∅	∅	∅																							95	j	-	-	ɛ	∅	∅	∅	J	_	_	E	∅	∅	∅	6	0	0	7	∅	∅	∅																							96	r	e	t	e	∅	∅	∅	R	E	T	E	∅	∅	∅	5	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	348																																													97	a	∅	∅	∅	r	b	-	A	∅	∅	∅	R	P	_	7	∅	∅	∅	5	1	0																							98	a	∅	∅	∅	r	b	o	A	∅	∅	∅	R	P	U	7	∅	∅	∅	5	1	7
2	0.4000	4	0.8000	348																																													97	r	a	∅	∅	b	-	r	R	A	∅	∅	P	_	R	5	7	∅	∅	1	0	5																							98	r	a	∅	∅	b	o	s	R	A	∅	∅	P	U	S	5	7	∅	∅	1	7	3
3	0.6000	3	0.6000	348																																													97	b	r	a	∅	-	r	∅	P	R	A	∅	_	R	∅	1	5	7	∅	0	5	∅																							98	b	r	a	∅	o	s	∅	P	R	A	∅	U	S	∅	1	5	7	∅	7	3	∅
4	0.8000	2	0.4000	348																																													97	-	b	r	a	r	∅	∅	_	P	R	A	R	∅	∅	0	1	5	7	5	∅	∅																							98	o	b	r	a	s	∅	∅	U	P	R	A	S	∅	∅	7	1	5	7	3	∅	∅
5	1.0000	1	0.2000	348																																													97	r	-	b	r	∅	∅	∅	R	_	P	R	∅	∅	∅	5	0	1	5	∅	∅	∅																							98	s	o	b	r	∅	∅	∅	S	U	P	R	∅	∅	∅	3	7	1	5	∅	∅	∅
1	0.2500	4	1.0000	349	99	d	∅	∅	∅	r	u	r	T	∅	∅	∅	R	Y	R	1	∅	∅	∅	5	7	5	100	t	∅	∅	∅	r	i	-	T	∅	∅	∅	R	I	_	1	∅	∅	∅	5	7	0																																																																		
2	0.5000	3	0.7500	349	99	r	d	∅	∅	u	r	∅	R	T	∅	∅	Y	R	∅	5	1	∅	∅	7	5	∅	100	r	t	∅	∅	i	-	∅	R	T	∅	∅	I	_	∅	5	1	∅	∅	7	0	∅																																																																		
3	0.7500	2	0.5000	349	99	u	r	d	∅	r	∅	∅	Y	R	T	∅	R	∅	∅	7	5	1	∅	5	∅	∅	100	i	r	t	∅	-	∅	∅	I	R	T	∅	_	∅	∅	7	5	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	349	99	r	u	r	d	∅	∅	∅	R	Y	R	T	∅	∅	∅	5	7	5	1	∅	∅	∅	100	-	i	r	t	∅	∅	∅	_	I	R	T	∅	∅	∅	0	7	5	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	373																							101	f	∅	∅	∅	r	i	z	B	∅	∅	∅	R	I	S	3	∅	∅	∅	5	7	3																							102	f	∅	∅	∅	r	iː	r	B	∅	∅	∅	R	I	R	3	∅	∅	∅	5	7	5																						
2	0.5000	3	0.7500	373																							101	r	f	∅	∅	i	z	∅	R	B	∅	∅	I	S	∅	5	3	∅	∅	7	3	∅																							102	r	f	∅	∅	iː	r	∅	R	B	∅	∅	I	R	∅	5	3	∅	∅	7	5	∅																						
3	0.7500	2	0.5000	373																							101	i	r	f	∅	z	∅	∅	I	R	B	∅	S	∅	∅	7	5	3	∅	3	∅	∅																							102	iː	r	f	∅	r	∅	∅	I	R	B	∅	R	∅	∅	7	5	3	∅	5	∅	∅																						
4	1.0000	1	0.2500	373																							101	z	i	r	f	∅	∅	∅	S	I	R	B	∅	∅	∅	3	7	5	3	∅	∅	∅																							102	r	iː	r	f	∅	∅	∅	R	I	R	B	∅	∅	∅	5	7	5	3	∅	∅	∅																						
1	0.2500	4	1.0000	374																																													103	ʒ	∅	∅	∅	ɛ	l	e	S	∅	∅	∅	E	L	E	3	∅	∅	∅	7	5	7																							104	g	∅	∅	∅	e	l	aː	K	∅	∅	∅	E	L	A	1	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	374																																													103	ɛ	ʒ	∅	∅	l	e	∅	E	S	∅	∅	L	E	∅	7	3	∅	∅	5	7	∅																							104	e	g	∅	∅	l	aː	∅	E	K	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅
3	0.7500	2	0.5000	374																																													103	l	ɛ	ʒ	∅	e	∅	∅	L	E	S	∅	E	∅	∅	5	7	3	∅	7	∅	∅																							104	l	e	g	∅	aː	∅	∅	L	E	K	∅	A	∅	∅	5	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	374																																													103	e	l	ɛ	ʒ	∅	∅	∅	E	L	E	S	∅	∅	∅	7	5	7	3	∅	∅	∅																							104	aː	l	e	g	∅	∅	∅	A	L	E	K	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.3333	3	1.0000	379																							105	h	∅	∅	∅	ɛ	r	∅	H	∅	∅	∅	E	R	∅	3	∅	∅	∅	7	5	∅																							106	h	∅	∅	∅	aː	r	∅	H	∅	∅	∅	A	R	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	379																							105	ɛ	h	∅	∅	r	∅	∅	E	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																							106	aː	h	∅	∅	r	∅	∅	A	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	379																							105	r	ɛ	h	∅	∅	∅	∅	R	E	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																							106	r	aː	h	∅	∅	∅	∅	R	A	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.1667	6	1.0000	380																																													107	ʃ	∅	∅	∅	ə	v	ø	S	∅	∅	∅	E	B	U	3	∅	∅	∅	7	3	7																							108	k	∅	∅	∅	a	p	i	K	∅	∅	∅	A	P	I	1	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	380																																													107	ə	ʃ	∅	∅	v	ø	-	E	S	∅	∅	B	U	_	7	3	∅	∅	3	7	0																							108	a	k	∅	∅	p	i	lː	A	K	∅	∅	P	I	L	7	1	∅	∅	1	7	5
3	0.5000	4	0.6667	380																																													107	v	ə	ʃ	∅	ø	-	-	B	E	S	∅	U	_	_	3	7	3	∅	7	0	0																							108	p	a	k	∅	i	lː	o	P	A	K	∅	I	L	U	1	7	1	∅	7	5	7
4	0.6667	3	0.5000	380																																													107	ø	v	ə	ʃ	-	-	∅	U	B	E	S	_	_	∅	7	3	7	3	0	0	∅																							108	i	p	a	k	lː	o	∅	I	P	A	K	L	U	∅	7	1	7	1	5	7	∅
5	0.8333	2	0.3333	380																																													107	-	ø	v	ə	-	∅	∅	_	U	B	E	_	∅	∅	0	7	3	7	0	∅	∅																							108	lː	i	p	a	o	∅	∅	L	I	P	A	U	∅	∅	5	7	1	7	7	∅	∅
6	1.0000	1	0.1667	380																																													107	-	-	ø	v	∅	∅	∅	_	_	U	B	∅	∅	∅	0	0	7	3	∅	∅	∅																							108	o	lː	i	p	∅	∅	∅	U	L	I	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.5000	2	1.0000	385	109	ʃ	∅	∅	∅	-	∅	∅	S	∅	∅	∅	_	∅	∅	3	∅	∅	∅	0	∅	∅	110	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							111	z	∅	∅	∅	eː	∅	∅	S	∅	∅	∅	E	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	385	109	-	ʃ	∅	∅	∅	∅	∅	_	S	∅	∅	∅	∅	∅	0	3	∅	∅	∅	∅	∅	110	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							111	eː	z	∅	∅	∅	∅	∅	E	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.2500	4	1.0000	386																																													112	v	∅	∅	∅	-	w	a	B	∅	∅	∅	_	W	A	3	∅	∅	∅	0	6	7																							113	w	∅	∅	∅	i	d	eː	W	∅	∅	∅	I	T	E	6	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	386																																													112	-	v	∅	∅	w	a	∅	_	B	∅	∅	W	A	∅	0	3	∅	∅	6	7	∅																							113	i	w	∅	∅	d	eː	∅	I	W	∅	∅	T	E	∅	7	6	∅	∅	1	7	∅
3	0.7500	2	0.5000	386																																													112	w	-	v	∅	a	∅	∅	W	_	B	∅	A	∅	∅	6	0	3	∅	7	∅	∅																							113	d	i	w	∅	eː	∅	∅	T	I	W	∅	E	∅	∅	1	7	6	∅	7	∅	∅
4	1.0000	1	0.2500	386																																													112	a	w	-	v	∅	∅	∅	A	W	_	B	∅	∅	∅	7	6	0	3	∅	∅	∅																							113	eː	d	i	w	∅	∅	∅	E	T	I	W	∅	∅	∅	7	1	7	6	∅	∅	∅
1	0.2500	4	1.0000	391																							114	g	∅	∅	∅	r	i	s	K	∅	∅	∅	R	I	S	1	∅	∅	∅	5	7	3	115	g	∅	∅	∅	r	ɛ	s	K	∅	∅	∅	R	E	S	1	∅	∅	∅	5	7	3																																												
2	0.5000	3	0.7500	391																							114	r	g	∅	∅	i	s	∅	R	K	∅	∅	I	S	∅	5	1	∅	∅	7	3	∅	115	r	g	∅	∅	ɛ	s	∅	R	K	∅	∅	E	S	∅	5	1	∅	∅	7	3	∅																																												
3	0.7500	2	0.5000	391																							114	i	r	g	∅	s	∅	∅	I	R	K	∅	S	∅	∅	7	5	1	∅	3	∅	∅	115	ɛ	r	g	∅	s	∅	∅	E	R	K	∅	S	∅	∅	7	5	1	∅	3	∅	∅																																												
4	1.0000	1	0.2500	391																							114	s	i	r	g	∅	∅	∅	S	I	R	K	∅	∅	∅	3	7	5	1	∅	∅	∅	115	s	ɛ	r	g	∅	∅	∅	S	E	R	K	∅	∅	∅	3	7	5	1	∅	∅	∅																																												
1	0.5000	2	1.0000	397																							116	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							117	z	∅	∅	∅	eː	∅	∅	S	∅	∅	∅	E	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	397																							116	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							117	eː	z	∅	∅	∅	∅	∅	E	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.2500	4	1.0000	398																																													118	m	∅	∅	∅	ɛ	r	-	M	∅	∅	∅	E	R	_	4	∅	∅	∅	7	5	0																							119	m	∅	∅	∅	a	r	e	M	∅	∅	∅	A	R	E	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	398																																													118	ɛ	m	∅	∅	r	-	∅	E	M	∅	∅	R	_	∅	7	4	∅	∅	5	0	∅																							119	a	m	∅	∅	r	e	∅	A	M	∅	∅	R	E	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	398																																													118	r	ɛ	m	∅	-	∅	∅	R	E	M	∅	_	∅	∅	5	7	4	∅	0	∅	∅																							119	r	a	m	∅	e	∅	∅	R	A	M	∅	E	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	398																																													118	-	r	ɛ	m	∅	∅	∅	_	R	E	M	∅	∅	∅	0	5	7	4	∅	∅	∅																							119	e	r	a	m	∅	∅	∅	E	R	A	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.3333	3	1.0000	403																							120	j	∅	∅	∅	ɪ	r	∅	J	∅	∅	∅	I	R	∅	6	∅	∅	∅	7	5	∅																							121	j	∅	∅	∅	aː	r	∅	J	∅	∅	∅	A	R	∅	6	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	403																							120	ɪ	j	∅	∅	r	∅	∅	I	J	∅	∅	R	∅	∅	7	6	∅	∅	5	∅	∅																							121	aː	j	∅	∅	r	∅	∅	A	J	∅	∅	R	∅	∅	7	6	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	403																							120	r	ɪ	j	∅	∅	∅	∅	R	I	J	∅	∅	∅	∅	5	7	6	∅	∅	∅	∅																							121	r	aː	j	∅	∅	∅	∅	R	A	J	∅	∅	∅	∅	5	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	404																																													122	a	∅	∅	∅	n	e	∅	A	∅	∅	∅	N	E	∅	7	∅	∅	∅	4	7	∅																							123	a	∅	∅	∅	nː	o	∅	A	∅	∅	∅	N	U	∅	7	∅	∅	∅	4	7	∅
2	0.6667	2	0.6667	404																																													122	n	a	∅	∅	e	∅	∅	N	A	∅	∅	E	∅	∅	4	7	∅	∅	7	∅	∅																							123	nː	a	∅	∅	o	∅	∅	N	A	∅	∅	U	∅	∅	4	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	404																																													122	e	n	a	∅	∅	∅	∅	E	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																							123	o	nː	a	∅	∅	∅	∅	U	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅
1	0.1429	7	1.0000	410																																													124	e	∅	∅	∅	k	ɔ	r	E	∅	∅	∅	K	U	R	7	∅	∅	∅	1	7	5																							125	-	∅	∅	∅	k	o	r	_	∅	∅	∅	K	U	R	0	∅	∅	∅	1	7	5
2	0.2857	6	0.8571	410																																													124	k	e	∅	∅	ɔ	r	s	K	E	∅	∅	U	R	S	1	7	∅	∅	7	5	3																							125	k	-	∅	∅	o	r	t	K	_	∅	∅	U	R	T	1	0	∅	∅	7	5	1
3	0.4286	5	0.7143	410																																													124	ɔ	k	e	∅	r	s	-	U	K	E	∅	R	S	_	7	1	7	∅	5	3	0																							125	o	k	-	∅	r	t	i	U	K	_	∅	R	T	I	7	1	0	∅	5	1	7
4	0.5714	4	0.5714	410																																													124	r	ɔ	k	e	s	-	-	R	U	K	E	S	_	_	5	7	1	7	3	0	0																							125	r	o	k	-	t	i	k	R	U	K	_	T	I	K	5	7	1	0	1	7	1
5	0.7143	3	0.4286	410																																													124	s	r	ɔ	k	-	-	∅	S	R	U	K	_	_	∅	3	5	7	1	0	0	∅																							125	t	r	o	k	i	k	∅	T	R	U	K	I	K	∅	1	5	7	1	7	1	∅
6	0.8571	2	0.2857	410																																													124	-	s	r	ɔ	-	∅	∅	_	S	R	U	_	∅	∅	0	3	5	7	0	∅	∅																							125	i	t	r	o	k	∅	∅	I	T	R	U	K	∅	∅	7	1	5	7	1	∅	∅
7	1.0000	1	0.1429	410																																													124	-	-	s	r	∅	∅	∅	_	_	S	R	∅	∅	∅	0	0	3	5	∅	∅	∅																							125	k	i	t	r	∅	∅	∅	K	I	T	R	∅	∅	∅	1	7	1	5	∅	∅	∅
1	0.2500	4	1.0000	416																							126	-	∅	∅	∅	w	ɑ	t	_	∅	∅	∅	W	A	T	0	∅	∅	∅	6	7	1	127	k	∅	∅	∅	w	a	-	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0	128	-	∅	∅	∅	v	-	-	_	∅	∅	∅	B	_	_	0	∅	∅	∅	3	0	0	129	kʷ	∅	∅	∅	-	o	-	K	∅	∅	∅	_	U	_	1	∅	∅	∅	0	7	0
2	0.5000	3	0.7500	416																							126	w	-	∅	∅	ɑ	t	∅	W	_	∅	∅	A	T	∅	6	0	∅	∅	7	1	∅	127	w	k	∅	∅	a	-	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	128	v	-	∅	∅	-	-	∅	B	_	∅	∅	_	_	∅	3	0	∅	∅	0	0	∅	129	-	kʷ	∅	∅	o	-	∅	_	K	∅	∅	U	_	∅	0	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	416																							126	ɑ	w	-	∅	t	∅	∅	A	W	_	∅	T	∅	∅	7	6	0	∅	1	∅	∅	127	a	w	k	∅	-	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	128	-	v	-	∅	-	∅	∅	_	B	_	∅	_	∅	∅	0	3	0	∅	0	∅	∅	129	o	-	kʷ	∅	-	∅	∅	U	_	K	∅	_	∅	∅	7	0	1	∅	0	∅	∅
4	1.0000	1	0.2500	416																							126	t	ɑ	w	-	∅	∅	∅	T	A	W	_	∅	∅	∅	1	7	6	0	∅	∅	∅	127	-	a	w	k	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	128	-	-	v	-	∅	∅	∅	_	_	B	_	∅	∅	∅	0	0	3	0	∅	∅	∅	129	-	o	-	kʷ	∅	∅	∅	_	U	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.2000	5	1.0000	427																																													130	f	∅	∅	∅	œ	j	-	B	∅	∅	∅	U	J	_	3	∅	∅	∅	7	6	0																							131	f	∅	∅	∅	o	l	i	B	∅	∅	∅	U	L	I	3	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	427																																													130	œ	f	∅	∅	j	-	-	U	B	∅	∅	J	_	_	7	3	∅	∅	6	0	0																							131	o	f	∅	∅	l	i	o	U	B	∅	∅	L	I	U	7	3	∅	∅	5	7	7
3	0.6000	3	0.6000	427																																													130	j	œ	f	∅	-	-	∅	J	U	B	∅	_	_	∅	6	7	3	∅	0	0	∅																							131	l	o	f	∅	i	o	∅	L	U	B	∅	I	U	∅	5	7	3	∅	7	7	∅
4	0.8000	2	0.4000	427																																													130	-	j	œ	f	-	∅	∅	_	J	U	B	_	∅	∅	0	6	7	3	0	∅	∅																							131	i	l	o	f	o	∅	∅	I	L	U	B	U	∅	∅	7	5	7	3	7	∅	∅
5	1.0000	1	0.2000	427																																													130	-	-	j	œ	∅	∅	∅	_	_	J	U	∅	∅	∅	0	0	6	7	∅	∅	∅																							131	o	i	l	o	∅	∅	∅	U	I	L	U	∅	∅	∅	7	7	5	7	∅	∅	∅
1	0.2500	4	1.0000	442																							132	s	∅	∅	∅	a	n	d	S	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1																							133	z	∅	∅	∅	a	n	d	S	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1																						
2	0.5000	3	0.7500	442																							132	a	s	∅	∅	n	d	∅	A	S	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅																							133	a	z	∅	∅	n	d	∅	A	S	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅																						
3	0.7500	2	0.5000	442																							132	n	a	s	∅	d	∅	∅	N	A	S	∅	T	∅	∅	4	7	3	∅	1	∅	∅																							133	n	a	z	∅	d	∅	∅	N	A	S	∅	T	∅	∅	4	7	3	∅	1	∅	∅																						
4	1.0000	1	0.2500	442																							132	d	n	a	s	∅	∅	∅	T	N	A	S	∅	∅	∅	1	4	7	3	∅	∅	∅																							133	d	n	a	z	∅	∅	∅	T	N	A	S	∅	∅	∅	1	4	7	3	∅	∅	∅																						
1	0.2000	5	1.0000	445	134	-	∅	∅	∅	r	ə	r	_	∅	∅	∅	R	E	R	0	∅	∅	∅	5	7	5																																																																			135	a	∅	∅	∅	r	eː	n	A	∅	∅	∅	R	E	N	7	∅	∅	∅	5	7	4
2	0.4000	4	0.8000	445	134	r	-	∅	∅	ə	r	-	R	_	∅	∅	E	R	_	5	0	∅	∅	7	5	0																																																																			135	r	a	∅	∅	eː	n	a	R	A	∅	∅	E	N	A	5	7	∅	∅	7	4	7
3	0.6000	3	0.6000	445	134	ə	r	-	∅	r	-	∅	E	R	_	∅	R	_	∅	7	5	0	∅	5	0	∅																																																																			135	eː	r	a	∅	n	a	∅	E	R	A	∅	N	A	∅	7	5	7	∅	4	7	∅
4	0.8000	2	0.4000	445	134	r	ə	r	-	-	∅	∅	R	E	R	_	_	∅	∅	5	7	5	0	0	∅	∅																																																																			135	n	eː	r	a	a	∅	∅	N	E	R	A	A	∅	∅	4	7	5	7	7	∅	∅
5	1.0000	1	0.2000	445	134	-	r	ə	r	∅	∅	∅	_	R	E	R	∅	∅	∅	0	5	7	5	∅	∅	∅																																																																			135	a	n	eː	r	∅	∅	∅	A	N	E	R	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.5000	2	1.0000	448																							136	ai	∅	∅	∅	s	∅	∅	A	∅	∅	∅	S	∅	∅	7	∅	∅	∅	3	∅	∅																							137	ai	∅	∅	∅	s	∅	∅	A	∅	∅	∅	S	∅	∅	7	∅	∅	∅	3	∅	∅																						
2	1.0000	1	0.5000	448																							136	s	ai	∅	∅	∅	∅	∅	S	A	∅	∅	∅	∅	∅	3	7	∅	∅	∅	∅	∅																							137	s	ai	∅	∅	∅	∅	∅	S	A	∅	∅	∅	∅	∅	3	7	∅	∅	∅	∅	∅																						
1	0.1667	6	1.0000	449																																													138	g	∅	∅	∅	l	a	s	K	∅	∅	∅	L	A	S	1	∅	∅	∅	5	7	3																							139	g	∅	∅	∅	l	a	k	K	∅	∅	∅	L	A	K	1	∅	∅	∅	5	7	1
2	0.3333	5	0.8333	449																																													138	l	g	∅	∅	a	s	-	L	K	∅	∅	A	S	_	5	1	∅	∅	7	3	0																							139	l	g	∅	∅	a	k	i	L	K	∅	∅	A	K	I	5	1	∅	∅	7	1	7
3	0.5000	4	0.6667	449																																													138	a	l	g	∅	s	-	-	A	L	K	∅	S	_	_	7	5	1	∅	3	0	0																							139	a	l	g	∅	k	i	eː	A	L	K	∅	K	I	E	7	5	1	∅	1	7	7
