COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
296-12												dʒ a m b i				
463-12												d u m b i				
762-12												b a n a k i				
1432-12												t a r i				
1474-12												t ɔ ŋ ɔ				
2044-12												d i m b e				
2713-12												t ɛ m d ɛ d ɛ r ɛ				
3219-12												b aː dʒ u				
4120-12												k o r o				
4184-12												ɲ i				
4423-12												d ɔ r ɔ				
4629-12												n u ŋ o				
4904-12												n i ŋ o				
4960-12												dʒ i n aː dʒ i				
4980-12												t o				
5125-12												o ɲ ɔ i				
5549-12												t a w a				
5771-12												dʒ u g u				
5905-12												t i r i				
5922-12												b i r e				
1-12												b i				
629-12												d ɔ				
667-12												ɛ b ɛ				
1254-12												dʒ a m d u r u				
1415-12												ɲ ɛː				
2551-12												r i				
2901-12												g u ŋ g i				
3885-12												d i r ɔ				
5622-12												ɔ i r i j i j				
6006-12												b i r o				
43-12												dʒ aː				
158-12												m ɔ s u				
194-12												b o				
1789-12												n i m o				
2618-12												k i r o				
3113-12												t e g e				
3136-12												j a r a				
3751-12												b ɛ j				
3959-12												t o r u				
4888-12												s u m n u				
5180-12												s ɛ m b i				
5583-12												t a ŋ g i				
25-12												a s i g ɛ				
114-12												d ɔ j ɛ				
702-12												ɔ g ɔ ɲ u ŋ ɔ				
952-12												k u r u				
1941-12												k i r i				
2351-12												o o				
3448-12												b ɔ d i				
3482-12												m i s iː d ɛ				
3497-12												n a				
3588-12												k ɔ r ɔ				
4101-12												a r a				
4202-12												g o r o				
4293-12												dʒ ɔ b ɔ				
4520-12												b e dʒ i				
4609-12												k ɔ r ɔ				
4740-12												g u n ɔ				
4781-12												s o dʒ u				
526-12												d a r a g a				
545-12												i r i				
931-12												b ɛ j ɔ				
999-12												j e				
1989-12												m o n i				
2145-12												dʒ e				
2306-12												a m a				
3015-12												n i n d a				
3300-12												i w aː				
3639-12												d o w u				
3774-12												t u r u				
3905-12												ɲ uː				
3976-12												s ɔ				
4039-12												d ɔ r i				
4152-12												k i r i				
4260-12												ɔ m b u				
4334-12												s o r				
4570-12												g ɔ j̃				
5200-12												ɛ r i				
5752-12												t i				
66-12												k a				
744-12												r a w a				
1646-12												ɔ g i				
1745-12												dʒ a j a				
2066-12												n a ŋ a				
2958-12												m ɔ w̃ o				
3197-12												k aː				
3812-12												n i ŋ g u				
4337-12												dʒ ɔ m				
5531-12												dʒ i r̃ u				
5868-12												k ɛ				
245-12												t uː r ɔ				
1002-12												r e				
1026-12												r i				
1187-12												u r u				
1238-12												i dʒ i				
1454-12												s e l e				
1524-12												k o r̃ e				
2288-12												ɛ r e				
2553-12												b a ŋ a				
2759-12												i g a				
2978-12												k i l ɔ				
3088-12												ɲ ɛ u				
3256-12												m ɛ				
3551-12												b o j e				
4052-12												b ɛ s ɛ				
4220-12												g ɔ				
4383-12												k ɛ b ɛ				
4651-12												d i n i				
4821-12												k u				
5228-12												b ɛ n dʒ i				
5319-12												t o s u				
5375-12												m aː n u				
5465-12												m u j o				
5481-12												j o g o				
5641-12												l i j				
5692-12												a n a				
5715-12												g i r ɔ				
448-12												n i ŋ				
567-12												j i n e				
915-12												iː				
1057-12												k e ɲ i				
1208-12												g a m a				
1502-12												d u ŋ u				
1669-12												d i m b i r i				
1684-12												s uː oː				
1864-12												k o g u l ɛ				
1969-12												j u g ɔ r ɔ				
2030-12												k u b ɔ				
2338-12												s i j ɛ				
3283-12												ɛ r̃ ɛ				
3325-12												b o n d i				
3395-12												ɔ l j				
3535-12												k aː				
3622-12												d o g u				
3813-12												r i				
4011-12												d i ŋ				
4025-12												dʒ u w ɛ				
4441-12												b aː r a				
4720-12												r				
4721-12												k a r a				
4848-12												o n o n ɛː				
5036-12												t o r o				
5078-12												b i r e				
5109-12												l a g a				
5790-12												ɔ r u				
5847-12												o ɲ ɔ				
6008-12												j ɔ r ɔ				
136-12												k ɛ l ɛ				
331-12												s ɔ dʒ u				
412-12												j ɔ				
572-12												ɲ i n u				
618-12												u d ɔ				
652-12												b u j ɛ				
1033-12												k i g i				
715-13													d i j i			
1089-13													n i			
1319-13													n i			
1398-13													s u g u l u			
1557-13													dʒ i l e			
1626-13													w a g a			
1840-13													t i n i			
2247-13													k o			
4677-13													k u l o j			
5162-13													m i r i			
5406-13													t aː n d i			
359-13													g a l a			
1577-13													dʒ i l e			
2196-13													n a l a			
2230-13													s i g o			
2533-13													b a r a			
3605-13													k a n a			
3866-13													o d u			
4553-13													t a g i			
4822-13													k u m b o			
5254-13													d i l ɔ			
503-13													k i j i			
1356-13													m a j ɔ			
2084-13													j ɔ b i			
2420-13													k u l ɔ			
3218-13													d u g u			
3372-13													n a m i			
3718-13													a l a			
4135-13													b a n i			
4694-13													g u d u			
807-13													k o m b i			
2320-13													k a n i			
2476-13													k i			
2842-13													d i g i			
3719-13													m i			
4081-13													d a m b i			
4313-13													n i m			
4460-13													s o j			
5514-13													n i n d o			
5810-13													d i r i			
93-13													d ɔ			
260-13													b i l i			
385-13													dʒ e m b e			
1336-13													t i g e			
1703-13													b i			
1769-13													t i m b i			
2162-13													b ɛ l o			
2635-13													s o			
3031-13													d ɛ g i			
4591-13													k i l i			
5301-13													d ɛ l u			
5605-13													t i l i			
63-13													g a l a			
762-13													b a n a k i			
1432-13													t a l i			
1474-13													t ɔ n ɔ			
1788-13													s i l i			
2044-13													d i m b e			
2713-13													t ɛ m d ɛ n ɛ			
3219-13													b aː d u			
3425-13													j i			
4120-13													g o l o			
4184-13													n i			
4423-13													d ɔ l ɔ			
4629-13													n u o			
4980-13													t i			
5059-13													g u j o			
5125-13													ɔ n dʒ o			
5339-13													d a g a			
5905-13													t i r i			
5922-13													b i r i			
5938-13													a t u n a			
1-13													g i			
483-13													g o s u			
667-13													i b ɛ			
1254-13													dʒ a l u l u			
1415-13													ɲː i			
1683-13													s i j o			
2901-13													g u n g u			
3251-13													g a l a			
3885-13													d i g i			
4402-13													j i			
5081-13													p i n i			
43-13													dʒ aː			
194-13													b ɛ			
221-13													i g u			
650-13													b e g o			
716-13													j ɛ			
1374-13													k ɔ n ɔ			
1452-13													g aː l a			
1789-13													n u m ɔ			
2083-13													k a n i			
2108-13													n a j			
2618-13													k ɛ l ɛ			
2636-13													m			
2924-13													d o l e			
2941-13													b i l i			
3113-13													t e g e			
3572-13													b o l u			
3811-13													l e			
3959-13													g o l u			
4066-13													g ɔ r ɔ			
5180-13													s i m b i			
5751-13													t i j ɛ			
5981-13													a r a			
872-13													i n dʒ i			
952-13													k u n ɔ			
1941-13													k i l i			
2442-13													n u m o			
3448-13													b i d i			
3497-13													n a r a			
4101-13													a r a			
4202-13													g o l o			
4293-13													dʒ ɔ b ɔ			
4520-13													g e l u			
4740-13													g u n o			
4781-13													s a dʒ a			
5982-13													k u g u			
408-13													j a m b u			
526-13													d a l a			
545-13													u n u			
789-13													g aː w a			
931-13													b ɛ j a			
999-13													j e			
1298-13													g u l u			
1942-13													j e			
1989-13													m i n i			
2145-13													dʒ o			
2306-13													a m a			
2817-13													a n g u			
3015-13													n a n d a			
3639-13													d o w ɛ			
3774-13													t u n i			
3976-13													s i			
4152-13													g i n a			
4260-13													ɔ m b u			
4334-13													d ɔ			
4648-13													j e			
5200-13													ɛ l i			
5318-13													d ɔ r ɔ			
5532-13													i n i			
5673-13													d i l e			
5866-13													k a m a			
5887-13													j a m			
66-13													k a			
685-13													s ɔ r ɔ			
744-13													l ɔ w a			
1579-13													m b u l u			
1646-13													ɔ g u			
1748-13													j e			
2066-13													n a n a			
2216-13													j a j a			
2265-13													u l ɔ			
2902-13													j ɔ			
2958-13																
3534-13													t u n ɛ			
3684-13													k i n ɛ			
3944-13													k u l u			
4024-13													g i b a			
4219-13													d o b o			
4240-13													g o l ɛ			
4611-13													k ɛ m ɔ			
5828-13													j a r a			
5868-13													g a			
245-13													t ɔ l ɔ			
285-13													j ɔ			
348-13													k ɛ n ɛ			
1002-13													l ɛ			
1023-13													j o			
1026-13													l ɛ m ɔ			
1074-13													n i g u			
1172-13													g ɔ l ɔ			
1238-13													i dʒ i			
1275-13													d uː			
1612-13													n u m b ɔ			
2396-13													n d o			
2553-13													b a n a			
2759-13													ɛ g a			
3256-13													m a			
3287-13													ɔ n i			
3407-13													ɛ			
3551-13													b ɔ j k			
4383-13													k o			
4442-13													t ɛ j ɛ			
4651-13													d i n o			
5423-13													ɔ s ɔ			
5424-13													k ɔ l ɔ			
5481-13													j o g o			
5715-13													g i n ɛ			
389-13													n ɛ			
567-13													j i n o			
915-13													i			
1057-13													k ɔ nː e			
1727-13													j ɛ			
1971-13													p u d ɔ			
2338-13													s a j ɛ			
2354-13													d i n ɛ			
2500-13													ɛ g u			
2598-13													j e j			
3159-13													j̃ a n ɛ			
3325-13													p ɔ n d u			
3851-13													a b i j ɛ			
4037-13													d a n ɔ			
4280-13													j ɔ g ɔ l ɔ			
4720-13													a l a			
4721-13													k a l a			
4986-13													j̃ ɔ n ɔ			
5043-13													t o n d o l o			
5078-13													d ɔ ɛ ɔ m			
5233-13													mː u g o			
5361-13													k i n ɛ			
5963-13													g i b e			
6008-13													j ɔ l ɔ			
26-13													b u l ɛ			
144-13													t ɔ ŋ ɔ			
331-13													s a dʒ ĩː			
572-13													n i nː i			
600-13													a d a l u			
618-13													u dʒ ɔ			
936-13													b i j ɛ			
1033-13													k i g i			
1109-13													p i			
1192-13													t i n			
1206-13													g ɛ m b ɛ			
715-14														d i j i		
1089-14														i i i		
1319-14														i i i		
1398-14														s u i l i		
1557-14														i i r e		
1626-14														w a g i		
1840-14														t i ŋ i		
2247-14														k o		
4677-14														k i l e j		
5162-14														i i l i		
5406-14														t i n i		
359-14														k i l i		
2196-14														n a l a		
2230-14														s i g e		
2533-14														b o i		
3605-14														k a n a		
3866-14														o dʒ i		
4553-14														t i i i		
4822-14														k u m b o		
503-14														k i j i		
1356-14														i i		
1881-14														i i m i		
2084-14														j a b i		
2420-14														k u l u		
3372-14														o i m a		
3718-14														a r a		
4135-14														b i r i		
4694-14														g u d i		
807-14														k o m b i		
2476-14														k i		
2842-14														d i g i		
3719-14														m i		
4081-14														d a m b i		
4313-14														ŋ i i		
4460-14														s i i		
5810-14														i i l i		
93-14														d ɔ		
260-14														b i r i		
385-14														dʒ i m b i		
1703-14														b i w		
2162-14														b i r o		
2635-14														s o		
2735-14														d a n i		
3031-14														d i t i		
5301-14														i i l i		
5605-14														t i i i		
296-14														dʒ a m b i		
1432-14														t a r i		
1474-14														t ɔ ŋ i		
1788-14														s i		
2044-14														d i m b i		
3425-14														i		
4184-14														i i		
4423-14														t ɔ l ɔ		
4629-14														n i ŋ o		
4904-14														i i ŋ i		
4980-14														t ɔ		
5059-14														i i j o		
5339-14														i i i		
5905-14														t i r i		
5922-14														b i r i		
5938-14														u d u n u		
483-14														k i t i		
629-14														d ɔ		
1254-14														dʒ u t i l u		
1898-14														t i l u		
3251-14														d a r a		
5622-14														d i r ɔ		
158-14														m ɔ i		
194-14														b i		
1452-14														i i r a		
2083-14														k a n i		
2108-14														ŋ i i		
2924-14														d o l i		
3572-14														b i r u		
3751-14														d i		
3959-14														t o l u		
4066-14														i ɔ r ɔ		
25-14														a r i		
952-14														k u l u		
2351-14														b a b a		
3482-14														o s u d o		
3497-14														n a		
3588-14														k ɔ l ɔ		
4101-14														a r a		
4520-14														b e t u		
4609-14														k ɔ r ɔ		
4740-14														g u n ɔ		
545-14														i r u		
931-14														b i j a		
978-14														t ɔ m		
999-14																
1052-14														ŋ a m b i		
1070-14														l u w o		
2456-14														k ɔ l i		
2514-14														d u s u		
3774-14														t u r u		
3905-14														n o		
4039-14														d ɔ ŋ i		
4334-14														s ɔ l		
4361-14														t e g e		
4570-14														d ɔ w		
5752-14														t i		
5887-14														a m a		
521-14														k o dʒ e		
685-14														b ɔ r ɔ		
1108-14														k ɔ		
2066-14														n a ŋ a		
2216-14														j̃ a j̃		
2392-14														l u s u		
2774-14														k u n i		
2958-14														m ɔ m		
3339-14														k a g a		
3944-14														k u l u		
4024-14														dʒ i b a		
4219-14														t e m b e		
4240-14														w e l u		
5197-14														e r u		
5531-14														e m i		
5733-14														ŋ u		
5828-14														a		
409-14														j̃ ɔ r u		
562-14														s u w̃ o		
1002-14														l i		
1022-14														p i n i		
1023-14														j̃ o		
2288-14														i r e		
2759-14														i t e		
2798-14														u m r o		
3088-14														o m i		
3287-14														u n u		
3407-14														i m		
3463-14														w a		
3683-14														dʒ i m i		
4220-14														k u		
4440-14														t u		
4651-14														d e n i		
5272-14														t e g u		
5319-14														t o s u		
5423-14														ɔ s ɔ		
5641-14														l ɔ j		
5692-14														u n a		
347-14														dʒ ɛ r ɔ		
389-14														n e		
448-14														n e j̃		
613-14														m a		
787-14														n i w̃ r		
1373-14														k u		
1684-14														s i w u		
2030-14														k u w ɔ		
2500-14														e t e		
2619-14														dʒ i l a		
2714-14														k u m		
3535-14														k a		
3640-14														l a r u w u		
3706-14														n u ŋ		
4011-14														d e ŋ		
4720-14														a l a		
5233-14														b u g u		
5467-14														d i g ɛ		
62-14														k i		
144-14														o n u		
283-14														o		
334-14														s u s a j̃		
412-14														j̃ a t u		
482-14														dʒ r s u		
652-14														b u j a		
891-14														k o		
715-15															d i j i	
1089-15															i i i	
1319-15															n i	
1398-15															s u n i l i	
1557-15															e i d e	
1626-15															o w o i	
1840-15															t i n i	
2247-15															k o	
4677-15															k i l e j	
5162-15															m i r e	
5406-15															t i n i	
359-15															k e l e	
1577-15															e i r e	
2196-15																
2230-15															s i g e	
2533-15															b o i	
3605-15															k a n a	
3866-15															o e e	
4553-15															t e g e	
4822-15															k u m b e	
5254-15															d i l i	
503-15															k i j e	
1356-15															m e m e	
1881-15															n i m e	
2084-15															j i b i	
2420-15															k u l o	
3218-15															b u e u	
3372-15															o i m a	
4135-15															b i r i	
4694-15															g u e i	
807-15															k o m e	
2842-15															d i g i	
3719-15															m i	
4081-15															d a m b i	
4313-15															o i m e	
5514-15															n e n d e	
5810-15															d i l i	
93-15															d o	
260-15															d e r e	
385-15															dʒ e m b e	
1336-15															d e g e	
1769-15															t e m b i	
2162-15															b o l o	
2635-15															s o	
2735-15															d i n i	
3031-15															d o g o	
5605-15															t i m e	
63-15															k a d a	
296-15															dʒ e m b e	
762-15															b a n a k u	
1432-15															t a l i	
1474-15															t o ŋ e	
2044-15															d i m e	
2713-15															t e m t aː t aː	
3219-15															b aː dʒ u	
3425-15															j i	
4120-15															k o l e	
4423-15															d i r i	
4629-15															n i ŋ o	
4759-15															n e j e	
4904-15															n i ŋ o	
4960-15															dʒ e n e dʒ e	
4980-15															t o	
5339-15															d i g a	
5549-15															t a w a	
5905-15															t i r i	
5922-15															b i r e	
5938-15															o d i n i j i	
1-15															d e	
483-15															g o s u	
629-15															d e	
667-15															e w e	
1254-15															dʒ e m d u l u	
1542-15															n i	
2901-15															k i n i	
2957-15															m e n d i	
3048-15															b i j e	
3251-15															d e r a	
3885-15															d i r e	
5081-15															p i n i	
43-15															s aː	
135-15															t i n d i	
221-15															i e i	
650-15															b e e	
716-15															j e	
1152-15															t i w i	
1789-15															n u m o	
1862-15															e e e	
2636-15															m	
2880-15															k i n dʒ i g e	
2924-15															d o l i	
2941-15															b i l e	
3113-15															t e g e	
3136-15															j a r a	
3405-15															o m e	
3572-15															b i d i	
3751-15															o e j	
3811-15															l e	
3959-15															t o l e	
4066-15															g o r o	
4535-15															s i g ɔ	
5180-15															s e m b i	
5751-15															t i j o	
5981-15															e e e	
25-15															e s i g e k e	
114-15															d o j e	
702-15															ɔ g i o n ɔ	
872-15															i n i	
952-15															k u l u	
1941-15															k i l i	
2179-15															n i e	
2351-15															o b o	
2442-15															n u m o	
2496-15															n i n	
3448-15															b u d u	
3482-15															m i s e d e	
3588-15															k o l ɔ	
4101-15															o a r a	
4293-15															dʒ ɔ w ɔ	
4520-15															b e d u	
4740-15															g u n o	
5982-15															k u e u	
196-15															k u l o	
408-15															j e m b i	
789-15															g o m e	
1070-15															l u g o	
1298-15															g u m u m b u	
1942-15															j e	
1989-15															m e n e	
2306-15															a m a	
2514-15															d i d i	
2817-15															e n g e	
3015-15															n a n d a	
3132-15															d u n g u	
3905-15															n o m	
3976-15															s aː	
4039-15															d ɔ n i	
4152-15															k i n e	
4278-15															k i n dʒ i	
4334-15															s o	
4648-15															j e	
5200-15															ʔ l e	
5318-15															d ɔ l ɔ	
5866-15															k a m e	
66-15															k a	
432-15															k e n i	
1108-15															k o j o	
1237-15															e n z ɔ	
1748-15															j e	
1823-15															g o l o	
2143-15															b e	
2392-15															n o s u	
2579-15															d o m	
3198-15															s o m o	
3534-15															t o n i	
3944-15															k o l i	
4024-15															dʒ e b a	
4259-15															g o m o	
4337-15															s o m b o	
5447-15															g i e	
5830-15															j o	
5868-15															k e	
285-15															ə n ɛ	
348-15															k i n i	
998-15															w o	
1578-15															n u m g o	
1668-15															b i n i	
1970-15															p u l a	
2396-15															n i	
2553-15															b a n a	
2978-15															tʃ u l ɔ	
3256-15															m e m	
3301-15															e b a	
3498-15															n e	
3772-15															t i m e	
3790-15															g a w	
4363-15															d a m	
4778-15															s e s e j e	
4941-15															o j o	
5229-15															b e n d e	
5375-15															m aː n a	
5497-15															ɔ w	
5888-15															j e	
6007-15															p u n o	
568-15															n e n d i l o	
569-15															n i n d i l e	
742-15															z e e e	
1057-15															k o n i	
1727-15															j ʔ	
1899-15															p u n i	
2067-15															i l i	
2268-15															u l ɛ	
2338-15															z ɛ	
2619-15															tʃ i l e	
2999-15															d o g ɔ	
3325-15															b o n d u	
3395-15															l o j	
3465-15															j aː	
3658-15															d i m o	
3807-15															p e r̃ i	
3851-15															a b e	
4205-15															ɔ n d ɔ	
4721-15															k a l a	
5043-15															t o n d o l o	
5233-15															m u w o	
5361-15															k e d ɔ	
5425-15															j ɔ g ɔ	
5963-15															dʒ i b u	
309-15															d e j a w	
687-15															j a n d o	
891-15															k o	
936-15															b ɔː	
1192-15															dʒ i m	
1206-15															k a m b a	
715-16																d u j
1089-16																j ɔ
1319-16																n iː
1398-16																s u g u
1557-16																g i r e
1626-16																ɔ g ɔ
1840-16																t i j ɛ
2247-16																g e
4677-16																k u l e j
5162-16																m i r e
5406-16																t ɔ n d u
359-16																g ɔ l ɔ
1577-16																g i r e
2196-16																j ɔ l ɔ
2230-16																s u g e
2533-16																b ɔ r ɔ
3605-16																k a n ɔ
3866-16																ɔ g u
4553-16																t a g ɔ
4822-16																k u m b e
5254-16																d u l ɔ
503-16																g i j e
1356-16																m ɔ j e
1881-16																n u m iː
2084-16																j ɔ b ɛ
2420-16																g u l ɔ
3218-16																d u g u
3372-16																j a m ɔ
3718-16																a r a
4135-16																b a n i
4694-16																g u g u
807-16																k ɔ m b iː
2320-16																k ɔ j e
2476-16																k u g ɔ
2842-16																d g u g u
3719-16																m ɛ
4081-16																d a m b i
4313-16																n e m
4460-16																s ɔ j
5514-16																n ɛ n d ɛ
5810-16																p i r ɔ
93-16																d ɔ
260-16																b e r e
890-16																a m b i r u
1336-16																t e g e
1703-16																b i
1769-16																t ɛ m b ɛ
2162-16																b ɛ r ɛ
2635-16																g ɔ
2735-16																d ɔ n ɔ
3031-16																d g ɛ
4591-16																k i r e
5301-16																d ɛ r u
5605-16																t i m ɛ
63-16																k a r a
296-16																g a m b ɛ
463-16																d u m b e
1432-16																t ɔ r u
1474-16																t ɔ
1788-16																s i
2044-16																d i m b e
3219-16																d u g u
3425-16																j uː
4120-16																k o l e
4184-16																ɲ e j
4423-16																d ɔ r ɔ
4960-16																g g n u g e
4980-16																d ɔ
5059-16																g u j ɔ
5125-16																ɔ n g ɔ
5339-16																ɔ g ɔ g ɔ
5549-16																t ɔ w ɔ
5771-16																j u g u
5905-16																t i r u
5922-16																b i r e
1-16																g e
483-16																g ɔ s u
629-16																d ɔ
667-16																ɔ b ɛ
1254-16																g u g d u r u
1683-16																s i j e
2551-16																r e
2901-16																g u j g u
3251-16																g a r a
3885-16																d ɔ g ɛ
4402-16																j i
5081-16																p i n g u
5622-16																g e r e j e j
6006-16																p ɔ r ɔ
43-16																s u g ɔ
158-16																m ɔ ɲ u
194-16																b o
221-16																ɛ g u
650-16																b iː g ɛ
716-16																j iː
1374-16																k ɔ n g ɔ
1452-16																g u r a
1862-16																u g u
2083-16																k a n i
2108-16																n ɔ j
2618-16																g o l ɛ
2636-16																m
2924-16																d ɔ r u
2941-16																b g l u
3113-16																t e g e
3136-16																j a r a
3572-16																b ɛ r u
3751-16																d ɛ j
3811-16																l e
3959-16																t ɔ r u
4066-16																g ɔ r ɔ
4888-16																s a m n ɔ
5180-16																s ɛ m b ɛ
5583-16																t a ŋ g o
5981-16																a g a
25-16																u r ɛ g ɛ
702-16																ɔ g ɔ ɲ ɔ j ɔ
851-16																k ɔ
872-16																ɛ ɲ ɛ
952-16																g u r ɔ
1941-16																k u l e
3448-16																b u d u
3482-16																m ɛ s u d ɛ
3497-16																n a
3588-16																k ɔ r ɔ
4101-16																a n a
4202-16																g ɔ l ɔ
4293-16																g ɔ b ɔ
4520-16																ɔ e g u
4609-16																k ɔ r ɔ
4740-16																g u n ɔ
4781-16																s e
5982-16																k u g u
526-16																d ɔ g ɔ
545-16																u r u
789-16																g ɔ m ɔ
931-16																b ɛ j ɔ
1052-16																n a m b u
1070-16																l u g o
1298-16																g u l b m b ɛ
1989-16																m g ɛ e
2145-16																g o
2306-16																a m a
2666-16																s u g u
2817-16																a j g u
3015-16																n ɔ n d ɔ
3639-16																t ɔ w a
3774-16																t u r u
3905-16																n iː
3976-16																s u
4039-16																d ɔ n u
4260-16																ɔ m b u
4278-16																k u n g u
4361-16																t e g e
5200-16																ɛ l ɛ
5318-16																d ɔ r ɔ
5673-16																d e m b ɛ
5752-16																t ɛ
5866-16																k a r a
5887-16																j a m
432-16																k a n ɛ
685-16																s o n ɔ
744-16																l ɔ w a
1646-16																ɔ g u
1745-16																g a j a
2066-16																n a ŋ g a
2216-16																j a j
2265-16																u l ɔ
2579-16																d ɔ j
2958-16																m ɔ w̃
3198-16																s ɛ m ɔ
3534-16																t ɔ n ɛ
3684-16																k i n ɔ
3812-16																p u ŋ g u
3944-16																k ɔ r ɔ
4024-16																dʒ u b a
4240-16																w e r u
4337-16																s ɔ m
5828-16																j a
245-16																t ɔ r ɔ
285-16																j a
348-16																g ɛ d ɛ
409-16																j ɔ r u
998-16																w ɔ
1002-16																r ɛ
1026-16																l e
1172-16																g ɔ l ɔ
1238-16																g s u
1275-16																d uː
1524-16																k ɔ r ɔ
1612-16																n u m b ɔ
2288-16																g ɛ r ɛ
2334-16																ɛ s u
2396-16																n ɛ
2553-16																b a j aː
2759-16																ɛ g a
2798-16																e l ɛ j
3256-16																ɛ m ɛ
3407-16																e m
3551-16																b ɔ j g ɔ
3790-16																g a w
4442-16																t iː j ɛ
5229-16																a n d iː
5465-16																m u j o
5481-16																j ɔ g ɔ
5497-16																ɛ w
5641-16																l ɔ j
5692-16																a n a
5715-16																g r e
389-16																n o
567-16																ɲ i n ɛ
915-16																ĩː
1208-16																g a m
1502-16																d u n
1899-16																p u n ɛ
1969-16																j ɔ g ɔ ɛ ɔ
2030-16																k u w ɔ
2354-16																t g ɛ
2500-16																iː g u
2598-16																j e j
2714-16																g ɛː ŋ
3159-16																j ɛ l a
3325-16																b ɔ n ɔ
3395-16																ɔ l j
3851-16																a b i j ɛ
4011-16																d e ŋ
4630-16																n ɔ
4720-16																a l a
4721-16																k a l a
4905-16																n ɔ
5043-16																t ɔ n d o l ɔ
5109-16																l a g a
5361-16																k iː d ɛ
5425-16																j ɔ g ɔ
5847-16																o ɲ g o
5963-16																dʒ i b u
6008-16																j ɔ r ɔ
62-16																k u l a
144-16																t n u ŋ
283-16																k ɔ
334-16																s a dʒ a j
572-16																ɲ i n i
618-16																u dʒ ɔ
936-16																b ɛ j aː
1033-16																k i g ɛ
1109-16																p i j ɛ
1192-16																tʃ ɛ j
1417-16																k ɔː
