index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
3	0.7500	2	0.5000	601	273	g	i	dʒ	∅	i	∅	∅	K	I	T	∅	I	∅	∅	1	7	1	∅	7	∅	∅	274	g	i	s	∅	i	∅	∅	K	I	S	∅	I	∅	∅	1	7	3	∅	7	∅	∅	275	g	ɪ	s	∅	i	∅	∅	K	I	S	∅	I	∅	∅	1	7	3	∅	7	∅	∅	276	g	i	z	∅	i	∅	∅	K	I	S	∅	I	∅	∅	1	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	601	273	i	g	i	dʒ	∅	∅	∅	I	K	I	T	∅	∅	∅	7	1	7	1	∅	∅	∅	274	i	g	i	s	∅	∅	∅	I	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅	275	i	g	ɪ	s	∅	∅	∅	I	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅	276	i	g	i	z	∅	∅	∅	I	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.3333	3	1.0000	612																							277	a	∅	∅	∅	mː	a	∅	A	∅	∅	∅	M	A	∅	7	∅	∅	∅	4	7	∅	278	a	∅	∅	∅	mː	a	∅	A	∅	∅	∅	M	A	∅	7	∅	∅	∅	4	7	∅																						
2	0.6667	2	0.6667	612																							277	mː	a	∅	∅	a	∅	∅	M	A	∅	∅	A	∅	∅	4	7	∅	∅	7	∅	∅	278	mː	a	∅	∅	a	∅	∅	M	A	∅	∅	A	∅	∅	4	7	∅	∅	7	∅	∅																						
3	1.0000	1	0.3333	612																							277	a	mː	a	∅	∅	∅	∅	A	M	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅	278	a	mː	a	∅	∅	∅	∅	A	M	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																						
1	0.3333	3	1.0000	616	279	b	∅	∅	∅	iː	e	∅	P	∅	∅	∅	I	E	∅	1	∅	∅	∅	7	7	∅	280	ɓ	∅	∅	∅	aːi̯	e	∅	P	∅	∅	∅	A	E	∅	1	∅	∅	∅	7	7	∅	281	b	∅	∅	∅	iː	e	∅	P	∅	∅	∅	I	E	∅	1	∅	∅	∅	7	7	∅	282	b	∅	∅	∅	iː	e	∅	P	∅	∅	∅	I	E	∅	1	∅	∅	∅	7	7	∅
2	0.6667	2	0.6667	616	279	iː	b	∅	∅	e	∅	∅	I	P	∅	∅	E	∅	∅	7	1	∅	∅	7	∅	∅	280	aːi̯	ɓ	∅	∅	e	∅	∅	A	P	∅	∅	E	∅	∅	7	1	∅	∅	7	∅	∅	281	iː	b	∅	∅	e	∅	∅	I	P	∅	∅	E	∅	∅	7	1	∅	∅	7	∅	∅	282	iː	b	∅	∅	e	∅	∅	I	P	∅	∅	E	∅	∅	7	1	∅	∅	7	∅	∅
3	1.0000	1	0.3333	616	279	e	iː	b	∅	∅	∅	∅	E	I	P	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅	280	e	aːi̯	ɓ	∅	∅	∅	∅	E	A	P	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅	281	e	iː	b	∅	∅	∅	∅	E	I	P	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅	282	e	iː	b	∅	∅	∅	∅	E	I	P	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	628																							283	s	∅	∅	∅	u	r	e	S	∅	∅	∅	Y	R	E	3	∅	∅	∅	7	5	7	284	s	∅	∅	∅	ʊ	r	e	S	∅	∅	∅	Y	R	E	3	∅	∅	∅	7	5	7																						
2	0.5000	3	0.7500	628																							283	u	s	∅	∅	r	e	∅	Y	S	∅	∅	R	E	∅	7	3	∅	∅	5	7	∅	284	ʊ	s	∅	∅	r	e	∅	Y	S	∅	∅	R	E	∅	7	3	∅	∅	5	7	∅																						
3	0.7500	2	0.5000	628																							283	r	u	s	∅	e	∅	∅	R	Y	S	∅	E	∅	∅	5	7	3	∅	7	∅	∅	284	r	ʊ	s	∅	e	∅	∅	R	Y	S	∅	E	∅	∅	5	7	3	∅	7	∅	∅																						
4	1.0000	1	0.2500	628																							283	e	r	u	s	∅	∅	∅	E	R	Y	S	∅	∅	∅	7	5	7	3	∅	∅	∅	284	e	r	ʊ	s	∅	∅	∅	E	R	Y	S	∅	∅	∅	7	5	7	3	∅	∅	∅																						
1	0.1667	6	1.0000	632	285	a	∅	∅	∅	b	u	lː	A	∅	∅	∅	P	Y	L	7	∅	∅	∅	1	7	5																							286	a	∅	∅	∅	b	u	l	A	∅	∅	∅	P	Y	L	7	∅	∅	∅	1	7	5																						
2	0.3333	5	0.8333	632	285	b	a	∅	∅	u	lː	-	P	A	∅	∅	Y	L	_	1	7	∅	∅	7	5	0																							286	b	a	∅	∅	u	l	d	P	A	∅	∅	Y	L	T	1	7	∅	∅	7	5	1																						
3	0.5000	4	0.6667	632	285	u	b	a	∅	lː	-	u	Y	P	A	∅	L	_	Y	7	1	7	∅	5	0	7																							286	u	b	a	∅	l	d	u	Y	P	A	∅	L	T	Y	7	1	7	∅	5	1	7																						
4	0.6667	3	0.5000	632	285	lː	u	b	a	-	u	∅	L	Y	P	A	_	Y	∅	5	7	1	7	0	7	∅																							286	l	u	b	a	d	u	∅	L	Y	P	A	T	Y	∅	5	7	1	7	1	7	∅																						
5	0.8333	2	0.3333	632	285	-	lː	u	b	u	∅	∅	_	L	Y	P	Y	∅	∅	0	5	7	1	7	∅	∅																							286	d	l	u	b	u	∅	∅	T	L	Y	P	Y	∅	∅	1	5	7	1	7	∅	∅																						
6	1.0000	1	0.1667	632	285	u	-	lː	u	∅	∅	∅	Y	_	L	Y	∅	∅	∅	7	0	5	7	∅	∅	∅																							286	u	d	l	u	∅	∅	∅	Y	T	L	Y	∅	∅	∅	7	1	5	7	∅	∅	∅																						
1	0.1250	8	1.0000	633																							287	-	∅	∅	∅	k	o	r	_	∅	∅	∅	K	U	R	0	∅	∅	∅	1	7	5																							288	a	∅	∅	∅	g	o	r	A	∅	∅	∅	K	U	R	7	∅	∅	∅	1	7	5
2	0.2500	7	0.8750	633																							287	k	-	∅	∅	o	r	o	K	_	∅	∅	U	R	U	1	0	∅	∅	7	5	7																							288	g	a	∅	∅	o	r	o	K	A	∅	∅	U	R	U	1	7	∅	∅	7	5	7
3	0.3750	6	0.7500	633																							287	o	k	-	∅	r	o	m	U	K	_	∅	R	U	M	7	1	0	∅	5	7	4																							288	o	g	a	∅	r	o	m	U	K	A	∅	R	U	M	7	1	7	∅	5	7	4
4	0.5000	5	0.6250	633																							287	r	o	k	-	o	m	b	R	U	K	_	U	M	P	5	7	1	0	7	4	1																							288	r	o	g	a	o	m	b	R	U	K	A	U	M	P	5	7	1	7	7	4	1
5	0.6250	4	0.5000	633																							287	o	r	o	k	m	b	o	U	R	U	K	M	P	U	7	5	7	1	4	1	7																							288	o	r	o	g	m	b	o	U	R	U	K	M	P	U	7	5	7	1	4	1	7
6	0.7500	3	0.3750	633																							287	m	o	r	o	b	o	∅	M	U	R	U	P	U	∅	4	7	5	7	1	7	∅																							288	m	o	r	o	b	o	∅	M	U	R	U	P	U	∅	4	7	5	7	1	7	∅
7	0.8750	2	0.2500	633																							287	b	m	o	r	o	∅	∅	P	M	U	R	U	∅	∅	1	4	7	5	7	∅	∅																							288	b	m	o	r	o	∅	∅	P	M	U	R	U	∅	∅	1	4	7	5	7	∅	∅
8	1.0000	1	0.1250	633																							287	o	b	m	o	∅	∅	∅	U	P	M	U	∅	∅	∅	7	1	4	7	∅	∅	∅																							288	o	b	m	o	∅	∅	∅	U	P	M	U	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.1250	8	1.0000	644																							289	t	∅	∅	∅	-	o	k	T	∅	∅	∅	_	U	K	1	∅	∅	∅	0	7	1	290	t	∅	∅	∅	ʔ	ɔ	k	T	∅	∅	∅	H	U	K	1	∅	∅	∅	1	7	1	291	t	∅	∅	∅	ʔ	o	k	T	∅	∅	∅	H	U	K	1	∅	∅	∅	1	7	1
2	0.2500	7	0.8750	644																							289	-	t	∅	∅	o	k	-	_	T	∅	∅	U	K	_	0	1	∅	∅	7	1	0	290	ʔ	t	∅	∅	ɔ	k	ʔ	H	T	∅	∅	U	K	H	1	1	∅	∅	7	1	1	291	ʔ	t	∅	∅	o	k	ʔ	H	T	∅	∅	U	K	H	1	1	∅	∅	7	1	1
3	0.3750	6	0.7500	644																							289	o	-	t	∅	k	-	o	U	_	T	∅	K	_	U	7	0	1	∅	1	0	7	290	ɔ	ʔ	t	∅	k	ʔ	ɔ	U	H	T	∅	K	H	U	7	1	1	∅	1	1	7	291	o	ʔ	t	∅	k	ʔ	o	U	H	T	∅	K	H	U	7	1	1	∅	1	1	7
4	0.5000	5	0.6250	644																							289	k	o	-	t	-	o	l	K	U	_	T	_	U	L	1	7	0	1	0	7	5	290	k	ɔ	ʔ	t	ʔ	ɔ	l	K	U	H	T	H	U	L	1	7	1	1	1	7	5	291	k	o	ʔ	t	ʔ	o	l	K	U	H	T	H	U	L	1	7	1	1	1	7	5
5	0.6250	4	0.5000	644																							289	-	k	o	-	o	l	o	_	K	U	_	U	L	U	0	1	7	0	7	5	7	290	ʔ	k	ɔ	ʔ	ɔ	l	o	H	K	U	H	U	L	U	1	1	7	1	7	5	7	291	ʔ	k	o	ʔ	o	l	o	H	K	U	H	U	L	U	1	1	7	1	7	5	7
6	0.7500	3	0.3750	644																							289	o	-	k	o	l	o	∅	U	_	K	U	L	U	∅	7	0	1	7	5	7	∅	290	ɔ	ʔ	k	ɔ	l	o	∅	U	H	K	U	L	U	∅	7	1	1	7	5	7	∅	291	o	ʔ	k	o	l	o	∅	U	H	K	U	L	U	∅	7	1	1	7	5	7	∅
7	0.8750	2	0.2500	644																							289	l	o	-	k	o	∅	∅	L	U	_	K	U	∅	∅	5	7	0	1	7	∅	∅	290	l	ɔ	ʔ	k	o	∅	∅	L	U	H	K	U	∅	∅	5	7	1	1	7	∅	∅	291	l	o	ʔ	k	o	∅	∅	L	U	H	K	U	∅	∅	5	7	1	1	7	∅	∅
8	1.0000	1	0.1250	644																							289	o	l	o	-	∅	∅	∅	U	L	U	_	∅	∅	∅	7	5	7	0	∅	∅	∅	290	o	l	ɔ	ʔ	∅	∅	∅	U	L	U	H	∅	∅	∅	7	5	7	1	∅	∅	∅	291	o	l	o	ʔ	∅	∅	∅	U	L	U	H	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2500	4	1.0000	650																							292	k	∅	∅	∅	ʔ	o	ʃ	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3	293	k	∅	∅	∅	ʔ	ɔ	ʃ	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3	294	k	∅	∅	∅	ʔ	o	ʃ	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3
2	0.5000	3	0.7500	650																							292	ʔ	k	∅	∅	o	ʃ	∅	H	K	∅	∅	U	S	∅	1	1	∅	∅	7	3	∅	293	ʔ	k	∅	∅	ɔ	ʃ	∅	H	K	∅	∅	U	S	∅	1	1	∅	∅	7	3	∅	294	ʔ	k	∅	∅	o	ʃ	∅	H	K	∅	∅	U	S	∅	1	1	∅	∅	7	3	∅
3	0.7500	2	0.5000	650																							292	o	ʔ	k	∅	ʃ	∅	∅	U	H	K	∅	S	∅	∅	7	1	1	∅	3	∅	∅	293	ɔ	ʔ	k	∅	ʃ	∅	∅	U	H	K	∅	S	∅	∅	7	1	1	∅	3	∅	∅	294	o	ʔ	k	∅	ʃ	∅	∅	U	H	K	∅	S	∅	∅	7	1	1	∅	3	∅	∅
4	1.0000	1	0.2500	650																							292	ʃ	o	ʔ	k	∅	∅	∅	S	U	H	K	∅	∅	∅	3	7	1	1	∅	∅	∅	293	ʃ	ɔ	ʔ	k	∅	∅	∅	S	U	H	K	∅	∅	∅	3	7	1	1	∅	∅	∅	294	ʃ	o	ʔ	k	∅	∅	∅	S	U	H	K	∅	∅	∅	3	7	1	1	∅	∅	∅
1	0.2000	5	1.0000	655	295	mʷ	∅	∅	∅	o	ɲ	ʃ	M	∅	∅	∅	U	N	S	4	∅	∅	∅	7	4	3																																													296	m	∅	∅	∅	u	n	z	M	∅	∅	∅	Y	N	S	4	∅	∅	∅	7	4	3
2	0.4000	4	0.8000	655	295	o	mʷ	∅	∅	ɲ	ʃ	o	U	M	∅	∅	N	S	U	7	4	∅	∅	4	3	7																																													296	u	m	∅	∅	n	z	oː	Y	M	∅	∅	N	S	U	7	4	∅	∅	4	3	7
3	0.6000	3	0.6000	655	295	ɲ	o	mʷ	∅	ʃ	o	∅	N	U	M	∅	S	U	∅	4	7	4	∅	3	7	∅																																													296	n	u	m	∅	z	oː	∅	N	Y	M	∅	S	U	∅	4	7	4	∅	3	7	∅
4	0.8000	2	0.4000	655	295	ʃ	ɲ	o	mʷ	o	∅	∅	S	N	U	M	U	∅	∅	3	4	7	4	7	∅	∅																																													296	z	n	u	m	oː	∅	∅	S	N	Y	M	U	∅	∅	3	4	7	4	7	∅	∅
5	1.0000	1	0.2000	655	295	o	ʃ	ɲ	o	∅	∅	∅	U	S	N	U	∅	∅	∅	7	3	4	7	∅	∅	∅																																													296	oː	z	n	u	∅	∅	∅	U	S	N	Y	∅	∅	∅	7	3	4	7	∅	∅	∅
1	0.1429	7	1.0000	657																							297	m	∅	∅	∅	a	n	e	M	∅	∅	∅	A	N	E	4	∅	∅	∅	7	4	7																							298	m	∅	∅	∅	u	n	e	M	∅	∅	∅	Y	N	E	4	∅	∅	∅	7	4	7
2	0.2857	6	0.8571	657																							297	a	m	∅	∅	n	e	n	A	M	∅	∅	N	E	N	7	4	∅	∅	4	7	4																							298	u	m	∅	∅	n	e	n	Y	M	∅	∅	N	E	N	7	4	∅	∅	4	7	4
3	0.4286	5	0.7143	657																							297	n	a	m	∅	e	n	k	N	A	M	∅	E	N	K	4	7	4	∅	7	4	1																							298	n	u	m	∅	e	n	k	N	Y	M	∅	E	N	K	4	7	4	∅	7	4	1
4	0.5714	4	0.5714	657																							297	e	n	a	m	n	k	u	E	N	A	M	N	K	Y	7	4	7	4	4	1	7																							298	e	n	u	m	n	k	o	E	N	Y	M	N	K	U	7	4	7	4	4	1	7
5	0.7143	3	0.4286	657																							297	n	e	n	a	k	u	∅	N	E	N	A	K	Y	∅	4	7	4	7	1	7	∅																							298	n	e	n	u	k	o	∅	N	E	N	Y	K	U	∅	4	7	4	7	1	7	∅
6	0.8571	2	0.2857	657																							297	k	n	e	n	u	∅	∅	K	N	E	N	Y	∅	∅	1	4	7	4	7	∅	∅																							298	k	n	e	n	o	∅	∅	K	N	E	N	U	∅	∅	1	4	7	4	7	∅	∅
7	1.0000	1	0.1429	657																							297	u	k	n	e	∅	∅	∅	Y	K	N	E	∅	∅	∅	7	1	4	7	∅	∅	∅																							298	o	k	n	e	∅	∅	∅	U	K	N	E	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	668																							299	w	∅	∅	∅	ɛ	lː	a	W	∅	∅	∅	E	L	A	6	∅	∅	∅	7	5	7	300	w	∅	∅	∅	ɛ	lː	a	W	∅	∅	∅	E	L	A	6	∅	∅	∅	7	5	7	301	w	∅	∅	∅	ɛ	lː	a	W	∅	∅	∅	E	L	A	6	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	668																							299	ɛ	w	∅	∅	lː	a	∅	E	W	∅	∅	L	A	∅	7	6	∅	∅	5	7	∅	300	ɛ	w	∅	∅	lː	a	∅	E	W	∅	∅	L	A	∅	7	6	∅	∅	5	7	∅	301	ɛ	w	∅	∅	lː	a	∅	E	W	∅	∅	L	A	∅	7	6	∅	∅	5	7	∅
3	0.7500	2	0.5000	668																							299	lː	ɛ	w	∅	a	∅	∅	L	E	W	∅	A	∅	∅	5	7	6	∅	7	∅	∅	300	lː	ɛ	w	∅	a	∅	∅	L	E	W	∅	A	∅	∅	5	7	6	∅	7	∅	∅	301	lː	ɛ	w	∅	a	∅	∅	L	E	W	∅	A	∅	∅	5	7	6	∅	7	∅	∅
4	1.0000	1	0.2500	668																							299	a	lː	ɛ	w	∅	∅	∅	A	L	E	W	∅	∅	∅	7	5	7	6	∅	∅	∅	300	a	lː	ɛ	w	∅	∅	∅	A	L	E	W	∅	∅	∅	7	5	7	6	∅	∅	∅	301	a	lː	ɛ	w	∅	∅	∅	A	L	E	W	∅	∅	∅	7	5	7	6	∅	∅	∅
1	0.2000	5	1.0000	674																							302	m	∅	∅	∅	aː	m	a	M	∅	∅	∅	A	M	A	4	∅	∅	∅	7	4	7	303	m	∅	∅	∅	a	n	a	M	∅	∅	∅	A	N	A	4	∅	∅	∅	7	4	7																						
2	0.4000	4	0.8000	674																							302	aː	m	∅	∅	m	a	ŋ	A	M	∅	∅	M	A	N	7	4	∅	∅	4	7	4	303	a	m	∅	∅	n	a	ɲ	A	M	∅	∅	N	A	N	7	4	∅	∅	4	7	4																						
3	0.6000	3	0.6000	674																							302	m	aː	m	∅	a	ŋ	∅	M	A	M	∅	A	N	∅	4	7	4	∅	7	4	∅	303	n	a	m	∅	a	ɲ	∅	N	A	M	∅	A	N	∅	4	7	4	∅	7	4	∅																						
4	0.8000	2	0.4000	674																							302	a	m	aː	m	ŋ	∅	∅	A	M	A	M	N	∅	∅	7	4	7	4	4	∅	∅	303	a	n	a	m	ɲ	∅	∅	A	N	A	M	N	∅	∅	7	4	7	4	4	∅	∅																						
5	1.0000	1	0.2000	674																							302	ŋ	a	m	aː	∅	∅	∅	N	A	M	A	∅	∅	∅	4	7	4	7	∅	∅	∅	303	ɲ	a	n	a	∅	∅	∅	N	A	N	A	∅	∅	∅	4	7	4	7	∅	∅	∅																						
1	0.1667	6	1.0000	678	304	m	∅	∅	∅	a	ŋ	k	M	∅	∅	∅	A	N	K	4	∅	∅	∅	7	4	1	305	mː	∅	∅	∅	a	n	k	M	∅	∅	∅	A	N	K	4	∅	∅	∅	7	4	1	306	m	∅	∅	∅	a	n	k	M	∅	∅	∅	A	N	K	4	∅	∅	∅	7	4	1																						
2	0.3333	5	0.8333	678	304	a	m	∅	∅	ŋ	k	-	A	M	∅	∅	N	K	_	7	4	∅	∅	4	1	0	305	a	mː	∅	∅	n	k	-	A	M	∅	∅	N	K	_	7	4	∅	∅	4	1	0	306	a	m	∅	∅	n	k	ʔ	A	M	∅	∅	N	K	H	7	4	∅	∅	4	1	1																						
3	0.5000	4	0.6667	678	304	ŋ	a	m	∅	k	-	a	N	A	M	∅	K	_	A	4	7	4	∅	1	0	7	305	n	a	mː	∅	k	-	a	N	A	M	∅	K	_	A	4	7	4	∅	1	0	7	306	n	a	m	∅	k	ʔ	a	N	A	M	∅	K	H	A	4	7	4	∅	1	1	7																						
4	0.6667	3	0.5000	678	304	k	ŋ	a	m	-	a	∅	K	N	A	M	_	A	∅	1	4	7	4	0	7	∅	305	k	n	a	mː	-	a	∅	K	N	A	M	_	A	∅	1	4	7	4	0	7	∅	306	k	n	a	m	ʔ	a	∅	K	N	A	M	H	A	∅	1	4	7	4	1	7	∅																						
5	0.8333	2	0.3333	678	304	-	k	ŋ	a	a	∅	∅	_	K	N	A	A	∅	∅	0	1	4	7	7	∅	∅	305	-	k	n	a	a	∅	∅	_	K	N	A	A	∅	∅	0	1	4	7	7	∅	∅	306	ʔ	k	n	a	a	∅	∅	H	K	N	A	A	∅	∅	1	1	4	7	7	∅	∅																						
6	1.0000	1	0.1667	678	304	a	-	k	ŋ	∅	∅	∅	A	_	K	N	∅	∅	∅	7	0	1	4	∅	∅	∅	305	a	-	k	n	∅	∅	∅	A	_	K	N	∅	∅	∅	7	0	1	4	∅	∅	∅	306	a	ʔ	k	n	∅	∅	∅	A	H	K	N	∅	∅	∅	7	1	1	4	∅	∅	∅																						
1	0.2500	4	1.0000	683																							307	θ	∅	∅	∅	oː	l	a	D	∅	∅	∅	U	L	A	3	∅	∅	∅	7	5	7	308	θ	∅	∅	∅	ʊː	θ	a	D	∅	∅	∅	Y	D	A	3	∅	∅	∅	7	3	7	309	θ	∅	∅	∅	uː	θ	e	D	∅	∅	∅	Y	D	E	3	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	683																							307	oː	θ	∅	∅	l	a	∅	U	D	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅	308	ʊː	θ	∅	∅	θ	a	∅	Y	D	∅	∅	D	A	∅	7	3	∅	∅	3	7	∅	309	uː	θ	∅	∅	θ	e	∅	Y	D	∅	∅	D	E	∅	7	3	∅	∅	3	7	∅
3	0.7500	2	0.5000	683																							307	l	oː	θ	∅	a	∅	∅	L	U	D	∅	A	∅	∅	5	7	3	∅	7	∅	∅	308	θ	ʊː	θ	∅	a	∅	∅	D	Y	D	∅	A	∅	∅	3	7	3	∅	7	∅	∅	309	θ	uː	θ	∅	e	∅	∅	D	Y	D	∅	E	∅	∅	3	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	683																							307	a	l	oː	θ	∅	∅	∅	A	L	U	D	∅	∅	∅	7	5	7	3	∅	∅	∅	308	a	θ	ʊː	θ	∅	∅	∅	A	D	Y	D	∅	∅	∅	7	3	7	3	∅	∅	∅	309	e	θ	uː	θ	∅	∅	∅	E	D	Y	D	∅	∅	∅	7	3	7	3	∅	∅	∅
1	0.1250	8	1.0000	689																							310	a	∅	∅	∅	l	w	a	A	∅	∅	∅	L	W	A	7	∅	∅	∅	5	6	7	311	-	∅	∅	∅	-	w	a	_	∅	∅	∅	_	W	A	0	∅	∅	∅	0	6	7																						
2	0.2500	7	0.8750	689																							310	l	a	∅	∅	w	a	r	L	A	∅	∅	W	A	R	5	7	∅	∅	6	7	5	311	-	-	∅	∅	w	a	r	_	_	∅	∅	W	A	R	0	0	∅	∅	6	7	5																						
3	0.3750	6	0.7500	689																							310	w	l	a	∅	a	r	ə	W	L	A	∅	A	R	E	6	5	7	∅	7	5	7	311	w	-	-	∅	a	r	-	W	_	_	∅	A	R	_	6	0	0	∅	7	5	0																						
4	0.5000	5	0.6250	689																							310	a	w	l	a	r	ə	g	A	W	L	A	R	E	K	7	6	5	7	5	7	1	311	a	w	-	-	r	-	g	A	W	_	_	R	_	K	7	6	0	0	5	0	1																						
5	0.6250	4	0.5000	689																							310	r	a	w	l	ə	g	a	R	A	W	L	E	K	A	5	7	6	5	7	1	7	311	r	a	w	-	-	g	a	R	A	W	_	_	K	A	5	7	6	0	0	1	7																						
6	0.7500	3	0.3750	689																							310	ə	r	a	w	g	a	∅	E	R	A	W	K	A	∅	7	5	7	6	1	7	∅	311	-	r	a	w	g	a	∅	_	R	A	W	K	A	∅	0	5	7	6	1	7	∅																						
7	0.8750	2	0.2500	689																							310	g	ə	r	a	a	∅	∅	K	E	R	A	A	∅	∅	1	7	5	7	7	∅	∅	311	g	-	r	a	a	∅	∅	K	_	R	A	A	∅	∅	1	0	5	7	7	∅	∅																						
8	1.0000	1	0.1250	689																							310	a	g	ə	r	∅	∅	∅	A	K	E	R	∅	∅	∅	7	1	7	5	∅	∅	∅	311	a	g	-	r	∅	∅	∅	A	K	_	R	∅	∅	∅	7	1	0	5	∅	∅	∅																						
1	0.3333	3	1.0000	694	312	n	∅	∅	∅	d	ə	∅	N	∅	∅	∅	T	E	∅	4	∅	∅	∅	1	7	∅	313	n	∅	∅	∅	d	ə	∅	N	∅	∅	∅	T	E	∅	4	∅	∅	∅	1	7	∅																							314	n	∅	∅	∅	d	ə	∅	N	∅	∅	∅	T	E	∅	4	∅	∅	∅	1	7	∅
2	0.6667	2	0.6667	694	312	d	n	∅	∅	ə	∅	∅	T	N	∅	∅	E	∅	∅	1	4	∅	∅	7	∅	∅	313	d	n	∅	∅	ə	∅	∅	T	N	∅	∅	E	∅	∅	1	4	∅	∅	7	∅	∅																							314	d	n	∅	∅	ə	∅	∅	T	N	∅	∅	E	∅	∅	1	4	∅	∅	7	∅	∅
3	1.0000	1	0.3333	694	312	ə	d	n	∅	∅	∅	∅	E	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅	313	ə	d	n	∅	∅	∅	∅	E	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅																							314	ə	d	n	∅	∅	∅	∅	E	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅
1	0.2500	4	1.0000	695	315	m	∅	∅	∅	i	l	i	M	∅	∅	∅	I	L	I	4	∅	∅	∅	7	5	7	316	m	∅	∅	∅	i	l	i	M	∅	∅	∅	I	L	I	4	∅	∅	∅	7	5	7																							317	m	∅	∅	∅	i	l	i	M	∅	∅	∅	I	L	I	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	695	315	i	m	∅	∅	l	i	∅	I	M	∅	∅	L	I	∅	7	4	∅	∅	5	7	∅	316	i	m	∅	∅	l	i	∅	I	M	∅	∅	L	I	∅	7	4	∅	∅	5	7	∅																							317	i	m	∅	∅	l	i	∅	I	M	∅	∅	L	I	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	695	315	l	i	m	∅	i	∅	∅	L	I	M	∅	I	∅	∅	5	7	4	∅	7	∅	∅	316	l	i	m	∅	i	∅	∅	L	I	M	∅	I	∅	∅	5	7	4	∅	7	∅	∅																							317	l	i	m	∅	i	∅	∅	L	I	M	∅	I	∅	∅	5	7	4	∅	7	∅	∅
