** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
Mazhelong        0.7727        0.2246       0.7280         0.6693       0.6061        0.1836       0.7662         0.7351
ProtoBai         0.8030        0.2008       0.7731         0.6926       0.7197        0.1907       0.7822         0.7030
Tuoluo           0.7197        0.1977       0.7679         0.6987       0.6667        0.1857       0.7838         0.7170
Zhoucheng        0.5379        0.1660       0.7992         0.7546       0.5909        0.1812       0.7720         0.7358
TOTAL            0.7591        0.2201       0.7489         0.6782       0.6879        0.2036       0.7581         0.7005


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.8895        0.2611       0.6728         0.6296       0.9368        0.2782       0.6735         0.5939
Ega              0.6702        0.2085       0.7313         0.6923       0.9005        0.2835       0.6539         0.5879
Enqi             0.7716        0.2144       0.7352         0.6884       0.8985        0.2686       0.6942         0.6255
Gongxing         1.1134        0.3318       0.6375         0.5234       1.1495        0.3446       0.6272         0.5170
Jinman           0.8490        0.2678       0.6888         0.6237       1.1354        0.3526       0.6201         0.5128
Jinxing          0.6802        0.1997       0.7722         0.6916       0.6497        0.1921       0.7502         0.7204
Mazhelong        0.8895        0.2628       0.6768         0.6287       0.8105        0.2469       0.7005         0.6427
ProtoBai         0.8528        0.2177       0.7514         0.6670       0.9848        0.2621       0.7000         0.6054
Tuoluo           0.7240        0.2043       0.7523         0.6942       1.0833        0.3125       0.6792         0.5343
Zhoucheng        0.6354        0.1992       0.7559         0.7115       0.7344        0.2292       0.7120         0.6699
TOTAL            0.8075        0.2367       0.7174         0.6550       0.9283        0.2770       0.6811         0.6010


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            1.0645        0.3206       0.6569         0.5345       1.3629        0.4085       0.5629         0.4620
Ega              0.8049        0.2490       0.6776         0.6496       1.3008        0.4072       0.5621         0.4389
Enqi             0.6988        0.2044       0.7282         0.7005       1.1429        0.3491       0.6326         0.5080
Gongxing         1.1680        0.3479       0.6308         0.5138       1.4640        0.4317       0.5367         0.4236
Jinman           0.8653        0.2673       0.6766         0.6212       1.3388        0.4195       0.5693         0.4435
Jinxing          0.7171        0.2118       0.7651         0.6794       0.8295        0.2487       0.6952         0.6434
Mazhelong        1.0333        0.2902       0.6472         0.5998       1.1167        0.3331       0.6247         0.5379
ProtoBai         1.0314        0.2665       0.7130         0.6009       1.2000        0.3227       0.6380         0.5226
Tuoluo           0.9333        0.2639       0.7168         0.6156       1.3412        0.3807       0.6000         0.4722
Zhoucheng        0.6626        0.2090       0.7451         0.6954       0.8618        0.2717       0.6507         0.6149
TOTAL            0.8979        0.2631       0.6957         0.6211       1.1958        0.3573       0.6072         0.5067


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            1.1182        0.3276       0.6352         0.5341       1.7128        0.4953       0.4681         0.3520
Ega              0.9721        0.3024       0.6357         0.5831       1.4599        0.4566       0.5242         0.3887
Enqi             0.8032        0.2405       0.7053         0.6451       1.4508        0.4407       0.5353         0.4177
Gongxing         1.2262        0.3497       0.5815         0.5101       2.0689        0.5708       0.4355         0.3053
Jinman           1.1224        0.3572       0.6144         0.5001       1.5594        0.4872       0.5086         0.3781
Jinxing          0.7638        0.2274       0.7356         0.6556       1.2718        0.3840       0.6055         0.4712
Mazhelong        1.2007        0.3254       0.6132         0.5626       1.7682        0.5048       0.4534         0.3621
ProtoBai         1.1274        0.2914       0.6736         0.5624       1.6879        0.4469       0.5280         0.3918
Tuoluo           1.0997        0.3029       0.6706         0.5650       1.7331        0.4903       0.5333         0.3591
Zhoucheng        0.7192        0.2275       0.7056         0.6758       1.5103        0.4803       0.4852         0.3693
TOTAL            1.0153        0.2952       0.6571         0.5794       1.6223        0.4757       0.5077         0.3795


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.10.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.3500        0.0671       0.9104         0.8836       0.5000        0.0967       0.8782         0.8360
MonpaDirang          0.3750        0.0672       0.8959         0.8821       0.3750        0.0715       0.9060         0.8708
MonpaDirangDum       0.4250        0.0811       0.9013         0.8677       0.6000        0.1136       0.8646         0.8162
MonpaKalaktang       1.3000        0.2974       0.8881         0.4942       0.5750        0.1182       0.8580         0.8037
MonpaNamsu           0.2000        0.0430       0.9535         0.9265       0.3000        0.0560       0.9399         0.9014
MonpaSangti          0.4500        0.0794       0.8736         0.8671       0.4250        0.0811       0.8767         0.8692
MonpaTembang         1.0000        0.2398       0.9105         0.6031       0.3500        0.0740       0.9338         0.8653
MonpaTomko           0.3000        0.0623       0.9369         0.8866       0.4750        0.1009       0.9048         0.8157
TOTAL                0.5500        0.1172       0.9088         0.8014       0.4500        0.0890       0.8953         0.8473


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.20.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.5802        0.1080       0.8299         0.8265       0.7407        0.1440       0.7944         0.7563
MonpaDirang          0.3951        0.0738       0.8752         0.8711       0.4198        0.0774       0.8763         0.8682
MonpaDirangDum       0.8025        0.1433       0.7771         0.7739       0.7901        0.1511       0.8003         0.7576
MonpaKalaktang       1.7284        0.3586       0.7134         0.4403       0.9630        0.1767       0.7519         0.7119
MonpaNamsu           0.3951        0.0797       0.8904         0.8609       0.3333        0.0707       0.9070         0.8784
MonpaSangti          0.7901        0.1495       0.8105         0.7719       0.4074        0.0770       0.8704         0.8739
MonpaTembang         1.5062        0.3183       0.7912         0.5076       0.4074        0.0847       0.9093         0.8532
MonpaTomko           0.6049        0.1074       0.8314         0.8195       0.7160        0.1507       0.8382         0.7409
TOTAL                0.8503        0.1673       0.8149         0.7340       0.5972        0.1165       0.8435         0.8050


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.30.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.6446        0.1155       0.7972         0.8167       0.8843        0.1714       0.7626         0.7238
MonpaDirang          0.4298        0.0801       0.8664         0.8627       0.5950        0.1241       0.8353         0.8002
MonpaDirangDum       0.9587        0.1694       0.7437         0.7449       1.0413        0.2069       0.7307         0.6879
MonpaKalaktang       1.6446        0.3406       0.7131         0.5022       1.1322        0.2369       0.6874         0.6261
MonpaNamsu           0.5950        0.1003       0.8314         0.8385       0.6446        0.1281       0.8309         0.7910
MonpaSangti          0.5289        0.0969       0.8251         0.8456       0.5868        0.1134       0.8260         0.8182
MonpaTembang         1.1653        0.2495       0.8163         0.6068       0.6033        0.1192       0.8274         0.8035
MonpaTomko           0.6198        0.1211       0.8148         0.8020       1.0579        0.2245       0.7097         0.6386
TOTAL                0.8233        0.1592       0.8010         0.7524       0.8182        0.1656       0.7763         0.7362


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.40.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.8038        0.1569       0.7651         0.7294       1.4114        0.3017       0.6496         0.5217
MonpaDirang          0.4873        0.0938       0.8524         0.8450       0.8544        0.1858       0.7637         0.7052
MonpaDirangDum       0.8442        0.1603       0.7523         0.7448       1.4935        0.3368       0.6199         0.5064
MonpaKalaktang       1.7230        0.3516       0.6691         0.4920       1.7297        0.3760       0.5958         0.4331
MonpaNamsu           0.6242        0.1066       0.8169         0.8315       0.8471        0.1865       0.7633         0.7068
MonpaSangti          0.6415        0.1158       0.7993         0.8150       1.0314        0.2262       0.7461         0.6468
MonpaTembang         1.3290        0.2819       0.7728         0.5601       1.0129        0.2241       0.7454         0.6493
MonpaTomko           0.7756        0.1584       0.7928         0.7313       1.3077        0.2919       0.7005         0.5443
TOTAL                0.9036        0.1782       0.7776         0.7186       1.2110        0.2661       0.6980         0.5892


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.50.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          1.1453        0.2223       0.7112         0.6348       2.0000        0.4091       0.5718         0.3748
MonpaDirang          0.8115        0.1507       0.8050         0.7653       1.4084        0.2841       0.6320         0.5688
MonpaDirangDum       0.9516        0.1840       0.7407         0.7097       2.3118        0.5029       0.4938         0.3032
MonpaKalaktang       1.2393        0.2340       0.6768         0.6320       2.1840        0.4425       0.4963         0.3543
MonpaNamsu           0.5736        0.1051       0.8197         0.8329       1.3452        0.2942       0.6720         0.5466
MonpaSangti          0.6263        0.1152       0.8092         0.8145       1.4105        0.3135       0.6588         0.5089
MonpaTembang         1.2042        0.2194       0.7244         0.6575       1.7016        0.3300       0.6320         0.5060
MonpaTomko           0.9106        0.1804       0.7658         0.7000       2.1006        0.4257       0.5230         0.3716
TOTAL                0.9328        0.1764       0.7566         0.7183       1.8078        0.3753       0.5850         0.4418


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3402        0.1134       0.8772         0.8249       0.2784        0.0928       0.8965         0.8599
Heqing           0.7629        0.2448       0.7698         0.6516       0.4227        0.1357       0.8334         0.7946
Jianchuan        0.4227        0.1409       0.8269         0.7915       0.3711        0.1237       0.8411         0.8162
Lanping          1.2165        0.3892       0.6569         0.4739       0.9381        0.3015       0.6743         0.5728
Luobenzhuo       1.6701        0.5541       0.5200         0.3313       1.5567        0.5129       0.5183         0.3676
Qiliqiao         0.3711        0.1168       0.8530         0.8192       0.2165        0.0696       0.9069         0.8978
Xiangyun         0.5979        0.1907       0.7663         0.7273       0.5773        0.1924       0.7773         0.7183
Yunlong          0.7010        0.2311       0.7677         0.6729       0.4124        0.1375       0.8264         0.8091
Zhoucheng        0.4021        0.1314       0.8456         0.8060       0.3402        0.1125       0.8713         0.8243
TOTAL            0.7205        0.2347       0.7648         0.6776       0.5682        0.1865       0.7939         0.7401


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3247        0.1074       0.8570         0.8348       0.3351        0.1113       0.8620         0.8283
Heqing           0.7010        0.2234       0.7490         0.6815       0.6289        0.1963       0.7821         0.7237
Jianchuan        0.3454        0.1151       0.8347         0.8281       0.3608        0.1198       0.8261         0.8202
Lanping          1.0670        0.3385       0.6292         0.5223       0.8454        0.2719       0.6640         0.6093
Luobenzhuo       1.7010        0.5580       0.4683         0.3210       1.6959        0.5584       0.4605         0.3179
Qiliqiao         0.5258        0.1662       0.7823         0.7528       0.3299        0.1027       0.8476         0.8432
Xiangyun         0.6701        0.2191       0.7154         0.6846       0.6804        0.2251       0.7075         0.6804
Yunlong          0.5412        0.1796       0.7725         0.7488       0.4175        0.1383       0.8036         0.8116
Zhoucheng        0.3247        0.1061       0.8563         0.8421       0.3402        0.1117       0.8430         0.8340
TOTAL            0.6890        0.2237       0.7405         0.6907       0.6260        0.2039       0.7552         0.7187


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3024        0.1002       0.8635         0.8480       0.3918        0.1300       0.8283         0.8023
Heqing           0.6690        0.2108       0.7451         0.7016       0.5679        0.1786       0.7753         0.7400
Jianchuan        0.3368        0.1111       0.8380         0.8288       0.4021        0.1329       0.8128         0.8001
Lanping          0.9757        0.3134       0.6256         0.5671       0.8924        0.2839       0.6474         0.5980
Luobenzhuo       1.5804        0.5167       0.4643         0.3536       1.9373        0.6317       0.4110         0.2442
Qiliqiao         0.5417        0.1716       0.7885         0.7408       0.3889        0.1227       0.8187         0.8143
Xiangyun         0.7430        0.2433       0.6753         0.6523       0.7394        0.2356       0.6928         0.6785
Yunlong          0.6551        0.2102       0.7231         0.7046       0.5296        0.1733       0.7712         0.7580
Zhoucheng        0.3608        0.1174       0.8290         0.8233       0.3677        0.1203       0.8332         0.8162
TOTAL            0.6850        0.2216       0.7281         0.6911       0.6908        0.2232       0.7323         0.6946


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3714        0.1210       0.8542         0.8124       0.4390        0.1442       0.8129         0.7799
Heqing           0.7292        0.2303       0.7399         0.6674       0.6589        0.2053       0.7511         0.6976
Jianchuan        0.3608        0.1181       0.8277         0.8184       0.5180        0.1701       0.7785         0.7440
Lanping          0.9635        0.3038       0.6324         0.5708       0.9531        0.3038       0.6287         0.5717
Luobenzhuo       1.5649        0.5132       0.4794         0.3586       1.9509        0.6365       0.4011         0.2430
Qiliqiao         0.4763        0.1504       0.7943         0.7757       0.4421        0.1408       0.8070         0.7890
Xiangyun         0.7601        0.2475       0.6733         0.6478       0.9973        0.3181       0.6169         0.5667
Yunlong          0.6247        0.1971       0.7377         0.7187       0.6220        0.2013       0.7439         0.7110
Zhoucheng        0.3814        0.1246       0.8208         0.8120       0.5077        0.1665       0.7813         0.7576
TOTAL            0.6925        0.2229       0.7289         0.6869       0.7877        0.2541       0.7024         0.6512


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.4063        0.1318       0.8355         0.7975       0.7726        0.2491       0.7230         0.6415
Heqing           0.7358        0.2315       0.7229         0.6746       1.1258        0.3515       0.6003         0.5240
Jianchuan        0.4021        0.1335       0.8175         0.7980       0.7708        0.2542       0.7150         0.6355
Lanping          0.9914        0.3151       0.6137         0.5541       1.2790        0.4075       0.5316         0.4479
Luobenzhuo       1.6262        0.5345       0.4756         0.3376       2.0966        0.6851       0.3485         0.2068
Qiliqiao         0.4363        0.1375       0.7979         0.7950       0.8272        0.2622       0.6713         0.6317
Xiangyun         0.9226        0.3020       0.6295         0.5974       1.3759        0.4389       0.5172         0.4313
Yunlong          0.7305        0.2361       0.6995         0.6630       1.0468        0.3354       0.6391         0.5411
Zhoucheng        0.5966        0.1920       0.7622         0.7183       0.8004        0.2569       0.6983         0.6326
TOTAL            0.7609        0.2460       0.7060         0.6595       1.1217        0.3601       0.6049         0.5214


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.10.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7600        0.1480       0.8439         0.7667       0.9200        0.1777       0.7987         0.6950
KhapaluBalti        0.9600        0.1850       0.8139         0.7203       0.7200        0.1297       0.8499         0.7897
KharmangBalti       0.6800        0.1540       0.9056         0.7472       0.5600        0.1153       0.8876         0.8049
RonduBalti          0.6400        0.1204       0.9039         0.8132       0.6000        0.1224       0.8711         0.7912
ShigarBalti         0.8000        0.1728       0.8726         0.7277       0.9600        0.2053       0.8097         0.6813
SkarduBalti         0.6000        0.1133       0.9155         0.8151       0.4400        0.0853       0.9142         0.8467
SkarduPurki         1.8000        0.3641       0.7495         0.4532       0.9600        0.1953       0.7988         0.7085
TOTAL               0.8914        0.1797       0.8578         0.7205       0.7371        0.1473       0.8471         0.7596


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.20.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7200        0.1517       0.8270         0.7471       0.9000        0.2019       0.7800         0.6656
KhapaluBalti        0.7200        0.1529       0.8255         0.7475       0.8400        0.1867       0.7826         0.6878
KharmangBalti       0.4800        0.1100       0.8858         0.8260       0.8200        0.1980       0.7868         0.6935
RonduBalti          1.0600        0.2210       0.8252         0.6572       0.7600        0.1702       0.8145         0.7357
ShigarBalti         0.8200        0.1780       0.8003         0.7198       0.8400        0.2000       0.8248         0.6867
SkarduBalti         0.6200        0.1303       0.8679         0.7943       0.6400        0.1483       0.8445         0.7671
SkarduPurki         1.2800        0.2767       0.7386         0.5737       1.1200        0.2543       0.7353         0.5999
TOTAL               0.8143        0.1744       0.8243         0.7237       0.8457        0.1942       0.7955         0.6909


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.30.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7703        0.1770       0.8077         0.7120       0.9730        0.2180       0.7569         0.6360
KhapaluBalti        0.8108        0.1838       0.7988         0.6948       0.8378        0.1967       0.7638         0.6773
KharmangBalti       0.7162        0.1815       0.8312         0.7225       0.9595        0.2328       0.7326         0.6488
RonduBalti          1.0811        0.2325       0.8069         0.6362       0.7838        0.2000       0.8007         0.6896
ShigarBalti         0.7568        0.1753       0.8133         0.7250       0.7297        0.1792       0.8337         0.7156
SkarduBalti         0.5946        0.1327       0.8692         0.7845       0.6486        0.1648       0.8382         0.7519
SkarduPurki         1.3784        0.3121       0.7374         0.5329       1.2297        0.2852       0.6886         0.5461
TOTAL               0.8726        0.1993       0.8092         0.6868       0.8803        0.2110       0.7735         0.6665


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.40.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8586        0.1863       0.7822         0.7092       1.2020        0.2731       0.7028         0.5856
KhapaluBalti        0.8283        0.1857       0.7934         0.6952       0.8788        0.2046       0.7503         0.6707
KharmangBalti       0.6667        0.1516       0.8183         0.7683       1.2323        0.2779       0.6736         0.5801
RonduBalti          1.0404        0.2193       0.7726         0.6603       1.0202        0.2478       0.7424         0.6154
ShigarBalti         0.7677        0.1712       0.8094         0.7246       1.0505        0.2357       0.7645         0.6323
SkarduBalti         0.5354        0.1213       0.8634         0.8008       0.7980        0.1807       0.8160         0.7015
SkarduPurki         1.6061        0.3483       0.6999         0.4834       1.6162        0.3639       0.6076         0.4637
TOTAL               0.9004        0.1977       0.7913         0.6917       1.1140        0.2548       0.7225         0.6070


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.50.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8871        0.1943       0.7604         0.7026       1.5081        0.3368       0.6254         0.5096
KhapaluBalti        0.9274        0.2141       0.7674         0.6634       1.2419        0.2898       0.6594         0.5513
KharmangBalti       0.8387        0.1986       0.7840         0.6962       1.5242        0.3502       0.6129         0.4955
RonduBalti          1.2339        0.2720       0.7396         0.5873       1.5645        0.3653       0.6228         0.4587
ShigarBalti         0.7258        0.1645       0.8193         0.7367       1.2097        0.2720       0.7010         0.5866
SkarduBalti         0.6452        0.1518       0.8505         0.7545       1.2177        0.2715       0.6960         0.5956
SkarduPurki         1.5242        0.3454       0.6811         0.4898       2.3387        0.5318       0.4980         0.2722
TOTAL               0.9689        0.2201       0.7718         0.6615       1.5150        0.3453       0.6308         0.4957


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.10.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1714        0.0432       0.9571         0.9328       0.1524        0.0381       0.9576         0.9383
BanliangYangAn               0.2762        0.0671       0.9167         0.8902       0.2000        0.0519       0.9447         0.9205
DujiangEasternSandong        0.0381        0.0106       0.9922         0.9819       0.0476        0.0125       0.9923         0.9804
JiaoliPandong                0.3714        0.0914       0.8799         0.8491       0.4095        0.0992       0.8632         0.8419
JiarongSouthernSandong       0.1810        0.0476       0.9440         0.9237       0.1619        0.0400       0.9516         0.9373
JiuqianSouthernSandong       0.1048        0.0251       0.9633         0.9566       0.1143        0.0281       0.9669         0.9519
Pandong                      0.3524        0.0814       0.8762         0.8718       0.3048        0.0703       0.8896         0.8864
RenliEasternSandong          0.1048        0.0227       0.9691         0.9629       0.0857        0.0186       0.9755         0.9677
SanjiangEasternSandong       0.0571        0.0144       0.9880         0.9765       0.0190        0.0038       0.9946         0.9924
ShuigenCentralSandong        0.0762        0.0192       0.9797         0.9684       0.0667        0.0168       0.9829         0.9726
ShuiweiSouthernSandong       0.1048        0.0273       0.9632         0.9573       0.1333        0.0341       0.9680         0.9474
ShuiyaoSouthernSandong       0.2190        0.0548       0.9321         0.9093       0.1810        0.0433       0.9460         0.9255
TangnianYangAn               0.2190        0.0519       0.9308         0.9180       0.1810        0.0446       0.9513         0.9285
TangzhouWesternSandong       0.1238        0.0314       0.9715         0.9462       0.1524        0.0389       0.9626         0.9341
TingpaiWesternSandong        0.1143        0.0300       0.9643         0.9502       0.1619        0.0397       0.9491         0.9334
ZhongheCentralSandong        0.0571        0.0154       0.9834         0.9726       0.0667        0.0198       0.9862         0.9667
TOTAL                        0.1607        0.0396       0.9507         0.9355       0.1524        0.0375       0.9551         0.9391


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.20.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1429        0.0350       0.9564         0.9415       0.1810        0.0450       0.9455         0.9262
BanliangYangAn               0.3286        0.0850       0.8911         0.8617       0.2381        0.0605       0.9198         0.8996
DujiangEasternSandong        0.0762        0.0186       0.9796         0.9680       0.1381        0.0332       0.9615         0.9458
JiaoliPandong                0.4524        0.1093       0.8494         0.8306       0.4619        0.1090       0.8408         0.8364
JiarongSouthernSandong       0.2048        0.0514       0.9302         0.9150       0.1952        0.0463       0.9384         0.9218
JiuqianSouthernSandong       0.1286        0.0301       0.9590         0.9481       0.2048        0.0527       0.9436         0.9134
Pandong                      0.3095        0.0684       0.8838         0.8916       0.4000        0.0937       0.8635         0.8505
RenliEasternSandong          0.1429        0.0324       0.9530         0.9446       0.1524        0.0348       0.9559         0.9433
SanjiangEasternSandong       0.1190        0.0290       0.9603         0.9526       0.0905        0.0210       0.9699         0.9664
ShuigenCentralSandong        0.1143        0.0280       0.9625         0.9550       0.1762        0.0430       0.9478         0.9309
ShuiweiSouthernSandong       0.1571        0.0394       0.9446         0.9399       0.2048        0.0514       0.9392         0.9204
ShuiyaoSouthernSandong       0.2190        0.0531       0.9211         0.9121       0.2524        0.0612       0.9168         0.8960
TangnianYangAn               0.3048        0.0775       0.9027         0.8745       0.2429        0.0599       0.9276         0.9017
TangzhouWesternSandong       0.1476        0.0356       0.9521         0.9413       0.2238        0.0556       0.9378         0.9096
TingpaiWesternSandong        0.1667        0.0397       0.9438         0.9325       0.2762        0.0656       0.9115         0.8951
ZhongheCentralSandong        0.0810        0.0200       0.9714         0.9654       0.1905        0.0472       0.9439         0.9215
TOTAL                        0.1935        0.0470       0.9351         0.9234       0.2268        0.0550       0.9290         0.9112


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.30.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1561        0.0385       0.9460         0.9379       0.3439        0.0898       0.9116         0.8531
BanliangYangAn               0.3151        0.0821       0.8845         0.8661       0.2765        0.0705       0.9025         0.8804
DujiangEasternSandong        0.1369        0.0372       0.9587         0.9391       0.2452        0.0648       0.9339         0.8948
JiaoliPandong                0.4397        0.1041       0.8423         0.8409       0.6645        0.1671       0.7996         0.7473
JiarongSouthernSandong       0.2244        0.0572       0.9199         0.9080       0.4295        0.1144       0.8815         0.8169
JiuqianSouthernSandong       0.1529        0.0383       0.9451         0.9389       0.2516        0.0677       0.9275         0.8910
Pandong                      0.4125        0.0918       0.8563         0.8559       0.5479        0.1331       0.8243         0.7836
RenliEasternSandong          0.1369        0.0340       0.9540         0.9426       0.2006        0.0515       0.9384         0.9120
SanjiangEasternSandong       0.1146        0.0291       0.9600         0.9532       0.1561        0.0389       0.9487         0.9362
ShuigenCentralSandong        0.1083        0.0280       0.9635         0.9552       0.2484        0.0670       0.9266         0.8920
ShuiweiSouthernSandong       0.1821        0.0483       0.9329         0.9249       0.3131        0.0836       0.9154         0.8662
ShuiyaoSouthernSandong       0.2500        0.0611       0.9073         0.9005       0.3494        0.0915       0.8934         0.8491
TangnianYangAn               0.3077        0.0792       0.8881         0.8704       0.2949        0.0752       0.8966         0.8771
TangzhouWesternSandong       0.1592        0.0399       0.9453         0.9333       0.3280        0.0855       0.8998         0.8604
TingpaiWesternSandong        0.2293        0.0594       0.9213         0.9018       0.3344        0.0870       0.8981         0.8635
ZhongheCentralSandong        0.0987        0.0250       0.9656         0.9572       0.2580        0.0695       0.9255         0.8836
TOTAL                        0.2140        0.0533       0.9244         0.9141       0.3276        0.0848       0.9015         0.8629


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.10.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
