** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7200        0.1517       0.8270         0.7471       0.7400        0.1540       0.7874         0.7547
KhapaluBalti        0.7200        0.1529       0.8255         0.7475       0.7000        0.1482       0.7950         0.7408
KharmangBalti       0.4800        0.1100       0.8858         0.8260       0.7000        0.1610       0.8011         0.7418
RonduBalti          1.0600        0.2210       0.8252         0.6572       0.6600        0.1475       0.8123         0.7553
ShigarBalti         0.8200        0.1780       0.8003         0.7198       0.8200        0.1834       0.8005         0.7157
SkarduBalti         0.6200        0.1303       0.8679         0.7943       0.6000        0.1347       0.8552         0.7775
SkarduPurki         1.2800        0.2767       0.7386         0.5737       1.2400        0.2803       0.6729         0.5701
TOTAL               0.8143        0.1744       0.8243         0.7237       0.7800        0.1727       0.7892         0.7223


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.30.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7703        0.1770       0.8077         0.7120       0.9324        0.1976       0.7233         0.6865
KhapaluBalti        0.8108        0.1838       0.7988         0.6948       0.8514        0.1915       0.7540         0.6810
KharmangBalti       0.7162        0.1815       0.8312         0.7225       0.9324        0.2145       0.7211         0.6583
RonduBalti          1.0811        0.2325       0.8069         0.6362       0.7297        0.1752       0.7904         0.7228
ShigarBalti         0.7568        0.1753       0.8133         0.7250       0.9189        0.2119       0.7520         0.6741
SkarduBalti         0.5946        0.1327       0.8692         0.7845       0.7703        0.1857       0.7927         0.6972
SkarduPurki         1.3784        0.3121       0.7374         0.5329       1.3108        0.2922       0.6414         0.5487
TOTAL               0.8726        0.1993       0.8092         0.6868       0.9208        0.2098       0.7393         0.6670


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.40.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8586        0.1863       0.7822         0.7092       1.0606        0.2313       0.6916         0.6351
KhapaluBalti        0.8283        0.1857       0.7934         0.6952       0.9899        0.2160       0.7171         0.6452
KharmangBalti       0.6667        0.1516       0.8183         0.7683       1.2121        0.2554       0.6436         0.6209
RonduBalti          1.0404        0.2193       0.7726         0.6603       1.0606        0.2361       0.7039         0.6360
ShigarBalti         0.7677        0.1712       0.8094         0.7246       1.0000        0.2235       0.7223         0.6627
SkarduBalti         0.5354        0.1213       0.8634         0.8008       0.8687        0.1962       0.7659         0.6853
SkarduPurki         1.6061        0.3483       0.6999         0.4834       1.6667        0.3617       0.5568         0.4668
TOTAL               0.9004        0.1977       0.7913         0.6917       1.1227        0.2457       0.6859         0.6217


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.50.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8871        0.1943       0.7604         0.7026       1.4435        0.3083       0.5764         0.5318
KhapaluBalti        0.9274        0.2141       0.7674         0.6634       1.2177        0.2815       0.6464         0.5669
KharmangBalti       0.8387        0.1986       0.7840         0.6962       1.4516        0.3207       0.5699         0.5372
RonduBalti          1.2339        0.2720       0.7396         0.5873       1.3710        0.3134       0.6153         0.5351
ShigarBalti         0.7258        0.1645       0.8193         0.7367       1.2016        0.2659       0.6416         0.6137
SkarduBalti         0.6452        0.1518       0.8505         0.7545       1.1935        0.2724       0.6708         0.5811
SkarduPurki         1.5242        0.3454       0.6811         0.4898       2.0081        0.4506       0.4768         0.3621
TOTAL               0.9689        0.2201       0.7718         0.6615       1.4124        0.3161       0.5996         0.5325


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.10.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2069        0.5325       0.4687         0.3116       1.6034        0.4034       0.5833         0.4417
Bela                 2.0517        0.5537       0.4905         0.2742       1.9655        0.5190       0.4632         0.3397
Lashi                2.0517        0.5112       0.5354         0.3367       1.7759        0.4693       0.5915         0.3732
Maru                 2.1897        0.5787       0.5028         0.2760       2.0000        0.5106       0.5166         0.3550
Phon                 1.9138        0.4937       0.5075         0.3424       1.7931        0.4586       0.5009         0.3866
WrittenBurmese       1.6379        0.5158       0.5107         0.3390       1.2414        0.4092       0.5706         0.4566
Zaiwa                1.8793        0.4862       0.5706         0.3224       1.4655        0.3859       0.6082         0.4214
TOTAL                1.9901        0.5245       0.5123         0.3146       1.6921        0.4509       0.5478         0.3963


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.20.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               1.9646        0.4976       0.4444         0.3524       1.8496        0.4603       0.4757         0.3864
Bela                 1.8925        0.5106       0.4639         0.3290       1.9892        0.5238       0.4449         0.3294
Lashi                2.0000        0.4930       0.4856         0.3463       1.7391        0.4567       0.5188         0.3668
Maru                 2.1622        0.5751       0.4322         0.2803       2.0631        0.5426       0.4506         0.3099
Phon                 2.0105        0.5470       0.4403         0.3049       1.9789        0.5256       0.4079         0.3260
WrittenBurmese       1.9027        0.5745       0.3946         0.2760       1.4602        0.4708       0.4560         0.3783
Zaiwa                1.7857        0.4685       0.5322         0.3555       1.5804        0.4229       0.5284         0.4157
TOTAL                1.9597        0.5238       0.4562         0.3206       1.8086        0.4861       0.4689         0.3589


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.30.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2807        0.5389       0.3986         0.2898       2.0526        0.5024       0.4146         0.3349
Bela                 2.0840        0.5601       0.4316         0.2678       2.2605        0.5842       0.3429         0.2885
Lashi                1.9827        0.4880       0.4712         0.3427       1.8266        0.4662       0.4725         0.3548
Maru                 2.2651        0.5876       0.3986         0.2707       2.2349        0.5682       0.3934         0.2689
Phon                 2.3134        0.6088       0.3835         0.2528       2.3134        0.6203       0.3306         0.2323
WrittenBurmese       1.9212        0.5715       0.3788         0.2881       1.6727        0.5399       0.3994         0.3053
Zaiwa                1.8623        0.4802       0.4894         0.3488       1.8443        0.4683       0.4618         0.3626
TOTAL                2.1013        0.5479       0.4217         0.2944       2.0293        0.5356       0.4022         0.3068


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.40.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2568        0.5339       0.3924         0.3012       2.2297        0.5318       0.3778         0.2996
Bela                 2.1549        0.5725       0.4019         0.2633       2.5634        0.6491       0.3144         0.2175
Lashi                2.1528        0.5214       0.4137         0.3176       2.1004        0.5345       0.4151         0.2817
Maru                 2.2791        0.5953       0.3736         0.2695       2.3442        0.5995       0.3459         0.2394
Phon                 2.4267        0.6459       0.3646         0.2275       2.5933        0.6899       0.2945         0.1890
WrittenBurmese       2.0290        0.5960       0.3462         0.2622       1.7971        0.5784       0.3631         0.2628
Zaiwa                1.9163        0.4938       0.4520         0.3340       2.2233        0.5505       0.3681         0.2783
TOTAL                2.1736        0.5656       0.3921         0.2822       2.2645        0.5905       0.3541         0.2526


