** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.2297        0.0695       0.9068         0.8914       0.4662        0.1302       0.8115         0.7933
Kayan             0.5862        0.1452       0.8208         0.7820       0.7379        0.1839       0.7497         0.7189
Kayaw             0.2162        0.0676       0.9223         0.8916       0.3649        0.1137       0.8384         0.8241
NorthernPao       0.3421        0.0807       0.8839         0.8695       0.3421        0.0805       0.8808         0.8665
NorthernPwo       0.9241        0.2484       0.7663         0.6340       0.8966        0.2325       0.7030         0.6402
ProtoKaren        0.6711        0.1677       0.8576         0.7319       0.7566        0.1917       0.7650         0.6914
SouthernPao       0.4867        0.1112       0.8675         0.8203       0.4067        0.1023       0.8675         0.8382
WesternBwe        0.7681        0.2421       0.7408         0.6492       0.7319        0.2277       0.7337         0.6604
TOTAL             0.5280        0.1415       0.8457         0.7837       0.5878        0.1578       0.7937         0.7541


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.50.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.3880        0.1169       0.8486         0.8174       0.6011        0.1761       0.7617         0.7282
Kayan             0.7308        0.1888       0.7930         0.7043       0.7912        0.2052       0.7631         0.6842
Kayaw             0.2826        0.0901       0.8926         0.8561       0.4891        0.1499       0.8025         0.7795
NorthernPao       0.7158        0.1696       0.7920         0.7351       0.5684        0.1412       0.8248         0.7837
NorthernPwo       1.0536        0.2797       0.7170         0.5940       1.0060        0.2686       0.6938         0.6085
ProtoKaren        0.7474        0.1928       0.8276         0.6949       0.9421        0.2295       0.7098         0.6582
SouthernPao       0.6848        0.1629       0.8008         0.7362       0.5652        0.1408       0.8178         0.7798
WesternBwe        0.6564        0.2014       0.7787         0.7056       0.9877        0.2910       0.6710         0.5795
TOTAL             0.6574        0.1753       0.8063         0.7304       0.7439        0.2003       0.7556         0.7002


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.8182        0.2472       0.7591         0.6261       0.8182        0.2414       0.7386         0.6728
Ega              0.5152        0.1530       0.8102         0.7686       0.6667        0.2030       0.7793         0.6863
Enqi             0.5303        0.1578       0.8181         0.7644       0.7121        0.2197       0.7212         0.6755
Gongxing         0.8182        0.2437       0.7892         0.6536       0.8788        0.2553       0.7391         0.6298
Jinman           0.7576        0.2374       0.7626         0.6403       0.8333        0.2652       0.7562         0.6040
Jinxing          0.4697        0.1374       0.8388         0.7884       0.5758        0.1699       0.8069         0.7431
Mazhelong        0.5455        0.1621       0.8154         0.7617       0.8182        0.2394       0.7348         0.6600
ProtoBai         0.6364        0.1606       0.8200         0.7574       0.6667        0.1727       0.8057         0.7514
Tuoluo           0.5758        0.1588       0.8100         0.7627       0.4545        0.1275       0.8344         0.8089
Zhoucheng        0.5606        0.1831       0.8249         0.7337       0.5909        0.1780       0.8250         0.7416
TOTAL            0.6227        0.1841       0.8048         0.7257       0.7015        0.2072       0.7741         0.6973


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.9394        0.2850       0.7117         0.6054       0.8939        0.2672       0.6865         0.6215
Ega              0.6667        0.2028       0.7515         0.6936       1.0455        0.2990       0.6706         0.5653
Enqi             0.7955        0.2208       0.7413         0.6785       0.8485        0.2553       0.6836         0.6306
Gongxing         1.0985        0.3227       0.6798         0.5477       1.0227        0.2917       0.6296         0.5778
Jinman           0.7121        0.2227       0.7326         0.6789       1.0758        0.3266       0.6813         0.5495
Jinxing          0.5455        0.1578       0.8042         0.7629       0.6364        0.1859       0.7693         0.7139
Mazhelong        0.7727        0.2246       0.7280         0.6693       0.8030        0.2366       0.7148         0.6539
ProtoBai         0.8030        0.2008       0.7731         0.6926       0.8561        0.2148       0.7356         0.6833
Tuoluo           0.7197        0.1977       0.7679         0.6987       0.6970        0.1991       0.7446         0.6975
Zhoucheng        0.5379        0.1660       0.7992         0.7546       0.6212        0.1913       0.7331         0.7184
TOTAL            0.7591        0.2201       0.7489         0.6782       0.8500        0.2467       0.7049         0.6412


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.8895        0.2611       0.6728         0.6296       1.0000        0.2939       0.6420         0.5893
Ega              0.6702        0.2085       0.7313         0.6923       0.9424        0.2748       0.6477         0.6088
Enqi             0.7716        0.2144       0.7352         0.6884       0.8426        0.2496       0.6864         0.6401
Gongxing         1.1134        0.3318       0.6375         0.5234       1.3660        0.4038       0.5637         0.4353
Jinman           0.8490        0.2678       0.6888         0.6237       1.1146        0.3507       0.6551         0.5342
Jinxing          0.6802        0.1997       0.7722         0.6916       0.7056        0.2063       0.7488         0.6888
Mazhelong        0.8895        0.2628       0.6768         0.6287       0.9947        0.2967       0.6508         0.5891
ProtoBai         0.8528        0.2177       0.7514         0.6670       0.9695        0.2504       0.6807         0.6297
Tuoluo           0.7240        0.2043       0.7523         0.6942       0.9792        0.2724       0.6779         0.5928
Zhoucheng        0.6354        0.1992       0.7559         0.7115       0.6823        0.2079       0.7236         0.6940
TOTAL            0.8075        0.2367       0.7174         0.6550       0.9597        0.2806       0.6677         0.6002


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            1.0645        0.3206       0.6569         0.5345       1.1935        0.3541       0.6040         0.5073
Ega              0.8049        0.2490       0.6776         0.6496       1.2114        0.3655       0.5627         0.4933
Enqi             0.6988        0.2044       0.7282         0.7005       1.0695        0.3093       0.6249         0.5640
Gongxing         1.1680        0.3479       0.6308         0.5138       1.4320        0.4098       0.5251         0.4495
Jinman           0.8653        0.2673       0.6766         0.6212       1.2286        0.3848       0.5898         0.4741
Jinxing          0.7171        0.2118       0.7651         0.6794       0.8023        0.2435       0.6935         0.6418
Mazhelong        1.0333        0.2902       0.6472         0.5998       1.1667        0.3350       0.5998         0.5346
ProtoBai         1.0314        0.2665       0.7130         0.6009       1.1490        0.3096       0.6575         0.5503
Tuoluo           0.9333        0.2639       0.7168         0.6156       1.2784        0.3531       0.5972         0.5074
Zhoucheng        0.6626        0.2090       0.7451         0.6954       0.8252        0.2534       0.6548         0.6370
TOTAL            0.8979        0.2631       0.6957         0.6211       1.1357        0.3318       0.6109         0.5359


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            1.1182        0.3276       0.6352         0.5341       1.1926        0.3558       0.6192         0.5126
Ega              0.9721        0.3024       0.6357         0.5831       1.4077        0.4308       0.5510         0.4219
Enqi             0.8032        0.2405       0.7053         0.6451       1.1746        0.3439       0.5799         0.5205
Gongxing         1.2262        0.3497       0.5815         0.5101       1.7410        0.4807       0.4626         0.3682
Jinman           1.1224        0.3572       0.6144         0.5001       1.3531        0.4137       0.5632         0.4406
Jinxing          0.7638        0.2274       0.7356         0.6556       0.9612        0.2865       0.6755         0.5989
Mazhelong        1.2007        0.3254       0.6132         0.5626       1.4740        0.4244       0.5284         0.4268
ProtoBai         1.1274        0.2914       0.6736         0.5624       1.5255        0.3893       0.5525         0.4699
Tuoluo           1.0997        0.3029       0.6706         0.5650       1.5080        0.4164       0.5494         0.4451
Zhoucheng        0.7192        0.2275       0.7056         0.6758       1.0103        0.3199       0.6056         0.5610
TOTAL            1.0153        0.2952       0.6571         0.5794       1.3348        0.3861       0.5687         0.4766


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.10.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.3500        0.0671       0.9104         0.8836       0.7000        0.1279       0.8035         0.7722
MonpaDirang          0.3750        0.0672       0.8959         0.8821       0.3500        0.0612       0.9018         0.8893
MonpaDirangDum       0.4250        0.0811       0.9013         0.8677       0.5250        0.0961       0.8632         0.8504
MonpaKalaktang       1.3000        0.2974       0.8881         0.4942       0.6000        0.1264       0.8612         0.7900
MonpaNamsu           0.2000        0.0430       0.9535         0.9265       0.2250        0.0471       0.9429         0.9171
MonpaSangti          0.4500        0.0794       0.8736         0.8671       0.3000        0.0530       0.9198         0.9020
MonpaTembang         1.0000        0.2398       0.9105         0.6031       0.5000        0.0997       0.8515         0.8251
MonpaTomko           0.3000        0.0623       0.9369         0.8866       0.5000        0.0957       0.8660         0.8335
TOTAL                0.5500        0.1172       0.9088         0.8014       0.4625        0.0884       0.8762         0.8475


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.20.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.5802        0.1080       0.8299         0.8265       0.8642        0.1620       0.7345         0.7336
MonpaDirang          0.3951        0.0738       0.8752         0.8711       0.4691        0.0907       0.8670         0.8457
MonpaDirangDum       0.8025        0.1433       0.7771         0.7739       0.8025        0.1453       0.7793         0.7782
MonpaKalaktang       1.7284        0.3586       0.7134         0.4403       1.0617        0.1852       0.7006         0.7063
MonpaNamsu           0.3951        0.0797       0.8904         0.8609       0.4444        0.0899       0.8871         0.8414
MonpaSangti          0.7901        0.1495       0.8105         0.7719       0.4321        0.0822       0.8722         0.8608
MonpaTembang         1.5062        0.3183       0.7912         0.5076       0.4815        0.0954       0.8450         0.8420
MonpaTomko           0.6049        0.1074       0.8314         0.8195       0.6420        0.1258       0.8130         0.7870
TOTAL                0.8503        0.1673       0.8149         0.7340       0.6497        0.1221       0.8124         0.7994


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.30.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.6446        0.1155       0.7972         0.8167       1.1653        0.2142       0.6585         0.6729
MonpaDirang          0.4298        0.0801       0.8664         0.8627       0.5372        0.1023       0.8380         0.8270
MonpaDirangDum       0.9587        0.1694       0.7437         0.7449       0.9835        0.1848       0.7331         0.7204
MonpaKalaktang       1.6446        0.3406       0.7131         0.5022       1.3058        0.2485       0.6307         0.6128
MonpaNamsu           0.5950        0.1003       0.8314         0.8385       0.5207        0.0922       0.8639         0.8512
MonpaSangti          0.5289        0.0969       0.8251         0.8456       0.4463        0.0833       0.8741         0.8519
MonpaTembang         1.1653        0.2495       0.8163         0.6068       0.7355        0.1317       0.8033         0.7889
MonpaTomko           0.6198        0.1211       0.8148         0.8020       0.9835        0.1823       0.7115         0.7150
TOTAL                0.8233        0.1592       0.8010         0.7524       0.8347        0.1549       0.7641         0.7550


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.40.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.8038        0.1569       0.7651         0.7294       1.3481        0.2698       0.6641         0.5717
MonpaDirang          0.4873        0.0938       0.8524         0.8450       0.9051        0.1614       0.7551         0.7520
MonpaDirangDum       0.8442        0.1603       0.7523         0.7448       1.0000        0.2002       0.7261         0.6954
MonpaKalaktang       1.7230        0.3516       0.6691         0.4920       1.5270        0.2992       0.5944         0.5430
MonpaNamsu           0.6242        0.1066       0.8169         0.8315       0.5223        0.1073       0.8528         0.8265
MonpaSangti          0.6415        0.1158       0.7993         0.8150       0.8239        0.1719       0.7680         0.7123
MonpaTembang         1.3290        0.2819       0.7728         0.5601       1.0968        0.2198       0.7096         0.6520
MonpaTomko           0.7756        0.1584       0.7928         0.7313       1.1731        0.2406       0.6976         0.6110
TOTAL                0.9036        0.1782       0.7776         0.7186       1.0495        0.2088       0.7210         0.6705


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.50.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          1.1453        0.2223       0.7112         0.6348       1.7318        0.3490       0.5867         0.4697
MonpaDirang          0.8115        0.1507       0.8050         0.7653       1.3089        0.2616       0.6694         0.5884
MonpaDirangDum       0.9516        0.1840       0.7407         0.7097       1.3710        0.2483       0.6325         0.6204
MonpaKalaktang       1.2393        0.2340       0.6768         0.6320       1.8834        0.3971       0.5834         0.4298
MonpaNamsu           0.5736        0.1051       0.8197         0.8329       0.8629        0.1726       0.7703         0.7229
MonpaSangti          0.6263        0.1152       0.8092         0.8145       1.3053        0.2780       0.7039         0.5663
MonpaTembang         1.2042        0.2194       0.7244         0.6575       1.4503        0.2855       0.6422         0.5730
MonpaTomko           0.9106        0.1804       0.7658         0.7000       1.6257        0.3223       0.6092         0.4838
TOTAL                0.9328        0.1764       0.7566         0.7183       1.4424        0.2893       0.6497         0.5568


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3402        0.1134       0.8772         0.8249       0.4330        0.1443       0.8141         0.7852
Heqing           0.7629        0.2448       0.7698         0.6516       0.7732        0.2431       0.7147         0.6462
Jianchuan        0.4227        0.1409       0.8269         0.7915       0.5876        0.1959       0.7494         0.7160
Lanping          1.2165        0.3892       0.6569         0.4739       0.9897        0.3170       0.6689         0.5713
Luobenzhuo       1.6701        0.5541       0.5200         0.3313       1.6598        0.5473       0.5010         0.3180
Qiliqiao         0.3711        0.1168       0.8530         0.8192       0.4845        0.1546       0.7905         0.7831
Xiangyun         0.5979        0.1907       0.7663         0.7273       0.7526        0.2457       0.6991         0.6624
Yunlong          0.7010        0.2311       0.7677         0.6729       0.6186        0.2045       0.7524         0.7085
Zhoucheng        0.4021        0.1314       0.8456         0.8060       0.4948        0.1607       0.7906         0.7655
TOTAL            0.7205        0.2347       0.7648         0.6776       0.7549        0.2459       0.7201         0.6618


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3247        0.1074       0.8570         0.8348       0.5309        0.1761       0.7697         0.7351
Heqing           0.7010        0.2234       0.7490         0.6815       0.7474        0.2337       0.7048         0.6686
Jianchuan        0.3454        0.1151       0.8347         0.8281       0.5825        0.1937       0.7455         0.7195
Lanping          1.0670        0.3385       0.6292         0.5223       1.0000        0.3170       0.6109         0.5749
Luobenzhuo       1.7010        0.5580       0.4683         0.3210       1.5670        0.5150       0.4827         0.3531
Qiliqiao         0.5258        0.1662       0.7823         0.7528       0.6237        0.1954       0.7283         0.7108
Xiangyun         0.6701        0.2191       0.7154         0.6846       0.9072        0.2942       0.6139         0.6075
Yunlong          0.5412        0.1796       0.7725         0.7488       0.5103        0.1688       0.7864         0.7626
Zhoucheng        0.3247        0.1061       0.8563         0.8421       0.5412        0.1774       0.7484         0.7419
TOTAL            0.6890        0.2237       0.7405         0.6907       0.7789        0.2524       0.6878         0.6527


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3024        0.1002       0.8635         0.8480       0.5086        0.1678       0.7568         0.7506
Heqing           0.6690        0.2108       0.7451         0.7016       0.8084        0.2587       0.6979         0.6414
Jianchuan        0.3368        0.1111       0.8380         0.8288       0.6048        0.2002       0.7342         0.7129
Lanping          0.9757        0.3134       0.6256         0.5671       1.0347        0.3293       0.6054         0.5510
Luobenzhuo       1.5804        0.5167       0.4643         0.3536       1.6431        0.5392       0.4510         0.3244
Qiliqiao         0.5417        0.1716       0.7885         0.7408       0.5382        0.1696       0.7452         0.7527
Xiangyun         0.7430        0.2433       0.6753         0.6523       0.8134        0.2600       0.6872         0.6388
Yunlong          0.6551        0.2102       0.7231         0.7046       0.5436        0.1768       0.7797         0.7518
Zhoucheng        0.3608        0.1174       0.8290         0.8233       0.5773        0.1841       0.7650         0.7380
TOTAL            0.6850        0.2216       0.7281         0.6911       0.7858        0.2540       0.6914         0.6513


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3714        0.1210       0.8542         0.8124       0.5429        0.1781       0.7469         0.7367
Heqing           0.7292        0.2303       0.7399         0.6674       0.7500        0.2385       0.6985         0.6582
Jianchuan        0.3608        0.1181       0.8277         0.8184       0.5928        0.1970       0.7566         0.7128
Lanping          0.9635        0.3038       0.6324         0.5708       1.0208        0.3190       0.6091         0.5521
Luobenzhuo       1.5649        0.5132       0.4794         0.3586       1.6386        0.5363       0.4590         0.3190
Qiliqiao         0.4763        0.1504       0.7943         0.7757       0.6500        0.2048       0.7201         0.6975
Xiangyun         0.7601        0.2475       0.6733         0.6478       1.0782        0.3385       0.5611         0.5499
Yunlong          0.6247        0.1971       0.7377         0.7187       0.7105        0.2294       0.7086         0.6751
Zhoucheng        0.3814        0.1246       0.8208         0.8120       0.6263        0.1997       0.7247         0.7084
TOTAL            0.6925        0.2229       0.7289         0.6869       0.8456        0.2713       0.6650         0.6233


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.4063        0.1318       0.8355         0.7975       0.7326        0.2396       0.7043         0.6636
Heqing           0.7358        0.2315       0.7229         0.6746       0.8239        0.2607       0.7011         0.6426
Jianchuan        0.4021        0.1335       0.8175         0.7980       0.9187        0.3002       0.6316         0.5701
Lanping          0.9914        0.3151       0.6137         0.5541       1.2039        0.3702       0.5686         0.4949
Luobenzhuo       1.6262        0.5345       0.4756         0.3376       1.8006        0.5898       0.4070         0.2715
Qiliqiao         0.4363        0.1375       0.7979         0.7950       0.7343        0.2325       0.6947         0.6599
Xiangyun         0.9226        0.3020       0.6295         0.5974       1.4282        0.4368       0.5067         0.4300
Yunlong          0.7305        0.2361       0.6995         0.6630       0.8508        0.2734       0.7276         0.6227
Zhoucheng        0.5966        0.1920       0.7622         0.7183       0.6391        0.2049       0.7231         0.6977
TOTAL            0.7609        0.2460       0.7060         0.6595       1.0147        0.3231       0.6294         0.5614


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.10.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7600        0.1480       0.8439         0.7667       0.9600        0.1787       0.8045         0.6951
KhapaluBalti        0.9600        0.1850       0.8139         0.7203       0.8400        0.1677       0.8019         0.7324
KharmangBalti       0.6800        0.1540       0.9056         0.7472       0.6000        0.1280       0.8647         0.7749
RonduBalti          0.6400        0.1204       0.9039         0.8132       0.6000        0.1197       0.8641         0.7756
ShigarBalti         0.8000        0.1728       0.8726         0.7277       0.7200        0.1733       0.8758         0.7220
SkarduBalti         0.6000        0.1133       0.9155         0.8151       0.5200        0.0914       0.8835         0.8431
SkarduPurki         1.8000        0.3641       0.7495         0.4532       0.8800        0.1833       0.8308         0.6831
TOTAL               0.8914        0.1797       0.8578         0.7205       0.7314        0.1489       0.8465         0.7466


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.20.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7200        0.1517       0.8270         0.7471       0.8000        0.1697       0.7954         0.7000
KhapaluBalti        0.7200        0.1529       0.8255         0.7475       0.8200        0.1632       0.7861         0.7267
KharmangBalti       0.4800        0.1100       0.8858         0.8260       0.6600        0.1483       0.8132         0.7581
RonduBalti          1.0600        0.2210       0.8252         0.6572       0.6200        0.1327       0.8320         0.7751
ShigarBalti         0.8200        0.1780       0.8003         0.7198       0.7600        0.1660       0.8422         0.7319
SkarduBalti         0.6200        0.1303       0.8679         0.7943       0.5400        0.1109       0.8733         0.8161
SkarduPurki         1.2800        0.2767       0.7386         0.5737       1.1600        0.2640       0.7270         0.5715
TOTAL               0.8143        0.1744       0.8243         0.7237       0.7657        0.1650       0.8099         0.7256


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.30.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7703        0.1770       0.8077         0.7120       0.8108        0.1804       0.7801         0.7072
KhapaluBalti        0.8108        0.1838       0.7988         0.6948       0.8514        0.1961       0.7673         0.6883
KharmangBalti       0.7162        0.1815       0.8312         0.7225       0.7432        0.1695       0.7795         0.7239
RonduBalti          1.0811        0.2325       0.8069         0.6362       0.5811        0.1409       0.8507         0.7595
ShigarBalti         0.7568        0.1753       0.8133         0.7250       0.7432        0.1729       0.8309         0.7244
SkarduBalti         0.5946        0.1327       0.8692         0.7845       0.4865        0.1022       0.8861         0.8252
SkarduPurki         1.3784        0.3121       0.7374         0.5329       1.2568        0.2922       0.6892         0.5575
TOTAL               0.8726        0.1993       0.8092         0.6868       0.7819        0.1792       0.7977         0.7123


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.40.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8586        0.1863       0.7822         0.7092       0.7475        0.1642       0.8018         0.7360
KhapaluBalti        0.8283        0.1857       0.7934         0.6952       0.8283        0.1716       0.7727         0.7217
KharmangBalti       0.6667        0.1516       0.8183         0.7683       0.9596        0.2055       0.7273         0.6809
RonduBalti          1.0404        0.2193       0.7726         0.6603       0.5960        0.1345       0.8392         0.7735
ShigarBalti         0.7677        0.1712       0.8094         0.7246       0.8687        0.1878       0.7925         0.6977
SkarduBalti         0.5354        0.1213       0.8634         0.8008       0.7374        0.1696       0.8291         0.7329
SkarduPurki         1.6061        0.3483       0.6999         0.4834       1.2222        0.2796       0.6923         0.5748
TOTAL               0.9004        0.1977       0.7913         0.6917       0.8514        0.1876       0.7793         0.7025


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.50.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.8871        0.1943       0.7604         0.7026       1.1774        0.2694       0.7033         0.5857
KhapaluBalti        0.9274        0.2141       0.7674         0.6634       0.9113        0.2099       0.7562         0.6681
KharmangBalti       0.8387        0.1986       0.7840         0.6962       0.8710        0.2004       0.7609         0.6977
RonduBalti          1.2339        0.2720       0.7396         0.5873       0.8548        0.2004       0.8188         0.6720
ShigarBalti         0.7258        0.1645       0.8193         0.7367       0.9032        0.1995       0.7793         0.6563
SkarduBalti         0.6452        0.1518       0.8505         0.7545       0.7258        0.1565       0.8082         0.7391
SkarduPurki         1.5242        0.3454       0.6811         0.4898       1.5565        0.3596       0.6192         0.4764
TOTAL               0.9689        0.2201       0.7718         0.6615       1.0000        0.2280       0.7494         0.6422


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.10.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1714        0.0432       0.9571         0.9328       0.1619        0.0378       0.9510         0.9347
BanliangYangAn               0.2762        0.0671       0.9167         0.8902       0.2476        0.0617       0.9301         0.9008
DujiangEasternSandong        0.0381        0.0106       0.9922         0.9819       0.0762        0.0194       0.9843         0.9670
JiaoliPandong                0.3714        0.0914       0.8799         0.8491       0.4381        0.1079       0.8452         0.8325
JiarongSouthernSandong       0.1810        0.0476       0.9440         0.9237       0.1714        0.0432       0.9410         0.9302
JiuqianSouthernSandong       0.1048        0.0251       0.9633         0.9566       0.0857        0.0210       0.9755         0.9645
Pandong                      0.3524        0.0814       0.8762         0.8718       0.4190        0.0990       0.8560         0.8474
RenliEasternSandong          0.1048        0.0227       0.9691         0.9629       0.0476        0.0100       0.9823         0.9830
SanjiangEasternSandong       0.0571        0.0144       0.9880         0.9765       0.0286        0.0067       0.9919         0.9876
ShuigenCentralSandong        0.0762        0.0192       0.9797         0.9684       0.1048        0.0263       0.9646         0.9531
ShuiweiSouthernSandong       0.1048        0.0273       0.9632         0.9573       0.1238        0.0317       0.9612         0.9510
ShuiyaoSouthernSandong       0.2190        0.0548       0.9321         0.9093       0.1714        0.0421       0.9504         0.9308
TangnianYangAn               0.2190        0.0519       0.9308         0.9180       0.1714        0.0389       0.9474         0.9387
TangzhouWesternSandong       0.1238        0.0314       0.9715         0.9462       0.1524        0.0356       0.9493         0.9382
TingpaiWesternSandong        0.1143        0.0300       0.9643         0.9502       0.1619        0.0384       0.9394         0.9368
ZhongheCentralSandong        0.0571        0.0154       0.9834         0.9726       0.1048        0.0263       0.9628         0.9547
TOTAL                        0.1607        0.0396       0.9507         0.9355       0.1667        0.0404       0.9458         0.9344


