index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
3	0.6000	3	0.6000	323	554	o	ʐ	x	∅	p	⁵⁵	∅	U	S	G	∅	P	_	∅	7	3	3	∅	1	0	∅	555	u	j	kʰ	∅	p	⁵⁵	∅	Y	J	K	∅	P	_	∅	7	6	1	∅	1	0	∅	556	a	j	kʰ	∅	p	⁵⁵	∅	A	J	K	∅	P	_	∅	7	6	1	∅	1	0	∅	557	uː	j	kʰ	∅	p	⁵⁵	∅	Y	J	K	∅	P	_	∅	7	6	1	∅	1	0	∅																																													558	u	r	k	∅	p	⁴	∅	Y	R	K	∅	P	_	∅	7	5	1	∅	1	0	∅																							559	u	tʃʰ	-	∅	p	⁵⁵	∅	Y	T	_	∅	P	_	∅	7	1	0	∅	1	0	∅
4	0.8000	2	0.4000	323	554	p	o	ʐ	x	⁵⁵	∅	∅	P	U	S	G	_	∅	∅	1	7	3	3	0	∅	∅	555	p	u	j	kʰ	⁵⁵	∅	∅	P	Y	J	K	_	∅	∅	1	7	6	1	0	∅	∅	556	p	a	j	kʰ	⁵⁵	∅	∅	P	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅	557	p	uː	j	kʰ	⁵⁵	∅	∅	P	Y	J	K	_	∅	∅	1	7	6	1	0	∅	∅																																													558	p	u	r	k	⁴	∅	∅	P	Y	R	K	_	∅	∅	1	7	5	1	0	∅	∅																							559	p	u	tʃʰ	-	⁵⁵	∅	∅	P	Y	T	_	_	∅	∅	1	7	1	0	0	∅	∅
5	1.0000	1	0.2000	323	554	⁵⁵	p	o	ʐ	∅	∅	∅	_	P	U	S	∅	∅	∅	0	1	7	3	∅	∅	∅	555	⁵⁵	p	u	j	∅	∅	∅	_	P	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅	556	⁵⁵	p	a	j	∅	∅	∅	_	P	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	557	⁵⁵	p	uː	j	∅	∅	∅	_	P	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																													558	⁴	p	u	r	∅	∅	∅	_	P	Y	R	∅	∅	∅	0	1	7	5	∅	∅	∅																							559	⁵⁵	p	u	tʃʰ	∅	∅	∅	_	P	Y	T	∅	∅	∅	0	1	7	1	∅	∅	∅
1	0.2000	5	1.0000	325																																																																																																															560	kʰ	∅	∅	∅	l	u	p	K	∅	∅	∅	L	Y	P	1	∅	∅	∅	5	7	1	561	ˀk	∅	∅	∅	l	u	p	K	∅	∅	∅	L	Y	P	1	∅	∅	∅	5	7	1																																												
2	0.4000	4	0.8000	325																																																																																																															560	l	kʰ	∅	∅	u	p	-	L	K	∅	∅	Y	P	_	5	1	∅	∅	7	1	0	561	l	ˀk	∅	∅	u	p	⁴	L	K	∅	∅	Y	P	_	5	1	∅	∅	7	1	0																																												
3	0.6000	3	0.6000	325																																																																																																															560	u	l	kʰ	∅	p	-	∅	Y	L	K	∅	P	_	∅	7	5	1	∅	1	0	∅	561	u	l	ˀk	∅	p	⁴	∅	Y	L	K	∅	P	_	∅	7	5	1	∅	1	0	∅																																												
4	0.8000	2	0.4000	325																																																																																																															560	p	u	l	kʰ	-	∅	∅	P	Y	L	K	_	∅	∅	1	7	5	1	0	∅	∅	561	p	u	l	ˀk	⁴	∅	∅	P	Y	L	K	_	∅	∅	1	7	5	1	0	∅	∅																																												
5	1.0000	1	0.2000	325																																																																																																															560	-	p	u	l	∅	∅	∅	_	P	Y	L	∅	∅	∅	0	1	7	5	∅	∅	∅	561	⁴	p	u	l	∅	∅	∅	_	P	Y	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																												
1	0.3333	3	1.0000	330	562	l	∅	∅	∅	ɔ	⁵⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	563	l	∅	∅	∅	o	⁵¹	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	564	l	∅	∅	∅	a	⁵⁵	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																																																																																																																																				
2	0.6667	2	0.6667	330	562	ɔ	l	∅	∅	⁵⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	563	o	l	∅	∅	⁵¹	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	564	a	l	∅	∅	⁵⁵	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																																																																																																																				
3	1.0000	1	0.3333	330	562	⁵⁵	ɔ	l	∅	∅	∅	∅	_	U	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	563	⁵¹	o	l	∅	∅	∅	∅	_	U	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	564	⁵⁵	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																																																																																																																				
1	0.2500	4	1.0000	332																																																																																																															565	k	∅	∅	∅	l	a	⁵	K	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0	566	g	∅	∅	∅	l	a	²	K	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0																																												
2	0.5000	3	0.7500	332																																																																																																															565	l	k	∅	∅	a	⁵	∅	L	K	∅	∅	A	_	∅	5	1	∅	∅	7	0	∅	566	l	g	∅	∅	a	²	∅	L	K	∅	∅	A	_	∅	5	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	332																																																																																																															565	a	l	k	∅	⁵	∅	∅	A	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅	566	a	l	g	∅	²	∅	∅	A	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	332																																																																																																															565	⁵	a	l	k	∅	∅	∅	_	A	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅	566	²	a	l	g	∅	∅	∅	_	A	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅																																												
1	0.3333	3	1.0000	333																							567	l	∅	∅	∅	o	⁵⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅																							568	l	∅	∅	∅	ɔː	⁵⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	569	l	∅	∅	∅	ɔ	⁵⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅																							570	l	∅	∅	∅	a	³	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																							571	l	∅	∅	∅	ɔ	³⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	333																							567	o	l	∅	∅	⁵⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							568	ɔː	l	∅	∅	⁵⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	569	ɔ	l	∅	∅	⁵⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							570	a	l	∅	∅	³	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							571	ɔ	l	∅	∅	³⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅
3	1.0000	1	0.3333	333																							567	⁵⁵	o	l	∅	∅	∅	∅	_	U	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							568	⁵⁵	ɔː	l	∅	∅	∅	∅	_	U	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	569	⁵⁵	ɔ	l	∅	∅	∅	∅	_	U	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							570	³	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							571	³⁵	ɔ	l	∅	∅	∅	∅	_	U	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅
1	0.2500	4	1.0000	335	572	-	∅	∅	∅	o	ʔ	⁵⁵	_	∅	∅	∅	U	H	_	0	∅	∅	∅	7	1	0																							573	v	∅	∅	∅	a	ʔ	³¹	B	∅	∅	∅	A	H	_	3	∅	∅	∅	7	1	0																							574	v	∅	∅	∅	ɔ	ʔ	³¹	B	∅	∅	∅	U	H	_	3	∅	∅	∅	7	1	0	575	w	∅	∅	∅	a	k	-	W	∅	∅	∅	A	K	_	6	∅	∅	∅	7	1	0	576	w	∅	∅	∅	a	k	⁴	W	∅	∅	∅	A	K	_	6	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	335	572	o	-	∅	∅	ʔ	⁵⁵	∅	U	_	∅	∅	H	_	∅	7	0	∅	∅	1	0	∅																							573	a	v	∅	∅	ʔ	³¹	∅	A	B	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅																							574	ɔ	v	∅	∅	ʔ	³¹	∅	U	B	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	575	a	w	∅	∅	k	-	∅	A	W	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅	576	a	w	∅	∅	k	⁴	∅	A	W	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	335	572	ʔ	o	-	∅	⁵⁵	∅	∅	H	U	_	∅	_	∅	∅	1	7	0	∅	0	∅	∅																							573	ʔ	a	v	∅	³¹	∅	∅	H	A	B	∅	_	∅	∅	1	7	3	∅	0	∅	∅																							574	ʔ	ɔ	v	∅	³¹	∅	∅	H	U	B	∅	_	∅	∅	1	7	3	∅	0	∅	∅	575	k	a	w	∅	-	∅	∅	K	A	W	∅	_	∅	∅	1	7	6	∅	0	∅	∅	576	k	a	w	∅	⁴	∅	∅	K	A	W	∅	_	∅	∅	1	7	6	∅	0	∅	∅																																												
4	1.0000	1	0.2500	335	572	⁵⁵	ʔ	o	-	∅	∅	∅	_	H	U	_	∅	∅	∅	0	1	7	0	∅	∅	∅																							573	³¹	ʔ	a	v	∅	∅	∅	_	H	A	B	∅	∅	∅	0	1	7	3	∅	∅	∅																							574	³¹	ʔ	ɔ	v	∅	∅	∅	_	H	U	B	∅	∅	∅	0	1	7	3	∅	∅	∅	575	-	k	a	w	∅	∅	∅	_	K	A	W	∅	∅	∅	0	1	7	6	∅	∅	∅	576	⁴	k	a	w	∅	∅	∅	_	K	A	W	∅	∅	∅	0	1	7	6	∅	∅	∅																																												
1	0.3333	3	1.0000	336	577	-	∅	∅	∅	o	⁵⁵	∅	_	∅	∅	∅	U	_	∅	0	∅	∅	∅	7	0	∅																																																																																																															578	ʔ	∅	∅	∅	o	¹	∅	H	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	336	577	o	-	∅	∅	⁵⁵	∅	∅	U	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅																																																																																																															578	o	ʔ	∅	∅	¹	∅	∅	U	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	336	577	⁵⁵	o	-	∅	∅	∅	∅	_	U	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅																																																																																																															578	¹	o	ʔ	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	338																																																																																									579	v	∅	∅	∅	u	³¹	∅	B	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅																							580	w	∅	∅	∅	o	¹	∅	W	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	338																																																																																									579	u	v	∅	∅	³¹	∅	∅	Y	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							580	o	w	∅	∅	¹	∅	∅	U	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	338																																																																																									579	³¹	u	v	∅	∅	∅	∅	_	Y	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							580	¹	o	w	∅	∅	∅	∅	_	U	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	341	581	l	∅	∅	∅	o	ʔ	⁵⁵	L	∅	∅	∅	U	H	_	5	∅	∅	∅	7	1	0																																																																																																															582	l	∅	∅	∅	o	k	⁴	L	∅	∅	∅	U	K	_	5	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	341	581	o	l	∅	∅	ʔ	⁵⁵	∅	U	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅																																																																																																															582	o	l	∅	∅	k	⁴	∅	U	L	∅	∅	K	_	∅	7	5	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	341	581	ʔ	o	l	∅	⁵⁵	∅	∅	H	U	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																																																																																															582	k	o	l	∅	⁴	∅	∅	K	U	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																												
4	1.0000	1	0.2500	341	581	⁵⁵	ʔ	o	l	∅	∅	∅	_	H	U	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																																																																																															582	⁴	k	o	l	∅	∅	∅	_	K	U	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																												
1	0.2500	4	1.0000	342	583	ʐ	∅	∅	∅	o	ʔ	⁵⁵	S	∅	∅	∅	U	H	_	3	∅	∅	∅	7	1	0	584	v	∅	∅	∅	u	ʔ	²¹	B	∅	∅	∅	Y	H	_	3	∅	∅	∅	7	1	0	585	ɣ	∅	∅	∅	au	ʔ	³¹	G	∅	∅	∅	A	H	_	3	∅	∅	∅	7	1	0	586	j	∅	∅	∅	uː	k	³¹	J	∅	∅	∅	Y	K	_	6	∅	∅	∅	7	1	0	587	ɣ	∅	∅	∅	au	k	³¹	G	∅	∅	∅	A	K	_	3	∅	∅	∅	7	1	0																							588	r	∅	∅	∅	u	k	⁴	R	∅	∅	∅	Y	K	_	5	∅	∅	∅	7	1	0																							589	ʐ	∅	∅	∅	u	ʔ	⁵⁵	S	∅	∅	∅	Y	H	_	3	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	342	583	o	ʐ	∅	∅	ʔ	⁵⁵	∅	U	S	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	584	u	v	∅	∅	ʔ	²¹	∅	Y	B	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	585	au	ɣ	∅	∅	ʔ	³¹	∅	A	G	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅	586	uː	j	∅	∅	k	³¹	∅	Y	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅	587	au	ɣ	∅	∅	k	³¹	∅	A	G	∅	∅	K	_	∅	7	3	∅	∅	1	0	∅																							588	u	r	∅	∅	k	⁴	∅	Y	R	∅	∅	K	_	∅	7	5	∅	∅	1	0	∅																							589	u	ʐ	∅	∅	ʔ	⁵⁵	∅	Y	S	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅
3	0.7500	2	0.5000	342	583	ʔ	o	ʐ	∅	⁵⁵	∅	∅	H	U	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅	584	ʔ	u	v	∅	²¹	∅	∅	H	Y	B	∅	_	∅	∅	1	7	3	∅	0	∅	∅	585	ʔ	au	ɣ	∅	³¹	∅	∅	H	A	G	∅	_	∅	∅	1	7	3	∅	0	∅	∅	586	k	uː	j	∅	³¹	∅	∅	K	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	587	k	au	ɣ	∅	³¹	∅	∅	K	A	G	∅	_	∅	∅	1	7	3	∅	0	∅	∅																							588	k	u	r	∅	⁴	∅	∅	K	Y	R	∅	_	∅	∅	1	7	5	∅	0	∅	∅																							589	ʔ	u	ʐ	∅	⁵⁵	∅	∅	H	Y	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅
4	1.0000	1	0.2500	342	583	⁵⁵	ʔ	o	ʐ	∅	∅	∅	_	H	U	S	∅	∅	∅	0	1	7	3	∅	∅	∅	584	²¹	ʔ	u	v	∅	∅	∅	_	H	Y	B	∅	∅	∅	0	1	7	3	∅	∅	∅	585	³¹	ʔ	au	ɣ	∅	∅	∅	_	H	A	G	∅	∅	∅	0	1	7	3	∅	∅	∅	586	³¹	k	uː	j	∅	∅	∅	_	K	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅	587	³¹	k	au	ɣ	∅	∅	∅	_	K	A	G	∅	∅	∅	0	1	7	3	∅	∅	∅																							588	⁴	k	u	r	∅	∅	∅	_	K	Y	R	∅	∅	∅	0	1	7	5	∅	∅	∅																							589	⁵⁵	ʔ	u	ʐ	∅	∅	∅	_	H	Y	S	∅	∅	∅	0	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	343																																																																																																															590	r	∅	∅	∅	ʊ	k	-	R	∅	∅	∅	Y	K	_	5	∅	∅	∅	7	1	0	591	r	∅	∅	∅	o	k	⁴	R	∅	∅	∅	U	K	_	5	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	343																																																																																																															590	ʊ	r	∅	∅	k	-	∅	Y	R	∅	∅	K	_	∅	7	5	∅	∅	1	0	∅	591	o	r	∅	∅	k	⁴	∅	U	R	∅	∅	K	_	∅	7	5	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	343																																																																																																															590	k	ʊ	r	∅	-	∅	∅	K	Y	R	∅	_	∅	∅	1	7	5	∅	0	∅	∅	591	k	o	r	∅	⁴	∅	∅	K	U	R	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																												
4	1.0000	1	0.2500	343																																																																																																															590	-	k	ʊ	r	∅	∅	∅	_	K	Y	R	∅	∅	∅	0	1	7	5	∅	∅	∅	591	⁴	k	o	r	∅	∅	∅	_	K	U	R	∅	∅	∅	0	1	7	5	∅	∅	∅																																												
1	0.2500	4	1.0000	346																							592	l	∅	∅	∅	a̱	ŋ	⁵¹	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0	593	l	∅	∅	∅	ɔ̃	-	⁵⁵	L	∅	∅	∅	U	_	_	5	∅	∅	∅	7	0	0	594	l	∅	∅	∅	a	ŋ	³¹	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0	595	l	∅	∅	∅	ɔ̃	-	³¹	L	∅	∅	∅	U	_	_	5	∅	∅	∅	7	0	0																																																																																								
2	0.5000	3	0.7500	346																							592	a̱	l	∅	∅	ŋ	⁵¹	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	593	ɔ̃	l	∅	∅	-	⁵⁵	∅	U	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	594	a	l	∅	∅	ŋ	³¹	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	595	ɔ̃	l	∅	∅	-	³¹	∅	U	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																																																																																								
3	0.7500	2	0.5000	346																							592	ŋ	a̱	l	∅	⁵¹	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	593	-	ɔ̃	l	∅	⁵⁵	∅	∅	_	U	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	594	ŋ	a	l	∅	³¹	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	595	-	ɔ̃	l	∅	³¹	∅	∅	_	U	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																																																																								
4	1.0000	1	0.2500	346																							592	⁵¹	ŋ	a̱	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅	593	⁵⁵	-	ɔ̃	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅	594	³¹	ŋ	a	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅	595	³¹	-	ɔ̃	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	349																							596	l	∅	∅	∅	-	a	ŋ	L	∅	∅	∅	_	A	N	5	∅	∅	∅	0	7	4	597	l	∅	∅	∅	-	ɔ̃	-	L	∅	∅	∅	_	U	_	5	∅	∅	∅	0	7	0	598	l	∅	∅	∅	-	aː	ŋ	L	∅	∅	∅	_	A	N	5	∅	∅	∅	0	7	4	599	l	∅	∅	∅	-	ɔ̃	-	L	∅	∅	∅	_	U	_	5	∅	∅	∅	0	7	0																							600	l	∅	∅	∅	-	a	ŋ	L	∅	∅	∅	_	A	N	5	∅	∅	∅	0	7	4	601	t	∅	∅	∅	w	ĩ	-	T	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0	602	t	∅	∅	∅	ʐ	o	ŋ	T	∅	∅	∅	S	U	N	1	∅	∅	∅	3	7	4
2	0.4000	4	0.8000	349																							596	-	l	∅	∅	a	ŋ	⁵¹	_	L	∅	∅	A	N	_	0	5	∅	∅	7	4	0	597	-	l	∅	∅	ɔ̃	-	³¹	_	L	∅	∅	U	_	_	0	5	∅	∅	7	0	0	598	-	l	∅	∅	aː	ŋ	³³	_	L	∅	∅	A	N	_	0	5	∅	∅	7	4	0	599	-	l	∅	∅	ɔ̃	-	³⁵	_	L	∅	∅	U	_	_	0	5	∅	∅	7	0	0																							600	-	l	∅	∅	a	ŋ	²	_	L	∅	∅	A	N	_	0	5	∅	∅	7	4	0	601	w	t	∅	∅	ĩ	-	⁵⁵	W	T	∅	∅	I	_	_	6	1	∅	∅	7	0	0	602	ʐ	t	∅	∅	o	ŋ	³¹	S	T	∅	∅	U	N	_	3	1	∅	∅	7	4	0
3	0.6000	3	0.6000	349																							596	a	-	l	∅	ŋ	⁵¹	∅	A	_	L	∅	N	_	∅	7	0	5	∅	4	0	∅	597	ɔ̃	-	l	∅	-	³¹	∅	U	_	L	∅	_	_	∅	7	0	5	∅	0	0	∅	598	aː	-	l	∅	ŋ	³³	∅	A	_	L	∅	N	_	∅	7	0	5	∅	4	0	∅	599	ɔ̃	-	l	∅	-	³⁵	∅	U	_	L	∅	_	_	∅	7	0	5	∅	0	0	∅																							600	a	-	l	∅	ŋ	²	∅	A	_	L	∅	N	_	∅	7	0	5	∅	4	0	∅	601	ĩ	w	t	∅	-	⁵⁵	∅	I	W	T	∅	_	_	∅	7	6	1	∅	0	0	∅	602	o	ʐ	t	∅	ŋ	³¹	∅	U	S	T	∅	N	_	∅	7	3	1	∅	4	0	∅
