index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
3	0.7500	2	0.5000	819																																													943	-	ɛ̱̃	l	∅	³⁵	∅	∅	_	E	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																																																			944	m	a	ˀl	∅	³	∅	∅	M	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																																												
4	1.0000	1	0.2500	819																																													943	³⁵	-	ɛ̱̃	l	∅	∅	∅	_	_	E	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																																																			944	³	m	a	ˀl	∅	∅	∅	_	M	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																																												
1	0.3333	3	1.0000	821																																													945	l	∅	∅	∅	a̱i	³⁵	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																							946	l	∅	∅	∅	a̱i	⁵⁵	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																							947	ˀl	∅	∅	∅	ai	³	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	821																																													945	a̱i	l	∅	∅	³⁵	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							946	a̱i	l	∅	∅	⁵⁵	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							947	ai	ˀl	∅	∅	³	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	821																																													945	³⁵	a̱i	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							946	⁵⁵	a̱i	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							947	³	ai	ˀl	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	822	948	kʰ	∅	∅	∅	o	k	⁵⁵	K	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0	949	l	∅	∅	∅	o̱	ʔ	⁵⁵	L	∅	∅	∅	O	H	_	5	∅	∅	∅	7	1	0	950	l	∅	∅	∅	a̱	ʔ	⁵⁵	L	∅	∅	∅	A	H	_	5	∅	∅	∅	7	1	0	951	l	∅	∅	∅	ɔ	ʔ	⁵⁵	L	∅	∅	∅	U	H	_	5	∅	∅	∅	7	1	0	952	l	∅	∅	∅	ɔ̱	ʔ	⁵⁵	L	∅	∅	∅	O	H	_	5	∅	∅	∅	7	1	0																																																																			953	kʰ	∅	∅	∅	o	ʔ	³⁵	K	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	822	948	o	kʰ	∅	∅	k	⁵⁵	∅	U	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅	949	o̱	l	∅	∅	ʔ	⁵⁵	∅	O	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	950	a̱	l	∅	∅	ʔ	⁵⁵	∅	A	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	951	ɔ	l	∅	∅	ʔ	⁵⁵	∅	U	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	952	ɔ̱	l	∅	∅	ʔ	⁵⁵	∅	O	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅																																																																			953	o	kʰ	∅	∅	ʔ	³⁵	∅	U	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅
3	0.7500	2	0.5000	822	948	k	o	kʰ	∅	⁵⁵	∅	∅	K	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	949	ʔ	o̱	l	∅	⁵⁵	∅	∅	H	O	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	950	ʔ	a̱	l	∅	⁵⁵	∅	∅	H	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	951	ʔ	ɔ	l	∅	⁵⁵	∅	∅	H	U	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	952	ʔ	ɔ̱	l	∅	⁵⁵	∅	∅	H	O	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																																																			953	ʔ	o	kʰ	∅	³⁵	∅	∅	H	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	822	948	⁵⁵	k	o	kʰ	∅	∅	∅	_	K	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅	949	⁵⁵	ʔ	o̱	l	∅	∅	∅	_	H	O	L	∅	∅	∅	0	1	7	5	∅	∅	∅	950	⁵⁵	ʔ	a̱	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	951	⁵⁵	ʔ	ɔ	l	∅	∅	∅	_	H	U	L	∅	∅	∅	0	1	7	5	∅	∅	∅	952	⁵⁵	ʔ	ɔ̱	l	∅	∅	∅	_	H	O	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																																																			953	³⁵	ʔ	o	kʰ	∅	∅	∅	_	H	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅
1	0.3333	3	1.0000	825																																													954	l	∅	∅	∅	u̱i	³⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅																																																																			955	ˀl	∅	∅	∅	ui	³	∅	L	∅	∅	∅	Y	_	∅	5	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	825																																													954	u̱i	l	∅	∅	³⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																																																			955	ui	ˀl	∅	∅	³	∅	∅	Y	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	825																																													954	³⁵	u̱i	l	∅	∅	∅	∅	_	U	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																																																			955	³	ui	ˀl	∅	∅	∅	∅	_	Y	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	826																							956	l	∅	∅	∅	i̱	ŋ	⁵¹	L	∅	∅	∅	I	N	_	5	∅	∅	∅	7	4	0	957	l	∅	∅	∅	a̱	ŋ	⁵⁵	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0	958	l	∅	∅	∅	ə̱	ŋ	³³	L	∅	∅	∅	E	N	_	5	∅	∅	∅	7	4	0	959	l	∅	∅	∅	a̱	ŋ	³¹	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0																																																																			960	l	∅	∅	∅	ai	-	⁵⁵	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	826																							956	i̱	l	∅	∅	ŋ	⁵¹	∅	I	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	957	a̱	l	∅	∅	ŋ	⁵⁵	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	958	ə̱	l	∅	∅	ŋ	³³	∅	E	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	959	a̱	l	∅	∅	ŋ	³¹	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																																																																			960	ai	l	∅	∅	-	⁵⁵	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅
3	0.7500	2	0.5000	826																							956	ŋ	i̱	l	∅	⁵¹	∅	∅	N	I	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	957	ŋ	a̱	l	∅	⁵⁵	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	958	ŋ	ə̱	l	∅	³³	∅	∅	N	E	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	959	ŋ	a̱	l	∅	³¹	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																																																																			960	-	ai	l	∅	⁵⁵	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	826																							956	⁵¹	ŋ	i̱	l	∅	∅	∅	_	N	I	L	∅	∅	∅	0	4	7	5	∅	∅	∅	957	⁵⁵	ŋ	a̱	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅	958	³³	ŋ	ə̱	l	∅	∅	∅	_	N	E	L	∅	∅	∅	0	4	7	5	∅	∅	∅	959	³¹	ŋ	a̱	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																																																																			960	⁵⁵	-	ai	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅
1	0.3333	3	1.0000	828	961	l	∅	∅	∅	ui	⁵⁵	∅	L	∅	∅	∅	Y	_	∅	5	∅	∅	∅	7	0	∅																																																																																																															962	l	∅	∅	∅	ui	¹	∅	L	∅	∅	∅	Y	_	∅	5	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	828	961	ui	l	∅	∅	⁵⁵	∅	∅	Y	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																																																																																															962	ui	l	∅	∅	¹	∅	∅	Y	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	828	961	⁵⁵	ui	l	∅	∅	∅	∅	_	Y	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																																																																																															962	¹	ui	l	∅	∅	∅	∅	_	Y	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	829																																													963	m	∅	∅	∅	a̱i	⁵⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							964	m	∅	∅	∅	a̱i	³¹	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							965	ˀm	∅	∅	∅	ai	¹	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	829																																													963	a̱i	m	∅	∅	⁵⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							964	a̱i	m	∅	∅	³¹	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							965	ai	ˀm	∅	∅	¹	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	829																																													963	⁵⁵	a̱i	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							964	³¹	a̱i	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							965	¹	ai	ˀm	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	834																							966	n	∅	∅	∅	e̱	⁵⁵	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	967	n	∅	∅	∅	a̱i	³⁵	∅	N	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅	968	n	∅	∅	∅	ɛ̱ː	⁵⁵	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	969	n	∅	∅	∅	a̱i	⁵⁵	∅	N	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							970	ˀn	∅	∅	∅	ai	³	∅	N	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	834																							966	e̱	n	∅	∅	⁵⁵	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	967	a̱i	n	∅	∅	³⁵	∅	∅	A	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	968	ɛ̱ː	n	∅	∅	⁵⁵	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	969	a̱i	n	∅	∅	⁵⁵	∅	∅	A	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							970	ai	ˀn	∅	∅	³	∅	∅	A	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	834																							966	⁵⁵	e̱	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	967	³⁵	a̱i	n	∅	∅	∅	∅	_	A	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	968	⁵⁵	ɛ̱ː	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	969	⁵⁵	a̱i	n	∅	∅	∅	∅	_	A	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							970	³	ai	ˀn	∅	∅	∅	∅	_	A	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	837																							971	n	∅	∅	∅	a̱	ŋ	⁵¹	N	∅	∅	∅	A	N	_	4	∅	∅	∅	7	4	0	972	n	∅	∅	∅	ɔ̱̃	-	⁵⁵	N	∅	∅	∅	O	_	_	4	∅	∅	∅	7	0	0																							973	n	∅	∅	∅	ɔ̱̃	-	³¹	N	∅	∅	∅	O	_	_	4	∅	∅	∅	7	0	0																							974	ˀn	∅	∅	∅	a	ŋ	¹	N	∅	∅	∅	A	N	_	4	∅	∅	∅	7	4	0																							975	n̥	∅	∅	∅	ɔ	ŋ	⁵⁵	N	∅	∅	∅	U	N	_	4	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	837																							971	a̱	n	∅	∅	ŋ	⁵¹	∅	A	N	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅	972	ɔ̱̃	n	∅	∅	-	⁵⁵	∅	O	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							973	ɔ̱̃	n	∅	∅	-	³¹	∅	O	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							974	a	ˀn	∅	∅	ŋ	¹	∅	A	N	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅																							975	ɔ	n̥	∅	∅	ŋ	⁵⁵	∅	U	N	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅
3	0.7500	2	0.5000	837																							971	ŋ	a̱	n	∅	⁵¹	∅	∅	N	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅	972	-	ɔ̱̃	n	∅	⁵⁵	∅	∅	_	O	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							973	-	ɔ̱̃	n	∅	³¹	∅	∅	_	O	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							974	ŋ	a	ˀn	∅	¹	∅	∅	N	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							975	ŋ	ɔ	n̥	∅	⁵⁵	∅	∅	N	U	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅
4	1.0000	1	0.2500	837																							971	⁵¹	ŋ	a̱	n	∅	∅	∅	_	N	A	N	∅	∅	∅	0	4	7	4	∅	∅	∅	972	⁵⁵	-	ɔ̱̃	n	∅	∅	∅	_	_	O	N	∅	∅	∅	0	0	7	4	∅	∅	∅																							973	³¹	-	ɔ̱̃	n	∅	∅	∅	_	_	O	N	∅	∅	∅	0	0	7	4	∅	∅	∅																							974	¹	ŋ	a	ˀn	∅	∅	∅	_	N	A	N	∅	∅	∅	0	4	7	4	∅	∅	∅																							975	⁵⁵	ŋ	ɔ	n̥	∅	∅	∅	_	N	U	N	∅	∅	∅	0	4	7	4	∅	∅	∅
1	0.3333	3	1.0000	839																																													976	n	∅	∅	∅	ɛ̱	⁵⁵	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																																																																			977	ˀn	∅	∅	∅	ɛ	¹	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	839																																													976	ɛ̱	n	∅	∅	⁵⁵	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																			977	ɛ	ˀn	∅	∅	¹	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	839																																													976	⁵⁵	ɛ̱	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																			977	¹	ɛ	ˀn	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	840	978	ȵ̥	∅	∅	∅	a	⁵⁵	∅	N	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																																																																																																															979	ˀɲ	∅	∅	∅	ɛ	¹	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	840	978	a	ȵ̥	∅	∅	⁵⁵	∅	∅	A	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																																																															979	ɛ	ˀɲ	∅	∅	¹	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	840	978	⁵⁵	a	ȵ̥	∅	∅	∅	∅	_	A	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																																																															979	¹	ɛ	ˀɲ	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	843	980	ȵ̥	∅	∅	∅	o	t	⁵⁵	N	∅	∅	∅	U	T	_	4	∅	∅	∅	7	1	0																																																																																																															981	ˀɲ	∅	∅	∅	o	t	⁴	N	∅	∅	∅	U	T	_	4	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	843	980	o	ȵ̥	∅	∅	t	⁵⁵	∅	U	N	∅	∅	T	_	∅	7	4	∅	∅	1	0	∅																																																																																																															981	o	ˀɲ	∅	∅	t	⁴	∅	U	N	∅	∅	T	_	∅	7	4	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	843	980	t	o	ȵ̥	∅	⁵⁵	∅	∅	T	U	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅																																																																																																															981	t	o	ˀɲ	∅	⁴	∅	∅	T	U	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	843	980	⁵⁵	t	o	ȵ̥	∅	∅	∅	_	T	U	N	∅	∅	∅	0	1	7	4	∅	∅	∅																																																																																																															981	⁴	t	o	ˀɲ	∅	∅	∅	_	T	U	N	∅	∅	∅	0	1	7	4	∅	∅	∅																																												
1	0.3333	3	1.0000	844	982	pʰ	∅	∅	∅	ɔ	⁵⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	983	p	∅	∅	∅	o̱	⁵¹	∅	P	∅	∅	∅	O	_	∅	1	∅	∅	∅	7	0	∅	984	p	∅	∅	∅	a̱	⁵⁵	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	985	p	∅	∅	∅	ɔ̱ː	³³	∅	P	∅	∅	∅	O	_	∅	1	∅	∅	∅	7	0	∅	986	p	∅	∅	∅	ɔ̱	³¹	∅	P	∅	∅	∅	O	_	∅	1	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	844	982	ɔ	pʰ	∅	∅	⁵⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	983	o̱	p	∅	∅	⁵¹	∅	∅	O	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	984	a̱	p	∅	∅	⁵⁵	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	985	ɔ̱ː	p	∅	∅	³³	∅	∅	O	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	986	ɔ̱	p	∅	∅	³¹	∅	∅	O	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	844	982	⁵⁵	ɔ	pʰ	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	983	⁵¹	o̱	p	∅	∅	∅	∅	_	O	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	984	⁵⁵	a̱	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	985	³³	ɔ̱ː	p	∅	∅	∅	∅	_	O	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	986	³¹	ɔ̱	p	∅	∅	∅	∅	_	O	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	849	987	pʰ	∅	∅	∅	a	t	⁵⁵	P	∅	∅	∅	A	T	_	1	∅	∅	∅	7	1	0	988	pʰ	∅	∅	∅	a	t	⁵⁵	P	∅	∅	∅	A	T	_	1	∅	∅	∅	7	1	0																							989	pʰ	∅	∅	∅	aː	t	⁵⁵	P	∅	∅	∅	A	T	_	1	∅	∅	∅	7	1	0																							990	pʰ	∅	∅	∅	a	t	-	P	∅	∅	∅	A	T	_	1	∅	∅	∅	7	1	0	991	ˀp	∅	∅	∅	a	t	⁴	P	∅	∅	∅	A	T	_	1	∅	∅	∅	7	1	0	992	pʰ	∅	∅	∅	ɑ	ʔ	⁴	P	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0	993	pʰ	∅	∅	∅	a	t	⁵⁵	P	∅	∅	∅	A	T	_	1	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	849	987	a	pʰ	∅	∅	t	⁵⁵	∅	A	P	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅	988	a	pʰ	∅	∅	t	⁵⁵	∅	A	P	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅																							989	aː	pʰ	∅	∅	t	⁵⁵	∅	A	P	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅																							990	a	pʰ	∅	∅	t	-	∅	A	P	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅	991	a	ˀp	∅	∅	t	⁴	∅	A	P	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅	992	ɑ	pʰ	∅	∅	ʔ	⁴	∅	A	P	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	993	a	pʰ	∅	∅	t	⁵⁵	∅	A	P	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅
