ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_SUBGROUP	PARTIAL_COGNACY	COGIDS
1833	217_green	green	Duhumbi	Duhumbi	jaŋ	jaŋ	j a ŋ	chug1252	27.42	92.23	Western Kho-Bwa	490	490
1834	217_green	green	Khoina	Khoina	ɔ+xɐ̃ː	ɔ+xɐ̃ː	ɔ + x ɐ̃ː	khoi1253	27.334981	92.52994	Western Kho-Bwa	491 490	491 490
1835	217_green	green	Jerigaon	Jerigaon	ɔ+hɐ̃ː	ɔ+hɐ̃ː	ɔ + h ɐ̃ː	jeri1243	27.340629	92.486595	Western Kho-Bwa	491 490	491 490
1836	217_green	green	Khoitam	Khoitam	ɔ+hɔ̃ː	ɔ+hɔ̃ː	ɔ + h ɔ̃ː	khoi1252	27.327487	92.439455	Western Kho-Bwa	491 490	491 490
1837	217_green	green	Rahung	Rahung	ɔ+hɔ̃ː	ɔ+hɔ̃ː	ɔ + h ɔ̃ː	rahu1234	27.310778	92.395028	Western Kho-Bwa	491 490	491 490
1838	217_green	green	Rupa	Rupa	ɔ+hɔ̃ː	ɔ+hɔ̃ː	ɔ + h ɔ̃ː	rupa1234	27.203065	92.398757	Western Kho-Bwa	491 490	491 490
1839	217_green	green	Shergaon	Shergaon	ɔ+hɔ̃ː	ɔ+hɔ̃ː	ɔ + h ɔ̃ː	sher1261	27.105018	92.272133	Western Kho-Bwa	491 490	491 490
1840	217_green	green	Khispi	Khispi	ʥaŋ+ku	ʥaŋ+ku	ʥ a ŋ + k u	lish1235	27.37	92.23	Western Kho-Bwa	10031 10032	10031 10032
1841	217_green	green	Khispi	Khispi	ʥaŋ+ku	ʥaŋ+ku	ʥ a ŋ + k u	lish1235	27.37	92.23	Western Kho-Bwa	10741 10742	10741 10742
1842	610_grindgrindingstone	grind (grinding stone)	Khispi	Khispi	ɕɔl	ɕɔl	ɕ ɔ l	lish1235	27.37	92.23	Western Kho-Bwa	837	837
1843	610_grindgrindingstone	grind (grinding stone)	Duhumbi	Duhumbi	ɕɔr	ɕɔr	ɕ ɔ r	chug1252	27.42	92.23	Western Kho-Bwa	837	837
1844	218_grindpound	grind, pound	Khoina	Khoina	ʐyː	ʐyː	ʐ yː	khoi1253	27.334981	92.52994	Western Kho-Bwa	205	205
1845	218_grindpound	grind, pound	Jerigaon	Jerigaon	zyː	zyː	z yː	jeri1243	27.340629	92.486595	Western Kho-Bwa	205	205
1846	218_grindpound	grind, pound	Khoitam	Khoitam	zyː	zyː	z yː	khoi1252	27.327487	92.439455	Western Kho-Bwa	205	205
1847	218_grindpound	grind, pound	Rahung	Rahung	zyː	zyː	z yː	rahu1234	27.310778	92.395028	Western Kho-Bwa	205	205
1848	218_grindpound	grind, pound	Rupa	Rupa	zyː	zyː	z yː	rupa1234	27.203065	92.398757	Western Kho-Bwa	205	205
1849	218_grindpound	grind, pound	Shergaon	Shergaon	ziː	ziː	z iː	sher1261	27.105018	92.272133	Western Kho-Bwa	205	205
1850	219_gum	gum	Duhumbi	Duhumbi	ɕa+ɲi+lum	ɕa+ɲi+lum	ɕ a + ɲ i + l u m	chug1252	27.42	92.23	Western Kho-Bwa	494 495 496	494 495 496
1851	219_gum	gum	Khoina	Khoina	mə+ʂə+rĩː	mə+ʂə+rĩː	m ə + ʂ ə + r ĩː	khoi1253	27.334981	92.52994	Western Kho-Bwa	497 494 495	497 494 495
1852	219_gum	gum	Rahung	Rahung	sə+niŋ	sə+niŋ	s ə + n i ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	494 495	494 495
1853	219_gum	gum	Rupa	Rupa	sə+ɲiŋ	sə+ɲiŋ	s ə + ɲ i ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	494 495	494 495
1854	220_hail	hail	Khoina	Khoina	na+jyŋ	na+jyŋ	n a + j y ŋ	khoi1253	27.334981	92.52994	Western Kho-Bwa	498 499	498 499
1855	220_hail	hail	Jerigaon	Jerigaon	nə+jiŋ	nə+jiŋ	n ə + j i ŋ	jeri1243	27.340629	92.486595	Western Kho-Bwa	498 499	498 499
1856	220_hail	hail	Khoitam	Khoitam	ny+jiŋ	ny+jiŋ	n y + j i ŋ	khoi1252	27.327487	92.439455	Western Kho-Bwa	498 499	498 499
1857	220_hail	hail	Rahung	Rahung	niŋ	niŋ	n i ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	498	498
1858	220_hail	hail	Rupa	Rupa	ny+jyŋ	ny+jyŋ	n y + j y ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	498 499	498 499
1859	220_hail	hail	Khispi	Khispi	se+sɛr+ba	se+sɛr+ba	s e + s ɛ r + b a	lish1235	27.37	92.23	Western Kho-Bwa	10033 10034 10035	10033 10034 10035
1860	220_hail	hail	Duhumbi	Duhumbi	sɛr+ba	sɛr+ba	s ɛ r + b a	chug1252	27.42	92.23	Western Kho-Bwa	10036 10037	10036 10037
1861	220_hail	hail	Rahung	Rahung	niŋ_nam+bruː	niŋ_nam+bruː	n i ŋ + n a m + b r uː	rahu1234	27.310778	92.395028	Western Kho-Bwa	10038 10039 10040	10038 10039 10040
1862	220_hail	hail	Shergaon	Shergaon	sɛk+sɛr+bu	sɛk+sɛr+bu	s ɛ k + s ɛ r + b u	sher1261	27.105018	92.272133	Western Kho-Bwa	10041 10042 10043	10041 10042 10043
1863	220_hail	hail	Khispi	Khispi	se+sɛr+ba	se+sɛr+ba	s e + s ɛ r + b a	lish1235	27.37	92.23	Western Kho-Bwa	10743 10744 10745	10743 10744 10745
1864	220_hail	hail	Duhumbi	Duhumbi	sɛr+ba	sɛr+ba	s ɛ r + b a	chug1252	27.42	92.23	Western Kho-Bwa	10746 10747	10746 10747
1865	220_hail	hail	Rahung	Rahung	niŋ_nam+bruː	niŋ_nam+bruː	n i ŋ + n a m + b r uː	rahu1234	27.310778	92.395028	Western Kho-Bwa	10748 10749 10750	10748 10749 10750
1866	220_hail	hail	Shergaon	Shergaon	sɛk+sɛr+bu	sɛk+sɛr+bu	s ɛ k + s ɛ r + b u	sher1261	27.105018	92.272133	Western Kho-Bwa	10751 10752 10753	10751 10752 10753
1867	221_hairbodyfeather	hair (body): feather	Khispi	Khispi	mul	mul	m u ɹ~l/l	lish1235	27.37	92.23	Western Kho-Bwa	500	500
1868	221_hairbodyfeather	hair (body): feather	Khoina	Khoina	a+miŋ	a+miŋ	a + m i ŋ	khoi1253	27.334981	92.52994	Western Kho-Bwa	56 500	56 500
1869	221_hairbodyfeather	hair (body): feather	Jerigaon	Jerigaon	a+miŋ	a+miŋ	a + m i ŋ	jeri1243	27.340629	92.486595	Western Kho-Bwa	56 500	56 500
1870	221_hairbodyfeather	hair (body): feather	Khoitam	Khoitam	a+miŋ	a+miŋ	a + m i ŋ	khoi1252	27.327487	92.439455	Western Kho-Bwa	56 500	56 500
1871	221_hairbodyfeather	hair (body): feather	Rahung	Rahung	a+miŋ	a+miŋ	a + m i ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	56 500	56 500
1872	221_hairbodyfeather	hair (body): feather	Rupa	Rupa	a+miŋ	a+miŋ	a + m i ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	56 500	56 500
1873	221_hairbodyfeather	hair (body): feather	Shergaon	Shergaon	a+miŋ	a+miŋ	a + m i ŋ	sher1261	27.105018	92.272133	Western Kho-Bwa	56 500	56 500
1874	222_hairhead	hair (head)	Khispi	Khispi	kʰu+ɕaŋ	kʰu+ɕaŋ	kʰ u + ɕ a ŋ	lish1235	27.37	92.23	Western Kho-Bwa	503 502	503 502
1875	222_hairhead	hair (head)	Duhumbi	Duhumbi	kʰu+ɕaŋ	kʰu+ɕaŋ	kʰ u + ɕ a ŋ	chug1252	27.42	92.23	Western Kho-Bwa	503 502	503 502
1876	222_hairhead	hair (head)	Khoina	Khoina	gə+ʐaŋ	gə+ʐaŋ	g ə + ʐ a ŋ	khoi1253	27.334981	92.52994	Western Kho-Bwa	503 502	503 502
1877	222_hairhead	hair (head)	Jerigaon	Jerigaon	gə+zaŋ	gə+zaŋ	g ə + z a ŋ	jeri1243	27.340629	92.486595	Western Kho-Bwa	503 502	503 502
1878	222_hairhead	hair (head)	Khoitam	Khoitam	gə+zaŋ	gə+zaŋ	g ə + z a ŋ	khoi1252	27.327487	92.439455	Western Kho-Bwa	503 502	503 502
1879	222_hairhead	hair (head)	Rahung	Rahung	gə+zaŋ	gə+zaŋ	g ə + z a ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	503 502	503 502
1880	222_hairhead	hair (head)	Rupa	Rupa	gə+zaŋ	gə+zaŋ	g ə + z a ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	503 502	503 502
1881	222_hairhead	hair (head)	Shergaon	Shergaon	gə+zaŋ	gə+zaŋ	g ə + z a ŋ	sher1261	27.105018	92.272133	Western Kho-Bwa	503 502	503 502
1882	222_hairhead	hair (head)	Duhumbi	Duhumbi	kʰu+zjɛŋ	kʰu+zjɛŋ	kʰ u + z j ɛ ŋ	chug1252	27.42	92.23	Western Kho-Bwa	10047 10048	10047 10048
1883	222_hairhead	hair (head)	Duhumbi	Duhumbi	kʰu+zjɛŋ	kʰu+zjɛŋ	kʰ u + z j ɛ ŋ	chug1252	27.42	92.23	Western Kho-Bwa	10757 10758	10757 10758
1884	611_hairfeather	hair; feather	Duhumbi	Duhumbi	pu	pu	p u	chug1252	27.42	92.23	Western Kho-Bwa	10044	10044
1885	611_hairfeather	hair; feather	Shergaon	Shergaon	min+du	min+du	m i n + d u	sher1261	27.105018	92.272133	Western Kho-Bwa	10045 10046	10045 10046
1886	611_hairfeather	hair; feather	Duhumbi	Duhumbi	pu	pu	p u	chug1252	27.42	92.23	Western Kho-Bwa	10754	10754
1887	611_hairfeather	hair; feather	Shergaon	Shergaon	min+du	min+du	m i n + d u	sher1261	27.105018	92.272133	Western Kho-Bwa	10755 10756	10755 10756
1888	223_haltstop	halt, stop	Duhumbi	Duhumbi	kak	kak	k a k	chug1252	27.42	92.23	Western Kho-Bwa	504	504
1889	223_haltstop	halt, stop	Khoina	Khoina	kʰɐk	kʰɐk	kʰ ɐ k	khoi1253	27.334981	92.52994	Western Kho-Bwa	504	504
1890	223_haltstop	halt, stop	Rahung	Rahung	gak	gak	g a k	rahu1234	27.310778	92.395028	Western Kho-Bwa	504	504
1891	224_handarm	hand, arm	Khispi	Khispi	hut	hut	h u t	lish1235	27.37	92.23	Western Kho-Bwa	410	410
1892	224_handarm	hand, arm	Duhumbi	Duhumbi	hut	hut	h u t	chug1252	27.42	92.23	Western Kho-Bwa	410	410
1893	224_handarm	hand, arm	Khoina	Khoina	ik	ik	i k	khoi1253	27.334981	92.52994	Western Kho-Bwa	410	410
1894	224_handarm	hand, arm	Jerigaon	Jerigaon	ik	ik	i k	jeri1243	27.340629	92.486595	Western Kho-Bwa	410	410
1895	224_handarm	hand, arm	Khoitam	Khoitam	ik	ik	i k	khoi1252	27.327487	92.439455	Western Kho-Bwa	410	410
1896	224_handarm	hand, arm	Rahung	Rahung	ik	ik	i k	rahu1234	27.310778	92.395028	Western Kho-Bwa	410	410
1897	224_handarm	hand, arm	Rupa	Rupa	ik	ik	i k	rupa1234	27.203065	92.398757	Western Kho-Bwa	410	410
1898	224_handarm	hand, arm	Shergaon	Shergaon	ik	ik	i k	sher1261	27.105018	92.272133	Western Kho-Bwa	410	410
1899	612_hangaroundneck	hang around neck	Duhumbi	Duhumbi	kʰis	kʰis	kʰ i s	chug1252	27.42	92.23	Western Kho-Bwa	838	838
1900	225_hard	hard	Jerigaon	Jerigaon	a+ʨuː	a+ʨuː	a + tɕ uː	jeri1243	27.340629	92.486595	Western Kho-Bwa	56 507	56 507
1901	225_hard	hard	Khoitam	Khoitam	a+ʨuː	a+ʨuː	a + tɕ uː	khoi1252	27.327487	92.439455	Western Kho-Bwa	56 507	56 507
1902	225_hard	hard	Rahung	Rahung	a+ʨuː	a+ʨuː	a + tɕ uː	rahu1234	27.310778	92.395028	Western Kho-Bwa	56 507	56 507
1903	225_hard	hard	Rupa	Rupa	a+ʦuː	a+ʦuː	a + ts~ʨ/ʨ uː	rupa1234	27.203065	92.398757	Western Kho-Bwa	56 507	56 507
1904	225_hard	hard	Shergaon	Shergaon	a+ʨuː	a+ʨuː	a + tɕ uː	sher1261	27.105018	92.272133	Western Kho-Bwa	56 507	56 507
1905	225_hard	hard	Khispi	Khispi	kak+tal	kak+tal	k a k + t a l	lish1235	27.37	92.23	Western Kho-Bwa	10697 10698	10697 10698
1906	225_hard	hard	Duhumbi	Duhumbi	kak+tal	kak+tal	k a k + t a l	chug1252	27.42	92.23	Western Kho-Bwa	10699 10700	10699 10700
1907	225_hard	hard	Khoina	Khoina	a-xɐŋ	a-xɐŋ	a + x ɐ ŋ	khoi1253	27.334981	92.52994	Western Kho-Bwa	10701 10702	10701 10702
1908	225_hard	hard	Khispi	Khispi	kak+tal	kak+tal	k a k + t a l	lish1235	27.37	92.23	Western Kho-Bwa	11407 11408	11407 11408
1909	225_hard	hard	Duhumbi	Duhumbi	kak+tal	kak+tal	k a k + t a l	chug1252	27.42	92.23	Western Kho-Bwa	11409 11410	11409 11410
1910	225_hard	hard	Khoina	Khoina	a-xɐŋ	a-xɐŋ	a + x ɐ ŋ	khoi1253	27.334981	92.52994	Western Kho-Bwa	11411 11412	11411 11412
1911	226_hatch	hatch	Duhumbi	Duhumbi	ʦɔk	ʦɔk	ts ɔ k	chug1252	27.42	92.23	Western Kho-Bwa	509	509
1912	226_hatch	hatch	Khoina	Khoina	ʦɔk	ʦɔk	ts ɔ k	khoi1253	27.334981	92.52994	Western Kho-Bwa	509	509
1913	226_hatch	hatch	Khoitam	Khoitam	ʨɔk	ʨɔk	tɕ ɔ k	khoi1252	27.327487	92.439455	Western Kho-Bwa	509	509
1914	226_hatch	hatch	Rahung	Rahung	ʨɔk	ʨɔk	tɕ ɔ k	rahu1234	27.310778	92.395028	Western Kho-Bwa	509	509
1915	613_hate	hate	Khoina	Khoina	ADD FORMS!	ADD FORMS!	l y ŋ + n u	khoi1253	27.334981	92.52994	Western Kho-Bwa	840 842	840 842
1916	613_hate	hate	Jerigaon	Jerigaon	a+nuː_tʰiŋ	a+nuː_tʰiŋ	a + n uː + tʰ i ŋ	jeri1243	27.340629	92.486595	Western Kho-Bwa	10703 10704 10705	10703 10704 10705
1917	613_hate	hate	Khoitam	Khoitam	dɔk	dɔk	d ɔ k	khoi1252	27.327487	92.439455	Western Kho-Bwa	10706	10706
1918	613_hate	hate	Rahung	Rahung	blɛ_nə+juŋ	blɛ_nə+juŋ	b l ɛ + n ə + j u ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	10707 10708 10709	10707 10708 10709
1919	613_hate	hate	Rupa	Rupa	blɛ_nuŋ	blɛ_nuŋ	b l ɛ + n u ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	10710 10711	10710 10711
1920	613_hate	hate	Jerigaon	Jerigaon	a+nuː_tʰiŋ	a+nuː_tʰiŋ	a + n uː + tʰ i ŋ	jeri1243	27.340629	92.486595	Western Kho-Bwa	11413 11414 11415	11413 11414 11415
1921	613_hate	hate	Khoitam	Khoitam	dɔk	dɔk	d ɔ k	khoi1252	27.327487	92.439455	Western Kho-Bwa	11416	11416
1922	613_hate	hate	Rahung	Rahung	blɛ_nə+juŋ	blɛ_nə+juŋ	b l ɛ + n ə + j u ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	11417 11418 11419	11417 11418 11419
1923	613_hate	hate	Rupa	Rupa	blɛ_nuŋ	blɛ_nuŋ	b l ɛ + n u ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	11420 11421	11420 11421
1924	227_head	head	Khispi	Khispi	kʰɔ+lɔk	kʰɔ+lɔk	kʰ ɔ + l ɔ k	lish1235	27.37	92.23	Western Kho-Bwa	511 375	511 375
1925	227_head	head	Duhumbi	Duhumbi	kʰɔ+lɔk	kʰɔ+lɔk	kʰ ɔ + l ɔ k	chug1252	27.42	92.23	Western Kho-Bwa	511 375	511 375
1926	227_head	head	Jerigaon	Jerigaon	kʰ+ruk	kʰ+ruk	kʰ + r u k	jeri1243	27.340629	92.486595	Western Kho-Bwa	511 375	511 375
1927	227_head	head	Khoitam	Khoitam	kʰ+ruk	kʰ+ruk	kʰ + r u k	khoi1252	27.327487	92.439455	Western Kho-Bwa	511 375	511 375
1928	227_head	head	Rahung	Rahung	kʰ+ruk	kʰ+ruk	kʰ + r u k	rahu1234	27.310778	92.395028	Western Kho-Bwa	511 375	511 375
1929	227_head	head	Rupa	Rupa	kʰ+ruk	kʰ+ruk	kʰ + r u k	rupa1234	27.203065	92.398757	Western Kho-Bwa	511 375	511 375
1930	227_head	head	Shergaon	Shergaon	kʰ+ruk	kʰ+ruk	kʰ + r u k	sher1261	27.105018	92.272133	Western Kho-Bwa	511 375	511 375
1931	227_head	head	Duhumbi	Duhumbi	mə+tʰɛ̃n	mə+tʰɛ̃n	m ə + tʰ ɛ̃ n	chug1252	27.42	92.23	Western Kho-Bwa	10712 10713	10712 10713
1932	227_head	head	Duhumbi	Duhumbi	mə+tʰɛ̃n	mə+tʰɛ̃n	m ə + tʰ ɛ̃ n	chug1252	27.42	92.23	Western Kho-Bwa	11422 11423	11422 11423
1933	228_heart	heart	Khispi	Khispi	lɔŋ+tʰa	lɔŋ+tʰa	l ɔ~u/u ŋ + tʰ a	lish1235	27.37	92.23	Western Kho-Bwa	235 514	235 514
1934	228_heart	heart	Duhumbi	Duhumbi	luŋ+tʰak	luŋ+tʰak	l u ŋ + tʰ a k	chug1252	27.42	92.23	Western Kho-Bwa	235 514	235 514
1935	228_heart	heart	Khoina	Khoina	ʂə+lyŋ	ʂə+lyŋ	ʂ ə + l y ŋ	khoi1253	27.334981	92.52994	Western Kho-Bwa	513 235	513 235
1936	228_heart	heart	Jerigaon	Jerigaon	sə+lyŋ	sə+lyŋ	s ə + l y ŋ	jeri1243	27.340629	92.486595	Western Kho-Bwa	513 235	513 235
1937	228_heart	heart	Khoitam	Khoitam	sə+lyŋ	sə+lyŋ	s ə + l y ŋ	khoi1252	27.327487	92.439455	Western Kho-Bwa	513 235	513 235
1938	228_heart	heart	Rahung	Rahung	sə+lyŋ	sə+lyŋ	s ə + l y ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	513 235	513 235
1939	228_heart	heart	Rupa	Rupa	s+lyŋ	s+lyŋ	s ə + l y ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	513 235	513 235
1940	228_heart	heart	Shergaon	Shergaon	sə+luŋ	sə+luŋ	s ə + l u ŋ	sher1261	27.105018	92.272133	Western Kho-Bwa	513 235	513 235
1941	229_hearthfireplace	hearth, fireplace	Khispi	Khispi	bu+du	bu+du	b u + d u	lish1235	27.37	92.23	Western Kho-Bwa	515 516	515 516
1942	229_hearthfireplace	hearth, fireplace	Duhumbi	Duhumbi	bɛj+dup	bɛj+dup	b ɛj~u/u + d u p	chug1252	27.42	92.23	Western Kho-Bwa	515 516	515 516
1943	229_hearthfireplace	hearth, fireplace	Khoitam	Khoitam	b+rɔp	b+rɔp	b + r ɔ p	khoi1252	27.327487	92.439455	Western Kho-Bwa	515 516	515 516
1944	229_hearthfireplace	hearth, fireplace	Rahung	Rahung	b+r+p	b+r+p	b + r ø p	rahu1234	27.310778	92.395028	Western Kho-Bwa	515 516	515 516
1945	229_hearthfireplace	hearth, fireplace	Rupa	Rupa	b+rɔp	b+rɔp	b + r ɔ p	rupa1234	27.203065	92.398757	Western Kho-Bwa	515 516	515 516
1946	229_hearthfireplace	hearth, fireplace	Shergaon	Shergaon	b+rɔk	b+rɔk	b + r ɔ k	sher1261	27.105018	92.272133	Western Kho-Bwa	515 516	515 516
1947	230_heavy	heavy	Khispi	Khispi	u+li	u+li	u + l i	lish1235	27.37	92.23	Western Kho-Bwa	56 519	56 519
1948	230_heavy	heavy	Duhumbi	Duhumbi	u+li	u+li	u + l i	chug1252	27.42	92.23	Western Kho-Bwa	56 519	56 519
1949	230_heavy	heavy	Khoina	Khoina	a+liː	a+liː	a + l iː	khoi1253	27.334981	92.52994	Western Kho-Bwa	56 519	56 519
1950	230_heavy	heavy	Jerigaon	Jerigaon	a+liː	a+liː	a + l iː	jeri1243	27.340629	92.486595	Western Kho-Bwa	56 519	56 519
1951	230_heavy	heavy	Khoitam	Khoitam	a+liː	a+liː	a + l iː	khoi1252	27.327487	92.439455	Western Kho-Bwa	56 519	56 519
1952	230_heavy	heavy	Rahung	Rahung	a+liː	a+liː	a + l iː	rahu1234	27.310778	92.395028	Western Kho-Bwa	56 519	56 519
1953	230_heavy	heavy	Rupa	Rupa	a+liː	a+liː	a + l iː	rupa1234	27.203065	92.398757	Western Kho-Bwa	56 519	56 519
1954	230_heavy	heavy	Shergaon	Shergaon	a+liː	a+liː	a + l iː	sher1261	27.105018	92.272133	Western Kho-Bwa	56 519	56 519
1955	614_heedagree	heed, agree	Duhumbi	Duhumbi	ɕut	ɕut	ɕ u t	chug1252	27.42	92.23	Western Kho-Bwa	847	847
1956	231_here	here	Khoina	Khoina	tʰa	tʰa	tʰ a	khoi1253	27.334981	92.52994	Western Kho-Bwa	520	520
1957	231_here	here	Jerigaon	Jerigaon	tʰ+rɔ	tʰ+rɔ	tʰ + r ɔ	jeri1243	27.340629	92.486595	Western Kho-Bwa	520 521	520 521
1958	231_here	here	Khoitam	Khoitam	tʰ+ru	tʰ+ru	tʰ + r u	khoi1252	27.327487	92.439455	Western Kho-Bwa	520 521	520 521
1959	231_here	here	Rahung	Rahung	tʰ+ruŋ	tʰ+ruŋ	tʰ + r u ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	520 521	520 521
1960	231_here	here	Rupa	Rupa	tʰu+gɔ	tʰu+gɔ	tʰ u + g ɔ	rupa1234	27.203065	92.398757	Western Kho-Bwa	520 522	520 522
1961	231_here	here	Shergaon	Shergaon	tʰɔ	tʰɔ	tʰ ɔ	sher1261	27.105018	92.272133	Western Kho-Bwa	520	520
1962	231_here	here	Khispi	Khispi	ɔ+ʨʰɔː	ɔ+ʨʰɔː	ɔ + ʨʰ ɔː	lish1235	27.37	92.23	Western Kho-Bwa	10049 10050	10049 10050
1963	231_here	here	Duhumbi	Duhumbi	ɔ+ʨʰɔː	ɔ+ʨʰɔː	ɔ + ʨʰ ɔː	chug1252	27.42	92.23	Western Kho-Bwa	10051 10052	10051 10052
1964	231_here	here	Khoina	Khoina	tʰə+nɔː+rɔ	tʰə+nɔː+rɔ	tʰ ə + n ɔː + r ɔ	khoi1253	27.334981	92.52994	Western Kho-Bwa	10053 10054 10055	10053 10054 10055
1965	231_here	here	Jerigaon	Jerigaon	u+tʰu+rɔ	u+tʰu+rɔ	u + tʰ u + r ɔ	jeri1243	27.340629	92.486595	Western Kho-Bwa	10056 10057 10058	10056 10057 10058
1966	231_here	here	Khispi	Khispi	ɔ+ʨʰɔː	ɔ+ʨʰɔː	ɔ + ʨʰ ɔː	lish1235	27.37	92.23	Western Kho-Bwa	10759 10760	10759 10760
1967	231_here	here	Duhumbi	Duhumbi	ɔ+ʨʰɔː	ɔ+ʨʰɔː	ɔ + ʨʰ ɔː	chug1252	27.42	92.23	Western Kho-Bwa	10761 10762	10761 10762
1968	231_here	here	Khoina	Khoina	tʰə+nɔː+rɔ	tʰə+nɔː+rɔ	tʰ ə + n ɔː + r ɔ	khoi1253	27.334981	92.52994	Western Kho-Bwa	10763 10764 10765	10763 10764 10765
1969	231_here	here	Jerigaon	Jerigaon	u+tʰu+rɔ	u+tʰu+rɔ	u + tʰ u + r ɔ	jeri1243	27.340629	92.486595	Western Kho-Bwa	10766 10767 10768	10766 10767 10768
1970	232_hide	hide	Khispi	Khispi	uk	uk	u k	lish1235	27.37	92.23	Western Kho-Bwa	523	523
1971	232_hide	hide	Duhumbi	Duhumbi	uk	uk	u k	chug1252	27.42	92.23	Western Kho-Bwa	523	523
1972	232_hide	hide	Khoina	Khoina	uk	uk	u k	khoi1253	27.334981	92.52994	Western Kho-Bwa	523	523
1973	232_hide	hide	Jerigaon	Jerigaon	uk	uk	u k	jeri1243	27.340629	92.486595	Western Kho-Bwa	523	523
1974	232_hide	hide	Khoitam	Khoitam	uk	uk	u k	khoi1252	27.327487	92.439455	Western Kho-Bwa	523	523
1975	232_hide	hide	Rahung	Rahung	uk	uk	u k	rahu1234	27.310778	92.395028	Western Kho-Bwa	523	523
1976	232_hide	hide	Rupa	Rupa	uk	uk	u k	rupa1234	27.203065	92.398757	Western Kho-Bwa	523	523
1977	232_hide	hide	Shergaon	Shergaon	uk	uk	u k	sher1261	27.105018	92.272133	Western Kho-Bwa	523	523
1978	233_hold	hold	Khispi	Khispi	zum	zum	z u m	lish1235	27.37	92.23	Western Kho-Bwa	524	524
1979	233_hold	hold	Duhumbi	Duhumbi	zum	zum	z u m	chug1252	27.42	92.23	Western Kho-Bwa	524	524
1980	233_hold	hold	Jerigaon	Jerigaon	zøn	zøn	z ø n	jeri1243	27.340629	92.486595	Western Kho-Bwa	524	524
1981	233_hold	hold	Khoitam	Khoitam	zɔm	zɔm	z ɔ m	khoi1252	27.327487	92.439455	Western Kho-Bwa	524	524
1982	233_hold	hold	Rupa	Rupa	zɔm	zɔm	z ɔ m	rupa1234	27.203065	92.398757	Western Kho-Bwa	524	524
1983	233_hold	hold	Shergaon	Shergaon	zɔm	zɔm	z ɔ m	sher1261	27.105018	92.272133	Western Kho-Bwa	524	524
1984	233_hold	hold	Khoina	Khoina	køn	køn	k ø n	khoi1253	27.334981	92.52994	Western Kho-Bwa	10714	10714
1985	233_hold	hold	Rahung	Rahung	jak	jak	j a k	rahu1234	27.310778	92.395028	Western Kho-Bwa	10715	10715
1986	233_hold	hold	Khoina	Khoina	køn	køn	k ø n	khoi1253	27.334981	92.52994	Western Kho-Bwa	11424	11424
1987	233_hold	hold	Rahung	Rahung	jak	jak	j a k	rahu1234	27.310778	92.395028	Western Kho-Bwa	11425	11425
1988	234_honey	honey	Khispi	Khispi	ʨʰi+ʨʰu	ʨʰi+ʨʰu	tɕʰ i + tɕʰ u	lish1235	27.37	92.23	Western Kho-Bwa	525 408	525 408
1989	234_honey	honey	Duhumbi	Duhumbi	ʨʰi+ʨʰu	ʨʰi+ʨʰu	tɕʰ i~u/i + tɕʰ u	chug1252	27.42	92.23	Western Kho-Bwa	525 408	525 408
1990	234_honey	honey	Khoina	Khoina	ʦʰiː	ʦʰiː	tsʰ iː	khoi1253	27.334981	92.52994	Western Kho-Bwa	525	525
1991	234_honey	honey	Jerigaon	Jerigaon	ʨʰiː	ʨʰiː	tɕʰ iː	jeri1243	27.340629	92.486595	Western Kho-Bwa	525	525
1992	234_honey	honey	Khoitam	Khoitam	ʦʰə+siː	ʦʰə+siː	tsʰ ə + s iː	khoi1252	27.327487	92.439455	Western Kho-Bwa	119 525	119 525
1993	234_honey	honey	Rupa	Rupa	ʨʰiː	ʨʰiː	tɕʰ iː	rupa1234	27.203065	92.398757	Western Kho-Bwa	525	525
1994	234_honey	honey	Shergaon	Shergaon	ʨʰiː	ʨʰiː	tɕʰ iː	sher1261	27.105018	92.272133	Western Kho-Bwa	525	525
1995	234_honey	honey	Khoitam	Khoitam	ʦʰiː	ʦʰiː	tsʰ iː	khoi1252	27.327487	92.439455	Western Kho-Bwa	10059	10059
1996	234_honey	honey	Khoitam	Khoitam	ʦʰiː	ʦʰiː	tsʰ iː	khoi1252	27.327487	92.439455	Western Kho-Bwa	10769	10769
