COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
281-7							tɕ a k	
287-7							l ə	
288-7							l uː	
292-7							r i l	
297-7							kʰ ɔ l	
311-7							k Ø	
332-7							b uː	
342-7							ɔ l	
358-7							j u ŋ	
366-7							k ə	
378-7							tɕʰ ɔ̃	
382-7							m Ø	
392-7							dʑ ɔ k	
397-7							b uː	
437-7							h aː	
444-7							pʰ l a k	
465-7							Ø i	
471-7							m a ŋ	
477-7							d	
478-7							r au	
481-7							dʑ a p	
483-7							z a n	
500-7							m i n	
511-7							kʰ ə	
525-7							Ø Ø	
542-7							dʑ ɔ ŋ	
625-7							r u ŋ	
638-7							n u ŋ	
640-7							p s ɛ̃ː p	
656-7							z ə	
657-7							d u ŋ	
659-7							d uː	
711-7							Ø au	
745-7							n ə ŋ	
818-7							tʰ ɛ	
825-7							tʰ ə	
839-7							Ø ɔ	
841-7							j ɔ	
894-7							b ɹ iː	
932-7							s ŋ	
1-8								k uː
5-8								n a
4-8								tʰ i k
6-8								n a ŋ
15-8								dʑ i
55-8								l ɔ
56-8								a
60-8								s i
61-8								kʰ u ŋ
80-8								dʑ ɔ k
87-8								tɕʰ a
86-8								pʰ l u
92-8								pʰ l a
102-8								m a
106-8								pʰ u k
108-8								d ə
107-8								pʰ l ɔː
112-8								pʰ ɔ b
115-8								s
114-8								t u ŋ
120-8								d u
124-8								a
125-8								tʰ ɔ k
132-8								s ə
131-8								r i ŋ
136-8								b ə
134-8								kʰ a k
137-8								a
138-8								d ɔ k
140-8								h uː
143-8								tɕʰ a k
145-8								tɕʰ ɔː
147-8								h a
149-8								b i k
153-8								s
152-8								kʰ a n
158-8								k i k
163-8								l i
164-8								ɲ iː
167-8								pʰ a ŋ
171-8								ɲ u ŋ
172-8								b u k
173-8								tʰ iː
183-8								r a
185-8								m uː
188-8								k a
189-8								tɕ i n
193-8								h a
196-8								m ɔ̃ː
199-8								tɕʰ a
200-8								kʰ a n
201-8								kʰ i
202-8								kʰ ə
203-8								tʰ u ŋ
204-8								b iː
206-8								ɲ a m
117-8								b iː
146-8								kʰ i
219-8								b ə
218-8								kʰ i
224-8								m au ŋ
240-8								tɕʰ a k
244-8								j ɔː
255-8								n ɔː
260-8								b u
263-8								r
269-8								dʑ a k
271-8								tʰ a k
209-8								kʰ i
277-8								m a
278-8								b u ŋ
135-8								d a
284-8								m iː
797-8								a
290-8								l i ŋ
289-8								tɕ i k
296-8								n i
310-8								s
319-8								i
325-8								r a
327-8								tʰ i
331-8								k au
337-8								b a n
338-8								l i ŋ
339-8								ɔ̃ː
350-8								kʰ
349-8								tʰ u ŋ
357-8								tɕʰ u
355-8								a
363-8								b a
361-8								tʰ au
365-8								s a ɹ
364-8								k a t
375-8								r u k
379-8								s a t
380-8								kʰ a
396-8								j au
400-8								m uː
405-8								d a ŋ
404-8								s ɔ m
409-8								r ɛ k
410-8								l i k
415-8								b a
416-8								b a
101-8								ɲ u ŋ
37-8								kʰ uː
424-8								pʰ a
434-8								tɕʰ a n
445-8								b ə
446-8								s i
451-8								t u
457-8								n a m
456-8								b l uː
464-8								pʰ i ŋ
473-8								tɕʰ i
474-8								ɔ ŋ
479-8								s a n
489-8								j i
490-8								h ɔ̃ː
494-8								s a
503-8								k ə
502-8								z a ŋ
235-8								l u ŋ
519-8								l i
523-8								u k
527-8								kʰ ɛ ŋ
538-8								s
544-8								j a m
850-8								a
554-8								dʑ ə
553-8								r i n
558-8								kʰ ɔː
561-8								s a
562-8								p a
564-8								j ɔː
567-8								m a
570-8								pʰ iː
575-8								au
582-8								l a
585-8								ɔː
589-8								kʰ ɔ m
593-8								d a n
594-8								l a
595-8								tʰ
596-8								ɲ u k
598-8								z u
599-8								d a
602-8								z a
603-8								l a p
606-8								s ɔ
605-8								b ɔ
620-8								l a
637-8								pʰ a k
639-8								dʑ au
645-8								kʰ ɔ
646-8								r ɛ ŋ
168-8								h ɛ k
658-8								h a n
665-8								pʰ uː
668-8								h uː
677-8								t a ŋ
75-8								k u ŋ
678-8								s uː
682-8								m a n
493-8								z iː
693-8								s u
694-8								m uː
702-8								tɕ ɔ m
704-8								m uː
176-8								l uː
709-8								s
710-8								t ɔ p
714-8								m a ŋ
718-8								kʰ a
719-8								tɕʰ ɔː
22-8								m iː
723-8								tɕ i ŋ
726-8								b ɛ ŋ
729-8								b ə
730-8								r i
739-8								pʰ l i
740-8								b a
741-8								kʰ ɔ k
744-8								a
743-8								h a n
746-8								pʰ u ŋ
748-8								tʰ i
747-8								kʰ iː
749-8								kʰ a n
751-8								t ɔ̃ː
762-8								m a n
764-8								h a n
765-8								dʑ i
788-8								l u
615-8								l a k
803-8								s u
802-8								b a k
808-8								b a
809-8								tɕ i
819-8								d u k
821-8								s u
820-8								b a
828-8								s a k
827-8								p iː
835-8								n Ø
308-8								r iː
844-8								z i
848-8								m ə
705-8								l uː
613-8								ə
649-8								h ɛ k
876-8								tɕ ɔ̃ː
878-8								j u ŋ
889-8								h ɔː
898-8								n u k
902-8								h u ŋ
910-8								a n
916-8								l i
919-8								r i
922-8								s i k
930-8								tɕʰ au
933-8								kʰ a
939-8								r ɛ k
947-8								p a n
948-8								n u
963-8								z uː
967-8								tɕʰ u k
969-8								s
970-8								k u k
972-8								n a
731-8								m iː
973-8								b i ŋ
974-8								n ɔː
979-8								dʑ a n
182-8								kʰ iː
993-8								n a
994-8								j iː
1001-8								s a
1002-8								d u
1005-8								tɕʰ iː
1009-8								kʰ au
1022-8								s ɔː
1021-8								j u k
1043-8								p u ŋ
1049-8								t
1065-8								kʰ i
1068-8								j au
1077-8								l u ŋ
1081-8								r ɔ̃ː ŋ
1084-8								h i ŋ
1092-8								m ə
1091-8								tɕʰ
1096-8								n a
1097-8								k iː
1102-8								ɲ a
1104-8								tʰ ə
1108-8								tɕʰ a k
552-8								dʑ uː
1111-8								b l a
1116-8								s ɔ̃ː
722-8								kʰ oː
1141-8								j ɔː ŋ
1147-8								b ə
1146-8								z ɔ
1150-8								h a ŋ
1151-8								u ŋ
1158-8								h a k
1159-8								pʰ ɔ̃ː
1164-8								tʰ a
1163-8								l uː
1167-8								s a ŋ
1171-8								l a
1177-8								z iː
1187-8								kʰ a
1189-8								ɲ i k
52-8								kʰ uː
1195-8								z i
1203-8								tʰ u k
1211-8								j ɔ
329-8								r ɔː
1217-8								m a
72-8								kʰ uː
1218-8								tɕʰ i k
1222-8								tɕʰ iː
1229-8								dʑ a ŋ
1238-8								d ɔ̃ː ŋ
1249-8								m i
1252-8								j uː
1254-8								n a
1253-8								s ɔ m
1257-8								k au
1263-8								dʑ ə
1266-8								dʑ a k
584-8								t u ŋ
7-8								h a
1191-8								l a ŋ
13-8								tɕʰ uː
18-8								dʑ i
74-8								t ɔː ɲ
81-8								s a ŋ
83-8								m i k
89-8								tʰ ɔ ŋ
90-8								z ɔː
104-8								m ə
123-8								tɕʰ ə
122-8								kʰ ɔ
121-8								m ɔː
154-8								tɕʰ ɔ
159-8								s ɔː
161-8								kʰ i
91-8								a
181-8								n uː
186-8								p a
191-8								s u
211-8								b a
210-8								kʰ ɔ̃ː
221-8								n iː
233-8								d u
246-8								t iː
261-8								b ə
262-8								iː
281-8								tɕ a k
287-8								l ə
288-8								l uː
292-8								d a
297-8								kʰ ɔ k
311-8								k i
332-8								b uː
342-8								ɔ
366-8								k ə
378-8								tɕʰ ɔː
392-8								dʑ ɔ k
437-8								h a
444-8								pʰ l a k
465-8								tɕʰ i
471-8								m a ŋ
477-8								d
478-8								r ɔ
481-8								dʑ a p
483-8								z a n
500-8								m i ŋ
511-8								kʰ ə
525-8								tɕʰ i
542-8								dʑ ɔ ŋ
625-8								r u ŋ
640-8								s i
656-8								z a
657-8								d u ŋ
659-8								d uː
711-8								tɕʰ au
745-8								n a
825-8								tʰ a
839-8								tɕʰ a
894-8								b ɹ
932-8								s
