COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4694-14														d i s ɔ s u		
807-14														k i m s a		
2476-14														g u s u		
2842-14														tʃ i g u w		
3719-14														k u		
4081-14														d u s g u		
4313-14														n i r s		
4460-14														n i a u		
5810-14														b i s a u		
93-14														k i		
260-14														tʃ i l u u		
385-14														d i m s u w		
1703-14														p i s		
2162-14														t i l u		
2635-14														k u		
2735-14														tʃ i r t u		
3031-14														d i g u		
5301-14														d i l u		
5605-14														t i a a u		
296-14														d a r t a		
1432-14														t i l u		
1474-14														t i r t		
1788-14														s u s u		
2044-14														d e l u		
3425-14														j̃ u		
4184-14														n a a		
4423-14														d a l a		
4629-14														n i r a u		
4904-14														n i a o		
4980-14														t i s u		
5059-14														t i w̃ u		
5339-14														b u g u		
5905-14														t u s u		
5922-14														b a l a		
5938-14														d i d u s u		
483-14														t u s u		
629-14														t e		
1254-14														t i r t a l u		
1898-14														t i i a j		
3251-14														s i r a		
5622-14														t e l a a a a		
158-14														n t e s a		
194-14														b u a		
1452-14														t i r u		
2083-14														t u u		
2108-14														n i s u u		
2924-14														b u u		
3572-14														b u u		
3751-14														k i r		
3959-14														b u ŋ		
4066-14														g u j̃ u		
25-14														b a b a a		
952-14														k a l r a		
2351-14														g a u		
3482-14														t i k a ɔ u		
3497-14														t a l a		
3588-14														k a a a		
4101-14														a l a a		
4520-14														b a a		
4609-14														k a l e t e a a		
4740-14														d a l a j		
545-14														a l u		
931-14														k a r ɔ		
978-14														t a r̃		
999-14														i o		
1052-14														s i m s u		
1070-14														s a s u		
2456-14														dʒ a w̃ a		
2514-14														t a s a		
3774-14														d a l a		
3905-14														n ɔ a		
4039-14														d a l		
4334-14														t s u ŋ		
4361-14														t a g a		
4570-14														k i a		
5752-14														k a		
5887-14														u a s u		
521-14														t e s u		
685-14														p u r u		
1108-14														b e a a		
2066-14														n a ŋ g a		
2216-14														l u a ɔ		
2392-14														a t a s u		
2774-14														s a s		
2958-14														n a ŋ a		
3339-14														dʒ e s a		
3944-14														b u		
4024-14														b u s u		
4219-14														t e s s u		
4240-14														u u s u		
5197-14														a a a		
5531-14														t a a a		
5733-14														n a		
5828-14														j̃ u ŋ u		
409-14														n a r a		
562-14														g a s e u		
1002-14														l		
1022-14														t a w̃ a		
1023-14														a u		
2288-14														a l		
2759-14														a s		
2798-14														g a a o u		
3088-14														b e r u		
3287-14														b e r u		
3407-14														l ŋ		
3463-14														s u		
715-15															d u u a	
1089-15															s a e	
1319-15															s ɔ	
1398-15															s aː m a n b u	
1557-15															z a m a	
1626-15															j a ɔ	
1840-15															d u m u	
2247-15															g ɛ ɛ	
4677-15															g u l a w ĩː	
5162-15															n aː n ɛ a	
5406-15															u n d a	
359-15															g aː n a e	
1577-15															z a m a	
2196-15															m a m a	
2230-15															s a l o	
2533-15															b aː n a	
3605-15															aː n d ɛ	
3866-15															t u z a	
4553-15															d aː d d a	
4822-15															d a m dʒ ɛ	
5254-15															t u m a	
503-15															tʃ aː l a	
1356-15															s aː w a	
1881-15															n u n ɔ e	
2084-15															j aː i d ɛ	
2420-15															p a l a	
3218-15															p u j u z ɛ	
3372-15															n u m a	
4135-15															p aː n a	
4694-15															g aː z a o	
807-15															b aː n d ɔ	
2842-15															d i u ɔ n	
3719-15															j i	
4081-15															d a m l a	
4313-15															s aː n ɔ	
5514-15															n i n d u	
5810-15															p aː d l ɛ	
93-15															dʒ ɛ	
260-15															b u n ɛ a	
385-15															d i n ɛ n	
1336-15															t u g a	
1769-15															d aː n d ɛ	
2162-15															g aː w i	
2635-15															s ɛ	
2735-15															p i n dʒ i g a	
3031-15															k aː g ɛ	
5605-15															tʃ aː w ɛ	
63-15															g a l e	
296-15															d i n dʒ ɛ	
762-15															p aː m aː m z ɛ	
1432-15															g aː l ɛ	
1474-15															b aː n d e	
2044-15															d aː n ɛ	
2713-15															d aː m d m z aː i	
3219-15															b i j ɛ	
3425-15															j̃ ɔ	
4120-15															g a m a	
4423-15															d ɔ l ɔ	
4629-15															s aː n ɛ	
4759-15															n aː n j̃ i	
4904-15															m aː aː ɔ	
4960-15															d aː n ɛ ɛ	
4980-15															b i j	
5339-15															d u g ɛ	
5549-15															t aː m l a	
5905-15															dʒ aː u	
5922-15															b a l a	
5938-15															g a n i m u j o	
1-15															dʒ ɛ	
483-15															k a ɔ	
629-15															dʒ ɛ n	
667-15															aː aː ɛ	
1254-15															t aː n d e l ɛ	
1542-15															z aː ɔ e	
2901-15															d aː n d ɛ	
2957-15															n u n d a	
3048-15															p u j̃	
3251-15															b aː w a	
3885-15															dʒ aː n ɛ	
5081-15															p i n d u z u	
43-15															s aː ɲ ɛ	
135-15															d i n z u	
221-15															ɛ z w	
650-15															b u z a	
716-15															j ɛ	
1152-15															t ɔ m ɔ	
1789-15															d aː ɲ ɛ	
1862-15															ɔ ɔ	
2636-15															ɛ a	
2880-15															d i n d u l o	
2924-15															b ɔ n ɛ	
2941-15															b aː	
3113-15															z i j ɛ	
3136-15															ɔ ɔ n ɔ	
3405-15															d u m a	
3572-15															b i ɲ o	
3751-15															dʒ e n	
3811-15															j ɛ	
3959-15															g i n u	
4066-15															dʒ aː w i	
4535-15															d ɔ ɔ	
5180-15															m aː n d ɛ	
5751-15															d ɛ j ɛ	
5981-15															aː w a e	
25-15															k ɔ i i d ɔ m ɔ	
114-15															d aː ɛ	
702-15															aː g ɔ j n u ɛ	
872-15															ɛ n d ɛ	
952-15															k aː n a n ɛ	
1941-15															g a l e	
2179-15															n b ɔ	
2351-15															p i m a	
2442-15															d aː m ɛ	
2496-15															z u r̃	
3448-15															b ɔ i d ɛ	
3482-15															tʃ e s e ŋ e n m e	
3588-15															g ɔ w ɔ	
4101-15															ɔ l a m	
4293-15															z i g e	
4520-15															k i n a	
4740-15															b aː n ɛ n	
5982-15															k ɛ n z ɛ	
196-15															p u r̃ a	
408-15															j a n b ɛ	
789-15															d a m ɛ	
1070-15															j a l ɔ	
1298-15															p u n i n b ɛ	
1942-15															j̃ a	
1989-15															m aː n ɛ	
2306-15															ɔ m ɛ	
2514-15															d e n a	
2817-15															o n ɛ	
3015-15															b ɔ n d ɛ	
3132-15															d o j z	
3905-15															sʷ aː	
3976-15															dʒ d l ɔ	
4039-15															d ɔ g u	
4152-15															z i m i	
4278-15															s ɔ w z ɛ	
4334-15															ɛ z ɛ a	
4648-15															j̃ a	
5200-15															i n ɛ	
5318-15															d o l e	
5866-15															i b ɔ n o	
66-15															b e	
432-15															d i n	
1108-15															d i	
1237-15															dʒ i n dʒ o	
1748-15															j ɛ	
1823-15															d ɔ n ɔ	
2143-15															z	
2392-15															aː d aː z	
2579-15															d n	
3198-15															d u r̃ a	
3534-15															b i ŋ u	
3944-15															d i r̃ ɛ	
4024-15															z u b o	
4259-15															d ə l ɛ	
4337-15															ɔ d	
5447-15															d i m ɔ	
5830-15															j a	
5868-15															b ɔ j e	
285-15															n ɛ	
348-15															k i i i	
998-15															o ɛ	
1578-15															s u n dʒ u	
1668-15															ʔ ə n ɛ	
1970-15															d u r̃ a	
2396-15															n i	
2553-15															b a l a	
2978-15															b eː eː a	
3256-15															i n a	
3301-15															d ɛ b ɛ	
3498-15															j ɛ	
715-16																d ɛ j ɛ
1089-16																n a n
1319-16																n ɛ j j
1398-16																s a g ɛ n ɛ
1557-16																g a j
1626-16																l a g
1840-16																t a n ɛ
2247-16																g ɛ
4677-16																g a l
5162-16																l a n
5406-16																b a n
359-16																g a n ɛ g
1577-16																g ɛ r̃
2196-16																n a l ɛ
2230-16																s ɛ g ɛ
2533-16																b ɛ r̃ a
3605-16																b a n
3866-16																d ɛ g a
4553-16																t ɛ g g a
4822-16																k a n
5254-16																d u l
503-16																g u l ɛ g
1356-16																l a w u
1881-16																n a i u g g
2084-16																j ɛ b
2420-16																k u j
3218-16																b u d
3372-16																n a n
3718-16																g a j ɛ
4135-16																b a n ɛ
4694-16																g a s g
807-16																k a m
2320-16																g u m ɔ
2476-16																k ɛ g
2842-16																t i g ɛ g
3719-16																n i
4081-16																t a n g ɛː
4313-16																j ɛ n u
4460-16																s u u
5514-16																n o n
5810-16																b a g l a
93-16																g a
260-16																b ɛ g ɛ ɛ
890-16																k u m g a r ɔ
1336-16																t u g
1703-16																g g
1769-16																g o n ɔ
2162-16																b a l ɛ
2635-16																g a
2735-16																k ɛː n g g g ɛː
3031-16																d ɛ g ɛ
4591-16																g ɛ n ɛ
5301-16																d ɛ l ɛ
5605-16																k i a ɛ g
63-16																g a l ɛ
296-16																d a n g
463-16																d u m g ɔ
1432-16																d a l ɔ
1474-16																b ɛ n
1788-16																n n g
2044-16																d a n a
3219-16																b o dʒ a
3425-16																i u
4120-16																g o l ɔ
4184-16																n a ɛ
4423-16																d ɛ j ɔ
4960-16																k a n a g ɔ
4980-16																d i g
5059-16																g ɛ ɛ ɛ
5125-16																b u n ɔ
5339-16																b a g u
5549-16																d a u g ɔ
5771-16																d u g a g
5905-16																d a n ɛ
5922-16																g i n a
1-16																dʒ w
483-16																g a dʒ ɔ
629-16																d ɛ n r̃
667-16																ɛ u w
1254-16																b o n a l a
1683-16																t ɛ ɛ ɛ
2551-16																m a
2901-16																d a n a
3251-16																s i w ɛ
3885-16																d a r ɔ
4402-16																aː aː
5081-16																b u n u g ɛ
5622-16																d a l u u a a
6006-16																d a n a
43-16																g u j ɛ
158-16																l d a r ɔ
194-16																d ɛ
221-16																i s w
650-16																b e
716-16																n ɛː
1374-16																b ɛ n ɛ
1452-16																g ɛ n ɛ
1862-16																w g w
2083-16																b ɛː u n ɔ
2108-16																s ɛ g ɛ
2618-16																g ɛ n ɛ
2636-16																ɛ
2924-16																b i n ɔ
2941-16																g i ɛ
3113-16																d i g o
3136-16																a a m a
3572-16																b i n ɛ
3751-16																k a a
3811-16																j u
3959-16																g a l ɔ
4066-16																g a n ɛ
4888-16																d u m m ɔ
5180-16																b o m ɔ
5583-16																k a m g a
5981-16																a w ɛ g
25-16																k a r̃ u r̃ a g ɔ
702-16																u k a m ɔ j̃ ɔ
851-16																k u l ɛ
872-16																ɛ n ɛ
952-16																k a l ɛ g ɔ
1941-16																g a l a
3448-16																b o n ɔ
3482-16																k a k a n a
3497-16																d u n ɛ
3588-16																k a a a
4101-16																a l a
4202-16																g ɛ n o ɛ
4293-16																b i a ɔ
4520-16																b ɛ n ɛ
4609-16																k u m i o ɔ
4740-16																k u n a ɛ
4781-16																n o n o
5982-16																b i g ɛ
526-16																d i u n g ɛ
545-16																a l l
789-16																b ɛː n
931-16																d o
1052-16																s i s g u
1070-16																s a g ɔ
1298-16																b u j i m
1989-16																n i n ɛ
2145-16																d o ɔː
2306-16																o m b ɔ
2666-16																d u g u
2817-16																i n g
3015-16																b a n a
3639-16																d ɛː n ɛː
3774-16																d a l ɛ
3905-16																n a g
3976-16																ɔ m ɔ
4039-16																d a
4260-16																u n g ɔ
4278-16																d ɔ g ɔ
4361-16																d i g u
5200-16																a n
5318-16																b i l ɛ
5673-16																g ɛ ɲ ɛ
5752-16																d a
5866-16																b a b a
5887-16																ɔ ɔ n ɔ
432-16																b u n g
685-16																b ɛ r ɛ
744-16																j a a ɔ
1646-16																i g ɔ
1745-16																d u a u
2066-16																n a n ɔ
2216-16																i ɛ eː
2265-16																ɛ r ɛ
2579-16																g a l
2958-16																n a n ɛ
3198-16																n ɔ n j
3534-16																b i
3684-16																b u n
3812-16																k a n g a
3944-16																b ɔ ɔ
4024-16																b i b ɔ
4240-16																j ɔ ɔ
4337-16																s a m g u
5828-16																ɔ ɔ n ɔ
245-16																d i n
285-16																n i
348-16																b i ɛ i
409-16																s a n u
998-16																ɔ ɔ
1002-16																l l
1026-16																n i
1172-16																t ɔ j ɛ
1238-16																i n ɛ
1275-16																s ɔː
1524-16																n u u u
1612-16																j ɛ n ɛ
2288-16																u n ɔ
2334-16																ɛː g u
2396-16																j i
2553-16																d a n a
2759-16																ɛ g ɛ
2798-16																k u s u
3256-16																i n a
3407-16																ɛ n
