COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4423-12												t ɔ r ɔ				
4629-12												n u ŋ j i				
4904-12												n o aː r r u				
4960-12												k oː n aː s i				
4980-12												d e r̃ uː				
5125-12												k oː ɲ o				
5549-12												t u w u o				
5771-12												dʒ u g a o				
5905-12												k e r i				
5922-12												p u r o				
1-12												b i				
629-12												d e g u				
667-12												ɔ r u				
1254-12												b oː ɲ d a r o				
1415-12												m j u				
2551-12												r̃ i				
2901-12												d a r g a				
3885-12												t o r o				
5622-12												b aː r i ŋ a i				
6006-12												b aː r i				
43-12												s a j a				
158-12												l k ɔ n u				
194-12												d e m				
1789-12												ɲ ɔ ŋ ɔ				
2618-12												dʒ e r ɔ				
3113-12												dʒ a g a				
3136-12												l a r̃ a				
3751-12												k oː				
3959-12												k a r u				
4888-12												k oː m o n a				
5180-12												s oː ɲ e o				
5583-12												k oː ɲ o				
25-12												b a u ŋ a g a				
114-12												g o r i				
702-12												oː g oː ɲ i r o				
952-12												k a r ɔ w̃ o				
1941-12												k a r i				
2351-12												g m ŋ u				
3448-12												b a j l o				
3482-12												n e ŋ e ŋ o r r e				
3497-12												p r r a				
3588-12												g ã r̃ a				
4101-12												a r o ũ				
4202-12												dʒ e w̃ e uː				
4293-12												ɔ ŋ ɔ				
4520-12												b e j a				
4609-12												t o r i t w a j				
4740-12												k a r a ŋ				
4781-12												s aː g ɔ				
526-12												d a r̃ u g i				
545-12												a r ɔ				
931-12												d a iː				
999-12												w ɔ				
1989-12												l a n a				
2145-12												d aː a				
2306-12												oː ɲ o				
3015-12												ɲ a r a				
3300-12												u w ɔ				
3639-12												d a r ɔ				
3774-12												t ɔ r ɔ				
3905-12												n ŋ g				
3976-12												d g a				
4039-12												d e r̃ i				
4152-12												k i r̃ i uː				
4260-12												o a r̃ u				
4334-12												t j j				
4570-12												g o m ũ ã				
5200-12												a r a				
5752-12												k ã				
66-12												g u				
744-12												l a ŋ a				
1646-12												ɔ dʒ ɔ				
1745-12												d a r a				
2066-12												l oː ɲ o				
2958-12												l e a				
3197-12												b i				
3812-12												k aː n e a				
4337-12												s oː ɲ e ɛ				
5531-12												t ɔ r o				
5868-12												k i g g				
245-12												dʒ e r e				
1002-12												r ɔ				
1026-12												ɲ i r̃ ɛ				
1187-12												k e l u				
1238-12												a dʒ a				
1454-12												k e l u o				
1524-12												g u m ɔ				
2288-12												e ŋ e				
2553-12												k a r̃ ɔ				
2759-12												a g e				
2978-12												g ɔ ŋ ɔ				
3088-12												k ɛ n ɛ				
3256-12												a r a				
3551-12												d ɔ r i				
4052-12												t ɔ r̃ u				
4220-12												k ã				
4383-12												k i dʒ u				
4651-12												t ã r u				
4821-12												b u				
5228-12												t i r̃ g ɛ				
5319-12												t ɛ ŋ ɛ				
5375-12												t o n o o o				
5465-12												l o r o				
5481-12												j ɔ g ɔ				
5641-12												l a ã				
5692-12												a ɲ ã				
5715-12												d ɛ n				
448-12												n ã ã				
567-12												ɲ ɔ n ɔ				
915-12												iː				
1057-12												g i j e				
1208-12												k a m a				
1502-12												k a n u				
1669-12												t i w e i r̃ i				
1684-12												k e l u				
1864-12												k e k e l u				
1969-12												s u d ɔ n ɛ				
2030-12												k e j ɔ				
2338-12												dʒ i j e				
3283-12												s uː				
3325-12												d a r a				
715-13													d i j ɛ			
1089-13													s a d a			
1319-13													j i j ɛ			
1398-13													s a n a l u u			
1557-13													k i l u			
1626-13													j a g u			
1840-13													t i nː a			
2247-13													k a d			
4677-13													k a l a a u			
5162-13													j a l l a			
5406-13													t o n a			
359-13													k a l l e			
1577-13													k i r u			
2196-13													k a l l			
2230-13													s i g u			
2533-13													b a l d a			
3605-13													k a n d a			
3866-13													k i d a			
4553-13													d a d g u a			
4822-13													k o l d o			
5254-13													b i l o			
503-13													k o r o a			
1356-13													s a a ɛ			
2084-13													j a a b u			
2420-13													k a l u			
3218-13													b a d n b ɛ			
3372-13													s i n u			
3718-13													d a l a			
4135-13													b a n a a			
4694-13													k a d a b o			
807-13													k a l d ɔ			
2320-13													k ɔː ɲː a			
2476-13													k a g u			
2842-13													d i g u b			
3719-13													l i			
4081-13													d a n u u			
4313-13													s a n ŋ ɛ			
4460-13													s a n ɛ			
5514-13													n a nː b u			
5810-13													b i d l o			
93-13													d a			
260-13													b a n n o			
385-13													t u n d o			
1336-13													t i b u			
1703-13													b a ɲː			
1769-13													d o n d ɛ			
2162-13													dʒ a l a			
2635-13													l i			
3031-13													d i g o			
4591-13													d a l a			
5301-13													b a l o			
5605-13													d o l o ɛ			
63-13													k a l u			
762-13													k j j a l b a			
1432-13													d a l u			
1474-13													d o n d a			
1788-13													s a d a			
2044-13													d o l d o			
2713-13													d a m b u n d o l a			
3219-13													b i b ɛ			
3425-13													i ɛ			
4120-13													k i l a			
4184-13													s a d ɛ			
4423-13													d a l o			
4629-13													m u m dʒ o			
4980-13													d i g a			
5059-13													g u n u			
5125-13													k u l d ɔ			
5339-13													b i g o			
5905-13													t i d a			
5922-13													b i l ɛ			
5938-13													a u a mː a a a			
1-13													d a			
483-13													k i d o			
667-13													i a u			
1254-13													t o n b a l o			
1415-13													s d a			
1683-13													s a n i			
2901-13													d o n b o			
3251-13													a i n o			
3885-13													k i l e			
4402-13													a a			
5081-13													b i n d a g ɛ			
43-13													k i d a			
194-13													d a a			
221-13													i g i			
650-13													b a n e			
716-13													i a			
1374-13													b e n d u			
1452-13													g u n u			
1789-13													d u n ɛ			
2083-13													k ɛ n nː ɔ			
2108-13													p i j m u			
2618-13													k a l u			
2636-13													n a			
2924-13													b o nː a			
2941-13													b i n ɛ			
3113-13													dʒ i g u			
3572-13													b i nː o			
3811-13													i ɛ			
3959-13													k a l a			
4066-13													b i nː o			
5180-13													d i l d ɛ			
5751-13													t a a a			
5981-13													i i i ɛ			
872-13													a n d ɛ			
952-13													k a l o a			
1941-13													k i l u			
2442-13													d u n ɛ			
3448-13													b a d u ɛ			
3497-13													b o l u			
4101-13													a l l m			
4202-13													d a n d d u			
4293-13													dʒ i l u			
4520-13													k i d ɔ			
4740-13													k a l l			
4781-13													s a a a			
5982-13													i n ɲː ɛ			
408-13													ɔ ɛ n d ɛ			
526-13													d ɔ l e g i			
545-13													a l l			
789-13													b a l u			
931-13													d a j̃ a			
999-13													ɔ a			
1298-13													b a l e n d u			
1942-13													n ɛ			
1989-13													n i l a			
2145-13													d ɔː g			
2306-13													a mː d a			
2817-13													a n d a			
3015-13													n a l d a			
3639-13													d e l e			
3774-13													d ɔː l ɔ			
3976-13													i n l l			
4152-13													i n ɛ m			
4260-13													u a g u			
4334-13													a n o a			
4648-13													a a			
5200-13													a l a			
5318-13													t a ɲː o			
5532-13													k a l u			
5673-13													d a n d ɛ			
5866-13													d a n o l ɛ			
5887-13													ɔ ɔ d ɔ			
66-13													d ɛ			
685-13													b u nː ɔ			
744-13													ɔː n ɔ			
1579-13													ɛ a b a l u			
1646-13													ɔː g ɔ			
1748-13													a ɛ			
2066-13													d a nː d ɔ			
2216-13													j u d a			
2265-13													a n aː			
2902-13													i ɔ			
2958-13													l o a			
3534-13													d i m i			
3684-13													b i n d u			
3944-13													b ɔ d a			
4024-13													dʒ i b o			
4219-13													dʒ a n d a			
4240-13													o ɔ nː a			
4611-13													a l ɛ			
5828-13													ɔ ɔ d ɔ			
5868-13													k a r o			
245-13													d e nː e			
285-13													nː ɛ			
348-13													k i n ɛ			
1002-13													l l			
1023-13													l ɔ			
1026-13													n i m ɛ			
1074-13													j a g a a			
1172-13													t ɔ l u			
1238-13													i d ɔ			
1275-13													s i			
1612-13													n e n d ɛ			
2396-13													n i			
2553-13													d a l ɔ			
2759-13													a d l			
3256-13													a l a			
3287-13													i n ɔ			
3407-13													a n			
3551-13													b a m u a			
4383-13													k a d a			
4442-13													t e l ɔ			
4651-13													b a n o			
5423-13													a d a			
5424-13													d a a a			
5481-13													ɔː g ɔ			
5715-13													d i nː u			
389-13													dʒ ɔː			
567-13													ɔː nː ɔ			
915-13													iː			
1057-13													g e n e			
1727-13													l ɛ			
1971-13													d d d ɛ b a			
2338-13													t i n a			
2354-13													dʒ i n n			
2500-13													i b aː			
2598-13													j oː ɛ d			
3159-13													a e n e			
3325-13													b a nː d a			
715-14														d a		
1089-14														n a l		
1319-14														n a		
1398-14														s i a r u		
1557-14														b a r u		
1626-14														l a a a		
1840-14														d a ŋ a		
2247-14														k a a		
4677-14														k a l u		
5162-14														n i ŋ r a		
5406-14														d a ŋ a u		
359-14														t a r a s		
2196-14														n a r u		
2230-14														s a a a		
2533-14														b a r a		
3605-14														k a ŋ s a		
3866-14														d a s u		
4553-14														d a d t u		
4822-14														k a l a		
503-14														b a r u		
1356-14														n a a i		
1881-14														s i r a a		
2084-14														l a a g a		
2420-14														k a r a		
3372-14														j̃ u u		
3718-14														t a r a		
4135-14														b a r a		
4694-14														d a s ɔ g u		
807-14														k a m		
2476-14														d i s ɔ		
2842-14														d i u		
3719-14														k u		
4081-14														b i m g u		
4313-14														s i r		
4460-14														s a a a		
5810-14														b a s r a		
93-14														k a		
260-14														b i l r u		
385-14														dʒ i r s a		
1703-14														b a s		
2162-14														b a r		
2635-14														k a		
2735-14														b i n b u		
3031-14														b a g a		
5301-14														d a r u		
5605-14														b a r a		
296-14														d i r t a		
1432-14														t a r a		
1474-14														d a r		
1788-14														s u s u		
2044-14														k a m a		
3425-14														j̃ u		
4184-14														n a a		
4423-14														d a r a		
4629-14														n u r a a		
4904-14														n k a e		
4980-14														t u s u		
5059-14														g i r a		
5339-14														b u g u		
5905-14														b i l u		
5922-14														b a r a		
5938-14														k i d u a a u		
483-14														g u s u		
629-14														d a		
1254-14														k a r t a r u		
1898-14														t i r o j		
3251-14														s i r u		
5622-14														d i i a a a a		
158-14														s g a s u		
194-14														b a a		
1452-14														g i j̃ u		
2083-14														b u u u		
2108-14														s a s u u		
2924-14														b u u		
3572-14														b u r u		
3751-14														k a a		
3959-14														b u l		
4066-14														t u j̃ u		
25-14														b a b a		
952-14														k a r		
2351-14														b a u		
3482-14														t i k i d u		
3497-14														g a ŋ a		
3588-14														k i r u		
4101-14														a a a a		
4520-14														b a l a		
4609-14														k i r e t a a		
4740-14														b a w a j		
545-14														a r u		
931-14														k a ɔ ɔ		
978-14														dʒ u s		
999-14														a o		
1052-14														s a m		
1070-14														s u s u		
2456-14														g a a ɔ		
2514-14														g a s a		
3774-14														t a r a		
3905-14														n ɔ g		
4039-14														d a r u		
4334-14														d d u u		
4361-14														dʒ a s ɔ		
4570-14														k a ɔ		
5752-14														k a		
5887-14														j̃ a s u		
521-14														g e s u		
685-14														s u r ɔ		
1108-14														b e a		
2066-14														n a r t a		
2216-14														a a a ɔ		
2392-14														a g a s u		
2774-14														g a s		
2958-14														n a ŋ a		
3339-14														g a s a		
3944-14														b u a a		
4024-14														b u s u		
4219-14														p a s s u		
4240-14														u u ŋ a		
5197-14														a a ɔ		
5531-14														g a a a		
5733-14														j̃ a		
5828-14														j̃ u s u		
409-14														dʒ a r ɔ		
562-14														k a s u u		
1002-14														r u		
1022-14														dʒ a j̃ ɔ		
1023-14														a a		
2288-14																
2759-14														a s		
2798-14														g a a u		
3088-14														b e l u		
3287-14														p e r u		
3407-14														u j̃		
3463-14														g		
3683-14														g a j̃ a		
4220-14														k a		
4440-14														g a s		
4651-14														k i r a		
5272-14														dʒ a s u		
5319-14														b e l e		
5423-14														a s a		
5641-14														n a r		
5692-14														a w u		
347-14														dʒ ɔ ɔ ɔ		
389-14														ŋ u		
448-14														k a w		
613-14														s u s		
787-14														l i ɔ ɔ		
1373-14														g g s s a		
1684-14														t		
2030-14														s		
2500-14														ɔ p u		
2619-14														b ɔ n		
2714-14														k k u u		
715-15															d i u a	
1089-15															sʷ i m e	
1319-15															sʷ aː l	
1398-15															z u m a m b o	
1557-15															g i l ɛ	
1626-15															j ɔ ɔ	
1840-15															d i m u	
2247-15															k i ɛ	
4677-15															g i n o l ĩː	
5162-15															j o n ɔ ɛ	
5406-15															d o n d o	
359-15															g i m ɛ e	
1577-15															z i l ɛ	
2196-15															g i l a	
2230-15															z i l o	
2533-15															g a l o	
3605-15															g o n d o	
3866-15															k i z o	
4553-15															g i z d l ɔ	
4822-15															d o m o	
5254-15															d i m o	
503-15															k i j o u	
1356-15															z i e ɛ	
1881-15															sʷ i n i e	
2084-15															j ɔ i b e	
2420-15															b a l o	
3218-15															b o j u z o	
3372-15															z i m ɛ	
4135-15															p i m ɛ	
4694-15															k i z a l o	
807-15															k ɔ n	
2842-15															z i u o n	
3719-15															m i	
4081-15															d o m l o	
4313-15															j o n o	
5514-15															t o n d o	
5810-15															b i d l	
93-15															dʒ ɔ	
260-15															d i n ɛ ɛ	
385-15															d i m ɛ n	
1336-15															d i b o	
1769-15															d i m z ɛ	
2162-15															b i l ɔ	
2635-15															dʒ ɔ	
2735-15															d ɔ n dʒ i m ɔ	
3031-15															k i g o	
5605-15															d i j ɛ u	
63-15															g i l a	
296-15															d ɔ n dʒ ɔ	
762-15															d a m a m z u l ɔ	
1432-15															d i l u	
1474-15															t ɔ n e	
2044-15															d i m ɛ	
2713-15															d a m d u m z aː aː	
3219-15															k i ɛ	
3425-15															i ɛ	
4120-15															b i l ɔ	
4423-15															d i l o	
4629-15															b u n u	
4759-15															p i a a	
4904-15															sʷ aː aː j dʒ aː	
4960-15															d i n i dʒ ɔ	
4980-15															b i j	
5339-15															k i g o	
5549-15															d i j l ɔ	
5905-15															dʒ i ɲ u	
5922-15															b i l ɛ	
5938-15															g o d i n u j o	
1-15															dʒ ɔ	
483-15															k i o	
629-15															d ɔ r dʒ	
667-15															i e ɔ	
1254-15															z o n d a l u	
1542-15															z aː i e	
2901-15															d i n b ɛ	
2957-15															sʷ i n d o	
3048-15															p i i i	
3251-15															b i ɲ o	
3885-15															dʒ i l a	
5081-15															p i n d u z u	
43-15															g i ɲ ɛ	
135-15															d i n z i	
221-15															i z e	
650-15															b i z u	
716-15															i i	
1152-15															d o j o	
1789-15															d aː m aː	
1862-15															ɔ b ɔ	
2636-15															dʒ a	
2880-15															g o n d o l o	
2924-15															b i n ɛ	
2941-15															b i ŋ u	
3113-15															z i b e	
3136-15															ɔ ɔ ɔ ɔ	
3405-15															d i j i	
3572-15															b i ɲ o	
3751-15															dʒ e n	
3811-15															sʷ i	
3959-15															g i l u	
4066-15															dʒ i n o	
4535-15															d i j ɛ	
5180-15															d o n z ɛ	
5751-15															t i j ɛ	
5981-15															ɔ j ɔ e	
25-15															p ɔ i i d ɔ m ɔ	
114-15															d i j aː	
702-15															ɔ g ɔ j aː u ɔ	
872-15															i n d ɛ	
952-15															k ɔ i a n e	
1941-15															g ɔ l e	
2179-15															n b i	
2351-15															p i m a	
2442-15															d aː m aː	
2496-15															z i m	
3448-15															b o i l e	
3482-15															z o s e ŋ e n m e	
3588-15															d ɔ g ɔ	
4101-15															ɔ ɔ ɔ m	
4293-15															z i e e	
4520-15															k i n e	
4740-15															k ɔ l ɔ n	
5982-15															k i n z e	
196-15															b o ɔ o	
408-15															a a n b u	
789-15															d i n	
1070-15															j ɔ l ɔ	
1298-15															d i j i m b	
1942-15															n ɛ	
1989-15															ɔ l ɔ	
2306-15															ɔ m a	
2514-15															d e n u	
2817-15															o n ɛ	
3015-15															j a n d a	
3132-15															d o j z u	
3905-15															sʷ aː	
3976-15															dʒ d l ɔ	
4039-15															d ɔ g u	
4152-15															z i l i	
4278-15															k ɔ m z ɔ	
4334-15															ɛ z o a	
4648-15															u a	
5200-15															o l e	
5318-15															d o l e	
5866-15															b i b ɔ ɛ ɛ	
66-15															b e	
432-15															d a n l	
1108-15															d i j u	
1237-15															b o n dʒ o	
1748-15															u o	
1823-15															b o n e	
2143-15															b u	
2392-15															i d j z u	
2579-15															d e n	
3198-15															t o ŋ o	
3534-15															b i ŋ u	
3944-15															d i r̃ ɛ	
4024-15															z u b o	
4259-15															b o n o	
4337-15															ɔ m e	
5447-15															d i m i	
5830-15															u ɔ	
5868-15															b e b e	
285-15															n ɛ	
348-15															k i i i	
998-15															o ɛ	
1578-15															z u n dʒ u	
1668-15															p o n aː	
1970-15															d o o o	
2396-15															n i	
2553-15															g a l a	
2978-15															b a eː a	
3256-15															a n a	
3301-15															d ɔ b i	
3498-15															n ɔ	
3772-15															d i j a	
3790-15															s ɔ ŋ	
4363-15															d a n l	
4778-15															d i m a u	
4941-15															o j a	
5229-15															b e n dʒ u	
5375-15															d a n d m eː	
5497-15															ɔ ɔ	
5888-15															ɔ ɔ	
6007-15															d o g o	
568-15															n i n dʒ u l ɔ	
569-15															n i n dʒ u l l	
742-15															d i j a	
1057-15															dʒ e n e	
1727-15															n u	
1899-15															p a m u	
2067-15															ɔ d ɔ	
2268-15															b a n	
2338-15															z i z e	
2619-15															d a r̃ a	
2999-15															d e b e	
3325-15															b i ŋ d a	
715-16																d i j ɛ
1089-16																n a dʒ
1319-16																n i j j
1398-16																s a d ɛː l ɛː
1557-16																g i l a
1626-16																a a g a
1840-16																k i n ɛ
2247-16																g oː
4677-16																k a l a g
5162-16																n i n ɔ a
5406-16																t o n ɛː
359-16																d a l ɔ g
1577-16																g i l a
2196-16																n a l ɔ
2230-16																s i ɔ
2533-16																p a l g a
3605-16																k o l a
3866-16																b i dʒ ɔ
4553-16																d a n g j ɔ
4822-16																k o l ɔ
5254-16																d a l ɔ
503-16																k i l a u
1356-16																l a ɔ u
1881-16																n ɛː i u u g
2084-16																a o o b a
2420-16																k a l a
3218-16																p a d o a
3372-16																n i n ɛː
3718-16																d a l ɔ
4135-16																b a n ɛ u
4694-16																k a g e g o
807-16																k o n
2320-16																k a n ɔ
2476-16																d ɛː g e
2842-16																k i u ɛː g
3719-16																n i
4081-16																t i n g g ɛː
4313-16																s i m u
4460-16																s a n u
5514-16																n a n ɛː
5810-16																k i g l ɔ
93-16																g oː
260-16																b i g ɛ ɛː
890-16																k a m g a l a
1336-16																t i b u
1703-16																g aː g
1769-16																t o n a
2162-16																b a l ɔ
2635-16																l ɔ
2735-16																k ɛː n g u g ɛː
3031-16																d i g a
4591-16																d ɛː n ɛː
5301-16																p a l ɔ
5605-16																k i ɲ a u
63-16																k a l a
296-16																d o ɲ g ɔ
463-16																d a ɲ g ɔ
1432-16																g a l ɔ
1474-16																t o n
1788-16																n ɛː g u
2044-16																k o l a
3219-16																p i dʒ a
3425-16																i i
4120-16																k a l ɔ
4184-16																l ɛ n ɛ
4423-16																d u l ɔ
4960-16																k o n ɔ g ɔ
4980-16																d i g
5059-16																d i r̃ ɔ
5125-16																b o n ɔ
5339-16																b i dʒ ɛː
5549-16																d o a j ɔ
5771-16																n ɛː g a g
5905-16																g i r̃ ɛ
5922-16																g i l a
1-16																dʒ a
483-16																k i dʒ ɔ
629-16																d ɛ r̃
667-16																a l a
1254-16																t o n a l o
1683-16																g e r̃ ɛ
2551-16																l a
2901-16																d i n ɛː
3251-16																s i r u
3885-16																g a l ɔ
4402-16																i aː
5081-16																b i n u u ɛ
5622-16																p a l u u a a
6006-16																p ɛː n a
43-16																k i j ɛ
158-16																s k a r a
194-16																d ɛ u
221-16																i b u
650-16																b e ɛ
716-16																n ɛː
1374-16																g e n ɛ
1452-16																g a r̃ ɛ
1862-16																ɔ g ɔ
2083-16																b ɛː u n ɔ
2108-16																s i g g ɔ
2618-16																d ɛː n ɛː
2636-16																l u
2924-16																b o n ɔ
2941-16																k i ɛ
3113-16																k i g a
3136-16																j a g ɔ
3572-16																b i n ɛː
3751-16																p a r
3811-16																i i
3959-16																d a l
4066-16																b i n o
4888-16																l a m g n a
5180-16																dʒ o l a
5583-16																k a n g a
5981-16																i i i u
25-16																d ɛ j̃ u r̃ a g ɔ
702-16																ɔ k ɔ ɲ ɔ u ɔ
851-16																d u l u
872-16																i n ɛː
952-16																k a l ɛ ɛ ɔ
1941-16																k a l ɔ
3448-16																b o n a
3482-16																s a k a n a
3497-16																k u n ɔ
3588-16																k ɔ g ɔ
4101-16																a l a j
4202-16																d ɛ n o l
4293-16																dʒ i a ɔ
4520-16																k i dʒ ɔ
4609-16																k o ɲ i g o a
4740-16																k a l a g
4781-16																n ɛː j ɛː
5982-16																b i g ɛː
526-16																d aː u e g ɛ
545-16																a l l
789-16																b ɛː n ɛ
931-16																d l r
1052-16																s i r g u
1070-16																s ɔ g ɔ
1298-16																k e n i m ɛ
1989-16																l a n ɔ
2145-16																d u ɔː
2306-16																o ɲ b a
2666-16																d u u u
2817-16																i n g u
3015-16																t a n a
3639-16																d ɛː ɛː ɛː
3774-16																d a l ɔ
3905-16																n l g
3976-16																ɔ l g ɔ
4039-16																d ɛ
4260-16																ɛ n g
4278-16																d ɔ j ɔ
4361-16																d i g u
5200-16																a l ɛ
5318-16																dʒ i l o
5673-16																d e ɲ ɛ
5752-16																k a
5866-16																b i d j o
5887-16																ɔ o n ɔ
432-16																k n n j
685-16																s a r ɔ
744-16																l a a ɔ
1646-16																u g ɔ
1745-16																d a a u
2066-16																s a n ɔ
2216-16																i a a
2265-16																ɛ l ɛ
2579-16																d u l
2958-16																l a r o
3198-16																n ɛː n ɛː
3534-16																b i i
3684-16																b i n ɔ
3812-16																k a n g a
3944-16																b i dʒ ɔ
4024-16																dʒ i b u
4240-16																o ɔ n ɔ
4337-16																s o n g u
5828-16																ɔ o n ɔ
245-16																d e n e
285-16																g ɛː
348-16																k i r̃ ɛ
409-16																s i u
998-16																ɔ ɔ
1002-16																l ɔ
1026-16																n i b
1172-16																b ɔ n ɛ
1238-16																a n ɔ
1275-16																s iː
1524-16																d u u u
1612-16																s e n ɛ
2288-16																ɛ n ɛ
2334-16																u g u
2396-16																l i
2553-16																k a l a
2759-16																a dʒ l
2798-16																k a r u u
3256-16																a l a
3407-16																l ɲ
3551-16																k a n ɛ e
3790-16																d ɔ
4442-16																b e n ɛ
5229-16																k ɔ n g j
5465-16																s a n ɔ
5481-16																j u g ɔ
5497-16																ɔ ɔ
5641-16																l a a
5692-16																a ɲ a
5715-16																d ɛ n ɛ
389-16																dʒ ɔː
567-16																j u n ɔ
915-16																aː
1208-16																k a g a
1502-16																k a n ɔ
1899-16																k ɔ j n
1969-16																l u g ɔ r̃ ɔ
2030-16																d ɛ ɛ ɔ
2354-16																g ɛ r̃ ɛ
2500-16																ɛ dʒ ɔ
2598-16																u j eː
2714-16																k k m u r
3159-16																l e l ɛ
3325-16																b i n a
